family,variant,symbol,timeframe,requested_range,actual_range,net_perf_pct,asset_symbol,asset_perf_pct,excess_vs_asset_pct,beat_asset,max_drawdown_pct,positions,win_rate_pct,notes
RSI(2) / mean reversion,"RSI3<=5, above SMA150, exit above SMA2, 5% stop",SPY,1d,2018-01-02 to 2026-05-19,2018-01-02 00:00:00 to 2026-05-19 00:00:00,16.54,SPY,210.16,-193.62,False,-13.47,86,68.6,Daily ETF RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI(2) / mean reversion,"RSI3<=5, above SMA150, exit above SMA2, 10% stop",SPY,1d,2018-01-02 to 2026-05-19,2018-01-02 00:00:00 to 2026-05-19 00:00:00,16.54,SPY,210.16,-193.62,False,-13.47,86,68.6,Daily ETF RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI(2) / mean reversion,"RSI3<=5, above SMA150, exit above SMA2, 20% stop",SPY,1d,2018-01-02 to 2026-05-19,2018-01-02 00:00:00 to 2026-05-19 00:00:00,16.54,SPY,210.16,-193.62,False,-13.47,86,68.6,Daily ETF RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI(2) / mean reversion,"RSI3<=10, above SMA200, exit above SMA10, no stop",SPY,1d,2018-01-02 to 2026-05-19,2018-01-02 00:00:00 to 2026-05-19 00:00:00,16.42,SPY,210.16,-193.74,False,-8.94,86,59.3,Daily ETF RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI(2) / mean reversion,"RSI3<=10, above SMA200, exit above SMA10, 5% stop",SPY,1d,2018-01-02 to 2026-05-19,2018-01-02 00:00:00 to 2026-05-19 00:00:00,16.42,SPY,210.16,-193.74,False,-8.94,86,59.3,Daily ETF RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI(2) / mean reversion,"RSI3<=10, above SMA200, exit above SMA10, 10% stop",SPY,1d,2018-01-02 to 2026-05-19,2018-01-02 00:00:00 to 2026-05-19 00:00:00,16.42,SPY,210.16,-193.74,False,-8.94,86,59.3,Daily ETF RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI(2) / mean reversion,"RSI3<=10, above SMA200, exit above SMA10, 20% stop",SPY,1d,2018-01-02 to 2026-05-19,2018-01-02 00:00:00 to 2026-05-19 00:00:00,16.42,SPY,210.16,-193.74,False,-8.94,86,59.3,Daily ETF RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI(2) / mean reversion,"RSI4<=15, above SMA200, exit above SMA2, no stop",SPY,1d,2018-01-02 to 2026-05-19,2018-01-02 00:00:00 to 2026-05-19 00:00:00,16.34,SPY,210.16,-193.83,False,-9.73,75,57.33,Daily ETF RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI(2) / mean reversion,"RSI4<=15, above SMA200, exit above SMA2, 5% stop",SPY,1d,2018-01-02 to 2026-05-19,2018-01-02 00:00:00 to 2026-05-19 00:00:00,16.34,SPY,210.16,-193.83,False,-9.73,75,57.33,Daily ETF RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI(2) / mean reversion,"RSI4<=15, above SMA200, exit above SMA2, 10% stop",SPY,1d,2018-01-02 to 2026-05-19,2018-01-02 00:00:00 to 2026-05-19 00:00:00,16.34,SPY,210.16,-193.83,False,-9.73,75,57.33,Daily ETF RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI(2) / mean reversion,"RSI4<=15, above SMA200, exit above SMA2, 20% stop",SPY,1d,2018-01-02 to 2026-05-19,2018-01-02 00:00:00 to 2026-05-19 00:00:00,16.34,SPY,210.16,-193.83,False,-9.73,75,57.33,Daily ETF RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI(2) / mean reversion,"RSI3<=15, above SMA150, exit above SMA2, no stop",SPY,1d,2018-01-02 to 2026-05-19,2018-01-02 00:00:00 to 2026-05-19 00:00:00,16.24,SPY,210.16,-193.92,False,-12.74,114,65.79,Daily ETF RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI(2) / mean reversion,"RSI3<=15, above SMA150, exit above SMA2, 5% stop",SPY,1d,2018-01-02 to 2026-05-19,2018-01-02 00:00:00 to 2026-05-19 00:00:00,16.24,SPY,210.16,-193.92,False,-12.74,114,65.79,Daily ETF RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI(2) / mean reversion,"RSI3<=15, above SMA150, exit above SMA2, 10% stop",SPY,1d,2018-01-02 to 2026-05-19,2018-01-02 00:00:00 to 2026-05-19 00:00:00,16.24,SPY,210.16,-193.92,False,-12.74,114,65.79,Daily ETF RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI(2) / mean reversion,"RSI3<=15, above SMA150, exit above SMA2, 20% stop",SPY,1d,2018-01-02 to 2026-05-19,2018-01-02 00:00:00 to 2026-05-19 00:00:00,16.24,SPY,210.16,-193.92,False,-12.74,114,65.79,Daily ETF RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI(2) / mean reversion,"RSI2<=3, above SMA100, exit above SMA20, no stop",SPY,1d,2018-01-02 to 2026-05-19,2018-01-02 00:00:00 to 2026-05-19 00:00:00,16.15,SPY,210.16,-194.01,False,-16.93,218,18.81,Daily ETF RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI(2) / mean reversion,"RSI2<=3, above SMA100, exit above SMA20, 10% stop",SPY,1d,2018-01-02 to 2026-05-19,2018-01-02 00:00:00 to 2026-05-19 00:00:00,16.15,SPY,210.16,-194.01,False,-16.93,218,18.81,Daily ETF RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI(2) / mean reversion,"RSI2<=3, above SMA100, exit above SMA20, 20% stop",SPY,1d,2018-01-02 to 2026-05-19,2018-01-02 00:00:00 to 2026-05-19 00:00:00,16.15,SPY,210.16,-194.01,False,-16.93,218,18.81,Daily ETF RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI(2) / mean reversion,"RSI2<=10, above SMA150, exit above SMA2, 5% stop",SPY,1d,2018-01-02 to 2026-05-19,2018-01-02 00:00:00 to 2026-05-19 00:00:00,16.12,SPY,210.16,-194.04,False,-20.53,191,65.45,Daily ETF RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI(2) / mean reversion,"RSI3<=3, above SMA150, exit above SMA2, no stop",SPY,1d,2018-01-02 to 2026-05-19,2018-01-02 00:00:00 to 2026-05-19 00:00:00,16.06,SPY,210.16,-194.1,False,-14.68,76,69.74,Daily ETF RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI(2) / mean reversion,"RSI3<=3, above SMA150, exit above SMA2, 5% stop",SPY,1d,2018-01-02 to 2026-05-19,2018-01-02 00:00:00 to 2026-05-19 00:00:00,16.06,SPY,210.16,-194.1,False,-14.68,76,69.74,Daily ETF RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI(2) / mean reversion,"RSI3<=3, above SMA150, exit above SMA2, 10% stop",SPY,1d,2018-01-02 to 2026-05-19,2018-01-02 00:00:00 to 2026-05-19 00:00:00,16.06,SPY,210.16,-194.1,False,-14.68,76,69.74,Daily ETF RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI(2) / mean reversion,"RSI3<=3, above SMA150, exit above SMA2, 20% stop",SPY,1d,2018-01-02 to 2026-05-19,2018-01-02 00:00:00 to 2026-05-19 00:00:00,16.06,SPY,210.16,-194.1,False,-14.68,76,69.74,Daily ETF RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI(2) / mean reversion,"RSI2<=15, above SMA50, exit above SMA2, 5% stop",SPY,1d,2018-01-02 to 2026-05-19,2018-01-02 00:00:00 to 2026-05-19 00:00:00,15.92,SPY,210.16,-194.24,False,-16.65,182,62.64,Daily ETF RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI(2) / mean reversion,"RSI3<=3, above SMA200, exit above SMA2, no stop",SPY,1d,2018-01-02 to 2026-05-19,2018-01-02 00:00:00 to 2026-05-19 00:00:00,15.9,SPY,210.16,-194.27,False,-10.14,72,72.22,Daily ETF RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI(2) / mean reversion,"RSI3<=3, above SMA200, exit above SMA2, 5% stop",SPY,1d,2018-01-02 to 2026-05-19,2018-01-02 00:00:00 to 2026-05-19 00:00:00,15.9,SPY,210.16,-194.27,False,-10.14,72,72.22,Daily ETF RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI(2) / mean reversion,"RSI3<=3, above SMA200, exit above SMA2, 10% stop",SPY,1d,2018-01-02 to 2026-05-19,2018-01-02 00:00:00 to 2026-05-19 00:00:00,15.9,SPY,210.16,-194.27,False,-10.14,72,72.22,Daily ETF RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI(2) / mean reversion,"RSI3<=3, above SMA200, exit above SMA2, 20% stop",SPY,1d,2018-01-02 to 2026-05-19,2018-01-02 00:00:00 to 2026-05-19 00:00:00,15.9,SPY,210.16,-194.27,False,-10.14,72,72.22,Daily ETF RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI(2) / mean reversion,"RSI3<=20, above SMA50, exit above SMA20, no stop",SPY,1d,2018-01-02 to 2026-05-19,2018-01-02 00:00:00 to 2026-05-19 00:00:00,15.75,SPY,210.16,-194.41,False,-9.44,161,19.25,Daily ETF RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI(2) / mean reversion,"RSI3<=20, above SMA50, exit above SMA20, 5% stop",SPY,1d,2018-01-02 to 2026-05-19,2018-01-02 00:00:00 to 2026-05-19 00:00:00,15.75,SPY,210.16,-194.41,False,-9.44,161,19.25,Daily ETF RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI(2) / mean reversion,"RSI3<=20, above SMA50, exit above SMA20, 10% stop",SPY,1d,2018-01-02 to 2026-05-19,2018-01-02 00:00:00 to 2026-05-19 00:00:00,15.75,SPY,210.16,-194.41,False,-9.44,161,19.25,Daily ETF RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI(2) / mean reversion,"RSI3<=20, above SMA50, exit above SMA20, 20% stop",SPY,1d,2018-01-02 to 2026-05-19,2018-01-02 00:00:00 to 2026-05-19 00:00:00,15.75,SPY,210.16,-194.41,False,-9.44,161,19.25,Daily ETF RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI(2) / mean reversion,"RSI3<=3, above SMA50, exit above SMA2, no stop",SPY,1d,2018-01-02 to 2026-05-19,2018-01-02 00:00:00 to 2026-05-19 00:00:00,15.71,SPY,210.16,-194.45,False,-7.66,60,70.0,Daily ETF RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI(2) / mean reversion,"RSI3<=3, above SMA50, exit above SMA2, 5% stop",SPY,1d,2018-01-02 to 2026-05-19,2018-01-02 00:00:00 to 2026-05-19 00:00:00,15.71,SPY,210.16,-194.45,False,-7.66,60,70.0,Daily ETF RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI(2) / mean reversion,"RSI3<=3, above SMA50, exit above SMA2, 10% stop",SPY,1d,2018-01-02 to 2026-05-19,2018-01-02 00:00:00 to 2026-05-19 00:00:00,15.71,SPY,210.16,-194.45,False,-7.66,60,70.0,Daily ETF RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI(2) / mean reversion,"RSI3<=3, above SMA50, exit above SMA2, 20% stop",SPY,1d,2018-01-02 to 2026-05-19,2018-01-02 00:00:00 to 2026-05-19 00:00:00,15.71,SPY,210.16,-194.45,False,-7.66,60,70.0,Daily ETF RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI(2) / mean reversion,"RSI2<=10, above SMA100, exit above SMA2, 5% stop",SPY,1d,2018-01-02 to 2026-05-19,2018-01-02 00:00:00 to 2026-05-19 00:00:00,15.67,SPY,210.16,-194.5,False,-19.46,179,65.36,Daily ETF RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI(2) / mean reversion,"RSI3<=15, above SMA50, exit above SMA20, no stop",SPY,1d,2018-01-02 to 2026-05-19,2018-01-02 00:00:00 to 2026-05-19 00:00:00,15.53,SPY,210.16,-194.64,False,-9.44,131,22.14,Daily ETF RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI(2) / mean reversion,"RSI3<=15, above SMA50, exit above SMA20, 5% stop",SPY,1d,2018-01-02 to 2026-05-19,2018-01-02 00:00:00 to 2026-05-19 00:00:00,15.53,SPY,210.16,-194.64,False,-9.44,131,22.14,Daily ETF RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI(2) / mean reversion,"RSI3<=15, above SMA50, exit above SMA20, 10% stop",SPY,1d,2018-01-02 to 2026-05-19,2018-01-02 00:00:00 to 2026-05-19 00:00:00,15.53,SPY,210.16,-194.64,False,-9.44,131,22.14,Daily ETF RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI(2) / mean reversion,"RSI3<=15, above SMA50, exit above SMA20, 20% stop",SPY,1d,2018-01-02 to 2026-05-19,2018-01-02 00:00:00 to 2026-05-19 00:00:00,15.53,SPY,210.16,-194.64,False,-9.44,131,22.14,Daily ETF RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI(2) / mean reversion,"RSI4<=10, above SMA50, exit above SMA3, no stop",SPY,1d,2018-01-02 to 2026-05-19,2018-01-02 00:00:00 to 2026-05-19 00:00:00,15.52,SPY,210.16,-194.64,False,-4.99,37,78.38,Daily ETF RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI(2) / mean reversion,"RSI4<=10, above SMA50, exit above SMA3, 5% stop",SPY,1d,2018-01-02 to 2026-05-19,2018-01-02 00:00:00 to 2026-05-19 00:00:00,15.52,SPY,210.16,-194.64,False,-4.99,37,78.38,Daily ETF RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI(2) / mean reversion,"RSI4<=10, above SMA50, exit above SMA3, 10% stop",SPY,1d,2018-01-02 to 2026-05-19,2018-01-02 00:00:00 to 2026-05-19 00:00:00,15.52,SPY,210.16,-194.64,False,-4.99,37,78.38,Daily ETF RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI(2) / mean reversion,"RSI4<=10, above SMA50, exit above SMA3, 20% stop",SPY,1d,2018-01-02 to 2026-05-19,2018-01-02 00:00:00 to 2026-05-19 00:00:00,15.52,SPY,210.16,-194.64,False,-4.99,37,78.38,Daily ETF RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI(2) / mean reversion,"RSI2<=5, above SMA200, exit above SMA20, no stop",SPY,1d,2018-01-02 to 2026-05-19,2018-01-02 00:00:00 to 2026-05-19 00:00:00,15.51,SPY,210.16,-194.66,False,-12.5,201,21.39,Daily ETF RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI(2) / mean reversion,"RSI2<=5, above SMA200, exit above SMA20, 10% stop",SPY,1d,2018-01-02 to 2026-05-19,2018-01-02 00:00:00 to 2026-05-19 00:00:00,15.51,SPY,210.16,-194.66,False,-12.5,201,21.39,Daily ETF RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI(2) / mean reversion,"RSI2<=5, above SMA200, exit above SMA20, 20% stop",SPY,1d,2018-01-02 to 2026-05-19,2018-01-02 00:00:00 to 2026-05-19 00:00:00,15.51,SPY,210.16,-194.66,False,-12.5,201,21.39,Daily ETF RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI(2) / mean reversion,"RSI4<=20, above SMA50, exit above SMA20, no stop",SPY,1d,2018-01-02 to 2026-05-19,2018-01-02 00:00:00 to 2026-05-19 00:00:00,15.24,SPY,210.16,-194.92,False,-7.85,93,27.96,Daily ETF RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI(2) / mean reversion,"RSI4<=20, above SMA50, exit above SMA20, 5% stop",SPY,1d,2018-01-02 to 2026-05-19,2018-01-02 00:00:00 to 2026-05-19 00:00:00,15.24,SPY,210.16,-194.92,False,-7.85,93,27.96,Daily ETF RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI(2) / mean reversion,"RSI4<=20, above SMA50, exit above SMA20, 10% stop",SPY,1d,2018-01-02 to 2026-05-19,2018-01-02 00:00:00 to 2026-05-19 00:00:00,15.24,SPY,210.16,-194.92,False,-7.85,93,27.96,Daily ETF RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI(2) / mean reversion,"RSI4<=20, above SMA50, exit above SMA20, 20% stop",SPY,1d,2018-01-02 to 2026-05-19,2018-01-02 00:00:00 to 2026-05-19 00:00:00,15.24,SPY,210.16,-194.92,False,-7.85,93,27.96,Daily ETF RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI(2) / mean reversion,"RSI2<=10, above SMA200, exit above SMA2, no stop",SPY,1d,2018-01-02 to 2026-05-19,2018-01-02 00:00:00 to 2026-05-19 00:00:00,15.23,SPY,210.16,-194.93,False,-19.48,183,66.12,Daily ETF RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI(2) / mean reversion,"RSI2<=10, above SMA200, exit above SMA2, 10% stop",SPY,1d,2018-01-02 to 2026-05-19,2018-01-02 00:00:00 to 2026-05-19 00:00:00,15.23,SPY,210.16,-194.93,False,-19.48,183,66.12,Daily ETF RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI(2) / mean reversion,"RSI2<=10, above SMA200, exit above SMA2, 20% stop",SPY,1d,2018-01-02 to 2026-05-19,2018-01-02 00:00:00 to 2026-05-19 00:00:00,15.23,SPY,210.16,-194.93,False,-19.48,183,66.12,Daily ETF RSI pullback parameter search; optimized in-sample; no costs/slippage.
Moving-average crossover / trend following,"SMA20/SMA126 cross, no stop",QQQ,1d,2018-01-02 to 2026-05-19,2018-01-02 00:00:00 to 2026-05-19 00:00:00,172.01,QQQ,367.0,-194.99,False,-28.56,7,85.71,Daily ETF parameter search; optimized in-sample; no costs/slippage.
Moving-average crossover / trend following,"SMA20/SMA126 cross, 20% stop",QQQ,1d,2018-01-02 to 2026-05-19,2018-01-02 00:00:00 to 2026-05-19 00:00:00,172.01,QQQ,367.0,-194.99,False,-28.56,7,85.71,Daily ETF parameter search; optimized in-sample; no costs/slippage.
RSI(2) / mean reversion,"RSI3<=10, above SMA50, exit above SMA10, no stop",SPY,1d,2018-01-02 to 2026-05-19,2018-01-02 00:00:00 to 2026-05-19 00:00:00,15.07,SPY,210.16,-195.09,False,-10.43,88,47.73,Daily ETF RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI(2) / mean reversion,"RSI3<=10, above SMA50, exit above SMA10, 5% stop",SPY,1d,2018-01-02 to 2026-05-19,2018-01-02 00:00:00 to 2026-05-19 00:00:00,15.07,SPY,210.16,-195.09,False,-10.43,88,47.73,Daily ETF RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI(2) / mean reversion,"RSI3<=10, above SMA50, exit above SMA10, 10% stop",SPY,1d,2018-01-02 to 2026-05-19,2018-01-02 00:00:00 to 2026-05-19 00:00:00,15.07,SPY,210.16,-195.09,False,-10.43,88,47.73,Daily ETF RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI(2) / mean reversion,"RSI3<=10, above SMA50, exit above SMA10, 20% stop",SPY,1d,2018-01-02 to 2026-05-19,2018-01-02 00:00:00 to 2026-05-19 00:00:00,15.07,SPY,210.16,-195.09,False,-10.43,88,47.73,Daily ETF RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI(2) / mean reversion,"RSI4<=15, above SMA200, exit above SMA3, no stop",SPY,1d,2018-01-02 to 2026-05-19,2018-01-02 00:00:00 to 2026-05-19 00:00:00,14.99,SPY,210.16,-195.18,False,-9.69,67,67.16,Daily ETF RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI(2) / mean reversion,"RSI4<=15, above SMA200, exit above SMA3, 5% stop",SPY,1d,2018-01-02 to 2026-05-19,2018-01-02 00:00:00 to 2026-05-19 00:00:00,14.99,SPY,210.16,-195.18,False,-9.69,67,67.16,Daily ETF RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI(2) / mean reversion,"RSI4<=15, above SMA200, exit above SMA3, 10% stop",SPY,1d,2018-01-02 to 2026-05-19,2018-01-02 00:00:00 to 2026-05-19 00:00:00,14.99,SPY,210.16,-195.18,False,-9.69,67,67.16,Daily ETF RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI(2) / mean reversion,"RSI4<=15, above SMA200, exit above SMA3, 20% stop",SPY,1d,2018-01-02 to 2026-05-19,2018-01-02 00:00:00 to 2026-05-19 00:00:00,14.99,SPY,210.16,-195.18,False,-9.69,67,67.16,Daily ETF RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI(2) / mean reversion,"RSI2<=10, above SMA50, exit above SMA2, no stop",SPY,1d,2018-01-02 to 2026-05-19,2018-01-02 00:00:00 to 2026-05-19 00:00:00,14.98,SPY,210.16,-195.19,False,-14.28,171,63.16,Daily ETF RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI(2) / mean reversion,"RSI2<=10, above SMA50, exit above SMA2, 10% stop",SPY,1d,2018-01-02 to 2026-05-19,2018-01-02 00:00:00 to 2026-05-19 00:00:00,14.98,SPY,210.16,-195.19,False,-14.28,171,63.16,Daily ETF RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI(2) / mean reversion,"RSI2<=10, above SMA50, exit above SMA2, 20% stop",SPY,1d,2018-01-02 to 2026-05-19,2018-01-02 00:00:00 to 2026-05-19 00:00:00,14.98,SPY,210.16,-195.19,False,-14.28,171,63.16,Daily ETF RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI(2) / mean reversion,"RSI2<=15, above SMA200, exit above SMA20, no stop",SPY,1d,2018-01-02 to 2026-05-19,2018-01-02 00:00:00 to 2026-05-19 00:00:00,14.96,SPY,210.16,-195.21,False,-12.3,229,20.09,Daily ETF RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI(2) / mean reversion,"RSI2<=15, above SMA200, exit above SMA20, 10% stop",SPY,1d,2018-01-02 to 2026-05-19,2018-01-02 00:00:00 to 2026-05-19 00:00:00,14.96,SPY,210.16,-195.21,False,-12.3,229,20.09,Daily ETF RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI(2) / mean reversion,"RSI2<=15, above SMA200, exit above SMA20, 20% stop",SPY,1d,2018-01-02 to 2026-05-19,2018-01-02 00:00:00 to 2026-05-19 00:00:00,14.96,SPY,210.16,-195.21,False,-12.3,229,20.09,Daily ETF RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI(2) / mean reversion,"RSI2<=5, above SMA100, exit above SMA20, no stop",SPY,1d,2018-01-02 to 2026-05-19,2018-01-02 00:00:00 to 2026-05-19 00:00:00,14.83,SPY,210.16,-195.34,False,-16.93,226,18.14,Daily ETF RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI(2) / mean reversion,"RSI2<=5, above SMA100, exit above SMA20, 10% stop",SPY,1d,2018-01-02 to 2026-05-19,2018-01-02 00:00:00 to 2026-05-19 00:00:00,14.83,SPY,210.16,-195.34,False,-16.93,226,18.14,Daily ETF RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI(2) / mean reversion,"RSI2<=5, above SMA100, exit above SMA20, 20% stop",SPY,1d,2018-01-02 to 2026-05-19,2018-01-02 00:00:00 to 2026-05-19 00:00:00,14.83,SPY,210.16,-195.34,False,-16.93,226,18.14,Daily ETF RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI(2) / mean reversion,"RSI4<=5, above SMA100, exit above SMA3, no stop",SPY,1d,2018-01-02 to 2026-05-19,2018-01-02 00:00:00 to 2026-05-19 00:00:00,14.79,SPY,210.16,-195.38,False,-4.99,40,75.0,Daily ETF RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI(2) / mean reversion,"RSI4<=5, above SMA100, exit above SMA3, 5% stop",SPY,1d,2018-01-02 to 2026-05-19,2018-01-02 00:00:00 to 2026-05-19 00:00:00,14.79,SPY,210.16,-195.38,False,-4.99,40,75.0,Daily ETF RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI(2) / mean reversion,"RSI4<=5, above SMA100, exit above SMA3, 10% stop",SPY,1d,2018-01-02 to 2026-05-19,2018-01-02 00:00:00 to 2026-05-19 00:00:00,14.79,SPY,210.16,-195.38,False,-4.99,40,75.0,Daily ETF RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI(2) / mean reversion,"RSI4<=5, above SMA100, exit above SMA3, 20% stop",SPY,1d,2018-01-02 to 2026-05-19,2018-01-02 00:00:00 to 2026-05-19 00:00:00,14.79,SPY,210.16,-195.38,False,-4.99,40,75.0,Daily ETF RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI(2) / mean reversion,"RSI2<=15, above SMA100, exit above SMA20, no stop",SPY,1d,2018-01-02 to 2026-05-19,2018-01-02 00:00:00 to 2026-05-19 00:00:00,14.74,SPY,210.16,-195.42,False,-17.39,254,17.32,Daily ETF RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI(2) / mean reversion,"RSI2<=15, above SMA100, exit above SMA20, 10% stop",SPY,1d,2018-01-02 to 2026-05-19,2018-01-02 00:00:00 to 2026-05-19 00:00:00,14.74,SPY,210.16,-195.42,False,-17.39,254,17.32,Daily ETF RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI(2) / mean reversion,"RSI2<=15, above SMA100, exit above SMA20, 20% stop",SPY,1d,2018-01-02 to 2026-05-19,2018-01-02 00:00:00 to 2026-05-19 00:00:00,14.74,SPY,210.16,-195.42,False,-17.39,254,17.32,Daily ETF RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI(2) / mean reversion,"RSI4<=15, above SMA100, exit above SMA3, no stop",SPY,1d,2018-01-02 to 2026-05-19,2018-01-02 00:00:00 to 2026-05-19 00:00:00,14.71,SPY,210.16,-195.45,False,-8.34,68,64.71,Daily ETF RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI(2) / mean reversion,"RSI4<=15, above SMA100, exit above SMA3, 5% stop",SPY,1d,2018-01-02 to 2026-05-19,2018-01-02 00:00:00 to 2026-05-19 00:00:00,14.71,SPY,210.16,-195.45,False,-8.34,68,64.71,Daily ETF RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI(2) / mean reversion,"RSI4<=15, above SMA100, exit above SMA3, 10% stop",SPY,1d,2018-01-02 to 2026-05-19,2018-01-02 00:00:00 to 2026-05-19 00:00:00,14.71,SPY,210.16,-195.45,False,-8.34,68,64.71,Daily ETF RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI(2) / mean reversion,"RSI4<=15, above SMA100, exit above SMA3, 20% stop",SPY,1d,2018-01-02 to 2026-05-19,2018-01-02 00:00:00 to 2026-05-19 00:00:00,14.71,SPY,210.16,-195.45,False,-8.34,68,64.71,Daily ETF RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI(2) / mean reversion,"RSI3<=5, above SMA200, exit above SMA2, no stop",SPY,1d,2018-01-02 to 2026-05-19,2018-01-02 00:00:00 to 2026-05-19 00:00:00,14.69,SPY,210.16,-195.47,False,-9.2,83,69.88,Daily ETF RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI(2) / mean reversion,"RSI3<=5, above SMA200, exit above SMA2, 5% stop",SPY,1d,2018-01-02 to 2026-05-19,2018-01-02 00:00:00 to 2026-05-19 00:00:00,14.69,SPY,210.16,-195.47,False,-9.2,83,69.88,Daily ETF RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI(2) / mean reversion,"RSI3<=5, above SMA200, exit above SMA2, 10% stop",SPY,1d,2018-01-02 to 2026-05-19,2018-01-02 00:00:00 to 2026-05-19 00:00:00,14.69,SPY,210.16,-195.47,False,-9.2,83,69.88,Daily ETF RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI(2) / mean reversion,"RSI3<=5, above SMA200, exit above SMA2, 20% stop",SPY,1d,2018-01-02 to 2026-05-19,2018-01-02 00:00:00 to 2026-05-19 00:00:00,14.69,SPY,210.16,-195.47,False,-9.2,83,69.88,Daily ETF RSI pullback parameter search; optimized in-sample; no costs/slippage.
