family,variant,symbol,timeframe,requested_range,actual_range,net_perf_pct,asset_symbol,asset_perf_pct,excess_vs_asset_pct,beat_asset,strategy_max_drawdown_pct,asset_max_drawdown_pct,positions,win_rate_pct,notes
VWAP intraday,"long-only pullback, after 1 bars, no target, 1.0% stop",SMH,30m,period=60d; interval=30m,2026-02-25 09:30:00-05:00 to 2026-05-20 15:30:00-04:00,10.94,SMH,32.06,-21.12,False,-6.0,-15.68,79,41.77,Intraday VWAP parameter search; no costs/slippage.
VWAP intraday,"long-only reclaim, after 3 bars, no target, no stop",SMH,15m,period=60d; interval=15m,2026-02-25 09:30:00-05:00 to 2026-05-20 15:45:00-04:00,11.0,SMH,32.19,-21.2,False,-4.04,-15.69,77,42.86,Intraday VWAP parameter search; no costs/slippage.
VWAP intraday,"long-only reclaim, after 3 bars, no target, 1.0% stop",SMH,15m,period=60d; interval=15m,2026-02-25 09:30:00-05:00 to 2026-05-20 15:45:00-04:00,11.0,SMH,32.19,-21.2,False,-4.04,-15.69,77,42.86,Intraday VWAP parameter search; no costs/slippage.
VWAP intraday,"long-only reclaim, after 3 bars, 2.0% target, no stop",SMH,15m,period=60d; interval=15m,2026-02-25 09:30:00-05:00 to 2026-05-20 15:45:00-04:00,10.99,SMH,32.19,-21.21,False,-4.04,-15.69,77,42.86,Intraday VWAP parameter search; no costs/slippage.
VWAP intraday,"long-only reclaim, after 3 bars, 2.0% target, 1.0% stop",SMH,15m,period=60d; interval=15m,2026-02-25 09:30:00-05:00 to 2026-05-20 15:45:00-04:00,10.99,SMH,32.19,-21.21,False,-4.04,-15.69,77,42.86,Intraday VWAP parameter search; no costs/slippage.
VWAP intraday,"long-only pullback, after 6 bars, no target, no stop",SMH,5m,period=60d; interval=5m,2026-02-25 09:30:00-05:00 to 2026-05-20 15:55:00-04:00,11.4,SMH,32.75,-21.35,False,-5.05,-15.77,175,29.71,Intraday VWAP parameter search; no costs/slippage.
VWAP intraday,"long-only pullback, after 6 bars, no target, 1.0% stop",SMH,5m,period=60d; interval=5m,2026-02-25 09:30:00-05:00 to 2026-05-20 15:55:00-04:00,11.4,SMH,32.75,-21.35,False,-5.05,-15.77,175,29.71,Intraday VWAP parameter search; no costs/slippage.
VWAP intraday,"long+short reclaim, after 1 bars, no target, no stop",SMH,15m,period=60d; interval=15m,2026-02-25 09:30:00-05:00 to 2026-05-20 15:45:00-04:00,10.7,SMH,32.19,-21.5,False,-4.22,-15.69,114,36.84,Intraday VWAP parameter search; no costs/slippage.
VWAP intraday,"long+short reclaim, after 1 bars, no target, 1.0% stop",SMH,15m,period=60d; interval=15m,2026-02-25 09:30:00-05:00 to 2026-05-20 15:45:00-04:00,10.7,SMH,32.19,-21.5,False,-4.22,-15.69,114,36.84,Intraday VWAP parameter search; no costs/slippage.
VWAP intraday,"long-only reclaim, after 3 bars, 1.0% target, no stop",SMH,15m,period=60d; interval=15m,2026-02-25 09:30:00-05:00 to 2026-05-20 15:45:00-04:00,10.32,SMH,32.19,-21.87,False,-3.39,-15.69,77,42.86,Intraday VWAP parameter search; no costs/slippage.
VWAP intraday,"long-only reclaim, after 3 bars, 1.0% target, 1.0% stop",SMH,15m,period=60d; interval=15m,2026-02-25 09:30:00-05:00 to 2026-05-20 15:45:00-04:00,10.32,SMH,32.19,-21.87,False,-3.39,-15.69,77,42.86,Intraday VWAP parameter search; no costs/slippage.
VWAP intraday,"long+short reclaim, after 1 bars, 1.0% target, no stop",SMH,15m,period=60d; interval=15m,2026-02-25 09:30:00-05:00 to 2026-05-20 15:45:00-04:00,9.66,SMH,32.19,-22.54,False,-3.97,-15.69,116,37.07,Intraday VWAP parameter search; no costs/slippage.
VWAP intraday,"long+short reclaim, after 1 bars, 1.0% target, 1.0% stop",SMH,15m,period=60d; interval=15m,2026-02-25 09:30:00-05:00 to 2026-05-20 15:45:00-04:00,9.66,SMH,32.19,-22.54,False,-3.97,-15.69,116,37.07,Intraday VWAP parameter search; no costs/slippage.
VWAP intraday,"long-only reclaim, after 3 bars, no target, no stop",SMH,5m,period=60d; interval=5m,2026-02-25 09:30:00-05:00 to 2026-05-20 15:55:00-04:00,10.06,SMH,32.75,-22.69,False,-5.99,-15.77,185,28.65,Intraday VWAP parameter search; no costs/slippage.
VWAP intraday,"long-only reclaim, after 3 bars, no target, 1.0% stop",SMH,5m,period=60d; interval=5m,2026-02-25 09:30:00-05:00 to 2026-05-20 15:55:00-04:00,10.06,SMH,32.75,-22.69,False,-5.99,-15.77,185,28.65,Intraday VWAP parameter search; no costs/slippage.
VWAP intraday,"long+short pullback, after 1 bars, 1.0% target, no stop",SMH,15m,period=60d; interval=15m,2026-02-25 09:30:00-05:00 to 2026-05-20 15:45:00-04:00,9.49,SMH,32.19,-22.7,False,-5.78,-15.69,170,34.71,Intraday VWAP parameter search; no costs/slippage.
VWAP intraday,"long+short pullback, after 1 bars, 1.0% target, 1.0% stop",SMH,15m,period=60d; interval=15m,2026-02-25 09:30:00-05:00 to 2026-05-20 15:45:00-04:00,9.49,SMH,32.19,-22.7,False,-5.78,-15.69,170,34.71,Intraday VWAP parameter search; no costs/slippage.
VWAP intraday,"long-only state, after 6 bars, no target, no stop",SMH,5m,period=60d; interval=5m,2026-02-25 09:30:00-05:00 to 2026-05-20 15:55:00-04:00,9.96,SMH,32.75,-22.79,False,-5.64,-15.77,189,29.1,Intraday VWAP parameter search; no costs/slippage.
VWAP intraday,"long-only state, after 6 bars, no target, 1.0% stop",SMH,5m,period=60d; interval=5m,2026-02-25 09:30:00-05:00 to 2026-05-20 15:55:00-04:00,9.96,SMH,32.75,-22.79,False,-5.64,-15.77,189,29.1,Intraday VWAP parameter search; no costs/slippage.
VWAP intraday,"long-only state, after 6 bars, 2.0% target, no stop",SMH,5m,period=60d; interval=5m,2026-02-25 09:30:00-05:00 to 2026-05-20 15:55:00-04:00,9.95,SMH,32.75,-22.8,False,-5.89,-15.77,195,29.23,Intraday VWAP parameter search; no costs/slippage.
VWAP intraday,"long-only state, after 6 bars, 2.0% target, 1.0% stop",SMH,5m,period=60d; interval=5m,2026-02-25 09:30:00-05:00 to 2026-05-20 15:55:00-04:00,9.95,SMH,32.75,-22.8,False,-5.89,-15.77,195,29.23,Intraday VWAP parameter search; no costs/slippage.
VWAP intraday,"long-only reclaim, after 6 bars, 2.0% target, no stop",SMH,5m,period=60d; interval=5m,2026-02-25 09:30:00-05:00 to 2026-05-20 15:55:00-04:00,9.62,SMH,32.75,-23.13,False,-4.95,-15.77,162,30.25,Intraday VWAP parameter search; no costs/slippage.
VWAP intraday,"long-only reclaim, after 6 bars, 2.0% target, 1.0% stop",SMH,5m,period=60d; interval=5m,2026-02-25 09:30:00-05:00 to 2026-05-20 15:55:00-04:00,9.62,SMH,32.75,-23.13,False,-4.95,-15.77,162,30.25,Intraday VWAP parameter search; no costs/slippage.
VWAP intraday,"long-only pullback, after 1 bars, 2.0% target, no stop",SMH,30m,period=60d; interval=30m,2026-02-25 09:30:00-05:00 to 2026-05-20 15:30:00-04:00,8.89,SMH,32.06,-23.18,False,-6.0,-15.68,79,41.77,Intraday VWAP parameter search; no costs/slippage.
VWAP intraday,"long-only pullback, after 1 bars, 2.0% target, 1.0% stop",SMH,30m,period=60d; interval=30m,2026-02-25 09:30:00-05:00 to 2026-05-20 15:30:00-04:00,8.89,SMH,32.06,-23.18,False,-6.0,-15.68,79,41.77,Intraday VWAP parameter search; no costs/slippage.
VWAP intraday,"long-only pullback, after 6 bars, 2.0% target, no stop",SMH,5m,period=60d; interval=5m,2026-02-25 09:30:00-05:00 to 2026-05-20 15:55:00-04:00,9.05,SMH,32.75,-23.7,False,-5.94,-15.77,175,29.71,Intraday VWAP parameter search; no costs/slippage.
VWAP intraday,"long-only pullback, after 6 bars, 2.0% target, 1.0% stop",SMH,5m,period=60d; interval=5m,2026-02-25 09:30:00-05:00 to 2026-05-20 15:55:00-04:00,9.05,SMH,32.75,-23.7,False,-5.94,-15.77,175,29.71,Intraday VWAP parameter search; no costs/slippage.
VWAP intraday,"long+short pullback, after 1 bars, no target, no stop",SMH,15m,period=60d; interval=15m,2026-02-25 09:30:00-05:00 to 2026-05-20 15:45:00-04:00,8.46,SMH,32.19,-23.74,False,-6.46,-15.69,159,35.22,Intraday VWAP parameter search; no costs/slippage.
VWAP intraday,"long+short pullback, after 1 bars, no target, 1.0% stop",SMH,15m,period=60d; interval=15m,2026-02-25 09:30:00-05:00 to 2026-05-20 15:45:00-04:00,8.46,SMH,32.19,-23.74,False,-6.46,-15.69,159,35.22,Intraday VWAP parameter search; no costs/slippage.
VWAP intraday,"long+short reclaim, after 3 bars, 2.0% target, no stop",SMH,5m,period=60d; interval=5m,2026-02-25 09:30:00-05:00 to 2026-05-20 15:55:00-04:00,9.0,SMH,32.75,-23.75,False,-4.76,-15.77,199,27.14,Intraday VWAP parameter search; no costs/slippage.
VWAP intraday,"long+short reclaim, after 3 bars, 2.0% target, 1.0% stop",SMH,5m,period=60d; interval=5m,2026-02-25 09:30:00-05:00 to 2026-05-20 15:55:00-04:00,9.0,SMH,32.75,-23.75,False,-4.76,-15.77,199,27.14,Intraday VWAP parameter search; no costs/slippage.
VWAP intraday,"long-only state, after 6 bars, 1.0% target, no stop",SMH,5m,period=60d; interval=5m,2026-02-25 09:30:00-05:00 to 2026-05-20 15:55:00-04:00,8.95,SMH,32.75,-23.8,False,-6.39,-15.77,216,31.94,Intraday VWAP parameter search; no costs/slippage.
VWAP intraday,"long+short reclaim, after 3 bars, no target, no stop",SMH,5m,period=60d; interval=5m,2026-02-25 09:30:00-05:00 to 2026-05-20 15:55:00-04:00,8.82,SMH,32.75,-23.93,False,-6.51,-15.77,198,26.77,Intraday VWAP parameter search; no costs/slippage.
VWAP intraday,"long+short reclaim, after 3 bars, no target, 1.0% stop",SMH,5m,period=60d; interval=5m,2026-02-25 09:30:00-05:00 to 2026-05-20 15:55:00-04:00,8.82,SMH,32.75,-23.93,False,-6.51,-15.77,198,26.77,Intraday VWAP parameter search; no costs/slippage.
VWAP intraday,"long-only reclaim, after 6 bars, 1.0% target, no stop",SMH,5m,period=60d; interval=5m,2026-02-25 09:30:00-05:00 to 2026-05-20 15:55:00-04:00,8.79,SMH,32.75,-23.96,False,-4.53,-15.77,162,30.25,Intraday VWAP parameter search; no costs/slippage.
VWAP intraday,"long-only reclaim, after 6 bars, 1.0% target, 1.0% stop",SMH,5m,period=60d; interval=5m,2026-02-25 09:30:00-05:00 to 2026-05-20 15:55:00-04:00,8.79,SMH,32.75,-23.96,False,-4.53,-15.77,162,30.25,Intraday VWAP parameter search; no costs/slippage.
VWAP intraday,"long-only state, after 6 bars, 1.0% target, 1.0% stop",SMH,5m,period=60d; interval=5m,2026-02-25 09:30:00-05:00 to 2026-05-20 15:55:00-04:00,8.73,SMH,32.75,-24.02,False,-6.39,-15.77,217,31.8,Intraday VWAP parameter search; no costs/slippage.
VWAP intraday,"long+short reclaim, after 6 bars, 1.0% target, no stop",SMH,5m,period=60d; interval=5m,2026-02-25 09:30:00-05:00 to 2026-05-20 15:55:00-04:00,8.2,SMH,32.75,-24.55,False,-4.0,-15.77,180,26.11,Intraday VWAP parameter search; no costs/slippage.
VWAP intraday,"long+short reclaim, after 6 bars, 1.0% target, 1.0% stop",SMH,5m,period=60d; interval=5m,2026-02-25 09:30:00-05:00 to 2026-05-20 15:55:00-04:00,8.2,SMH,32.75,-24.55,False,-4.0,-15.77,180,26.11,Intraday VWAP parameter search; no costs/slippage.
VWAP intraday,"long-only reclaim, after 1 bars, no target, no stop",SMH,5m,period=60d; interval=5m,2026-02-25 09:30:00-05:00 to 2026-05-20 15:55:00-04:00,8.14,SMH,32.75,-24.61,False,-5.93,-15.77,203,28.08,Intraday VWAP parameter search; no costs/slippage.
VWAP intraday,"long-only reclaim, after 1 bars, no target, 1.0% stop",SMH,5m,period=60d; interval=5m,2026-02-25 09:30:00-05:00 to 2026-05-20 15:55:00-04:00,8.14,SMH,32.75,-24.61,False,-5.93,-15.77,203,28.08,Intraday VWAP parameter search; no costs/slippage.
VWAP intraday,"long-only reclaim, after 2 bars, 2.0% target, no stop",SMH,30m,period=60d; interval=30m,2026-02-25 09:30:00-05:00 to 2026-05-20 15:30:00-04:00,7.42,SMH,32.06,-24.65,False,-3.41,-15.68,48,41.67,Intraday VWAP parameter search; no costs/slippage.
VWAP intraday,"long-only reclaim, after 2 bars, 2.0% target, 1.0% stop",SMH,30m,period=60d; interval=30m,2026-02-25 09:30:00-05:00 to 2026-05-20 15:30:00-04:00,7.42,SMH,32.06,-24.65,False,-3.41,-15.68,48,41.67,Intraday VWAP parameter search; no costs/slippage.
VWAP intraday,"long-only reclaim, after 2 bars, no target, no stop",SMH,30m,period=60d; interval=30m,2026-02-25 09:30:00-05:00 to 2026-05-20 15:30:00-04:00,7.34,SMH,32.06,-24.72,False,-3.41,-15.68,48,41.67,Intraday VWAP parameter search; no costs/slippage.
VWAP intraday,"long-only reclaim, after 2 bars, no target, 1.0% stop",SMH,30m,period=60d; interval=30m,2026-02-25 09:30:00-05:00 to 2026-05-20 15:30:00-04:00,7.34,SMH,32.06,-24.72,False,-3.41,-15.68,48,41.67,Intraday VWAP parameter search; no costs/slippage.
VWAP intraday,"long-only pullback, after 3 bars, no target, no stop",SMH,5m,period=60d; interval=5m,2026-02-25 09:30:00-05:00 to 2026-05-20 15:55:00-04:00,8.0,SMH,32.75,-24.75,False,-5.7,-15.77,196,28.06,Intraday VWAP parameter search; no costs/slippage.
VWAP intraday,"long-only pullback, after 3 bars, no target, 1.0% stop",SMH,5m,period=60d; interval=5m,2026-02-25 09:30:00-05:00 to 2026-05-20 15:55:00-04:00,8.0,SMH,32.75,-24.75,False,-5.7,-15.77,196,28.06,Intraday VWAP parameter search; no costs/slippage.
VWAP intraday,"long-only pullback, after 1 bars, 1.0% target, no stop",SMH,30m,period=60d; interval=30m,2026-02-25 09:30:00-05:00 to 2026-05-20 15:30:00-04:00,7.19,SMH,32.06,-24.87,False,-5.8,-15.68,82,41.46,Intraday VWAP parameter search; no costs/slippage.
VWAP intraday,"long-only pullback, after 1 bars, 1.0% target, 1.0% stop",SMH,30m,period=60d; interval=30m,2026-02-25 09:30:00-05:00 to 2026-05-20 15:30:00-04:00,7.19,SMH,32.06,-24.87,False,-5.8,-15.68,82,41.46,Intraday VWAP parameter search; no costs/slippage.
VWAP intraday,"long-only reclaim, after 3 bars, 2.0% target, no stop",SMH,5m,period=60d; interval=5m,2026-02-25 09:30:00-05:00 to 2026-05-20 15:55:00-04:00,7.84,SMH,32.75,-24.91,False,-6.84,-15.77,185,28.65,Intraday VWAP parameter search; no costs/slippage.
VWAP intraday,"long-only reclaim, after 3 bars, 2.0% target, 1.0% stop",SMH,5m,period=60d; interval=5m,2026-02-25 09:30:00-05:00 to 2026-05-20 15:55:00-04:00,7.84,SMH,32.75,-24.91,False,-6.84,-15.77,185,28.65,Intraday VWAP parameter search; no costs/slippage.
VWAP intraday,"long-only pullback, after 6 bars, 1.0% target, no stop",SMH,5m,period=60d; interval=5m,2026-02-25 09:30:00-05:00 to 2026-05-20 15:55:00-04:00,7.32,SMH,32.75,-25.43,False,-5.61,-15.77,179,29.05,Intraday VWAP parameter search; no costs/slippage.
VWAP intraday,"long-only pullback, after 6 bars, 1.0% target, 1.0% stop",SMH,5m,period=60d; interval=5m,2026-02-25 09:30:00-05:00 to 2026-05-20 15:55:00-04:00,7.32,SMH,32.75,-25.43,False,-5.61,-15.77,179,29.05,Intraday VWAP parameter search; no costs/slippage.
VWAP intraday,"long+short state, after 1 bars, 1.0% target, 1.0% stop",SMH,15m,period=60d; interval=15m,2026-02-25 09:30:00-05:00 to 2026-05-20 15:45:00-04:00,6.76,SMH,32.19,-25.44,False,-7.31,-15.69,224,36.16,Intraday VWAP parameter search; no costs/slippage.
VWAP intraday,"long-only pullback, after 2 bars, 2.0% target, no stop",SMH,30m,period=60d; interval=30m,2026-02-25 09:30:00-05:00 to 2026-05-20 15:30:00-04:00,6.61,SMH,32.06,-25.46,False,-6.15,-15.68,68,42.65,Intraday VWAP parameter search; no costs/slippage.
VWAP intraday,"long-only pullback, after 2 bars, 2.0% target, 1.0% stop",SMH,30m,period=60d; interval=30m,2026-02-25 09:30:00-05:00 to 2026-05-20 15:30:00-04:00,6.61,SMH,32.06,-25.46,False,-6.15,-15.68,68,42.65,Intraday VWAP parameter search; no costs/slippage.
VWAP intraday,"long-only pullback, after 2 bars, 1.0% target, no stop",SMH,30m,period=60d; interval=30m,2026-02-25 09:30:00-05:00 to 2026-05-20 15:30:00-04:00,6.6,SMH,32.06,-25.46,False,-5.94,-15.68,70,42.86,Intraday VWAP parameter search; no costs/slippage.
VWAP intraday,"long-only pullback, after 2 bars, 1.0% target, 1.0% stop",SMH,30m,period=60d; interval=30m,2026-02-25 09:30:00-05:00 to 2026-05-20 15:30:00-04:00,6.6,SMH,32.06,-25.46,False,-5.94,-15.68,70,42.86,Intraday VWAP parameter search; no costs/slippage.
VWAP intraday,"long+short reclaim, after 1 bars, 1.0% target, no stop",SMH,30m,period=60d; interval=30m,2026-02-25 09:30:00-05:00 to 2026-05-20 15:30:00-04:00,6.57,SMH,32.06,-25.5,False,-4.71,-15.68,72,36.11,Intraday VWAP parameter search; no costs/slippage.
VWAP intraday,"long+short reclaim, after 1 bars, 1.0% target, 1.0% stop",SMH,30m,period=60d; interval=30m,2026-02-25 09:30:00-05:00 to 2026-05-20 15:30:00-04:00,6.57,SMH,32.06,-25.5,False,-4.71,-15.68,72,36.11,Intraday VWAP parameter search; no costs/slippage.
VWAP intraday,"long-only pullback, after 2 bars, no target, no stop",SMH,30m,period=60d; interval=30m,2026-02-25 09:30:00-05:00 to 2026-05-20 15:30:00-04:00,6.53,SMH,32.06,-25.53,False,-6.15,-15.68,68,42.65,Intraday VWAP parameter search; no costs/slippage.
VWAP intraday,"long-only pullback, after 2 bars, no target, 1.0% stop",SMH,30m,period=60d; interval=30m,2026-02-25 09:30:00-05:00 to 2026-05-20 15:30:00-04:00,6.53,SMH,32.06,-25.53,False,-6.15,-15.68,68,42.65,Intraday VWAP parameter search; no costs/slippage.
VWAP intraday,"long-only state, after 6 bars, no target, no stop",SMH,15m,period=60d; interval=15m,2026-02-25 09:30:00-05:00 to 2026-05-20 15:45:00-04:00,6.6,SMH,32.19,-25.59,False,-4.72,-15.69,96,40.62,Intraday VWAP parameter search; no costs/slippage.
VWAP intraday,"long-only state, after 6 bars, no target, 1.0% stop",SMH,15m,period=60d; interval=15m,2026-02-25 09:30:00-05:00 to 2026-05-20 15:45:00-04:00,6.6,SMH,32.19,-25.59,False,-4.72,-15.69,96,40.62,Intraday VWAP parameter search; no costs/slippage.
VWAP intraday,"long-only state, after 2 bars, no target, no stop",SMH,30m,period=60d; interval=30m,2026-02-25 09:30:00-05:00 to 2026-05-20 15:30:00-04:00,6.47,SMH,32.06,-25.6,False,-5.25,-15.68,77,38.96,Intraday VWAP parameter search; no costs/slippage.
VWAP intraday,"long-only state, after 2 bars, no target, 1.0% stop",SMH,30m,period=60d; interval=30m,2026-02-25 09:30:00-05:00 to 2026-05-20 15:30:00-04:00,6.47,SMH,32.06,-25.6,False,-5.25,-15.68,77,38.96,Intraday VWAP parameter search; no costs/slippage.
VWAP intraday,"long-only state, after 2 bars, 1.0% target, no stop",SMH,30m,period=60d; interval=30m,2026-02-25 09:30:00-05:00 to 2026-05-20 15:30:00-04:00,6.4,SMH,32.06,-25.67,False,-5.05,-15.68,84,41.67,Intraday VWAP parameter search; no costs/slippage.
VWAP intraday,"long-only state, after 2 bars, 1.0% target, 1.0% stop",SMH,30m,period=60d; interval=30m,2026-02-25 09:30:00-05:00 to 2026-05-20 15:30:00-04:00,6.4,SMH,32.06,-25.67,False,-5.05,-15.68,84,41.67,Intraday VWAP parameter search; no costs/slippage.
VWAP intraday,"long-only state, after 6 bars, 2.0% target, no stop",SMH,15m,period=60d; interval=15m,2026-02-25 09:30:00-05:00 to 2026-05-20 15:45:00-04:00,6.52,SMH,32.19,-25.68,False,-4.72,-15.69,99,41.41,Intraday VWAP parameter search; no costs/slippage.
VWAP intraday,"long-only state, after 6 bars, 2.0% target, 1.0% stop",SMH,15m,period=60d; interval=15m,2026-02-25 09:30:00-05:00 to 2026-05-20 15:45:00-04:00,6.52,SMH,32.19,-25.68,False,-4.72,-15.69,99,41.41,Intraday VWAP parameter search; no costs/slippage.
VWAP intraday,"long+short state, after 1 bars, 2.0% target, 1.0% stop",SMH,15m,period=60d; interval=15m,2026-02-25 09:30:00-05:00 to 2026-05-20 15:45:00-04:00,6.49,SMH,32.19,-25.7,False,-6.79,-15.69,195,33.85,Intraday VWAP parameter search; no costs/slippage.
VWAP intraday,"long+short state, after 1 bars, 1.0% target, no stop",SMH,15m,period=60d; interval=15m,2026-02-25 09:30:00-05:00 to 2026-05-20 15:45:00-04:00,6.48,SMH,32.19,-25.71,False,-7.31,-15.69,223,36.32,Intraday VWAP parameter search; no costs/slippage.
VWAP intraday,"long-only reclaim, after 2 bars, 1.0% target, no stop",SMH,30m,period=60d; interval=30m,2026-02-25 09:30:00-05:00 to 2026-05-20 15:30:00-04:00,6.3,SMH,32.06,-25.76,False,-3.41,-15.68,48,41.67,Intraday VWAP parameter search; no costs/slippage.
VWAP intraday,"long-only reclaim, after 2 bars, 1.0% target, 1.0% stop",SMH,30m,period=60d; interval=30m,2026-02-25 09:30:00-05:00 to 2026-05-20 15:30:00-04:00,6.3,SMH,32.06,-25.76,False,-3.41,-15.68,48,41.67,Intraday VWAP parameter search; no costs/slippage.
VWAP intraday,"long+short reclaim, after 6 bars, 2.0% target, no stop",SMH,5m,period=60d; interval=5m,2026-02-25 09:30:00-05:00 to 2026-05-20 15:55:00-04:00,6.77,SMH,32.75,-25.98,False,-4.21,-15.77,176,25.57,Intraday VWAP parameter search; no costs/slippage.
VWAP intraday,"long+short reclaim, after 6 bars, 2.0% target, 1.0% stop",SMH,5m,period=60d; interval=5m,2026-02-25 09:30:00-05:00 to 2026-05-20 15:55:00-04:00,6.77,SMH,32.75,-25.98,False,-4.21,-15.77,176,25.57,Intraday VWAP parameter search; no costs/slippage.
VWAP intraday,"long+short reclaim, after 1 bars, 2.0% target, no stop",SMH,30m,period=60d; interval=30m,2026-02-25 09:30:00-05:00 to 2026-05-20 15:30:00-04:00,5.99,SMH,32.06,-26.08,False,-4.71,-15.68,71,35.21,Intraday VWAP parameter search; no costs/slippage.
VWAP intraday,"long+short reclaim, after 1 bars, 2.0% target, 1.0% stop",SMH,30m,period=60d; interval=30m,2026-02-25 09:30:00-05:00 to 2026-05-20 15:30:00-04:00,5.99,SMH,32.06,-26.08,False,-4.71,-15.68,71,35.21,Intraday VWAP parameter search; no costs/slippage.
VWAP intraday,"long-only state, after 6 bars, 1.0% target, no stop",SMH,15m,period=60d; interval=15m,2026-02-25 09:30:00-05:00 to 2026-05-20 15:45:00-04:00,6.05,SMH,32.19,-26.14,False,-4.45,-15.69,104,43.27,Intraday VWAP parameter search; no costs/slippage.
