date,baseline,is_rank_1_with_exit_profiles,is_rank_2_with_exit_profiles,is_rank_3_with_exit_profiles,risk_first_trend_runner__one_r_invalidation,risk_first_trend_runner__trend_structure_break,risk_first_trend_runner__time_and_volatility_failure,volatility_ladder__one_r_invalidation,volatility_ladder__trend_structure_break,volatility_ladder__time_and_volatility_failure,structure_ladder__one_r_invalidation,structure_ladder__trend_structure_break,structure_ladder__time_and_volatility_failure
2018-08-09,20.322359250372354,25.583943247683393,26.85721098681836,22.555988796576287,25.583943247683393,25.503542865597638,22.555988796576287,26.85721098681836,24.103817820896406,26.527361469369087,25.69853195685847,22.0720317313482,26.678165133277695
2018-08-10,19.848276541043752,24.98711760452148,26.230682383875397,22.029799679037165,24.98711760452148,24.908592813281288,22.029799679037165,26.230682383875397,23.541520741265543,25.90852763999924,25.099033172993014,21.557132428827863,26.055813335906116
2018-08-13,19.790905575752756,24.914892942906825,26.1548632282176,21.966123073658352,24.914892942906825,24.836595125684422,21.966123073658352,26.1548632282176,23.473474542566553,25.833639664869434,25.026485022123207,21.494822056751467,25.980499635019708
2018-08-14,20.156284131348748,25.374870257308306,26.6377328024045,22.37166036905782,25.374870257308306,25.29512691030691,22.37166036905782,26.6377328024045,23.9068404737188,26.31057882818401,25.488522543045505,21.891658219999645,26.46015011862041
2018-08-15,19.422500880598946,24.45110600277474,25.667994429945615,21.557227035845063,24.45110600277474,24.37426568750315,21.557227035845063,25.667994429945615,23.036519386575616,25.352750394339548,24.560620812420613,21.09469921563677,25.496876588497287
2018-08-16,19.600662430021,24.675394674831832,25.903445553686524,21.754970312756722,24.675394674831832,24.597849507506897,21.754970312756722,25.903445553686524,23.247832132160465,25.58530980160301,24.78591405789959,21.288199749885898,25.730758057539575
2018-08-17,19.59764354159631,24.671594177597388,25.899455912406754,21.751619618447734,24.671594177597388,24.59406095375696,21.751619618447734,25.899455912406754,23.24425150770078,25.581369159500838,24.782096538501357,21.284920947445578,25.7267950135386
2018-08-20,19.55838953242002,24.622177063637462,25.847579395830227,21.708051202975263,24.622177063637462,24.544799138564134,21.708051202975263,25.847579395830227,23.197693355949394,25.530129769540626,24.73245808871196,21.242287327724195,25.675264336118406
2018-08-21,19.760704606283973,24.87687275640214,26.114950844077722,21.93260271706043,24.87687275640214,24.79869442183698,21.93260271706043,26.114950844077722,23.43765396400471,25.794217468659166,24.988294545837466,21.462020906637942,25.940853330142065
2018-08-22,19.990202969714204,25.165789659853083,26.418246632319548,22.187325234785334,25.165789659853083,25.08670337184214,22.187325234785334,26.418246632319548,23.709855959558684,26.093788299404657,25.27850548808082,21.711278145795927,26.24212717152918
2018-08-23,19.89055427273348,25.04034130137995,26.286554930268576,22.076724154221843,25.04034130137995,24.961649248763283,22.076724154221843,26.286554930268576,23.59166525106262,25.963713982137048,25.152495255102014,21.603050101273695,26.111313403274444
2018-08-24,20.443151043025598,25.73600877954185,27.01684455203569,22.690056809459936,25.73600877954185,25.655130514639325,22.690056809459936,27.01684455203569,24.247085801178763,26.6850344790216,25.851278579697983,22.203223206091963,26.83673448792036
2018-08-27,21.05916138954684,26.511507999451396,27.830939000557013,23.373772824098033,26.511507999451396,26.428192642151334,23.373772824098033,27.830939000557013,24.97771953249927,27.48913054531572,26.63025120688159,22.872269538151393,27.645401707401792
