date,baseline,is_rank_1_with_exit_profiles,is_rank_2_with_exit_profiles,is_rank_3_with_exit_profiles,risk_first_trend_runner__one_r_invalidation,risk_first_trend_runner__trend_structure_break,risk_first_trend_runner__time_and_volatility_failure,volatility_ladder__one_r_invalidation,volatility_ladder__trend_structure_break,volatility_ladder__time_and_volatility_failure,structure_ladder__one_r_invalidation,structure_ladder__trend_structure_break,structure_ladder__time_and_volatility_failure
2014-03-20,3.4411005576401865,2.9848511378999043,3.2428350514171496,2.521449264835022,2.9848511378999043,2.6326474311470203,2.521449264835022,3.2428350514171496,3.4295609274346694,3.2178403326891236,3.6230001513904684,3.3991538091128715,3.5052953605917128
2014-03-21,3.3505646283667483,2.9324965172417645,3.157515520661597,2.477222764527183,2.9324965172417645,2.5633820383938137,2.477222764527183,3.157515520661597,3.3393286077554953,3.133178417149711,3.527678413484359,3.3097215057853497,3.413070455351897
2014-03-24,3.309100563715553,2.9083029382151375,3.118440486389035,2.4567852689094494,2.9083029382151375,2.531659552677284,2.4567852689094494,3.118440486389035,3.2980035916339427,3.094404560542816,3.4840225220065566,3.268762884861738,3.370832865656819
2014-03-25,3.377572856467078,2.9484222327406946,3.1829676187021385,2.490675992772596,2.9484222327406946,2.5840449458378574,2.490675992772596,3.1829676187021385,3.366246264551801,3.1584343386899136,3.556114320211649,3.3364005056828656,3.440582530361647
2014-03-26,3.275246093045774,2.888872073085249,3.086536604971975,2.4403710698980583,2.888872073085249,2.505758860805973,2.4403710698980583,3.086536604971975,3.2642626509426664,3.0627465838756764,3.4483784743225896,3.2353210975599467,3.336346829289593
2014-03-27,3.1942202127378727,2.841227123429783,3.0101791837536362,2.400123058278155,2.841227123429783,2.4437692234571284,2.400123058278155,3.0101791837536362,3.1835084885576124,2.9869777008456477,3.3630694949118327,3.155282916439718,3.2538093859415502
2014-03-28,3.263074330696245,2.88205715903034,3.07506614169332,2.434614179775305,2.88205715903034,2.496446735703766,2.434614179775305,3.07506614169332,3.25213170624264,3.0513645312003312,3.4355633019391147,3.223297708048078,3.3239479989214136
2014-03-31,3.4201782107146212,2.974563451406012,3.2231181850159363,2.512758754538709,2.974563451406012,2.6166405862540802,2.512758754538709,3.2231181850159363,3.4087087429883782,3.1982754374865943,3.6009718308549163,3.3784865039712906,3.4839827007660538
2014-04-01,3.57994679413427,3.067198349286319,3.3736813998217836,2.5910119686412747,3.067198349286319,2.7388730940440245,2.5910119686412747,3.3736813998217836,3.5679415471303684,3.3476781599623693,3.769185921731058,3.5363075207682813,3.6467318168840848
2014-04-02,3.5575034254176057,3.054379115288583,3.357818711084451,2.580182936757936,3.054379115288583,2.7274260824443926,2.580182936757936,3.357818711084451,3.545573441595125,3.331937735674807,3.7455561768584036,3.5141377349730964,3.6238697601319503
2014-04-03,3.5788049065344647,3.066571710538235,3.3728980736277783,2.590482616342726,3.066571710538235,2.738313533229442,2.590482616342726,3.3728980736277783,3.566803488817275,3.3469008713921036,3.76798367295115,3.5351795526896272,3.645568627015359
2014-04-04,3.277909301438404,2.8946860346378633,3.16021040973644,2.4452824066466414,2.8946860346378633,2.584827191831065,2.4452824066466414,3.16021040973644,3.266916928343745,3.135852534895343,3.4511824622468206,3.2379518416491226,3.3390597206644905
2014-04-07,3.1873742691701503,2.841385700094866,3.101632818740639,2.400257015717612,2.841385700094866,2.5372323396046585,2.400257015717612,3.101632818740639,3.176685502661675,3.0777264409345406,3.3558616687623766,3.1485204243923617,3.24683572916377
2014-04-08,3.306818283524583,2.9123713005061145,3.217863748539884,2.460222012865425,2.9123713005061145,2.6006193556664554,2.460222012865425,3.217863748539884,3.295728965002929,3.1930615004993257,3.4816195984828497,3.266508425489032,3.3685080088178605
2014-04-09,3.4133316691434428,2.9749100715742913,3.32151188790842,2.5130515614922575,2.9749100715742913,2.6564637249923138,2.5130515614922575,3.32151188790842,3.4018851610943712,3.2959107536929175,3.5937633750910165,3.3717234212100933,3.4770084348288766
2014-04-10,3.098741186894658,2.792121233614071,3.015383996482505,2.35864091928545,2.792121233614071,2.493241339880732,2.35864091928545,3.015383996482505,3.0883496488386215,2.9921423965694487,3.262543364015558,3.0609677725056748,3.156549169125465
2014-04-11,2.9507634376228746,2.7288240248790645,2.8713868989266436,2.2460060286878387,2.7288240248790645,2.436719719108232,2.2460060286878387,2.8713868989266436,2.940868138626592,2.849255181845737,3.106743381122367,2.914793860504081,3.005810848839672
2014-04-14,3.019997885779454,2.79285105702608,2.938758916912392,2.298704590005863,2.79285105702608,2.493893040057546,2.298704590005863,2.938758916912392,3.0098704110836163,2.916107918211239,3.17963762293573,2.9831843461150718,3.0763368871960792
2014-04-15,3.0823828023475737,2.850543739858799,2.999465658035848,2.346189555057505,2.850543739858799,2.5454100659357444,2.346189555057505,2.999465658035848,3.072046121656288,2.9763467515024375,3.245320260912976,3.0448087953956633,3.139885613818324
2014-04-16,3.0645048910180313,2.834010501941898,2.982068668593287,2.332581586314729,2.834010501941898,2.530646612343457,2.332581586314729,2.982068668593287,3.0542281633801758,2.9590838524008705,3.2264973075094012,3.0271488144166505,3.1216741844832017
2014-04-17,3.2413910243725375,2.997592280206913,3.154196504881339,2.467220411250677,2.997592280206913,2.6767179387283884,2.467220411250677,3.154196504881339,3.2305211142533206,3.129884983264481,3.4127337970241785,3.2018787195443132,3.301860183762968
2014-04-21,3.3269811660606474,3.0767448249190275,3.2374842426874237,2.5323682885005745,3.0767448249190275,2.747397676505233,2.5323682885005745,3.2374842426874237,3.315824231901367,3.2125307662541935,3.502848308675128,3.2864255240530325,3.3890470362092286
2014-04-22,3.422079263702198,3.1353750696111415,3.3300241692024324,2.604753250946678,3.1353750696111415,2.8259290175196536,2.604753250946678,3.3300241692024324,3.410603420850292,3.3043574250890146,3.602973375170877,3.380364383270603,3.485919218489373
2014-04-23,3.408007046368548,3.1267795781955234,3.316330499294674,2.594042028025384,3.1267795781955234,2.8143082792960215,2.594042028025384,3.316330499294674,3.396578394286421,3.2907693015387713,3.5881572880858847,3.366463705173261,3.4715844795572712
2014-04-24,3.46088041896249,3.159119765956818,3.367781560207445,2.6342871768193925,3.159119765956818,2.857970738974323,2.6342871768193925,3.367781560207445,3.4492744575698002,3.3418237943944615,3.64382559353167,3.4186925554619583,3.5254442213892507
2014-04-25,3.126129446191466,2.955410827433551,3.0420355023018315,2.3794877939320513,2.955410827433551,2.5815357371230947,2.3794877939320513,3.0420355023018315,3.11564606240789,3.0185884812430586,3.2913793907217084,3.0880221710489013,3.18444836493206
2014-04-28,3.069069750401697,2.8448846726664936,2.9865107317090818,2.3360561792167225,2.8448846726664936,2.5344162411565674,2.3360561792167225,2.9865107317090818,3.0587777146412383,2.963491677537739,3.231303469364038,3.031658028518982,3.1263242027408173
2014-04-29,3.1249878575933896,2.8967181528450876,3.0409246228247824,2.3786188612209878,2.8967181528450876,2.580593021277909,2.3786188612209878,3.0409246228247824,3.114508302093831,3.017486164064008,3.2901774567490225,3.086894498327168,3.183285479643033
2014-04-30,3.188133733559651,2.9552514379406785,3.102371853280111,2.4266830388838545,2.9552514379406785,2.6327384420817226,2.4266830388838545,3.102371853280111,3.1774424202095304,3.0784597792359514,3.356661279105652,3.1492706309699416,3.2476093615980632
2014-05-01,3.156560646075656,2.925984656812547,3.071648092573206,2.4026508362581946,2.925984656812547,2.6066656082230524,2.4026508362581946,3.071648092573206,3.1459752121521634,3.047972827292046,3.323419210523726,3.1180824169700947,3.2154472683306987
2014-05-02,3.175580146003275,2.9436148471393664,3.0901559614928162,2.417127737712035,2.9436148471393664,2.622371777660526,2.417127737712035,3.0901559614928162,3.164930930742335,3.066338043572664,3.3434440978999875,3.136870070670841,3.2348215829548486
2014-05-05,3.1907966429505543,2.9577198308828363,3.104963129503944,2.4287099416404634,2.9577198308828363,2.634937453951085,2.4287099416404634,3.104963129503944,3.180096399611575,3.081031082744758,3.3594649522226616,3.1519010797021982,3.2503219483932635
2014-05-06,3.152756148086676,2.92245806442584,3.0679459368723245,2.399755000790522,2.92245806442584,2.6035238805085044,2.399755000790522,3.0679459368723245,3.14218347243606,3.0442992066041894,3.3194136034340307,3.114324295516105,3.211571796246472
2014-05-07,3.158843823271809,2.928101055701646,3.073869851527304,2.404388701680322,2.928101055701646,2.608551039913424,2.404388701680322,3.073869851527304,3.148250732780281,3.050177461650147,3.3258230784690985,3.120337762413561,3.2177730389087524
2014-05-08,3.2235104220274415,2.9880439799735017,3.136796896812457,2.4536103942118297,2.9880439799735017,2.661952262914361,2.4536103942118297,3.136796896812457,3.2127004739858975,3.112619485720114,3.3939080103556085,3.1842160803530177,3.283646013210559
2014-05-09,3.197263153325254,2.9637139847296856,3.1112556885532197,2.433631997099388,2.9637139847296856,2.6402774527944155,2.433631997099388,3.1112556885532197,3.18654122473262,3.087275140793822,3.366273288007702,3.158288763817684,3.2569090935335945
2014-05-12,3.3703468817028766,3.124154537077843,3.27968340584975,2.5653765796868297,3.124154537077843,2.783208779859486,2.5653765796868297,3.27968340584975,3.3590445218829035,3.2544046719806428,3.548506374083336,3.329262614989799,3.4332217527870235
2014-05-13,3.2957878107714027,3.055041751982802,3.207129999250255,2.508625123209397,3.055041751982802,2.7216384228255546,2.508625123209397,3.207129999250255,3.2847354826179282,3.1824104834609948,3.4700060452648405,3.255612413341976,3.3572717591590107
2014-05-14,3.211720185883032,2.9771149803670385,3.1253238220248756,2.4446361263588536,2.9771149803670385,2.6522159687269933,2.4446361263588536,3.1253238220248756,3.200949776054006,3.101234841664505,3.3814945319871015,3.1725695662714615,3.2716358265377172
2014-05-15,3.0991197230824956,2.8727395973329863,3.0157523499183205,2.3589290462661228,2.8727395973329863,2.5592312975099007,2.3589290462661228,3.0157523499183205,3.088726915616412,2.9925079108566885,3.2629419099583097,3.061341694366784,3.1569347670238175
2014-05-16,3.1907966429505543,2.957719830882836,3.104963129503944,2.428709941640464,2.957719830882836,2.634937453951085,2.428709941640464,3.104963129503944,3.1800963996115756,3.081031082744759,3.3594649522226616,3.1519010797021987,3.250321948393263
2014-05-19,3.2931234063718584,3.052571973237286,3.204537268234021,2.5065970825105266,3.052571973237286,2.7194381763885582,2.5065970825105266,3.204537268234021,3.2820800132207104,3.1798377363728547,3.4672007981117217,3.2529804878251176,3.3545576494653178
2014-05-20,3.2467162451508877,3.009554696864788,3.1593784754120455,2.471273761586991,3.009554696864788,2.6811154686400607,2.471273761586991,3.1593784754120455,3.2358284770593415,3.1350270128503612,3.4183405136437552,3.207139026294986,3.3072847481939713
2014-05-21,3.293504932576978,3.052925630254375,3.2049085312546377,2.5068874853757226,3.052925630254375,2.71975323804871,2.5068874853757226,3.2049085312546377,3.2824602599888455,3.1802061378187605,3.46760249212669,3.25335736325543,3.3549462931606553
2014-05-22,3.3418164358045352,3.0977081429449282,3.251920438636415,2.543660317152261,3.0977081429449282,2.759648538049169,2.543660317152261,3.251920438636415,3.330609752001508,3.2268556926962493,3.5184677837900566,3.3010799530109987,3.404159062532005
2014-05-23,3.4315905086746477,3.180924525980081,3.3392795584546375,2.6119928396158607,3.180924525980081,2.8337833368060257,2.6119928396158607,3.3392795584546375,3.420082770140551,3.3135414768086577,3.6129873928951173,3.389759686905578,3.49560789869994
2014-05-27,3.5628286461959555,3.3025761651631913,3.4669873455017055,2.7118861907087832,3.3025761651631913,2.9421588688869136,2.7118861907087832,3.4669873455017055,3.550880804401147,3.4402649337353193,3.7511628934779804,3.5193980417237687,3.629294324562953
2014-05-28,3.574240346152527,3.309628241293919,3.4780920668534714,2.7176769512903194,3.309628241293919,2.9484413366619036,2.7176769512903194,3.4780920668534714,3.56225423555525,3.45128406350369,3.763177825903737,3.5306706339442164,3.640918913337443
2014-05-29,3.5963045806778973,3.3232487418078818,3.4995627659760116,2.728861325368951,3.3232487418078818,2.960575402428061,2.728861325368951,3.4995627659760116,3.584244478314635,3.472589273454887,3.7864083952191976,3.5524659071644518,3.6633947630318286
2014-05-30,3.611140149423514,3.3323881762953023,3.513999252883483,2.736366104952467,3.3323881762953023,2.9687174306172723,2.736366104952467,3.513999252883483,3.59903029641381,3.4869144886128085,3.797342248164703,3.567120631479338,3.6785070939343036
2014-06-02,3.66972116600611,3.3684275210151626,3.5710044202230176,2.7659595484887354,3.3684275210151626,3.0008237235212456,2.7659595484887354,3.5710044202230176,3.6574148632684476,3.543480278647884,3.840463398827197,3.624987550019781,3.738180957631719
2014-06-03,3.773189817027219,3.431743258259787,3.6716897293886235,2.8179508016502677,3.431743258259787,3.0572296771036,2.8179508016502677,3.6716897293886235,3.760536535190676,3.618412223290144,3.9162613367189043,3.7271949262213537,3.8435798485724995
2014-06-04,3.824544858845615,3.4628817780240855,3.7091699097017137,2.843519968726159,3.4628817780240855,3.08496998270349,2.843519968726159,3.7091699097017137,3.8117193593764145,3.655348553037861,3.9535729595447595,3.77792395406873,3.895892934695291
2014-06-05,3.877417932437828,3.4788395115451634,3.747628449378944,2.869727120359668,3.4788395115451634,3.1134024456405283,2.869727120359668,3.747628449378944,3.8512411833396727,3.6932490458121103,3.9918327507696167,3.8301525090005066,3.9497523719475716
2014-06-06,3.935240979639564,3.4961325576554363,3.7895440941131895,2.8839923151901816,3.4961325576554363,3.1443554182474105,2.8839923151901816,3.7895440941131895,3.894315692834741,3.7345564798361544,4.03350325323125,3.88727069774797,3.9909835998607024
2014-06-09,3.9633904973362415,3.5044687218878887,3.8098745844995774,2.8908688947214447,3.5044687218878887,3.1593501947551346,2.8908688947214447,3.8098745844995774,3.9152082714110734,3.7545919676745667,4.053699937565379,3.9150770750102986,4.010967378449327
2014-06-10,4.002950817984306,3.516128596300312,3.838395593272183,2.9004872337423375,3.516128596300312,3.180373425047152,2.9004872337423375,3.838395593272183,3.9445178161162464,3.7826991266039642,4.082023154420805,3.954155158422314,4.038992022751956
2014-06-11,4.06115240137388,3.533169712634344,3.880252346832641,2.914544609353567,3.533169712634344,3.211201144817651,2.914544609353567,3.880252346832641,3.9875318062410274,3.8239485239858126,4.1235690427607175,4.011647269030886,4.080099950177923
2014-06-12,4.018927377324543,3.5209245696025366,3.849994233038313,2.9044434767964478,3.5209245696025366,3.188942594835416,2.9044434767964478,3.849994233038313,3.9564371298212757,3.7941294660379805,4.093557250699297,3.969936964745093,4.050404530985288
2014-06-13,4.133047366907538,3.5542508643640542,3.9319865024647034,2.9319346477978225,3.5542508643640542,3.249310625329771,2.9319346477978225,3.9319865024647034,4.040696284376132,3.8749319988699558,4.174924657189417,4.082665840518772,4.130914193300578
2014-06-16,4.210269945233372,3.576386945516558,3.9870859439979416,2.950194907350183,3.576386945516558,3.2695475209336107,2.950194907350183,3.9870859439979416,4.097319090312775,3.911131951740797,4.229528171837701,4.136062709284516,4.1849420985170855
2014-06-17,4.3049898056888125,3.6032066725823966,4.054360055127127,2.9723187500471684,3.6032066725823966,3.294066224719329,2.9723187500471684,4.054360055127127,4.166453165596098,3.9551269778924008,4.296135355321902,4.201197985983661,4.250847134469494
2014-06-18,4.253254732673938,3.588772866796732,4.029998486000596,2.960412169195806,3.588772866796732,3.2808707806459974,2.960412169195806,4.029998486000596,4.1289005054625605,3.931361673882392,4.25999528985718,4.1658565552124855,4.21508804379514
2014-06-19,4.2650476598338996,3.5920897099887354,4.035585440178895,2.963148264043092,3.5920897099887354,3.2839030522097152,2.963148264043092,4.035585440178895,4.137486604692215,3.9368118837538355,4.268263421469048,4.173941975014866,4.223269015916092
2014-06-20,4.30232659729618,3.602555344321396,4.053222093886768,2.9717814632971917,3.602555344321396,3.293470777768675,2.9717814632971917,4.053222093886768,4.164609590768065,3.9540168689873343,4.294378353000054,4.199479810459518,4.249108653796198
2014-06-23,4.254777847477133,3.589283687780641,4.030824254142991,2.960833550184009,3.589283687780641,3.2813377752713064,2.960833550184009,4.030824254142991,4.130089551137087,3.9321672308169164,4.261155718194872,4.166991340034651,4.216236239339752
2014-06-24,4.160057987021692,3.562648811082111,3.985957151257794,2.9388621922769986,3.562648811082111,3.2569880624447283,2.9388621922769986,3.985957151257794,4.061131513847759,3.8883982792121596,4.171798347057449,4.07960861658524,4.127820839537997
2014-06-25,4.204943229446379,3.5754619622495807,4.007460535776324,2.949431880036531,3.5754619622495807,3.268701897461229,2.949431880036531,4.007460535776324,4.093994914986567,3.909375354525853,4.216810262934286,4.123625844788438,4.172358256960148
2014-06-26,4.1513062064387425,3.5602594474102895,3.9819015399432303,2.936891183925888,3.5602594474102895,3.254803696438246,2.936891183925888,3.9819015399432303,4.054828565858973,3.884441931600213,4.163021867526716,4.071026082498443,4.119136878308114
2014-06-27,4.171087861771416,3.5659145209205927,3.991388747091384,2.941556106744629,3.5659145209205927,3.259973587688265,2.941556106744629,3.991388747091384,4.069320008515953,3.8936969332345805,4.182859349907097,4.090425189865999,4.1387652415130285
2014-06-30,4.301566235901495,3.6030970453519178,4.053817294691004,2.972228317523509,3.6030970453519178,3.2939660030584466,2.972228317523509,4.053817294691004,4.16479119183586,3.9545975018680073,4.313705955223844,4.218380305164811,4.268232511806723
2014-07-01,4.478831503447295,3.652590952664644,4.137345127103259,3.0130563027284984,3.652590952664644,3.3392135348330796,3.0130563027284984,4.137345127103259,4.293512822122192,4.036080936710162,4.491471494176753,4.392217524539457,4.4441241142277965
2014-07-02,4.512688665132627,3.6617947194923355,4.152982996356494,3.0206485757227655,3.6617947194923355,3.3476276559763343,3.0206485757227655,4.152982996356494,4.317855023492921,4.05133605902768,4.525424206277299,4.425419938778757,4.477718909783129
2014-07-03,4.603603728597359,3.6863855509619583,4.194817115736256,3.040933781679055,3.6863855509619583,3.3701086943242666,3.040933781679055,4.194817115736256,4.383097403250716,4.092146261354438,4.616595846833284,4.514576839342456,4.567929453666994
2014-07-07,4.507361351342179,3.6606965089403922,4.1509689486078285,3.0197426516080377,3.6606965089403922,3.3466236674140593,3.0197426516080377,4.1509689486078285,4.3143730290377365,4.049371306396635,4.52008185794115,4.420195647360087,4.472432878446169
2014-07-08,4.439270285794045,3.642262906180183,4.11961536091691,3.004536600972085,3.642262906180183,3.3297715926456752,3.004536600972085,4.11961536091691,4.265491283074797,4.018785117986149,4.451798628334908,4.353421362340683,4.404869464610883
2014-07-09,4.516490771107781,3.6633817906775965,4.155445427233658,3.02195776552792,3.6633817906775965,3.3490785629219095,3.02195776552792,4.155445427233658,4.321139500987085,4.053738220320963,4.529237042413711,4.429148517646119,4.481491552454779
2014-07-10,4.451442646147029,3.645794676508979,4.045804946587366,3.007449991216674,3.645794676508979,3.3330003514737703,3.007449991216674,4.045804946587366,4.15012107945172,3.9467812611518203,4.464005341067949,4.365358327242408,4.416947498832561
2014-07-11,4.460192333717882,3.648183382590931,4.053757318901067,3.009420457115775,3.648183382590931,3.3351841163089135,3.009420457115775,4.053757318901067,4.15827849396044,3.9545389940242104,4.472779721679765,4.373938808792867,4.425629383269531
2014-07-14,4.520296166101946,3.664570553526435,4.108384189715359,3.0229383870759006,3.664570553526435,3.3501653347630462,3.0229383870759006,4.108384189715359,4.214313851834553,4.007828836943372,4.53305317685128,4.432880321927728,4.485267458658153
2014-07-15,4.484537353425579,3.6549074188447177,4.07588389875118,3.014967177259586,3.6549074188447177,3.3413312576555163,3.014967177259586,4.07588389875118,4.180975580613019,3.9761240115618124,4.497193446991408,4.397813031815793,4.4497857483975904
2014-07-16,4.639740479458106,3.6970710440646726,4.216944140327407,3.0497483444806757,3.6970710440646726,3.379877415666829,3.0497483444806757,4.216944140327407,4.32567288801333,4.1137317127477555,4.652834581480543,4.550014758873104,4.6037861733909855
2014-07-17,4.2814033533654285,3.60189346399987,3.891260483918512,2.9712354720541887,3.60189346399987,3.2928656840812836,2.9712354720541887,3.891260483918512,3.9915918768079917,3.7960193738812285,4.293486169754918,4.198607342964299,4.248225875606657
2014-07-18,4.449160664957788,3.648937537659171,4.043730910928064,3.010042566656932,3.648937537659171,3.3358735679458107,3.010042566656932,4.043730910928064,4.147993567319317,3.944757988852943,4.46171691975676,4.363120476195246,4.414683201186287
2014-07-21,4.485678643021927,3.658920830463674,4.076921188336028,3.01827787789118,3.658920830463674,3.345000334913976,3.01827787789118,4.076921188336028,4.182039615441294,3.977135912815066,4.498337957492564,4.398932250558851,4.450918193905431
2014-07-22,4.571268485708309,3.68219240824143,4.154711656830084,3.0374748191874814,3.68219240824143,3.3662753061602673,3.0374748191874814,4.154711656830084,4.261835816034187,4.053022409421269,4.584169348631317,4.482866912240219,4.53584478324525
2014-07-23,4.25553761086836,3.5974178477434124,3.8677517571392572,2.9675434945114323,3.5974178477434124,3.288774057459535,2.9675434945114323,3.8677517571392572,3.9674770062579543,3.7730860383520004,4.267547429926934,4.173241805682219,4.222560572083818
2014-07-24,4.1478829356531515,3.585450731505465,3.7699071139232117,2.957671708846539,3.585450731505465,3.277833671023566,2.957671708846539,3.7699071139232117,3.8671095585724546,3.6776362058841974,4.159588935714369,4.067669012708225,4.1157401351540015
2014-07-25,3.898341475370303,3.3697458465817554,3.6412244519286294,2.779734739864406,3.3697458465817554,3.080635386134479,2.779734739864406,3.6412244519286294,3.6344597511188175,3.55210313503664,3.9093432288569034,3.822953315296995,3.868132423122627
2014-07-28,3.8857884858173835,3.3588949797001884,3.6294994009566506,2.7707837586920627,3.3588949797001884,3.070715479409318,2.7707837586920627,3.6294994009566506,3.6227564830560914,3.540665062249347,3.7546185123517035,3.8106430820012664,3.8556767092752002
2014-07-29,3.8679096774826567,3.3434404484569873,3.6127997981919724,2.7580351719021645,3.3434404484569873,3.056586883962803,2.7580351719021645,3.6127997981919724,3.606087904969468,3.5243741930328505,3.7373432270402764,3.7931100233842527,3.8379364475143234
2014-07-30,3.982030863072564,3.4420873714056874,3.719394065030432,2.8394099375923982,3.4420873714056874,3.1467703029518987,2.8394099375923982,3.719394065030432,3.712484139982995,3.6283594964417833,3.8476120997880576,3.9050242739836354,3.9511732844960257
2014-07-31,3.711943200038163,3.2269056583549185,3.467120166240767,2.661904537961885,3.2269056583549185,2.93333553399721,2.661904537961885,3.467120166240767,3.4606789179997084,3.3822601640306624,3.586641606080535,3.640159707002596,3.7041661216386013
2014-08-01,3.7674842660506584,3.2751892043383113,3.5189979940115292,2.701734084831132,3.2751892043383113,2.977226448742043,2.701734084831132,3.5189979940115292,3.5124603666573,3.432868248507798,3.6403078093253565,3.6946266909210403,3.759590820777603
2014-08-04,3.844645082584036,3.3422674601349733,3.591069631056979,2.75706756290831,3.3422674601349733,3.038202210700703,2.75706756290831,3.591069631056979,3.584398108342021,3.5031758857534965,3.714863959574345,3.770295331352104,3.836589973813665
2014-08-05,3.754624030958436,3.26400940897225,3.506985962030441,2.6925117674877814,3.26400940897225,2.9670637435122895,2.6925117674877814,3.506985962030441,3.5004706507414642,3.4211502187566833,3.627881688622521,3.6820151537604477,3.746757529809026
2014-08-06,3.748194952947252,3.2584204149886995,3.500980917011788,2.6879013542862253,3.2584204149886995,2.9619832123821657,2.6879013542862253,3.500980917011788,3.4944767619515575,3.4152921510878542,3.6216696327151428,3.6757104046120106,3.7403419216816833
2014-08-07,3.712088340797867,3.227031833652735,3.467255734170499,2.662008621140446,3.227031833652735,2.933450230404166,2.662008621140446,3.467255734170499,3.4608142340700736,3.3823924138478785,3.586781847420296,3.6403020409546114,3.704310958306618
2014-08-08,3.7912260557532362,3.2958286676603605,3.541173882333206,2.71875977039334,3.2958286676603605,2.9959882216523996,2.71875977039334,3.541173882333206,3.534595056406445,3.45450136766032,3.663248163248122,3.717909349515214,3.7832828678656214
2014-08-11,3.8599770347237072,3.3555959946644407,3.6053903567757204,2.768062395204231,3.3555959946644407,3.0503181719622816,2.768062395204231,3.6053903567757204,3.5986922288827112,3.5171461024740274,3.7296783612187494,3.785330786207111,3.8518898032113156
2014-08-12,3.8510735665752613,3.3478559377188204,3.597074121234551,2.76167755012694,3.3478559377188204,3.043282272410968,2.76167755012694,3.597074121234551,3.5903914433216357,3.5090334121613376,3.7210754415137006,3.7765994979680504,3.8430049891656095
2014-08-13,3.9762136721691888,3.4566440557115805,3.7139605498053716,2.851417882079778,3.4566440557115805,3.1421733110623826,2.851417882079778,3.7139605498053716,3.7070607191932896,3.6230589700062366,3.841991275922987,3.899319578951073,3.967882907446939
2014-08-14,4.037544747837646,3.5099610340278176,3.771246504306281,2.8953995541695536,3.5099610340278176,3.1906397379179197,2.8953995541695536,3.771246504306281,3.7642402473126566,3.678942813823793,3.9012520393247274,3.9594646022998004,4.02908548530223
2014-08-15,4.092446745494918,3.5576890183605037,3.822527413788537,2.934770813057773,3.5576890183605037,3.2340256336433324,2.934770813057773,3.822527413788537,3.815425886642116,3.72896858997252,3.9543007468190896,4.01330487650009,4.0838724550301775
2014-08-18,4.191370671249006,3.6436866100691447,3.9149267635151648,3.0057110275726675,3.6436866100691447,3.312199530963201,3.0057110275726675,3.9149267635151648,3.9076535759934563,3.8191064060210356,4.04988536350794,4.110315759798317,4.182589120305125
2014-08-19,4.263583004517838,3.685537535450728,3.982376296936122,3.0402342457841147,3.685537535450728,3.369264790789412,3.0402342457841147,3.982376296936122,3.974977801040986,3.884905068609506,4.1196600731455995,4.181131613314379,4.254650157892159
2014-08-20,4.263583004517838,3.685537535450728,3.982376296936122,3.0402342457841147,3.685537535450728,3.369264790789412,3.0402342457841147,3.982376296936122,3.974977801040986,3.884905068609506,4.1196600731455995,4.181131613314379,4.254650157892159
2014-08-21,4.287821394905748,3.699505677187993,4.0050160324014366,3.0517566960240377,3.699505677187993,3.388418998701597,3.0517566960240377,4.0050160324014366,3.9975754761942115,3.906990681947665,4.143080264335165,4.204901269070901,4.278837765212503
2014-08-22,4.304636911891851,3.7091778929553207,4.020722473719742,3.0597353969124677,3.7091778929553207,3.4017073360601437,3.0597353969124677,4.020722473719742,4.013252737939077,3.9223126979847347,4.15932815111573,4.221391598821798,4.295618051165457
2014-08-25,4.352613527862587,3.736737910517755,4.065534768460248,3.082469912136304,3.736737910517755,3.439620500363534,3.082469912136304,4.065534768460248,4.057981779979696,3.9660281829094908,4.205685252419926,4.268440417977548,4.343494148921436
2014-08-26,4.367453037456636,3.7452311001410488,4.07593034030725,3.089476023375249,3.7452311001410488,3.447438375162708,3.089476023375249,4.07593034030725,4.07181679178835,3.9761693164308474,4.220023834573688,4.282992953397643,4.358302567514544
2014-08-27,4.367948747112031,3.745514491429915,4.076277306492189,3.0897097954893793,3.745514491429915,3.447699233298909,3.0897097954893793,4.076277306492189,4.072278946476993,3.9765077903946318,4.220502810888454,4.283479076761255,4.358797238583773
2014-08-28,4.350142404835098,3.7353352033324665,4.06381431874827,3.0813128059121775,3.7353352033324665,3.438329325947221,3.0813128059121775,4.06381431874827,4.0556779291651335,3.9643498423138293,4.20329754544638,4.266017082815625,4.341028203267759
2014-08-29,4.4010864475086775,3.76449793844771,4.099507483041302,3.105369417775514,3.76449793844771,3.4651732587975093,3.105369417775514,4.099507483041302,4.103173530519249,3.999169393390254,4.25252190400691,4.315975943029401,4.391865510522041
2014-09-02,4.437689363333416,3.785370299974321,4.125078543013821,3.122587223236238,3.785370299974321,3.484386006471317,3.122587223236238,4.125078543013821,4.137298766899667,4.024114585177727,4.287889239584545,4.351871012582903,4.428391737741732
2014-09-03,4.361516699001055,3.7420532014235803,4.071973503857995,3.0868545451193508,3.7420532014235803,3.4445131591485167,3.0868545451193508,4.071973503857995,4.066282288635625,3.972309326105675,4.214287885140964,4.277171414950363,4.352378666579442
2014-09-04,4.347668608717795,3.734132364987646,4.062276924559322,3.08032057335644,3.734132364987646,3.437222128298218,3.08032057335644,4.062276924559322,4.053371586204256,3.962850076839208,4.200907255616732,4.263591126257492,4.338559590124793
2014-09-05,4.414935428821876,3.7726485189154144,4.109415369727849,3.1120929075304216,3.7726485189154144,3.4726757661549743,3.1120929075304216,4.109415369727849,4.116085063666055,4.008834778159993,4.265903394483176,4.329557105521008,4.405685476139787
