rank_drawdown_first,variant,cash_mode,cash_sma,exit_buffer_pct,reentry_buffer_pct,dca_start_below_sma_pct,dca_max_below_sma_pct,dca_entry_exposure,dca_max_exposure,dca_filter,recover_buffer_pct,max_dca_days,normal_exposure,trade_events,2010_return_pct,2010_cagr_pct,2010_max_drawdown_pct,2010_calmar,2010_sharpe,2010_2022_return_pct,2010_2022_drawdown_pct,2010_cash_days_pct,2010_deep_dca_days_pct,2010_avg_exposure,2020_return_pct,2020_cagr_pct,2020_max_drawdown_pct,2020_calmar,2020_sharpe,2020_2022_return_pct,2020_2022_drawdown_pct,2020_cash_days_pct,2020_deep_dca_days_pct,2020_avg_exposure
177,selected_or_qqq; cashSMA150; exit 0%; reentry 1%; DCA below SMA200 25%->50%; exp 0.67->1.00; filter=none; recover=5%; maxDays=20; normal=1.00,selected_or_qqq,150,0.0,1.0,25.0,50.0,0.67,1.0,none,5.0,20,1.0,154,272289.16,64.5,-62.51,1.032,1.12,-55.31,-62.05,13.51,6.75,0.851,16250.32,122.17,-62.51,1.954,1.42,-55.31,-62.05,7.04,13.82,0.905
178,selected_or_qqq; cashSMA150; exit 0%; reentry 1%; DCA below SMA200 20%->50%; exp 0.50->1.50; filter=none; recover=5%; maxDays=20; normal=1.00,selected_or_qqq,150,0.0,1.0,20.0,50.0,0.5,1.5,none,5.0,20,1.0,178,740961.38,75.2,-62.78,1.198,1.19,-38.73,-62.32,11.86,8.4,0.87,32275.73,147.27,-62.78,2.346,1.5,-38.73,-62.32,5.54,15.32,0.939
179,selected_and_qqq; cashSMA200; exit 0%; reentry 1%; DCA below SMA200 20%->50%; exp 0.50->1.50; filter=none; recover=5%; maxDays=20; normal=1.00,selected_and_qqq,200,0.0,1.0,20.0,50.0,0.5,1.5,none,5.0,20,1.0,185,497523.63,70.86,-62.78,1.129,1.17,-45.63,-62.32,17.06,8.53,0.817,12801.57,114.08,-62.78,1.817,1.34,-45.63,-62.32,9.15,15.63,0.901
180,selected_and_qqq; cashSMA150; exit 0%; reentry 1%; DCA below SMA200 25%->50%; exp 0.50->2.00; filter=none; recover=5%; maxDays=63; normal=1.00,selected_and_qqq,150,0.0,1.0,25.0,50.0,0.5,2.0,none,5.0,63,1.0,190,120232.32,56.26,-62.84,0.895,1.0,-41.37,-62.84,18.91,7.03,0.817,15270.83,120.04,-62.84,1.91,1.33,-41.37,-62.84,12.2,14.45,0.902
181,selected_or_qqq; cashSMA150; exit 0%; reentry 1%; DCA below SMA200 25%->50%; exp 0.50->1.50; filter=none; recover=5%; maxDays=63; normal=1.00,selected_or_qqq,150,0.0,1.0,25.0,50.0,0.5,1.5,none,5.0,63,1.0,142,409496.62,68.78,-63.79,1.078,1.14,-49.76,-63.34,13.36,6.9,0.86,23784.06,135.76,-63.79,2.128,1.45,-49.76,-63.34,6.72,14.13,0.927
182,selected_or_qqq; cashSMA150; exit 0%; reentry 1%; DCA below SMA200 20%->50%; exp 0.50->1.50; filter=none; recover=5%; maxDays=63; normal=1.00,selected_or_qqq,150,0.0,1.0,20.0,50.0,0.5,1.5,none,5.0,63,1.0,162,664582.54,74.0,-64.05,1.155,1.18,-43.24,-63.6,11.66,8.6,0.872,30417.21,144.99,-64.05,2.264,1.49,-43.24,-63.6,5.11,15.75,0.943
183,selected_and_qqq; cashSMA200; exit 0%; reentry 1%; DCA below SMA200 20%->50%; exp 0.50->1.50; filter=none; recover=5%; maxDays=63; normal=1.00,selected_and_qqq,200,0.0,1.0,20.0,50.0,0.5,1.5,none,5.0,63,1.0,167,530172.65,71.55,-64.05,1.117,1.17,-40.98,-63.6,16.86,8.73,0.819,14347.94,117.91,-64.05,1.841,1.36,-40.98,-63.6,8.72,16.06,0.905
184,selected_and_qqq; cashSMA150; exit 0%; reentry 1%; DCA below SMA200 25%->50%; exp 0.50->2.00; filter=none; recover=5%; maxDays=20; normal=1.00,selected_and_qqq,150,0.0,1.0,25.0,50.0,0.5,2.0,none,5.0,20,1.0,204,191129.52,60.88,-64.06,0.95,1.05,-5.34,-64.06,19.08,6.85,0.815,24716.33,137.18,-64.06,2.141,1.42,-5.34,-64.06,12.58,14.07,0.898
185,selected_and_qqq; cashSMA150; exit 0%; reentry 1%; DCA below SMA200 25%->50%; exp 1.00->1.00; filter=none; recover=5%; maxDays=20; normal=1.00,selected_and_qqq,150,0.0,1.0,25.0,50.0,1.0,1.0,none,5.0,20,1.0,204,52892.51,48.4,-64.21,0.754,0.95,-59.74,-63.76,19.08,6.85,0.809,6465.7,92.59,-64.21,1.442,1.23,-59.74,-63.76,12.58,14.07,0.874
186,selected_and_qqq; cashSMA150; exit 0%; reentry 1%; DCA below SMA200 25%->50%; exp 0.67->2.00; filter=none; recover=5%; maxDays=20; normal=1.00,selected_and_qqq,150,0.0,1.0,25.0,50.0,0.67,2.0,none,5.0,20,1.0,204,172673.71,59.86,-64.56,0.927,1.03,-23.9,-64.56,19.08,6.85,0.822,20543.99,130.44,-64.56,2.02,1.38,-23.9,-64.56,12.58,14.07,0.911
187,selected_or_qqq; cashSMA150; exit 0%; reentry 1%; DCA below SMA200 25%->50%; exp 0.67->1.50; filter=none; recover=5%; maxDays=20; normal=1.00,selected_or_qqq,150,0.0,1.0,25.0,50.0,0.67,1.5,none,5.0,20,1.0,154,446254.59,69.7,-64.84,1.075,1.14,-50.8,-64.41,13.51,6.75,0.865,24231.1,136.45,-64.84,2.104,1.44,-50.8,-64.41,7.04,13.82,0.936
188,selected_and_qqq; cashSMA200; exit 0%; reentry 1%; DCA below SMA200 25%->50%; exp 0.67->1.50; filter=none; recover=5%; maxDays=20; normal=1.00,selected_and_qqq,200,0.0,1.0,25.0,50.0,0.67,1.5,none,5.0,20,1.0,157,391910.66,68.32,-64.84,1.054,1.14,-41.5,-64.41,18.73,6.85,0.812,12581.06,113.5,-64.84,1.75,1.33,-41.5,-64.41,10.71,14.07,0.899
189,selected_or_qqq; cashSMA150; exit 0%; reentry 1%; DCA below SMA200 20%->50%; exp 0.67->1.50; filter=none; recover=5%; maxDays=20; normal=1.00,selected_or_qqq,150,0.0,1.0,20.0,50.0,0.67,1.5,none,5.0,20,1.0,178,767249.01,75.58,-64.86,1.165,1.18,-49.76,-64.42,11.86,8.4,0.879,27013.36,140.49,-64.86,2.166,1.45,-49.76,-64.42,5.54,15.32,0.953
190,selected_and_qqq; cashSMA200; exit 0%; reentry 1%; DCA below SMA200 25%->50%; exp 0.67->1.00; filter=none; recover=5%; maxDays=63; normal=1.00,selected_and_qqq,200,0.0,1.0,25.0,50.0,0.67,1.0,none,5.0,63,1.0,143,178465.92,60.19,-65.27,0.922,1.09,-61.16,-64.84,18.56,7.03,0.8,6127.77,91.0,-65.27,1.394,1.24,-61.16,-64.84,10.34,14.45,0.87
191,selected_and_qqq; cashSMA150; exit 0%; reentry 1%; DCA below SMA200 20%->50%; exp 0.50->2.00; filter=none; recover=5%; maxDays=20; normal=1.00,selected_and_qqq,150,0.0,1.0,20.0,50.0,0.5,2.0,none,5.0,20,1.0,232,200890.23,61.39,-65.33,0.94,1.04,-35.92,-65.33,17.41,8.53,0.828,19842.14,129.19,-65.33,1.977,1.37,-35.92,-65.33,11.02,15.63,0.917
192,selected_or_qqq; cashSMA200; exit 0%; reentry 1%; DCA below SMA200 20%->50%; exp 0.50->1.00; filter=none; recover=5%; maxDays=20; normal=1.00,selected_or_qqq,200,0.0,1.0,20.0,50.0,0.5,1.0,none,5.0,20,1.0,173,320164.0,66.19,-65.4,1.012,1.13,-59.41,-64.97,12.11,8.48,0.852,14455.11,118.16,-65.4,1.807,1.4,-59.41,-64.97,4.86,15.5,0.909
193,selected_and_qqq; cashSMA150; exit 0%; reentry 1%; DCA below SMA200 25%->50%; exp 1.00->1.50; filter=none; recover=5%; maxDays=20; normal=1.00,selected_and_qqq,150,0.0,1.0,25.0,50.0,1.0,1.5,none,5.0,20,1.0,204,88668.93,53.3,-65.53,0.813,0.98,-54.15,-65.11,19.08,6.85,0.823,9900.03,105.71,-65.53,1.613,1.27,-54.15,-65.11,12.58,14.07,0.906
194,selected_and_qqq; cashSMA200; exit 0%; reentry 1%; DCA below SMA200 20%->50%; exp 0.67->1.50; filter=none; recover=5%; maxDays=20; normal=1.00,selected_and_qqq,200,0.0,1.0,20.0,50.0,0.67,1.5,none,5.0,20,1.0,185,504190.32,71.01,-65.57,1.083,1.16,-56.72,-65.14,17.06,8.53,0.826,10474.19,107.51,-65.57,1.64,1.29,-56.72,-65.14,9.15,15.63,0.915
195,selected_or_qqq; cashSMA150; exit 0%; reentry 1%; DCA below SMA200 25%->50%; exp 0.67->1.00; filter=none; recover=5%; maxDays=63; normal=1.00,selected_or_qqq,150,0.0,1.0,25.0,50.0,0.67,1.0,none,5.0,63,1.0,142,241902.93,63.29,-65.72,0.963,1.11,-61.12,-65.29,13.36,6.9,0.853,14122.59,117.38,-65.72,1.786,1.39,-61.12,-65.29,6.72,14.13,0.908
196,selected_or_qqq; cashSMA200; exit 0%; reentry 1%; DCA below SMA200 25%->50%; exp 0.50->1.00; filter=none; recover=5%; maxDays=20; normal=1.00,selected_or_qqq,200,0.0,1.0,25.0,50.0,0.5,1.0,none,5.0,20,1.0,149,281560.72,64.85,-65.84,0.985,1.13,-50.79,-65.42,13.73,6.85,0.842,17867.9,125.48,-65.84,1.906,1.45,-50.79,-65.42,6.29,14.07,0.898
197,selected_or_qqq; cashSMA200; exit 0%; reentry 1%; DCA below SMA200 20%->50%; exp 0.50->1.00; filter=none; recover=5%; maxDays=63; normal=1.00,selected_or_qqq,200,0.0,1.0,20.0,50.0,0.5,1.0,none,5.0,63,1.0,155,335910.37,66.69,-66.12,1.009,1.14,-56.61,-65.7,11.91,8.68,0.853,15948.16,121.53,-66.12,1.838,1.42,-56.61,-65.7,4.42,15.94,0.912
198,selected_or_qqq; cashSMA150; exit 0%; reentry 1%; DCA below SMA200 20%->50%; exp 0.67->1.50; filter=none; recover=5%; maxDays=63; normal=1.00,selected_or_qqq,150,0.0,1.0,20.0,50.0,0.67,1.5,none,5.0,63,1.0,162,674401.27,74.16,-66.3,1.119,1.17,-53.85,-65.89,11.66,8.6,0.881,25387.16,138.17,-66.3,2.084,1.44,-53.85,-65.89,5.11,15.75,0.957
199,selected_and_qqq; cashSMA200; exit 0%; reentry 1%; DCA below SMA200 20%->50%; exp 0.67->1.50; filter=none; recover=5%; maxDays=63; normal=1.00,selected_and_qqq,200,0.0,1.0,20.0,50.0,0.67,1.5,none,5.0,63,1.0,167,538129.7,71.71,-66.3,1.082,1.16,-52.61,-65.89,16.86,8.73,0.828,11969.31,111.86,-66.3,1.687,1.31,-52.61,-65.89,8.72,16.06,0.92
200,selected_and_qqq; cashSMA150; exit 0%; reentry 1%; DCA below SMA200 20%->50%; exp 0.50->2.00; filter=none; recover=5%; maxDays=63; normal=1.00,selected_and_qqq,150,0.0,1.0,20.0,50.0,0.5,2.0,none,5.0,63,1.0,214,217013.81,62.17,-66.72,0.932,1.05,-29.48,-66.72,17.21,8.73,0.831,22538.59,133.79,-66.72,2.005,1.39,-29.48,-66.72,10.59,16.06,0.923
201,selected_or_qqq; cashSMA150; exit 0%; reentry 1%; DCA below SMA200 25%->50%; exp 0.50->2.00; filter=none; recover=5%; maxDays=20; normal=1.00,selected_or_qqq,150,0.0,1.0,25.0,50.0,0.5,2.0,none,5.0,20,1.0,154,723542.18,74.94,-66.87,1.121,1.15,-37.98,-66.46,13.51,6.75,0.871,39060.63,154.74,-66.87,2.314,1.48,-37.98,-66.46,7.04,13.82,0.955
202,selected_and_qqq; cashSMA200; exit 0%; reentry 1%; DCA below SMA200 25%->50%; exp 0.50->2.00; filter=none; recover=5%; maxDays=20; normal=1.00,selected_and_qqq,200,0.0,1.0,25.0,50.0,0.5,2.0,none,5.0,20,1.0,157,669964.55,74.09,-66.87,1.108,1.16,-22.24,-66.46,18.73,6.85,0.819,21418.82,131.94,-66.87,1.973,1.39,-22.24,-66.46,10.71,14.07,0.917
203,selected_and_qqq; cashSMA150; exit 0%; reentry 1%; DCA below SMA200 25%->50%; exp 0.67->2.00; filter=none; recover=5%; maxDays=63; normal=1.00,selected_and_qqq,150,0.0,1.0,25.0,50.0,0.67,2.0,none,5.0,63,1.0,190,107643.14,55.18,-67.25,0.82,0.99,-53.54,-67.25,18.91,7.03,0.824,12504.55,113.3,-67.25,1.685,1.29,-53.54,-67.25,12.2,14.45,0.916
204,selected_or_qqq; cashSMA200; exit 0%; reentry 1%; DCA below SMA200 25%->50%; exp 0.50->1.00; filter=none; recover=5%; maxDays=63; normal=1.00,selected_or_qqq,200,0.0,1.0,25.0,50.0,0.5,1.0,none,5.0,63,1.0,135,221572.98,62.39,-67.55,0.924,1.1,-61.88,-67.15,13.56,7.03,0.843,13819.26,116.64,-67.55,1.727,1.39,-61.88,-67.15,5.92,14.45,0.901
205,selected_and_qqq; cashSMA200; exit 0%; reentry 1%; DCA below SMA200 25%->50%; exp 0.50->2.00; filter=none; recover=5%; maxDays=63; normal=1.00,selected_and_qqq,200,0.0,1.0,25.0,50.0,0.5,2.0,none,5.0,63,1.0,143,421542.14,69.09,-67.87,1.018,1.12,-51.83,-67.47,18.56,7.03,0.82,13228.4,115.18,-67.87,1.697,1.3,-51.83,-67.47,10.34,14.45,0.921
206,selected_and_qqq; cashSMA200; exit 0%; reentry 1%; DCA below SMA200 25%->50%; exp 0.67->1.50; filter=none; recover=5%; maxDays=63; normal=1.00,selected_and_qqq,200,0.0,1.0,25.0,50.0,0.67,1.5,none,5.0,63,1.0,143,273682.12,64.56,-68.16,0.947,1.11,-60.0,-67.77,18.56,7.03,0.814,8571.31,101.17,-68.16,1.484,1.26,-60.0,-67.77,10.34,14.45,0.902
207,selected_and_qqq; cashSMA150; exit 0%; reentry 1%; DCA below SMA200 20%->50%; exp 0.67->2.00; filter=none; recover=5%; maxDays=20; normal=1.00,selected_and_qqq,150,0.0,1.0,20.0,50.0,0.67,2.0,none,5.0,20,1.0,232,200692.18,61.38,-68.3,0.899,1.04,-49.37,-68.3,17.41,8.53,0.838,16031.44,121.71,-68.3,1.782,1.32,-49.37,-68.3,11.02,15.63,0.932
208,selected_and_qqq; cashSMA150; exit 0%; reentry 1%; DCA below SMA200 20%->50%; exp 1.00->1.00; filter=none; recover=5%; maxDays=63; normal=1.00,selected_and_qqq,150,0.0,1.0,20.0,50.0,1.0,1.0,none,5.0,63,1.0,214,94129.11,53.87,-68.4,0.788,1.0,-64.75,-68.4,17.21,8.73,0.828,6254.53,91.61,-68.4,1.339,1.22,-64.75,-68.4,10.59,16.06,0.894
209,selected_or_qqq; cashSMA200; exit 0%; reentry 1%; DCA below SMA200 25%->50%; exp 0.67->1.00; filter=none; recover=5%; maxDays=20; normal=1.00,selected_or_qqq,200,0.0,1.0,25.0,50.0,0.67,1.0,none,5.0,20,1.0,149,260230.06,64.04,-68.83,0.93,1.11,-60.02,-68.45,13.73,6.85,0.849,15171.58,119.81,-68.83,1.741,1.4,-60.02,-68.45,6.29,14.07,0.911
210,selected_or_qqq; cashSMA150; exit 0%; reentry 1%; DCA below SMA200 25%->50%; exp 0.67->1.50; filter=none; recover=5%; maxDays=63; normal=1.00,selected_or_qqq,150,0.0,1.0,25.0,50.0,0.67,1.5,none,5.0,63,1.0,142,375447.52,67.86,-68.92,0.985,1.12,-59.47,-68.54,13.36,6.9,0.867,19943.26,129.38,-68.92,1.877,1.41,-59.47,-68.54,6.72,14.13,0.94
211,selected_or_qqq; cashSMA150; exit 0%; reentry 1%; DCA below SMA200 25%->50%; exp 0.50->2.00; filter=none; recover=5%; maxDays=63; normal=1.00,selected_or_qqq,150,0.0,1.0,25.0,50.0,0.5,2.0,none,5.0,63,1.0,142,577969.58,72.48,-69.02,1.05,1.13,-51.23,-68.64,13.36,6.9,0.873,30692.01,145.33,-69.02,2.106,1.44,-51.23,-68.64,6.72,14.13,0.96
212,selected_or_qqq; cashSMA200; exit 0%; reentry 1%; DCA below SMA200 20%->50%; exp 0.67->1.00; filter=none; recover=5%; maxDays=63; normal=1.00,selected_or_qqq,200,0.0,1.0,20.0,50.0,0.67,1.0,none,5.0,63,1.0,155,334223.88,66.64,-69.33,0.961,1.13,-64.89,-68.95,11.91,8.68,0.863,13026.68,114.66,-69.33,1.654,1.36,-64.89,-68.95,4.42,15.94,0.927
213,selected_or_qqq; cashSMA200; exit 0%; reentry 1%; DCA below SMA200 25%->50%; exp 0.50->1.50; filter=none; recover=5%; maxDays=20; normal=1.00,selected_or_qqq,200,0.0,1.0,25.0,50.0,0.5,1.5,none,5.0,20,1.0,149,487819.74,70.65,-69.64,1.014,1.15,-43.09,-69.27,13.73,6.85,0.855,28148.22,142.04,-69.64,2.04,1.48,-43.09,-69.27,6.29,14.07,0.93
214,selected_and_qqq; cashSMA150; exit 0%; reentry 1%; DCA below SMA200 20%->50%; exp 0.67->2.00; filter=none; recover=5%; maxDays=63; normal=1.00,selected_and_qqq,150,0.0,1.0,20.0,50.0,0.67,2.0,none,5.0,63,1.0,214,217057.3,62.18,-69.8,0.891,1.04,-43.82,-69.8,17.21,8.73,0.84,18557.31,126.82,-69.8,1.817,1.35,-43.82,-69.8,10.59,16.06,0.938
215,selected_or_qqq; cashSMA150; exit 0%; reentry 1%; DCA below SMA200 25%->50%; exp 0.67->2.00; filter=none; recover=5%; maxDays=20; normal=1.00,selected_or_qqq,150,0.0,1.0,25.0,50.0,0.67,2.0,none,5.0,20,1.0,154,657714.45,73.89,-69.9,1.057,1.14,-49.83,-69.53,13.51,6.75,0.878,32676.5,147.74,-69.9,2.114,1.44,-49.83,-69.53,7.04,13.82,0.968
216,selected_and_qqq; cashSMA200; exit 0%; reentry 1%; DCA below SMA200 25%->50%; exp 0.67->2.00; filter=none; recover=5%; maxDays=20; normal=1.00,selected_and_qqq,200,0.0,1.0,25.0,50.0,0.67,2.0,none,5.0,20,1.0,157,605295.75,72.98,-69.9,1.044,1.15,-37.48,-69.53,18.73,6.85,0.826,17800.89,125.35,-69.9,1.793,1.35,-37.48,-69.53,10.71,14.07,0.93
217,selected_and_qqq; cashSMA150; exit 0%; reentry 1%; DCA below SMA200 25%->50%; exp 1.00->2.00; filter=none; recover=5%; maxDays=20; normal=1.00,selected_and_qqq,150,0.0,1.0,25.0,50.0,1.0,2.0,none,5.0,20,1.0,204,134061.79,57.33,-70.0,0.819,0.99,-51.51,-69.7,19.08,6.85,0.836,13731.55,116.43,-70.0,1.663,1.29,-51.51,-69.7,12.58,14.07,0.937
218,selected_or_qqq; cashSMA150; exit 0%; reentry 1%; DCA below SMA200 20%->50%; exp 0.50->2.00; filter=none; recover=5%; maxDays=20; normal=1.00,selected_or_qqq,150,0.0,1.0,20.0,50.0,0.5,2.0,none,5.0,20,1.0,178,1085038.79,79.46,-70.05,1.134,1.18,-38.62,-69.68,11.86,8.4,0.885,44797.8,160.26,-70.05,2.288,1.49,-38.62,-69.68,5.54,15.32,0.974
219,selected_and_qqq; cashSMA200; exit 0%; reentry 1%; DCA below SMA200 20%->50%; exp 0.50->2.00; filter=none; recover=5%; maxDays=20; normal=1.00,selected_and_qqq,200,0.0,1.0,20.0,50.0,0.5,2.0,none,5.0,20,1.0,185,704165.92,74.64,-70.05,1.065,1.16,-47.36,-69.68,17.06,8.53,0.832,17192.29,124.13,-70.05,1.772,1.34,-47.36,-69.68,9.15,15.63,0.936
220,selected_or_qqq; cashSMA200; exit 0%; reentry 1%; DCA below SMA200 20%->50%; exp 0.67->1.00; filter=none; recover=5%; maxDays=20; normal=1.00,selected_or_qqq,200,0.0,1.0,20.0,50.0,0.67,1.0,none,5.0,20,1.0,173,317924.4,66.12,-70.2,0.942,1.12,-67.44,-69.83,12.11,8.48,0.861,11576.15,110.76,-70.2,1.578,1.34,-67.44,-69.83,4.86,15.5,0.923
221,selected_or_qqq; cashSMA200; exit 0%; reentry 1%; DCA below SMA200 25%->50%; exp 0.50->1.50; filter=none; recover=5%; maxDays=63; normal=1.00,selected_or_qqq,200,0.0,1.0,25.0,50.0,0.5,1.5,none,5.0,63,1.0,135,343730.64,66.93,-70.47,0.95,1.12,-60.53,-70.11,13.56,7.03,0.857,19493.84,128.56,-70.47,1.824,1.41,-60.53,-70.11,5.92,14.45,0.933
222,selected_and_qqq; cashSMA200; exit 0%; reentry 1%; DCA below SMA200 25%->50%; exp 1.00->1.00; filter=none; recover=5%; maxDays=20; normal=1.00,selected_and_qqq,200,0.0,1.0,25.0,50.0,1.0,1.0,none,5.0,20,1.0,157,185584.75,60.59,-70.59,0.858,1.08,-66.93,-70.23,18.73,6.85,0.813,5593.27,88.34,-70.59,1.251,1.2,-66.93,-70.23,10.71,14.07,0.893
223,selected_or_qqq; cashSMA200; exit 0%; reentry 1%; DCA below SMA200 20%->50%; exp 0.50->1.50; filter=none; recover=5%; maxDays=20; normal=1.00,selected_or_qqq,200,0.0,1.0,20.0,50.0,0.5,1.5,none,5.0,20,1.0,173,508827.48,71.1,-70.74,1.005,1.15,-57.26,-70.38,12.11,8.48,0.867,21629.24,132.3,-70.74,1.87,1.42,-57.26,-70.38,4.86,15.5,0.944
224,selected_and_qqq; cashSMA150; exit 0%; reentry 1%; DCA below SMA200 20%->50%; exp 1.00->1.50; filter=none; recover=5%; maxDays=63; normal=1.00,selected_and_qqq,150,0.0,1.0,20.0,50.0,1.0,1.5,none,5.0,63,1.0,214,145504.26,58.15,-70.79,0.821,1.02,-63.16,-70.79,17.21,8.73,0.843,9155.82,103.23,-70.79,1.458,1.25,-63.16,-70.79,10.59,16.06,0.93
225,selected_or_qqq; cashSMA150; exit 0%; reentry 1%; DCA below SMA200 20%->50%; exp 1.00->1.00; filter=none; recover=5%; maxDays=20; normal=1.00,selected_or_qqq,150,0.0,1.0,20.0,50.0,1.0,1.0,none,5.0,20,1.0,178,480691.69,70.49,-71.06,0.992,1.15,-68.64,-70.7,11.86,8.4,0.881,12110.72,112.24,-71.06,1.58,1.33,-68.64,-70.7,5.54,15.32,0.945
226,selected_and_qqq; cashSMA150; exit 0%; reentry 1%; DCA below SMA200 20%->50%; exp 1.00->1.00; filter=none; recover=5%; maxDays=20; normal=1.00,selected_and_qqq,150,0.0,1.0,20.0,50.0,1.0,1.0,none,5.0,20,1.0,232,89322.88,53.37,-71.2,0.75,1.0,-67.87,-71.2,17.41,8.53,0.826,5346.15,87.03,-71.2,1.222,1.19,-67.87,-71.2,11.02,15.63,0.89
227,selected_or_qqq; cashSMA150; exit 0%; reentry 1%; DCA below SMA200 20%->50%; exp 0.50->2.00; filter=none; recover=5%; maxDays=63; normal=1.00,selected_or_qqq,150,0.0,1.0,20.0,50.0,0.5,2.0,none,5.0,63,1.0,162,952658.81,77.99,-71.25,1.095,1.17,-44.33,-70.9,11.66,8.6,0.887,41327.42,157.0,-71.25,2.203,1.48,-44.33,-70.9,5.11,15.75,0.979
228,selected_and_qqq; cashSMA200; exit 0%; reentry 1%; DCA below SMA200 20%->50%; exp 0.50->2.00; filter=none; recover=5%; maxDays=63; normal=1.00,selected_and_qqq,200,0.0,1.0,20.0,50.0,0.5,2.0,none,5.0,63,1.0,167,760662.62,75.49,-71.25,1.059,1.16,-42.07,-70.9,16.86,8.73,0.834,19530.45,128.63,-71.25,1.805,1.36,-42.07,-70.9,8.72,16.06,0.941
229,selected_and_qqq; cashSMA200; exit 0%; reentry 1%; DCA below SMA200 25%->50%; exp 1.00->1.50; filter=none; recover=5%; maxDays=20; normal=1.00,selected_and_qqq,200,0.0,1.0,25.0,50.0,1.0,1.5,none,5.0,20,1.0,157,310944.61,65.88,-71.68,0.919,1.1,-62.34,-71.34,18.73,6.85,0.826,8571.26,101.17,-71.68,1.411,1.24,-62.34,-71.34,10.71,14.07,0.924
230,selected_or_qqq; cashSMA200; exit 0%; reentry 1%; DCA below SMA200 20%->50%; exp 0.50->1.50; filter=none; recover=5%; maxDays=63; normal=1.00,selected_or_qqq,200,0.0,1.0,20.0,50.0,0.5,1.5,none,5.0,63,1.0,155,542218.14,71.79,-71.74,1.001,1.15,-53.6,-71.39,11.91,8.68,0.869,24233.68,136.45,-71.74,1.902,1.44,-53.6,-71.39,4.42,15.94,0.949
231,selected_or_qqq; cashSMA150; exit 0%; reentry 1%; DCA below SMA200 20%->50%; exp 0.67->2.00; filter=none; recover=5%; maxDays=20; normal=1.00,selected_or_qqq,150,0.0,1.0,20.0,50.0,0.67,2.0,none,5.0,20,1.0,178,1107528.82,79.69,-71.83,1.109,1.18,-50.05,-71.48,11.86,8.4,0.894,37007.67,152.61,-71.83,2.125,1.45,-50.05,-71.48,5.54,15.32,0.988
232,selected_and_qqq; cashSMA200; exit 0%; reentry 1%; DCA below SMA200 20%->50%; exp 0.67->2.00; filter=none; recover=5%; maxDays=20; normal=1.00,selected_and_qqq,200,0.0,1.0,20.0,50.0,0.67,2.0,none,5.0,20,1.0,185,703471.93,74.63,-71.83,1.039,1.15,-58.41,-71.48,17.06,8.53,0.841,13887.95,116.81,-71.83,1.626,1.29,-58.41,-71.48,9.15,15.63,0.95
233,selected_and_qqq; cashSMA150; exit 0%; reentry 1%; DCA below SMA200 20%->50%; exp 1.00->1.50; filter=none; recover=5%; maxDays=20; normal=1.00,selected_and_qqq,150,0.0,1.0,20.0,50.0,1.0,1.5,none,5.0,20,1.0,232,136105.46,57.48,-72.25,0.796,1.01,-66.9,-72.25,17.41,8.53,0.841,7719.48,97.93,-72.25,1.355,1.22,-66.9,-72.25,11.02,15.63,0.925
