year,requested_start,requested_end,actual_start,actual_end,trading_days,total_return,cagr,max_drawdown,sharpe,buy_trades,sell_trades,final_holdings,ticker_count
2020,2020-01-01,2020-12-31,2020-01-02,2020-12-31,253,-0.4081249162360505,-0.4091899411263641,-0.48197849432708706,-1.252818033056893,214,209,"TRGP, COHR, TPR, OXY, PLTR",502
2021,2021-01-01,2021-12-31,2021-01-04,2021-12-31,252,0.19846177782070473,0.2010188363821115,-0.21951503142000772,0.7484847912018368,213,208,"ANET, BLDR, CIEN, TER, ON",502
2022,2022-01-01,2022-12-31,2022-01-03,2022-12-30,251,-0.21618698204582565,-0.21843149334176326,-0.28724272632766057,-0.5729501098489891,258,253,"SMCI, UHS, HAL, MRNA, BA",502
2023,2023-01-01,2023-12-31,2023-01-03,2023-12-29,250,0.6059735229148071,0.6171069079655629,-0.20688153810284093,1.5541065167405064,168,163,"CRWD, COIN, XYZ, EXPE, AMD",502
2024,2024-01-01,2024-12-31,2024-01-02,2024-12-31,252,-0.05798754242169779,-0.05818076707596731,-0.2853825111861067,-0.00754365763777039,205,200,"APP, PLTR, TSLA, UAL, HOOD",502
2025,2025-01-01,2025-12-31,2025-01-02,2025-12-31,250,0.16105634757559306,0.1621315195771491,-0.3382117375782073,0.6010147473554888,187,182,"SNDK, LITE, COHR, ALB, MU",502
