variant,unit_exposure,max_exposure,anchor_mode,add1_drop_pct,add2_drop_pct,sell_mode,sell_param_pct,max_extra_days,trend_guard_sma,trend_guard_exposure,equity_dd_guard_pct,equity_dd_guard_exposure,is_range,is_return_pct,is_max_drawdown_pct,is_sharpe,oos_range,oos_return_pct,oos_max_drawdown_pct,oos_sharpe,full_return_pct,full_max_drawdown_pct,full_sharpe,avg_exposure,days_above_1x_pct,trade_events,rotation_resets
"unit=0.50, cap=0.67, anchor=entry, add=5%/20%, sell=rebound_from_low 5%, max_days=10, trend_sma=200, trend_exp=0.75, dd_guard=none, dd_exp=none",0.5,0.67,entry,5.0,20.0,rebound_from_low,5.0,10,200,0.75,none,none,2010-06-25 to 2019-12-31,1479.68,-33.53,1.133,2020-01-02 to 2026-05-20,1602.21,-50.96,1.211,27627.91,-50.96,1.151,0.506,0.0,126,123
"unit=0.50, cap=0.67, anchor=entry, add=5%/20%, sell=rebound_from_low 5%, max_days=10, trend_sma=none, trend_exp=none, dd_guard=0.35, dd_exp=0.5",0.5,0.67,entry,5.0,20.0,rebound_from_low,5.0,10,none,none,35.0,0.5,2010-06-25 to 2019-12-31,1479.68,-33.53,1.133,2020-01-02 to 2026-05-20,1610.59,-50.15,1.216,27764.45,-50.15,1.154,0.505,0.0,126,123
"unit=0.50, cap=0.67, anchor=entry, add=5%/20%, sell=rebound_from_low 5%, max_days=10, trend_sma=none, trend_exp=none, dd_guard=0.45, dd_exp=0.5",0.5,0.67,entry,5.0,20.0,rebound_from_low,5.0,10,none,none,45.0,0.5,2010-06-25 to 2019-12-31,1479.68,-33.53,1.133,2020-01-02 to 2026-05-20,1580.73,-51.02,1.209,27278.12,-51.02,1.15,0.505,0.0,126,123
"unit=0.50, cap=0.67, anchor=entry, add=5%/20%, sell=rebound_from_low 5%, max_days=10, trend_sma=100, trend_exp=0.5, dd_guard=0.35, dd_exp=0.25",0.5,0.67,entry,5.0,20.0,rebound_from_low,5.0,10,100,0.5,35.0,0.25,2010-06-25 to 2019-12-31,1370.72,-32.88,1.126,2020-01-02 to 2026-05-20,1376.47,-44.93,1.23,22291.79,-44.93,1.163,0.487,0.0,126,123
"unit=0.50, cap=0.67, anchor=entry, add=5%/20%, sell=rebound_from_low 5%, max_days=20, trend_sma=none, trend_exp=none, dd_guard=none, dd_exp=none",0.5,0.67,entry,5.0,20.0,rebound_from_low,5.0,20,none,none,none,none,2010-06-25 to 2019-12-31,1479.68,-33.53,1.133,2020-01-02 to 2026-05-20,1602.21,-50.96,1.211,27627.91,-50.96,1.151,0.506,0.0,126,123
"unit=0.50, cap=0.67, anchor=entry, add=5%/20%, sell=rebound_from_low 5%, max_days=20, trend_sma=100, trend_exp=0.25, dd_guard=none, dd_exp=none",0.5,0.67,entry,5.0,20.0,rebound_from_low,5.0,20,100,0.25,none,none,2010-06-25 to 2019-12-31,3102.51,-21.54,1.643,2020-01-02 to 2026-05-20,4098.5,-28.24,1.846,138550.27,-28.24,1.717,0.442,0.0,126,123
"unit=0.50, cap=0.67, anchor=entry, add=5%/20%, sell=rebound_from_low 5%, max_days=20, trend_sma=100, trend_exp=0.5, dd_guard=none, dd_exp=none",0.5,0.67,entry,5.0,20.0,rebound_from_low,5.0,20,100,0.5,none,none,2010-06-25 to 2019-12-31,1370.72,-32.88,1.126,2020-01-02 to 2026-05-20,1812.89,-48.03,1.269,28910.56,-48.03,1.176,0.501,0.0,126,123
"unit=0.50, cap=0.67, anchor=entry, add=5%/20%, sell=rebound_from_low 5%, max_days=20, trend_sma=200, trend_exp=0.5, dd_guard=none, dd_exp=none",0.5,0.67,entry,5.0,20.0,rebound_from_low,5.0,20,200,0.5,none,none,2010-06-25 to 2019-12-31,1408.96,-32.88,1.133,2020-01-02 to 2026-05-20,1783.88,-48.03,1.262,29213.52,-48.03,1.177,0.502,0.0,126,123
"unit=0.50, cap=0.67, anchor=entry, add=5%/20%, sell=rebound_from_low 5%, max_days=20, trend_sma=200, trend_exp=0.75, dd_guard=none, dd_exp=none",0.5,0.67,entry,5.0,20.0,rebound_from_low,5.0,20,200,0.75,none,none,2010-06-25 to 2019-12-31,1479.68,-33.53,1.133,2020-01-02 to 2026-05-20,1602.21,-50.96,1.211,27627.91,-50.96,1.151,0.506,0.0,126,123
"unit=0.50, cap=0.67, anchor=entry, add=5%/20%, sell=rebound_from_low 5%, max_days=20, trend_sma=none, trend_exp=none, dd_guard=0.35, dd_exp=0.5",0.5,0.67,entry,5.0,20.0,rebound_from_low,5.0,20,none,none,35.0,0.5,2010-06-25 to 2019-12-31,1479.68,-33.53,1.133,2020-01-02 to 2026-05-20,1610.59,-50.15,1.216,27764.45,-50.15,1.154,0.505,0.0,126,123
"unit=0.50, cap=0.67, anchor=entry, add=5%/20%, sell=rebound_from_low 5%, max_days=20, trend_sma=none, trend_exp=none, dd_guard=0.45, dd_exp=0.5",0.5,0.67,entry,5.0,20.0,rebound_from_low,5.0,20,none,none,45.0,0.5,2010-06-25 to 2019-12-31,1479.68,-33.53,1.133,2020-01-02 to 2026-05-20,1580.73,-51.02,1.209,27278.12,-51.02,1.15,0.505,0.0,126,123
"unit=0.50, cap=0.67, anchor=entry, add=5%/20%, sell=rebound_from_low 5%, max_days=20, trend_sma=100, trend_exp=0.5, dd_guard=0.35, dd_exp=0.25",0.5,0.67,entry,5.0,20.0,rebound_from_low,5.0,20,100,0.5,35.0,0.25,2010-06-25 to 2019-12-31,1370.72,-32.88,1.126,2020-01-02 to 2026-05-20,1376.47,-44.93,1.23,22291.79,-44.93,1.163,0.487,0.0,126,123
"unit=0.50, cap=0.67, anchor=entry, add=5%/20%, sell=recover_to_anchor 5%, max_days=10, trend_sma=none, trend_exp=none, dd_guard=none, dd_exp=none",0.5,0.67,entry,5.0,20.0,recover_to_anchor,5.0,10,none,none,none,none,2010-06-25 to 2019-12-31,1483.91,-33.53,1.137,2020-01-02 to 2026-05-20,1593.58,-50.96,1.209,27561.34,-50.96,1.152,0.505,0.0,118,123
"unit=0.50, cap=0.67, anchor=entry, add=5%/20%, sell=recover_to_anchor 5%, max_days=10, trend_sma=100, trend_exp=0.25, dd_guard=none, dd_exp=none",0.5,0.67,entry,5.0,20.0,recover_to_anchor,5.0,10,100,0.25,none,none,2010-06-25 to 2019-12-31,3002.71,-21.54,1.632,2020-01-02 to 2026-05-20,4068.57,-28.24,1.843,133271.91,-28.24,1.71,0.441,0.0,118,123
"unit=0.50, cap=0.67, anchor=entry, add=5%/20%, sell=recover_to_anchor 5%, max_days=10, trend_sma=100, trend_exp=0.5, dd_guard=none, dd_exp=none",0.5,0.67,entry,5.0,20.0,recover_to_anchor,5.0,10,100,0.5,none,none,2010-06-25 to 2019-12-31,1324.89,-32.88,1.115,2020-01-02 to 2026-05-20,1799.26,-48.03,1.266,27806.14,-48.03,1.17,0.501,0.0,118,123
"unit=0.50, cap=0.67, anchor=entry, add=5%/20%, sell=recover_to_anchor 5%, max_days=10, trend_sma=200, trend_exp=0.5, dd_guard=none, dd_exp=none",0.5,0.67,entry,5.0,20.0,recover_to_anchor,5.0,10,200,0.5,none,none,2010-06-25 to 2019-12-31,1373.67,-32.88,1.126,2020-01-02 to 2026-05-20,1770.45,-48.03,1.26,28323.87,-48.03,1.172,0.502,0.0,118,123
"unit=0.50, cap=0.67, anchor=entry, add=5%/20%, sell=recover_to_anchor 5%, max_days=10, trend_sma=200, trend_exp=0.75, dd_guard=none, dd_exp=none",0.5,0.67,entry,5.0,20.0,recover_to_anchor,5.0,10,200,0.75,none,none,2010-06-25 to 2019-12-31,1483.91,-33.53,1.137,2020-01-02 to 2026-05-20,1593.58,-50.96,1.209,27561.34,-50.96,1.152,0.505,0.0,118,123
"unit=0.50, cap=0.67, anchor=entry, add=5%/20%, sell=recover_to_anchor 5%, max_days=10, trend_sma=none, trend_exp=none, dd_guard=0.35, dd_exp=0.5",0.5,0.67,entry,5.0,20.0,recover_to_anchor,5.0,10,none,none,35.0,0.5,2010-06-25 to 2019-12-31,1483.91,-33.53,1.137,2020-01-02 to 2026-05-20,1598.39,-50.15,1.214,27639.86,-50.15,1.154,0.504,0.0,118,123
"unit=0.50, cap=0.67, anchor=entry, add=5%/20%, sell=recover_to_anchor 5%, max_days=10, trend_sma=none, trend_exp=none, dd_guard=0.45, dd_exp=0.5",0.5,0.67,entry,5.0,20.0,recover_to_anchor,5.0,10,none,none,45.0,0.5,2010-06-25 to 2019-12-31,1483.91,-33.53,1.137,2020-01-02 to 2026-05-20,1568.75,-51.02,1.207,27155.71,-51.02,1.151,0.504,0.0,118,123
"unit=0.50, cap=0.67, anchor=entry, add=5%/20%, sell=recover_to_anchor 5%, max_days=10, trend_sma=100, trend_exp=0.5, dd_guard=0.35, dd_exp=0.25",0.5,0.67,entry,5.0,20.0,recover_to_anchor,5.0,10,100,0.5,35.0,0.25,2010-06-25 to 2019-12-31,1324.89,-32.88,1.115,2020-01-02 to 2026-05-20,1365.94,-44.93,1.228,21439.34,-44.93,1.157,0.486,0.0,118,123
"unit=0.50, cap=0.67, anchor=entry, add=5%/20%, sell=recover_to_anchor 5%, max_days=20, trend_sma=none, trend_exp=none, dd_guard=none, dd_exp=none",0.5,0.67,entry,5.0,20.0,recover_to_anchor,5.0,20,none,none,none,none,2010-06-25 to 2019-12-31,1483.91,-33.53,1.137,2020-01-02 to 2026-05-20,1593.58,-50.96,1.209,27561.34,-50.96,1.152,0.505,0.0,118,123
"unit=0.50, cap=0.67, anchor=entry, add=5%/20%, sell=recover_to_anchor 5%, max_days=20, trend_sma=100, trend_exp=0.25, dd_guard=none, dd_exp=none",0.5,0.67,entry,5.0,20.0,recover_to_anchor,5.0,20,100,0.25,none,none,2010-06-25 to 2019-12-31,3002.71,-21.54,1.632,2020-01-02 to 2026-05-20,4068.57,-28.24,1.843,133271.91,-28.24,1.71,0.441,0.0,118,123
"unit=0.50, cap=0.67, anchor=entry, add=5%/20%, sell=recover_to_anchor 5%, max_days=20, trend_sma=100, trend_exp=0.5, dd_guard=none, dd_exp=none",0.5,0.67,entry,5.0,20.0,recover_to_anchor,5.0,20,100,0.5,none,none,2010-06-25 to 2019-12-31,1324.89,-32.88,1.115,2020-01-02 to 2026-05-20,1799.26,-48.03,1.266,27806.14,-48.03,1.17,0.501,0.0,118,123
"unit=0.50, cap=0.67, anchor=entry, add=5%/20%, sell=recover_to_anchor 5%, max_days=20, trend_sma=200, trend_exp=0.5, dd_guard=none, dd_exp=none",0.5,0.67,entry,5.0,20.0,recover_to_anchor,5.0,20,200,0.5,none,none,2010-06-25 to 2019-12-31,1373.67,-32.88,1.126,2020-01-02 to 2026-05-20,1770.45,-48.03,1.26,28323.87,-48.03,1.172,0.502,0.0,118,123
"unit=0.50, cap=0.67, anchor=entry, add=5%/20%, sell=recover_to_anchor 5%, max_days=20, trend_sma=200, trend_exp=0.75, dd_guard=none, dd_exp=none",0.5,0.67,entry,5.0,20.0,recover_to_anchor,5.0,20,200,0.75,none,none,2010-06-25 to 2019-12-31,1483.91,-33.53,1.137,2020-01-02 to 2026-05-20,1593.58,-50.96,1.209,27561.34,-50.96,1.152,0.505,0.0,118,123
"unit=0.50, cap=0.67, anchor=entry, add=5%/20%, sell=recover_to_anchor 5%, max_days=20, trend_sma=none, trend_exp=none, dd_guard=0.35, dd_exp=0.5",0.5,0.67,entry,5.0,20.0,recover_to_anchor,5.0,20,none,none,35.0,0.5,2010-06-25 to 2019-12-31,1483.91,-33.53,1.137,2020-01-02 to 2026-05-20,1598.39,-50.15,1.214,27639.86,-50.15,1.154,0.504,0.0,118,123
"unit=0.50, cap=0.67, anchor=entry, add=5%/20%, sell=recover_to_anchor 5%, max_days=20, trend_sma=none, trend_exp=none, dd_guard=0.45, dd_exp=0.5",0.5,0.67,entry,5.0,20.0,recover_to_anchor,5.0,20,none,none,45.0,0.5,2010-06-25 to 2019-12-31,1483.91,-33.53,1.137,2020-01-02 to 2026-05-20,1568.75,-51.02,1.207,27155.71,-51.02,1.151,0.504,0.0,118,123
"unit=0.50, cap=0.67, anchor=entry, add=5%/20%, sell=recover_to_anchor 5%, max_days=20, trend_sma=100, trend_exp=0.5, dd_guard=0.35, dd_exp=0.25",0.5,0.67,entry,5.0,20.0,recover_to_anchor,5.0,20,100,0.5,35.0,0.25,2010-06-25 to 2019-12-31,1324.89,-32.88,1.115,2020-01-02 to 2026-05-20,1365.94,-44.93,1.228,21439.34,-44.93,1.157,0.486,0.0,118,123
"unit=0.50, cap=0.67, anchor=entry, add=10%/20%, sell=extra_profit 10%, max_days=10, trend_sma=none, trend_exp=none, dd_guard=none, dd_exp=none",0.5,0.67,entry,10.0,20.0,extra_profit,10.0,10,none,none,none,none,2010-06-25 to 2019-12-31,1445.21,-32.88,1.137,2020-01-02 to 2026-05-20,1663.55,-47.27,1.229,28000.34,-47.27,1.161,0.503,0.0,51,123
"unit=0.50, cap=0.67, anchor=entry, add=10%/20%, sell=extra_profit 10%, max_days=10, trend_sma=100, trend_exp=0.25, dd_guard=none, dd_exp=none",0.5,0.67,entry,10.0,20.0,extra_profit,10.0,10,100,0.25,none,none,2010-06-25 to 2019-12-31,2943.46,-21.54,1.627,2020-01-02 to 2026-05-20,3725.31,-28.93,1.812,119952.41,-28.93,1.693,0.44,0.0,51,123
"unit=0.50, cap=0.67, anchor=entry, add=10%/20%, sell=extra_profit 10%, max_days=10, trend_sma=100, trend_exp=0.5, dd_guard=none, dd_exp=none",0.5,0.67,entry,10.0,20.0,extra_profit,10.0,10,100,0.5,none,none,2010-06-25 to 2019-12-31,1297.68,-32.88,1.11,2020-01-02 to 2026-05-20,1642.87,-48.53,1.239,25019.22,-48.53,1.154,0.5,0.0,51,123
"unit=0.50, cap=0.67, anchor=entry, add=10%/20%, sell=extra_profit 10%, max_days=10, trend_sma=200, trend_exp=0.5, dd_guard=none, dd_exp=none",0.5,0.67,entry,10.0,20.0,extra_profit,10.0,10,200,0.5,none,none,2010-06-25 to 2019-12-31,1316.88,-32.88,1.114,2020-01-02 to 2026-05-20,1657.4,-48.53,1.241,25576.73,-48.53,1.157,0.5,0.0,51,123
"unit=0.50, cap=0.67, anchor=entry, add=10%/20%, sell=extra_profit 10%, max_days=10, trend_sma=200, trend_exp=0.75, dd_guard=none, dd_exp=none",0.5,0.67,entry,10.0,20.0,extra_profit,10.0,10,200,0.75,none,none,2010-06-25 to 2019-12-31,1445.21,-32.88,1.137,2020-01-02 to 2026-05-20,1663.55,-47.27,1.229,28000.34,-47.27,1.161,0.503,0.0,51,123
"unit=0.50, cap=0.67, anchor=entry, add=10%/20%, sell=extra_profit 10%, max_days=10, trend_sma=none, trend_exp=none, dd_guard=0.35, dd_exp=0.5",0.5,0.67,entry,10.0,20.0,extra_profit,10.0,10,none,none,35.0,0.5,2010-06-25 to 2019-12-31,1445.21,-32.88,1.137,2020-01-02 to 2026-05-20,1627.12,-47.4,1.225,27419.8,-47.4,1.16,0.502,0.0,51,123
"unit=0.50, cap=0.67, anchor=entry, add=10%/20%, sell=extra_profit 10%, max_days=10, trend_sma=none, trend_exp=none, dd_guard=0.45, dd_exp=0.5",0.5,0.67,entry,10.0,20.0,extra_profit,10.0,10,none,none,45.0,0.5,2010-06-25 to 2019-12-31,1445.21,-32.88,1.137,2020-01-02 to 2026-05-20,1593.42,-48.22,1.217,26882.83,-48.22,1.155,0.502,0.0,51,123
"unit=0.50, cap=0.67, anchor=entry, add=10%/20%, sell=extra_profit 10%, max_days=10, trend_sma=100, trend_exp=0.5, dd_guard=0.35, dd_exp=0.25",0.5,0.67,entry,10.0,20.0,extra_profit,10.0,10,100,0.5,35.0,0.25,2010-06-25 to 2019-12-31,1297.68,-32.88,1.11,2020-01-02 to 2026-05-20,1160.69,-45.04,1.181,18069.88,-45.04,1.133,0.485,0.0,51,123
"unit=0.50, cap=0.67, anchor=entry, add=10%/20%, sell=extra_profit 10%, max_days=20, trend_sma=none, trend_exp=none, dd_guard=none, dd_exp=none",0.5,0.67,entry,10.0,20.0,extra_profit,10.0,20,none,none,none,none,2010-06-25 to 2019-12-31,1445.21,-32.88,1.137,2020-01-02 to 2026-05-20,1663.55,-47.27,1.229,28000.34,-47.27,1.161,0.503,0.0,51,123
"unit=0.50, cap=0.67, anchor=entry, add=10%/20%, sell=extra_profit 10%, max_days=20, trend_sma=100, trend_exp=0.25, dd_guard=none, dd_exp=none",0.5,0.67,entry,10.0,20.0,extra_profit,10.0,20,100,0.25,none,none,2010-06-25 to 2019-12-31,2943.46,-21.54,1.627,2020-01-02 to 2026-05-20,3725.31,-28.93,1.812,119952.41,-28.93,1.693,0.44,0.0,51,123
"unit=0.50, cap=0.67, anchor=entry, add=10%/20%, sell=extra_profit 10%, max_days=20, trend_sma=100, trend_exp=0.5, dd_guard=none, dd_exp=none",0.5,0.67,entry,10.0,20.0,extra_profit,10.0,20,100,0.5,none,none,2010-06-25 to 2019-12-31,1297.68,-32.88,1.11,2020-01-02 to 2026-05-20,1642.87,-48.53,1.239,25019.22,-48.53,1.154,0.5,0.0,51,123
"unit=0.50, cap=0.67, anchor=entry, add=10%/20%, sell=extra_profit 10%, max_days=20, trend_sma=200, trend_exp=0.5, dd_guard=none, dd_exp=none",0.5,0.67,entry,10.0,20.0,extra_profit,10.0,20,200,0.5,none,none,2010-06-25 to 2019-12-31,1316.88,-32.88,1.114,2020-01-02 to 2026-05-20,1657.4,-48.53,1.241,25576.73,-48.53,1.157,0.5,0.0,51,123
"unit=0.50, cap=0.67, anchor=entry, add=10%/20%, sell=extra_profit 10%, max_days=20, trend_sma=200, trend_exp=0.75, dd_guard=none, dd_exp=none",0.5,0.67,entry,10.0,20.0,extra_profit,10.0,20,200,0.75,none,none,2010-06-25 to 2019-12-31,1445.21,-32.88,1.137,2020-01-02 to 2026-05-20,1663.55,-47.27,1.229,28000.34,-47.27,1.161,0.503,0.0,51,123
"unit=0.50, cap=0.67, anchor=entry, add=10%/20%, sell=extra_profit 10%, max_days=20, trend_sma=none, trend_exp=none, dd_guard=0.35, dd_exp=0.5",0.5,0.67,entry,10.0,20.0,extra_profit,10.0,20,none,none,35.0,0.5,2010-06-25 to 2019-12-31,1445.21,-32.88,1.137,2020-01-02 to 2026-05-20,1627.12,-47.4,1.225,27419.8,-47.4,1.16,0.502,0.0,51,123
"unit=0.50, cap=0.67, anchor=entry, add=10%/20%, sell=extra_profit 10%, max_days=20, trend_sma=none, trend_exp=none, dd_guard=0.45, dd_exp=0.5",0.5,0.67,entry,10.0,20.0,extra_profit,10.0,20,none,none,45.0,0.5,2010-06-25 to 2019-12-31,1445.21,-32.88,1.137,2020-01-02 to 2026-05-20,1593.42,-48.22,1.217,26882.83,-48.22,1.155,0.502,0.0,51,123
"unit=0.50, cap=0.67, anchor=entry, add=10%/20%, sell=extra_profit 10%, max_days=20, trend_sma=100, trend_exp=0.5, dd_guard=0.35, dd_exp=0.25",0.5,0.67,entry,10.0,20.0,extra_profit,10.0,20,100,0.5,35.0,0.25,2010-06-25 to 2019-12-31,1297.68,-32.88,1.11,2020-01-02 to 2026-05-20,1160.69,-45.04,1.181,18069.88,-45.04,1.133,0.485,0.0,51,123
"unit=0.50, cap=0.67, anchor=entry, add=10%/20%, sell=extra_profit 15%, max_days=10, trend_sma=none, trend_exp=none, dd_guard=none, dd_exp=none",0.5,0.67,entry,10.0,20.0,extra_profit,15.0,10,none,none,none,none,2010-06-25 to 2019-12-31,1477.12,-32.88,1.143,2020-01-02 to 2026-05-20,1696.3,-46.93,1.235,29113.31,-46.93,1.167,0.503,0.0,51,123
"unit=0.50, cap=0.67, anchor=entry, add=10%/20%, sell=extra_profit 15%, max_days=10, trend_sma=100, trend_exp=0.25, dd_guard=none, dd_exp=none",0.5,0.67,entry,10.0,20.0,extra_profit,15.0,10,100,0.25,none,none,2010-06-25 to 2019-12-31,2943.46,-21.54,1.627,2020-01-02 to 2026-05-20,3760.25,-28.93,1.816,121048.8,-28.93,1.695,0.44,0.0,51,123
"unit=0.50, cap=0.67, anchor=entry, add=10%/20%, sell=extra_profit 15%, max_days=10, trend_sma=100, trend_exp=0.5, dd_guard=none, dd_exp=none",0.5,0.67,entry,10.0,20.0,extra_profit,15.0,10,100,0.5,none,none,2010-06-25 to 2019-12-31,1297.68,-32.88,1.11,2020-01-02 to 2026-05-20,1658.78,-48.53,1.242,25248.63,-48.53,1.155,0.5,0.0,51,123
"unit=0.50, cap=0.67, anchor=entry, add=10%/20%, sell=extra_profit 15%, max_days=10, trend_sma=200, trend_exp=0.5, dd_guard=none, dd_exp=none",0.5,0.67,entry,10.0,20.0,extra_profit,15.0,10,200,0.5,none,none,2010-06-25 to 2019-12-31,1316.88,-32.88,1.114,2020-01-02 to 2026-05-20,1668.43,-48.53,1.243,25737.85,-48.53,1.158,0.5,0.0,51,123
"unit=0.50, cap=0.67, anchor=entry, add=10%/20%, sell=extra_profit 15%, max_days=10, trend_sma=200, trend_exp=0.75, dd_guard=none, dd_exp=none",0.5,0.67,entry,10.0,20.0,extra_profit,15.0,10,200,0.75,none,none,2010-06-25 to 2019-12-31,1477.12,-32.88,1.143,2020-01-02 to 2026-05-20,1696.3,-46.93,1.235,29113.31,-46.93,1.167,0.503,0.0,51,123
"unit=0.50, cap=0.67, anchor=entry, add=10%/20%, sell=extra_profit 15%, max_days=10, trend_sma=none, trend_exp=none, dd_guard=0.35, dd_exp=0.5",0.5,0.67,entry,10.0,20.0,extra_profit,15.0,10,none,none,35.0,0.5,2010-06-25 to 2019-12-31,1477.12,-32.88,1.143,2020-01-02 to 2026-05-20,1637.96,-47.4,1.227,28164.43,-47.4,1.164,0.502,0.0,51,123
"unit=0.50, cap=0.67, anchor=entry, add=10%/20%, sell=extra_profit 15%, max_days=10, trend_sma=none, trend_exp=none, dd_guard=0.45, dd_exp=0.5",0.5,0.67,entry,10.0,20.0,extra_profit,15.0,10,none,none,45.0,0.5,2010-06-25 to 2019-12-31,1477.12,-32.88,1.143,2020-01-02 to 2026-05-20,1627.05,-47.52,1.223,27987.13,-47.52,1.161,0.503,0.0,51,123
"unit=0.50, cap=0.67, anchor=entry, add=10%/20%, sell=extra_profit 15%, max_days=10, trend_sma=100, trend_exp=0.5, dd_guard=0.35, dd_exp=0.25",0.5,0.67,entry,10.0,20.0,extra_profit,15.0,10,100,0.5,35.0,0.25,2010-06-25 to 2019-12-31,1297.68,-32.88,1.11,2020-01-02 to 2026-05-20,1172.21,-45.04,1.185,18235.82,-45.04,1.134,0.485,0.0,51,123
"unit=0.50, cap=0.67, anchor=entry, add=10%/20%, sell=extra_profit 15%, max_days=20, trend_sma=none, trend_exp=none, dd_guard=none, dd_exp=none",0.5,0.67,entry,10.0,20.0,extra_profit,15.0,20,none,none,none,none,2010-06-25 to 2019-12-31,1447.57,-32.88,1.135,2020-01-02 to 2026-05-20,1696.3,-46.93,1.235,28565.96,-46.93,1.163,0.503,0.0,49,123
"unit=0.50, cap=0.67, anchor=entry, add=10%/20%, sell=extra_profit 15%, max_days=20, trend_sma=100, trend_exp=0.25, dd_guard=none, dd_exp=none",0.5,0.67,entry,10.0,20.0,extra_profit,15.0,20,100,0.25,none,none,2010-06-25 to 2019-12-31,2943.46,-21.54,1.627,2020-01-02 to 2026-05-20,3760.25,-28.93,1.816,121048.8,-28.93,1.695,0.44,0.0,49,123
"unit=0.50, cap=0.67, anchor=entry, add=10%/20%, sell=extra_profit 15%, max_days=20, trend_sma=100, trend_exp=0.5, dd_guard=none, dd_exp=none",0.5,0.67,entry,10.0,20.0,extra_profit,15.0,20,100,0.5,none,none,2010-06-25 to 2019-12-31,1297.68,-32.88,1.11,2020-01-02 to 2026-05-20,1658.78,-48.53,1.242,25248.63,-48.53,1.155,0.5,0.0,49,123
"unit=0.50, cap=0.67, anchor=entry, add=10%/20%, sell=extra_profit 15%, max_days=20, trend_sma=200, trend_exp=0.5, dd_guard=none, dd_exp=none",0.5,0.67,entry,10.0,20.0,extra_profit,15.0,20,200,0.5,none,none,2010-06-25 to 2019-12-31,1316.88,-32.88,1.114,2020-01-02 to 2026-05-20,1668.43,-48.53,1.243,25737.85,-48.53,1.158,0.5,0.0,49,123
"unit=0.50, cap=0.67, anchor=entry, add=10%/20%, sell=extra_profit 15%, max_days=20, trend_sma=200, trend_exp=0.75, dd_guard=none, dd_exp=none",0.5,0.67,entry,10.0,20.0,extra_profit,15.0,20,200,0.75,none,none,2010-06-25 to 2019-12-31,1447.57,-32.88,1.135,2020-01-02 to 2026-05-20,1696.3,-46.93,1.235,28565.96,-46.93,1.163,0.503,0.0,49,123
"unit=0.50, cap=0.67, anchor=entry, add=10%/20%, sell=extra_profit 15%, max_days=20, trend_sma=none, trend_exp=none, dd_guard=0.35, dd_exp=0.5",0.5,0.67,entry,10.0,20.0,extra_profit,15.0,20,none,none,35.0,0.5,2010-06-25 to 2019-12-31,1447.57,-32.88,1.135,2020-01-02 to 2026-05-20,1637.96,-47.4,1.227,27634.86,-47.4,1.16,0.502,0.0,49,123
"unit=0.50, cap=0.67, anchor=entry, add=10%/20%, sell=extra_profit 15%, max_days=20, trend_sma=none, trend_exp=none, dd_guard=0.45, dd_exp=0.5",0.5,0.67,entry,10.0,20.0,extra_profit,15.0,20,none,none,45.0,0.5,2010-06-25 to 2019-12-31,1447.57,-32.88,1.135,2020-01-02 to 2026-05-20,1627.05,-47.52,1.223,27460.88,-47.52,1.158,0.503,0.0,49,123
"unit=0.50, cap=0.67, anchor=entry, add=10%/20%, sell=extra_profit 15%, max_days=20, trend_sma=100, trend_exp=0.5, dd_guard=0.35, dd_exp=0.25",0.5,0.67,entry,10.0,20.0,extra_profit,15.0,20,100,0.5,35.0,0.25,2010-06-25 to 2019-12-31,1297.68,-32.88,1.11,2020-01-02 to 2026-05-20,1172.21,-45.04,1.185,18235.82,-45.04,1.134,0.485,0.0,49,123
"unit=0.50, cap=0.67, anchor=entry, add=10%/20%, sell=rebound_from_low 5%, max_days=10, trend_sma=none, trend_exp=none, dd_guard=none, dd_exp=none",0.5,0.67,entry,10.0,20.0,rebound_from_low,5.0,10,none,none,none,none,2010-06-25 to 2019-12-31,1402.55,-32.88,1.13,2020-01-02 to 2026-05-20,1684.82,-46.07,1.236,27554.17,-46.07,1.162,0.502,0.0,61,123
"unit=0.50, cap=0.67, anchor=entry, add=10%/20%, sell=rebound_from_low 5%, max_days=10, trend_sma=100, trend_exp=0.25, dd_guard=none, dd_exp=none",0.5,0.67,entry,10.0,20.0,rebound_from_low,5.0,10,100,0.25,none,none,2010-06-25 to 2019-12-31,2905.01,-21.54,1.623,2020-01-02 to 2026-05-20,3689.12,-28.93,1.809,117314.15,-28.93,1.69,0.44,0.0,61,123
"unit=0.50, cap=0.67, anchor=entry, add=10%/20%, sell=rebound_from_low 5%, max_days=10, trend_sma=100, trend_exp=0.5, dd_guard=none, dd_exp=none",0.5,0.67,entry,10.0,20.0,rebound_from_low,5.0,10,100,0.5,none,none,2010-06-25 to 2019-12-31,1280.02,-32.88,1.106,2020-01-02 to 2026-05-20,1626.37,-48.53,1.236,24467.21,-48.53,1.15,0.5,0.0,61,123
"unit=0.50, cap=0.67, anchor=entry, add=10%/20%, sell=rebound_from_low 5%, max_days=10, trend_sma=200, trend_exp=0.5, dd_guard=none, dd_exp=none",0.5,0.67,entry,10.0,20.0,rebound_from_low,5.0,10,200,0.5,none,none,2010-06-25 to 2019-12-31,1298.98,-32.88,1.11,2020-01-02 to 2026-05-20,1651.05,-48.53,1.24,25160.7,-48.53,1.155,0.5,0.0,61,123
