variant,unit_exposure,max_exposure,anchor_mode,add1_drop,add2_drop,sell_mode,sell_param,max_extra_days,trend_guard_sma,trend_guard_exposure,equity_dd_guard,equity_dd_guard_exposure,equity_dd_guard_pct,is_range,is_return_pct,is_max_drawdown_pct,is_sharpe,oos_range,oos_return_pct,oos_max_drawdown_pct,oos_sharpe,full_return_pct,full_max_drawdown_pct,full_sharpe,avg_exposure,days_above_1x_pct,trade_events,rotation_resets
"unit=0.75, cap=2.00, anchor=rolling_high, add=5%/15%, sell=rebound_from_low 5%, max_days=10, trend_sma=100, trend_exp=0.2, dd_guard=0.45, dd_exp=0.25",0.75,2.0,rolling_high,0.05,0.15,rebound_from_low,0.05,10,100,0.2,0.45,0.25,45.0,2010-06-25 to 2019-12-31,725137.66,-53.07,2.014,2020-01-02 to 2026-05-20,3757345.81,-43.7,2.399,28525076649.72,-53.07,2.16,0.857,30.08,1111,123
"unit=0.75, cap=2.00, anchor=rolling_high, add=5%/15%, sell=rebound_from_low 5%, max_days=10, trend_sma=100, trend_exp=0.25, dd_guard=none, dd_exp=none",0.75,2.0,rolling_high,0.05,0.15,rebound_from_low,0.05,10,100,0.25,,none,none,2010-06-25 to 2019-12-31,1435771.87,-51.94,2.079,2020-01-02 to 2026-05-20,3271219.31,-44.2,2.363,49169112952.47,-51.94,2.179,0.888,30.88,1111,123
"unit=0.75, cap=2.00, anchor=rolling_high, add=5%/15%, sell=rebound_from_low 5%, max_days=10, trend_sma=100, trend_exp=0.25, dd_guard=0.35, dd_exp=0.25",0.75,2.0,rolling_high,0.05,0.15,rebound_from_low,0.05,10,100,0.25,0.35,0.25,35.0,2010-06-25 to 2019-12-31,622050.86,-48.97,1.982,2020-01-02 to 2026-05-20,546046.68,-46.11,2.091,3556794212.35,-48.97,2.001,0.821,27.52,1111,123
"unit=0.75, cap=2.00, anchor=rolling_high, add=5%/15%, sell=rebound_from_low 5%, max_days=10, trend_sma=100, trend_exp=0.25, dd_guard=0.45, dd_exp=0.25",0.75,2.0,rolling_high,0.05,0.15,rebound_from_low,0.05,10,100,0.25,0.45,0.25,45.0,2010-06-25 to 2019-12-31,631964.73,-53.56,1.979,2020-01-02 to 2026-05-20,3271219.31,-44.2,2.363,21644035565.36,-53.56,2.125,0.869,30.08,1111,123
"unit=0.75, cap=2.00, anchor=rolling_high, add=5%/15%, sell=rebound_from_low 5%, max_days=10, trend_sma=100, trend_exp=0.33, dd_guard=none, dd_exp=none",0.75,2.0,rolling_high,0.05,0.15,rebound_from_low,0.05,10,100,0.33,,none,none,2010-06-25 to 2019-12-31,1129356.39,-52.75,2.019,2020-01-02 to 2026-05-20,2587233.2,-45.01,2.3,30589725106.85,-52.75,2.118,0.907,30.88,1111,123
"unit=0.75, cap=2.00, anchor=rolling_high, add=5%/15%, sell=rebound_from_low 5%, max_days=10, trend_sma=100, trend_exp=0.33, dd_guard=0.35, dd_exp=0.25",0.75,2.0,rolling_high,0.05,0.15,rebound_from_low,0.05,10,100,0.33,0.35,0.25,35.0,2010-06-25 to 2019-12-31,501911.27,-48.97,1.925,2020-01-02 to 2026-05-20,1053.42,-52.32,0.998,6061046.84,-52.32,1.566,0.696,20.32,1111,123
"unit=0.75, cap=2.00, anchor=rolling_high, add=5%/15%, sell=rebound_from_low 5%, max_days=10, trend_sma=100, trend_exp=0.33, dd_guard=0.45, dd_exp=0.25",0.75,2.0,rolling_high,0.05,0.15,rebound_from_low,0.05,10,100,0.33,0.45,0.25,45.0,2010-06-25 to 2019-12-31,509910.73,-53.56,1.923,2020-01-02 to 2026-05-20,2578744.84,-45.01,2.299,13767601170.78,-53.56,2.066,0.888,30.08,1111,123
"unit=0.75, cap=2.00, anchor=rolling_high, add=5%/15%, sell=rebound_from_low 5%, max_days=10, trend_sma=125, trend_exp=0.25, dd_guard=none, dd_exp=none",0.75,2.0,rolling_high,0.05,0.15,rebound_from_low,0.05,10,125,0.25,,none,none,2010-06-25 to 2019-12-31,1385612.89,-50.83,2.026,2020-01-02 to 2026-05-20,707767.9,-51.55,2.03,10267843096.64,-51.55,1.989,0.917,32.88,1111,123
"unit=0.75, cap=2.00, anchor=rolling_high, add=5%/15%, sell=rebound_from_low 5%, max_days=10, trend_sma=125, trend_exp=0.25, dd_guard=0.35, dd_exp=0.25",0.75,2.0,rolling_high,0.05,0.15,rebound_from_low,0.05,10,125,0.25,0.35,0.25,35.0,2010-06-25 to 2019-12-31,802.35,-48.97,0.799,2020-01-02 to 2026-05-20,1079.18,-52.74,1.006,11038.02,-52.74,0.893,0.483,9.28,1111,123
"unit=0.75, cap=2.00, anchor=rolling_high, add=5%/15%, sell=rebound_from_low 5%, max_days=10, trend_sma=125, trend_exp=0.25, dd_guard=0.45, dd_exp=0.25",0.75,2.0,rolling_high,0.05,0.15,rebound_from_low,0.05,10,125,0.25,0.45,0.25,45.0,2010-06-25 to 2019-12-31,479300.33,-53.56,1.881,2020-01-02 to 2026-05-20,9784.48,-56.35,1.393,49602689.9,-56.35,1.655,0.791,26.2,1111,123
"unit=0.75, cap=2.00, anchor=rolling_high, add=5%/15%, sell=rebound_from_low 5%, max_days=10, trend_sma=150, trend_exp=0.25, dd_guard=none, dd_exp=none",0.75,2.0,rolling_high,0.05,0.15,rebound_from_low,0.05,10,150,0.25,,none,none,2010-06-25 to 2019-12-31,953671.82,-50.83,1.891,2020-01-02 to 2026-05-20,272348.78,-60.6,1.817,2720088807.37,-60.6,1.82,0.945,34.55,1111,123
"unit=0.75, cap=2.00, anchor=rolling_high, add=5%/15%, sell=rebound_from_low 5%, max_days=10, trend_sma=150, trend_exp=0.25, dd_guard=0.35, dd_exp=0.25",0.75,2.0,rolling_high,0.05,0.15,rebound_from_low,0.05,10,150,0.25,0.35,0.25,35.0,2010-06-25 to 2019-12-31,516.71,-46.48,0.729,2020-01-02 to 2026-05-20,1043.06,-52.74,0.996,7279.14,-52.74,0.851,0.452,7.42,1111,123
"unit=0.75, cap=2.00, anchor=rolling_high, add=5%/15%, sell=rebound_from_low 5%, max_days=10, trend_sma=150, trend_exp=0.25, dd_guard=0.45, dd_exp=0.25",0.75,2.0,rolling_high,0.05,0.15,rebound_from_low,0.05,10,150,0.25,0.45,0.25,45.0,2010-06-25 to 2019-12-31,14284.29,-54.84,1.327,2020-01-02 to 2026-05-20,887.48,-58.92,0.899,148585.64,-58.92,1.128,0.615,16.4,1111,123
"unit=0.75, cap=2.00, anchor=rolling_high, add=5%/15%, sell=rebound_from_low 5%, max_days=10, trend_sma=200, trend_exp=0.25, dd_guard=none, dd_exp=none",0.75,2.0,rolling_high,0.05,0.15,rebound_from_low,0.05,10,200,0.25,,none,none,2010-06-25 to 2019-12-31,156194.74,-52.9,1.552,2020-01-02 to 2026-05-20,200135.38,-60.6,1.755,327596149.45,-60.6,1.625,0.961,35.58,1111,123
"unit=0.75, cap=2.00, anchor=rolling_high, add=5%/15%, sell=rebound_from_low 5%, max_days=10, trend_sma=200, trend_exp=0.25, dd_guard=0.35, dd_exp=0.25",0.75,2.0,rolling_high,0.05,0.15,rebound_from_low,0.05,10,200,0.25,0.35,0.25,35.0,2010-06-25 to 2019-12-31,516.71,-46.48,0.729,2020-01-02 to 2026-05-20,210.75,-60.39,0.616,1906.06,-60.39,0.672,0.429,6.58,1111,123
"unit=0.75, cap=2.00, anchor=rolling_high, add=5%/15%, sell=rebound_from_low 5%, max_days=10, trend_sma=200, trend_exp=0.25, dd_guard=0.45, dd_exp=0.25",0.75,2.0,rolling_high,0.05,0.15,rebound_from_low,0.05,10,200,0.25,0.45,0.25,45.0,2010-06-25 to 2019-12-31,10499.12,-54.84,1.257,2020-01-02 to 2026-05-20,90.72,-59.44,0.473,21060.58,-59.44,0.91,0.597,15.65,1111,123
"unit=0.75, cap=2.00, anchor=rolling_high, add=5%/15%, sell=rebound_from_low 5%, max_days=15, trend_sma=75, trend_exp=0.2, dd_guard=none, dd_exp=none",0.75,2.0,rolling_high,0.05,0.15,rebound_from_low,0.05,15,75,0.2,,none,none,2010-06-25 to 2019-12-31,7460547.41,-27.69,2.547,2020-01-02 to 2026-05-20,5798936.73,-34.89,2.615,452883110587.35,-34.89,2.532,0.838,28.3,1062,123
"unit=0.75, cap=2.00, anchor=rolling_high, add=5%/15%, sell=rebound_from_low 5%, max_days=15, trend_sma=75, trend_exp=0.2, dd_guard=0.35, dd_exp=0.25",0.75,2.0,rolling_high,0.05,0.15,rebound_from_low,0.05,15,75,0.2,0.35,0.25,35.0,2010-06-25 to 2019-12-31,7460547.41,-27.69,2.547,2020-01-02 to 2026-05-20,5798936.73,-34.89,2.615,452883110587.35,-34.89,2.532,0.838,28.3,1062,123
"unit=0.75, cap=2.00, anchor=rolling_high, add=5%/15%, sell=rebound_from_low 5%, max_days=15, trend_sma=75, trend_exp=0.2, dd_guard=0.45, dd_exp=0.25",0.75,2.0,rolling_high,0.05,0.15,rebound_from_low,0.05,15,75,0.2,0.45,0.25,45.0,2010-06-25 to 2019-12-31,7460547.41,-27.69,2.547,2020-01-02 to 2026-05-20,5798936.73,-34.89,2.615,452883110587.35,-34.89,2.532,0.838,28.3,1062,123
"unit=0.75, cap=2.00, anchor=rolling_high, add=5%/15%, sell=rebound_from_low 5%, max_days=15, trend_sma=75, trend_exp=0.25, dd_guard=none, dd_exp=none",0.75,2.0,rolling_high,0.05,0.15,rebound_from_low,0.05,15,75,0.25,,none,none,2010-06-25 to 2019-12-31,6075813.6,-27.69,2.491,2020-01-02 to 2026-05-20,4928515.95,-36.42,2.567,313465910064.18,-36.42,2.481,0.851,28.3,1062,123
"unit=0.75, cap=2.00, anchor=rolling_high, add=5%/15%, sell=rebound_from_low 5%, max_days=15, trend_sma=75, trend_exp=0.25, dd_guard=0.35, dd_exp=0.25",0.75,2.0,rolling_high,0.05,0.15,rebound_from_low,0.05,15,75,0.25,0.35,0.25,35.0,2010-06-25 to 2019-12-31,6075813.6,-27.69,2.491,2020-01-02 to 2026-05-20,4928515.95,-36.42,2.567,313465910064.18,-36.42,2.481,0.851,28.3,1062,123
"unit=0.75, cap=2.00, anchor=rolling_high, add=5%/15%, sell=rebound_from_low 5%, max_days=15, trend_sma=75, trend_exp=0.25, dd_guard=0.45, dd_exp=0.25",0.75,2.0,rolling_high,0.05,0.15,rebound_from_low,0.05,15,75,0.25,0.45,0.25,45.0,2010-06-25 to 2019-12-31,6075813.6,-27.69,2.491,2020-01-02 to 2026-05-20,4928515.95,-36.42,2.567,313465910064.18,-36.42,2.481,0.851,28.3,1062,123
"unit=0.75, cap=2.00, anchor=rolling_high, add=5%/15%, sell=rebound_from_low 5%, max_days=15, trend_sma=100, trend_exp=0.1, dd_guard=none, dd_exp=none",0.75,2.0,rolling_high,0.05,0.15,rebound_from_low,0.05,15,100,0.1,,none,none,2010-06-25 to 2019-12-31,2107947.93,-50.4,2.17,2020-01-02 to 2026-05-20,4738940.06,-42.68,2.456,104574214178.95,-50.4,2.27,0.852,30.9,1062,123
"unit=0.75, cap=2.00, anchor=rolling_high, add=5%/15%, sell=rebound_from_low 5%, max_days=15, trend_sma=100, trend_exp=0.1, dd_guard=0.35, dd_exp=0.25",0.75,2.0,rolling_high,0.05,0.15,rebound_from_low,0.05,15,100,0.1,0.35,0.25,35.0,2010-06-25 to 2019-12-31,971827.16,-47.34,2.088,2020-01-02 to 2026-05-20,838082.13,-42.68,2.192,8527581106.51,-47.34,2.102,0.786,27.5,1062,123
"unit=0.75, cap=2.00, anchor=rolling_high, add=5%/15%, sell=rebound_from_low 5%, max_days=15, trend_sma=100, trend_exp=0.1, dd_guard=0.45, dd_exp=0.25",0.75,2.0,rolling_high,0.05,0.15,rebound_from_low,0.05,15,100,0.1,0.45,0.25,45.0,2010-06-25 to 2019-12-31,886176.94,-52.08,2.064,2020-01-02 to 2026-05-20,4738940.06,-42.68,2.456,43965657847.34,-52.08,2.212,0.835,30.1,1062,123
"unit=0.75, cap=2.00, anchor=rolling_high, add=5%/15%, sell=rebound_from_low 5%, max_days=15, trend_sma=100, trend_exp=0.2, dd_guard=none, dd_exp=none",0.75,2.0,rolling_high,0.05,0.15,rebound_from_low,0.05,15,100,0.2,,none,none,2010-06-25 to 2019-12-31,1590439.28,-51.43,2.106,2020-01-02 to 2026-05-20,3659133.48,-43.7,2.393,60923980195.63,-51.43,2.207,0.876,30.9,1062,123
"unit=0.75, cap=2.00, anchor=rolling_high, add=5%/15%, sell=rebound_from_low 5%, max_days=15, trend_sma=100, trend_exp=0.2, dd_guard=0.35, dd_exp=0.25",0.75,2.0,rolling_high,0.05,0.15,rebound_from_low,0.05,15,100,0.2,0.35,0.25,35.0,2010-06-25 to 2019-12-31,690860.49,-48.43,2.01,2020-01-02 to 2026-05-20,590181.09,-44.47,2.115,4269390015.87,-48.43,2.026,0.811,27.55,1062,123
"unit=0.75, cap=2.00, anchor=rolling_high, add=5%/15%, sell=rebound_from_low 5%, max_days=15, trend_sma=100, trend_exp=0.2, dd_guard=0.45, dd_exp=0.25",0.75,2.0,rolling_high,0.05,0.15,rebound_from_low,0.05,15,100,0.2,0.45,0.25,45.0,2010-06-25 to 2019-12-31,694299.67,-53.07,2.005,2020-01-02 to 2026-05-20,3659133.48,-43.7,2.393,26598268920.32,-53.07,2.152,0.858,30.1,1062,123
"unit=0.75, cap=2.00, anchor=rolling_high, add=5%/15%, sell=rebound_from_low 5%, max_days=15, trend_sma=100, trend_exp=0.25, dd_guard=none, dd_exp=none",0.75,2.0,rolling_high,0.05,0.15,rebound_from_low,0.05,15,100,0.25,,none,none,2010-06-25 to 2019-12-31,1374716.85,-51.94,2.07,2020-01-02 to 2026-05-20,3185713.38,-44.2,2.357,45847844865.85,-51.94,2.172,0.888,30.9,1062,123
"unit=0.75, cap=2.00, anchor=rolling_high, add=5%/15%, sell=rebound_from_low 5%, max_days=15, trend_sma=100, trend_exp=0.25, dd_guard=0.35, dd_exp=0.25",0.75,2.0,rolling_high,0.05,0.15,rebound_from_low,0.05,15,100,0.25,0.35,0.25,35.0,2010-06-25 to 2019-12-31,595596.24,-48.97,1.972,2020-01-02 to 2026-05-20,524575.41,-46.11,2.082,3271668591.94,-48.97,1.992,0.822,27.55,1062,123
"unit=0.75, cap=2.00, anchor=rolling_high, add=5%/15%, sell=rebound_from_low 5%, max_days=15, trend_sma=100, trend_exp=0.25, dd_guard=0.45, dd_exp=0.25",0.75,2.0,rolling_high,0.05,0.15,rebound_from_low,0.05,15,100,0.25,0.45,0.25,45.0,2010-06-25 to 2019-12-31,605088.56,-53.56,1.97,2020-01-02 to 2026-05-20,3185713.38,-44.2,2.357,20182027396.85,-53.56,2.118,0.87,30.1,1062,123
"unit=0.75, cap=2.00, anchor=rolling_high, add=5%/15%, sell=rebound_from_low 5%, max_days=15, trend_sma=100, trend_exp=0.33, dd_guard=none, dd_exp=none",0.75,2.0,rolling_high,0.05,0.15,rebound_from_low,0.05,15,100,0.33,,none,none,2010-06-25 to 2019-12-31,1081330.52,-52.75,2.01,2020-01-02 to 2026-05-20,2519605.33,-45.01,2.294,28523454804.19,-52.75,2.111,0.907,30.9,1062,123
"unit=0.75, cap=2.00, anchor=rolling_high, add=5%/15%, sell=rebound_from_low 5%, max_days=15, trend_sma=100, trend_exp=0.33, dd_guard=0.35, dd_exp=0.25",0.75,2.0,rolling_high,0.05,0.15,rebound_from_low,0.05,15,100,0.33,0.35,0.25,35.0,2010-06-25 to 2019-12-31,480565.14,-48.97,1.916,2020-01-02 to 2026-05-20,1053.42,-52.32,0.998,5803319.48,-52.32,1.561,0.695,20.28,1062,123
"unit=0.75, cap=2.00, anchor=rolling_high, add=5%/15%, sell=rebound_from_low 5%, max_days=15, trend_sma=100, trend_exp=0.33, dd_guard=0.45, dd_exp=0.25",0.75,2.0,rolling_high,0.05,0.15,rebound_from_low,0.05,15,100,0.33,0.45,0.25,45.0,2010-06-25 to 2019-12-31,488224.46,-53.56,1.914,2020-01-02 to 2026-05-20,2511338.85,-45.01,2.293,12837629245.49,-53.56,2.059,0.888,30.1,1062,123
"unit=0.75, cap=2.00, anchor=rolling_high, add=5%/15%, sell=rebound_from_low 5%, max_days=15, trend_sma=125, trend_exp=0.25, dd_guard=none, dd_exp=none",0.75,2.0,rolling_high,0.05,0.15,rebound_from_low,0.05,15,125,0.25,,none,none,2010-06-25 to 2019-12-31,1352519.17,-50.83,2.021,2020-01-02 to 2026-05-20,689265.61,-51.55,2.024,9760653585.11,-51.55,1.984,0.917,32.9,1062,123
"unit=0.75, cap=2.00, anchor=rolling_high, add=5%/15%, sell=rebound_from_low 5%, max_days=15, trend_sma=125, trend_exp=0.25, dd_guard=0.35, dd_exp=0.25",0.75,2.0,rolling_high,0.05,0.15,rebound_from_low,0.05,15,125,0.25,0.35,0.25,35.0,2010-06-25 to 2019-12-31,765.18,-48.97,0.788,2020-01-02 to 2026-05-20,1079.18,-52.74,1.006,10579.21,-52.74,0.887,0.483,9.22,1062,123
"unit=0.75, cap=2.00, anchor=rolling_high, add=5%/15%, sell=rebound_from_low 5%, max_days=15, trend_sma=125, trend_exp=0.25, dd_guard=0.45, dd_exp=0.25",0.75,2.0,rolling_high,0.05,0.15,rebound_from_low,0.05,15,125,0.25,0.45,0.25,45.0,2010-06-25 to 2019-12-31,467851.25,-53.56,1.877,2020-01-02 to 2026-05-20,9395.88,-56.35,1.384,46514553.99,-56.35,1.648,0.792,26.22,1062,123
"unit=0.75, cap=2.00, anchor=rolling_high, add=5%/15%, sell=rebound_from_low 5%, max_days=15, trend_sma=150, trend_exp=0.25, dd_guard=none, dd_exp=none",0.75,2.0,rolling_high,0.05,0.15,rebound_from_low,0.05,15,150,0.25,,none,none,2010-06-25 to 2019-12-31,947982.56,-50.83,1.889,2020-01-02 to 2026-05-20,276952.95,-60.6,1.82,2749556644.42,-60.6,1.82,0.946,34.58,1062,123
"unit=0.75, cap=2.00, anchor=rolling_high, add=5%/15%, sell=rebound_from_low 5%, max_days=15, trend_sma=150, trend_exp=0.25, dd_guard=0.35, dd_exp=0.25",0.75,2.0,rolling_high,0.05,0.15,rebound_from_low,0.05,15,150,0.25,0.35,0.25,35.0,2010-06-25 to 2019-12-31,516.71,-46.48,0.729,2020-01-02 to 2026-05-20,1043.06,-52.74,0.996,7279.14,-52.74,0.851,0.452,7.42,1062,123
"unit=0.75, cap=2.00, anchor=rolling_high, add=5%/15%, sell=rebound_from_low 5%, max_days=15, trend_sma=150, trend_exp=0.25, dd_guard=0.45, dd_exp=0.25",0.75,2.0,rolling_high,0.05,0.15,rebound_from_low,0.05,15,150,0.25,0.45,0.25,45.0,2010-06-25 to 2019-12-31,372.31,-54.84,0.631,2020-01-02 to 2026-05-20,887.48,-58.92,0.899,4782.13,-58.92,0.754,0.498,9.85,1062,123
"unit=0.75, cap=2.00, anchor=rolling_high, add=5%/15%, sell=rebound_from_low 5%, max_days=15, trend_sma=200, trend_exp=0.25, dd_guard=none, dd_exp=none",0.75,2.0,rolling_high,0.05,0.15,rebound_from_low,0.05,15,200,0.25,,none,none,2010-06-25 to 2019-12-31,160713.1,-52.9,1.557,2020-01-02 to 2026-05-20,203519.2,-60.6,1.758,342762871.0,-60.6,1.628,0.962,35.6,1062,123
"unit=0.75, cap=2.00, anchor=rolling_high, add=5%/15%, sell=rebound_from_low 5%, max_days=15, trend_sma=200, trend_exp=0.25, dd_guard=0.35, dd_exp=0.25",0.75,2.0,rolling_high,0.05,0.15,rebound_from_low,0.05,15,200,0.25,0.35,0.25,35.0,2010-06-25 to 2019-12-31,516.71,-46.48,0.729,2020-01-02 to 2026-05-20,210.75,-60.39,0.616,1906.06,-60.39,0.672,0.429,6.58,1062,123
"unit=0.75, cap=2.00, anchor=rolling_high, add=5%/15%, sell=rebound_from_low 5%, max_days=15, trend_sma=200, trend_exp=0.25, dd_guard=0.45, dd_exp=0.25",0.75,2.0,rolling_high,0.05,0.15,rebound_from_low,0.05,15,200,0.25,0.45,0.25,45.0,2010-06-25 to 2019-12-31,372.31,-54.84,0.631,2020-01-02 to 2026-05-20,90.72,-59.44,0.473,842.95,-59.44,0.542,0.479,9.0,1062,123
"unit=0.75, cap=2.00, anchor=rolling_high, add=5%/15%, sell=rebound_from_low 5%, max_days=20, trend_sma=75, trend_exp=0.2, dd_guard=none, dd_exp=none",0.75,2.0,rolling_high,0.05,0.15,rebound_from_low,0.05,20,75,0.2,,none,none,2010-06-25 to 2019-12-31,7649061.15,-27.69,2.551,2020-01-02 to 2026-05-20,5798936.73,-34.89,2.615,464326446061.57,-34.89,2.534,0.838,28.32,1050,123
"unit=0.75, cap=2.00, anchor=rolling_high, add=5%/15%, sell=rebound_from_low 5%, max_days=20, trend_sma=75, trend_exp=0.2, dd_guard=0.35, dd_exp=0.25",0.75,2.0,rolling_high,0.05,0.15,rebound_from_low,0.05,20,75,0.2,0.35,0.25,35.0,2010-06-25 to 2019-12-31,7649061.15,-27.69,2.551,2020-01-02 to 2026-05-20,5798936.73,-34.89,2.615,464326446061.57,-34.89,2.534,0.838,28.32,1050,123
"unit=0.75, cap=2.00, anchor=rolling_high, add=5%/15%, sell=rebound_from_low 5%, max_days=20, trend_sma=75, trend_exp=0.2, dd_guard=0.45, dd_exp=0.25",0.75,2.0,rolling_high,0.05,0.15,rebound_from_low,0.05,20,75,0.2,0.45,0.25,45.0,2010-06-25 to 2019-12-31,7649061.15,-27.69,2.551,2020-01-02 to 2026-05-20,5798936.73,-34.89,2.615,464326446061.57,-34.89,2.534,0.838,28.32,1050,123
"unit=0.75, cap=2.00, anchor=rolling_high, add=5%/15%, sell=rebound_from_low 5%, max_days=20, trend_sma=75, trend_exp=0.25, dd_guard=none, dd_exp=none",0.75,2.0,rolling_high,0.05,0.15,rebound_from_low,0.05,20,75,0.25,,none,none,2010-06-25 to 2019-12-31,6229338.24,-27.69,2.496,2020-01-02 to 2026-05-20,4928515.95,-36.42,2.567,321386487107.33,-36.42,2.484,0.852,28.32,1050,123
"unit=0.75, cap=2.00, anchor=rolling_high, add=5%/15%, sell=rebound_from_low 5%, max_days=20, trend_sma=75, trend_exp=0.25, dd_guard=0.35, dd_exp=0.25",0.75,2.0,rolling_high,0.05,0.15,rebound_from_low,0.05,20,75,0.25,0.35,0.25,35.0,2010-06-25 to 2019-12-31,6229338.24,-27.69,2.496,2020-01-02 to 2026-05-20,4928515.95,-36.42,2.567,321386487107.33,-36.42,2.484,0.852,28.32,1050,123
"unit=0.75, cap=2.00, anchor=rolling_high, add=5%/15%, sell=rebound_from_low 5%, max_days=20, trend_sma=75, trend_exp=0.25, dd_guard=0.45, dd_exp=0.25",0.75,2.0,rolling_high,0.05,0.15,rebound_from_low,0.05,20,75,0.25,0.45,0.25,45.0,2010-06-25 to 2019-12-31,6229338.24,-27.69,2.496,2020-01-02 to 2026-05-20,4928515.95,-36.42,2.567,321386487107.33,-36.42,2.484,0.852,28.32,1050,123
"unit=0.75, cap=2.00, anchor=rolling_high, add=5%/15%, sell=rebound_from_low 5%, max_days=20, trend_sma=100, trend_exp=0.1, dd_guard=none, dd_exp=none",0.75,2.0,rolling_high,0.05,0.15,rebound_from_low,0.05,20,100,0.1,,none,none,2010-06-25 to 2019-12-31,2161213.55,-50.4,2.175,2020-01-02 to 2026-05-20,4738940.06,-42.68,2.456,107216568878.66,-50.4,2.272,0.853,30.93,1050,123
"unit=0.75, cap=2.00, anchor=rolling_high, add=5%/15%, sell=rebound_from_low 5%, max_days=20, trend_sma=100, trend_exp=0.1, dd_guard=0.35, dd_exp=0.25",0.75,2.0,rolling_high,0.05,0.15,rebound_from_low,0.05,20,100,0.1,0.35,0.25,35.0,2010-06-25 to 2019-12-31,996385.56,-47.34,2.093,2020-01-02 to 2026-05-20,838082.13,-42.68,2.192,8743053863.67,-47.34,2.104,0.787,27.52,1050,123
"unit=0.75, cap=2.00, anchor=rolling_high, add=5%/15%, sell=rebound_from_low 5%, max_days=20, trend_sma=100, trend_exp=0.1, dd_guard=0.45, dd_exp=0.25",0.75,2.0,rolling_high,0.05,0.15,rebound_from_low,0.05,20,100,0.1,0.45,0.25,45.0,2010-06-25 to 2019-12-31,908571.16,-52.08,2.069,2020-01-02 to 2026-05-20,4738940.06,-42.68,2.456,45076570931.46,-52.08,2.214,0.835,30.12,1050,123
"unit=0.75, cap=2.00, anchor=rolling_high, add=5%/15%, sell=rebound_from_low 5%, max_days=20, trend_sma=100, trend_exp=0.2, dd_guard=none, dd_exp=none",0.75,2.0,rolling_high,0.05,0.15,rebound_from_low,0.05,20,100,0.2,,none,none,2010-06-25 to 2019-12-31,1630628.62,-51.43,2.11,2020-01-02 to 2026-05-20,3659133.48,-43.7,2.393,62463391863.88,-51.43,2.209,0.877,30.93,1050,123
"unit=0.75, cap=2.00, anchor=rolling_high, add=5%/15%, sell=rebound_from_low 5%, max_days=20, trend_sma=100, trend_exp=0.2, dd_guard=0.35, dd_exp=0.25",0.75,2.0,rolling_high,0.05,0.15,rebound_from_low,0.05,20,100,0.2,0.35,0.25,35.0,2010-06-25 to 2019-12-31,708319.51,-48.43,2.014,2020-01-02 to 2026-05-20,590181.09,-44.47,2.115,4377267881.51,-48.43,2.029,0.811,27.57,1050,123
"unit=0.75, cap=2.00, anchor=rolling_high, add=5%/15%, sell=rebound_from_low 5%, max_days=20, trend_sma=100, trend_exp=0.2, dd_guard=0.45, dd_exp=0.25",0.75,2.0,rolling_high,0.05,0.15,rebound_from_low,0.05,20,100,0.2,0.45,0.25,45.0,2010-06-25 to 2019-12-31,711845.58,-53.07,2.01,2020-01-02 to 2026-05-20,3659133.48,-43.7,2.393,27270347229.82,-53.07,2.155,0.859,30.12,1050,123
"unit=0.75, cap=2.00, anchor=rolling_high, add=5%/15%, sell=rebound_from_low 5%, max_days=20, trend_sma=100, trend_exp=0.25, dd_guard=none, dd_exp=none",0.75,2.0,rolling_high,0.05,0.15,rebound_from_low,0.05,20,100,0.25,,none,none,2010-06-25 to 2019-12-31,1409455.37,-51.94,2.075,2020-01-02 to 2026-05-20,3185713.38,-44.2,2.357,47006316573.74,-51.94,2.174,0.889,30.93,1050,123
"unit=0.75, cap=2.00, anchor=rolling_high, add=5%/15%, sell=rebound_from_low 5%, max_days=20, trend_sma=100, trend_exp=0.25, dd_guard=0.35, dd_exp=0.25",0.75,2.0,rolling_high,0.05,0.15,rebound_from_low,0.05,20,100,0.25,0.35,0.25,35.0,2010-06-25 to 2019-12-31,610648.15,-48.97,1.977,2020-01-02 to 2026-05-20,524575.41,-46.11,2.082,3354336285.92,-48.97,1.994,0.823,27.57,1050,123
"unit=0.75, cap=2.00, anchor=rolling_high, add=5%/15%, sell=rebound_from_low 5%, max_days=20, trend_sma=100, trend_exp=0.25, dd_guard=0.45, dd_exp=0.25",0.75,2.0,rolling_high,0.05,0.15,rebound_from_low,0.05,20,100,0.25,0.45,0.25,45.0,2010-06-25 to 2019-12-31,620380.31,-53.56,1.975,2020-01-02 to 2026-05-20,3185713.38,-44.2,2.357,20691981744.33,-53.56,2.12,0.871,30.12,1050,123
"unit=0.75, cap=2.00, anchor=rolling_high, add=5%/15%, sell=rebound_from_low 5%, max_days=20, trend_sma=100, trend_exp=0.33, dd_guard=none, dd_exp=none",0.75,2.0,rolling_high,0.05,0.15,rebound_from_low,0.05,20,100,0.33,,none,none,2010-06-25 to 2019-12-31,1108655.83,-52.75,2.014,2020-01-02 to 2026-05-20,2519605.33,-45.01,2.294,29244178221.89,-52.75,2.114,0.908,30.93,1050,123
