signal_date,execution_date,execution_type,action,symbol,units_after,price,drop_from_anchor_pct,from_symbol,to_symbol,units_before,reason
2014-10-10,2014-10-10,signal_close_after_hours_proxy,BUY_EXTRA_2,TQQQ,3.0,1.4891,-16.72,,,,
2014-10-23,2014-10-23,signal_close_after_hours_proxy,SELL_EXTRAS,TQQQ,1.0,1.6483,,,,3.0,extra shares max holding days 10
2014-10-23,2014-10-23,signal_close_after_hours_proxy,BUY_EXTRA_1,TQQQ,2.0,1.6483,-7.82,,,,
2014-11-03,2014-11-03,signal_close_after_hours_proxy,SELL_EXTRAS,TQQQ,1.0,1.8492,,,,2.0,extra shares profit >= 12%
2014-12-10,2014-12-10,signal_close_after_hours_proxy,BUY_EXTRA_1,TQQQ,2.0,1.9272,-7.88,,,,
2014-12-16,2014-12-16,signal_close_after_hours_proxy,BUY_EXTRA_2,TQQQ,3.0,1.7448,-16.6,,,,
2014-12-24,2014-12-24,signal_close_after_hours_proxy,SELL_EXTRAS,TQQQ,1.0,1.9987,,,,3.0,extra shares max holding days 10
2014-12-31,2014-12-31,signal_close_after_hours_proxy,BUY_EXTRA_1,TQQQ,2.0,1.9349,-7.51,,,,
2015-01-06,2015-01-06,signal_close_after_hours_proxy,BUY_EXTRA_2,TQQQ,3.0,1.76,-15.87,,,,
2015-01-15,2015-01-15,signal_close_after_hours_proxy,SELL_EXTRAS,TQQQ,1.0,1.7332,,,,3.0,extra shares max holding days 10
2015-01-15,2015-01-15,signal_close_after_hours_proxy,BUY_EXTRA_1,TQQQ,2.0,1.7332,-17.15,,,,
2015-01-22,2015-01-22,signal_close_after_hours_proxy,SELL_EXTRAS,TQQQ,1.0,1.9665,,,,2.0,extra shares profit >= 12%
2015-01-22,2015-01-22,signal_close_after_hours_proxy,BUY_EXTRA_1,TQQQ,2.0,1.9665,-6.0,,,,
2015-02-03,2015-02-03,signal_close_after_hours_proxy,RESET_ON_ROTATION,,,1.8516,,TQQQ,SOXL,2.0,
2015-03-03,2015-03-03,signal_close_after_hours_proxy,BUY_EXTRA_1,SOXL,2.0,2.3252,-5.78,,,,
2015-03-17,2015-03-17,signal_close_after_hours_proxy,SELL_EXTRAS,SOXL,1.0,2.2529,,,,2.0,extra shares max holding days 10
2015-03-17,2015-03-17,signal_close_after_hours_proxy,BUY_EXTRA_1,SOXL,2.0,2.2529,-8.71,,,,
2015-03-25,2015-03-25,signal_close_after_hours_proxy,BUY_EXTRA_2,SOXL,3.0,1.9788,-19.81,,,,
2015-03-31,2015-03-31,signal_close_after_hours_proxy,SELL_EXTRAS,SOXL,1.0,2.0633,,,,3.0,extra shares max holding days 10
2015-03-31,2015-03-31,signal_close_after_hours_proxy,BUY_EXTRA_1,SOXL,2.0,2.0633,-16.39,,,,
2015-04-01,2015-04-01,signal_close_after_hours_proxy,BUY_EXTRA_2,SOXL,3.0,2.0245,-17.96,,,,
2015-04-02,2015-04-02,signal_close_after_hours_proxy,RESET_ON_ROTATION,,,2.0139,,SOXL,TQQQ,3.0,
2015-04-17,2015-04-17,signal_close_after_hours_proxy,BUY_EXTRA_1,TQQQ,2.0,2.061,-5.01,,,,
2015-04-24,2015-04-24,signal_close_after_hours_proxy,SELL_EXTRAS,TQQQ,1.0,2.3305,,,,2.0,extra shares profit >= 12%
2015-04-30,2015-04-30,signal_close_after_hours_proxy,BUY_EXTRA_1,TQQQ,2.0,2.1506,-7.72,,,,
2015-05-14,2015-05-14,signal_close_after_hours_proxy,SELL_EXTRAS,TQQQ,1.0,2.262,,,,2.0,extra shares max holding days 10
2015-06-08,2015-06-08,signal_close_after_hours_proxy,BUY_EXTRA_1,TQQQ,2.0,2.1704,-7.4,,,,
2015-06-22,2015-06-22,signal_close_after_hours_proxy,SELL_EXTRAS,TQQQ,1.0,2.335,,,,2.0,extra shares max holding days 10
2015-06-29,2015-06-29,signal_close_after_hours_proxy,BUY_EXTRA_1,TQQQ,2.0,2.0884,-10.9,,,,
2015-07-14,2015-07-14,signal_close_after_hours_proxy,SELL_EXTRAS,TQQQ,1.0,2.2915,,,,2.0,extra shares max holding days 10
2015-07-24,2015-07-24,signal_close_after_hours_proxy,BUY_EXTRA_1,TQQQ,2.0,2.3424,-7.41,,,,
2015-08-07,2015-08-07,signal_close_after_hours_proxy,SELL_EXTRAS,TQQQ,1.0,2.2872,,,,2.0,extra shares max holding days 10
2015-08-07,2015-08-07,signal_close_after_hours_proxy,BUY_EXTRA_1,TQQQ,2.0,2.2872,-9.59,,,,
2015-08-20,2015-08-20,signal_close_after_hours_proxy,BUY_EXTRA_2,TQQQ,3.0,2.0846,-17.6,,,,
2015-08-21,2015-08-21,signal_close_after_hours_proxy,SELL_EXTRAS,TQQQ,1.0,1.8253,,,,3.0,extra shares max holding days 10
2015-08-21,2015-08-21,signal_close_after_hours_proxy,BUY_EXTRA_1,TQQQ,2.0,1.8253,-27.85,,,,
2015-08-24,2015-08-24,signal_close_after_hours_proxy,BUY_EXTRA_2,TQQQ,3.0,1.609,-36.4,,,,
2015-08-25,2015-08-25,signal_close_after_hours_proxy,RESET_ON_ROTATION,,,1.038,,TQQQ,SOXL,3.0,
2015-08-26,2015-08-26,signal_close_after_hours_proxy,RESET_ON_ROTATION,,,1.817,,SOXL,TQQQ,1.0,
2015-09-01,2015-09-01,signal_close_after_hours_proxy,BUY_EXTRA_1,TQQQ,2.0,1.7137,-12.52,,,,
2015-09-11,2015-09-11,signal_close_after_hours_proxy,SELL_EXTRAS,TQQQ,1.0,1.9343,,,,2.0,extra shares profit >= 12%
2015-09-22,2015-09-22,signal_close_after_hours_proxy,BUY_EXTRA_1,TQQQ,2.0,1.8674,-7.68,,,,
2015-09-28,2015-09-28,signal_close_after_hours_proxy,BUY_EXTRA_2,TQQQ,3.0,1.6484,-18.51,,,,
2015-10-06,2015-10-06,signal_close_after_hours_proxy,SELL_EXTRAS,TQQQ,1.0,1.9033,,,,3.0,extra shares max holding days 10
2015-10-06,2015-10-06,signal_close_after_hours_proxy,BUY_EXTRA_1,TQQQ,2.0,1.9033,-5.9,,,,
2015-10-20,2015-10-20,signal_close_after_hours_proxy,SELL_EXTRAS,TQQQ,1.0,2.0735,,,,2.0,extra shares max holding days 10
2015-11-12,2015-11-12,signal_close_after_hours_proxy,BUY_EXTRA_1,TQQQ,2.0,2.2923,-7.62,,,,
2015-11-27,2015-11-27,signal_close_after_hours_proxy,SELL_EXTRAS,TQQQ,1.0,2.4224,,,,2.0,extra shares max holding days 10
2015-12-03,2015-12-03,signal_close_after_hours_proxy,BUY_EXTRA_1,TQQQ,2.0,2.3094,-6.93,,,,
2015-12-17,2015-12-17,signal_close_after_hours_proxy,SELL_EXTRAS,TQQQ,1.0,2.2848,,,,2.0,extra shares max holding days 10
2015-12-17,2015-12-17,signal_close_after_hours_proxy,BUY_EXTRA_1,TQQQ,2.0,2.2848,-7.92,,,,
2016-01-04,2016-01-04,signal_close_after_hours_proxy,SELL_EXTRAS,TQQQ,1.0,2.1297,,,,2.0,extra shares max holding days 10
2016-01-04,2016-01-04,signal_close_after_hours_proxy,BUY_EXTRA_1,TQQQ,2.0,2.1297,-14.17,,,,
2016-01-06,2016-01-06,signal_close_after_hours_proxy,BUY_EXTRA_2,TQQQ,3.0,2.0541,-17.22,,,,
2016-01-19,2016-01-19,signal_close_after_hours_proxy,SELL_EXTRAS,TQQQ,1.0,1.6452,,,,3.0,extra shares max holding days 10
2016-01-19,2016-01-19,signal_close_after_hours_proxy,BUY_EXTRA_1,TQQQ,2.0,1.6452,-33.7,,,,
2016-01-20,2016-01-20,signal_close_after_hours_proxy,BUY_EXTRA_2,TQQQ,3.0,1.6303,-34.3,,,,
2016-02-02,2016-02-02,signal_close_after_hours_proxy,SELL_EXTRAS,TQQQ,1.0,1.6849,,,,3.0,extra shares max holding days 10
2016-02-02,2016-02-02,signal_close_after_hours_proxy,BUY_EXTRA_1,TQQQ,2.0,1.6849,-32.1,,,,
2016-02-03,2016-02-03,signal_close_after_hours_proxy,BUY_EXTRA_2,TQQQ,3.0,1.6611,-33.06,,,,
2016-02-09,2016-02-09,signal_close_after_hours_proxy,RESET_ON_ROTATION,,,0.9786,,TQQQ,SOXL,3.0,
2016-02-10,2016-02-10,signal_close_after_hours_proxy,RESET_ON_ROTATION,,,1.4198,,SOXL,TQQQ,1.0,
2016-03-02,2016-03-02,signal_close_after_hours_proxy,RESET_ON_ROTATION,,,1.4141,,TQQQ,SOXL,1.0,
2016-03-08,2016-03-08,signal_close_after_hours_proxy,BUY_EXTRA_1,SOXL,2.0,1.3777,-6.81,,,,
2016-03-17,2016-03-17,signal_close_after_hours_proxy,SELL_EXTRAS,SOXL,1.0,1.564,,,,2.0,extra shares profit >= 12%
2016-04-07,2016-04-07,signal_close_after_hours_proxy,BUY_EXTRA_1,SOXL,2.0,1.567,-6.21,,,,
2016-04-21,2016-04-21,signal_close_after_hours_proxy,SELL_EXTRAS,SOXL,1.0,1.5646,,,,2.0,extra shares max holding days 10
2016-04-21,2016-04-21,signal_close_after_hours_proxy,BUY_EXTRA_1,SOXL,2.0,1.5646,-7.5,,,,
2016-04-29,2016-04-29,signal_close_after_hours_proxy,BUY_EXTRA_2,SOXL,3.0,1.4075,-16.79,,,,
2016-05-05,2016-05-05,signal_close_after_hours_proxy,SELL_EXTRAS,SOXL,1.0,1.3492,,,,3.0,extra shares max holding days 10
2016-05-05,2016-05-05,signal_close_after_hours_proxy,BUY_EXTRA_1,SOXL,2.0,1.3492,-20.23,,,,
2016-05-06,2016-05-06,signal_close_after_hours_proxy,BUY_EXTRA_2,SOXL,3.0,1.3547,-19.91,,,,
2016-05-19,2016-05-19,signal_close_after_hours_proxy,SELL_EXTRAS,SOXL,1.0,1.4014,,,,3.0,extra shares max holding days 10
2016-05-19,2016-05-19,signal_close_after_hours_proxy,BUY_EXTRA_1,SOXL,2.0,1.4014,-17.14,,,,
2016-05-24,2016-05-24,signal_close_after_hours_proxy,SELL_EXTRAS,SOXL,1.0,1.6787,,,,2.0,extra shares profit >= 12%
2016-06-10,2016-06-10,signal_close_after_hours_proxy,BUY_EXTRA_1,SOXL,2.0,1.78,-5.02,,,,
2016-06-24,2016-06-24,signal_close_after_hours_proxy,SELL_EXTRAS,SOXL,1.0,1.5895,,,,2.0,extra shares max holding days 10
2016-06-24,2016-06-24,signal_close_after_hours_proxy,BUY_EXTRA_1,SOXL,2.0,1.5895,-16.88,,,,
2016-06-27,2016-06-27,signal_close_after_hours_proxy,BUY_EXTRA_2,SOXL,3.0,1.4002,-26.78,,,,
2016-06-30,2016-06-30,signal_close_after_hours_proxy,SELL_EXTRAS,SOXL,1.0,1.6908,,,,3.0,extra shares profit >= 12%
2016-06-30,2016-06-30,signal_close_after_hours_proxy,BUY_EXTRA_1,SOXL,2.0,1.6908,-11.58,,,,
2016-07-05,2016-07-05,signal_close_after_hours_proxy,BUY_EXTRA_2,SOXL,3.0,1.5537,-18.75,,,,
2016-07-12,2016-07-12,signal_close_after_hours_proxy,SELL_EXTRAS,SOXL,1.0,1.8849,,,,3.0,extra shares profit >= 12%
2016-08-02,2016-08-02,signal_close_after_hours_proxy,BUY_EXTRA_1,SOXL,2.0,2.1804,-7.8,,,,
2016-08-15,2016-08-15,signal_close_after_hours_proxy,SELL_EXTRAS,SOXL,1.0,2.4971,,,,2.0,extra shares profit >= 12%
2016-09-09,2016-09-09,signal_close_after_hours_proxy,BUY_EXTRA_1,SOXL,2.0,2.289,-14.56,,,,
2016-09-15,2016-09-15,signal_close_after_hours_proxy,SELL_EXTRAS,SOXL,1.0,2.5905,,,,2.0,extra shares profit >= 12%
2016-09-26,2016-09-26,signal_close_after_hours_proxy,BUY_EXTRA_1,SOXL,2.0,2.5359,-6.19,,,,
2016-09-30,2016-09-30,signal_close_after_hours_proxy,SELL_EXTRAS,SOXL,1.0,2.9187,,,,2.0,extra shares profit >= 12%
2016-10-11,2016-10-11,signal_close_after_hours_proxy,BUY_EXTRA_1,SOXL,2.0,2.7112,-8.18,,,,
2016-10-25,2016-10-25,signal_close_after_hours_proxy,SELL_EXTRAS,SOXL,1.0,2.8356,,,,2.0,extra shares max holding days 10
2016-10-27,2016-10-27,signal_close_after_hours_proxy,BUY_EXTRA_1,SOXL,2.0,2.7816,-5.79,,,,
2016-11-10,2016-11-10,signal_close_after_hours_proxy,SELL_EXTRAS,SOXL,1.0,2.6032,,,,2.0,extra shares max holding days 10
2016-11-10,2016-11-10,signal_close_after_hours_proxy,BUY_EXTRA_1,SOXL,2.0,2.6032,-11.83,,,,
2016-11-15,2016-11-15,signal_close_after_hours_proxy,SELL_EXTRAS,SOXL,1.0,3.0127,,,,2.0,extra shares profit >= 12%
2016-12-01,2016-12-01,signal_close_after_hours_proxy,BUY_EXTRA_1,SOXL,2.0,2.8799,-17.5,,,,
2016-12-06,2016-12-06,signal_close_after_hours_proxy,SELL_EXTRAS,SOXL,1.0,3.2293,,,,2.0,extra shares profit >= 12%
2016-12-06,2016-12-06,signal_close_after_hours_proxy,BUY_EXTRA_1,SOXL,2.0,3.2293,-7.49,,,,
2016-12-15,2016-12-15,signal_close_after_hours_proxy,SELL_EXTRAS,SOXL,1.0,3.6898,,,,2.0,extra shares profit >= 12%
2016-12-28,2016-12-28,signal_close_after_hours_proxy,BUY_EXTRA_1,SOXL,2.0,3.8093,-5.81,,,,
2017-01-12,2017-01-12,signal_close_after_hours_proxy,SELL_EXTRAS,SOXL,1.0,3.7642,,,,2.0,extra shares max holding days 10
2017-01-12,2017-01-12,signal_close_after_hours_proxy,BUY_EXTRA_1,SOXL,2.0,3.7642,-6.93,,,,
2017-01-25,2017-01-25,signal_close_after_hours_proxy,SELL_EXTRAS,SOXL,1.0,4.225,,,,2.0,extra shares profit >= 12%
2017-01-31,2017-01-31,signal_close_after_hours_proxy,BUY_EXTRA_1,SOXL,2.0,4.075,-5.43,,,,
2017-02-14,2017-02-14,signal_close_after_hours_proxy,SELL_EXTRAS,SOXL,1.0,4.3051,,,,2.0,extra shares max holding days 10
2017-02-24,2017-02-24,signal_close_after_hours_proxy,BUY_EXTRA_1,SOXL,2.0,4.4532,-5.13,,,,
2017-03-10,2017-03-10,signal_close_after_hours_proxy,SELL_EXTRAS,SOXL,1.0,4.7094,,,,2.0,extra shares max holding days 10
2017-03-21,2017-03-21,signal_close_after_hours_proxy,BUY_EXTRA_1,SOXL,2.0,4.6585,-6.96,,,,
2017-04-04,2017-04-04,signal_close_after_hours_proxy,RESET_ON_ROTATION,,,3.5116,,SOXL,TQQQ,2.0,
2017-05-17,2017-05-17,signal_close_after_hours_proxy,BUY_EXTRA_1,TQQQ,2.0,3.7801,-7.57,,,,
2017-06-01,2017-06-01,signal_close_after_hours_proxy,SELL_EXTRAS,TQQQ,1.0,4.2694,,,,2.0,extra shares max holding days 10
2017-06-09,2017-06-09,signal_close_after_hours_proxy,BUY_EXTRA_1,TQQQ,2.0,4.1014,-7.23,,,,
2017-06-23,2017-06-23,signal_close_after_hours_proxy,SELL_EXTRAS,TQQQ,1.0,4.2209,,,,2.0,extra shares max holding days 10
2017-06-26,2017-06-26,signal_close_after_hours_proxy,BUY_EXTRA_1,TQQQ,2.0,4.1649,-5.79,,,,
2017-07-11,2017-07-11,signal_close_after_hours_proxy,SELL_EXTRAS,TQQQ,1.0,4.0052,,,,2.0,extra shares max holding days 10
2017-07-11,2017-07-11,signal_close_after_hours_proxy,BUY_EXTRA_1,TQQQ,2.0,4.0052,-9.41,,,,
2017-07-24,2017-07-24,signal_close_after_hours_proxy,SELL_EXTRAS,TQQQ,1.0,4.5084,,,,2.0,extra shares profit >= 12%
2017-08-02,2017-08-02,signal_close_after_hours_proxy,RESET_ON_ROTATION,,,5.8929,,TQQQ,SOXL,1.0,
2017-08-10,2017-08-10,signal_close_after_hours_proxy,BUY_EXTRA_1,SOXL,2.0,5.5071,-10.2,,,,
2017-08-24,2017-08-24,signal_close_after_hours_proxy,SELL_EXTRAS,SOXL,1.0,5.8802,,,,2.0,extra shares max holding days 10
2017-08-25,2017-08-25,signal_close_after_hours_proxy,BUY_EXTRA_1,SOXL,2.0,5.7925,-5.55,,,,
2017-09-05,2017-09-05,signal_close_after_hours_proxy,RESET_ON_ROTATION,,,4.46,,SOXL,TQQQ,2.0,
2017-09-25,2017-09-25,signal_close_after_hours_proxy,BUY_EXTRA_1,TQQQ,2.0,4.3039,-6.7,,,,
2017-10-09,2017-10-09,signal_close_after_hours_proxy,SELL_EXTRAS,TQQQ,1.0,4.7281,,,,2.0,extra shares max holding days 10
2017-11-02,2017-11-02,signal_close_after_hours_proxy,RESET_ON_ROTATION,,,9.4403,,TQQQ,SOXL,1.0,
2017-11-09,2017-11-09,signal_close_after_hours_proxy,BUY_EXTRA_1,SOXL,2.0,9.8071,-6.09,,,,
2017-11-24,2017-11-24,signal_close_after_hours_proxy,SELL_EXTRAS,SOXL,1.0,10.8883,,,,2.0,extra shares max holding days 10
2017-11-29,2017-11-29,signal_close_after_hours_proxy,BUY_EXTRA_1,SOXL,2.0,9.0927,-16.49,,,,
2017-12-01,2017-12-01,signal_close_after_hours_proxy,BUY_EXTRA_2,SOXL,3.0,8.9439,-17.86,,,,
2017-12-05,2017-12-05,signal_close_after_hours_proxy,RESET_ON_ROTATION,,,5.1943,,SOXL,TQQQ,3.0,
2017-12-06,2017-12-06,signal_close_after_hours_proxy,RESET_ON_ROTATION,,,8.3897,,TQQQ,SOXL,1.0,
2017-12-26,2017-12-26,signal_close_after_hours_proxy,BUY_EXTRA_1,SOXL,2.0,8.8966,-6.28,,,,
2018-01-03,2018-01-03,signal_close_after_hours_proxy,RESET_ON_ROTATION,,,5.9616,,SOXL,TQQQ,2.0,
2018-02-01,2018-02-01,signal_close_after_hours_proxy,BUY_EXTRA_1,TQQQ,2.0,6.8596,-5.09,,,,
2018-02-05,2018-02-05,signal_close_after_hours_proxy,BUY_EXTRA_2,TQQQ,3.0,5.6971,-21.18,,,,
2018-02-09,2018-02-09,signal_close_after_hours_proxy,RESET_ON_ROTATION,,,8.4888,,TQQQ,SOXL,3.0,
2018-02-12,2018-02-12,signal_close_after_hours_proxy,RESET_ON_ROTATION,,,5.709,,SOXL,TQQQ,1.0,
2018-02-28,2018-02-28,signal_close_after_hours_proxy,BUY_EXTRA_1,TQQQ,2.0,6.6018,-5.52,,,,
2018-03-12,2018-03-12,signal_close_after_hours_proxy,SELL_EXTRAS,TQQQ,1.0,7.406,,,,2.0,extra shares profit >= 12%
2018-03-16,2018-03-16,signal_close_after_hours_proxy,BUY_EXTRA_1,TQQQ,2.0,7.0343,-5.02,,,,
2018-03-22,2018-03-22,signal_close_after_hours_proxy,BUY_EXTRA_2,TQQQ,3.0,6.0668,-18.08,,,,
2018-04-02,2018-04-02,signal_close_after_hours_proxy,SELL_EXTRAS,TQQQ,1.0,5.2082,,,,3.0,extra shares max holding days 10
2018-04-02,2018-04-02,signal_close_after_hours_proxy,BUY_EXTRA_1,TQQQ,2.0,5.2082,-29.68,,,,
2018-04-03,2018-04-03,signal_close_after_hours_proxy,RESET_ON_ROTATION,,,9.0881,,TQQQ,SOXL,2.0,
2018-04-06,2018-04-06,signal_close_after_hours_proxy,BUY_EXTRA_1,SOXL,2.0,8.3101,-11.92,,,,
2018-04-12,2018-04-12,signal_close_after_hours_proxy,SELL_EXTRAS,SOXL,1.0,9.8082,,,,2.0,extra shares profit >= 12%
2018-04-19,2018-04-19,signal_close_after_hours_proxy,BUY_EXTRA_1,SOXL,2.0,8.5931,-15.61,,,,
2018-04-20,2018-04-20,signal_close_after_hours_proxy,BUY_EXTRA_2,SOXL,3.0,8.2846,-18.64,,,,
2018-04-26,2018-04-26,signal_close_after_hours_proxy,RESET_ON_ROTATION,,,5.8019,,SOXL,TQQQ,3.0,
2018-04-27,2018-04-27,signal_close_after_hours_proxy,RESET_ON_ROTATION,,,8.0212,,TQQQ,SOXL,1.0,
2018-05-02,2018-05-02,signal_close_after_hours_proxy,RESET_ON_ROTATION,,,5.7741,,SOXL,TQQQ,1.0,
2018-06-25,2018-06-25,signal_close_after_hours_proxy,BUY_EXTRA_1,TQQQ,2.0,6.8127,-9.77,,,,
2018-07-10,2018-07-10,signal_close_after_hours_proxy,SELL_EXTRAS,TQQQ,1.0,7.4978,,,,2.0,extra shares max holding days 10
2018-07-27,2018-07-27,signal_close_after_hours_proxy,BUY_EXTRA_1,TQQQ,2.0,7.499,-8.36,,,,
2018-08-10,2018-08-10,signal_close_after_hours_proxy,SELL_EXTRAS,TQQQ,1.0,7.8314,,,,2.0,extra shares max holding days 10
2018-08-15,2018-08-15,signal_close_after_hours_proxy,BUY_EXTRA_1,TQQQ,2.0,7.6634,-6.35,,,,
2018-08-29,2018-08-29,signal_close_after_hours_proxy,SELL_EXTRAS,TQQQ,1.0,8.638,,,,2.0,extra shares max holding days 10
2018-09-05,2018-09-05,signal_close_after_hours_proxy,BUY_EXTRA_1,TQQQ,2.0,8.1733,-5.38,,,,
2018-09-19,2018-09-19,signal_close_after_hours_proxy,SELL_EXTRAS,TQQQ,1.0,8.0446,,,,2.0,extra shares max holding days 10
2018-09-19,2018-09-19,signal_close_after_hours_proxy,BUY_EXTRA_1,TQQQ,2.0,8.0446,-6.87,,,,
2018-10-03,2018-10-03,signal_close_after_hours_proxy,SELL_EXTRAS,TQQQ,1.0,8.501,,,,2.0,extra shares max holding days 10
2018-10-04,2018-10-04,signal_close_after_hours_proxy,BUY_EXTRA_1,TQQQ,2.0,8.0161,-7.2,,,,
2018-10-10,2018-10-10,signal_close_after_hours_proxy,BUY_EXTRA_2,TQQQ,3.0,6.6447,-23.08,,,,
2018-10-18,2018-10-18,signal_close_after_hours_proxy,SELL_EXTRAS,TQQQ,1.0,6.7472,,,,3.0,extra shares max holding days 10
2018-10-18,2018-10-18,signal_close_after_hours_proxy,BUY_EXTRA_1,TQQQ,2.0,6.7472,-21.89,,,,
2018-10-19,2018-10-19,signal_close_after_hours_proxy,BUY_EXTRA_2,TQQQ,3.0,6.7198,-22.21,,,,
2018-11-01,2018-11-01,signal_close_after_hours_proxy,SELL_EXTRAS,TQQQ,1.0,6.4922,,,,3.0,extra shares max holding days 10
2018-11-01,2018-11-01,signal_close_after_hours_proxy,BUY_EXTRA_1,TQQQ,2.0,6.4922,-24.84,,,,
2018-11-02,2018-11-02,signal_close_after_hours_proxy,BUY_EXTRA_2,TQQQ,3.0,6.2015,-28.21,,,,
2018-11-15,2018-11-15,signal_close_after_hours_proxy,SELL_EXTRAS,TQQQ,1.0,5.9811,,,,3.0,extra shares max holding days 10
2018-11-15,2018-11-15,signal_close_after_hours_proxy,BUY_EXTRA_1,TQQQ,2.0,5.9811,-30.76,,,,
2018-11-16,2018-11-16,signal_close_after_hours_proxy,BUY_EXTRA_2,TQQQ,3.0,5.9155,-31.52,,,,
2018-11-21,2018-11-21,signal_close_after_hours_proxy,RESET_ON_ROTATION,,,5.9184,,TQQQ,SOXL,3.0,
2018-11-23,2018-11-23,signal_close_after_hours_proxy,RESET_ON_ROTATION,,,5.0505,,SOXL,TQQQ,1.0,
2018-12-04,2018-12-04,signal_close_after_hours_proxy,RESET_ON_ROTATION,,,6.3077,,TQQQ,SOXL,1.0,
2018-12-06,2018-12-06,signal_close_after_hours_proxy,RESET_ON_ROTATION,,,5.7332,,SOXL,TQQQ,1.0,
2018-12-07,2018-12-07,signal_close_after_hours_proxy,RESET_ON_ROTATION,,,5.5093,,TQQQ,SOXL,1.0,
2018-12-10,2018-12-10,signal_close_after_hours_proxy,RESET_ON_ROTATION,,,5.3341,,SOXL,TQQQ,1.0,
2018-12-11,2018-12-11,signal_close_after_hours_proxy,RESET_ON_ROTATION,,,5.8443,,TQQQ,SOXL,1.0,
2018-12-14,2018-12-14,signal_close_after_hours_proxy,BUY_EXTRA_1,SOXL,2.0,5.7778,-5.33,,,,
2018-12-19,2018-12-19,signal_close_after_hours_proxy,BUY_EXTRA_2,SOXL,3.0,5.0504,-17.25,,,,
2018-12-20,2018-12-20,signal_close_after_hours_proxy,RESET_ON_ROTATION,,,4.3285,,SOXL,TQQQ,3.0,
2018-12-21,2018-12-21,signal_close_after_hours_proxy,RESET_ON_ROTATION,,,4.6956,,TQQQ,SOXL,1.0,
2018-12-24,2018-12-24,signal_close_after_hours_proxy,BUY_EXTRA_1,SOXL,2.0,4.2878,-8.69,,,,
2018-12-26,2018-12-26,signal_close_after_hours_proxy,RESET_ON_ROTATION,,,4.2783,,SOXL,TQQQ,2.0,
2018-12-27,2018-12-27,signal_close_after_hours_proxy,RESET_ON_ROTATION,,,5.1373,,TQQQ,SOXL,1.0,
2019-01-03,2019-01-03,signal_close_after_hours_proxy,RESET_ON_ROTATION,,,4.048,,SOXL,TQQQ,1.0,
2019-01-22,2019-01-22,signal_close_after_hours_proxy,BUY_EXTRA_1,TQQQ,2.0,5.0621,-5.52,,,,
2019-02-04,2019-02-04,signal_close_after_hours_proxy,SELL_EXTRAS,TQQQ,1.0,5.7398,,,,2.0,extra shares profit >= 12%
2019-03-04,2019-03-04,signal_close_after_hours_proxy,RESET_ON_ROTATION,,,8.3468,,TQQQ,SOXL,1.0,
2019-03-06,2019-03-06,signal_close_after_hours_proxy,BUY_EXTRA_1,SOXL,2.0,7.8252,-6.25,,,,
2019-03-15,2019-03-15,signal_close_after_hours_proxy,SELL_EXTRAS,SOXL,1.0,8.8395,,,,2.0,extra shares profit >= 12%
2019-03-22,2019-03-22,signal_close_after_hours_proxy,BUY_EXTRA_1,SOXL,2.0,8.9638,-8.51,,,,
2019-04-03,2019-04-03,signal_close_after_hours_proxy,SELL_EXTRAS,SOXL,1.0,10.1688,,,,2.0,extra shares profit >= 12%
2019-04-25,2019-04-25,signal_close_after_hours_proxy,BUY_EXTRA_1,SOXL,2.0,12.1906,-5.44,,,,
2019-05-07,2019-05-07,signal_close_after_hours_proxy,BUY_EXTRA_2,SOXL,3.0,10.9528,-15.04,,,,
2019-05-09,2019-05-09,signal_close_after_hours_proxy,SELL_EXTRAS,SOXL,1.0,10.3095,,,,3.0,extra shares max holding days 10
2019-05-09,2019-05-09,signal_close_after_hours_proxy,BUY_EXTRA_1,SOXL,2.0,10.3095,-20.03,,,,
2019-05-10,2019-05-10,signal_close_after_hours_proxy,BUY_EXTRA_2,SOXL,3.0,10.3397,-19.8,,,,
2019-05-23,2019-05-23,signal_close_after_hours_proxy,SELL_EXTRAS,SOXL,1.0,7.2498,,,,3.0,extra shares max holding days 10
2019-05-23,2019-05-23,signal_close_after_hours_proxy,BUY_EXTRA_1,SOXL,2.0,7.2498,-43.77,,,,
2019-05-24,2019-05-24,signal_close_after_hours_proxy,RESET_ON_ROTATION,,,6.452,,SOXL,TQQQ,2.0,
2019-05-28,2019-05-28,signal_close_after_hours_proxy,RESET_ON_ROTATION,,,6.8694,,TQQQ,SOXL,1.0,
2019-06-04,2019-06-04,signal_close_after_hours_proxy,RESET_ON_ROTATION,,,6.0653,,SOXL,TQQQ,1.0,
2019-06-25,2019-06-25,signal_close_after_hours_proxy,BUY_EXTRA_1,TQQQ,2.0,7.1716,-5.58,,,,
2019-07-10,2019-07-10,signal_close_after_hours_proxy,SELL_EXTRAS,TQQQ,1.0,8.0608,,,,2.0,extra shares max holding days 10
2019-07-31,2019-07-31,signal_close_after_hours_proxy,BUY_EXTRA_1,TQQQ,2.0,7.8292,-6.38,,,,
2019-08-05,2019-08-05,signal_close_after_hours_proxy,BUY_EXTRA_2,TQQQ,3.0,6.5928,-21.16,,,,
2019-08-14,2019-08-14,signal_close_after_hours_proxy,SELL_EXTRAS,TQQQ,1.0,6.7563,,,,3.0,extra shares max holding days 10
2019-08-14,2019-08-14,signal_close_after_hours_proxy,BUY_EXTRA_1,TQQQ,2.0,6.7563,-19.21,,,,
