strategy,passed_is_dd_lt_50,top_n,lookback,skip,cash_filter,dca_steps,is_return,is_cagr,is_max_drawdown,is_sharpe,oos_return,oos_cagr,oos_max_drawdown,oos_sharpe
SMH_UNION Top1 L63 S0 none DCA1,True,1,63,0,none,1,15.551486728823036,0.32413960800957087,-0.4683653055094188,0.8655716520722381,9.206358695870982,0.43817452950209534,-0.6122694860229497,0.9250000645672743
SMH_UNION Top1 L63 S0 none DCA3,True,1,63,0,none,3,20.47413667825228,0.359083977641695,-0.4683653055094189,0.937495771689755,9.206358695870982,0.43817452950209534,-0.6122694860229497,0.9250000645672743
SMH_UNION Top1 L63 S0 smh_sma100 DCA1,True,1,63,0,smh_sma100,1,7.861408621730558,0.24391070158127603,-0.3491867575664499,0.7665434379009863,7.791346226006539,0.4049889325881073,-0.46594619625672906,0.9991154226579643
SMH_UNION Top1 L63 S0 smh_sma100 DCA3,True,1,63,0,smh_sma100,3,5.680142817991694,0.20923987795648125,-0.3448590497262618,0.7620794189131488,5.310141328962827,0.33396765823438934,-0.37090215776176827,0.9149403466938806
SMH_UNION Top1 L63 S0 smh_sma200 DCA1,False,1,63,0,smh_sma200,1,3.1890242599184493,0.1540824766267348,-0.5320004252985373,0.5552595845161965,12.39645066577427,0.5006804512654934,-0.4400017638393735,1.0492146795714605
SMH_UNION Top1 L63 S0 smh_sma200 DCA3,False,1,63,0,smh_sma200,3,3.0437666220780963,0.1500150870594119,-0.5250273806401693,0.5617878430191242,10.102134811841012,0.4572251160054892,-0.39753641672549045,1.0021297716659043
SMH_UNION Top1 L63 S0 both_sma200 DCA1,False,1,63,0,both_sma200,1,3.1088883372805656,0.15185456689770893,-0.5320004252985373,0.550782943552482,12.39645066577427,0.5006804512654934,-0.4400017638393735,1.0492146795714605
SMH_UNION Top1 L63 S0 both_sma200 DCA3,False,1,63,0,both_sma200,3,2.9898922049073406,0.14847304470208278,-0.5250273806401693,0.5582924761541307,10.102134811841012,0.4572251160054892,-0.39753641672549045,1.0021297716659043
SMH_UNION Top1 L63 S21 none DCA1,True,1,63,21,none,1,39.59785490986514,0.4484929756707652,-0.43210782221538147,1.069595691750253,10.34411229627523,0.46214823814360906,-0.5652530496469355,0.8638770598990178
SMH_UNION Top1 L63 S21 none DCA3,True,1,63,21,none,3,51.67224023205877,0.4867190612324386,-0.4321078222153816,1.1476025402955525,10.34411229627523,0.46214823814360906,-0.5652530496469355,0.8638770598990178
SMH_UNION Top1 L63 S21 smh_sma100 DCA1,True,1,63,21,smh_sma100,1,25.123617905050192,0.3859946394968037,-0.3242424086981457,1.0767666718480504,14.009661239083725,0.5276104479522705,-0.35358486137123457,0.9747394933763157
SMH_UNION Top1 L63 S21 smh_sma100 DCA3,True,1,63,21,smh_sma100,3,15.99246515604101,0.327627328164547,-0.2528348922431438,1.0901141112017942,10.858889854207192,0.47233367657497727,-0.2829174364894216,0.9262111567905457
SMH_UNION Top1 L63 S21 smh_sma200 DCA1,True,1,63,21,smh_sma200,1,7.381467182549693,0.23700068224070447,-0.47951025268647496,0.7260546204653867,13.071503765428773,0.5122653326623128,-0.4244261848636144,0.9311176375516046
SMH_UNION Top1 L63 S21 smh_sma200 DCA3,True,1,63,21,smh_sma200,3,7.147517837324962,0.2335022929555799,-0.4565121198824297,0.7515426839912197,9.499606178264083,0.4445612119032283,-0.4244261848636144,0.8660350766819549
SMH_UNION Top1 L63 S21 both_sma200 DCA1,True,1,63,21,both_sma200,1,7.2235156567620304,0.23464853995355872,-0.47951025268647496,0.7248046975676807,13.071503765428773,0.5122653326623128,-0.4244261848636144,0.9311176375516046
SMH_UNION Top1 L63 S21 both_sma200 DCA3,True,1,63,21,both_sma200,3,7.5284624045855235,0.23915410069131338,-0.4441945788224956,0.7676899928285669,9.499606178264083,0.4445612119032283,-0.4244261848636144,0.8660350766819549
SMH_UNION Top1 L126 S0 none DCA1,True,1,126,0,none,1,55.043691478479126,0.4959756030458873,-0.4131638997889364,1.140325935342415,14.199977891174068,0.530624224189675,-0.5192861167480116,1.067085248209192
SMH_UNION Top1 L126 S0 none DCA3,True,1,126,0,none,3,71.7118905075087,0.5354547668117502,-0.4131638997889363,1.2204009617318115,14.199977891174068,0.530624224189675,-0.5192861167480116,1.067085248209192
SMH_UNION Top1 L126 S0 smh_sma100 DCA1,True,1,126,0,smh_sma100,1,21.582246412768995,0.3659422337059517,-0.37456477084891415,1.0266325217285077,8.545384811767848,0.4231910123699627,-0.3127594212854512,1.0392784526476564
SMH_UNION Top1 L126 S0 smh_sma100 DCA3,True,1,126,0,smh_sma100,3,11.68499419652659,0.28936048291444916,-0.26063137691559546,0.999916288916123,6.528820036635608,0.3713272817309803,-0.29125284163788734,0.9903683686936146
SMH_UNION Top1 L126 S0 smh_sma200 DCA1,True,1,126,0,smh_sma200,1,15.722927463163426,0.3255053651594717,-0.47996225159658823,0.8970655080812547,15.625214179778542,0.5522342976706325,-0.4071758223062475,1.1316241745301359
SMH_UNION Top1 L126 S0 smh_sma200 DCA3,True,1,126,0,smh_sma200,3,12.01896853959756,0.29271696918219803,-0.4942051503199394,0.8872445446763048,13.954165422858676,0.5267255695301354,-0.4239137015203085,1.1047570508135716
SMH_UNION Top1 L126 S0 both_sma200 DCA1,True,1,126,0,both_sma200,1,15.722927463163426,0.3255053651594717,-0.47996225159658823,0.8970655080812547,15.625214179778542,0.5522342976706325,-0.4071758223062475,1.1316241745301359
SMH_UNION Top1 L126 S0 both_sma200 DCA3,True,1,126,0,both_sma200,3,12.01896853959756,0.29271696918219803,-0.4942051503199394,0.8872445446763048,13.954165422858676,0.5267255695301354,-0.4239137015203085,1.1047570508135716
SMH_UNION Top1 L126 S21 none DCA1,False,1,126,21,none,1,19.482496217187087,0.35267095876131727,-0.6176309931311306,0.9260751838840858,21.921268567500185,0.6322021562548865,-0.5445612966514883,1.1479676864615722
SMH_UNION Top1 L126 S21 none DCA3,False,1,126,21,none,3,25.574284865522685,0.3883682777507014,-0.6176309931311306,1.0018364318540045,21.921268567500185,0.6322021562548865,-0.5445612966514883,1.1479676864615722
