strategy,date,equity,daily_return,holding
Top1 current-member baseline,2022-04-01,3.1490459208596415,0.008767542166224995,APA
Top1 current-member baseline,2022-04-04,3.2691691025481195,0.03814589710895233,APA
Top1 current-member baseline,2022-04-05,3.286654911486475,0.00534870127235898,APA
Top1 current-member baseline,2022-04-06,3.1855385063948947,-0.030765750532004588,APA
Top1 current-member baseline,2022-04-07,3.160450344554318,-0.007875642309836395,APA
Top1 current-member baseline,2022-04-08,3.1452449217065768,-0.004811157015626399,APA
Top1 current-member baseline,2022-04-11,3.220511508792153,0.023930278550370332,APA
Top1 current-member baseline,2022-04-12,3.191621687313962,-0.008970569240110082,APA
Top1 current-member baseline,2022-04-13,3.2577649068539984,0.02072401619619968,APA
Top1 current-member baseline,2022-04-14,3.2972983766911703,0.012135151236357666,APA
Top1 current-member baseline,2022-04-18,3.35355939677024,0.017062762799018305,APA
Top1 current-member baseline,2022-04-19,3.310984029118245,-0.012695575838912676,APA
Top1 current-member baseline,2022-04-20,3.3778882405014037,0.020206745425158656,APA
Top1 current-member baseline,2022-04-21,3.42251125092942,0.013210327651749898,APA
Top1 current-member baseline,2022-04-22,3.1853975243478883,-0.06928062735137563,APA
Top1 current-member baseline,2022-04-25,2.979544305789873,-0.06462402792259259,APA
Top1 current-member baseline,2022-04-26,2.98869291927845,0.0030704740556464216,APA
Top1 current-member baseline,2022-04-27,2.961246083214926,-0.00918355843334695,APA
Top1 current-member baseline,2022-04-28,3.0862833671802723,0.04222455022366711,APA
Top1 current-member baseline,2022-04-29,3.167100272219216,0.026185834359331972,APA
Top1 current-member baseline,2022-05-02,3.0733222318325284,-0.029610063568014655,APA
Top1 current-member baseline,2022-05-03,3.060231874903457,-0.004259350612013657,CF
Top1 current-member baseline,2022-05-04,3.255307770010865,0.06374546213546717,CF
Top1 current-member baseline,2022-05-05,3.2744642222301517,0.005884682362682581,CF
Top1 current-member baseline,2022-05-06,3.2042247277041787,-0.02145068315271892,CF
Top1 current-member baseline,2022-05-09,3.0972677461320695,-0.03337998756683458,CF
Top1 current-member baseline,2022-05-10,2.975944199991191,-0.03917115215253508,CF
Top1 current-member baseline,2022-05-11,3.0254316256378493,0.016629151059621705,CF
Top1 current-member baseline,2022-05-12,3.059593886375552,0.011291698165712294,CF
Top1 current-member baseline,2022-05-13,3.2323389093909736,0.056460115110263276,CF
Top1 current-member baseline,2022-05-16,3.4016018306025537,0.0523654622724794,CF
Top1 current-member baseline,2022-05-17,3.4910423476375327,0.026293646784384395,CF
Top1 current-member baseline,2022-05-18,3.456741008892069,-0.009825529263108534,CF
Top1 current-member baseline,2022-05-19,3.2118227467490175,-0.07085236108607129,CF
Top1 current-member baseline,2022-05-20,3.259267507292559,0.014771911243098623,CF
Top1 current-member baseline,2022-05-23,3.095775170444326,-0.05016229458994137,CF
Top1 current-member baseline,2022-05-24,3.2057315286345136,0.03551819887954144,CF
Top1 current-member baseline,2022-05-25,3.1717510416412455,-0.010599916646089835,CF
Top1 current-member baseline,2022-05-26,3.1973968478533066,0.008085693320617704,CF
Top1 current-member baseline,2022-05-27,3.075899736921617,-0.03799875858802493,CF
Top1 current-member baseline,2022-05-31,3.1320000474081566,0.01823866682425912,CF
Top1 current-member baseline,2022-06-01,3.1714305088753365,0.012589546893465142,CF
Top1 current-member baseline,2022-06-02,3.2493738947824915,0.024576728289971372,EQT
Top1 current-member baseline,2022-06-03,3.208110044718111,-0.012699015687495319,EQT
Top1 current-member baseline,2022-06-06,3.2113841877145317,0.0010205831317449121,EQT
Top1 current-member baseline,2022-06-07,3.195009594800258,-0.005098920576652399,EQT
Top1 current-member baseline,2022-06-08,3.274917677001481,0.025010279259026325,EQT
Top1 current-member baseline,2022-06-09,3.153746408368817,-0.036999790707291424,EQT
Top1 current-member baseline,2022-06-10,3.117721797939598,-0.01142279871762153,EQT
Top1 current-member baseline,2022-06-13,3.0450185567407444,-0.023319348521378847,EQT
Top1 current-member baseline,2022-06-14,2.986724902409431,-0.019143940585277908,EQT
Top1 current-member baseline,2022-06-15,2.7221117611322505,-0.08859642247724697,EQT
Top1 current-member baseline,2022-06-16,2.6828127869191185,-0.01443694368991888,EQT
Top1 current-member baseline,2022-06-17,2.5321665275481893,-0.05615235625290427,EQT
Top1 current-member baseline,2022-06-21,2.402479801244388,-0.05121571780248291,EQT
Top1 current-member baseline,2022-06-22,2.2544531391026363,-0.06161411307811204,EQT
Top1 current-member baseline,2022-06-23,2.3101270684578417,0.02469509274314108,EQT
Top1 current-member baseline,2022-06-24,2.192230454229766,-0.051034688021200036,EQT
Top1 current-member baseline,2022-06-27,2.333051470875523,0.06423641108262657,EQT
Top1 current-member baseline,2022-06-28,2.461428539747775,0.05502539077034441,EQT
Top1 current-member baseline,2022-06-29,2.545266852461912,0.03406083555150774,EQT
Top1 current-member baseline,2022-06-30,2.3893799913091516,-0.06124578293312499,EQT
Top1 current-member baseline,2022-07-01,2.2858931017503448,-0.04331118948648505,EQT
Top1 current-member baseline,2022-07-05,2.2724266797926873,-0.00589109873394611,OXY
Top1 current-member baseline,2022-07-06,2.2539579405325596,-0.00812732020106921,OXY
Top1 current-member baseline,2022-07-07,2.3412995429832226,0.038750324875195474,OXY
Top1 current-member baseline,2022-07-08,2.4309499697006336,0.03829088293554306,OXY
Top1 current-member baseline,2022-07-11,2.2924338296187354,-0.056980251263236026,OXY
Top1 current-member baseline,2022-07-12,2.2093247303623684,-0.03625365242066303,OXY
Top1 current-member baseline,2022-07-13,2.188547444013175,-0.009404360555809066,OXY
Top1 current-member baseline,2022-07-14,2.1781585188674897,-0.004746949934352207,OXY
Top1 current-member baseline,2022-07-15,2.233564994470624,0.025437301795620648,OXY
Top1 current-member baseline,2022-07-18,2.310518121590494,0.03445305030763568,OXY
Top1 current-member baseline,2022-07-19,2.313211475175707,0.0011656924739282815,OXY
Top1 current-member baseline,2022-07-20,2.3586138328641892,0.019627413306443797,OXY
Top1 current-member baseline,2022-07-21,2.3740044994193608,0.00652530157362885,OXY
Top1 current-member baseline,2022-07-22,2.385547254050768,0.004862145220967395,OXY
Top1 current-member baseline,2022-07-25,2.3793910577413007,-0.002580622244649944,OXY
Top1 current-member baseline,2022-07-26,2.5313737517631067,0.06387461763686697,OXY
Top1 current-member baseline,2022-07-27,2.40978733705884,-0.048031790888082626,OXY
Top1 current-member baseline,2022-07-28,2.4359515964324907,0.010857497245206904,OXY
Top1 current-member baseline,2022-07-29,2.4625008743436823,0.010898934917292102,OXY
Top1 current-member baseline,2022-08-01,2.507517679102146,0.018280929451633954,OXY
Top1 current-member baseline,2022-08-02,2.4591622293515747,-0.01928419095648637,EQT
Top1 current-member baseline,2022-08-03,2.449257619112646,-0.004027635965090592,EQT
Top1 current-member baseline,2022-08-04,2.4725617022489876,0.009514753758236738,EQT
Top1 current-member baseline,2022-08-05,2.35021526436402,-0.04948165207512689,EQT
Top1 current-member baseline,2022-08-08,2.448623369482082,0.041871953863209965,EQT
Top1 current-member baseline,2022-08-09,2.4819497804910915,0.013610264209827694,EQT
Top1 current-member baseline,2022-08-10,2.5059216951337375,0.009658501082927984,EQT
Top1 current-member baseline,2022-08-11,2.6216871215577564,0.04619674535274765,EQT
Top1 current-member baseline,2022-08-12,2.674892753368053,0.02029442467516218,EQT
Top1 current-member baseline,2022-08-15,2.5725743489337907,-0.03825140439945851,EQT
Top1 current-member baseline,2022-08-16,2.811706914791464,0.09295457911907667,EQT
Top1 current-member baseline,2022-08-17,2.7742878854586075,-0.013308296514123574,EQT
Top1 current-member baseline,2022-08-18,2.7965054126699886,0.008008371203231723,EQT
Top1 current-member baseline,2022-08-19,2.7789655324223586,-0.006272070909701388,EQT
Top1 current-member baseline,2022-08-22,2.823400928004069,0.015989905259090165,EQT
Top1 current-member baseline,2022-08-23,2.925719009848255,0.03623930304383549,EQT
Top1 current-member baseline,2022-08-24,2.8081989269051033,-0.040167932240781745,EQT
Top1 current-member baseline,2022-08-25,2.918702815328167,0.03935044891739525,EQT
Top1 current-member baseline,2022-08-26,2.9052549503837883,-0.004607480033168909,EQT
Top1 current-member baseline,2022-08-29,2.86198941048913,-0.014892166310203736,EQT
Top1 current-member baseline,2022-08-30,2.857311878779182,-0.0016343637376172726,EQT
Top1 current-member baseline,2022-08-31,2.663199453454014,-0.06793532997458596,EQT
Top1 current-member baseline,2022-09-01,2.7567476814569125,0.03512625683426451,EQT
Top1 current-member baseline,2022-09-02,2.7450537898829652,-0.0042419158099253895,EQT
Top1 current-member baseline,2022-09-06,2.7152354942894488,-0.010862554206920616,EQT
Top1 current-member baseline,2022-09-07,2.602393159752733,-0.04155894940753402,EQT
Top1 current-member baseline,2022-09-08,2.714651034731775,0.04313640103085281,EQT
Top1 current-member baseline,2022-09-09,2.7935814674117867,0.029075719740828676,EQT
Top1 current-member baseline,2022-09-12,2.8479565306029166,0.019464284047355118,EQT
Top1 current-member baseline,2022-09-13,2.8923919535152587,0.015602563604766528,EQT
Top1 current-member baseline,2022-09-14,2.9122712409185016,0.006872957649838085,EQT
Top1 current-member baseline,2022-09-15,2.863158680758706,-0.016864006164585832,EQT
Top1 current-member baseline,2022-09-16,2.7877354506954166,-0.026342665032908053,EQT
Top1 current-member baseline,2022-09-19,2.629288063970159,-0.05683731097430067,EQT
Top1 current-member baseline,2022-09-20,2.7573324886007553,0.048699275817368104,EQT
Top1 current-member baseline,2022-09-21,2.7918279866433275,0.012510460086036845,EQT
Top1 current-member baseline,2022-09-22,2.680155053856535,-0.039999933133795795,EQT
Top1 current-member baseline,2022-09-23,2.4883813070560734,-0.07155322843150957,EQT
Top1 current-member baseline,2022-09-26,2.3866476095530778,-0.04088348406030817,EQT
Top1 current-member baseline,2022-09-27,2.338704050354511,-0.020088243864180844,EQT
Top1 current-member baseline,2022-09-28,2.310639763058063,-0.01199993102684116,EQT
Top1 current-member baseline,2022-09-29,2.349812702967128,0.016953287368871806,EQT
Top1 current-member baseline,2022-09-30,2.2860831603803966,-0.02712111586862198,EQT
Top1 current-member baseline,2022-10-03,2.38547832534898,0.04347836801879268,EQT
Top1 current-member baseline,2022-10-04,2.4858750751582948,0.04208663258117307,SMCI
Top1 current-member baseline,2022-10-05,2.5166690277827186,0.01238757045040284,SMCI
Top1 current-member baseline,2022-10-06,2.5381826744980613,0.008548460873417651,SMCI
Top1 current-member baseline,2022-10-07,2.531433196535055,-0.002659177383417033,SMCI
Top1 current-member baseline,2022-10-10,2.5255275290341204,-0.00233293436659443,SMCI
Top1 current-member baseline,2022-10-11,2.341185617945258,-0.07299144791320622,SMCI
Top1 current-member baseline,2022-10-12,2.3200937758875946,-0.009009043066040445,SMCI
Top1 current-member baseline,2022-10-13,2.1846846245836384,-0.05836365439675073,SMCI
Top1 current-member baseline,2022-10-14,2.3648082879489962,0.08244835951994034,SMCI
Top1 current-member baseline,2022-10-17,2.33865458885247,-0.011059543063090982,SMCI
Top1 current-member baseline,2022-10-18,2.4436915921896816,0.04491343178162577,SMCI
Top1 current-member baseline,2022-10-19,2.3057514117929374,-0.056447458770008785,SMCI
Top1 current-member baseline,2022-10-20,2.716618918085989,0.17819245569649844,SMCI
Top1 current-member baseline,2022-10-21,2.558008901435974,-0.05838508139439924,SMCI
Top1 current-member baseline,2022-10-24,2.7461474567373756,0.07354882744770253,SMCI
Top1 current-member baseline,2022-10-25,2.661358484995756,-0.03087560776592646,SMCI
Top1 current-member baseline,2022-10-26,2.804360522431363,0.05373272268348139,SMCI
Top1 current-member baseline,2022-10-27,2.8262959738043847,0.007821908487716023,SMCI
Top1 current-member baseline,2022-10-28,2.8170156678953036,-0.003283557700642814,SMCI
Top1 current-member baseline,2022-10-31,2.892945937238808,0.026954152299846657,SMCI
Top1 current-member baseline,2022-11-01,2.9612833204506614,0.02362207407065431,SMCI
Top1 current-member baseline,2022-11-02,2.968686431053199,0.0024999670080236847,FSLR
Top1 current-member baseline,2022-11-03,2.9866944182137676,0.006065978195676225,FSLR
Top1 current-member baseline,2022-11-04,3.205989282323258,0.07342393743804654,FSLR
Top1 current-member baseline,2022-11-07,3.0979425805922136,-0.03370151682252254,FSLR
Top1 current-member baseline,2022-11-08,2.9826927450585603,-0.03720205669906951,FSLR
Top1 current-member baseline,2022-11-09,2.9370726941033087,-0.015294921352804636,FSLR
Top1 current-member baseline,2022-11-10,3.1029447483632455,0.05647529752768943,FSLR
Top1 current-member baseline,2022-11-11,3.107746939334349,0.0015476237447142882,FSLR
Top1 current-member baseline,2022-11-14,3.029112703213526,-0.025302650973784147,FSLR
Top1 current-member baseline,2022-11-15,3.203988598399701,0.057731722890552284,FSLR
Top1 current-member baseline,2022-11-16,3.150165224334107,-0.016798865667773333,FSLR
Top1 current-member baseline,2022-11-17,3.131357024665734,-0.005970543869599387,FSLR
