date,equity,benchmark_soxl_buy_hold,target,action,execution_price,signal,pending_next_open,SOXL_open,SOXL_close,VIX_close
2010-03-11,1.0,1.0,CASH,HOLD,,NONE,,0.5844893081410424,0.6008641123771667,18.059999465942383
2010-03-12,1.0,0.9752714732630567,CASH,HOLD,,NONE,,0.6013187952606293,0.5860056281089783,17.579999923706055
2010-03-15,1.0,0.9444858045872625,CASH,HOLD,,NONE,,0.5741794381715686,0.5675076246261597,18.0
2010-03-16,1.0,1.0211959792584477,CASH,HOLD,,NONE,,0.574634393864444,0.6136000156402588,17.690000534057617
2010-03-17,1.0,1.0580363099178272,CASH,HOLD,,NONE,,0.6367976803435405,0.6357360482215881,16.90999984741211
2010-03-18,1.0,1.0322980445949523,CASH,HOLD,,NONE,,0.6357358948924554,0.620270848274231,16.6200008392334
2010-03-19,1.0,0.9853638000136299,CASH,HOLD,,NONE,,0.6125382159941524,0.5920697450637817,16.969999313354492
2010-03-22,1.0,1.0565219500344565,CASH,HOLD,,NONE,,0.5803954144591754,0.634826123714447,16.8700008392334
2010-03-23,1.0,1.1246521738742268,CASH,HOLD,,NONE,,0.6437722215260924,0.6757631301879883,16.350000381469727
2010-03-24,1.0,1.0623270293201144,CASH,HOLD,,NONE,,0.6692443423641967,0.6383141875267029,17.549999237060547
2010-03-25,1.0,1.0570276625122126,CASH,HOLD,,NONE,,0.6659081992925683,0.635129988193512,18.399999618530273
2010-03-26,1.0,1.0403737709217706,CASH,HOLD,,NONE,,0.6521107503194421,0.6251232624053955,17.770000457763672
2010-03-29,1.0,1.0683826832858059,CASH,HOLD,,NONE,,0.6452877971184358,0.6419528126716614,17.59000015258789
2010-03-30,1.0,1.0888218793954108,CASH,HOLD,,NONE,,0.6519597172319441,0.654233992099762,17.1299991607666
2010-03-31,1.0,1.0719148339714588,CASH,HOLD,,NONE,,0.6592373105658438,0.6440751552581787,17.59000015258789
2010-04-01,1.0,1.075446984657112,CASH,HOLD,,NONE,,0.662117419334743,0.646197497844696,17.469999313354492
2010-04-05,1.0,1.166540304679368,CASH,HOLD,,NONE,,0.6707598211821064,0.7009322047233582,17.020000457763672
2010-04-06,1.0,1.1488762777101522,CASH,HOLD,,NONE,,0.6875894277423402,0.6903185248374939,16.229999542236328
2010-04-07,1.0,1.160231397681956,CASH,HOLD,,NONE,,0.6939574349237039,0.6971414089202881,16.6200008392334
2010-04-08,1.0,1.1191019347916595,CASH,HOLD,,NONE,,0.6845573855488786,0.6724281907081604,16.479999542236328
2010-04-09,1.0,1.1488762777101522,CASH,HOLD,,NONE,,0.6801607160273468,0.6903185248374939,16.139999389648438
2010-04-12,1.0,1.1776424692140832,CASH,HOLD,,NONE,,0.7007802721796609,0.7076030969619751,15.579999923706055
2010-04-13,1.0,1.2003524115630593,CASH,HOLD,,NONE,,0.7115457539312346,0.7212486863136292,16.200000762939453
2010-04-14,1.0,1.3547811107164125,CASH,HOLD,,NONE,,0.7659765753464384,0.8140393495559692,15.59000015258789
2010-04-15,1.0,1.3663887893324624,CASH,HOLD,,NONE,,0.8285946321815676,0.8210139870643616,15.890000343322754
2010-04-16,1.0,1.3159225924619082,CASH,HOLD,,NONE,,0.8111591902667685,0.7906906604766846,18.360000610351562
2010-04-19,1.0,1.2715108591785178,CASH,HOLD,,NONE,,0.7641571223854045,0.7640052437782288,17.34000015258789
2010-04-20,1.0,1.3330807085569467,CASH,HOLD,,NONE,,0.7862930219221557,0.8010003566741943,15.729999542236328
2010-04-21,1.0,1.291445533188894,CASH,HOLD,,NONE,,0.8066105319277515,0.7759832739830017,16.31999969482422
2010-04-22,1.0,1.3643707009355484,CASH,HOLD,,NONE,,0.7608211970509888,0.819801390171051,16.469999313354492
2010-04-23,1.0,1.370426553297661,CASH,HOLD,,NONE,,0.8332950537913598,0.8234401345252991,16.6200008392334
2010-04-26,1.0,1.3825387540129397,CASH,HOLD,,NONE,,0.8308689322887611,0.830717921257019,17.469999313354492
2010-04-27,1.0,1.239465274029601,CASH,HOLD,,NONE,,0.7959969448020681,0.7447502017021179,22.809999465942383
2010-04-28,1.0,1.264193602370123,CASH,HOLD,,NONE,,0.7599115106282516,0.7596085667610168,21.079999923706055
2010-04-29,1.0,1.3075954978693711,CASH,HOLD,,NONE,,0.75991144273351,0.7856872081756592,18.440000534057617
2010-04-30,1.0,1.1312140363087275,CASH,HOLD,,NONE,,0.7656735978240959,0.6797059178352356,22.049999237060547
2010-05-03,1.0,1.2144838910537796,CASH,HOLD,,NONE,,0.6892576715759925,0.729739785194397,20.190000534057617
2010-05-04,1.0,1.0537467808940675,CASH,HOLD,,NONE,,0.7145777403132901,0.6331586241722107,23.84000015258789
2010-05-05,1.0,1.019934773208587,CASH,HOLD,,NONE,,0.6231519451834875,0.6128422021865845,24.90999984741211
2010-05-06,1.0,0.9331309822100905,CASH,HOLD,,NONE,,0.6064742918796416,0.5606849193572998,32.79999923706055
