rank_balanced,variant,unit_exposure,max_exposure,anchor_mode,add1_drop_pct,add2_drop_pct,sell_mode,sell_param_pct,max_extra_days,trend_guard_sma,trend_guard_exposure,equity_dd_guard_pct,equity_dd_guard_exposure,net_return_pct,cagr_pct,max_drawdown_pct,calmar,sharpe,dca_trade_events,rotation_resets,max_exposure_used,avg_exposure,days_above_1x_pct,base_rotation_return_pct,base_rotation_max_drawdown_pct,soxl_only_return_pct,soxl_only_max_drawdown_pct,beats_base_return,reduces_base_drawdown,beats_soxl_only_return,reduces_soxl_only_drawdown
88,"unit=0.75, cap=1.50, anchor=entry, add=10%/20%, sell=extra_profit 20%, max_days=20, trend_sma=none, dd_guard=none",0.75,1.5,entry,10.0,20.0,extra_profit,20.0,20,none,none,none,none,330621.79,66.47,-65.89,1.009,1.18,47,123,1.5,0.769,2.6,775116.8,-79.24,41069.8,-66.18,False,True,True,True
89,"unit=0.75, cap=1.50, anchor=entry, add=10%/30%, sell=extra_profit 20%, max_days=20, trend_sma=none, dd_guard=none",0.75,1.5,entry,10.0,30.0,extra_profit,20.0,20,none,none,none,none,330621.79,66.47,-65.89,1.009,1.18,45,123,1.5,0.769,2.6,775116.8,-79.24,41069.8,-66.18,False,True,True,True
90,"unit=0.75, cap=2.00, anchor=entry, add=10%/20%, sell=extra_profit 20%, max_days=20, trend_sma=none, dd_guard=none",0.75,2.0,entry,10.0,20.0,extra_profit,20.0,20,none,none,none,none,330621.79,66.47,-65.89,1.009,1.18,47,123,1.5,0.769,2.6,775116.8,-79.24,41069.8,-66.18,False,True,True,True
91,"unit=0.75, cap=2.00, anchor=entry, add=10%/30%, sell=extra_profit 20%, max_days=20, trend_sma=none, dd_guard=none",0.75,2.0,entry,10.0,30.0,extra_profit,20.0,20,none,none,none,none,330621.79,66.47,-65.89,1.009,1.18,45,123,1.5,0.769,2.6,775116.8,-79.24,41069.8,-66.18,False,True,True,True
92,"unit=0.75, cap=2.00, anchor=rolling_high, add=5%/20%, sell=extra_profit 15%, max_days=20, trend_sma=none, dd_guard=35.0",0.75,2.0,rolling_high,5.0,20.0,extra_profit,15.0,20,none,none,35.0,0.5,327622.66,66.37,-64.28,1.033,1.11,447,123,2.0,0.887,31.2,775116.8,-79.24,41069.8,-66.18,False,True,True,True
93,"unit=0.75, cap=1.50, anchor=entry, add=10%/20%, sell=extra_profit 15%, max_days=10, trend_sma=none, dd_guard=none",0.75,1.5,entry,10.0,20.0,extra_profit,15.0,10,none,none,none,none,327157.84,66.36,-65.02,1.021,1.18,51,123,1.5,0.765,2.0,775116.8,-79.24,41069.8,-66.18,False,True,True,True
94,"unit=0.75, cap=1.50, anchor=entry, add=10%/30%, sell=extra_profit 15%, max_days=10, trend_sma=none, dd_guard=none",0.75,1.5,entry,10.0,30.0,extra_profit,15.0,10,none,none,none,none,327157.84,66.36,-65.02,1.021,1.18,49,123,1.5,0.765,2.0,775116.8,-79.24,41069.8,-66.18,False,True,True,True
95,"unit=0.75, cap=2.00, anchor=entry, add=10%/20%, sell=extra_profit 15%, max_days=10, trend_sma=none, dd_guard=none",0.75,2.0,entry,10.0,20.0,extra_profit,15.0,10,none,none,none,none,327157.84,66.36,-65.02,1.021,1.18,51,123,1.5,0.765,2.0,775116.8,-79.24,41069.8,-66.18,False,True,True,True
96,"unit=0.75, cap=2.00, anchor=entry, add=10%/30%, sell=extra_profit 15%, max_days=10, trend_sma=none, dd_guard=none",0.75,2.0,entry,10.0,30.0,extra_profit,15.0,10,none,none,none,none,327157.84,66.36,-65.02,1.021,1.18,49,123,1.5,0.765,2.0,775116.8,-79.24,41069.8,-66.18,False,True,True,True
97,"unit=0.75, cap=2.00, anchor=rolling_high, add=5%/20%, sell=rebound_from_low 20%, max_days=20, trend_sma=none, dd_guard=35.0",0.75,2.0,rolling_high,5.0,20.0,rebound_from_low,20.0,20,none,none,35.0,0.5,326315.41,66.33,-64.28,1.032,1.12,435,123,2.0,0.856,29.43,775116.8,-79.24,41069.8,-66.18,False,True,True,True
98,"unit=0.67, cap=1.50, anchor=entry, add=5%/20%, sell=rebound_from_low 20%, max_days=20, trend_sma=200, dd_guard=45.0",0.67,1.5,entry,5.0,20.0,rebound_from_low,20.0,20,200,0.75,45.0,0.75,321297.37,66.17,-63.97,1.034,1.26,80,123,1.34,0.701,4.28,775116.8,-79.24,41069.8,-66.18,False,True,True,True
99,"unit=0.67, cap=1.50, anchor=entry, add=5%/40%, sell=rebound_from_low 20%, max_days=20, trend_sma=200, dd_guard=45.0",0.67,1.5,entry,5.0,40.0,rebound_from_low,20.0,20,200,0.75,45.0,0.75,321297.37,66.17,-63.97,1.034,1.26,75,123,1.34,0.701,4.28,775116.8,-79.24,41069.8,-66.18,False,True,True,True
100,"unit=0.67, cap=2.00, anchor=entry, add=5%/20%, sell=rebound_from_low 20%, max_days=20, trend_sma=200, dd_guard=45.0",0.67,2.0,entry,5.0,20.0,rebound_from_low,20.0,20,200,0.75,45.0,0.75,321297.37,66.17,-63.97,1.034,1.26,80,123,1.34,0.701,4.28,775116.8,-79.24,41069.8,-66.18,False,True,True,True
