date,equity,units,exposure,allocation
2011-09-28,3.3358427997005724,2.0,0.2,TQQQ
2011-09-29,3.316075397849516,2.0,0.2,TQQQ
2011-09-30,3.264517722366209,3.0,0.2,TQQQ
2011-10-03,3.2133453785494406,3.0,0.2,TQQQ
2011-10-04,3.252450724512017,3.0,0.2,TQQQ
2011-10-05,3.301901177791598,3.0,0.2,TQQQ
2011-10-06,3.335832845357132,3.0,0.2,TQQQ
2011-10-07,3.3220763737306105,3.0,0.2,TQQQ
2011-10-10,3.3902485686450023,3.0,0.2,TQQQ
2011-10-11,3.4047290956178538,3.0,0.2,TQQQ
2011-10-12,3.5141087830274174,1.0,2.0,TQQQ
2011-10-13,3.577314850211733,1.0,0.67,TQQQ
2011-10-14,3.7093237404112696,1.0,0.67,TQQQ
2011-10-17,3.59428216665476,1.0,0.67,TQQQ
2011-10-18,3.6816269931897625,1.0,0.67,TQQQ
2011-10-19,3.539407113617223,2.0,0.67,TQQQ
2011-10-20,3.4791911181547386,2.0,1.34,TQQQ
2011-10-21,3.6450155226488214,2.0,1.34,TQQQ
2011-10-24,3.950200610876907,2.0,1.34,TQQQ
2011-10-25,3.650097279444362,2.0,1.34,TQQQ
2011-10-26,3.630762566099882,2.0,1.34,TQQQ
2011-10-27,4.022842043258528,2.0,1.34,TQQQ
2011-10-28,4.040662308195677,2.0,1.34,TQQQ
2011-10-31,3.7723488133055447,2.0,1.34,TQQQ
2011-11-01,3.3809124955665655,2.0,1.34,TQQQ
2011-11-02,3.4925247431178676,2.0,1.34,TQQQ
2011-11-03,3.777362147962065,2.0,1.34,TQQQ
2011-11-04,3.698933761072397,2.0,1.34,TQQQ
2011-11-07,3.809176702299743,2.0,1.34,TQQQ
2011-11-08,3.9793439177448695,2.0,1.34,TQQQ
2011-11-09,3.427791926227733,2.0,1.34,TQQQ
2011-11-10,3.4088618489851203,2.0,1.34,TQQQ
2011-11-11,3.6652582481520755,2.0,1.34,TQQQ
2011-11-14,3.5818794335600583,2.0,1.34,TQQQ
2011-11-15,3.7361859001552817,2.0,1.34,TQQQ
2011-11-16,3.4894046453925704,2.0,1.34,TQQQ
2011-11-17,3.167843591308992,2.0,1.34,TQQQ
