date,equity,exposure,cash,allocation_signal,SOXL_close,TQQQ_close,QQQ_close
2010-06-25,1.0,0.0,False,TQQQ,0.5159579515457153,0.2189573049545288,39.486602783203125
2010-06-28,0.9910451058311243,1.0,False,TQQQ,0.5220218896865845,0.21699656546115875,39.34705352783203
2010-06-29,0.8804533912400565,1.0,False,TQQQ,0.45091360807418823,0.1927817016839981,37.829349517822266
2010-06-30,0.8369405258318103,1.0,False,SOXL,0.4290805459022522,0.18325424194335938,37.253662109375
2010-07-01,0.8401932316124534,1.0,False,TQQQ,0.4307481348514557,0.18146786093711853,37.148990631103516
2010-07-02,0.8355969067267485,1.0,False,TQQQ,0.425441712141037,0.1804751306772232,37.0443229675293
2010-07-06,0.839963970754838,1.0,False,TQQQ,0.42468294501304626,0.18141834437847137,37.157711029052734
2010-07-07,0.9193386607389242,1.0,False,TQQQ,0.4913957417011261,0.19856196641921997,38.343971252441406
2010-07-08,0.9348484371747463,1.0,False,TQQQ,0.4877568483352661,0.2019118219614029,38.55331039428711
2010-07-09,0.9610419903502728,1.0,False,TQQQ,0.5045866966247559,0.2075691968202591,38.919647216796875
2010-07-12,0.9719553039161242,1.0,False,TQQQ,0.5238416194915771,0.2099262923002243,39.033042907714844
2010-07-13,1.005153835321042,1.0,False,TQQQ,0.5575008392333984,0.21709662675857544,39.53894805908203
2010-07-14,1.0212327278611282,1.0,False,TQQQ,0.5523463487625122,0.2205694019794464,39.739566802978516
2010-07-15,1.024796792454434,1.0,False,TQQQ,0.5452198386192322,0.2213391810655594,39.774444580078125
2010-07-16,0.9423165595922727,1.0,False,TQQQ,0.4933663010597229,0.20352481305599213,38.67543411254883
2010-07-19,0.96356951713894,1.0,False,TQQQ,0.5306644439697266,0.2081151008605957,39.006866455078125
2010-07-20,0.9940111919054423,1.0,False,TQQQ,0.5321807861328125,0.21468999981880188,39.477901458740234
2010-07-21,0.9592025910951164,1.0,False,TQQQ,0.49988627433776855,0.20717191696166992,38.937095642089844
2010-07-22,1.0238747815904037,1.0,False,TQQQ,0.5456746220588684,0.2211400419473648,39.9227294921875
2010-07-23,1.0505274084182241,1.0,False,TQQQ,0.5561363697052002,0.22689656913280487,40.1756706237793
2010-07-26,1.0736152807314097,1.0,False,TQQQ,0.5761499404907227,0.23188316822052002,40.50714111328125
2010-07-27,1.0733860198737941,1.0,False,TQQQ,0.5643238425254822,0.23183365166187286,40.48969268798828
2010-07-28,1.0514446588250845,1.0,False,TQQQ,0.5350619554519653,0.22709468007087708,40.16697692871094
2010-07-29,1.0264026533397355,1.0,False,TQQQ,0.5026150941848755,0.22168602049350739,39.870399475097656
2010-07-30,1.0334119780734994,1.0,False,TQQQ,0.4868471622467041,0.22319991886615753,39.957637786865234
2010-08-02,1.089010185265959,1.0,False,TQQQ,0.512622058391571,0.23520821332931519,40.7077522277832
2010-08-03,1.077752945917618,1.0,False,TQQQ,0.49715691804885864,0.23277683556079865,40.53331756591797
2010-08-04,1.1088828862018967,1.0,False,TQQQ,0.5117122530937195,0.23950038850307465,40.943260192871094
2010-08-05,1.1023367056562678,1.0,False,TQQQ,0.499431312084198,0.2380865216255188,40.84732437133789
2010-08-06,1.0971665732012617,1.0,False,TQQQ,0.5000378489494324,0.23696985840797424,40.78626251220703
2010-08-09,1.116350870635157,1.0,False,TQQQ,0.5082255005836487,0.2411133497953415,41.06537628173828
2010-08-10,1.0926849132404308,1.0,False,TQQQ,0.4692588746547699,0.2360018938779831,40.7077522277832
2010-08-11,1.0027409044651159,1.0,False,TQQQ,0.41270580887794495,0.2165754735469818,39.60002136230469
2010-08-12,0.9744784152082859,1.0,False,TQQQ,0.39617910981178284,0.2104712426662445,39.2859992980957
2010-08-13,0.9550648569167751,1.0,False,TQQQ,0.3842008709907532,0.2062782347202301,39.006866455078125
2010-08-16,0.9604640432529978,1.0,False,TQQQ,0.3881435990333557,0.20744436979293823,39.07666778564453
2010-08-17,0.9969976543621376,1.0,False,TQQQ,0.4030018746852875,0.21533502638339996,39.5738410949707
2010-08-18,1.0059566277794267,1.0,False,TQQQ,0.41649559140205383,0.21727001667022705,39.73084259033203
2010-08-19,0.9689644259629232,1.0,False,TQQQ,0.3955722153186798,0.20928031206130981,39.128997802734375
