agent,symbol,signal,date,close,fast_sma,slow_sma,trend_on,previous_trend_on,has_position,position_source,position_qty,entry_price,stop_price,stop_hit,trend_exit,reason,generated_at
SOXL only,SOXL,HOLD,2026-05-22,190.56,103.8926,94.4905,True,True,True,local_reconstruction,,98.09,88.281,False,False,already aligned with strategy state,2026-05-22T21:26:02-04:00
