Date,Close,EMA200_weekly,ATR14,Equity,InPosition
2010-01-04,6.695000171661377,,,1.0,0
2010-01-05,6.734499931335449,,,1.0,0
2010-01-06,6.612500190734863,,,1.0,0
2010-01-07,6.5,,,1.0,0
2010-01-08,6.676000118255615,6.676000118255615,,1.0,1
2010-01-11,6.515500068664551,6.676000118255615,,0.9759586508765669,0
2010-01-12,6.367499828338623,6.676000118255615,,0.9759586508765669,0
2010-01-13,6.45550012588501,6.676000118255615,,0.9759586508765669,0
2010-01-14,6.367499828338623,6.676000118255615,,0.9759586508765669,0
2010-01-15,6.35699987411499,6.672825986473122,,0.9759586508765669,0
2010-01-19,6.380499839782715,6.672825986473122,,0.9759586508765669,0
2010-01-20,6.289000034332275,6.672825986473122,,0.9759586508765669,0
2010-01-21,6.330999851226807,6.672825986473122,,0.9759586508765669,0
2010-01-22,6.071499824523926,6.666842641578106,0.19585718427385604,0.9759586508765669,0
2010-01-25,6.015500068664551,6.666842641578106,0.19832144464765275,0.9759586508765669,0
2010-01-26,5.973999977111816,6.666842641578106,0.1992142881665911,0.9759586508765669,0
2010-01-27,6.137499809265137,6.666842641578106,0.2043928759438651,0.9759586508765669,0
2010-01-28,6.301499843597412,6.666842641578106,0.20771431922912598,0.9759586508765669,0
2010-01-29,6.270500183105469,6.6628989355236525,0.2186429159981864,0.9759586508765669,0
2010-02-01,5.94350004196167,6.6628989355236525,0.24464290482657297,0.9759586508765669,0
2010-02-02,5.906000137329102,6.6628989355236525,0.24757146835327148,0.9759586508765669,0
2010-02-03,5.954999923706055,6.6628989355236525,0.24432148252214705,0.9759586508765669,0
2010-02-04,5.796999931335449,6.6628989355236525,0.24650004931858607,0.9759586508765669,0
2010-02-05,5.869500160217285,6.655004420346475,0.2499286447252546,0.9759586508765669,0
2010-02-08,5.8414998054504395,6.655004420346475,0.25267863273620605,0.9759586508765669,0
2010-02-09,5.901500225067139,6.655004420346475,0.24603581428527832,0.9759586508765669,0
