ETF,First Data Date in Window,Start Used,End Used,Cumulative Return,CAGR,Sharpe Ratio,Max Drawdown,Trading Days
SPMO,2015-10-12,2015-10-12,2026-05-15,5.441830256105793,0.19232225444312645,0.9864434493594949,-0.30947521243859444,2664
VGT,2007-01-03,2007-01-03,2026-05-15,19.248442329442305,0.16807748876440032,0.7801159632275285,-0.5463022335755889,4873
SMH,2007-01-03,2007-01-03,2026-05-15,38.03242194867843,0.20835041751046846,0.778638377980016,-0.6419001046410873,4873
QLD,2007-01-03,2007-01-03,2026-05-15,76.27061732102884,0.25173075733824524,0.730909487159941,-0.8312886400288215,4873
TQQQ,2010-02-11,2010-02-11,2026-05-15,364.62998819002155,0.4377415330312817,0.9050071572200247,-0.8165984736660451,4090
SOXL,2010-03-11,2010-03-11,2026-05-15,272.23985884091826,0.4145192219033125,0.8390971519121149,-0.904605135959504,4071
