strategy,passed_is_dd_lt_50,top_n,lookback,skip,cash_filter,dca_steps,is_return,is_cagr,is_max_drawdown,is_sharpe,oos_return,oos_cagr,oos_max_drawdown,oos_sharpe
SMH_HIST_PIT Top3 L126 S21 smh_sma200 DCA1,False,3,126,21,smh_sma200,1,5.211105404026345,0.20046492932547944,-0.516130697855221,0.8324215133135159,5.793005255348992,0.349442687634284,-0.2588666271002643,1.0335066149686711
SMH_HIST_PIT Top3 L126 S21 smh_sma200 DCA3,True,3,126,21,smh_sma200,3,5.6758452059330455,0.20916202805423723,-0.4559245945441154,0.9153833394207258,4.891250585222962,0.31971126595472943,-0.2588666271002643,0.9854126249089191
SMH_HIST_PIT Top3 L126 S21 both_sma200 DCA1,True,3,126,21,both_sma200,1,5.789266702525144,0.21120167311510274,-0.4654555667360537,0.865249418499412,5.956092799719283,0.35445988093296865,-0.2588666271002643,1.0455463548649855
SMH_HIST_PIT Top3 L126 S21 both_sma200 DCA3,True,3,126,21,both_sma200,3,5.724635143099448,0.21004320453554026,-0.4502137760031577,0.9165470446262273,5.078643863260366,0.32619127312334695,-0.2588666271002643,0.9999389496837956
SMH_HIST_PIT Top3 L252 S0 none DCA1,True,3,252,0,none,1,14.253123202361408,0.31336214863999134,-0.33571061852930284,1.0698344128148642,10.320121519012137,0.4616641145244742,-0.42345237455961093,1.2022402905675864
SMH_HIST_PIT Top3 L252 S0 none DCA3,True,3,252,0,none,3,16.60143299453619,0.3323121104303035,-0.32657416194671085,1.1395988843241442,10.320121519012137,0.4616641145244742,-0.42345237455961093,1.2022402905675864
SMH_HIST_PIT Top3 L252 S0 smh_sma100 DCA1,True,3,252,0,smh_sma100,1,9.076382110373622,0.2600033019394392,-0.24808459329041344,1.116180624928818,6.439706012693232,0.3687755076776307,-0.2535800013277738,1.1844420100662743
SMH_HIST_PIT Top3 L252 S0 smh_sma100 DCA3,True,3,252,0,smh_sma100,3,8.668550520965592,0.25480609719627156,-0.20865296729139893,1.2122016871017067,4.455760502192695,0.3039527074003556,-0.22465260099208162,1.0591658567605755
SMH_HIST_PIT Top3 L252 S0 smh_sma200 DCA1,True,3,252,0,smh_sma200,1,4.520348870118993,0.18638906710706005,-0.39382443110476884,0.7826488954310061,8.29421659876087,0.4172670840501138,-0.23281665401453366,1.2453560318121306
SMH_HIST_PIT Top3 L252 S0 smh_sma200 DCA3,True,3,252,0,smh_sma200,3,5.581727732902047,0.2074457090577626,-0.3761554702961881,0.909935747058035,6.711902449607169,0.3764908839990859,-0.19324004696011787,1.1715918114804875
SMH_HIST_PIT Top3 L252 S0 both_sma200 DCA1,True,3,252,0,both_sma200,1,4.876826539063938,0.19383934355396915,-0.3645559193464818,0.8166102964171699,7.351501565801714,0.3937538652834234,-0.23828571147371413,1.1850838598488247
SMH_HIST_PIT Top3 L252 S0 both_sma200 DCA3,True,3,252,0,both_sma200,3,5.572079663483272,0.20726852152884612,-0.36858709265812084,0.9120195780820906,5.929681990819015,0.35365416419512763,-0.1964664952937315,1.1108272447835623
SMH_HIST_PIT Top3 L252 S21 none DCA1,True,3,252,21,none,1,13.782358873492791,0.3092495480136943,-0.4102042816834245,1.0607029417320737,8.722875209527773,0.42729841353358267,-0.431298104755942,1.1333016759229746
SMH_HIST_PIT Top3 L252 S21 none DCA3,True,3,252,21,none,3,16.058191673996934,0.3281401707825431,-0.4102042816834246,1.1303424219368952,8.722875209527773,0.42729841353358267,-0.431298104755942,1.1333016759229746
SMH_HIST_PIT Top3 L252 S21 smh_sma100 DCA1,True,3,252,21,smh_sma100,1,9.856237603097298,0.2694350475795848,-0.23448823681545683,1.1656977193742246,6.0500311475189665,0.35730490970109674,-0.229588309877364,1.1873136904164157
SMH_HIST_PIT Top3 L252 S21 smh_sma100 DCA3,True,3,252,21,smh_sma100,3,8.67655756591428,0.2549100183887396,-0.17257645348933726,1.2510109550304005,4.175338039025446,0.29323407275359403,-0.18364314776150703,1.0566749527772503
SMH_HIST_PIT Top3 L252 S21 smh_sma200 DCA1,True,3,252,21,smh_sma200,1,4.59383841957969,0.1879597085257958,-0.3740528309042678,0.7980346966673199,7.199934875296364,0.38976657664911896,-0.2705948630675826,1.1874111309337931
SMH_HIST_PIT Top3 L252 S21 smh_sma200 DCA3,True,3,252,21,smh_sma200,3,5.0828011093429115,0.1979607146950173,-0.334449762006393,0.901681692312183,5.657132508015817,0.3451845267329252,-0.2705948630675826,1.1018681654283
SMH_HIST_PIT Top3 L252 S21 both_sma200 DCA1,True,3,252,21,both_sma200,1,4.565761899127987,0.1873618528543466,-0.3503044377547254,0.8102550674015649,7.175788266564515,0.38912561653768707,-0.2681238388862913,1.1855931347362396
SMH_HIST_PIT Top3 L252 S21 both_sma200 DCA3,True,3,252,21,both_sma200,3,5.006672170379396,0.19645228340216936,-0.3436766135700625,0.8987131058523012,5.637529038428338,0.344564127855417,-0.2681238388862913,1.1000509046476048
SMH_HIST_PIT Top5 L63 S0 none DCA1,True,5,63,0,none,1,9.467122173432871,0.2648080719009289,-0.36537199796495046,1.0742647310600422,9.26363641700716,0.43943404685786414,-0.333059854644814,1.2305949014541795
SMH_HIST_PIT Top5 L63 S0 none DCA3,True,5,63,0,none,3,10.615674120660154,0.2780510424267377,-0.36537199796495057,1.1386893355359904,9.26363641700716,0.43943404685786414,-0.333059854644814,1.2305949014541795
SMH_HIST_PIT Top5 L63 S0 smh_sma100 DCA1,True,5,63,0,smh_sma100,1,5.097908172085639,0.19825802675612092,-0.24803991910305223,1.0196707201872657,6.478401587375817,0.36988670279576974,-0.2627196175277642,1.270188709878276
SMH_HIST_PIT Top5 L63 S0 smh_sma100 DCA3,True,5,63,0,smh_sma100,3,3.9270688841966805,0.17297111670411813,-0.231329825313771,0.9893301280899531,4.80504073533918,0.3166715836031042,-0.2295016136383481,1.1721993507612154
SMH_HIST_PIT Top5 L63 S0 smh_sma200 DCA1,True,5,63,0,smh_sma200,1,2.5533346298490422,0.13523620583290463,-0.39878388369706974,0.6984855610956189,7.746846955629978,0.40387411745688206,-0.22412219408454725,1.2661707805467661
SMH_HIST_PIT Top5 L63 S0 smh_sma200 DCA3,True,5,63,0,smh_sma200,3,2.4119403628764373,0.1306340001652213,-0.3962785965040364,0.7184094743308548,6.1673525854622335,0.3608135514660835,-0.22664678385438652,1.1945887771932397
SMH_HIST_PIT Top5 L63 S0 both_sma200 DCA1,True,5,63,0,both_sma200,1,2.6056125766229874,0.1368961329500178,-0.3850144099120628,0.7033201736202056,7.503894327499232,0.39770180945101474,-0.22412219408454725,1.2574268704704488
