signal_date,execution_date,execution_type,action,symbol,units_after,price,drop_from_anchor_pct,from_symbol,to_symbol,units_before,reason
2016-06-28,2016-06-29,next_open,BUY_EXTRA_1,SOXL,2.0,1.5682,-20.91,,,,
2016-06-29,2016-06-30,next_open,BUY_EXTRA_2,SOXL,3.0,1.6131,-16.15,,,,
2016-07-11,2016-07-12,next_open,SELL_EXTRAS,SOXL,1.0,1.8576,,,,3.0,extra shares profit >= 12%
2016-08-02,2016-08-03,next_open,BUY_EXTRA_1,SOXL,2.0,2.1422,-7.8,,,,
2016-08-15,2016-08-16,next_open,SELL_EXTRAS,SOXL,1.0,2.4934,,,,2.0,extra shares profit >= 12%
2016-09-09,2016-09-12,next_open,BUY_EXTRA_1,SOXL,2.0,2.2392,-14.56,,,,
2016-09-15,2016-09-16,next_open,SELL_EXTRAS,SOXL,1.0,2.6572,,,,2.0,extra shares profit >= 12%
2016-09-26,2016-09-27,next_open,BUY_EXTRA_1,SOXL,2.0,2.5298,-6.19,,,,
2016-09-30,2016-10-03,next_open,SELL_EXTRAS,SOXL,1.0,2.9241,,,,2.0,extra shares profit >= 12%
2016-10-11,2016-10-12,next_open,BUY_EXTRA_1,SOXL,2.0,2.7112,-8.18,,,,
2016-10-26,2016-10-27,next_open,SELL_EXTRAS,SOXL,1.0,2.9035,,,,2.0,extra shares max holding days 10
2016-10-27,2016-10-28,next_open,BUY_EXTRA_1,SOXL,2.0,2.7889,-5.79,,,,
2016-11-11,2016-11-14,next_open,SELL_EXTRAS,SOXL,1.0,2.912,,,,2.0,extra shares max holding days 10
2016-12-01,2016-12-02,next_open,BUY_EXTRA_1,SOXL,2.0,2.8683,-17.5,,,,
2016-12-06,2016-12-07,next_open,SELL_EXTRAS,SOXL,1.0,3.2154,,,,2.0,extra shares profit >= 12%
2016-12-28,2016-12-29,next_open,BUY_EXTRA_1,SOXL,2.0,3.7712,-5.81,,,,
2017-01-13,2017-01-17,next_open,SELL_EXTRAS,SOXL,1.0,3.7998,,,,2.0,extra shares max holding days 10
2017-01-17,2017-01-18,next_open,BUY_EXTRA_1,SOXL,2.0,3.6619,-9.73,,,,
2017-01-25,2017-01-26,next_open,SELL_EXTRAS,SOXL,1.0,4.2409,,,,2.0,extra shares profit >= 12%
2017-01-31,2017-02-01,next_open,BUY_EXTRA_1,SOXL,2.0,4.2346,-5.43,,,,
2017-02-15,2017-02-16,next_open,SELL_EXTRAS,SOXL,1.0,4.4271,,,,2.0,extra shares max holding days 10
2017-02-24,2017-02-27,next_open,BUY_EXTRA_1,SOXL,2.0,4.4621,-5.13,,,,
2017-03-13,2017-03-14,next_open,SELL_EXTRAS,SOXL,1.0,4.7717,,,,2.0,extra shares max holding days 10
2017-03-21,2017-03-22,next_open,BUY_EXTRA_1,SOXL,2.0,4.6649,-6.96,,,,
2017-04-04,2017-04-05,next_open,RESET_ON_ROTATION,,,3.5287,,SOXL,TQQQ,2.0,
2017-04-13,2017-04-17,next_open,BUY_EXTRA_1,TQQQ,2.0,3.3734,-5.2,,,,
2017-04-28,2017-05-01,next_open,SELL_EXTRAS,TQQQ,1.0,3.821,,,,2.0,extra shares profit >= 12%
2017-05-17,2017-05-18,next_open,BUY_EXTRA_1,TQQQ,2.0,3.7745,-7.57,,,,
2017-06-01,2017-06-02,next_open,SELL_EXTRAS,TQQQ,1.0,4.3114,,,,2.0,extra shares profit >= 12%
2017-06-09,2017-06-12,next_open,BUY_EXTRA_1,TQQQ,2.0,3.9874,-7.23,,,,
2017-06-26,2017-06-27,next_open,SELL_EXTRAS,TQQQ,1.0,4.1164,,,,2.0,extra shares max holding days 10
2017-06-27,2017-06-28,next_open,BUY_EXTRA_1,TQQQ,2.0,3.977,-10.98,,,,
2017-07-13,2017-07-14,next_open,SELL_EXTRAS,TQQQ,1.0,4.2245,,,,2.0,extra shares max holding days 10
2017-08-02,2017-08-03,next_open,RESET_ON_ROTATION,,,5.8878,,TQQQ,SOXL,1.0,
2017-08-10,2017-08-11,next_open,BUY_EXTRA_1,SOXL,2.0,5.4448,-10.2,,,,
2017-08-16,2017-08-17,next_open,SELL_EXTRAS,SOXL,1.0,5.9876,,,,2.0,extra shares profit >= 12%
2017-08-17,2017-08-18,next_open,BUY_EXTRA_1,SOXL,2.0,5.727,-8.41,,,,
2017-09-01,2017-09-05,next_open,SELL_EXTRAS,SOXL,1.0,6.3118,,,,2.0,extra shares max holding days 10
2017-09-05,2017-09-06,next_open,RESET_ON_ROTATION,,,4.4961,,SOXL,TQQQ,1.0,
2017-09-25,2017-09-26,next_open,BUY_EXTRA_1,TQQQ,2.0,4.3663,-6.7,,,,
2017-10-10,2017-10-11,next_open,SELL_EXTRAS,TQQQ,1.0,4.732,,,,2.0,extra shares max holding days 10
2017-11-02,2017-11-03,next_open,RESET_ON_ROTATION,,,9.5427,,TQQQ,SOXL,1.0,
2017-11-09,2017-11-10,next_open,BUY_EXTRA_1,SOXL,2.0,9.8847,-6.09,,,,
2017-11-27,2017-11-28,next_open,SELL_EXTRAS,SOXL,1.0,10.5877,,,,2.0,extra shares max holding days 10
2017-11-29,2017-11-30,next_open,BUY_EXTRA_1,SOXL,2.0,9.4041,-16.49,,,,
2017-12-01,2017-12-04,next_open,BUY_EXTRA_2,SOXL,3.0,9.2547,-17.86,,,,
2017-12-05,2017-12-06,next_open,RESET_ON_ROTATION,,,5.1367,,SOXL,TQQQ,3.0,
2017-12-06,2017-12-07,next_open,RESET_ON_ROTATION,,,8.5911,,TQQQ,SOXL,1.0,
2017-12-26,2017-12-27,next_open,BUY_EXTRA_1,SOXL,2.0,8.8463,-6.28,,,,
2018-01-03,2018-01-04,next_open,RESET_ON_ROTATION,,,6.0315,,SOXL,TQQQ,2.0,
2018-02-01,2018-02-02,next_open,BUY_EXTRA_1,TQQQ,2.0,6.7829,-5.09,,,,
2018-02-05,2018-02-06,next_open,BUY_EXTRA_2,TQQQ,3.0,5.4338,-21.18,,,,
2018-02-09,2018-02-12,next_open,RESET_ON_ROTATION,,,8.7255,,TQQQ,SOXL,3.0,
2018-02-12,2018-02-13,next_open,RESET_ON_ROTATION,,,5.6089,,SOXL,TQQQ,1.0,
2018-02-28,2018-03-01,next_open,BUY_EXTRA_1,TQQQ,2.0,6.6165,-5.52,,,,
2018-03-15,2018-03-16,next_open,SELL_EXTRAS,TQQQ,1.0,7.1217,,,,2.0,extra shares max holding days 10
2018-03-16,2018-03-19,next_open,BUY_EXTRA_1,TQQQ,2.0,6.8504,-5.02,,,,
2018-03-22,2018-03-23,next_open,BUY_EXTRA_2,TQQQ,3.0,6.0446,-18.08,,,,
2018-04-03,2018-04-04,next_open,RESET_ON_ROTATION,,,8.3088,,TQQQ,SOXL,3.0,
2018-04-06,2018-04-09,next_open,BUY_EXTRA_1,SOXL,2.0,8.632,-11.92,,,,
2018-04-12,2018-04-13,next_open,SELL_EXTRAS,SOXL,1.0,10.1695,,,,2.0,extra shares profit >= 12%
2018-04-19,2018-04-20,next_open,BUY_EXTRA_1,SOXL,2.0,8.5881,-15.61,,,,
2018-04-20,2018-04-23,next_open,BUY_EXTRA_2,SOXL,3.0,8.4118,-18.64,,,,
2018-04-26,2018-04-27,next_open,RESET_ON_ROTATION,,,6.0557,,SOXL,TQQQ,3.0,
2018-04-27,2018-04-30,next_open,RESET_ON_ROTATION,,,8.0155,,TQQQ,SOXL,1.0,
2018-05-02,2018-05-03,next_open,RESET_ON_ROTATION,,,5.6971,,SOXL,TQQQ,1.0,
2018-06-25,2018-06-26,next_open,BUY_EXTRA_1,TQQQ,2.0,6.8782,-9.77,,,,
2018-07-11,2018-07-12,next_open,SELL_EXTRAS,TQQQ,1.0,7.4787,,,,2.0,extra shares max holding days 10
2018-07-27,2018-07-30,next_open,BUY_EXTRA_1,TQQQ,2.0,7.5002,-8.36,,,,
2018-08-13,2018-08-14,next_open,SELL_EXTRAS,TQQQ,1.0,7.8945,,,,2.0,extra shares max holding days 10
2018-08-15,2018-08-16,next_open,BUY_EXTRA_1,TQQQ,2.0,7.8326,-6.35,,,,
2018-08-30,2018-08-31,next_open,SELL_EXTRAS,TQQQ,1.0,8.557,,,,2.0,extra shares max holding days 10
2018-09-05,2018-09-06,next_open,BUY_EXTRA_1,TQQQ,2.0,8.1876,-5.38,,,,
2018-09-20,2018-09-21,next_open,SELL_EXTRAS,TQQQ,1.0,8.3711,,,,2.0,extra shares max holding days 10
2018-09-21,2018-09-24,next_open,BUY_EXTRA_1,TQQQ,2.0,7.9958,-5.48,,,,
2018-10-08,2018-10-09,next_open,SELL_EXTRAS,TQQQ,1.0,7.5859,,,,2.0,extra shares max holding days 10
2018-10-09,2018-10-10,next_open,BUY_EXTRA_1,TQQQ,2.0,7.5049,-11.61,,,,
2018-10-10,2018-10-11,next_open,BUY_EXTRA_2,TQQQ,3.0,6.5541,-23.08,,,,
2018-10-24,2018-10-25,next_open,SELL_EXTRAS,TQQQ,1.0,6.0871,,,,3.0,extra shares max holding days 10
2018-10-25,2018-10-26,next_open,BUY_EXTRA_1,TQQQ,2.0,5.7666,-25.6,,,,
2018-10-26,2018-10-29,next_open,BUY_EXTRA_2,TQQQ,3.0,6.1931,-31.38,,,,
2018-11-07,2018-11-08,next_open,SELL_EXTRAS,TQQQ,1.0,6.7662,,,,3.0,extra shares profit >= 12%
2018-11-08,2018-11-09,next_open,BUY_EXTRA_1,TQQQ,2.0,6.5434,-22.08,,,,
2018-11-09,2018-11-12,next_open,BUY_EXTRA_2,TQQQ,3.0,6.2551,-26.04,,,,
2018-11-21,2018-11-23,next_open,RESET_ON_ROTATION,,,5.8168,,TQQQ,SOXL,3.0,
2018-11-23,2018-11-26,next_open,RESET_ON_ROTATION,,,5.2638,,SOXL,TQQQ,1.0,
2018-12-04,2018-12-06,next_open,RESET_ON_ROTATION,,,5.7899,,TQQQ,SOXL,1.0,
2018-12-06,2018-12-07,next_open,RESET_ON_ROTATION,,,5.6713,,SOXL,TQQQ,1.0,
2018-12-07,2018-12-10,next_open,RESET_ON_ROTATION,,,5.4799,,TQQQ,SOXL,1.0,
2018-12-10,2018-12-11,next_open,RESET_ON_ROTATION,,,5.5915,,SOXL,TQQQ,1.0,
2018-12-11,2018-12-12,next_open,RESET_ON_ROTATION,,,6.1242,,TQQQ,SOXL,1.0,
2018-12-14,2018-12-17,next_open,BUY_EXTRA_1,SOXL,2.0,5.7209,-5.66,,,,
2018-12-19,2018-12-20,next_open,BUY_EXTRA_2,SOXL,3.0,5.0248,-17.53,,,,
2018-12-20,2018-12-21,next_open,RESET_ON_ROTATION,,,4.3667,,SOXL,TQQQ,3.0,
2018-12-21,2018-12-24,next_open,RESET_ON_ROTATION,,,4.5723,,TQQQ,SOXL,1.0,
2018-12-24,2018-12-26,next_open,BUY_EXTRA_1,SOXL,2.0,4.461,-6.22,,,,
2018-12-26,2018-12-27,next_open,RESET_ON_ROTATION,,,4.128,,SOXL,TQQQ,2.0,
2018-12-27,2018-12-28,next_open,RESET_ON_ROTATION,,,5.2489,,TQQQ,SOXL,1.0,
2019-01-03,2019-01-04,next_open,RESET_ON_ROTATION,,,4.2413,,SOXL,TQQQ,1.0,
2019-01-22,2019-01-23,next_open,BUY_EXTRA_1,TQQQ,2.0,5.1242,-5.52,,,,
2019-02-04,2019-02-05,next_open,SELL_EXTRAS,TQQQ,1.0,5.7708,,,,2.0,extra shares profit >= 12%
2019-03-04,2019-03-05,next_open,RESET_ON_ROTATION,,,8.325,,TQQQ,SOXL,1.0,
2019-03-06,2019-03-07,next_open,BUY_EXTRA_1,SOXL,2.0,7.6982,-6.0,,,,
2019-03-15,2019-03-18,next_open,SELL_EXTRAS,SOXL,1.0,8.8953,,,,2.0,extra shares profit >= 12%
2019-03-22,2019-03-25,next_open,BUY_EXTRA_1,SOXL,2.0,8.8153,-8.51,,,,
2019-04-03,2019-04-04,next_open,SELL_EXTRAS,SOXL,1.0,10.0602,,,,2.0,extra shares profit >= 12%
2019-04-25,2019-04-26,next_open,BUY_EXTRA_1,SOXL,2.0,11.4991,-5.44,,,,
2019-05-07,2019-05-08,next_open,BUY_EXTRA_2,SOXL,3.0,10.7247,-15.04,,,,
2019-05-10,2019-05-13,next_open,SELL_EXTRAS,SOXL,1.0,9.3147,,,,3.0,extra shares max holding days 10
2019-05-13,2019-05-14,next_open,BUY_EXTRA_1,SOXL,2.0,9.2093,-31.12,,,,
2019-05-14,2019-05-15,next_open,BUY_EXTRA_2,SOXL,3.0,9.1791,-26.19,,,,
2019-05-24,2019-05-28,next_open,RESET_ON_ROTATION,,,6.5092,,SOXL,TQQQ,3.0,
2019-05-28,2019-05-29,next_open,RESET_ON_ROTATION,,,6.7004,,TQQQ,SOXL,1.0,
2019-06-04,2019-06-05,next_open,RESET_ON_ROTATION,,,6.2407,,SOXL,TQQQ,1.0,
2019-06-25,2019-06-26,next_open,BUY_EXTRA_1,TQQQ,2.0,7.3065,-5.58,,,,
2019-07-11,2019-07-12,next_open,SELL_EXTRAS,TQQQ,1.0,8.062,,,,2.0,extra shares max holding days 10
2019-07-31,2019-08-01,next_open,BUY_EXTRA_1,TQQQ,2.0,7.8722,-6.38,,,,
2019-08-05,2019-08-06,next_open,BUY_EXTRA_2,TQQQ,3.0,6.7694,-21.16,,,,
2019-08-15,2019-08-16,next_open,SELL_EXTRAS,TQQQ,1.0,6.8959,,,,3.0,extra shares max holding days 10
2019-08-16,2019-08-19,next_open,BUY_EXTRA_1,TQQQ,2.0,7.3363,-15.84,,,,
2019-08-23,2019-08-26,next_open,BUY_EXTRA_2,TQQQ,3.0,6.8613,-20.39,,,,
2019-09-03,2019-09-04,next_open,SELL_EXTRAS,TQQQ,1.0,7.2062,,,,3.0,extra shares max holding days 10
2019-09-04,2019-09-05,next_open,RESET_ON_ROTATION,,,10.8797,,TQQQ,SOXL,1.0,
2019-09-20,2019-09-23,next_open,BUY_EXTRA_1,SOXL,2.0,11.0303,-8.73,,,,
2019-10-02,2019-10-03,next_open,BUY_EXTRA_2,SOXL,3.0,10.1885,-16.34,,,,
2019-10-07,2019-10-08,next_open,SELL_EXTRAS,SOXL,1.0,10.6701,,,,3.0,extra shares max holding days 10
2019-10-08,2019-10-09,next_open,BUY_EXTRA_1,SOXL,2.0,10.4122,-17.74,,,,
2019-10-15,2019-10-16,next_open,SELL_EXTRAS,SOXL,1.0,12.1136,,,,2.0,extra shares profit >= 12%
2019-10-18,2019-10-21,next_open,BUY_EXTRA_1,SOXL,2.0,11.7583,-6.57,,,,
2019-10-28,2019-10-29,next_open,SELL_EXTRAS,SOXL,1.0,13.4411,,,,2.0,extra shares profit >= 12%
2019-11-04,2019-11-05,next_open,RESET_ON_ROTATION,,,8.685,,SOXL,TQQQ,1.0,
2019-12-03,2019-12-04,next_open,RESET_ON_ROTATION,,,13.6029,,TQQQ,SOXL,1.0,
2020-01-03,2020-01-06,next_open,RESET_ON_ROTATION,,,10.2999,,SOXL,TQQQ,1.0,
2020-01-27,2020-01-28,next_open,BUY_EXTRA_1,TQQQ,2.0,11.3004,-8.61,,,,
2020-02-06,2020-02-07,next_open,SELL_EXTRAS,TQQQ,1.0,12.7725,,,,2.0,extra shares profit >= 12%
2020-02-21,2020-02-24,next_open,BUY_EXTRA_1,TQQQ,2.0,11.495,-8.4,,,,
2020-02-24,2020-02-25,next_open,BUY_EXTRA_2,TQQQ,3.0,11.692,-18.96,,,,
2020-02-28,2020-03-02,next_open,RESET_ON_ROTATION,,,14.0372,,TQQQ,SOXL,3.0,
2020-03-02,2020-03-03,next_open,RESET_ON_ROTATION,,,10.5506,,SOXL,TQQQ,1.0,
2020-03-03,2020-03-04,next_open,BUY_EXTRA_1,TQQQ,2.0,9.9739,-10.3,,,,
2020-03-09,2020-03-10,next_open,BUY_EXTRA_2,TQQQ,3.0,8.1162,-31.12,,,,
2020-03-10,2020-03-11,next_open,RESET_ON_ROTATION,,,10.3772,,TQQQ,SOXL,3.0,
2020-03-11,2020-03-12,next_open,RESET_ON_ROTATION,,,5.9099,,SOXL,TQQQ,1.0,
2020-03-12,2020-03-13,next_open,RESET_ON_ROTATION,,,7.8163,,TQQQ,SOXL,1.0,
2020-03-13,2020-03-16,next_open,RESET_ON_ROTATION,,,4.8306,,SOXL,TQQQ,1.0,
2020-03-16,2020-03-17,next_open,BUY_EXTRA_1,TQQQ,2.0,4.7016,-7.93,,,,
2020-03-17,2020-03-18,next_open,RESET_ON_ROTATION,,,4.4538,,TQQQ,SOXL,2.0,
2020-03-18,2020-03-19,next_open,RESET_ON_ROTATION,,,4.6383,,SOXL,TQQQ,1.0,
2020-03-20,2020-03-23,next_open,BUY_EXTRA_1,TQQQ,2.0,4.2897,-11.71,,,,
2020-03-23,2020-03-24,next_open,RESET_ON_ROTATION,,,5.3983,,TQQQ,SOXL,2.0,
2020-03-24,2020-03-25,next_open,RESET_ON_ROTATION,,,5.2771,,SOXL,TQQQ,1.0,
2020-03-27,2020-03-30,next_open,BUY_EXTRA_1,TQQQ,2.0,5.4418,-10.39,,,,
2020-04-01,2020-04-02,next_open,BUY_EXTRA_2,TQQQ,3.0,4.9189,-15.66,,,,
2020-04-06,2020-04-07,next_open,SELL_EXTRAS,TQQQ,1.0,6.674,,,,3.0,extra shares profit >= 12%
2020-04-21,2020-04-22,next_open,BUY_EXTRA_1,TQQQ,2.0,7.2864,-13.94,,,,
2020-04-29,2020-04-30,next_open,SELL_EXTRAS,TQQQ,1.0,8.4063,,,,2.0,extra shares profit >= 12%
2020-05-01,2020-05-04,next_open,BUY_EXTRA_1,TQQQ,2.0,7.4667,-8.97,,,,
2020-05-07,2020-05-08,next_open,SELL_EXTRAS,TQQQ,1.0,8.7812,,,,2.0,extra shares profit >= 12%
2020-05-12,2020-05-13,next_open,BUY_EXTRA_1,TQQQ,2.0,8.6666,-5.95,,,,
2020-05-28,2020-05-29,next_open,SELL_EXTRAS,TQQQ,1.0,9.5561,,,,2.0,extra shares max holding days 10
2020-06-11,2020-06-12,next_open,BUY_EXTRA_1,TQQQ,2.0,10.541,-14.72,,,,
2020-06-23,2020-06-24,next_open,SELL_EXTRAS,TQQQ,1.0,11.8078,,,,2.0,extra shares profit >= 12%
2020-06-24,2020-06-25,next_open,BUY_EXTRA_1,TQQQ,2.0,11.212,-5.89,,,,
2020-07-02,2020-07-06,next_open,RESET_ON_ROTATION,,,12.7078,,TQQQ,SOXL,2.0,
2020-07-13,2020-07-14,next_open,BUY_EXTRA_1,SOXL,2.0,12.5992,-5.94,,,,
2020-07-20,2020-07-21,next_open,SELL_EXTRAS,SOXL,1.0,14.5114,,,,2.0,extra shares profit >= 12%
2020-07-23,2020-07-24,next_open,BUY_EXTRA_1,SOXL,2.0,12.7589,-5.56,,,,
2020-07-30,2020-07-31,next_open,SELL_EXTRAS,SOXL,1.0,15.0046,,,,2.0,extra shares profit >= 12%
2020-08-04,2020-08-05,next_open,RESET_ON_ROTATION,,,15.0612,,SOXL,TQQQ,1.0,
2020-08-11,2020-08-12,next_open,BUY_EXTRA_1,TQQQ,2.0,14.4583,-9.99,,,,
2020-08-20,2020-08-21,next_open,SELL_EXTRAS,TQQQ,1.0,16.5548,,,,2.0,extra shares profit >= 12%
2020-09-02,2020-09-03,next_open,RESET_ON_ROTATION,,,18.9777,,TQQQ,SOXL,1.0,
2020-09-03,2020-09-04,next_open,BUY_EXTRA_1,SOXL,2.0,16.112,-13.15,,,,
2020-09-04,2020-09-08,next_open,BUY_EXTRA_2,SOXL,3.0,14.2625,-15.55,,,,
2020-09-08,2020-09-09,next_open,RESET_ON_ROTATION,,,15.405,,SOXL,TQQQ,3.0,
2020-09-09,2020-09-10,next_open,RESET_ON_ROTATION,,,15.3692,,TQQQ,SOXL,1.0,
2020-09-10,2020-09-11,next_open,BUY_EXTRA_1,SOXL,2.0,14.5734,-7.2,,,,
2020-09-25,2020-09-28,next_open,SELL_EXTRAS,SOXL,1.0,15.5547,,,,2.0,extra shares max holding days 10
2020-10-02,2020-10-05,next_open,RESET_ON_ROTATION,,,15.3382,,SOXL,TQQQ,1.0,
2020-10-06,2020-10-07,next_open,BUY_EXTRA_1,TQQQ,2.0,15.5411,-5.37,,,,
2020-10-12,2020-10-13,next_open,SELL_EXTRAS,TQQQ,1.0,18.7683,,,,2.0,extra shares profit >= 12%
2020-10-16,2020-10-19,next_open,BUY_EXTRA_1,TQQQ,2.0,17.6747,-5.95,,,,
2020-10-28,2020-10-29,next_open,BUY_EXTRA_2,TQQQ,3.0,14.5586,-22.14,,,,
2020-10-29,2020-10-30,next_open,RESET_ON_ROTATION,,,16.3828,,TQQQ,SOXL,3.0,
2020-10-30,2020-11-02,next_open,RESET_ON_ROTATION,,,14.3019,,SOXL,TQQQ,1.0,
2020-11-03,2020-11-04,next_open,RESET_ON_ROTATION,,,18.3881,,TQQQ,SOXL,1.0,
2020-11-10,2020-11-11,next_open,BUY_EXTRA_1,SOXL,2.0,20.8776,-12.47,,,,
2020-11-16,2020-11-17,next_open,SELL_EXTRAS,SOXL,1.0,23.4233,,,,2.0,extra shares profit >= 12%
2020-12-09,2020-12-10,next_open,BUY_EXTRA_1,SOXL,2.0,27.7519,-8.55,,,,
2020-12-24,2020-12-28,next_open,SELL_EXTRAS,SOXL,1.0,29.6966,,,,2.0,extra shares max holding days 10
2020-12-28,2020-12-29,next_open,BUY_EXTRA_1,SOXL,2.0,28.964,-7.73,,,,
2021-01-07,2021-01-08,next_open,SELL_EXTRAS,SOXL,1.0,36.3738,,,,2.0,extra shares profit >= 12%
2021-01-15,2021-01-19,next_open,BUY_EXTRA_1,SOXL,2.0,38.3198,-6.35,,,,
2021-01-27,2021-01-28,next_open,BUY_EXTRA_2,SOXL,3.0,33.9429,-23.2,,,,
2021-02-02,2021-02-03,next_open,SELL_EXTRAS,SOXL,1.0,38.2739,,,,3.0,extra shares max holding days 10
2021-02-03,2021-02-04,next_open,BUY_EXTRA_1,SOXL,2.0,35.2385,-15.12,,,,
2021-02-11,2021-02-12,next_open,SELL_EXTRAS,SOXL,1.0,42.1737,,,,2.0,extra shares profit >= 12%
2021-02-17,2021-02-18,next_open,BUY_EXTRA_1,SOXL,2.0,40.9279,-5.52,,,,
2021-02-25,2021-02-26,next_open,BUY_EXTRA_2,SOXL,3.0,36.7966,-22.25,,,,
2021-03-04,2021-03-05,next_open,SELL_EXTRAS,SOXL,1.0,31.2463,,,,3.0,extra shares max holding days 10
2021-03-05,2021-03-08,next_open,BUY_EXTRA_1,SOXL,2.0,31.7214,-29.69,,,,
2021-03-08,2021-03-09,next_open,BUY_EXTRA_2,SOXL,3.0,29.4231,-40.92,,,,
2021-03-15,2021-03-16,next_open,SELL_EXTRAS,SOXL,1.0,35.7169,,,,3.0,extra shares profit >= 12%
2021-03-16,2021-03-17,next_open,BUY_EXTRA_1,SOXL,2.0,34.2138,-20.61,,,,
2021-03-17,2021-03-18,next_open,BUY_EXTRA_2,SOXL,3.0,35.6491,-17.52,,,,
2021-03-31,2021-04-01,next_open,SELL_EXTRAS,SOXL,1.0,38.8564,,,,3.0,extra shares max holding days 10
2021-04-01,2021-04-05,next_open,BUY_EXTRA_1,SOXL,2.0,43.2029,-8.92,,,,
2021-04-05,2021-04-06,next_open,RESET_ON_ROTATION,,,24.203,,SOXL,TQQQ,2.0,
2021-04-22,2021-04-23,next_open,BUY_EXTRA_1,TQQQ,2.0,25.2441,-6.0,,,,
2021-05-07,2021-05-10,next_open,SELL_EXTRAS,TQQQ,1.0,24.4728,,,,2.0,extra shares max holding days 10
2021-05-10,2021-05-11,next_open,BUY_EXTRA_1,TQQQ,2.0,21.6313,-14.14,,,,
2021-05-12,2021-05-13,next_open,BUY_EXTRA_2,TQQQ,3.0,21.6337,-21.07,,,,
2021-05-25,2021-05-26,next_open,SELL_EXTRAS,TQQQ,1.0,24.4418,,,,3.0,extra shares max holding days 10
2021-05-26,2021-05-27,next_open,BUY_EXTRA_1,TQQQ,2.0,24.4441,-8.06,,,,
2021-06-11,2021-06-14,next_open,SELL_EXTRAS,TQQQ,1.0,26.1801,,,,2.0,extra shares max holding days 10
2021-07-19,2021-07-20,next_open,BUY_EXTRA_1,TQQQ,2.0,29.4753,-6.77,,,,
2021-08-03,2021-08-04,next_open,SELL_EXTRAS,TQQQ,1.0,32.2571,,,,2.0,extra shares max holding days 10
2021-08-18,2021-08-19,next_open,BUY_EXTRA_1,TQQQ,2.0,30.502,-6.04,,,,
2021-08-24,2021-08-25,next_open,SELL_EXTRAS,TQQQ,1.0,34.2629,,,,2.0,extra shares profit >= 12%
2021-09-14,2021-09-15,next_open,BUY_EXTRA_1,TQQQ,2.0,34.5017,-5.33,,,,
2021-09-28,2021-09-29,next_open,BUY_EXTRA_2,TQQQ,3.0,30.5546,-16.6,,,,
2021-09-29,2021-09-30,next_open,SELL_EXTRAS,TQQQ,1.0,30.5116,,,,3.0,extra shares max holding days 10
2021-09-30,2021-10-01,next_open,BUY_EXTRA_1,TQQQ,2.0,29.9075,-18.08,,,,
2021-10-01,2021-10-04,next_open,BUY_EXTRA_2,TQQQ,3.0,29.8717,-16.59,,,,
2021-10-15,2021-10-18,next_open,SELL_EXTRAS,TQQQ,1.0,32.0565,,,,3.0,extra shares max holding days 10
2021-10-18,2021-10-19,next_open,BUY_EXTRA_1,TQQQ,2.0,33.6778,-8.08,,,,
2021-11-02,2021-11-03,next_open,SELL_EXTRAS,TQQQ,1.0,38.0476,,,,2.0,extra shares max holding days 10
2021-11-10,2021-11-11,next_open,BUY_EXTRA_1,TQQQ,2.0,38.8618,-6.74,,,,
2021-11-26,2021-11-29,next_open,SELL_EXTRAS,TQQQ,1.0,39.6856,,,,2.0,extra shares max holding days 10
2021-11-30,2021-12-01,next_open,BUY_EXTRA_1,TQQQ,2.0,40.3208,-7.71,,,,
2021-12-02,2021-12-03,next_open,RESET_ON_ROTATION,,,63.936,,TQQQ,SOXL,2.0,
2021-12-06,2021-12-07,next_open,BUY_EXTRA_1,SOXL,2.0,64.7704,-5.01,,,,
2021-12-16,2021-12-17,next_open,BUY_EXTRA_2,SOXL,3.0,55.6311,-17.72,,,,
2021-12-21,2021-12-22,next_open,SELL_EXTRAS,SOXL,1.0,60.623,,,,3.0,extra shares max holding days 10
2021-12-22,2021-12-23,next_open,BUY_EXTRA_1,SOXL,2.0,64.0486,-9.16,,,,
2022-01-07,2022-01-10,next_open,SELL_EXTRAS,SOXL,1.0,55.6447,,,,2.0,extra shares max holding days 10
2022-01-10,2022-01-11,next_open,BUY_EXTRA_1,SOXL,2.0,57.3429,-17.8,,,,
2022-01-13,2022-01-14,next_open,BUY_EXTRA_2,SOXL,3.0,57.0227,-17.52,,,,
2022-01-19,2022-01-20,next_open,RESET_ON_ROTATION,,,31.5288,,SOXL,TQQQ,3.0,
2022-01-20,2022-01-21,next_open,RESET_ON_ROTATION,,,43.883,,TQQQ,SOXL,1.0,
2022-01-24,2022-01-25,next_open,RESET_ON_ROTATION,,,25.8601,,SOXL,TQQQ,1.0,
2022-01-25,2022-01-26,next_open,RESET_ON_ROTATION,,,42.4856,,TQQQ,SOXL,1.0,
2022-01-26,2022-01-27,next_open,RESET_ON_ROTATION,,,26.4571,,SOXL,TQQQ,1.0,
2022-01-27,2022-01-28,next_open,RESET_ON_ROTATION,,,35.2947,,TQQQ,SOXL,1.0,
2022-01-28,2022-01-31,next_open,RESET_ON_ROTATION,,,27.2451,,SOXL,TQQQ,1.0,
2022-01-31,2022-02-01,next_open,RESET_ON_ROTATION,,,44.5332,,TQQQ,SOXL,1.0,
2022-02-03,2022-02-04,next_open,BUY_EXTRA_1,SOXL,2.0,40.8359,-13.6,,,,
2022-02-09,2022-02-10,next_open,SELL_EXTRAS,SOXL,1.0,46.1732,,,,2.0,extra shares profit >= 12%
