strategy,passed_is_dd_lt_50,universe,top_n,lookback,skip,cash_filter,dca_steps,is_return,is_cagr,is_max_drawdown,is_sharpe,is_calmar,oos_return,oos_cagr,oos_max_drawdown,oos_sharpe,oos_calmar
SP500 Top3 L126 S0 none DCA3,True,SP500,3,126,0,none,3,2.0763446877159994,0.11898315856422204,-0.44983532743694055,0.5591523673408293,0.2645038112994838,12.180806171134392,0.4971345823993909,-0.23691703255953678,1.1566703993056258,2.0983488482385155
SP500 Top3 L126 S0 benchmark_sma200 DCA1,False,SP500,3,126,0,benchmark_sma200,1,1.104908444776219,0.07729985394598149,-0.5447846334368645,0.4234136436071063,0.1418906650474381,4.082491544142696,0.28971765561709906,-0.282668971739376,0.8496078544914378,1.0249361782948785
SP500 Top3 L126 S0 benchmark_sma200 DCA3,False,SP500,3,126,0,benchmark_sma200,3,1.2405828808729913,0.08405295047349393,-0.5102710420428997,0.4568411299686767,0.16472216439518703,3.117184291098612,0.24789894695905357,-0.3108011639037346,0.7812322446234791,0.7976126725054224
SP500 Top3 L126 S0 benchmark_sma100 DCA1,True,SP500,3,126,0,benchmark_sma100,1,0.5628283128409333,0.045680703488271135,-0.48903186677878907,0.31078067154161476,0.09341048424751133,2.568247148204107,0.22026519828850533,-0.3564637776775844,0.7017490623826759,0.6179174774042022
SP500 Top3 L126 S0 benchmark_sma100 DCA3,True,SP500,3,126,0,benchmark_sma100,3,0.3676114994969548,0.03181505519868044,-0.4792590938532093,0.25673041103093464,0.06638383205812465,1.7744098417297738,0.17314640493933808,-0.31080116390373436,0.6111727762900774,0.5570970287388222
SP500 Top3 L126 S0 both_sma200 DCA1,False,SP500,3,126,0,both_sma200,1,1.066573978170903,0.07532080285808118,-0.5447846334368645,0.41665274980332845,0.1382579431121384,4.133272641593174,0.29172576190281396,-0.282668971739376,0.8540621980429276,1.0320402699585594
SP500 Top3 L126 S0 both_sma200 DCA3,False,SP500,3,126,0,both_sma200,3,1.2124499356795213,0.0826834899934823,-0.5102710420428995,0.4518950378956595,0.16203837408145713,3.1583206382803013,0.24984194099996748,-0.3108011639037346,0.7858675440796161,0.8038642386723874
SP500 Top3 L126 S21 none DCA1,True,SP500,3,126,21,none,1,5.477284213802033,0.20551503485860567,-0.3474074925745536,0.8151715041390237,0.5915676525442299,5.670589540268807,0.3457806660276348,-0.30696514665758834,0.8899174633188831,1.1264492721492716
SP500 Top3 L126 S21 none DCA3,True,SP500,3,126,21,none,3,5.210171934450231,0.20044687885570256,-0.3474074925745537,0.8006292297952854,0.5769791473702502,5.670589540268807,0.3457806660276348,-0.30696514665758834,0.8899174633188831,1.1264492721492716
SP500 Top3 L126 S21 benchmark_sma200 DCA1,False,SP500,3,126,21,benchmark_sma200,1,2.784407623732734,0.14241405541755836,-0.5532749521777139,0.6514269688449604,0.25740195694204215,2.1189970006071466,0.19483764151344318,-0.3088849979815269,0.6523102479206528,0.6307772885917095
SP500 Top3 L126 S21 benchmark_sma200 DCA3,True,SP500,3,126,21,benchmark_sma200,3,3.127600953847214,0.1523782853505531,-0.47492822759459874,0.7049439610144393,0.3208448698076207,1.6222058719333705,0.16283363434622933,-0.30166811900397394,0.5838510425336221,0.5397774046653047
SP500 Top3 L126 S21 benchmark_sma100 DCA1,True,SP500,3,126,21,benchmark_sma100,1,1.6785522455046609,0.10358958264683293,-0.46748855122571253,0.5419483341280645,0.22158742149990723,1.3707590243420666,0.14463364431579984,-0.42109816501318365,0.5369642868272072,0.34346776199148643
SP500 Top3 L126 S21 benchmark_sma100 DCA3,True,SP500,3,126,21,benchmark_sma100,3,1.734625367081318,0.10587931182801413,-0.4004216645462624,0.5715364998061018,0.2644195387080048,0.9799774056346218,0.11281932135648942,-0.34353670701955497,0.4615312995630908,0.32840543397904626
SP500 Top3 L126 S21 both_sma200 DCA1,False,SP500,3,126,21,both_sma200,1,2.4411992497581285,0.1316002441353905,-0.5532749521777138,0.6188040489376435,0.23785686233834794,2.5616306123257973,0.21991082642039816,-0.3088849979815269,0.7132734307069662,0.7119504924403939
SP500 Top3 L126 S21 both_sma200 DCA3,True,SP500,3,126,21,both_sma200,3,2.77591039077863,0.1421571810688398,-0.47492822759459874,0.6739186687826311,0.29932350365619015,1.9943371870766016,0.18723522810005444,-0.30166811900397417,0.6460931998789579,0.6206662762981189
SP500 Top3 L252 S0 none DCA1,False,SP500,3,252,0,none,1,2.586333725311657,0.1362865280152754,-0.5406075939177404,0.6025366267927726,0.25209880428726084,11.743307678082603,0.48924693427579813,-0.22389761104753725,1.0992344759827073,2.185136911406896
SP500 Top3 L252 S0 none DCA3,False,SP500,3,252,0,none,3,2.619675249590807,0.1373389527330242,-0.5406075939177402,0.6064046422853571,0.2540455485239113,11.743307678082603,0.48924693427579813,-0.22389761104753725,1.0992344759827073,2.185136911406896
SP500 Top3 L252 S0 benchmark_sma200 DCA1,False,SP500,3,252,0,benchmark_sma200,1,2.0054999290595035,0.1163780971673738,-0.5503076826607537,0.5796186743474792,0.21147823451179584,2.9007721889052953,0.2373989641319687,-0.23358464962237724,0.7829961201881356,1.016329474200286
SP500 Top3 L252 S0 benchmark_sma200 DCA3,False,SP500,3,252,0,benchmark_sma200,3,2.1040787166899184,0.11998829396785693,-0.5013998503310972,0.6145127039353,0.23930660108618534,1.9521460619088593,0.1846016741985963,-0.18158429142725319,0.6830358967480176,1.0166169812797488
SP500 Top3 L252 S0 benchmark_sma100 DCA1,True,SP500,3,252,0,benchmark_sma100,1,2.2214584518971168,0.12415481915543736,-0.41758865178243565,0.622978863565333,0.2973136808806821,1.9922097972352728,0.18710318895733047,-0.3435061642484273,0.670225388691862,0.544686554218618
SP500 Top3 L252 S0 benchmark_sma100 DCA3,True,SP500,3,252,0,benchmark_sma100,3,1.987957232556465,0.11572449615544445,-0.4180609211290678,0.615780023222734,0.27681251776153665,1.0292858660461337,0.11711131386873541,-0.33281246591440994,0.5039253675974327,0.3518837960199879
SP500 Top3 L252 S0 both_sma200 DCA1,False,SP500,3,252,0,both_sma200,1,2.306585437507337,0.12709186035453368,-0.5405965984817874,0.6322781442997463,0.2350955605556134,3.3660025858712572,0.25941071838795016,-0.2145437579877716,0.8403731707962129,1.2091273165949479
SP500 Top3 L252 S0 both_sma200 DCA3,True,SP500,3,252,0,both_sma200,3,2.233633401471214,0.12457912764594092,-0.4906326038419224,0.6497510006596173,0.2539153058121658,2.285153400659211,0.2045818416305809,-0.18158429142725319,0.7417728852308916,1.1266494476067666
SP500 Top3 L252 S21 none DCA1,True,SP500,3,252,21,none,1,4.067275065859049,0.17626832780617518,-0.4574263272081621,0.7465449388367148,0.3853480163286717,8.314615082888539,0.41796525365072523,-0.2607651188436455,1.0358768915852101,1.6028418812461522
SP500 Top3 L252 S21 none DCA3,True,SP500,3,252,21,none,3,3.66175320373545,0.16649369274895398,-0.457426327208162,0.71790327158271,0.3639792527140383,8.314615082888539,0.41796525365072523,-0.2607651188436455,1.0358768915852101,1.6028418812461522
SP500 Top3 L252 S21 benchmark_sma200 DCA1,True,SP500,3,252,21,benchmark_sma200,1,2.1352109998197917,0.1211070054711465,-0.49764351723732114,0.6040117633945048,0.2433609627700461,1.9675615307343088,0.18556756086191006,-0.2607651188436453,0.6874382060447051,0.7116272363604594
SP500 Top3 L252 S21 benchmark_sma200 DCA3,True,SP500,3,252,21,benchmark_sma200,3,1.8891436195857225,0.11197710038785158,-0.46630967307535376,0.589937971374651,0.24013462909605252,1.3991987908060306,0.14677164476416094,-0.2607651188436454,0.6143958936832756,0.562849990884575
SP500 Top3 L252 S21 benchmark_sma100 DCA1,True,SP500,3,252,21,benchmark_sma100,1,2.2495693408812407,0.125132342900532,-0.3625677444408385,0.6385825884817331,0.3451281720979189,1.3136738592835733,0.14027606171387674,-0.39438344655725777,0.5759881500254037,0.35568445617686706
SP500 Top3 L252 S21 benchmark_sma100 DCA3,True,SP500,3,252,21,benchmark_sma100,3,1.4814785237104102,0.09518444948614069,-0.3899647004486513,0.538574711452265,0.24408478351151203,0.6689996075261437,0.0834587946212928,-0.3566217057642882,0.4253694936397538,0.23402612143988655
SP500 Top3 L252 S21 both_sma200 DCA1,False,SP500,3,252,21,both_sma200,1,2.2275155726987896,0.12436609558898737,-0.5325273123237684,0.6265447359299035,0.23353937480933318,2.225450982577549,0.20112948718899792,-0.2607651188436454,0.733787885398225,0.7713051810031196
SP500 Top3 L252 S21 both_sma200 DCA3,False,SP500,3,252,21,both_sma200,3,1.817165845685437,0.10917410482661283,-0.5033693003377999,0.589202303709127,0.21688669681156264,1.4923661973180034,0.15362905736470056,-0.2607651188436455,0.6386360619444055,0.5891472680317201
SP500 Top5 L63 S0 none DCA1,True,SP500,5,63,0,none,1,3.3396309762032947,0.15816775543704198,-0.3236001681174361,0.7758761681498776,0.4887752573096381,8.108881987296726,0.4130178612905291,-0.18208479630045393,1.2493442092381386,2.268272089060186
SP500 Top5 L63 S0 none DCA3,True,SP500,5,63,0,none,3,3.5267714576372127,0.1630698552734906,-0.3236001681174362,0.7983225508086492,0.5039238892308353,8.108881987296726,0.4130178612905291,-0.18208479630045393,1.2493442092381386,2.268272089060186
SP500 Top5 L63 S0 benchmark_sma200 DCA1,True,SP500,5,63,0,benchmark_sma200,1,2.3734635948471863,0.12935193053472882,-0.3834902260291757,0.6852241319569942,0.3373017661338983,4.4483680159739185,0.3038243048186533,-0.2014596050558244,1.037145680966297,1.5081152607961466
SP500 Top5 L63 S0 benchmark_sma200 DCA3,True,SP500,5,63,0,benchmark_sma200,3,2.2140360193274673,0.12389543171931483,-0.29824634331556366,0.6944624537910596,0.4154130788058835,3.049095531087673,0.2446466254895241,-0.16349573530800598,0.9383618320689399,1.4963486663957304
SP500 Top5 L63 S0 benchmark_sma100 DCA1,True,SP500,5,63,0,benchmark_sma100,1,2.518961483796975,0.1341327734163893,-0.28983564866198275,0.7432252398766943,0.46278908076218045,3.5067184308995527,0.26567812304163607,-0.24489125901458175,0.9505270021044825,1.0848820170662627
SP500 Top5 L63 S0 benchmark_sma100 DCA3,True,SP500,5,63,0,benchmark_sma100,3,1.9344061998984512,0.11370772241507177,-0.2756772827574384,0.6881658325564288,0.4124667846320887,2.109833833111407,0.1942876351798699,-0.18126249731117094,0.802451779252962,1.0718578749708987
SP500 Top5 L63 S0 both_sma200 DCA1,True,SP500,5,63,0,both_sma200,1,2.46141799263418,0.13226363622571213,-0.35777373446225724,0.7144138064906684,0.36968514870021874,4.515640160397109,0.3063305692324356,-0.22027628001750432,1.0429842857325697,1.3906652555059174
SP500 Top5 L63 S0 both_sma200 DCA3,True,SP500,5,63,0,both_sma200,3,2.2122450168258805,0.12383276186661352,-0.2885253174107918,0.714090069607097,0.42919201329672213,3.2004813353010313,0.25181656647984174,-0.16349573530800587,0.9615604574640771,1.5402026603657293
SP500 Top5 L63 S21 none DCA1,True,SP500,5,63,21,none,1,3.38768776969268,0.15944448073624828,-0.2951238885444972,0.738783204402868,0.5402628757793969,3.065869544293914,0.24545210939932094,-0.39863121626628617,0.7657207809802604,0.6157373015046534
SP500 Top5 L63 S21 none DCA3,True,SP500,5,63,21,none,3,3.5945197966349856,0.16479962085929145,-0.295123888544497,0.7624537303986135,0.5584082727835296,3.065869544293914,0.24545210939932094,-0.39863121626628617,0.7657207809802604,0.6157373015046534
SP500 Top5 L63 S21 benchmark_sma200 DCA1,True,SP500,5,63,21,benchmark_sma200,1,1.6072690291235023,0.10061564882903262,-0.38740968083886274,0.5411426040402779,0.25971382184143765,2.2586751285422406,0.20305729465931965,-0.3583828259873608,0.7169864939002325,0.5665932626651059
SP500 Top5 L63 S21 benchmark_sma200 DCA3,True,SP500,5,63,21,benchmark_sma200,3,1.6320005304546372,0.10165564595916199,-0.319885712250374,0.5615552929754121,0.3177873911404842,2.242666855206301,0.20213050602063776,-0.29546291185786844,0.7207750624537101,0.6841146482637795
SP500 Top5 L63 S21 benchmark_sma100 DCA1,True,SP500,5,63,21,benchmark_sma100,1,1.4067819157973118,0.09184086567562044,-0.29909424779800875,0.5230457531011264,0.3070632964417441,1.3785645753316897,0.14522258258129228,-0.40528838005736934,0.5899177987924564,0.35831913700742113
SP500 Top5 L63 S21 benchmark_sma100 DCA3,True,SP500,5,63,21,benchmark_sma100,3,1.0986174459878666,0.07697731202683578,-0.2951238885444971,0.4796704175140083,0.26083050208668407,1.329011481223958,0.1414556875556321,-0.31922983943590555,0.5856956412360862,0.4431154926042975
SP500 Top5 L63 S21 both_sma200 DCA1,True,SP500,5,63,21,both_sma200,1,1.837179882167732,0.10995991210254163,-0.30737445937868857,0.6019310088620697,0.35773926150145696,2.8809217400990845,0.23641142824510197,-0.3583828259873606,0.8293700400219994,0.6596617111709469
SP500 Top5 L63 S21 both_sma200 DCA3,True,SP500,5,63,21,both_sma200,3,1.79774257814252,0.10840667412391936,-0.3090511277627498,0.6173287505602681,0.35077262105039214,2.6791307039671164,0.226122991613251,-0.2871958818261141,0.8145638933576217,0.7873476115864351
SP500 Top5 L126 S0 none DCA1,True,SP500,5,126,0,none,1,1.7466461240305962,0.10636467029023211,-0.335280607882511,0.5804519088946825,0.31724074637655275,7.12964328375552,0.38809119647982104,-0.22933885860025227,1.0553717341006272,1.6922173540432635
SP500 Top5 L126 S0 none DCA3,True,SP500,5,126,0,none,3,1.9186334983805589,0.11310739495604816,-0.335280607882511,0.6147352701289343,0.33735143726440403,7.12964328375552,0.38809119647982104,-0.22933885860025227,1.0553717341006272,1.6922173540432635
SP500 Top5 L126 S0 benchmark_sma200 DCA1,True,SP500,5,126,0,benchmark_sma200,1,0.9878547164997971,0.07115106290023543,-0.4498842711630966,0.4482898450025428,0.15815414643478617,3.120003916929927,0.2480326479295072,-0.27743460550245025,0.8253858181150417,0.8940220254077735
SP500 Top5 L126 S0 benchmark_sma200 DCA3,True,SP500,5,126,0,benchmark_sma200,3,1.3057468629010724,0.08716651768807293,-0.4017668440119384,0.5437218055082239,0.21695796700805603,2.3110591489370425,0.20606342590058735,-0.24641385520362136,0.7463663037680734,0.8362493486022088
SP500 Top5 L126 S0 benchmark_sma100 DCA1,True,SP500,5,126,0,benchmark_sma100,1,0.5740484107799373,0.046429327828343636,-0.3725842451568421,0.34203230544835694,0.12461430785619738,1.9491343947948225,0.1844124756605543,-0.3521592606936119,0.6743319957490521,0.5236621501798249
SP500 Top5 L126 S0 benchmark_sma100 DCA3,True,SP500,5,126,0,benchmark_sma100,3,0.5617999462929197,0.045611847330921274,-0.36434528521633147,0.35537261309456153,0.12518852083906906,1.2648403226985883,0.13647578911013802,-0.3019937337004589,0.5659240487815493,0.45191596341368273
SP500 Top5 L126 S0 both_sma200 DCA1,True,SP500,5,126,0,both_sma200,1,0.9516679736599691,0.06918418149198002,-0.4498842711630966,0.43934245145622786,0.15378217449815815,3.255074100103225,0.2543487660231829,-0.27743460550245025,0.8424316499600757,0.916788176307503
SP500 Top5 L126 S0 both_sma200 DCA3,True,SP500,5,126,0,both_sma200,3,1.2772853845688252,0.0858164834304258,-0.4017668440119384,0.5372543902525121,0.2135977239273527,2.419608891792093,0.2121671436511514,-0.24641385520362136,0.7642329550505691,0.8610195375411397
SP500 Top5 L126 S21 none DCA1,True,SP500,5,126,21,none,1,3.958522772411987,0.17371809346535794,-0.3146663561488563,0.8546093130866246,0.5520707570757222,4.40381859486155,0.3021501842797032,-0.32164977940531125,0.8731946507159437,0.9393763143203135
SP500 Top5 L126 S21 none DCA3,True,SP500,5,126,21,none,3,3.8866161771812715,0.17200409870829825,-0.3146663561488563,0.8514970837178558,0.5466237344640997,4.40381859486155,0.3021501842797032,-0.32164977940531125,0.8731946507159437,0.9393763143203135
SP500 Top5 L126 S21 benchmark_sma200 DCA1,True,SP500,5,126,21,benchmark_sma200,1,1.9739402527845815,0.11519976850062807,-0.3555567140816708,0.6657156140147256,0.3239982932066553,1.4050574283497514,0.14720941867960446,-0.38440322266341986,0.5732974899560468,0.3829557350212429
SP500 Top5 L126 S21 benchmark_sma200 DCA3,True,SP500,5,126,21,benchmark_sma200,3,2.026672865654283,0.11716239553487551,-0.3170111260820374,0.7016091204208657,0.3695844905599804,1.1059859312160043,0.12361588431418058,-0.3656202638827031,0.5130682234911732,0.33809910589047265
SP500 Top5 L126 S21 benchmark_sma100 DCA1,True,SP500,5,126,21,benchmark_sma100,1,1.2556227554683246,0.0847787286291728,-0.27602812319817915,0.5606686582139765,0.3071380106015663,0.9229712824950662,0.1077434428285371,-0.4425208343071839,0.4676254023526477,0.24347654274226785
SP500 Top5 L126 S21 benchmark_sma100 DCA3,True,SP500,5,126,21,benchmark_sma100,3,1.062590180562092,0.07511324471805958,-0.2766895726370042,0.53645023809096,0.2714711797853057,0.6901592159959911,0.08559696733326216,-0.3890351589244787,0.4066845122112397,0.22002373145373896
SP500 Top5 L126 S21 both_sma200 DCA1,True,SP500,5,126,21,both_sma200,1,2.26962730135188,0.12582519372903045,-0.3555567140816708,0.7111872931086255,0.3538822042891549,1.407761643159013,0.14741118187948787,-0.394516540147533,0.5741582616267359,0.3736501942969543
SP500 Top5 L126 S21 both_sma200 DCA3,True,SP500,5,126,21,both_sma200,3,2.281929150046787,0.1262482394806641,-0.3170111260820374,0.7470682305045561,0.398245452899319,1.1314958504602481,0.12573499156229828,-0.36919339295345976,0.5192504751941218,0.34056674350656196
SP500 Top5 L252 S0 none DCA1,True,SP500,5,252,0,none,1,2.804512449295605,0.14301977048763637,-0.4947029230345916,0.670457339494053,0.28910233562059595,6.00624823562146,0.3561598316206853,-0.22565973075908297,0.9724320215025777,1.5783047796016643
SP500 Top5 L252 S0 none DCA3,True,SP500,5,252,0,none,3,2.8010705061683123,0.14291627684342711,-0.4947029230345915,0.6704453137246135,0.28889313199678396,6.00624823562146,0.3561598316206853,-0.22565973075908297,0.9724320215025777,1.5783047796016643
SP500 Top5 L252 S0 benchmark_sma200 DCA1,False,SP500,5,252,0,benchmark_sma200,1,1.866534170684937,0.11110346682833971,-0.5194495113067666,0.5981783415737809,0.21388694071313957,1.4526172539972562,0.15073031609887466,-0.2295698207332063,0.6241614400352543,0.6565772261243578
SP500 Top5 L252 S0 benchmark_sma200 DCA3,True,SP500,5,252,0,benchmark_sma200,3,2.0570274232044863,0.11827823365985979,-0.4639512536107623,0.654174312117573,0.2549367691957802,0.851450040584532,0.10119243879036666,-0.20927722349505629,0.5037062954454802,0.4835329765006994
SP500 Top5 L252 S0 benchmark_sma100 DCA1,True,SP500,5,252,0,benchmark_sma100,1,1.9991635535041015,0.11614241525927049,-0.3754901552553507,0.6513976708980211,0.309308815780505,0.9591237400903818,0.11097696514470412,-0.3205163180953191,0.507856306529809,0.34624435287472766
SP500 Top5 L252 S0 benchmark_sma100 DCA3,True,SP500,5,252,0,benchmark_sma100,3,1.8476293477524974,0.11036820725118157,-0.3945528284849763,0.6563132133886632,0.2797298594334729,0.34714702724275237,0.047737004089966506,-0.2900456163042987,0.30875845447627903,0.16458447018859151
SP500 Top5 L252 S0 both_sma200 DCA1,False,SP500,5,252,0,both_sma200,1,1.852420900286063,0.11055497831857908,-0.5194582961133001,0.6036467234596713,0.21282743801721035,1.701677949521422,0.16827954108452503,-0.20927722349505629,0.6824706080932762,0.8040986891652845
SP500 Top5 L252 S0 both_sma200 DCA3,True,SP500,5,252,0,both_sma200,3,2.033673408455606,0.11742062711549095,-0.4639610529651286,0.6612770402147219,0.2530829395378502,1.0442177043509622,0.11839368015527141,-0.20927722349505606,0.5708920342212651,0.5657265428985794
SP500 Top5 L252 S21 none DCA1,True,SP500,5,252,21,none,1,4.722459477086535,0.19066447915820506,-0.3938948158306611,0.8560693459211272,0.48404922201406536,4.3081172807471635,0.29851409218632297,-0.30045740084189687,0.8585046983842216,0.9935321657907954
SP500 Top5 L252 S21 none DCA3,True,SP500,5,252,21,none,3,4.620205375374983,0.18851870723029673,-0.3938948158306611,0.8489094690383878,0.4786016460580751,4.3081172807471635,0.29851409218632297,-0.30045740084189687,0.8585046983842216,0.9935321657907954
SP500 Top5 L252 S21 benchmark_sma200 DCA1,True,SP500,5,252,21,benchmark_sma200,1,2.6854592041939918,0.13939008243687012,-0.4169002688059962,0.751299083546232,0.33434874685037697,1.0412298335676162,0.11813771159819697,-0.27432797652887897,0.541678613467803,0.4306440527612772
SP500 Top5 L252 S21 benchmark_sma200 DCA3,True,SP500,5,252,21,benchmark_sma200,3,2.540768338785612,0.13483392647997472,-0.35926388151226274,0.7689402195922359,0.3753061006645402,0.6401121178485243,0.08050249807360088,-0.1980645331231422,0.4399388721157378,0.4064458023060103
SP500 Top5 L252 S21 benchmark_sma100 DCA1,True,SP500,5,252,21,benchmark_sma100,1,2.380307311277681,0.12958092634819218,-0.30748022240664097,0.7517914343723462,0.4214284916732696,0.6286662225896698,0.07931898446301444,-0.34499830933225395,0.41611843950872063,0.2299112265695932
SP500 Top5 L252 S21 benchmark_sma100 DCA3,True,SP500,5,252,21,benchmark_sma100,3,1.757749925560594,0.10681130959518703,-0.29124972352973066,0.678451073586326,0.36673445832227125,0.22955378283982975,0.03286766356958282,-0.2853200115639001,0.25182992936105636,0.11519578801861151
SP500 Top5 L252 S21 both_sma200 DCA1,True,SP500,5,252,21,both_sma200,1,2.526524875027176,0.13437640000492812,-0.41161123029187696,0.738502985124933,0.32646436762583153,1.1473110242376703,0.12703803839145267,-0.2568943861965245,0.5755981888109637,0.49451465355988133
SP500 Top5 L252 S21 both_sma200 DCA3,True,SP500,5,252,21,both_sma200,3,2.451196400826014,0.13192869529511686,-0.3397477610664994,0.7719341686036936,0.3883136562283165,0.6916531998699216,0.08574707899691547,-0.22258045444582286,0.46518539875410286,0.38524082993004544
NASDAQ100 Top1 L63 S0 none DCA1,True,NASDAQ100,1,63,0,none,1,2.286070026734104,0.12639031824459934,-0.46093334471890934,0.4829421785876303,0.2742051962451878,7.366554123665905,0.394345008250526,-0.7245996109018541,0.8110106894852339,0.544224703294713
NASDAQ100 Top1 L63 S0 none DCA3,True,NASDAQ100,1,63,0,none,3,2.4460634163283,0.13176016089073128,-0.4609333447189099,0.4950273022675723,0.2858551293811957,7.366554123665905,0.394345008250526,-0.7245996109018541,0.8110106894852339,0.544224703294713
NASDAQ100 Top1 L63 S0 benchmark_sma200 DCA1,False,NASDAQ100,1,63,0,benchmark_sma200,1,1.0732351568680425,0.07566705102804994,-0.5250118524767411,0.36850727114615084,0.14412446246897276,3.5377869302938194,0.26703960937777316,-0.7198927617562921,0.6718265871233798,0.3709435954409207
NASDAQ100 Top1 L63 S0 benchmark_sma200 DCA3,False,NASDAQ100,1,63,0,benchmark_sma200,3,1.074714752879407,0.07574382454188622,-0.5463890602702832,0.36794635712561685,0.13862617327004662,1.7935528349109426,0.17440945483237025,-0.7198927617562922,0.5452373998767953,0.24227143832766257
NASDAQ100 Top1 L63 S0 benchmark_sma100 DCA1,False,NASDAQ100,1,63,0,benchmark_sma100,1,0.5197965132811566,0.04276396071315425,-0.6747033905483587,0.2856046435194937,0.06338186722079202,5.474231275667909,0.33950289377353804,-0.7021283189235249,0.7716308306006432,0.48353397039169466
NASDAQ100 Top1 L63 S0 benchmark_sma100 DCA3,False,NASDAQ100,1,63,0,benchmark_sma100,3,0.6043663957895844,0.04842843340606273,-0.6438903377617545,0.29656755012337177,0.07521223811869299,4.2926831183694345,0.2979225144741706,-0.5690485937577068,0.7692250151029361,0.5235449445658801
NASDAQ100 Top1 L63 S0 both_sma200 DCA1,False,NASDAQ100,1,63,0,both_sma200,1,1.610813627536885,0.10076524818909971,-0.5250118524767406,0.42699034096757044,0.1919294730466373,3.5377869302938194,0.26703960937777316,-0.7198927617562921,0.6718265871233798,0.3709435954409207
NASDAQ100 Top1 L63 S0 both_sma200 DCA3,False,NASDAQ100,1,63,0,both_sma200,3,1.241490286546945,0.08409686318289378,-0.5463890602702834,0.3881320912896671,0.15391388535724598,1.7935528349109426,0.17440945483237025,-0.7198927617562922,0.5452373998767953,0.24227143832766257
NASDAQ100 Top1 L63 S21 none DCA1,False,NASDAQ100,1,63,21,none,1,16.969251948059078,0.3350715512204625,-0.5204559687051289,0.9136719816700807,0.6438038400330108,7.022940622789585,0.38522419417738285,-0.6039960333284189,0.7612949478429967,0.6377925895548385
NASDAQ100 Top1 L63 S21 none DCA3,False,NASDAQ100,1,63,21,none,3,17.93964442220666,0.34211479059674565,-0.5204559687051291,0.9286260137542869,0.6573366647094312,7.022940622789585,0.38522419417738285,-0.6039960333284189,0.7612949478429967,0.6377925895548385
NASDAQ100 Top1 L63 S21 benchmark_sma200 DCA1,False,NASDAQ100,1,63,21,benchmark_sma200,1,9.932424518681373,0.27032347590735584,-0.5204559687051289,0.818648404437462,0.5193973979776013,2.205074337192307,0.1999388442370078,-0.6217136024108577,0.5557513617059554,0.3215931635751453
NASDAQ100 Top1 L63 S21 benchmark_sma200 DCA3,False,NASDAQ100,1,63,21,benchmark_sma200,3,8.024108763520033,0.24617686536731465,-0.5612481615033454,0.7787875161169473,0.4386239140773511,1.0641155019040975,0.12009030579347191,-0.5615904875718156,0.44101295859592476,0.21383963662332311
NASDAQ100 Top1 L63 S21 benchmark_sma100 DCA1,True,NASDAQ100,1,63,21,benchmark_sma100,1,10.811370001519965,0.28018897433669054,-0.4513979236125518,0.8518314540282108,0.6207139193160867,5.087571580326756,0.32665635175937124,-0.45660851812375725,0.7175943197340744,0.71539697310429
NASDAQ100 Top1 L63 S21 benchmark_sma100 DCA3,True,NASDAQ100,1,63,21,benchmark_sma100,3,10.41758375563436,0.2758536801439837,-0.4513979236125518,0.8628392374854995,0.6111097674892211,2.2954613116654503,0.2051725412547667,-0.49699894354671736,0.5865354307741528,0.4128228921184431
NASDAQ100 Top1 L63 S21 both_sma200 DCA1,False,NASDAQ100,1,63,21,both_sma200,1,4.68065301186064,0.18979138618600921,-0.5332191778551574,0.6597236668427318,0.3559350339750229,2.293908282244837,0.2050836439892414,-0.6217136024108577,0.5627006007924246,0.3298683560951147
NASDAQ100 Top1 L63 S21 both_sma200 DCA3,False,NASDAQ100,1,63,21,both_sma200,3,4.135008578589629,0.17783189252503862,-0.5898360073473827,0.6415206371928979,0.3014937886291246,1.1213258826277017,0.12489275081423457,-0.5615904875718156,0.4485051197852576,0.222391143685929
NASDAQ100 Top1 L126 S0 none DCA1,False,NASDAQ100,1,126,0,none,1,1.8686746768124443,0.11118644165690683,-0.6113020787240739,0.46165994278726696,0.18188461241450077,10.597007887496966,0.46744071680759225,-0.5307697516241259,0.8829476271341057,0.880684544243996
NASDAQ100 Top1 L126 S0 none DCA3,False,NASDAQ100,1,126,0,none,3,1.9731513340034144,0.11517016909670819,-0.6113020787240743,0.47037320710299885,0.18840140268636807,10.597007887496966,0.46744071680759225,-0.5307697516241259,0.8829476271341057,0.880684544243996
NASDAQ100 Top1 L126 S0 benchmark_sma200 DCA1,False,NASDAQ100,1,126,0,benchmark_sma200,1,0.7697750766219147,0.05877089209235442,-0.5871980155342764,0.3467916945707762,0.1000870073426258,1.1973982314300717,0.13111209493709786,-0.6602884841816332,0.4675401918113161,0.19856789581844553
NASDAQ100 Top1 L126 S0 benchmark_sma200 DCA3,False,NASDAQ100,1,126,0,benchmark_sma200,3,0.44743152411220577,0.0376870593253289,-0.6027478738627421,0.2953630135329857,0.06252541229852766,0.8024817302790568,0.09658295036429232,-0.6498733143803186,0.4081644967076688,0.1486181202199204
NASDAQ100 Top1 L126 S0 benchmark_sma100 DCA1,False,NASDAQ100,1,126,0,benchmark_sma100,1,0.6240025621549756,0.04970513784022601,-0.6028457416657916,0.3235901102462707,0.0824508400820417,2.3813545637862608,0.2100350103020192,-0.6264237679823813,0.5914960953262679,0.3352922111792007
