date,action,symbol,fraction,price,remaining_before,r_multiple,reason
2020-06-11,entry,TQQQ,1.0,9.909464,1.0,0.0,scanner target TQQQ
2020-06-17,scale_out,TQQQ,0.333333,11.142773,1.0,1.0199,recover risk
2020-07-01,scanner_exit,TQQQ,0.666667,12.075217,0.666667,1.791,target changed to SOXL
2020-07-01,entry,SOXL,1.0,11.65798,1.0,0.0,scanner target SOXL
2020-07-09,scale_out,SOXL,0.333333,13.619937,1.0,1.157,recover risk
2020-08-03,scanner_exit,SOXL,0.666667,15.51402,0.666667,2.2739,target changed to TQQQ
2020-08-03,entry,TQQQ,1.0,14.784204,1.0,0.0,scanner target TQQQ
2020-08-20,scale_out,TQQQ,0.333333,16.527311,1.0,1.0712,recover risk
2020-08-26,scale_out,TQQQ,0.333333,18.712172,0.666667,2.4138,lock profit
2020-09-01,scanner_exit,TQQQ,0.333333,20.265451,0.333333,3.3683,target changed to SOXL
2020-09-01,entry,SOXL,1.0,18.238785,1.0,0.0,scanner target SOXL
2020-09-03,stop_exit,SOXL,1.0,16.414906,1.0,-1.0,active stop breached
2020-09-03,entry,SOXL,1.0,16.483042,1.0,0.0,scanner target SOXL
2020-09-04,stop_exit,SOXL,1.0,14.394195,1.0,-1.0,active stop breached
2020-09-04,entry,SOXL,1.0,16.026001,1.0,0.0,scanner target SOXL
2020-09-21,stop_exit,SOXL,1.0,13.678853,1.0,-1.0,active stop breached
2020-09-21,entry,SOXL,1.0,14.554049,1.0,0.0,scanner target SOXL
2020-10-01,scanner_exit,SOXL,1.0,17.383537,1.0,0.8531,target changed to TQQQ
2020-10-01,entry,TQQQ,1.0,16.360165,1.0,0.0,scanner target TQQQ
2020-10-30,stop_exit,TQQQ,1.0,14.22187,1.0,-1.0,active stop breached
2020-10-30,entry,TQQQ,1.0,14.022489,1.0,0.0,scanner target TQQQ
2020-11-02,scanner_exit,TQQQ,1.0,14.027265,1.0,0.0022,target changed to SOXL
2020-11-02,entry,SOXL,1.0,16.352459,1.0,0.0,scanner target SOXL
2020-11-04,scale_out,SOXL,0.333333,19.141222,1.0,1.1979,recover risk
2020-11-05,scale_out,SOXL,0.333333,21.665585,0.666667,2.2822,lock profit
2020-12-11,stop_exit,SOXL,0.333333,26.955763,0.333333,4.5546,active stop breached
2020-12-11,entry,SOXL,1.0,27.309042,1.0,0.0,scanner target SOXL
2021-01-05,scale_out,SOXL,0.333333,31.465422,1.0,1.3291,recover risk
2021-01-07,scale_out,SOXL,0.333333,34.676041,0.666667,2.3558,lock profit
2021-01-27,stop_exit,SOXL,0.333333,33.675091,0.333333,2.0357,active stop breached
2021-01-27,entry,SOXL,1.0,32.142338,1.0,0.0,scanner target SOXL
2021-02-08,scale_out,SOXL,0.333333,38.920429,1.0,1.1081,recover risk
2021-02-12,scale_out,SOXL,0.333333,44.388691,0.666667,2.0021,lock profit
2021-02-23,stop_exit,SOXL,0.333333,38.259148,0.333333,1.0,active stop breached
2021-02-23,entry,SOXL,1.0,38.770447,1.0,0.0,scanner target SOXL
2021-03-04,stop_exit,SOXL,1.0,32.290387,1.0,-1.0,active stop breached
2021-03-04,entry,SOXL,1.0,29.073954,1.0,0.0,scanner target SOXL
2021-04-01,scanner_exit,SOXL,1.0,41.146091,1.0,1.3463,target changed to TQQQ
2021-04-01,entry,TQQQ,1.0,22.899216,1.0,0.0,scanner target TQQQ
2021-04-09,scale_out,TQQQ,0.333333,25.614172,1.0,1.0919,recover risk
2021-05-10,stop_exit,TQQQ,0.666667,22.899216,0.666667,0.0,active stop breached
2021-05-10,entry,TQQQ,1.0,22.923094,1.0,0.0,scanner target TQQQ
2021-06-10,scale_out,TQQQ,0.333333,25.874445,1.0,1.2616,recover risk
2021-06-23,scale_out,TQQQ,0.333333,27.639048,0.666667,2.0159,lock profit
2021-07-19,stop_exit,TQQQ,0.333333,28.793384,0.333333,2.5093,active stop breached
2021-07-19,entry,TQQQ,1.0,29.255598,1.0,0.0,scanner target TQQQ
2021-07-23,scale_out,TQQQ,0.333333,32.608109,1.0,1.1459,recover risk
2021-08-30,scale_out,TQQQ,0.333333,35.795845,0.666667,2.2356,lock profit
2021-09-20,stop_exit,TQQQ,0.333333,33.652949,0.333333,1.5031,active stop breached
2021-09-20,entry,TQQQ,1.0,31.875046,1.0,0.0,scanner target TQQQ
2021-10-04,stop_exit,TQQQ,1.0,28.687541,1.0,-1.0,active stop breached
2021-10-04,entry,TQQQ,1.0,28.424639,1.0,0.0,scanner target TQQQ
2021-10-14,scale_out,TQQQ,0.333333,31.815351,1.0,1.0265,recover risk
2021-10-26,scale_out,TQQQ,0.333333,35.072338,0.666667,2.0126,lock profit
2021-11-26,stop_exit,TQQQ,0.333333,38.32728,0.333333,2.998,active stop breached
2021-11-26,entry,TQQQ,1.0,38.405739,1.0,0.0,scanner target TQQQ
2021-12-01,scanner_exit,TQQQ,1.0,37.035133,1.0,-0.3569,target changed to SOXL
2021-12-01,entry,SOXL,1.0,61.277691,1.0,0.0,scanner target SOXL
2022-01-19,stop_exit,SOXL,1.0,51.333164,1.0,-1.0,active stop breached
2022-01-19,entry,SOXL,1.0,49.317451,1.0,0.0,scanner target SOXL
2022-01-20,scanner_exit,SOXL,1.0,44.630257,1.0,-0.3996,target changed to CASH
2022-08-12,entry,TQQQ,1.0,18.137899,1.0,0.0,scanner target TQQQ
2022-08-19,scanner_exit,TQQQ,1.0,16.881903,1.0,-0.5725,target changed to CASH
2023-01-23,entry,SOXL,1.0,14.423314,1.0,0.0,scanner target SOXL
2023-02-02,scale_out,SOXL,0.333333,17.534996,1.0,1.4752,recover risk
2023-02-21,stop_exit,SOXL,0.666667,14.423314,0.666667,0.0,active stop breached
2023-02-21,entry,SOXL,1.0,13.708998,1.0,0.0,scanner target SOXL
2023-03-23,scale_out,SOXL,0.333333,17.140032,1.0,1.1496,recover risk
2023-04-03,scanner_exit,SOXL,0.666667,17.453625,0.666667,1.2547,target changed to TQQQ
2023-04-03,entry,TQQQ,1.0,13.548537,1.0,0.0,scanner target TQQQ
2023-04-25,stop_exit,TQQQ,1.0,12.193684,1.0,-1.0,active stop breached
2023-04-25,entry,TQQQ,1.0,12.167609,1.0,0.0,scanner target TQQQ
2023-04-28,scale_out,TQQQ,0.333333,13.640276,1.0,1.2103,recover risk
2023-05-17,scale_out,TQQQ,0.333333,14.644588,0.666667,2.0357,lock profit
2023-08-02,stop_exit,TQQQ,0.333333,20.139014,0.333333,6.5513,active stop breached
2023-08-02,entry,TQQQ,1.0,20.353174,1.0,0.0,scanner target TQQQ
2023-08-17,stop_exit,TQQQ,1.0,18.317857,1.0,-1.0,active stop breached
2023-08-17,entry,TQQQ,1.0,17.713362,1.0,0.0,scanner target TQQQ
2023-08-29,scale_out,TQQQ,0.333333,20.038332,1.0,1.3126,recover risk
2023-09-21,stop_exit,TQQQ,0.666667,17.713362,0.666667,0.0,active stop breached
2023-09-21,entry,TQQQ,1.0,17.304264,1.0,0.0,scanner target TQQQ
2023-10-11,scale_out,TQQQ,0.333333,19.122187,1.0,1.0506,recover risk
2023-10-19,stop_exit,TQQQ,0.666667,17.304264,0.666667,0.0,active stop breached
2023-10-19,entry,TQQQ,1.0,17.352873,1.0,0.0,scanner target TQQQ
2023-10-25,scanner_exit,TQQQ,1.0,15.928678,1.0,-0.7711,target changed to CASH
2023-11-02,entry,TQQQ,1.0,17.64452,1.0,0.0,scanner target TQQQ
2023-11-10,scale_out,TQQQ,0.333333,19.817272,1.0,1.2166,recover risk
2023-11-20,scale_out,TQQQ,0.333333,21.727551,0.666667,2.2862,lock profit
2024-01-02,scanner_exit,TQQQ,0.333333,23.497486,0.333333,3.2772,target changed to SOXL
2024-01-02,entry,SOXL,1.0,27.628942,1.0,0.0,scanner target SOXL
2024-01-19,scale_out,SOXL,0.333333,34.348965,1.0,1.9488,recover risk
2024-01-22,scale_out,SOXL,0.333333,34.743099,0.666667,2.0631,lock profit
2024-01-31,stop_exit,SOXL,0.333333,31.077174,0.333333,1.0,active stop breached
2024-01-31,entry,SOXL,1.0,31.629423,1.0,0.0,scanner target SOXL
2024-02-08,scale_out,SOXL,0.333333,36.605392,1.0,1.0196,recover risk
2024-02-29,scale_out,SOXL,0.333333,42.211979,0.666667,2.1684,lock profit
2024-03-14,stop_exit,SOXL,0.333333,43.877907,0.333333,2.5098,active stop breached
2024-03-14,entry,SOXL,1.0,42.891865,1.0,0.0,scanner target SOXL
2024-04-18,stop_exit,SOXL,1.0,34.836003,1.0,-1.0,active stop breached
2024-04-18,entry,SOXL,1.0,34.426556,1.0,0.0,scanner target SOXL
2024-05-14,scale_out,SOXL,0.333333,42.611614,1.0,1.2137,recover risk
2024-05-22,scale_out,SOXL,0.333333,48.696171,0.666667,2.1159,lock profit
2024-05-31,stop_exit,SOXL,0.333333,45.386223,0.333333,1.6251,active stop breached
2024-05-31,entry,SOXL,1.0,47.917114,1.0,0.0,scanner target SOXL
2024-06-03,scanner_exit,SOXL,1.0,47.917114,1.0,0.0,target changed to TQQQ
2024-06-03,entry,TQQQ,1.0,30.936731,1.0,0.0,scanner target TQQQ
2024-06-12,scale_out,TQQQ,0.333333,35.25827,1.0,1.3969,recover risk
2024-06-17,scale_out,TQQQ,0.333333,37.659119,0.666667,2.1729,lock profit
2024-07-17,stop_exit,TQQQ,0.333333,38.121491,0.333333,2.3224,active stop breached
2024-07-17,entry,TQQQ,1.0,36.470249,1.0,0.0,scanner target TQQQ
2024-07-24,stop_exit,TQQQ,1.0,32.823224,1.0,-1.0,active stop breached
2024-07-24,entry,TQQQ,1.0,32.191204,1.0,0.0,scanner target TQQQ
2024-08-02,stop_exit,TQQQ,1.0,28.431407,1.0,-1.0,active stop breached
2024-08-02,entry,TQQQ,1.0,28.890932,1.0,0.0,scanner target TQQQ
2024-08-05,stop_exit,TQQQ,1.0,24.051184,1.0,-1.0,active stop breached
2024-08-12,entry,TQQQ,1.0,29.141771,1.0,0.0,scanner target TQQQ
2024-08-19,scale_out,TQQQ,0.333333,35.068497,1.0,1.1152,recover risk
2024-09-06,stop_exit,TQQQ,0.666667,29.141771,0.666667,0.0,active stop breached
2024-09-10,entry,TQQQ,1.0,29.854948,1.0,0.0,scanner target TQQQ
2024-09-19,scale_out,TQQQ,0.333333,34.714371,1.0,1.3706,recover risk
2024-10-14,scale_out,TQQQ,0.333333,37.599224,0.666667,2.1843,lock profit
2024-11-15,stop_exit,TQQQ,0.333333,36.414645,0.333333,1.8501,active stop breached
2024-11-15,entry,TQQQ,1.0,36.646912,1.0,0.0,scanner target TQQQ
2024-12-02,scale_out,TQQQ,0.333333,40.697952,1.0,1.1054,recover risk
2024-12-11,scale_out,TQQQ,0.333333,44.058205,0.666667,2.0224,lock profit
2024-12-18,stop_exit,TQQQ,0.333333,41.871256,0.333333,1.4256,active stop breached
2024-12-18,entry,TQQQ,1.0,40.505516,1.0,0.0,scanner target TQQQ
2025-01-13,stop_exit,TQQQ,1.0,36.454964,1.0,-1.0,active stop breached
2025-01-13,entry,TQQQ,1.0,37.640011,1.0,0.0,scanner target TQQQ
2025-01-22,scale_out,TQQQ,0.333333,43.466961,1.0,1.3025,recover risk
2025-02-25,stop_exit,TQQQ,0.666667,37.640011,0.666667,0.0,active stop breached
2025-02-25,entry,TQQQ,1.0,38.42717,1.0,0.0,scanner target TQQQ
2025-03-03,stop_exit,TQQQ,1.0,34.584453,1.0,-1.0,active stop breached
2025-05-12,entry,TQQQ,1.0,32.825497,1.0,0.0,scanner target TQQQ
2025-06-04,scale_out,TQQQ,0.333333,36.678555,1.0,1.0714,recover risk
2025-06-26,scale_out,TQQQ,0.333333,40.147152,0.666667,2.0359,lock profit
2025-08-01,stop_exit,TQQQ,0.333333,41.667228,0.333333,2.4586,active stop breached
2025-08-01,entry,SOXL,1.0,24.073006,1.0,0.0,scanner target SOXL
2025-08-12,scale_out,SOXL,0.333333,27.991867,1.0,1.1889,recover risk
2025-08-20,stop_exit,SOXL,0.666667,24.073006,0.666667,0.0,active stop breached
2025-08-20,entry,SOXL,1.0,25.792505,1.0,0.0,scanner target SOXL
2025-09-12,scale_out,SOXL,0.333333,29.291489,1.0,1.0111,recover risk
2025-09-18,scale_out,SOXL,0.333333,33.63023,0.666667,2.265,lock profit
2025-10-01,scanner_exit,SOXL,0.333333,36.860001,0.333333,3.1983,target changed to TQQQ
2025-10-01,entry,TQQQ,1.0,52.261627,1.0,0.0,scanner target TQQQ
2025-10-27,scale_out,TQQQ,0.333333,58.028049,1.0,1.1034,recover risk
2025-11-03,scanner_exit,TQQQ,0.666667,58.970013,0.666667,1.2836,target changed to SOXL
2025-11-03,entry,SOXL,1.0,48.580002,1.0,0.0,scanner target SOXL
2025-11-06,stop_exit,SOXL,1.0,42.370001,1.0,-1.0,active stop breached
2025-11-06,entry,SOXL,1.0,43.009998,1.0,0.0,scanner target SOXL
2025-11-14,stop_exit,SOXL,1.0,35.678568,1.0,-1.0,active stop breached
2025-11-14,entry,SOXL,1.0,38.860001,1.0,0.0,scanner target SOXL
2025-11-20,stop_exit,SOXL,1.0,30.657144,1.0,-1.0,active stop breached
2025-11-20,entry,SOXL,1.0,30.809999,1.0,0.0,scanner target SOXL
2025-11-28,scale_out,SOXL,0.333333,41.259998,1.0,1.1068,recover risk
2026-01-06,scale_out,SOXL,0.333333,54.009998,0.666667,2.4573,lock profit
2026-02-03,stop_exit,SOXL,0.333333,57.097856,0.333333,2.7843,active stop breached
2026-02-03,entry,SOXL,1.0,61.200001,1.0,0.0,scanner target SOXL
2026-03-06,stop_exit,SOXL,1.0,49.267144,1.0,-1.0,active stop breached
2026-03-06,entry,SOXL,1.0,47.889999,1.0,0.0,scanner target SOXL
2026-03-30,scanner_exit,SOXL,1.0,40.619999,1.0,-0.6295,target changed to CASH
2026-03-31,entry,SOXL,1.0,47.91,1.0,0.0,scanner target SOXL
2026-04-08,scale_out,SOXL,0.333333,67.5,1.0,1.8182,recover risk
2026-04-09,scale_out,SOXL,0.333333,71.980003,0.666667,2.234,lock profit
2026-04-28,stop_exit,SOXL,0.333333,106.422151,0.333333,5.4307,active stop breached
2026-04-28,entry,SOXL,1.0,109.559998,1.0,0.0,scanner target SOXL
2026-04-30,scale_out,SOXL,0.333333,126.980003,1.0,1.0379,recover risk
2026-05-05,scale_out,SOXL,0.333333,144.160004,0.666667,2.0615,lock profit
2026-05-18,stop_exit,SOXL,0.333333,146.380005,0.333333,2.1937,active stop breached
2026-05-18,entry,SOXL,1.0,151.75,1.0,0.0,scanner target SOXL
2026-05-22,scale_out,SOXL,0.333333,190.559998,1.0,1.0363,recover risk
