strategy,top_n,date,equity,daily_return,holdings
Nasdaq-100 Top1 current-member baseline,1,2020-02-06,0.9444861651249745,-0.14981903402193752,TSLA
Nasdaq-100 Top1 current-member baseline,1,2020-02-07,0.9858189803390863,0.0437622240963611,TSLA
Nasdaq-100 Top1 current-member baseline,1,2020-02-10,1.0795361598566329,0.09506530244052636,TSLA
Nasdaq-100 Top1 current-member baseline,1,2020-02-11,1.0374207762420662,-0.03901248071223451,TSLA
Nasdaq-100 Top1 current-member baseline,1,2020-02-12,1.0496735504528367,0.011810804729740276,TSLA
Nasdaq-100 Top1 current-member baseline,1,2020-02-13,1.001053930846094,-0.04631880034108504,TSLA
Nasdaq-100 Top1 current-member baseline,1,2020-02-14,1.0622906224152944,0.0611722202793239,TSLA
Nasdaq-100 Top1 current-member baseline,1,2020-02-18,1.1356720651866579,0.06907850001021254,TSLA
Nasdaq-100 Top1 current-member baseline,1,2020-02-19,1.2461895636554567,0.09731462264208668,TSLA
Nasdaq-100 Top1 current-member baseline,1,2020-02-20,1.2306037507101988,-0.012506775373354984,TSLA
Nasdaq-100 Top1 current-member baseline,1,2020-02-21,1.2238971356575794,-0.005449857477477171,TSLA
Nasdaq-100 Top1 current-member baseline,1,2020-02-24,1.1321635952330455,-0.07495200188964168,TSLA
Nasdaq-100 Top1 current-member baseline,1,2020-02-25,1.1456577460766835,0.011918905448342176,TSLA
Nasdaq-100 Top1 current-member baseline,1,2020-02-26,1.0559213572730437,-0.07832739673863587,TSLA
Nasdaq-100 Top1 current-member baseline,1,2020-02-27,0.9850767950933862,-0.06709265012180099,TSLA
Nasdaq-100 Top1 current-member baseline,1,2020-02-28,0.8497299108205587,-0.13739729221821373,TSLA
Nasdaq-100 Top1 current-member baseline,1,2020-03-02,0.959788601056945,0.12952196790402004,TSLA
Nasdaq-100 Top1 current-member baseline,1,2020-03-03,1.0862833124928968,0.13179434648072763,TSLA
Nasdaq-100 Top1 current-member baseline,1,2020-03-04,1.0309031049364534,-0.050981366388987426,TSLA
Nasdaq-100 Top1 current-member baseline,1,2020-03-05,0.9766698407465965,-0.052607528224682176,TSLA
Nasdaq-100 Top1 current-member baseline,1,2020-03-06,0.9310999600754986,-0.04665842925615771,TSLA
Nasdaq-100 Top1 current-member baseline,1,2020-03-09,0.8169255082752801,-0.12262319481891137,TSLA
Nasdaq-100 Top1 current-member baseline,1,2020-03-10,0.889848220028676,0.0892648240441809,TSLA
Nasdaq-100 Top1 current-member baseline,1,2020-03-11,0.863898838699379,-0.029161581430663275,TSLA
Nasdaq-100 Top1 current-member baseline,1,2020-03-12,0.7838647537724772,-0.09264288981727886,TSLA
Nasdaq-100 Top1 current-member baseline,1,2020-03-13,0.8029050637742665,0.024290299965848305,TSLA
Nasdaq-100 Top1 current-member baseline,1,2020-03-16,0.6335527834780479,-0.21092441427649444,TSLA
Nasdaq-100 Top1 current-member baseline,1,2020-03-17,0.5937583888668625,-0.0628114904534457,TSLA
Nasdaq-100 Top1 current-member baseline,1,2020-03-18,0.5249244522287582,-0.11592920273424356,TSLA
Nasdaq-100 Top1 current-member baseline,1,2020-03-19,0.5056277516622218,-0.03676091004068316,TSLA
Nasdaq-100 Top1 current-member baseline,1,2020-03-20,0.5913159415414372,0.169468921746325,TSLA
Nasdaq-100 Top1 current-member baseline,1,2020-03-23,0.5851086336976525,-0.010497447147464811,TSLA
Nasdaq-100 Top1 current-member baseline,1,2020-03-24,0.6440782705533302,0.10078408257798754,TSLA
Nasdaq-100 Top1 current-member baseline,1,2020-03-25,0.7357713506086643,0.14236325652868276,TSLA
Nasdaq-100 Top1 current-member baseline,1,2020-03-26,0.7386591708530658,0.003924888135441229,TSLA
Nasdaq-100 Top1 current-member baseline,1,2020-03-27,0.6814572428948534,-0.07744021900134368,TSLA
Nasdaq-100 Top1 current-member baseline,1,2020-03-30,0.6885551807549228,0.010415822759351823,TSLA
Nasdaq-100 Top1 current-member baseline,1,2020-03-31,0.676396917024878,-0.017657646140596395,TSLA
Nasdaq-100 Top1 current-member baseline,1,2020-04-01,0.6801077660389336,0.0054862003664619685,TSLA
Nasdaq-100 Top1 current-member baseline,1,2020-04-02,0.6491116485819878,-0.0455753029221716,TSLA
Nasdaq-100 Top1 current-member baseline,1,2020-04-03,0.6875296184959351,0.059185457537040076,TSLA
Nasdaq-100 Top1 current-member baseline,1,2020-04-06,0.6898236596579983,0.0033366433973880394,TSLA
Nasdaq-100 Top1 current-member baseline,1,2020-04-07,0.7354340006982958,0.06611884124547163,TSLA
Nasdaq-100 Top1 current-member baseline,1,2020-04-08,0.74784869360031,0.01688077093284579,TSLA
Nasdaq-100 Top1 current-member baseline,1,2020-04-09,0.7584956389976365,0.014236764051922979,TSLA
Nasdaq-100 Top1 current-member baseline,1,2020-04-13,0.796373879940772,0.04993864037661733,TSLA
Nasdaq-100 Top1 current-member baseline,1,2020-04-14,0.9432042509084619,0.18437366501599728,TSLA
Nasdaq-100 Top1 current-member baseline,1,2020-04-15,1.0012698224344183,0.061562033324202625,TSLA
Nasdaq-100 Top1 current-member baseline,1,2020-04-16,0.9674533701580338,-0.033773565844784526,TSLA
Nasdaq-100 Top1 current-member baseline,1,2020-04-17,1.042130239673791,0.0771891150718289,TSLA
Nasdaq-100 Top1 current-member baseline,1,2020-04-20,0.9887202358969237,-0.05125079547982969,TSLA
Nasdaq-100 Top1 current-member baseline,1,2020-04-21,0.9852387137846292,-0.003521240878756937,TSLA
Nasdaq-100 Top1 current-member baseline,1,2020-04-22,0.9499648388581625,-0.03580236386668978,TSLA
Nasdaq-100 Top1 current-member baseline,1,2020-04-23,0.9818381896251791,0.03355213736681839,TSLA
Nasdaq-100 Top1 current-member baseline,1,2020-04-24,0.9591813866611698,-0.02307590314108543,TSLA
Nasdaq-100 Top1 current-member baseline,1,2020-04-27,0.9953458529966986,0.03770346968618132,TSLA
Nasdaq-100 Top1 current-member baseline,1,2020-04-28,1.0736527280025572,0.07867303085666078,TSLA
Nasdaq-100 Top1 current-member baseline,1,2020-04-29,1.0662714131292004,-0.006874955635877811,TSLA
Nasdaq-100 Top1 current-member baseline,1,2020-04-30,1.154010727526391,0.08228609837686718,TSLA
Nasdaq-100 Top1 current-member baseline,1,2020-05-01,1.0188122494169256,-0.11715530443920719,TSLA
Nasdaq-100 Top1 current-member baseline,1,2020-05-04,1.0559327123795648,0.03643503794137093,DXCM
Nasdaq-100 Top1 current-member baseline,1,2020-05-05,1.107919884031104,0.04923341330565001,DXCM
Nasdaq-100 Top1 current-member baseline,1,2020-05-06,1.1426702402543845,0.031365405318698025,DXCM
Nasdaq-100 Top1 current-member baseline,1,2020-05-07,1.206045891264936,0.05546276500247593,DXCM
Nasdaq-100 Top1 current-member baseline,1,2020-05-08,1.253046746090535,0.03897103349550246,DXCM
Nasdaq-100 Top1 current-member baseline,1,2020-05-11,1.2436588427197466,-0.0074920615691940196,DXCM
Nasdaq-100 Top1 current-member baseline,1,2020-05-12,1.2936760604026016,0.04021779604242015,DXCM
Nasdaq-100 Top1 current-member baseline,1,2020-05-13,1.2709913434734972,-0.017535082872326413,DXCM
Nasdaq-100 Top1 current-member baseline,1,2020-05-14,1.2359638861531534,-0.027559162774954182,DXCM
Nasdaq-100 Top1 current-member baseline,1,2020-05-15,1.2282689295865603,-0.006225874924665531,DXCM
Nasdaq-100 Top1 current-member baseline,1,2020-05-18,1.308204142157632,0.06507956901423717,DXCM
Nasdaq-100 Top1 current-member baseline,1,2020-05-19,1.2678826448947444,-0.03082202231555764,DXCM
Nasdaq-100 Top1 current-member baseline,1,2020-05-20,1.2613265268707952,-0.005170918657454671,DXCM
Nasdaq-100 Top1 current-member baseline,1,2020-05-21,1.2290692351279098,-0.02557410080236089,DXCM
Nasdaq-100 Top1 current-member baseline,1,2020-05-22,1.2211587972336342,-0.006436120657964728,DXCM
Nasdaq-100 Top1 current-member baseline,1,2020-05-26,1.2573250930966218,0.029616374172562354,DXCM
Nasdaq-100 Top1 current-member baseline,1,2020-05-27,1.1702490322205081,-0.06925500918911676,DXCM
Nasdaq-100 Top1 current-member baseline,1,2020-05-28,1.109982079788709,-0.05149925423774515,DXCM
Nasdaq-100 Top1 current-member baseline,1,2020-05-29,1.1310970894523797,0.019022838339597392,DXCM
Nasdaq-100 Top1 current-member baseline,1,2020-06-01,1.1773283546887436,0.04087294156043386,DXCM
Nasdaq-100 Top1 current-member baseline,1,2020-06-02,1.2276872718670595,0.04277389309257695,TSLA
Nasdaq-100 Top1 current-member baseline,1,2020-06-03,1.2186583305983194,-0.00735443094967414,TSLA
Nasdaq-100 Top1 current-member baseline,1,2020-06-04,1.2210733450820657,0.0019816994009802524,TSLA
Nasdaq-100 Top1 current-member baseline,1,2020-06-05,1.204552347046336,-0.01352989818528827,TSLA
Nasdaq-100 Top1 current-member baseline,1,2020-06-08,1.2610311643781442,0.046887806470427895,TSLA
Nasdaq-100 Top1 current-member baseline,1,2020-06-09,1.2898605862548587,0.022861783825089743,TSLA
Nasdaq-100 Top1 current-member baseline,1,2020-06-10,1.3610355181244045,0.05518032927589789,TSLA
Nasdaq-100 Top1 current-member baseline,1,2020-06-11,1.3587302698884076,-0.0016937458319776777,TSLA
Nasdaq-100 Top1 current-member baseline,1,2020-06-12,1.3447340525841738,-0.01030095348165272,TSLA
Nasdaq-100 Top1 current-member baseline,1,2020-06-15,1.259370851735147,-0.06347961567938609,TSLA
Nasdaq-100 Top1 current-member baseline,1,2020-06-16,1.3884378217471176,0.10248527654435047,TSLA
Nasdaq-100 Top1 current-member baseline,1,2020-06-17,1.355313540248161,-0.02385723075252666,TSLA
Nasdaq-100 Top1 current-member baseline,1,2020-06-18,1.3762941257943861,0.015480244919845898,TSLA
Nasdaq-100 Top1 current-member baseline,1,2020-06-19,1.389714031039621,0.009750753849573357,TSLA
Nasdaq-100 Top1 current-member baseline,1,2020-06-22,1.3721088753866353,-0.012668185871172133,TSLA
Nasdaq-100 Top1 current-member baseline,1,2020-06-23,1.3706407714521438,-0.001069961692418686,TSLA
Nasdaq-100 Top1 current-member baseline,1,2020-06-24,1.3640954682011506,-0.004775360099684378,TSLA
Nasdaq-100 Top1 current-member baseline,1,2020-06-25,1.3094278724738375,-0.040076077519269226,TSLA
Nasdaq-100 Top1 current-member baseline,1,2020-06-26,1.365014740896895,0.04245126409142319,TSLA
Nasdaq-100 Top1 current-member baseline,1,2020-06-29,1.3296538346959423,-0.02590514603360128,TSLA
Nasdaq-100 Top1 current-member baseline,1,2020-06-30,1.3810966739416266,0.03868889624001115,TSLA
Nasdaq-100 Top1 current-member baseline,1,2020-07-01,1.4860682252067516,0.07600594023989493,TSLA
Nasdaq-100 Top1 current-member baseline,1,2020-07-02,1.5263130601862434,0.027081418131992274,ZS
Nasdaq-100 Top1 current-member baseline,1,2020-07-06,1.5366461220014909,0.006769949157079624,ZS
Nasdaq-100 Top1 current-member baseline,1,2020-07-07,1.576891060712002,0.026190115039689044,ZS
Nasdaq-100 Top1 current-member baseline,1,2020-07-08,1.5728121495479168,-0.002586679109109369,ZS
Nasdaq-100 Top1 current-member baseline,1,2020-07-09,1.6600999356263613,0.05549790933617471,ZS
Nasdaq-100 Top1 current-member baseline,1,2020-07-10,1.7200593695909039,0.03611796656200683,ZS
Nasdaq-100 Top1 current-member baseline,1,2020-07-13,1.7146208559491303,-0.0031618173988187115,ZS
Nasdaq-100 Top1 current-member baseline,1,2020-07-14,1.6179516364319022,-0.056379355926891916,ZS
Nasdaq-100 Top1 current-member baseline,1,2020-07-15,1.6655384492681344,0.02941176470588225,ZS
Nasdaq-100 Top1 current-member baseline,1,2020-07-16,1.614552578372171,-0.030612244897959218,ZS
Nasdaq-100 Top1 current-member baseline,1,2020-07-17,1.6077544622527093,-0.004210526315789442,ZS
Nasdaq-100 Top1 current-member baseline,1,2020-07-20,1.6478633058651262,0.024947120069701567,ZS
Nasdaq-100 Top1 current-member baseline,1,2020-07-21,1.7328397573583982,0.05156765806412533,ZS
Nasdaq-100 Top1 current-member baseline,1,2020-07-22,1.7211469893344422,-0.006747749163939387,ZS
Nasdaq-100 Top1 current-member baseline,1,2020-07-23,1.7030640792922491,-0.010506313611939433,ZS
Nasdaq-100 Top1 current-member baseline,1,2020-07-24,1.6484071676024048,-0.0320932796096306,ZS
Nasdaq-100 Top1 current-member baseline,1,2020-07-27,1.6815820074593049,0.020125391656208746,ZS
Nasdaq-100 Top1 current-member baseline,1,2020-07-28,1.6939545248565948,0.007357665188142404,ZS
Nasdaq-100 Top1 current-member baseline,1,2020-07-29,1.7166603115311723,0.01340401193857299,ZS
Nasdaq-100 Top1 current-member baseline,1,2020-07-30,1.731616146247784,0.008712168980752999,ZS
Nasdaq-100 Top1 current-member baseline,1,2020-07-31,1.781242310935039,0.028658871537314612,ZS
Nasdaq-100 Top1 current-member baseline,1,2020-08-03,1.7817862764033383,0.00030538544080149777,ZS
Nasdaq-100 Top1 current-member baseline,1,2020-08-04,1.8371736183811602,0.031085289358960155,PDD
Nasdaq-100 Top1 current-member baseline,1,2020-08-05,1.8149419460289413,-0.012101018722339707,PDD
Nasdaq-100 Top1 current-member baseline,1,2020-08-06,1.867646175304761,0.029039071685535545,PDD
Nasdaq-100 Top1 current-member baseline,1,2020-08-07,1.7369396925494744,-0.0699846065510551,PDD
Nasdaq-100 Top1 current-member baseline,1,2020-08-10,1.7135583027489805,-0.013461255966909724,PDD
Nasdaq-100 Top1 current-member baseline,1,2020-08-11,1.6871102686597075,-0.01543456913420671,PDD
Nasdaq-100 Top1 current-member baseline,1,2020-08-12,1.6896018348963353,0.0014768247712741989,PDD
Nasdaq-100 Top1 current-member baseline,1,2020-08-13,1.724865685390465,0.020871100969355405,PDD
Nasdaq-100 Top1 current-member baseline,1,2020-08-14,1.6968845484848163,-0.016222212049696205,PDD
Nasdaq-100 Top1 current-member baseline,1,2020-08-17,1.740006190619578,0.025412242791217565,PDD
Nasdaq-100 Top1 current-member baseline,1,2020-08-18,1.7430725424710056,0.0017622649091471043,PDD
Nasdaq-100 Top1 current-member baseline,1,2020-08-19,1.7547633104805904,0.0067069887940589545,PDD
Nasdaq-100 Top1 current-member baseline,1,2020-08-20,1.8220331131520477,0.03833554204699752,PDD
Nasdaq-100 Top1 current-member baseline,1,2020-08-21,1.6606623807891108,-0.08856630057824344,PDD
Nasdaq-100 Top1 current-member baseline,1,2020-08-24,1.6409222746735193,-0.011886887030108761,PDD
Nasdaq-100 Top1 current-member baseline,1,2020-08-25,1.5985672570562832,-0.025811714711266864,PDD
Nasdaq-100 Top1 current-member baseline,1,2020-08-26,1.6999509003362434,0.06342156880321403,PDD
Nasdaq-100 Top1 current-member baseline,1,2020-08-27,1.7057005111083487,0.0033822216694423535,PDD
Nasdaq-100 Top1 current-member baseline,1,2020-08-28,1.681169111422228,-0.014382008756144704,PDD
Nasdaq-100 Top1 current-member baseline,1,2020-08-31,1.7101085655294528,0.017213886402387413,PDD
Nasdaq-100 Top1 current-member baseline,1,2020-09-01,1.712791678231455,0.0015689721436904502,PDD
Nasdaq-100 Top1 current-member baseline,1,2020-09-02,1.779486402850761,0.03893919235301979,PDD
Nasdaq-100 Top1 current-member baseline,1,2020-09-03,1.6865353368262324,-0.05223477171594004,PDD
Nasdaq-100 Top1 current-member baseline,1,2020-09-04,1.6386224011209416,-0.02840909090909094,PDD
Nasdaq-100 Top1 current-member baseline,1,2020-09-08,1.5642615775450537,-0.045380084835297874,PDD
Nasdaq-100 Top1 current-member baseline,1,2020-09-09,1.603933482460287,0.025361426429391987,PDD
Nasdaq-100 Top1 current-member baseline,1,2020-09-10,1.621565407707352,0.010992927973558553,PDD
Nasdaq-100 Top1 current-member baseline,1,2020-09-11,1.632681243883462,0.006855003272316917,PDD
Nasdaq-100 Top1 current-member baseline,1,2020-09-14,1.6432220020074204,0.006456102906459815,PDD
Nasdaq-100 Top1 current-member baseline,1,2020-09-15,1.649163305463576,0.003615642590530932,PDD
Nasdaq-100 Top1 current-member baseline,1,2020-09-16,1.5891762163805994,-0.03637425649979176,PDD
Nasdaq-100 Top1 current-member baseline,1,2020-09-17,1.5339805670868278,-0.034732239713152424,PDD
Nasdaq-100 Top1 current-member baseline,1,2020-09-18,1.5677113147645816,0.021989031935268688,PDD
Nasdaq-100 Top1 current-member baseline,1,2020-09-21,1.4929671058205929,-0.0476772784887457,PDD
Nasdaq-100 Top1 current-member baseline,1,2020-09-22,1.5265061608142962,0.0224646978911629,PDD
Nasdaq-100 Top1 current-member baseline,1,2020-09-23,1.5261227754461955,-0.00025115219181048865,PDD
Nasdaq-100 Top1 current-member baseline,1,2020-09-24,1.448887146484255,-0.050609053350480826,PDD
Nasdaq-100 Top1 current-member baseline,1,2020-09-25,1.4373880711587204,-0.0079364879131113,PDD
Nasdaq-100 Top1 current-member baseline,1,2020-09-28,1.4490788391683054,0.00813334147135425,PDD
Nasdaq-100 Top1 current-member baseline,1,2020-09-29,1.4391128666591464,-0.0068774536207283354,PDD
Nasdaq-100 Top1 current-member baseline,1,2020-09-30,1.4132399106220246,-0.017978406445065764,PDD
Nasdaq-100 Top1 current-member baseline,1,2020-10-01,1.435088197606143,0.015459715523107542,PDD
Nasdaq-100 Top1 current-member baseline,1,2020-10-02,1.3720206512616362,-0.04394680860013278,TSLA
Nasdaq-100 Top1 current-member baseline,1,2020-10-05,1.378402315971127,0.004651289106780254,TSLA
Nasdaq-100 Top1 current-member baseline,1,2020-10-06,1.379834937621117,0.001039334912159351,TSLA
Nasdaq-100 Top1 current-member baseline,1,2020-10-07,1.3670716082021355,-0.009249895817963427,TSLA
Nasdaq-100 Top1 current-member baseline,1,2020-10-08,1.4275344421085203,0.04422799328405391,TSLA
Nasdaq-100 Top1 current-member baseline,1,2020-10-09,1.4004775370699283,-0.018953591759669264,TSLA
Nasdaq-100 Top1 current-member baseline,1,2020-10-12,1.4391255316942548,0.027596297406658588,TSLA
Nasdaq-100 Top1 current-member baseline,1,2020-10-13,1.4435211702399797,0.0030543816011310287,TSLA
Nasdaq-100 Top1 current-member baseline,1,2020-10-14,1.464456792385824,0.014503162528862523,TSLA
Nasdaq-100 Top1 current-member baseline,1,2020-10-15,1.466182436732847,0.001178351151085666,TSLA
Nasdaq-100 Top1 current-member baseline,1,2020-10-16,1.4796294360965336,0.009171436668993893,TSLA
Nasdaq-100 Top1 current-member baseline,1,2020-10-19,1.4529308355155546,-0.018044112890463815,TSLA
Nasdaq-100 Top1 current-member baseline,1,2020-10-20,1.4057522437067522,-0.032471326683669366,TSLA
Nasdaq-100 Top1 current-member baseline,1,2020-10-21,1.3762858753313167,-0.020961281411678412,TSLA
Nasdaq-100 Top1 current-member baseline,1,2020-10-22,1.4388651498775125,0.04546967724356743,TSLA
Nasdaq-100 Top1 current-member baseline,1,2020-10-23,1.3734857647468015,-0.045438160161344276,TSLA
Nasdaq-100 Top1 current-member baseline,1,2020-10-26,1.3402427421902279,-0.024203397960008588,TSLA
Nasdaq-100 Top1 current-member baseline,1,2020-10-27,1.3797371640253628,0.029468110956223592,TSLA
Nasdaq-100 Top1 current-member baseline,1,2020-10-28,1.3560339231301775,-0.01717953354683255,TSLA
Nasdaq-100 Top1 current-member baseline,1,2020-10-29,1.3348052782873003,-0.015654951163665887,TSLA
Nasdaq-100 Top1 current-member baseline,1,2020-10-30,1.3248420594528345,-0.007464173985923805,TSLA
Nasdaq-100 Top1 current-member baseline,1,2020-11-02,1.2828404006851013,-0.03170314413559616,TSLA
Nasdaq-100 Top1 current-member baseline,1,2020-11-03,1.3340563265820153,0.03992384857037723,TSLA
Nasdaq-100 Top1 current-member baseline,1,2020-11-04,1.4020729159860228,0.05098479580564086,TSLA
Nasdaq-100 Top1 current-member baseline,1,2020-11-05,1.3945191604884004,-0.005387562523672451,TSLA
Nasdaq-100 Top1 current-member baseline,1,2020-11-06,1.419915553895434,0.018211577242251087,TSLA
Nasdaq-100 Top1 current-member baseline,1,2020-11-09,1.4309857308025669,0.007796362872962925,TSLA
Nasdaq-100 Top1 current-member baseline,1,2020-11-10,1.367787919027131,-0.044163830858041764,TSLA
Nasdaq-100 Top1 current-member baseline,1,2020-11-11,1.3559362985795382,-0.00866480854431173,TSLA
Nasdaq-100 Top1 current-member baseline,1,2020-11-12,1.351378051812825,-0.0033616968374460265,TSLA
Nasdaq-100 Top1 current-member baseline,1,2020-11-13,1.3377030134224548,-0.010119328467726452,TSLA
Nasdaq-100 Top1 current-member baseline,1,2020-11-16,1.3314516141438932,-0.004673234055567854,TSLA
Nasdaq-100 Top1 current-member baseline,1,2020-11-17,1.498286009381579,0.12530263470742664,TSLA
Nasdaq-100 Top1 current-member baseline,1,2020-11-18,1.4598007720233563,-0.025686175481347218,TSLA
Nasdaq-100 Top1 current-member baseline,1,2020-11-19,1.601922592843829,0.09735699798506392,TSLA
Nasdaq-100 Top1 current-member baseline,1,2020-11-20,1.6214257423847986,0.012174838926733988,TSLA
Nasdaq-100 Top1 current-member baseline,1,2020-11-23,1.6393658557997337,0.011064406433160867,TSLA
Nasdaq-100 Top1 current-member baseline,1,2020-11-24,1.7595100800720438,0.07328701146682115,TSLA
Nasdaq-100 Top1 current-member baseline,1,2020-11-25,1.7909624746112454,0.01787565464695362,TSLA
Nasdaq-100 Top1 current-member baseline,1,2020-11-27,1.8922222356169416,0.056539297970314095,TSLA
Nasdaq-100 Top1 current-member baseline,1,2020-11-30,1.96075973769955,0.03622064089119137,TSLA
Nasdaq-100 Top1 current-member baseline,1,2020-12-01,1.94571735941977,-0.0076717090781496244,TSLA
Nasdaq-100 Top1 current-member baseline,1,2020-12-02,1.8117353394909856,-0.06885996019932672,TSLA
Nasdaq-100 Top1 current-member baseline,1,2020-12-03,1.9210699177180215,0.060347985626727274,TSLA
Nasdaq-100 Top1 current-member baseline,1,2020-12-04,1.9242931673853834,0.001677840893573812,TSLA
Nasdaq-100 Top1 current-member baseline,1,2020-12-07,1.9695833575810588,0.023536013619594787,TSLA
Nasdaq-100 Top1 current-member baseline,1,2020-12-08,2.0366231052982124,0.03403752751012701,TSLA
Nasdaq-100 Top1 current-member baseline,1,2020-12-09,2.1283755764776955,0.0450512767633795,TSLA
Nasdaq-100 Top1 current-member baseline,1,2020-12-10,1.87011437363785,-0.12134193123341919,TSLA
Nasdaq-100 Top1 current-member baseline,1,2020-12-11,2.00243573288996,0.07075575757150676,TSLA
Nasdaq-100 Top1 current-member baseline,1,2020-12-14,2.01542695229051,0.006487708537742165,TSLA
Nasdaq-100 Top1 current-member baseline,1,2020-12-15,2.094481226766476,0.03922457938062274,TSLA
Nasdaq-100 Top1 current-member baseline,1,2020-12-16,2.0454793660600115,-0.02339570299329674,TSLA
Nasdaq-100 Top1 current-member baseline,1,2020-12-17,2.0453491006290823,-6.368454900618215e-05,TSLA
Nasdaq-100 Top1 current-member baseline,1,2020-12-18,2.177898349862761,0.06480519594083511,TSLA
Nasdaq-100 Top1 current-member baseline,1,2020-12-21,2.1692376362924715,-0.003976638106565122,TSLA
Nasdaq-100 Top1 current-member baseline,1,2020-12-22,2.109849268623579,-0.02737752963312745,TSLA
Nasdaq-100 Top1 current-member baseline,1,2020-12-23,2.0584054527450966,-0.02438269721137165,TSLA
Nasdaq-100 Top1 current-member baseline,1,2020-12-24,2.0935370259599124,0.01706737278992554,TSLA
Nasdaq-100 Top1 current-member baseline,1,2020-12-28,2.1961642759001343,0.04902098633443841,TSLA
Nasdaq-100 Top1 current-member baseline,1,2020-12-29,2.15217644192352,-0.02002939145277982,TSLA
Nasdaq-100 Top1 current-member baseline,1,2020-12-30,2.187991834128156,0.016641475813491402,TSLA
Nasdaq-100 Top1 current-member baseline,1,2020-12-31,2.279125619033283,0.041651793888636934,TSLA
Nasdaq-100 Top1 current-member baseline,1,2021-01-04,2.3425188289551127,0.027814706391093402,TSLA
Nasdaq-100 Top1 current-member baseline,1,2021-01-05,2.3690763479572925,0.01133716351557612,MSTR
Nasdaq-100 Top1 current-member baseline,1,2021-01-06,2.424160684419974,0.023251397748399905,MSTR
Nasdaq-100 Top1 current-member baseline,1,2021-01-07,2.933254707092947,0.21000836534678125,MSTR
Nasdaq-100 Top1 current-member baseline,1,2021-01-08,3.1794180875702733,0.08392158372134362,MSTR
Nasdaq-100 Top1 current-member baseline,1,2021-01-11,2.6565389756890516,-0.1644574879678088,MSTR
Nasdaq-100 Top1 current-member baseline,1,2021-01-12,2.8289376945348006,0.06489598700543531,MSTR
Nasdaq-100 Top1 current-member baseline,1,2021-01-13,2.817403293461043,-0.004077290601359196,MSTR
Nasdaq-100 Top1 current-member baseline,1,2021-01-14,3.053044932278929,0.08363788008794848,MSTR
Nasdaq-100 Top1 current-member baseline,1,2021-01-15,3.4159036807792353,0.11885142752532385,MSTR
Nasdaq-100 Top1 current-member baseline,1,2021-01-19,3.4689624837758486,0.015532874447007128,MSTR
Nasdaq-100 Top1 current-member baseline,1,2021-01-20,3.2592031145923093,-0.060467465463974523,MSTR
Nasdaq-100 Top1 current-member baseline,1,2021-01-21,2.8923493195301795,-0.11255935336451683,MSTR
Nasdaq-100 Top1 current-member baseline,1,2021-01-22,2.9540168007356593,0.02132089674960036,MSTR
Nasdaq-100 Top1 current-member baseline,1,2021-01-25,3.321376925504948,0.1243595245219331,MSTR
Nasdaq-100 Top1 current-member baseline,1,2021-01-26,3.122758312340936,-0.05980008220049171,MSTR
