Date,Close,EMA200_weekly,ATR14,Equity,InPosition
2020-12-31,162.84649658203125,96.14832414209626,3.0301055908203125,1.0,0
2021-01-04,159.3314971923828,96.8119875494588,3.323427472795759,1.0,0
2021-01-05,160.92550659179688,96.8119875494588,3.267248971121652,1.0,0
2021-01-06,156.91900634765625,96.8119875494588,3.372035435267857,1.0,0
2021-01-07,158.10800170898438,96.8119875494588,3.3250350952148438,1.0,0
2021-01-08,159.13499450683594,97.43211697192027,3.3462132045200894,1.0,0
2021-01-11,155.7104949951172,97.43211697192027,3.327927725655692,1.0,0
2021-01-12,156.04150390625,97.43211697192027,3.3106776646205356,1.0,0
2021-01-13,158.29449462890625,97.43211697192027,3.4078194754464284,1.0,0
2021-01-14,156.37350463867188,97.43211697192027,3.5201405116489957,1.0,0
2021-01-15,155.21249389648438,98.00704609554778,3.571497235979353,1.0,0
2021-01-19,156.03799438476562,98.00704609554778,3.277533394949777,1.0,0
2021-01-20,163.16900634765625,98.00704609554778,3.597570146833147,1.0,0
2021-01-21,165.34950256347656,98.00704609554778,3.6887850080217635,1.0,0
2021-01-22,164.6114959716797,98.66977694008641,3.6677137102399553,1.0,0
2021-01-25,164.6999969482422,98.66977694008641,3.6418566022600447,1.0,0
2021-01-26,166.30650329589844,98.66977694008641,3.6304637363978793,1.0,0
2021-01-27,161.62899780273438,98.66977694008641,3.8164988926478793,1.0,0
2021-01-28,161.88099670410156,98.66977694008641,3.8266067504882812,1.0,0
2021-01-29,160.30999755859375,99.28311246862877,3.8431429181780135,1.0,0
2021-02-01,167.1439971923828,99.28311246862877,4.098000662667411,1.0,0
2021-02-02,169.0,99.28311246862877,4.200572422572544,1.0,0
2021-02-03,165.62649536132812,99.28311246862877,4.4015012468610495,1.0,0
2021-02-04,166.5500030517578,99.28311246862877,4.443787711007254,1.0,0
2021-02-05,167.6074981689453,99.96295710246277,4.539895193917411,1.0,0
2021-02-08,166.14700317382812,99.96295710246277,4.582752772739956,1.0,0
2021-02-09,165.25,99.96295710246277,4.158180236816406,1.0,0
2021-02-10,164.32899475097656,99.96295710246277,4.082395281110491,1.0,0
2021-02-11,163.10650634765625,99.96295710246277,4.100931440080915,1.0,0
2021-02-12,163.885498046875,100.59900228598926,3.837359837123326,1.0,0
2021-02-16,163.44749450683594,100.59900228598926,3.8358590262276784,1.0,0
2021-02-17,165.4320068359375,100.59900228598926,3.5571801321847096,1.0,0
2021-02-18,166.4114990234375,100.59900228598926,3.5252859933035716,1.0,0
