date,pure_top2_skip21,fallback_5pct,spmo,fallback_sleeve,holdings
2024-01-24,2.441433353196741,0.6041279653005923,1.7279615596780837,SPMO,VRT CRWD
2024-01-25,2.4234326941371287,0.6038675010720612,1.7402721841063784,SPMO,VRT COIN
2024-01-26,2.4107524854862326,0.6030848042273006,1.7352677501169596,SPMO,VRT COIN
2024-01-29,2.4989572589417706,0.6075109741501582,1.7515321120918732,SPMO,VRT COIN
2024-01-30,2.4602562132930905,0.608899800891157,1.7552852921118436,SPMO,VRT COIN
2024-01-31,2.4710722637304556,0.603924561641469,1.731264164132866,SPMO,VRT COIN
2024-02-01,2.5157740823570913,0.6104165129532672,1.7645435240866874,SPMO,VRT COIN
2024-02-02,2.5548013951370057,0.6177421324030697,1.81458708812971,SPMO,COIN CRWD
2024-02-05,2.431139320483442,0.6189306474296572,1.8243457441072164,SPMO,COIN CRWD
2024-02-06,2.4302555617423254,0.6130280005981354,1.819091098116466,SPMO,COIN CRWD
2024-02-07,2.494205760000966,0.619411912513192,1.8451135341805112,SPMO,COIN CRWD
2024-02-08,2.571379897616172,0.6199997466182715,1.8473658301180769,SPMO,COIN CRWD
2024-02-09,2.5672710461386945,0.6225991299214128,1.8578747341739938,SPMO,COIN CRWD
2024-02-12,2.5910224484820312,0.6217613023742894,1.8568738861686684,SPMO,COIN CRWD
2024-02-13,2.67251123466853,0.6249947441174203,1.8378571921791098,SPMO,COIN CRWD
2024-02-14,2.7754420844939696,0.6292097073576594,1.8676335841142921,SPMO,COIN CRWD
2024-02-15,2.7246267956210533,0.6313095928088595,1.8806449961091063,SPMO,COIN CRWD
2024-02-16,2.6511751848263083,0.6271215234855007,1.8733884601449136,SPMO,COIN CRWD
2024-02-20,2.589419339389733,0.6209897153567252,1.8498679501313904,SPMO,COIN CRWD
2024-02-21,2.605194617351842,0.6223427848160861,1.8413605481233324,SPMO,CRWD SMCI
2024-02-22,2.797188256837763,0.6310105368864763,1.9126731020934793,SPMO,CRWD SMCI
2024-02-23,2.6704763079556826,0.6292842258996219,1.9154254341081243,SPMO,CRWD SMCI
2024-02-26,2.6917586798862594,0.6287918498783535,1.917427130118775,SPMO,CRWD SMCI
2024-02-27,2.6641940744780688,0.6290378460684043,1.919428826129426,SPMO,CRWD SMCI
2024-02-28,2.6672629230699823,0.6307652864981719,1.9186783840882236,SPMO,CRWD SMCI
2024-02-29,2.707251904526059,0.6310106786453386,1.9301881361494662,SPMO,CRWD SMCI
2024-03-01,2.7237601329304786,0.6417748804133332,1.9692223721339088,SPMO,CRWD SMCI
2024-03-04,2.754975679376384,0.6412872911339056,1.9744768241618673,SPMO,CRWD SMCI
2024-03-05,2.7846225585309705,0.6374609495080917,1.9592136981178627,SPMO,CRWD SMCI
2024-03-06,2.626718657560592,0.6368967558806538,1.9772291561765123,SPMO,CRWD SMCI
2024-03-07,2.6574596204678134,0.6432953414129081,2.0125102121409846,SPMO,CRWD SMCI
2024-03-08,2.545819730287595,0.6292760107397369,1.9767289261366414,SPMO,CRWD SMCI
2024-03-11,2.515547070648627,0.6268658904894262,1.952457198230749,SPMO,CRWD SMCI
2024-03-12,2.600935408181805,0.6333874566006577,1.9927424942218483,SPMO,CRWD SMCI
2024-03-13,2.6550953364342855,0.6322729033068398,1.9872380241553502,SPMO,CRWD SMCI
2024-03-14,2.5867963330120993,0.6263934686390806,1.9727251461897561,SPMO,CRWD SMCI
2024-03-15,2.4844659387865113,0.6279114725549373,1.9664696521936804,SPMO,CRWD SMCI
2024-03-18,2.37306212064006,0.6269594687663799,1.9806803361297596,SPMO,CRWD SMCI
2024-03-19,2.4394861440778595,0.6355041945591919,1.9944646898496168,SPMO,SMCI COIN
2024-03-20,2.569127909971747,0.641807382078405,2.0160186111177922,SPMO,SMCI COIN
2024-03-21,2.623843374402019,0.6384078086721434,2.023787596777735,SPMO,SMCI COIN
2024-03-22,2.6554108454231065,0.640070734134485,2.025792590155845,SPMO,SMCI COIN
2024-03-25,2.846185947628968,0.6412644626739143,2.019527204057391,SPMO,SMCI COIN
2024-03-26,2.697475767007194,0.6361845163926455,2.0087500494605117,SPMO,SMCI COIN
2024-03-27,2.5777925944531237,0.6336593508733951,2.0125096302526093,SPMO,SMCI COIN
2024-03-28,2.6039150779670517,0.6342127627304034,2.0105042489489158,SPMO,SMCI COIN
2024-04-01,2.5903887426831065,0.6328697755601829,2.0077476497528526,SPMO,SMCI COIN
2024-04-02,2.6453273664754597,0.6359036296674335,1.9962190833008122,SPMO,SMCI COIN
2024-04-03,2.7412295549577346,0.641349658054414,2.0069956560093165,SPMO,SMCI COIN
2024-04-04,2.589010016381033,0.6269087802183059,1.98017913627593,SPMO,SMCI COIN
2024-04-05,2.5410953273105847,0.6347993882019248,2.0162690170819153,SPMO,SMCI COIN
2024-04-08,2.5169656152987323,0.6314118984470285,2.0087500494605117,SPMO,SMCI COIN
2024-04-09,2.4375779924972885,0.6267783721036877,2.0002286821314494,SPMO,SMCI COIN
2024-04-10,2.547861331845998,0.6311586774505804,1.9861943103730526,SPMO,SMCI COIN
2024-04-11,2.6441828065595554,0.6383606424393219,2.0215321974355014,SPMO,SMCI COIN
2024-04-12,2.543183864371852,0.6342030095941332,1.9879483158986646,SPMO,SMCI COIN
2024-04-15,2.376595733874844,0.6199191940251529,1.9578738031525937,SPMO,SMCI COIN
2024-04-16,2.453228446731487,0.6199985762978006,1.9563698156655212,SPMO,SMCI COIN
2024-04-17,2.3681166436420784,0.608632574657432,1.9325606890179043,SPMO,SMCI COIN
2024-04-18,2.340788361673787,0.6036709176125097,1.9210315406774887,SPMO,SMCI COIN
2024-04-19,2.062316388100994,0.5905664855744678,1.8749172748693272,SPMO,SMCI COIN
2024-04-22,2.0844660493616716,0.5917393423916375,1.8967212141760421,SPMO,SMCI COIN
2024-04-23,2.1896570280350525,0.5975673725676172,1.9272977026271096,SPMO,SMCI COIN
2024-04-24,2.0845021350282984,0.5913242651189388,1.9227863220542676,SPMO,SMCI COIN
2024-04-25,2.2091810134471763,0.6023245375248751,1.9074983687729214,SPMO,SMCI COIN
2024-04-26,2.3674483015409757,0.6072099150798261,1.931307107494955,SPMO,SMCI COIN
2024-04-29,2.37925368715708,0.6049324780391453,1.9305555016770024,SPMO,SMCI COIN
2024-04-30,2.2980653883997375,0.5953565293616694,1.9009819948219693,SPMO,SMCI COIN
2024-05-01,2.3043639924429087,0.5933138535640144,1.8927112274198217,SPMO,SMCI COIN
2024-05-02,2.363232710385318,0.5954186065197684,1.914264954725205,SPMO,SMCI COIN
2024-05-03,2.3435732880152758,0.596568518990738,1.9503548355311904,SPMO,SMCI COIN
