ETF,Inception/First Data Date,Start Used,End Used,Cumulative Return,CAGR,Sharpe Ratio,Max Drawdown,Trading Days
SPMO,2015-10-12,2015-10-12,2025-12-31,4.342004897429299,0.17815159546925763,0.9286897968086206,-0.30947532006818357,2571
VGT,2004-01-30,2004-01-30,2025-12-31,17.352804010075953,0.14196468699516207,0.7009505088153604,-0.5463021392324027,5516
SMH,2000-06-05,2000-06-05,2025-12-31,7.594758600296592,0.08776263960009145,0.4156815998116207,-0.8592459363777637,6433
QLD,2006-06-21,2006-06-21,2025-12-31,70.58554046159703,0.2444503126975317,0.7189921635240546,-0.8312887017334024,4914
TQQQ,2010-02-11,2010-02-11,2025-12-31,254.431373789741,0.4175675513833914,0.8812437064007674,-0.8165984796723272,3997
SOXL,2010-03-11,2010-03-11,2025-12-31,68.94925793290571,0.3082680925493613,0.7502803115402708,-0.9046051426914523,3978
