is_rank,profile_pair,date,action,symbol,fraction,price,remaining_before,r_multiple,reason
1,risk_first_trend_runner__one_r_invalidation,2024-03-14,stop_exit,SOXL,0.333333,43.877906,0.333333,2.5098,active stop breached
1,risk_first_trend_runner__one_r_invalidation,2024-03-14,entry,SOXL,1.0,42.891861,1.0,0.0,scanner target SOXL
1,risk_first_trend_runner__one_r_invalidation,2024-04-18,stop_exit,SOXL,1.0,34.836,1.0,-1.0,active stop breached
1,risk_first_trend_runner__one_r_invalidation,2024-04-18,entry,SOXL,1.0,34.426556,1.0,0.0,scanner target SOXL
1,risk_first_trend_runner__one_r_invalidation,2024-05-14,scale_out,SOXL,0.333333,42.611618,1.0,1.2137,recover risk
1,risk_first_trend_runner__one_r_invalidation,2024-05-22,scale_out,SOXL,0.333333,48.696175,0.666667,2.1159,lock profit
1,risk_first_trend_runner__one_r_invalidation,2024-05-31,stop_exit,SOXL,0.333333,45.386223,0.333333,1.6251,active stop breached
1,risk_first_trend_runner__one_r_invalidation,2024-05-31,entry,SOXL,1.0,47.917114,1.0,0.0,scanner target SOXL
1,risk_first_trend_runner__one_r_invalidation,2024-06-03,scanner_exit,SOXL,1.0,47.917114,1.0,0.0,target changed to TQQQ
1,risk_first_trend_runner__one_r_invalidation,2024-06-03,entry,TQQQ,1.0,30.936728,1.0,0.0,scanner target TQQQ
1,risk_first_trend_runner__one_r_invalidation,2024-06-12,scale_out,TQQQ,0.333333,35.25827,1.0,1.3969,recover risk
1,risk_first_trend_runner__one_r_invalidation,2024-06-17,scale_out,TQQQ,0.333333,37.659119,0.666667,2.1729,lock profit
1,risk_first_trend_runner__one_r_invalidation,2024-07-17,stop_exit,TQQQ,0.333333,38.121496,0.333333,2.3224,active stop breached
1,risk_first_trend_runner__one_r_invalidation,2024-07-17,entry,TQQQ,1.0,36.470253,1.0,0.0,scanner target TQQQ
1,risk_first_trend_runner__one_r_invalidation,2024-07-24,stop_exit,TQQQ,1.0,32.823228,1.0,-1.0,active stop breached
1,risk_first_trend_runner__one_r_invalidation,2024-07-24,entry,TQQQ,1.0,32.1912,1.0,0.0,scanner target TQQQ
1,risk_first_trend_runner__one_r_invalidation,2024-08-02,stop_exit,TQQQ,1.0,28.431404,1.0,-1.0,active stop breached
1,risk_first_trend_runner__one_r_invalidation,2024-08-02,entry,TQQQ,1.0,28.890932,1.0,0.0,scanner target TQQQ
1,risk_first_trend_runner__one_r_invalidation,2024-08-05,stop_exit,TQQQ,1.0,24.051185,1.0,-1.0,active stop breached
1,risk_first_trend_runner__one_r_invalidation,2024-08-12,entry,TQQQ,1.0,29.141771,1.0,0.0,scanner target TQQQ
1,risk_first_trend_runner__one_r_invalidation,2024-08-19,scale_out,TQQQ,0.333333,35.068497,1.0,1.1152,recover risk
1,risk_first_trend_runner__one_r_invalidation,2024-09-06,stop_exit,TQQQ,0.666667,29.141771,0.666667,0.0,active stop breached
1,risk_first_trend_runner__one_r_invalidation,2024-09-10,entry,TQQQ,1.0,29.854948,1.0,0.0,scanner target TQQQ
1,risk_first_trend_runner__one_r_invalidation,2024-09-19,scale_out,TQQQ,0.333333,34.714371,1.0,1.3706,recover risk
1,risk_first_trend_runner__one_r_invalidation,2024-10-14,scale_out,TQQQ,0.333333,37.599228,0.666667,2.1843,lock profit
1,risk_first_trend_runner__one_r_invalidation,2024-11-15,stop_exit,TQQQ,0.333333,36.414648,0.333333,1.8502,active stop breached
1,risk_first_trend_runner__one_r_invalidation,2024-11-15,entry,TQQQ,1.0,36.646912,1.0,0.0,scanner target TQQQ
1,risk_first_trend_runner__one_r_invalidation,2024-12-02,scale_out,TQQQ,0.333333,40.69796,1.0,1.1054,recover risk
1,risk_first_trend_runner__one_r_invalidation,2024-12-11,scale_out,TQQQ,0.333333,44.058201,0.666667,2.0224,lock profit
1,risk_first_trend_runner__one_r_invalidation,2024-12-18,stop_exit,TQQQ,0.333333,41.871266,0.333333,1.4256,active stop breached
1,risk_first_trend_runner__one_r_invalidation,2024-12-18,entry,TQQQ,1.0,40.50552,1.0,0.0,scanner target TQQQ
1,risk_first_trend_runner__one_r_invalidation,2025-01-13,stop_exit,TQQQ,1.0,36.454968,1.0,-1.0,active stop breached
1,risk_first_trend_runner__one_r_invalidation,2025-01-13,entry,TQQQ,1.0,37.640007,1.0,0.0,scanner target TQQQ
1,risk_first_trend_runner__one_r_invalidation,2025-01-22,scale_out,TQQQ,0.333333,43.466969,1.0,1.3025,recover risk
1,risk_first_trend_runner__one_r_invalidation,2025-02-25,stop_exit,TQQQ,0.666667,37.640007,0.666667,0.0,active stop breached
1,risk_first_trend_runner__one_r_invalidation,2025-02-25,entry,TQQQ,1.0,38.42717,1.0,0.0,scanner target TQQQ
1,risk_first_trend_runner__one_r_invalidation,2025-03-03,stop_exit,TQQQ,1.0,34.584453,1.0,-1.0,active stop breached
1,risk_first_trend_runner__one_r_invalidation,2025-05-12,entry,TQQQ,1.0,32.825497,1.0,0.0,scanner target TQQQ
1,risk_first_trend_runner__one_r_invalidation,2025-06-04,scale_out,TQQQ,0.333333,36.678558,1.0,1.0714,recover risk
1,risk_first_trend_runner__one_r_invalidation,2025-06-26,scale_out,TQQQ,0.333333,40.147152,0.666667,2.0359,lock profit
1,risk_first_trend_runner__one_r_invalidation,2025-08-01,stop_exit,TQQQ,0.333333,41.66723,0.333333,2.4586,active stop breached
1,risk_first_trend_runner__one_r_invalidation,2025-08-01,entry,SOXL,1.0,24.073006,1.0,0.0,scanner target SOXL
1,risk_first_trend_runner__one_r_invalidation,2025-08-12,scale_out,SOXL,0.333333,27.991867,1.0,1.1889,recover risk
1,risk_first_trend_runner__one_r_invalidation,2025-08-20,stop_exit,SOXL,0.666667,24.073006,0.666667,0.0,active stop breached
1,risk_first_trend_runner__one_r_invalidation,2025-08-20,entry,SOXL,1.0,25.792505,1.0,0.0,scanner target SOXL
1,risk_first_trend_runner__one_r_invalidation,2025-09-12,scale_out,SOXL,0.333333,29.291489,1.0,1.0111,recover risk
1,risk_first_trend_runner__one_r_invalidation,2025-09-18,scale_out,SOXL,0.333333,33.63023,0.666667,2.265,lock profit
1,risk_first_trend_runner__one_r_invalidation,2025-10-01,scanner_exit,SOXL,0.333333,36.860001,0.333333,3.1983,target changed to TQQQ
1,risk_first_trend_runner__one_r_invalidation,2025-10-01,entry,TQQQ,1.0,52.261627,1.0,0.0,scanner target TQQQ
1,risk_first_trend_runner__one_r_invalidation,2025-10-27,scale_out,TQQQ,0.333333,58.028049,1.0,1.1034,recover risk
1,risk_first_trend_runner__one_r_invalidation,2025-11-03,scanner_exit,TQQQ,0.666667,58.970013,0.666667,1.2836,target changed to SOXL
1,risk_first_trend_runner__one_r_invalidation,2025-11-03,entry,SOXL,1.0,48.580002,1.0,0.0,scanner target SOXL
1,risk_first_trend_runner__one_r_invalidation,2025-11-06,stop_exit,SOXL,1.0,42.370001,1.0,-1.0,active stop breached
1,risk_first_trend_runner__one_r_invalidation,2025-11-06,entry,SOXL,1.0,43.009998,1.0,0.0,scanner target SOXL
1,risk_first_trend_runner__one_r_invalidation,2025-11-14,stop_exit,SOXL,1.0,35.678568,1.0,-1.0,active stop breached
1,risk_first_trend_runner__one_r_invalidation,2025-11-14,entry,SOXL,1.0,38.860001,1.0,0.0,scanner target SOXL
1,risk_first_trend_runner__one_r_invalidation,2025-11-20,stop_exit,SOXL,1.0,30.657144,1.0,-1.0,active stop breached
1,risk_first_trend_runner__one_r_invalidation,2025-11-20,entry,SOXL,1.0,30.809999,1.0,0.0,scanner target SOXL
1,risk_first_trend_runner__one_r_invalidation,2025-11-28,scale_out,SOXL,0.333333,41.259998,1.0,1.1068,recover risk
1,risk_first_trend_runner__one_r_invalidation,2026-01-06,scale_out,SOXL,0.333333,54.009998,0.666667,2.4573,lock profit
1,risk_first_trend_runner__one_r_invalidation,2026-02-03,stop_exit,SOXL,0.333333,57.097856,0.333333,2.7843,active stop breached
1,risk_first_trend_runner__one_r_invalidation,2026-02-03,entry,SOXL,1.0,61.200001,1.0,0.0,scanner target SOXL
1,risk_first_trend_runner__one_r_invalidation,2026-03-06,stop_exit,SOXL,1.0,49.267144,1.0,-1.0,active stop breached
1,risk_first_trend_runner__one_r_invalidation,2026-03-06,entry,SOXL,1.0,47.889999,1.0,0.0,scanner target SOXL
1,risk_first_trend_runner__one_r_invalidation,2026-03-30,scanner_exit,SOXL,1.0,40.619999,1.0,-0.6295,target changed to CASH
1,risk_first_trend_runner__one_r_invalidation,2026-03-31,entry,SOXL,1.0,47.91,1.0,0.0,scanner target SOXL
1,risk_first_trend_runner__one_r_invalidation,2026-04-08,scale_out,SOXL,0.333333,67.5,1.0,1.8182,recover risk
1,risk_first_trend_runner__one_r_invalidation,2026-04-09,scale_out,SOXL,0.333333,71.980003,0.666667,2.234,lock profit
1,risk_first_trend_runner__one_r_invalidation,2026-04-28,stop_exit,SOXL,0.333333,106.422151,0.333333,5.4307,active stop breached
1,risk_first_trend_runner__one_r_invalidation,2026-04-28,entry,SOXL,1.0,109.559998,1.0,0.0,scanner target SOXL
1,risk_first_trend_runner__one_r_invalidation,2026-04-30,scale_out,SOXL,0.333333,126.980003,1.0,1.0379,recover risk
1,risk_first_trend_runner__one_r_invalidation,2026-05-05,scale_out,SOXL,0.333333,144.160004,0.666667,2.0615,lock profit
1,risk_first_trend_runner__one_r_invalidation,2026-05-18,stop_exit,SOXL,0.333333,146.380005,0.333333,2.1937,active stop breached
1,risk_first_trend_runner__one_r_invalidation,2026-05-18,entry,SOXL,1.0,151.75,1.0,0.0,scanner target SOXL
1,risk_first_trend_runner__one_r_invalidation,2026-05-22,scale_out,SOXL,0.333333,190.559998,1.0,1.0363,recover risk
2,volatility_ladder__one_r_invalidation,2010-07-01,entry,TQQQ,1.0,0.181468,1.0,0.0,scanner target TQQQ
2,volatility_ladder__one_r_invalidation,2010-07-23,scale_out,TQQQ,0.25,0.226897,1.0,1.6432,first volatility pay
2,volatility_ladder__one_r_invalidation,2010-08-11,stop_exit,TQQQ,0.75,0.214415,0.75,1.1917,active stop breached
2,volatility_ladder__one_r_invalidation,2010-08-11,entry,TQQQ,1.0,0.216576,1.0,0.0,scanner target TQQQ
2,volatility_ladder__one_r_invalidation,2010-08-24,stop_exit,TQQQ,1.0,0.194557,1.0,-1.0,active stop breached
2,volatility_ladder__one_r_invalidation,2010-08-24,entry,TQQQ,1.0,0.191169,1.0,0.0,scanner target TQQQ
2,volatility_ladder__one_r_invalidation,2010-09-08,scale_out,TQQQ,0.25,0.225458,1.0,1.5137,first volatility pay
2,volatility_ladder__one_r_invalidation,2010-09-20,scale_out,TQQQ,0.25,0.267562,0.75,3.3724,second volatility pay
2,volatility_ladder__one_r_invalidation,2010-11-12,stop_exit,TQQQ,0.5,0.325588,0.5,5.934,active stop breached
2,volatility_ladder__one_r_invalidation,2010-11-12,entry,TQQQ,1.0,0.329019,1.0,0.0,scanner target TQQQ
2,volatility_ladder__one_r_invalidation,2011-01-03,scanner_exit,TQQQ,1.0,0.383479,1.0,1.6552,target changed to SOXL
2,volatility_ladder__one_r_invalidation,2011-01-03,entry,SOXL,1.0,0.775145,1.0,0.0,scanner target SOXL
2,volatility_ladder__one_r_invalidation,2011-01-12,scale_out,SOXL,0.25,0.918921,1.0,1.8548,first volatility pay
2,volatility_ladder__one_r_invalidation,2011-01-20,stop_exit,SOXL,0.75,0.903777,0.75,1.6595,active stop breached
2,volatility_ladder__one_r_invalidation,2011-01-20,entry,SOXL,1.0,0.880399,1.0,0.0,scanner target SOXL
2,volatility_ladder__one_r_invalidation,2011-02-04,scale_out,SOXL,0.25,1.058753,1.0,2.0103,first volatility pay
2,volatility_ladder__one_r_invalidation,2011-02-22,stop_exit,SOXL,0.75,1.007931,0.75,1.4374,active stop breached
2,volatility_ladder__one_r_invalidation,2011-02-22,entry,SOXL,1.0,0.985803,1.0,0.0,scanner target SOXL
2,volatility_ladder__one_r_invalidation,2011-03-09,stop_exit,SOXL,1.0,0.877625,1.0,-1.0,active stop breached
2,volatility_ladder__one_r_invalidation,2011-03-09,entry,SOXL,1.0,0.861592,1.0,0.0,scanner target SOXL
2,volatility_ladder__one_r_invalidation,2011-04-01,scanner_exit,SOXL,1.0,0.840663,1.0,-0.1292,target changed to TQQQ
2,volatility_ladder__one_r_invalidation,2011-04-01,entry,TQQQ,1.0,0.422978,1.0,0.0,scanner target TQQQ
2,volatility_ladder__one_r_invalidation,2011-04-18,stop_exit,TQQQ,1.0,0.38068,1.0,-1.0,active stop breached
2,volatility_ladder__one_r_invalidation,2011-04-18,entry,TQQQ,1.0,0.396282,1.0,0.0,scanner target TQQQ
2,volatility_ladder__one_r_invalidation,2011-04-27,scale_out,TQQQ,0.25,0.461485,1.0,1.6454,first volatility pay
2,volatility_ladder__one_r_invalidation,2011-05-16,stop_exit,TQQQ,0.75,0.427494,0.75,0.7876,active stop breached
2,volatility_ladder__one_r_invalidation,2011-05-16,entry,TQQQ,1.0,0.418859,1.0,0.0,scanner target TQQQ
2,volatility_ladder__one_r_invalidation,2011-06-06,scanner_exit,TQQQ,1.0,0.384868,1.0,-0.8115,target changed to CASH
2,volatility_ladder__one_r_invalidation,2011-06-30,entry,TQQQ,1.0,0.408041,1.0,0.0,scanner target TQQQ
2,volatility_ladder__one_r_invalidation,2011-08-02,scanner_exit,TQQQ,1.0,0.388441,1.0,-0.4804,target changed to CASH
2,volatility_ladder__one_r_invalidation,2011-10-12,entry,TQQQ,1.0,0.364127,1.0,0.0,scanner target TQQQ
2,volatility_ladder__one_r_invalidation,2011-11-17,scanner_exit,TQQQ,1.0,0.341349,1.0,-0.4251,target changed to CASH
2,volatility_ladder__one_r_invalidation,2011-12-01,entry,TQQQ,1.0,0.354649,1.0,0.0,scanner target TQQQ
2,volatility_ladder__one_r_invalidation,2011-12-13,scanner_exit,TQQQ,1.0,0.334949,1.0,-0.4682,target changed to CASH
2,volatility_ladder__one_r_invalidation,2011-12-27,entry,TQQQ,1.0,0.344724,1.0,0.0,scanner target TQQQ
2,volatility_ladder__one_r_invalidation,2012-01-18,scale_out,TQQQ,0.25,0.406504,1.0,1.675,first volatility pay
2,volatility_ladder__one_r_invalidation,2012-02-03,scale_out,TQQQ,0.25,0.460641,0.75,3.1428,second volatility pay
2,volatility_ladder__one_r_invalidation,2012-03-06,stop_exit,TQQQ,0.5,0.487434,0.5,3.8692,active stop breached
2,volatility_ladder__one_r_invalidation,2012-03-06,entry,TQQQ,1.0,0.494136,1.0,0.0,scanner target TQQQ
2,volatility_ladder__one_r_invalidation,2012-03-15,scale_out,TQQQ,0.25,0.568866,1.0,1.5123,first volatility pay
2,volatility_ladder__one_r_invalidation,2012-04-09,stop_exit,TQQQ,0.75,0.572214,0.75,1.5801,active stop breached
2,volatility_ladder__one_r_invalidation,2012-04-09,entry,TQQQ,1.0,0.583853,1.0,0.0,scanner target TQQQ
2,volatility_ladder__one_r_invalidation,2012-04-23,stop_exit,TQQQ,1.0,0.525468,1.0,-1.0,active stop breached
2,volatility_ladder__one_r_invalidation,2012-04-23,entry,TQQQ,1.0,0.528475,1.0,0.0,scanner target TQQQ
2,volatility_ladder__one_r_invalidation,2012-05-16,stop_exit,TQQQ,1.0,0.474238,1.0,-1.0,active stop breached
2,volatility_ladder__one_r_invalidation,2012-05-16,entry,TQQQ,1.0,0.474187,1.0,0.0,scanner target TQQQ
2,volatility_ladder__one_r_invalidation,2012-05-18,stop_exit,TQQQ,1.0,0.426769,1.0,-1.0,active stop breached
2,volatility_ladder__one_r_invalidation,2012-05-21,entry,TQQQ,1.0,0.463073,1.0,0.0,scanner target TQQQ
2,volatility_ladder__one_r_invalidation,2012-06-01,scanner_exit,TQQQ,1.0,0.416427,1.0,-0.9159,target changed to CASH
2,volatility_ladder__one_r_invalidation,2012-06-06,entry,TQQQ,1.0,0.460691,1.0,0.0,scanner target TQQQ
2,volatility_ladder__one_r_invalidation,2012-07-12,scanner_exit,TQQQ,1.0,0.456721,1.0,-0.082,target changed to CASH
2,volatility_ladder__one_r_invalidation,2012-07-13,entry,TQQQ,1.0,0.476569,1.0,0.0,scanner target TQQQ
2,volatility_ladder__one_r_invalidation,2012-07-25,scanner_exit,TQQQ,1.0,0.456523,1.0,-0.4206,target changed to CASH
2,volatility_ladder__one_r_invalidation,2012-07-27,entry,TQQQ,1.0,0.510313,1.0,0.0,scanner target TQQQ
2,volatility_ladder__one_r_invalidation,2012-08-17,scale_out,TQQQ,0.25,0.593181,1.0,1.6232,first volatility pay
2,volatility_ladder__one_r_invalidation,2012-09-26,stop_exit,TQQQ,0.75,0.602343,0.75,1.8026,active stop breached
2,volatility_ladder__one_r_invalidation,2012-09-26,entry,TQQQ,1.0,0.591494,1.0,0.0,scanner target TQQQ
2,volatility_ladder__one_r_invalidation,2012-10-19,stop_exit,TQQQ,1.0,0.532344,1.0,-1.0,active stop breached
2,volatility_ladder__one_r_invalidation,2012-10-19,entry,TQQQ,1.0,0.5251,1.0,0.0,scanner target TQQQ
2,volatility_ladder__one_r_invalidation,2012-10-23,scanner_exit,TQQQ,1.0,0.517557,1.0,-0.1436,target changed to CASH
2,volatility_ladder__one_r_invalidation,2012-11-29,entry,TQQQ,1.0,0.525795,1.0,0.0,scanner target TQQQ
2,volatility_ladder__one_r_invalidation,2012-12-05,scanner_exit,TQQQ,1.0,0.501976,1.0,-0.453,target changed to CASH
2,volatility_ladder__one_r_invalidation,2012-12-11,entry,TQQQ,1.0,0.526489,1.0,0.0,scanner target TQQQ
2,volatility_ladder__one_r_invalidation,2012-12-14,scanner_exit,TQQQ,1.0,0.496617,1.0,-0.5674,target changed to CASH
2,volatility_ladder__one_r_invalidation,2012-12-18,entry,TQQQ,1.0,0.539888,1.0,0.0,scanner target TQQQ
2,volatility_ladder__one_r_invalidation,2012-12-26,scanner_exit,TQQQ,1.0,0.499495,1.0,-0.7482,target changed to CASH
2,volatility_ladder__one_r_invalidation,2013-01-02,entry,TQQQ,1.0,0.561721,1.0,0.0,scanner target TQQQ
2,volatility_ladder__one_r_invalidation,2013-02-01,scanner_exit,TQQQ,1.0,0.571248,1.0,0.1696,target changed to SOXL
2,volatility_ladder__one_r_invalidation,2013-02-01,entry,SOXL,1.0,0.530666,1.0,0.0,scanner target SOXL
2,volatility_ladder__one_r_invalidation,2013-03-14,scale_out,SOXL,0.25,0.61135,1.0,1.5204,first volatility pay
2,volatility_ladder__one_r_invalidation,2013-03-19,stop_exit,SOXL,0.75,0.549521,0.75,0.3553,active stop breached
2,volatility_ladder__one_r_invalidation,2013-03-19,entry,SOXL,1.0,0.551595,1.0,0.0,scanner target SOXL
2,volatility_ladder__one_r_invalidation,2013-04-05,stop_exit,SOXL,1.0,0.496436,1.0,-1.0,active stop breached
2,volatility_ladder__one_r_invalidation,2013-04-05,entry,SOXL,1.0,0.518987,1.0,0.0,scanner target SOXL
2,volatility_ladder__one_r_invalidation,2013-04-30,scale_out,SOXL,0.25,0.614535,1.0,1.5202,first volatility pay
2,volatility_ladder__one_r_invalidation,2013-05-01,scanner_exit,SOXL,0.75,0.597245,0.75,1.2451,target changed to TQQQ
2,volatility_ladder__one_r_invalidation,2013-05-01,entry,TQQQ,1.0,0.638735,1.0,0.0,scanner target TQQQ
2,volatility_ladder__one_r_invalidation,2013-05-17,scale_out,TQQQ,0.25,0.748895,1.0,1.7247,first volatility pay
2,volatility_ladder__one_r_invalidation,2013-05-23,stop_exit,TQQQ,0.75,0.704909,0.75,1.036,active stop breached
2,volatility_ladder__one_r_invalidation,2013-05-23,entry,TQQQ,1.0,0.7221,1.0,0.0,scanner target TQQQ
2,volatility_ladder__one_r_invalidation,2013-06-20,stop_exit,TQQQ,1.0,0.64989,1.0,-1.0,active stop breached
2,volatility_ladder__one_r_invalidation,2013-06-20,entry,TQQQ,1.0,0.648163,1.0,0.0,scanner target TQQQ
2,volatility_ladder__one_r_invalidation,2013-07-01,scanner_exit,TQQQ,1.0,0.672874,1.0,0.3813,target changed to SOXL
2,volatility_ladder__one_r_invalidation,2013-07-01,entry,SOXL,1.0,0.706291,1.0,0.0,scanner target SOXL
2,volatility_ladder__one_r_invalidation,2013-09-03,scanner_exit,SOXL,1.0,0.677778,1.0,-0.3399,target changed to TQQQ
2,volatility_ladder__one_r_invalidation,2013-09-03,entry,TQQQ,1.0,0.790875,1.0,0.0,scanner target TQQQ
2,volatility_ladder__one_r_invalidation,2013-10-01,scale_out,TQQQ,0.25,0.920885,1.0,1.6439,first volatility pay
2,volatility_ladder__one_r_invalidation,2013-10-08,stop_exit,TQQQ,0.75,0.859709,0.75,0.8703,active stop breached
2,volatility_ladder__one_r_invalidation,2013-10-08,entry,TQQQ,1.0,0.837321,1.0,0.0,scanner target TQQQ
2,volatility_ladder__one_r_invalidation,2013-10-18,scale_out,TQQQ,0.25,1.00286,1.0,1.977,first volatility pay
2,volatility_ladder__one_r_invalidation,2013-11-26,scale_out,TQQQ,0.25,1.091386,0.75,3.0343,second volatility pay
2,volatility_ladder__one_r_invalidation,2013-12-13,stop_exit,TQQQ,0.5,1.094789,0.5,3.0749,active stop breached
2,volatility_ladder__one_r_invalidation,2013-12-13,entry,TQQQ,1.0,1.097837,1.0,0.0,scanner target TQQQ
2,volatility_ladder__one_r_invalidation,2014-01-22,scale_out,TQQQ,0.25,1.262979,1.0,1.5042,first volatility pay
2,volatility_ladder__one_r_invalidation,2014-01-27,stop_exit,TQQQ,0.75,1.171744,0.75,0.6732,active stop breached
2,volatility_ladder__one_r_invalidation,2014-01-27,entry,TQQQ,1.0,1.139718,1.0,0.0,scanner target TQQQ
2,volatility_ladder__one_r_invalidation,2014-02-18,scale_out,TQQQ,0.25,1.315182,1.0,1.5395,first volatility pay
2,volatility_ladder__one_r_invalidation,2014-03-03,scanner_exit,TQQQ,0.75,1.301883,0.75,1.4229,target changed to SOXL
2,volatility_ladder__one_r_invalidation,2014-03-03,entry,SOXL,1.0,1.193429,1.0,0.0,scanner target SOXL
2,volatility_ladder__one_r_invalidation,2014-04-01,scale_out,SOXL,0.25,1.427292,1.0,1.9596,first volatility pay
2,volatility_ladder__one_r_invalidation,2014-04-07,stop_exit,SOXL,0.75,1.274574,0.75,0.6799,active stop breached
2,volatility_ladder__one_r_invalidation,2014-04-07,entry,SOXL,1.0,1.270777,1.0,0.0,scanner target SOXL
2,volatility_ladder__one_r_invalidation,2014-06-03,scale_out,SOXL,0.25,1.504337,1.0,1.6073,first volatility pay
2,volatility_ladder__one_r_invalidation,2014-06-17,scale_out,SOXL,0.25,1.716361,0.75,3.0663,second volatility pay
2,volatility_ladder__one_r_invalidation,2014-07-10,stop_exit,SOXL,0.5,1.705663,0.5,2.9927,active stop breached
2,volatility_ladder__one_r_invalidation,2014-07-10,entry,SOXL,1.0,1.77475,1.0,0.0,scanner target SOXL
2,volatility_ladder__one_r_invalidation,2014-07-25,stop_exit,SOXL,1.0,1.597275,1.0,-1.0,active stop breached
2,volatility_ladder__one_r_invalidation,2014-07-25,entry,SOXL,1.0,1.554234,1.0,0.0,scanner target SOXL
2,volatility_ladder__one_r_invalidation,2014-08-01,scanner_exit,SOXL,1.0,1.502062,1.0,-0.3357,target changed to TQQQ
2,volatility_ladder__one_r_invalidation,2014-08-01,entry,TQQQ,1.0,1.512135,1.0,0.0,scanner target TQQQ
2,volatility_ladder__one_r_invalidation,2014-08-25,scale_out,TQQQ,0.25,1.746985,1.0,1.5531,first volatility pay
2,volatility_ladder__one_r_invalidation,2014-09-15,stop_exit,TQQQ,0.75,1.706615,0.75,1.2861,active stop breached
2,volatility_ladder__one_r_invalidation,2014-09-15,entry,TQQQ,1.0,1.695966,1.0,0.0,scanner target TQQQ
2,volatility_ladder__one_r_invalidation,2014-10-10,stop_exit,TQQQ,1.0,1.526369,1.0,-1.0,active stop breached
2,volatility_ladder__one_r_invalidation,2014-10-10,entry,TQQQ,1.0,1.489106,1.0,0.0,scanner target TQQQ
2,volatility_ladder__one_r_invalidation,2014-10-15,stop_exit,TQQQ,1.0,1.330204,1.0,-1.0,active stop breached
2,volatility_ladder__one_r_invalidation,2014-10-20,entry,TQQQ,1.0,1.484937,1.0,0.0,scanner target TQQQ
2,volatility_ladder__one_r_invalidation,2014-10-28,scale_out,TQQQ,0.25,1.768227,1.0,1.5516,first volatility pay
2,volatility_ladder__one_r_invalidation,2014-11-26,scale_out,TQQQ,0.25,2.061244,0.75,3.1564,second volatility pay
2,volatility_ladder__one_r_invalidation,2014-12-08,stop_exit,TQQQ,0.5,1.97978,0.5,2.7102,active stop breached
2,volatility_ladder__one_r_invalidation,2014-12-08,entry,TQQQ,1.0,2.005857,1.0,0.0,scanner target TQQQ
2,volatility_ladder__one_r_invalidation,2014-12-16,stop_exit,TQQQ,1.0,1.805271,1.0,-1.0,active stop breached
2,volatility_ladder__one_r_invalidation,2014-12-16,entry,TQQQ,1.0,1.744802,1.0,0.0,scanner target TQQQ
2,volatility_ladder__one_r_invalidation,2014-12-22,scale_out,TQQQ,0.25,2.013741,1.0,1.5414,first volatility pay
2,volatility_ladder__one_r_invalidation,2015-01-05,stop_exit,TQQQ,0.75,1.835638,0.75,0.5206,active stop breached
2,volatility_ladder__one_r_invalidation,2015-01-05,entry,TQQQ,1.0,1.832659,1.0,0.0,scanner target TQQQ
2,volatility_ladder__one_r_invalidation,2015-02-02,scanner_exit,TQQQ,1.0,1.84775,1.0,0.0823,target changed to SOXL
2,volatility_ladder__one_r_invalidation,2015-02-02,entry,SOXL,1.0,1.756765,1.0,0.0,scanner target SOXL
2,volatility_ladder__one_r_invalidation,2015-02-12,scale_out,SOXL,0.25,2.13836,1.0,1.5355,first volatility pay
2,volatility_ladder__one_r_invalidation,2015-03-04,stop_exit,SOXL,0.75,2.246671,0.75,1.9713,active stop breached
2,volatility_ladder__one_r_invalidation,2015-03-04,entry,SOXL,1.0,2.321423,1.0,0.0,scanner target SOXL
2,volatility_ladder__one_r_invalidation,2015-03-12,stop_exit,SOXL,1.0,2.089281,1.0,-1.0,active stop breached
2,volatility_ladder__one_r_invalidation,2015-03-12,entry,SOXL,1.0,2.1602,1.0,0.0,scanner target SOXL
2,volatility_ladder__one_r_invalidation,2015-03-26,stop_exit,SOXL,1.0,1.94418,1.0,-1.0,active stop breached
2,volatility_ladder__one_r_invalidation,2015-03-26,entry,SOXL,1.0,1.897208,1.0,0.0,scanner target SOXL
2,volatility_ladder__one_r_invalidation,2015-04-01,scanner_exit,SOXL,1.0,2.024459,1.0,0.5374,target changed to TQQQ
2,volatility_ladder__one_r_invalidation,2015-04-01,entry,TQQQ,1.0,2.010566,1.0,0.0,scanner target TQQQ
2,volatility_ladder__one_r_invalidation,2015-04-24,scale_out,TQQQ,0.25,2.33047,1.0,1.5911,first volatility pay
2,volatility_ladder__one_r_invalidation,2015-04-30,stop_exit,TQQQ,0.75,2.159731,0.75,0.7419,active stop breached
2,volatility_ladder__one_r_invalidation,2015-04-30,entry,TQQQ,1.0,2.150562,1.0,0.0,scanner target TQQQ
2,volatility_ladder__one_r_invalidation,2015-07-08,scanner_exit,TQQQ,1.0,2.048295,1.0,-0.4755,target changed to CASH
2,volatility_ladder__one_r_invalidation,2015-07-10,entry,TQQQ,1.0,2.137257,1.0,0.0,scanner target TQQQ
2,volatility_ladder__one_r_invalidation,2015-07-17,scale_out,TQQQ,0.25,2.50184,1.0,1.7058,first volatility pay
2,volatility_ladder__one_r_invalidation,2015-07-27,stop_exit,TQQQ,0.75,2.317718,0.75,0.8444,active stop breached
2,volatility_ladder__one_r_invalidation,2015-07-27,entry,TQQQ,1.0,2.282216,1.0,0.0,scanner target TQQQ
2,volatility_ladder__one_r_invalidation,2015-08-20,scanner_exit,TQQQ,1.0,2.084634,1.0,-0.8657,target changed to CASH
