variant,unit_exposure,max_exposure,anchor_mode,add1_drop_pct,add2_drop_pct,sell_mode,sell_param_pct,max_extra_days,trend_guard_sma,trend_guard_exposure,equity_dd_guard_pct,equity_dd_guard_exposure,is_range,is_return_pct,is_max_drawdown_pct,is_sharpe,oos_range,oos_return_pct,oos_max_drawdown_pct,oos_sharpe,full_return_pct,full_max_drawdown_pct,full_sharpe,avg_exposure,days_above_1x_pct,trade_events,rotation_resets,open_fallback_count
"unit=0.75, cap=1.50, anchor=rolling_high, add=5%/20%, sell=extra_profit 12%, max_days=15, trend_sma=100, trend_exp=0.2, dd_guard=none, dd_exp=none",0.75,1.5,rolling_high,5.0,20.0,extra_profit,12.0,15,100,0.2,none,none,2010-06-25 to 2019-12-31,2306.3,-66.7,0.872,2020-01-02 to 2026-05-20,6118.83,-68.32,1.198,156518.31,-68.32,1.019,0.93,41.48,621,123,0
"unit=0.75, cap=1.50, anchor=rolling_high, add=5%/20%, sell=extra_profit 12%, max_days=15, trend_sma=75, trend_exp=0.2, dd_guard=0.35, dd_exp=0.25",0.75,1.5,rolling_high,5.0,20.0,extra_profit,12.0,15,75,0.2,35.0,0.25,2010-06-25 to 2019-12-31,383.23,-51.82,0.665,2020-01-02 to 2026-05-20,232.25,-49.49,0.646,1530.3,-53.71,0.652,0.442,10.7,621,123,0
"unit=0.75, cap=1.50, anchor=rolling_high, add=5%/20%, sell=extra_profit 18%, max_days=10, trend_sma=none, trend_exp=none, dd_guard=none, dd_exp=none",0.75,1.5,rolling_high,5.0,20.0,extra_profit,18.0,10,none,none,none,none,2010-06-25 to 2019-12-31,9736.13,-68.83,1.029,2020-01-02 to 2026-05-20,7519.61,-92.2,1.176,784305.82,-92.2,1.084,1.195,59.38,668,123,0
"unit=0.75, cap=1.50, anchor=rolling_high, add=5%/20%, sell=extra_profit 18%, max_days=10, trend_sma=75, trend_exp=0.2, dd_guard=none, dd_exp=none",0.75,1.5,rolling_high,5.0,20.0,extra_profit,18.0,10,75,0.2,none,none,2010-06-25 to 2019-12-31,3582.02,-62.0,0.965,2020-01-02 to 2026-05-20,3582.82,-71.78,1.112,141822.33,-71.78,1.024,0.908,40.27,668,123,0
"unit=0.75, cap=1.50, anchor=rolling_high, add=5%/20%, sell=extra_profit 18%, max_days=10, trend_sma=75, trend_exp=0.25, dd_guard=none, dd_exp=none",0.75,1.5,rolling_high,5.0,20.0,extra_profit,18.0,10,75,0.25,none,none,2010-06-25 to 2019-12-31,3996.38,-61.12,0.983,2020-01-02 to 2026-05-20,3925.69,-72.71,1.127,172493.34,-72.71,1.04,0.921,40.27,668,123,0
"unit=0.75, cap=1.50, anchor=rolling_high, add=5%/20%, sell=extra_profit 18%, max_days=10, trend_sma=100, trend_exp=0.2, dd_guard=none, dd_exp=none",0.75,1.5,rolling_high,5.0,20.0,extra_profit,18.0,10,100,0.2,none,none,2010-06-25 to 2019-12-31,2932.63,-61.92,0.912,2020-01-02 to 2026-05-20,5081.33,-70.98,1.162,164354.08,-70.98,1.021,0.937,42.48,668,123,0
"unit=0.75, cap=1.50, anchor=rolling_high, add=5%/20%, sell=extra_profit 18%, max_days=10, trend_sma=75, trend_exp=0.2, dd_guard=0.35, dd_exp=0.25",0.75,1.5,rolling_high,5.0,20.0,extra_profit,18.0,10,75,0.2,35.0,0.25,2010-06-25 to 2019-12-31,657.45,-48.23,0.753,2020-01-02 to 2026-05-20,107.07,-53.24,0.485,1492.63,-53.24,0.622,0.509,14.62,668,123,0
"unit=0.75, cap=1.50, anchor=rolling_high, add=5%/20%, sell=extra_profit 18%, max_days=15, trend_sma=none, trend_exp=none, dd_guard=none, dd_exp=none",0.75,1.5,rolling_high,5.0,20.0,extra_profit,18.0,15,none,none,none,none,2010-06-25 to 2019-12-31,11424.95,-72.64,1.046,2020-01-02 to 2026-05-20,7163.59,-90.96,1.169,876041.63,-90.96,1.089,1.23,64.05,574,123,0
"unit=0.75, cap=1.50, anchor=rolling_high, add=5%/20%, sell=extra_profit 18%, max_days=15, trend_sma=75, trend_exp=0.2, dd_guard=none, dd_exp=none",0.75,1.5,rolling_high,5.0,20.0,extra_profit,18.0,15,75,0.2,none,none,2010-06-25 to 2019-12-31,2411.97,-62.46,0.887,2020-01-02 to 2026-05-20,3545.33,-69.36,1.106,95737.5,-69.36,0.983,0.938,44.32,574,123,0
"unit=0.75, cap=1.50, anchor=rolling_high, add=5%/20%, sell=extra_profit 18%, max_days=15, trend_sma=75, trend_exp=0.25, dd_guard=none, dd_exp=none",0.75,1.5,rolling_high,5.0,20.0,extra_profit,18.0,15,75,0.25,none,none,2010-06-25 to 2019-12-31,2694.66,-61.59,0.905,2020-01-02 to 2026-05-20,3884.7,-70.14,1.122,116449.06,-70.14,0.999,0.952,44.32,574,123,0
"unit=0.75, cap=1.50, anchor=rolling_high, add=5%/20%, sell=extra_profit 18%, max_days=15, trend_sma=100, trend_exp=0.2, dd_guard=none, dd_exp=none",0.75,1.5,rolling_high,5.0,20.0,extra_profit,18.0,15,100,0.2,none,none,2010-06-25 to 2019-12-31,1917.36,-67.38,0.835,2020-01-02 to 2026-05-20,6158.97,-68.19,1.194,132051.1,-68.19,0.999,0.967,46.45,574,123,0
"unit=0.75, cap=1.50, anchor=rolling_high, add=5%/20%, sell=extra_profit 18%, max_days=15, trend_sma=75, trend_exp=0.2, dd_guard=0.35, dd_exp=0.25",0.75,1.5,rolling_high,5.0,20.0,extra_profit,18.0,15,75,0.2,35.0,0.25,2010-06-25 to 2019-12-31,2071.18,-51.82,0.956,2020-01-02 to 2026-05-20,53.54,-51.26,0.372,3285.14,-53.71,0.737,0.552,19.1,574,123,0
"unit=0.75, cap=1.50, anchor=rolling_high, add=5%/20%, sell=rebound_from_low 5%, max_days=10, trend_sma=none, trend_exp=none, dd_guard=none, dd_exp=none",0.75,1.5,rolling_high,5.0,20.0,rebound_from_low,5.0,10,none,none,none,none,2010-06-25 to 2019-12-31,11513.04,-67.63,1.069,2020-01-02 to 2026-05-20,18759.86,-86.33,1.324,2292183.82,-86.33,1.177,1.077,43.65,1014,123,0
"unit=0.75, cap=1.50, anchor=rolling_high, add=5%/20%, sell=rebound_from_low 5%, max_days=10, trend_sma=75, trend_exp=0.2, dd_guard=none, dd_exp=none",0.75,1.5,rolling_high,5.0,20.0,rebound_from_low,5.0,10,75,0.2,none,none,2010-06-25 to 2019-12-31,2693.83,-64.61,0.943,2020-01-02 to 2026-05-20,8333.68,-59.25,1.331,246504.27,-64.61,1.119,0.807,26.82,1014,123,0
"unit=0.75, cap=1.50, anchor=rolling_high, add=5%/20%, sell=rebound_from_low 5%, max_days=10, trend_sma=75, trend_exp=0.25, dd_guard=none, dd_exp=none",0.75,1.5,rolling_high,5.0,20.0,rebound_from_low,5.0,10,75,0.25,none,none,2010-06-25 to 2019-12-31,3008.24,-63.79,0.962,2020-01-02 to 2026-05-20,9118.83,-58.92,1.346,299798.22,-63.79,1.136,0.82,26.82,1014,123,0
"unit=0.75, cap=1.50, anchor=rolling_high, add=5%/20%, sell=rebound_from_low 5%, max_days=10, trend_sma=100, trend_exp=0.2, dd_guard=none, dd_exp=none",0.75,1.5,rolling_high,5.0,20.0,rebound_from_low,5.0,10,100,0.2,none,none,2010-06-25 to 2019-12-31,2766.55,-63.14,0.927,2020-01-02 to 2026-05-20,16307.98,-60.62,1.436,492165.11,-63.38,1.161,0.837,29.07,1014,123,0
"unit=0.75, cap=1.50, anchor=rolling_high, add=5%/20%, sell=rebound_from_low 5%, max_days=10, trend_sma=75, trend_exp=0.2, dd_guard=0.35, dd_exp=0.25",0.75,1.5,rolling_high,5.0,20.0,rebound_from_low,5.0,10,75,0.2,35.0,0.25,2010-06-25 to 2019-12-31,320.46,-45.55,0.608,2020-01-02 to 2026-05-20,2817.67,-46.47,1.163,12739.54,-46.47,0.879,0.539,13.03,1014,123,0
"unit=0.75, cap=1.50, anchor=rolling_high, add=5%/20%, sell=rebound_from_low 5%, max_days=15, trend_sma=none, trend_exp=none, dd_guard=none, dd_exp=none",0.75,1.5,rolling_high,5.0,20.0,rebound_from_low,5.0,15,none,none,none,none,2010-06-25 to 2019-12-31,10480.85,-67.63,1.057,2020-01-02 to 2026-05-20,18870.1,-86.33,1.325,2100648.97,-86.33,1.171,1.078,43.77,996,123,0
"unit=0.75, cap=1.50, anchor=rolling_high, add=5%/20%, sell=rebound_from_low 5%, max_days=15, trend_sma=75, trend_exp=0.2, dd_guard=none, dd_exp=none",0.75,1.5,rolling_high,5.0,20.0,rebound_from_low,5.0,15,75,0.2,none,none,2010-06-25 to 2019-12-31,2407.43,-64.61,0.921,2020-01-02 to 2026-05-20,8333.68,-59.25,1.331,221224.3,-64.61,1.108,0.807,26.8,996,123,0
"unit=0.75, cap=1.50, anchor=rolling_high, add=5%/20%, sell=rebound_from_low 5%, max_days=15, trend_sma=75, trend_exp=0.25, dd_guard=none, dd_exp=none",0.75,1.5,rolling_high,5.0,20.0,rebound_from_low,5.0,15,75,0.25,none,none,2010-06-25 to 2019-12-31,2689.6,-63.79,0.941,2020-01-02 to 2026-05-20,9118.83,-58.92,1.346,269054.97,-63.79,1.125,0.82,26.8,996,123,0
"unit=0.75, cap=1.50, anchor=rolling_high, add=5%/20%, sell=rebound_from_low 5%, max_days=15, trend_sma=100, trend_exp=0.2, dd_guard=none, dd_exp=none",0.75,1.5,rolling_high,5.0,20.0,rebound_from_low,5.0,15,100,0.2,none,none,2010-06-25 to 2019-12-31,2487.34,-63.14,0.908,2020-01-02 to 2026-05-20,16755.38,-60.62,1.441,456332.28,-63.38,1.154,0.837,29.15,996,123,0
"unit=0.75, cap=1.50, anchor=rolling_high, add=5%/20%, sell=rebound_from_low 5%, max_days=15, trend_sma=75, trend_exp=0.2, dd_guard=0.35, dd_exp=0.25",0.75,1.5,rolling_high,5.0,20.0,rebound_from_low,5.0,15,75,0.2,35.0,0.25,2010-06-25 to 2019-12-31,388.55,-45.55,0.651,2020-01-02 to 2026-05-20,2817.67,-46.47,1.163,14818.63,-46.47,0.898,0.544,13.38,996,123,0
"unit=0.75, cap=1.50, anchor=rolling_high, add=8%/20%, sell=extra_profit 12%, max_days=10, trend_sma=none, trend_exp=none, dd_guard=none, dd_exp=none",0.75,1.5,rolling_high,8.0,20.0,extra_profit,12.0,10,none,none,none,none,2010-06-25 to 2019-12-31,5438.7,-67.08,0.963,2020-01-02 to 2026-05-20,8167.23,-86.25,1.194,479138.89,-86.25,1.059,1.064,41.88,591,123,0
"unit=0.75, cap=1.50, anchor=rolling_high, add=8%/20%, sell=extra_profit 12%, max_days=10, trend_sma=75, trend_exp=0.2, dd_guard=none, dd_exp=none",0.75,1.5,rolling_high,8.0,20.0,extra_profit,12.0,10,75,0.2,none,none,2010-06-25 to 2019-12-31,1356.18,-61.88,0.819,2020-01-02 to 2026-05-20,1892.96,-72.63,1.007,30273.72,-72.63,0.899,0.793,24.93,591,123,0
"unit=0.75, cap=1.50, anchor=rolling_high, add=8%/20%, sell=extra_profit 12%, max_days=10, trend_sma=75, trend_exp=0.25, dd_guard=none, dd_exp=none",0.75,1.5,rolling_high,8.0,20.0,extra_profit,12.0,10,75,0.25,none,none,2010-06-25 to 2019-12-31,1520.06,-61.0,0.839,2020-01-02 to 2026-05-20,2078.5,-72.79,1.024,36837.82,-72.79,0.917,0.806,24.93,591,123,0
"unit=0.75, cap=1.50, anchor=rolling_high, add=8%/20%, sell=extra_profit 12%, max_days=10, trend_sma=100, trend_exp=0.2, dd_guard=none, dd_exp=none",0.75,1.5,rolling_high,8.0,20.0,extra_profit,12.0,10,100,0.2,none,none,2010-06-25 to 2019-12-31,1286.23,-64.22,0.792,2020-01-02 to 2026-05-20,3871.69,-65.48,1.131,57523.09,-65.48,0.946,0.823,27.3,591,123,0
"unit=0.75, cap=1.50, anchor=rolling_high, add=8%/20%, sell=extra_profit 12%, max_days=10, trend_sma=75, trend_exp=0.2, dd_guard=0.35, dd_exp=0.25",0.75,1.5,rolling_high,8.0,20.0,extra_profit,12.0,10,75,0.2,35.0,0.25,2010-06-25 to 2019-12-31,670.7,-46.39,0.744,2020-01-02 to 2026-05-20,864.62,-52.25,0.913,7680.84,-52.25,0.819,0.559,12.83,591,123,0
"unit=0.75, cap=1.50, anchor=rolling_high, add=8%/20%, sell=extra_profit 12%, max_days=15, trend_sma=none, trend_exp=none, dd_guard=none, dd_exp=none",0.75,1.5,rolling_high,8.0,20.0,extra_profit,12.0,15,none,none,none,none,2010-06-25 to 2019-12-31,4381.68,-68.02,0.928,2020-01-02 to 2026-05-20,4215.79,-87.96,1.095,202334.63,-87.96,0.994,1.081,44.2,520,123,0
"unit=0.75, cap=1.50, anchor=rolling_high, add=8%/20%, sell=extra_profit 12%, max_days=15, trend_sma=75, trend_exp=0.2, dd_guard=none, dd_exp=none",0.75,1.5,rolling_high,8.0,20.0,extra_profit,12.0,15,75,0.2,none,none,2010-06-25 to 2019-12-31,886.93,-63.18,0.732,2020-01-02 to 2026-05-20,1586.03,-70.84,0.971,17315.46,-70.84,0.839,0.807,26.75,520,123,0
"unit=0.75, cap=1.50, anchor=rolling_high, add=8%/20%, sell=extra_profit 12%, max_days=15, trend_sma=75, trend_exp=0.25, dd_guard=none, dd_exp=none",0.75,1.5,rolling_high,8.0,20.0,extra_profit,12.0,15,75,0.25,none,none,2010-06-25 to 2019-12-31,998.0,-62.33,0.753,2020-01-02 to 2026-05-20,1742.99,-71.01,0.987,21079.13,-71.01,0.857,0.82,26.75,520,123,0
"unit=0.75, cap=1.50, anchor=rolling_high, add=8%/20%, sell=extra_profit 12%, max_days=15, trend_sma=100, trend_exp=0.2, dd_guard=none, dd_exp=none",0.75,1.5,rolling_high,8.0,20.0,extra_profit,12.0,15,100,0.2,none,none,2010-06-25 to 2019-12-31,802.91,-64.84,0.704,2020-01-02 to 2026-05-20,2807.61,-68.0,1.067,27376.54,-68.0,0.872,0.838,29.25,520,123,0
"unit=0.75, cap=1.50, anchor=rolling_high, add=8%/20%, sell=extra_profit 12%, max_days=15, trend_sma=75, trend_exp=0.2, dd_guard=0.35, dd_exp=0.25",0.75,1.5,rolling_high,8.0,20.0,extra_profit,12.0,15,75,0.2,35.0,0.25,2010-06-25 to 2019-12-31,255.7,-46.39,0.568,2020-01-02 to 2026-05-20,1217.12,-51.2,0.978,4803.31,-51.2,0.765,0.508,10.82,520,123,0
"unit=0.75, cap=1.50, anchor=rolling_high, add=8%/20%, sell=extra_profit 18%, max_days=10, trend_sma=none, trend_exp=none, dd_guard=none, dd_exp=none",0.75,1.5,rolling_high,8.0,20.0,extra_profit,18.0,10,none,none,none,none,2010-06-25 to 2019-12-31,4325.54,-68.8,0.926,2020-01-02 to 2026-05-20,10565.05,-88.46,1.23,493883.95,-88.46,1.06,1.077,43.58,558,123,0
"unit=0.75, cap=1.50, anchor=rolling_high, add=8%/20%, sell=extra_profit 18%, max_days=10, trend_sma=75, trend_exp=0.2, dd_guard=none, dd_exp=none",0.75,1.5,rolling_high,8.0,20.0,extra_profit,18.0,10,75,0.2,none,none,2010-06-25 to 2019-12-31,1553.63,-61.88,0.84,2020-01-02 to 2026-05-20,3069.92,-68.52,1.097,54761.91,-68.52,0.953,0.803,26.3,558,123,0
"unit=0.75, cap=1.50, anchor=rolling_high, add=8%/20%, sell=extra_profit 18%, max_days=10, trend_sma=75, trend_exp=0.25, dd_guard=none, dd_exp=none",0.75,1.5,rolling_high,8.0,20.0,extra_profit,18.0,10,75,0.25,none,none,2010-06-25 to 2019-12-31,1739.73,-61.0,0.86,2020-01-02 to 2026-05-20,3365.03,-68.71,1.113,66618.19,-68.71,0.971,0.816,26.3,558,123,0
"unit=0.75, cap=1.50, anchor=rolling_high, add=8%/20%, sell=extra_profit 18%, max_days=10, trend_sma=100, trend_exp=0.2, dd_guard=none, dd_exp=none",0.75,1.5,rolling_high,8.0,20.0,extra_profit,18.0,10,100,0.2,none,none,2010-06-25 to 2019-12-31,1283.13,-64.22,0.787,2020-01-02 to 2026-05-20,5207.42,-64.3,1.184,76729.87,-64.3,0.97,0.832,28.5,558,123,0
"unit=0.75, cap=1.50, anchor=rolling_high, add=8%/20%, sell=extra_profit 18%, max_days=10, trend_sma=75, trend_exp=0.2, dd_guard=0.35, dd_exp=0.25",0.75,1.5,rolling_high,8.0,20.0,extra_profit,18.0,10,75,0.2,35.0,0.25,2010-06-25 to 2019-12-31,706.92,-46.39,0.78,2020-01-02 to 2026-05-20,820.18,-51.74,0.889,7671.21,-51.74,0.82,0.549,12.57,558,123,0
"unit=0.75, cap=1.50, anchor=rolling_high, add=8%/20%, sell=extra_profit 18%, max_days=15, trend_sma=none, trend_exp=none, dd_guard=none, dd_exp=none",0.75,1.5,rolling_high,8.0,20.0,extra_profit,18.0,15,none,none,none,none,2010-06-25 to 2019-12-31,5598.75,-70.66,0.959,2020-01-02 to 2026-05-20,4478.34,-88.43,1.103,272968.7,-88.43,1.013,1.111,48.23,485,123,0
"unit=0.75, cap=1.50, anchor=rolling_high, add=8%/20%, sell=extra_profit 18%, max_days=15, trend_sma=75, trend_exp=0.2, dd_guard=none, dd_exp=none",0.75,1.5,rolling_high,8.0,20.0,extra_profit,18.0,15,75,0.2,none,none,2010-06-25 to 2019-12-31,1580.12,-63.18,0.833,2020-01-02 to 2026-05-20,1842.86,-68.31,0.994,34063.8,-68.31,0.9,0.83,29.93,485,123,0
"unit=0.75, cap=1.50, anchor=rolling_high, add=8%/20%, sell=extra_profit 18%, max_days=15, trend_sma=75, trend_exp=0.25, dd_guard=none, dd_exp=none",0.75,1.5,rolling_high,8.0,20.0,extra_profit,18.0,15,75,0.25,none,none,2010-06-25 to 2019-12-31,1769.2,-62.33,0.852,2020-01-02 to 2026-05-20,2023.74,-68.49,1.011,41446.98,-68.49,0.918,0.844,29.93,485,123,0
"unit=0.75, cap=1.50, anchor=rolling_high, add=8%/20%, sell=extra_profit 18%, max_days=15, trend_sma=100, trend_exp=0.2, dd_guard=none, dd_exp=none",0.75,1.5,rolling_high,8.0,20.0,extra_profit,18.0,15,100,0.2,none,none,2010-06-25 to 2019-12-31,1353.0,-64.76,0.79,2020-01-02 to 2026-05-20,3016.14,-66.95,1.075,47287.91,-66.95,0.918,0.861,32.32,485,123,0
"unit=0.75, cap=1.50, anchor=rolling_high, add=8%/20%, sell=extra_profit 18%, max_days=15, trend_sma=75, trend_exp=0.2, dd_guard=0.35, dd_exp=0.25",0.75,1.5,rolling_high,8.0,20.0,extra_profit,18.0,15,75,0.2,35.0,0.25,2010-06-25 to 2019-12-31,292.77,-46.39,0.619,2020-01-02 to 2026-05-20,764.03,-51.26,0.863,3451.82,-51.26,0.722,0.488,11.22,485,123,0
"unit=0.75, cap=1.50, anchor=rolling_high, add=8%/20%, sell=rebound_from_low 5%, max_days=10, trend_sma=none, trend_exp=none, dd_guard=none, dd_exp=none",0.75,1.5,rolling_high,8.0,20.0,rebound_from_low,5.0,10,none,none,none,none,2010-06-25 to 2019-12-31,2748.7,-67.86,0.87,2020-01-02 to 2026-05-20,12384.04,-83.59,1.272,372107.42,-83.59,1.053,0.996,32.88,823,123,0
"unit=0.75, cap=1.50, anchor=rolling_high, add=8%/20%, sell=rebound_from_low 5%, max_days=10, trend_sma=75, trend_exp=0.2, dd_guard=none, dd_exp=none",0.75,1.5,rolling_high,8.0,20.0,rebound_from_low,5.0,10,75,0.2,none,none,2010-06-25 to 2019-12-31,1187.36,-59.7,0.813,2020-01-02 to 2026-05-20,3260.0,-59.25,1.154,45171.42,-59.7,0.969,0.739,17.77,823,123,0
"unit=0.75, cap=1.50, anchor=rolling_high, add=8%/20%, sell=rebound_from_low 5%, max_days=10, trend_sma=75, trend_exp=0.25, dd_guard=none, dd_exp=none",0.75,1.5,rolling_high,8.0,20.0,rebound_from_low,5.0,10,75,0.25,none,none,2010-06-25 to 2019-12-31,1332.24,-58.77,0.835,2020-01-02 to 2026-05-20,3572.81,-58.92,1.17,54955.09,-58.92,0.988,0.752,17.77,823,123,0
"unit=0.75, cap=1.50, anchor=rolling_high, add=8%/20%, sell=rebound_from_low 5%, max_days=10, trend_sma=100, trend_exp=0.2, dd_guard=none, dd_exp=none",0.75,1.5,rolling_high,8.0,20.0,rebound_from_low,5.0,10,100,0.2,none,none,2010-06-25 to 2019-12-31,1098.18,-59.02,0.779,2020-01-02 to 2026-05-20,7026.01,-60.62,1.289,89261.81,-60.62,1.017,0.768,19.95,823,123,0
"unit=0.75, cap=1.50, anchor=rolling_high, add=8%/20%, sell=rebound_from_low 5%, max_days=10, trend_sma=75, trend_exp=0.2, dd_guard=0.35, dd_exp=0.25",0.75,1.5,rolling_high,8.0,20.0,rebound_from_low,5.0,10,75,0.2,35.0,0.25,2010-06-25 to 2019-12-31,186.5,-45.18,0.503,2020-01-02 to 2026-05-20,1321.07,-47.81,1.002,4161.15,-47.81,0.749,0.523,8.8,823,123,0
"unit=0.75, cap=1.50, anchor=rolling_high, add=8%/20%, sell=rebound_from_low 5%, max_days=15, trend_sma=none, trend_exp=none, dd_guard=none, dd_exp=none",0.75,1.5,rolling_high,8.0,20.0,rebound_from_low,5.0,15,none,none,none,none,2010-06-25 to 2019-12-31,3123.82,-67.86,0.89,2020-01-02 to 2026-05-20,12457.39,-83.59,1.273,423595.92,-83.59,1.063,0.998,33.02,812,123,0
"unit=0.75, cap=1.50, anchor=rolling_high, add=8%/20%, sell=rebound_from_low 5%, max_days=15, trend_sma=75, trend_exp=0.2, dd_guard=none, dd_exp=none",0.75,1.5,rolling_high,8.0,20.0,rebound_from_low,5.0,15,75,0.2,none,none,2010-06-25 to 2019-12-31,1239.77,-59.7,0.823,2020-01-02 to 2026-05-20,3260.0,-59.25,1.154,47014.32,-59.7,0.974,0.739,17.77,812,123,0
"unit=0.75, cap=1.50, anchor=rolling_high, add=8%/20%, sell=rebound_from_low 5%, max_days=15, trend_sma=75, trend_exp=0.25, dd_guard=none, dd_exp=none",0.75,1.5,rolling_high,8.0,20.0,rebound_from_low,5.0,15,75,0.25,none,none,2010-06-25 to 2019-12-31,1390.54,-58.77,0.844,2020-01-02 to 2026-05-20,3572.81,-58.92,1.17,57196.26,-58.92,0.992,0.752,17.77,812,123,0
"unit=0.75, cap=1.50, anchor=rolling_high, add=8%/20%, sell=rebound_from_low 5%, max_days=15, trend_sma=100, trend_exp=0.2, dd_guard=none, dd_exp=none",0.75,1.5,rolling_high,8.0,20.0,rebound_from_low,5.0,15,100,0.2,none,none,2010-06-25 to 2019-12-31,1142.03,-58.58,0.787,2020-01-02 to 2026-05-20,7220.54,-60.62,1.295,95061.03,-60.62,1.024,0.769,20.05,812,123,0
"unit=0.75, cap=1.50, anchor=rolling_high, add=8%/20%, sell=rebound_from_low 5%, max_days=15, trend_sma=75, trend_exp=0.2, dd_guard=0.35, dd_exp=0.25",0.75,1.5,rolling_high,8.0,20.0,rebound_from_low,5.0,15,75,0.2,35.0,0.25,2010-06-25 to 2019-12-31,774.11,-45.18,0.794,2020-01-02 to 2026-05-20,1321.07,-47.81,1.002,12900.66,-47.81,0.884,0.562,10.4,812,123,0
"unit=0.75, cap=2.00, anchor=rolling_high, add=5%/15%, sell=extra_profit 12%, max_days=10, trend_sma=none, trend_exp=none, dd_guard=none, dd_exp=none",0.75,2.0,rolling_high,5.0,15.0,extra_profit,12.0,10,none,none,none,none,2010-06-25 to 2019-12-31,9472.89,-77.54,1.003,2020-01-02 to 2026-05-20,6119.61,-95.22,1.151,623046.32,-95.22,1.058,1.255,56.0,729,123,0
"unit=0.75, cap=2.00, anchor=rolling_high, add=5%/15%, sell=extra_profit 12%, max_days=10, trend_sma=75, trend_exp=0.2, dd_guard=none, dd_exp=none",0.75,2.0,rolling_high,5.0,15.0,extra_profit,12.0,10,75,0.2,none,none,2010-06-25 to 2019-12-31,2582.03,-68.03,0.896,2020-01-02 to 2026-05-20,2488.31,-78.86,1.031,72554.57,-78.86,0.948,0.913,37.5,729,123,0
"unit=0.75, cap=2.00, anchor=rolling_high, add=5%/15%, sell=extra_profit 12%, max_days=10, trend_sma=75, trend_exp=0.25, dd_guard=none, dd_exp=none",0.75,2.0,rolling_high,5.0,15.0,extra_profit,12.0,10,75,0.25,none,none,2010-06-25 to 2019-12-31,2883.85,-67.29,0.914,2020-01-02 to 2026-05-20,2729.27,-78.99,1.046,88256.04,-78.99,0.964,0.926,37.5,729,123,0
"unit=0.75, cap=2.00, anchor=rolling_high, add=5%/15%, sell=extra_profit 12%, max_days=10, trend_sma=100, trend_exp=0.2, dd_guard=none, dd_exp=none",0.75,2.0,rolling_high,5.0,15.0,extra_profit,12.0,10,100,0.2,none,none,2010-06-25 to 2019-12-31,2321.5,-73.09,0.86,2020-01-02 to 2026-05-20,5053.14,-73.51,1.138,130498.83,-77.37,0.982,0.951,39.83,729,123,0
"unit=0.75, cap=2.00, anchor=rolling_high, add=5%/15%, sell=extra_profit 12%, max_days=10, trend_sma=75, trend_exp=0.2, dd_guard=0.35, dd_exp=0.25",0.75,2.0,rolling_high,5.0,15.0,extra_profit,12.0,10,75,0.2,35.0,0.25,2010-06-25 to 2019-12-31,664.8,-48.63,0.76,2020-01-02 to 2026-05-20,462.89,-55.07,0.75,4271.4,-55.07,0.731,0.542,15.68,729,123,0
"unit=0.75, cap=2.00, anchor=rolling_high, add=5%/15%, sell=extra_profit 12%, max_days=15, trend_sma=none, trend_exp=none, dd_guard=none, dd_exp=none",0.75,2.0,rolling_high,5.0,15.0,extra_profit,12.0,15,none,none,none,none,2010-06-25 to 2019-12-31,9194.38,-80.25,0.997,2020-01-02 to 2026-05-20,3825.51,-95.46,1.1,381756.49,-95.46,1.029,1.279,57.98,645,123,0
"unit=0.75, cap=2.00, anchor=rolling_high, add=5%/15%, sell=extra_profit 12%, max_days=15, trend_sma=75, trend_exp=0.2, dd_guard=none, dd_exp=none",0.75,2.0,rolling_high,5.0,15.0,extra_profit,12.0,15,75,0.2,none,none,2010-06-25 to 2019-12-31,2089.14,-70.47,0.854,2020-01-02 to 2026-05-20,2413.62,-75.11,1.023,57491.31,-75.11,0.923,0.933,39.23,645,123,0
"unit=0.75, cap=2.00, anchor=rolling_high, add=5%/15%, sell=extra_profit 12%, max_days=15, trend_sma=75, trend_exp=0.25, dd_guard=none, dd_exp=none",0.75,2.0,rolling_high,5.0,15.0,extra_profit,12.0,15,75,0.25,none,none,2010-06-25 to 2019-12-31,2335.5,-69.87,0.872,2020-01-02 to 2026-05-20,2647.63,-75.8,1.038,69937.44,-75.8,0.939,0.946,39.23,645,123,0
"unit=0.75, cap=2.00, anchor=rolling_high, add=5%/15%, sell=extra_profit 12%, max_days=15, trend_sma=100, trend_exp=0.2, dd_guard=none, dd_exp=none",0.75,2.0,rolling_high,5.0,15.0,extra_profit,12.0,15,100,0.2,none,none,2010-06-25 to 2019-12-31,1612.57,-78.46,0.799,2020-01-02 to 2026-05-20,4791.48,-72.19,1.125,87574.47,-81.11,0.946,0.971,41.58,645,123,0
"unit=0.75, cap=2.00, anchor=rolling_high, add=5%/15%, sell=extra_profit 12%, max_days=15, trend_sma=75, trend_exp=0.2, dd_guard=0.35, dd_exp=0.25",0.75,2.0,rolling_high,5.0,15.0,extra_profit,12.0,15,75,0.2,35.0,0.25,2010-06-25 to 2019-12-31,620.4,-46.22,0.761,2020-01-02 to 2026-05-20,257.89,-52.8,0.64,2598.42,-52.8,0.672,0.527,15.6,645,123,0
