variant,unit_exposure,max_exposure,anchor_mode,add1_drop_pct,add2_drop_pct,sell_mode,sell_param_pct,max_extra_days,trend_guard_sma,trend_guard_exposure,equity_dd_guard_pct,equity_dd_guard_exposure,is_range,is_return_pct,is_max_drawdown_pct,is_sharpe,oos_range,oos_return_pct,oos_max_drawdown_pct,oos_sharpe,full_return_pct,full_max_drawdown_pct,full_sharpe,avg_exposure,days_above_1x_pct,trade_events,rotation_resets,open_fallback_count
"unit=0.60, cap=1.00, anchor=rolling_high, add=5%/15%, sell=extra_profit 12%, max_days=10, trend_sma=none, trend_exp=none, dd_guard=none, dd_exp=none",0.6,1.0,rolling_high,5.0,15.0,extra_profit,12.0,10,none,none,none,none,2010-06-25 to 2019-12-31,6110.01,-49.96,1.121,2020-01-02 to 2026-05-20,5133.13,-77.85,1.203,336968.89,-77.85,1.142,0.824,0.0,729,123,0
"unit=0.60, cap=1.00, anchor=rolling_high, add=5%/15%, sell=extra_profit 12%, max_days=10, trend_sma=75, trend_exp=0.2, dd_guard=none, dd_exp=none",0.6,1.0,rolling_high,5.0,15.0,extra_profit,12.0,10,75,0.2,none,none,2010-06-25 to 2019-12-31,1753.74,-45.13,1.001,2020-01-02 to 2026-05-20,2280.64,-57.02,1.181,45672.77,-57.02,1.076,0.645,0.0,729,123,0
"unit=0.60, cap=1.00, anchor=rolling_high, add=5%/15%, sell=extra_profit 12%, max_days=10, trend_sma=75, trend_exp=0.25, dd_guard=none, dd_exp=none",0.6,1.0,rolling_high,5.0,15.0,extra_profit,12.0,10,75,0.25,none,none,2010-06-25 to 2019-12-31,1962.36,-43.86,1.023,2020-01-02 to 2026-05-20,2502.27,-58.45,1.198,55564.78,-58.45,1.095,0.658,0.0,729,123,0
"unit=0.60, cap=1.00, anchor=rolling_high, add=5%/15%, sell=extra_profit 12%, max_days=10, trend_sma=100, trend_exp=0.2, dd_guard=none, dd_exp=none",0.6,1.0,rolling_high,5.0,15.0,extra_profit,12.0,10,100,0.2,none,none,2010-06-25 to 2019-12-31,1768.3,-44.48,0.975,2020-01-02 to 2026-05-20,3308.67,-55.28,1.249,65953.65,-55.28,1.095,0.664,0.0,729,123,0
"unit=0.60, cap=1.00, anchor=rolling_high, add=5%/15%, sell=extra_profit 12%, max_days=10, trend_sma=75, trend_exp=0.2, dd_guard=0.35, dd_exp=0.25",0.6,1.0,rolling_high,5.0,15.0,extra_profit,12.0,10,75,0.2,35.0,0.25,2010-06-25 to 2019-12-31,1233.97,-40.22,0.921,2020-01-02 to 2026-05-20,805.17,-46.28,0.96,12423.99,-46.28,0.937,0.578,0.0,729,123,0
"unit=0.60, cap=1.00, anchor=rolling_high, add=5%/15%, sell=extra_profit 12%, max_days=15, trend_sma=none, trend_exp=none, dd_guard=none, dd_exp=none",0.6,1.0,rolling_high,5.0,15.0,extra_profit,12.0,15,none,none,none,none,2010-06-25 to 2019-12-31,5526.51,-49.24,1.096,2020-01-02 to 2026-05-20,4478.75,-76.68,1.173,267108.79,-76.68,1.114,0.832,0.0,645,123,0
"unit=0.60, cap=1.00, anchor=rolling_high, add=5%/15%, sell=extra_profit 12%, max_days=15, trend_sma=75, trend_exp=0.2, dd_guard=none, dd_exp=none",0.6,1.0,rolling_high,5.0,15.0,extra_profit,12.0,15,75,0.2,none,none,2010-06-25 to 2019-12-31,1473.93,-45.4,0.951,2020-01-02 to 2026-05-20,2148.58,-55.45,1.162,36607.8,-55.45,1.042,0.652,0.0,645,123,0
"unit=0.60, cap=1.00, anchor=rolling_high, add=5%/15%, sell=extra_profit 12%, max_days=15, trend_sma=75, trend_exp=0.25, dd_guard=none, dd_exp=none",0.6,1.0,rolling_high,5.0,15.0,extra_profit,12.0,15,75,0.25,none,none,2010-06-25 to 2019-12-31,1651.06,-44.14,0.973,2020-01-02 to 2026-05-20,2357.91,-56.93,1.178,44540.77,-56.93,1.061,0.665,0.0,645,123,0
"unit=0.60, cap=1.00, anchor=rolling_high, add=5%/15%, sell=extra_profit 12%, max_days=15, trend_sma=100, trend_exp=0.2, dd_guard=none, dd_exp=none",0.6,1.0,rolling_high,5.0,15.0,extra_profit,12.0,15,100,0.2,none,none,2010-06-25 to 2019-12-31,1383.75,-47.0,0.91,2020-01-02 to 2026-05-20,3164.19,-52.73,1.235,50134.31,-52.73,1.057,0.671,0.0,645,123,0
"unit=0.60, cap=1.00, anchor=rolling_high, add=5%/15%, sell=extra_profit 12%, max_days=15, trend_sma=75, trend_exp=0.2, dd_guard=0.35, dd_exp=0.25",0.6,1.0,rolling_high,5.0,15.0,extra_profit,12.0,15,75,0.2,35.0,0.25,2010-06-25 to 2019-12-31,494.31,-40.67,0.71,2020-01-02 to 2026-05-20,650.68,-51.06,0.926,4527.38,-51.06,0.809,0.537,0.0,645,123,0
"unit=0.60, cap=1.00, anchor=rolling_high, add=5%/15%, sell=extra_profit 18%, max_days=10, trend_sma=none, trend_exp=none, dd_guard=none, dd_exp=none",0.6,1.0,rolling_high,5.0,15.0,extra_profit,18.0,10,none,none,none,none,2010-06-25 to 2019-12-31,4479.09,-50.47,1.05,2020-01-02 to 2026-05-20,4917.1,-77.51,1.193,238185.02,-77.51,1.103,0.837,0.0,696,123,0
"unit=0.60, cap=1.00, anchor=rolling_high, add=5%/15%, sell=extra_profit 18%, max_days=10, trend_sma=75, trend_exp=0.2, dd_guard=none, dd_exp=none",0.6,1.0,rolling_high,5.0,15.0,extra_profit,18.0,10,75,0.2,none,none,2010-06-25 to 2019-12-31,1779.99,-45.13,0.997,2020-01-02 to 2026-05-20,2177.28,-55.92,1.163,44305.58,-55.92,1.065,0.656,0.0,696,123,0
"unit=0.60, cap=1.00, anchor=rolling_high, add=5%/15%, sell=extra_profit 18%, max_days=10, trend_sma=75, trend_exp=0.25, dd_guard=none, dd_exp=none",0.6,1.0,rolling_high,5.0,15.0,extra_profit,18.0,10,75,0.25,none,none,2010-06-25 to 2019-12-31,1991.56,-43.86,1.019,2020-01-02 to 2026-05-20,2389.29,-57.38,1.179,53902.13,-57.38,1.084,0.669,0.0,696,123,0
"unit=0.60, cap=1.00, anchor=rolling_high, add=5%/15%, sell=extra_profit 18%, max_days=10, trend_sma=100, trend_exp=0.2, dd_guard=none, dd_exp=none",0.6,1.0,rolling_high,5.0,15.0,extra_profit,18.0,10,100,0.2,none,none,2010-06-25 to 2019-12-31,1634.55,-45.78,0.949,2020-01-02 to 2026-05-20,2901.43,-55.28,1.21,53898.11,-55.28,1.064,0.674,0.0,696,123,0
"unit=0.60, cap=1.00, anchor=rolling_high, add=5%/15%, sell=extra_profit 18%, max_days=10, trend_sma=75, trend_exp=0.2, dd_guard=0.35, dd_exp=0.25",0.6,1.0,rolling_high,5.0,15.0,extra_profit,18.0,10,75,0.2,35.0,0.25,2010-06-25 to 2019-12-31,1216.22,-40.22,0.913,2020-01-02 to 2026-05-20,1086.54,-45.85,1.034,16098.48,-45.85,0.966,0.597,0.0,696,123,0
"unit=0.60, cap=1.00, anchor=rolling_high, add=5%/15%, sell=extra_profit 18%, max_days=15, trend_sma=none, trend_exp=none, dd_guard=none, dd_exp=none",0.6,1.0,rolling_high,5.0,15.0,extra_profit,18.0,15,none,none,none,none,2010-06-25 to 2019-12-31,4967.5,-52.57,1.063,2020-01-02 to 2026-05-20,4719.11,-76.06,1.181,253194.2,-76.06,1.103,0.856,0.0,600,123,0
"unit=0.60, cap=1.00, anchor=rolling_high, add=5%/15%, sell=extra_profit 18%, max_days=15, trend_sma=75, trend_exp=0.2, dd_guard=none, dd_exp=none",0.6,1.0,rolling_high,5.0,15.0,extra_profit,18.0,15,75,0.2,none,none,2010-06-25 to 2019-12-31,1509.83,-45.46,0.945,2020-01-02 to 2026-05-20,2174.22,-53.61,1.155,37873.17,-53.61,1.036,0.673,0.0,600,123,0
"unit=0.60, cap=1.00, anchor=rolling_high, add=5%/15%, sell=extra_profit 18%, max_days=15, trend_sma=75, trend_exp=0.25, dd_guard=none, dd_exp=none",0.6,1.0,rolling_high,5.0,15.0,extra_profit,18.0,15,75,0.25,none,none,2010-06-25 to 2019-12-31,1690.99,-44.2,0.968,2020-01-02 to 2026-05-20,2385.95,-55.15,1.172,46079.6,-55.15,1.055,0.686,0.0,600,123,0
"unit=0.60, cap=1.00, anchor=rolling_high, add=5%/15%, sell=extra_profit 18%, max_days=15, trend_sma=100, trend_exp=0.2, dd_guard=none, dd_exp=none",0.6,1.0,rolling_high,5.0,15.0,extra_profit,18.0,15,100,0.2,none,none,2010-06-25 to 2019-12-31,1325.12,-47.35,0.891,2020-01-02 to 2026-05-20,3215.37,-52.99,1.233,48905.72,-52.99,1.046,0.69,0.0,600,123,0
"unit=0.60, cap=1.00, anchor=rolling_high, add=5%/15%, sell=extra_profit 18%, max_days=15, trend_sma=75, trend_exp=0.2, dd_guard=0.35, dd_exp=0.25",0.6,1.0,rolling_high,5.0,15.0,extra_profit,18.0,15,75,0.2,35.0,0.25,2010-06-25 to 2019-12-31,553.09,-43.24,0.729,2020-01-02 to 2026-05-20,750.32,-48.84,0.934,5659.93,-48.84,0.823,0.578,0.0,600,123,0
"unit=0.60, cap=1.00, anchor=rolling_high, add=5%/15%, sell=rebound_from_low 5%, max_days=10, trend_sma=none, trend_exp=none, dd_guard=none, dd_exp=none",0.6,1.0,rolling_high,5.0,15.0,rebound_from_low,5.0,10,none,none,none,none,2010-06-25 to 2019-12-31,4690.21,-51.56,1.084,2020-01-02 to 2026-05-20,7296.64,-71.13,1.307,367396.94,-71.13,1.176,0.774,0.0,1065,123,0
"unit=0.60, cap=1.00, anchor=rolling_high, add=5%/15%, sell=rebound_from_low 5%, max_days=10, trend_sma=75, trend_exp=0.2, dd_guard=none, dd_exp=none",0.6,1.0,rolling_high,5.0,15.0,rebound_from_low,5.0,10,75,0.2,none,none,2010-06-25 to 2019-12-31,1468.8,-47.24,0.982,2020-01-02 to 2026-05-20,3210.19,-44.49,1.333,53762.36,-47.24,1.141,0.603,0.0,1065,123,0
"unit=0.60, cap=1.00, anchor=rolling_high, add=5%/15%, sell=rebound_from_low 5%, max_days=10, trend_sma=75, trend_exp=0.25, dd_guard=none, dd_exp=none",0.6,1.0,rolling_high,5.0,15.0,rebound_from_low,5.0,10,75,0.25,none,none,2010-06-25 to 2019-12-31,1645.35,-46.03,1.005,2020-01-02 to 2026-05-20,3518.36,-44.86,1.346,65402.63,-46.03,1.159,0.616,0.0,1065,123,0
"unit=0.60, cap=1.00, anchor=rolling_high, add=5%/15%, sell=rebound_from_low 5%, max_days=10, trend_sma=100, trend_exp=0.2, dd_guard=none, dd_exp=none",0.6,1.0,rolling_high,5.0,15.0,rebound_from_low,5.0,10,100,0.2,none,none,2010-06-25 to 2019-12-31,1524.94,-45.45,0.963,2020-01-02 to 2026-05-20,5052.59,-49.74,1.423,86741.49,-49.74,1.174,0.621,0.0,1065,123,0
"unit=0.60, cap=1.00, anchor=rolling_high, add=5%/15%, sell=rebound_from_low 5%, max_days=10, trend_sma=75, trend_exp=0.2, dd_guard=0.35, dd_exp=0.25",0.6,1.0,rolling_high,5.0,15.0,rebound_from_low,5.0,10,75,0.2,35.0,0.25,2010-06-25 to 2019-12-31,1495.27,-38.67,1.001,2020-01-02 to 2026-05-20,2866.92,-44.4,1.308,48991.21,-44.4,1.138,0.596,0.0,1065,123,0
"unit=0.60, cap=1.00, anchor=rolling_high, add=5%/15%, sell=rebound_from_low 5%, max_days=15, trend_sma=none, trend_exp=none, dd_guard=none, dd_exp=none",0.6,1.0,rolling_high,5.0,15.0,rebound_from_low,5.0,15,none,none,none,none,2010-06-25 to 2019-12-31,4442.3,-51.56,1.074,2020-01-02 to 2026-05-20,7325.23,-71.13,1.308,349725.05,-71.13,1.172,0.775,0.0,1043,123,0
"unit=0.60, cap=1.00, anchor=rolling_high, add=5%/15%, sell=rebound_from_low 5%, max_days=15, trend_sma=75, trend_exp=0.2, dd_guard=none, dd_exp=none",0.6,1.0,rolling_high,5.0,15.0,rebound_from_low,5.0,15,75,0.2,none,none,2010-06-25 to 2019-12-31,1380.12,-47.24,0.966,2020-01-02 to 2026-05-20,3210.19,-44.49,1.333,50717.54,-47.24,1.132,0.602,0.0,1043,123,0
"unit=0.60, cap=1.00, anchor=rolling_high, add=5%/15%, sell=rebound_from_low 5%, max_days=15, trend_sma=75, trend_exp=0.25, dd_guard=none, dd_exp=none",0.6,1.0,rolling_high,5.0,15.0,rebound_from_low,5.0,15,75,0.25,none,none,2010-06-25 to 2019-12-31,1546.69,-46.03,0.99,2020-01-02 to 2026-05-20,3518.36,-44.86,1.346,61699.79,-46.03,1.151,0.616,0.0,1043,123,0
"unit=0.60, cap=1.00, anchor=rolling_high, add=5%/15%, sell=rebound_from_low 5%, max_days=15, trend_sma=100, trend_exp=0.2, dd_guard=none, dd_exp=none",0.6,1.0,rolling_high,5.0,15.0,rebound_from_low,5.0,15,100,0.2,none,none,2010-06-25 to 2019-12-31,1437.76,-45.45,0.948,2020-01-02 to 2026-05-20,5127.91,-49.74,1.427,83283.63,-49.74,1.168,0.621,0.0,1043,123,0
"unit=0.60, cap=1.00, anchor=rolling_high, add=5%/15%, sell=rebound_from_low 5%, max_days=15, trend_sma=75, trend_exp=0.2, dd_guard=0.35, dd_exp=0.25",0.6,1.0,rolling_high,5.0,15.0,rebound_from_low,5.0,15,75,0.2,35.0,0.25,2010-06-25 to 2019-12-31,1405.09,-38.67,0.984,2020-01-02 to 2026-05-20,2866.92,-44.4,1.308,46216.1,-44.4,1.13,0.595,0.0,1043,123,0
"unit=0.60, cap=1.00, anchor=rolling_high, add=5%/20%, sell=extra_profit 12%, max_days=10, trend_sma=none, trend_exp=none, dd_guard=none, dd_exp=none",0.6,1.0,rolling_high,5.0,20.0,extra_profit,12.0,10,none,none,none,none,2010-06-25 to 2019-12-31,6110.01,-49.96,1.121,2020-01-02 to 2026-05-20,4889.48,-77.85,1.193,321274.78,-77.85,1.136,0.824,0.0,701,123,0
"unit=0.60, cap=1.00, anchor=rolling_high, add=5%/20%, sell=extra_profit 12%, max_days=10, trend_sma=75, trend_exp=0.2, dd_guard=none, dd_exp=none",0.6,1.0,rolling_high,5.0,20.0,extra_profit,12.0,10,75,0.2,none,none,2010-06-25 to 2019-12-31,1753.74,-45.13,1.001,2020-01-02 to 2026-05-20,2093.99,-57.02,1.157,42084.12,-57.02,1.064,0.645,0.0,701,123,0
"unit=0.60, cap=1.00, anchor=rolling_high, add=5%/20%, sell=extra_profit 12%, max_days=10, trend_sma=75, trend_exp=0.25, dd_guard=none, dd_exp=none",0.6,1.0,rolling_high,5.0,20.0,extra_profit,12.0,10,75,0.25,none,none,2010-06-25 to 2019-12-31,1962.36,-43.86,1.023,2020-01-02 to 2026-05-20,2298.25,-58.45,1.174,51200.58,-58.45,1.083,0.658,0.0,701,123,0
"unit=0.60, cap=1.00, anchor=rolling_high, add=5%/20%, sell=extra_profit 12%, max_days=10, trend_sma=100, trend_exp=0.2, dd_guard=none, dd_exp=none",0.6,1.0,rolling_high,5.0,20.0,extra_profit,12.0,10,100,0.2,none,none,2010-06-25 to 2019-12-31,1768.3,-44.48,0.975,2020-01-02 to 2026-05-20,3041.43,-55.28,1.226,60774.95,-55.28,1.084,0.664,0.0,701,123,0
"unit=0.60, cap=1.00, anchor=rolling_high, add=5%/20%, sell=extra_profit 12%, max_days=10, trend_sma=75, trend_exp=0.2, dd_guard=0.35, dd_exp=0.25",0.6,1.0,rolling_high,5.0,20.0,extra_profit,12.0,10,75,0.2,35.0,0.25,2010-06-25 to 2019-12-31,1233.97,-40.22,0.921,2020-01-02 to 2026-05-20,805.17,-46.28,0.96,12423.99,-46.28,0.937,0.578,0.0,701,123,0
"unit=0.60, cap=1.00, anchor=rolling_high, add=5%/20%, sell=extra_profit 12%, max_days=15, trend_sma=none, trend_exp=none, dd_guard=none, dd_exp=none",0.6,1.0,rolling_high,5.0,20.0,extra_profit,12.0,15,none,none,none,none,2010-06-25 to 2019-12-31,5733.94,-49.24,1.102,2020-01-02 to 2026-05-20,4581.39,-76.68,1.177,283170.7,-76.68,1.12,0.832,0.0,621,123,0
"unit=0.60, cap=1.00, anchor=rolling_high, add=5%/20%, sell=extra_profit 12%, max_days=15, trend_sma=75, trend_exp=0.2, dd_guard=none, dd_exp=none",0.6,1.0,rolling_high,5.0,20.0,extra_profit,12.0,15,75,0.2,none,none,2010-06-25 to 2019-12-31,1519.99,-45.4,0.957,2020-01-02 to 2026-05-20,2172.9,-55.45,1.166,38090.77,-55.45,1.047,0.652,0.0,621,123,0
"unit=0.60, cap=1.00, anchor=rolling_high, add=5%/20%, sell=extra_profit 12%, max_days=15, trend_sma=75, trend_exp=0.25, dd_guard=none, dd_exp=none",0.6,1.0,rolling_high,5.0,20.0,extra_profit,12.0,15,75,0.25,none,none,2010-06-25 to 2019-12-31,1702.3,-44.14,0.98,2020-01-02 to 2026-05-20,2384.5,-56.93,1.182,46344.23,-56.93,1.066,0.665,0.0,621,123,0
"unit=0.60, cap=1.00, anchor=rolling_high, add=5%/20%, sell=extra_profit 12%, max_days=15, trend_sma=100, trend_exp=0.2, dd_guard=none, dd_exp=none",0.6,1.0,rolling_high,5.0,20.0,extra_profit,12.0,15,100,0.2,none,none,2010-06-25 to 2019-12-31,1436.06,-47.0,0.918,2020-01-02 to 2026-05-20,3204.2,-52.73,1.239,52542.63,-52.73,1.062,0.67,0.0,621,123,0
"unit=0.60, cap=1.00, anchor=rolling_high, add=5%/20%, sell=extra_profit 12%, max_days=15, trend_sma=75, trend_exp=0.2, dd_guard=0.35, dd_exp=0.25",0.6,1.0,rolling_high,5.0,20.0,extra_profit,12.0,15,75,0.2,35.0,0.25,2010-06-25 to 2019-12-31,470.87,-40.67,0.695,2020-01-02 to 2026-05-20,650.68,-51.06,0.926,4344.89,-51.06,0.801,0.546,0.0,621,123,0
"unit=0.60, cap=1.00, anchor=rolling_high, add=5%/20%, sell=extra_profit 18%, max_days=10, trend_sma=none, trend_exp=none, dd_guard=none, dd_exp=none",0.6,1.0,rolling_high,5.0,20.0,extra_profit,18.0,10,none,none,none,none,2010-06-25 to 2019-12-31,4479.09,-50.47,1.05,2020-01-02 to 2026-05-20,4911.93,-77.51,1.193,237939.55,-77.51,1.103,0.837,0.0,668,123,0
"unit=0.60, cap=1.00, anchor=rolling_high, add=5%/20%, sell=extra_profit 18%, max_days=10, trend_sma=75, trend_exp=0.2, dd_guard=none, dd_exp=none",0.6,1.0,rolling_high,5.0,20.0,extra_profit,18.0,10,75,0.2,none,none,2010-06-25 to 2019-12-31,1779.99,-45.13,0.997,2020-01-02 to 2026-05-20,2177.28,-55.92,1.163,44305.58,-55.92,1.065,0.656,0.0,668,123,0
"unit=0.60, cap=1.00, anchor=rolling_high, add=5%/20%, sell=extra_profit 18%, max_days=10, trend_sma=75, trend_exp=0.25, dd_guard=none, dd_exp=none",0.6,1.0,rolling_high,5.0,20.0,extra_profit,18.0,10,75,0.25,none,none,2010-06-25 to 2019-12-31,1991.56,-43.86,1.019,2020-01-02 to 2026-05-20,2389.29,-57.38,1.179,53902.13,-57.38,1.084,0.669,0.0,668,123,0
"unit=0.60, cap=1.00, anchor=rolling_high, add=5%/20%, sell=extra_profit 18%, max_days=10, trend_sma=100, trend_exp=0.2, dd_guard=none, dd_exp=none",0.6,1.0,rolling_high,5.0,20.0,extra_profit,18.0,10,100,0.2,none,none,2010-06-25 to 2019-12-31,1634.55,-45.78,0.949,2020-01-02 to 2026-05-20,2901.43,-55.28,1.21,53898.11,-55.28,1.064,0.674,0.0,668,123,0
"unit=0.60, cap=1.00, anchor=rolling_high, add=5%/20%, sell=extra_profit 18%, max_days=10, trend_sma=75, trend_exp=0.2, dd_guard=0.35, dd_exp=0.25",0.6,1.0,rolling_high,5.0,20.0,extra_profit,18.0,10,75,0.2,35.0,0.25,2010-06-25 to 2019-12-31,1216.22,-40.22,0.913,2020-01-02 to 2026-05-20,1086.54,-45.85,1.034,16098.48,-45.85,0.966,0.597,0.0,668,123,0
"unit=0.60, cap=1.00, anchor=rolling_high, add=5%/20%, sell=extra_profit 18%, max_days=15, trend_sma=none, trend_exp=none, dd_guard=none, dd_exp=none",0.6,1.0,rolling_high,5.0,20.0,extra_profit,18.0,15,none,none,none,none,2010-06-25 to 2019-12-31,4971.54,-52.57,1.064,2020-01-02 to 2026-05-20,4842.77,-75.55,1.186,259901.22,-75.55,1.106,0.856,0.0,574,123,0
"unit=0.60, cap=1.00, anchor=rolling_high, add=5%/20%, sell=extra_profit 18%, max_days=15, trend_sma=75, trend_exp=0.2, dd_guard=none, dd_exp=none",0.6,1.0,rolling_high,5.0,20.0,extra_profit,18.0,15,75,0.2,none,none,2010-06-25 to 2019-12-31,1456.86,-45.46,0.936,2020-01-02 to 2026-05-20,2186.66,-53.61,1.157,36824.61,-53.61,1.032,0.673,0.0,574,123,0
"unit=0.60, cap=1.00, anchor=rolling_high, add=5%/20%, sell=extra_profit 18%, max_days=15, trend_sma=75, trend_exp=0.25, dd_guard=none, dd_exp=none",0.6,1.0,rolling_high,5.0,20.0,extra_profit,18.0,15,75,0.25,none,none,2010-06-25 to 2019-12-31,1632.07,-44.2,0.959,2020-01-02 to 2026-05-20,2399.54,-55.15,1.174,44804.43,-55.15,1.051,0.686,0.0,574,123,0
"unit=0.60, cap=1.00, anchor=rolling_high, add=5%/20%, sell=extra_profit 18%, max_days=15, trend_sma=100, trend_exp=0.2, dd_guard=none, dd_exp=none",0.6,1.0,rolling_high,5.0,20.0,extra_profit,18.0,15,100,0.2,none,none,2010-06-25 to 2019-12-31,1316.81,-47.35,0.889,2020-01-02 to 2026-05-20,3233.49,-52.99,1.235,48886.61,-52.99,1.046,0.69,0.0,574,123,0
"unit=0.60, cap=1.00, anchor=rolling_high, add=5%/20%, sell=extra_profit 18%, max_days=15, trend_sma=75, trend_exp=0.2, dd_guard=0.35, dd_exp=0.25",0.6,1.0,rolling_high,5.0,20.0,extra_profit,18.0,15,75,0.2,35.0,0.25,2010-06-25 to 2019-12-31,553.09,-43.24,0.729,2020-01-02 to 2026-05-20,758.19,-48.84,0.938,5713.27,-48.84,0.824,0.578,0.0,574,123,0
"unit=0.60, cap=1.00, anchor=rolling_high, add=5%/20%, sell=rebound_from_low 5%, max_days=10, trend_sma=none, trend_exp=none, dd_guard=none, dd_exp=none",0.6,1.0,rolling_high,5.0,20.0,rebound_from_low,5.0,10,none,none,none,none,2010-06-25 to 2019-12-31,4690.21,-51.56,1.084,2020-01-02 to 2026-05-20,7296.64,-71.13,1.307,367396.94,-71.13,1.176,0.774,0.0,1014,123,0
"unit=0.60, cap=1.00, anchor=rolling_high, add=5%/20%, sell=rebound_from_low 5%, max_days=10, trend_sma=75, trend_exp=0.2, dd_guard=none, dd_exp=none",0.6,1.0,rolling_high,5.0,20.0,rebound_from_low,5.0,10,75,0.2,none,none,2010-06-25 to 2019-12-31,1468.8,-47.24,0.982,2020-01-02 to 2026-05-20,3210.19,-44.49,1.333,53762.36,-47.24,1.141,0.603,0.0,1014,123,0
"unit=0.60, cap=1.00, anchor=rolling_high, add=5%/20%, sell=rebound_from_low 5%, max_days=10, trend_sma=75, trend_exp=0.25, dd_guard=none, dd_exp=none",0.6,1.0,rolling_high,5.0,20.0,rebound_from_low,5.0,10,75,0.25,none,none,2010-06-25 to 2019-12-31,1645.35,-46.03,1.005,2020-01-02 to 2026-05-20,3518.36,-44.86,1.346,65402.63,-46.03,1.159,0.616,0.0,1014,123,0
"unit=0.60, cap=1.00, anchor=rolling_high, add=5%/20%, sell=rebound_from_low 5%, max_days=10, trend_sma=100, trend_exp=0.2, dd_guard=none, dd_exp=none",0.6,1.0,rolling_high,5.0,20.0,rebound_from_low,5.0,10,100,0.2,none,none,2010-06-25 to 2019-12-31,1524.94,-45.45,0.963,2020-01-02 to 2026-05-20,5052.59,-49.74,1.423,86741.49,-49.74,1.174,0.621,0.0,1014,123,0
"unit=0.60, cap=1.00, anchor=rolling_high, add=5%/20%, sell=rebound_from_low 5%, max_days=10, trend_sma=75, trend_exp=0.2, dd_guard=0.35, dd_exp=0.25",0.6,1.0,rolling_high,5.0,20.0,rebound_from_low,5.0,10,75,0.2,35.0,0.25,2010-06-25 to 2019-12-31,1495.27,-38.67,1.001,2020-01-02 to 2026-05-20,2866.92,-44.4,1.308,48991.21,-44.4,1.138,0.596,0.0,1014,123,0
"unit=0.60, cap=1.00, anchor=rolling_high, add=5%/20%, sell=rebound_from_low 5%, max_days=15, trend_sma=none, trend_exp=none, dd_guard=none, dd_exp=none",0.6,1.0,rolling_high,5.0,20.0,rebound_from_low,5.0,15,none,none,none,none,2010-06-25 to 2019-12-31,4442.3,-51.56,1.074,2020-01-02 to 2026-05-20,7325.23,-71.13,1.308,349725.05,-71.13,1.172,0.775,0.0,996,123,0
"unit=0.60, cap=1.00, anchor=rolling_high, add=5%/20%, sell=rebound_from_low 5%, max_days=15, trend_sma=75, trend_exp=0.2, dd_guard=none, dd_exp=none",0.6,1.0,rolling_high,5.0,20.0,rebound_from_low,5.0,15,75,0.2,none,none,2010-06-25 to 2019-12-31,1380.12,-47.24,0.966,2020-01-02 to 2026-05-20,3210.19,-44.49,1.333,50717.54,-47.24,1.132,0.602,0.0,996,123,0
"unit=0.60, cap=1.00, anchor=rolling_high, add=5%/20%, sell=rebound_from_low 5%, max_days=15, trend_sma=75, trend_exp=0.25, dd_guard=none, dd_exp=none",0.6,1.0,rolling_high,5.0,20.0,rebound_from_low,5.0,15,75,0.25,none,none,2010-06-25 to 2019-12-31,1546.69,-46.03,0.99,2020-01-02 to 2026-05-20,3518.36,-44.86,1.346,61699.79,-46.03,1.151,0.616,0.0,996,123,0
"unit=0.60, cap=1.00, anchor=rolling_high, add=5%/20%, sell=rebound_from_low 5%, max_days=15, trend_sma=100, trend_exp=0.2, dd_guard=none, dd_exp=none",0.6,1.0,rolling_high,5.0,20.0,rebound_from_low,5.0,15,100,0.2,none,none,2010-06-25 to 2019-12-31,1437.76,-45.45,0.948,2020-01-02 to 2026-05-20,5127.91,-49.74,1.427,83283.63,-49.74,1.168,0.621,0.0,996,123,0
"unit=0.60, cap=1.00, anchor=rolling_high, add=5%/20%, sell=rebound_from_low 5%, max_days=15, trend_sma=75, trend_exp=0.2, dd_guard=0.35, dd_exp=0.25",0.6,1.0,rolling_high,5.0,20.0,rebound_from_low,5.0,15,75,0.2,35.0,0.25,2010-06-25 to 2019-12-31,1405.09,-38.67,0.984,2020-01-02 to 2026-05-20,2866.92,-44.4,1.308,46216.1,-44.4,1.13,0.595,0.0,996,123,0
"unit=0.60, cap=1.00, anchor=rolling_high, add=8%/20%, sell=extra_profit 12%, max_days=10, trend_sma=none, trend_exp=none, dd_guard=none, dd_exp=none",0.6,1.0,rolling_high,8.0,20.0,extra_profit,12.0,10,none,none,none,none,2010-06-25 to 2019-12-31,3096.99,-49.76,1.003,2020-01-02 to 2026-05-20,4795.53,-70.83,1.208,162232.49,-70.83,1.086,0.767,0.0,591,123,0
"unit=0.60, cap=1.00, anchor=rolling_high, add=8%/20%, sell=extra_profit 12%, max_days=10, trend_sma=75, trend_exp=0.2, dd_guard=none, dd_exp=none",0.6,1.0,rolling_high,8.0,20.0,extra_profit,12.0,10,75,0.2,none,none,2010-06-25 to 2019-12-31,998.49,-45.14,0.891,2020-01-02 to 2026-05-20,1478.31,-52.61,1.087,17882.55,-52.61,0.974,0.595,0.0,591,123,0
