year,requested_start,requested_end,actual_start,actual_end,trading_days,total_return,cagr,max_drawdown,sharpe,buy_trades,sell_trades,final_holdings,ticker_count
2020,2020-01-01,2020-12-31,2020-01-02,2020-12-31,253,-0.15370136274413548,-0.15418622668326531,-0.24967752022098666,-0.2980780114170608,153,148,"TSLA, TPR, FCX, BLDR, FSLR",502
2021,2021-01-01,2021-12-31,2021-01-04,2021-12-31,252,0.007105607365059274,0.007189560638587,-0.2072774130408962,0.17250104431092866,142,137,"BLDR, ON, DDOG, ANET, TSLA",502
2022,2022-01-01,2022-12-31,2022-01-03,2022-12-30,251,0.17551613225024254,0.17775616022726615,-0.18568286340944173,0.694529178242339,135,133,"SMCI, ROST",502
2023,2023-01-01,2023-12-31,2023-01-03,2023-12-29,250,0.7019637909352721,0.7152141140852886,-0.15126313811614078,1.8852103272595497,120,115,"VRT, COIN, CVNA, CRWD, WSM",502
2024,2024-01-01,2024-12-31,2024-01-02,2024-12-31,252,0.13655091655461593,0.1370506020224973,-0.2688492963750112,0.5649690700076612,125,120,"APP, PLTR, AXON, TSLA, UAL",502
2025,2025-01-01,2025-12-31,2025-01-02,2025-12-31,250,0.1181279282076626,0.11890203155483103,-0.2789928742834594,0.5034934216341947,127,122,"WDC, SNDK, LITE, SATS, CIEN",502
