strategy,top_n,date,equity,daily_return,holdings
Nasdaq-100 Top1 PIT membership,1,2023-04-14,4.671001668915213,-0.008603202985077107,NVDA
Nasdaq-100 Top1 PIT membership,1,2023-04-17,4.6817523570137904,0.002301580872925202,NVDA
Nasdaq-100 Top1 PIT membership,1,2023-04-18,4.852350563652273,0.03643896422306647,NVDA
Nasdaq-100 Top1 PIT membership,1,2023-04-19,4.82203734419615,-0.006247120660075933,NVDA
Nasdaq-100 Top1 PIT membership,1,2023-04-20,4.876671084829354,0.011330011929285844,NVDA
Nasdaq-100 Top1 PIT membership,1,2023-04-21,4.74995624563985,-0.025983880599144027,NVDA
Nasdaq-100 Top1 PIT membership,1,2023-04-24,4.760706312748758,0.0022631928702030457,NVDA
Nasdaq-100 Top1 PIT membership,1,2023-04-25,4.772161697847762,0.0024062364587220664,NVDA
Nasdaq-100 Top1 PIT membership,1,2023-04-26,4.758767457866702,-0.0028067447897043296,NVDA
Nasdaq-100 Top1 PIT membership,1,2023-04-27,4.822389989525318,0.013369539953762999,NVDA
Nasdaq-100 Top1 PIT membership,1,2023-04-28,4.798069614875127,-0.005043220208862609,NVDA
Nasdaq-100 Top1 PIT membership,1,2023-05-01,4.906455493312273,0.022589476005334452,NVDA
Nasdaq-100 Top1 PIT membership,1,2023-05-02,5.0544949275593725,0.030172378909557818,NVDA
Nasdaq-100 Top1 PIT membership,1,2023-05-03,4.906454901109168,-0.029288787222443213,NVDA
Nasdaq-100 Top1 PIT membership,1,2023-05-04,4.873146377520441,-0.006788714919441552,NVDA
Nasdaq-100 Top1 PIT membership,1,2023-05-05,4.903987966364109,0.0063288861967985,NVDA
Nasdaq-100 Top1 PIT membership,1,2023-05-08,5.026648671612399,0.025012440097652355,NVDA
Nasdaq-100 Top1 PIT membership,1,2023-05-09,5.0930903957766915,0.01321789695379283,NVDA
Nasdaq-100 Top1 PIT membership,1,2023-05-10,5.111771613285025,0.0036679532575789597,NVDA
Nasdaq-100 Top1 PIT membership,1,2023-05-11,5.092562061235492,-0.0037579049892622063,NVDA
Nasdaq-100 Top1 PIT membership,1,2023-05-12,5.0278826318771355,-0.012700764090966321,NVDA
Nasdaq-100 Top1 PIT membership,1,2023-05-15,5.024181745566689,-0.0007360725341882812,NVDA
Nasdaq-100 Top1 PIT membership,1,2023-05-16,5.082868758713199,0.011680909672166173,NVDA
