"year","strategy_return","spmo_return","excess","strategy_max_drawdown","strategy_sharpe","final_holdings"
"2020","0.279041386130061","0.2707556937","0.00828569243006066","-0.358058291087173","0.766037252706368","TSLA, MRNA"
"2021","0.118732507366021","0.2421527631","-0.123420255733979","-0.313019677531053","0.483027207888765","AMD, DDOG"
"2022","-0.156559276922116","-0.1044626804","-0.0520965965221158","-0.374789835629676","-0.224654021635934","FSLR, SMCI"
"2023","1.10063586379527","0.1947252997","0.905910564095272","-0.310822104401279","1.74783528459901","VRT, COIN"
"2024","0.0230116441811354","0.4717907462","-0.448779102018865","-0.420831889295357","0.28795261958652","PLTR, APP"
"2025","0.788144546375258","0.2586627451","0.529481801275258","-0.305129931737796","1.31839907427536","SNDK, LITE"
