date,equity,units,exposure,allocation
2010-06-25,1.0,1.0,0.0,TQQQ
2010-06-28,0.9932838298304129,1.0,0.75,TQQQ
2010-06-29,0.9101525811948192,2.0,0.75,TQQQ
2010-06-30,0.8771005666770115,1.0,0.75,SOXL
2010-07-01,0.8706879115274911,1.0,0.75,TQQQ
2010-07-02,0.8671154970797111,1.0,0.75,TQQQ
2010-07-06,0.8705142854370375,1.0,0.75,TQQQ
2010-07-07,0.9322106218935539,1.0,0.75,TQQQ
2010-07-08,0.9440058223083663,1.0,0.75,TQQQ
2010-07-09,0.9638434752772885,1.0,0.75,TQQQ
2010-07-12,0.972052060024255,1.0,0.75,TQQQ
2010-07-13,0.9969537030275836,1.0,0.75,TQQQ
2010-07-14,1.0089143378943561,1.0,0.75,TQQQ
2010-07-15,1.0115552458907209,1.0,0.75,TQQQ
2010-07-16,0.9504944265222094,2.0,0.75,TQQQ
2010-07-19,0.9826502120923742,2.0,1.5,TQQQ
2010-07-20,1.0292170498437885,2.0,1.5,TQQQ
2010-07-21,0.9751548699405187,2.0,1.5,TQQQ
2010-07-22,1.0737766958021142,2.0,1.5,TQQQ
2010-07-23,1.1157039216574791,2.0,1.5,TQQQ
2010-07-26,1.152484349042578,1.0,1.5,TQQQ
2010-07-27,1.152299716508701,1.0,0.75,TQQQ
2010-07-28,1.1346342052896279,1.0,0.75,TQQQ
2010-07-29,1.1143663365085523,1.0,0.75,TQQQ
2010-07-30,1.1200738605547769,1.0,0.75,TQQQ
2010-08-02,1.1652697088865445,1.0,0.75,TQQQ
2010-08-03,1.1562354972943993,1.0,0.75,TQQQ
2010-08-04,1.1812827350092927,1.0,0.75,TQQQ
2010-08-05,1.1760526542030885,1.0,0.75,TQQQ
2010-08-06,1.1719158599527773,1.0,0.75,TQQQ
2010-08-09,1.1872844000910954,1.0,0.75,TQQQ
2010-08-10,1.1684071213830185,1.0,0.75,TQQQ
2010-08-11,1.0962743831426822,2.0,0.75,TQQQ
2010-08-12,1.049926257660261,2.0,1.5,TQQQ
2010-08-13,1.0185509801472499,2.0,1.5,TQQQ
2010-08-16,1.0271886637289351,2.0,1.5,TQQQ
2010-08-17,1.085795456162604,2.0,1.5,TQQQ
2010-08-18,1.100431156667026,2.0,1.5,TQQQ
2010-08-19,1.0397316638035212,2.0,1.5,TQQQ
2010-08-20,1.0343713456964452,2.0,1.5,TQQQ
2010-08-23,0.9915537691527233,3.0,1.5,TQQQ
2010-08-24,0.8777648544288658,3.0,2.0,TQQQ
2010-08-25,0.9304001812162633,2.0,2.0,TQQQ
2010-08-26,0.884851927658613,3.0,1.5,TQQQ
2010-08-27,0.9433986831331587,3.0,2.0,TQQQ
2010-08-30,0.8822640872162857,3.0,2.0,TQQQ
2010-08-31,0.8735234162005829,3.0,2.0,TQQQ
2010-09-01,1.01995223587025,3.0,2.0,TQQQ
2010-09-02,1.0899557029739892,3.0,2.0,TQQQ
2010-09-03,1.2009863292643523,2.0,2.0,TQQQ
2010-09-07,1.1571317413974258,2.0,1.5,TQQQ
