year,requested_start,requested_end,actual_start,actual_end,trading_days,total_return,cagr,max_drawdown,sharpe,buy_trades,sell_trades,final_holdings,ticker_count
2020,2020-01-01,2020-12-31,2020-01-02,2020-12-31,253,0.2790413861300607,0.28012283895061674,-0.35805829108717313,0.766037252706368,82,80,"TSLA, MRNA",502
2021,2021-01-01,2021-12-31,2021-01-04,2021-12-31,252,0.11873250736602126,0.12021118528413588,-0.31301967753105264,0.48302720788876485,78,76,"AMD, DDOG",502
2022,2022-01-01,2022-12-31,2022-01-03,2022-12-30,251,-0.1565592769221158,-0.1582482710678761,-0.3747898356296756,-0.22465402163593404,54,52,"FSLR, SMCI",502
2023,2023-01-01,2023-12-31,2023-01-03,2023-12-29,250,1.1006358637952718,1.1234973563978201,-0.31082210440127855,1.7478352845990095,65,63,"VRT, COIN",502
2024,2024-01-01,2024-12-31,2024-01-02,2024-12-31,252,0.023011644181135438,0.02309157314203758,-0.4208318892953571,0.2879526195865201,59,57,"PLTR, APP",502
2025,2025-01-01,2025-12-31,2025-01-02,2025-12-31,250,0.7881445463752581,0.7945976782684052,-0.3051299317377958,1.3183990742753633,47,45,"SNDK, LITE",502
