Variant,StopMode_IS,AtrMult_IS,UseTarget_IS,TrailMode_IS,TimeStopDays_IS,TotalReturnPct_IS,CagrPct_IS,MaxDrawdownPct_IS,Sharpe_IS,Trades_IS,WinRatePct_IS,StopMode_OOS,AtrMult_OOS,UseTarget_OOS,TrailMode_OOS,TimeStopDays_OOS,TotalReturnPct_OOS,CagrPct_OOS,MaxDrawdownPct_OOS,Sharpe_OOS,Trades_OOS,WinRatePct_OOS,BeatsSP500_IS
wider_2.5x_atrtrail_no_target_60d,wider,2.5,False,atr_trail,60,66.07,5.21,-12.68,0.612,184,46.74,wider,2.5,False,atr_trail,60,3.56,0.55,-30.4,0.105,144,36.81,False
atr_3x_atrtrail_target_60d,atr,3.0,True,atr_trail,60,48.68,4.05,-17.65,0.45,164,45.12,atr,3.0,True,atr_trail,60,-28.18,-5.04,-42.87,-0.436,129,28.68,False
atr_3x_atrtrail_no_target_60d,atr,3.0,False,atr_trail,60,48.68,4.05,-17.65,0.45,164,45.12,atr,3.0,False,atr_trail,60,-28.18,-5.04,-42.87,-0.436,129,28.68,False
tighter_3x_atrtrail_target_60d,tighter,3.0,True,atr_trail,60,48.68,4.05,-17.65,0.45,164,45.12,tighter,3.0,True,atr_trail,60,-27.85,-4.97,-42.61,-0.429,129,28.68,False
tighter_3x_atrtrail_no_target_60d,tighter,3.0,False,atr_trail,60,48.68,4.05,-17.65,0.45,164,45.12,tighter,3.0,False,atr_trail,60,-27.85,-4.97,-42.61,-0.429,129,28.68,False
wider_3x_atrtrail_target_60d,wider,3.0,True,atr_trail,60,48.68,4.05,-17.65,0.45,164,45.12,wider,3.0,True,atr_trail,60,-28.26,-5.05,-42.93,-0.438,129,28.68,False
wider_3x_atrtrail_no_target_60d,wider,3.0,False,atr_trail,60,48.68,4.05,-17.65,0.45,164,45.12,wider,3.0,False,atr_trail,60,-28.26,-5.05,-42.93,-0.438,129,28.68,False
handle_3x_atrtrail_target_60d,handle,3.0,True,atr_trail,60,48.68,4.05,-17.65,0.45,164,45.12,handle,3.0,True,atr_trail,60,-27.93,-4.99,-42.67,-0.431,129,28.68,False
atr_2x_atrtrail_target_60d,atr,2.0,True,atr_trail,60,46.78,3.92,-12.16,0.562,223,43.5,atr,2.0,True,atr_trail,60,20.05,2.89,-24.85,0.358,183,39.89,False
atr_2x_atrtrail_no_target_60d,atr,2.0,False,atr_trail,60,46.78,3.92,-12.16,0.562,223,43.5,atr,2.0,False,atr_trail,60,20.05,2.89,-24.85,0.358,183,39.89,False
tighter_2x_atrtrail_target_60d,tighter,2.0,True,atr_trail,60,46.78,3.92,-12.16,0.562,223,43.5,tighter,2.0,True,atr_trail,60,20.05,2.89,-24.85,0.358,183,39.89,False
tighter_2x_atrtrail_no_target_60d,tighter,2.0,False,atr_trail,60,46.78,3.92,-12.16,0.562,223,43.5,tighter,2.0,False,atr_trail,60,20.05,2.89,-24.85,0.358,183,39.89,False
wider_2x_atrtrail_target_60d,wider,2.0,True,atr_trail,60,46.77,3.92,-12.16,0.562,223,43.5,wider,2.0,True,atr_trail,60,19.72,2.85,-24.91,0.353,183,39.89,False
wider_2x_atrtrail_no_target_60d,wider,2.0,False,atr_trail,60,46.77,3.92,-12.16,0.562,223,43.5,wider,2.0,False,atr_trail,60,19.72,2.85,-24.91,0.353,183,39.89,False
handle_2x_atrtrail_target_60d,handle,2.0,True,atr_trail,60,46.77,3.92,-12.16,0.562,223,43.5,handle,2.0,True,atr_trail,60,19.72,2.85,-24.91,0.353,183,39.89,False
atr_1.5x_atrtrail_target_60d,atr,1.5,True,atr_trail,60,15.17,1.42,-8.51,0.274,286,45.1,atr,1.5,True,atr_trail,60,23.09,3.3,-13.52,0.459,233,42.92,False
atr_1.5x_atrtrail_no_target_60d,atr,1.5,False,atr_trail,60,15.17,1.42,-8.51,0.274,286,45.1,atr,1.5,False,atr_trail,60,23.09,3.3,-13.52,0.459,233,42.92,False
tighter_1.5x_atrtrail_target_60d,tighter,1.5,True,atr_trail,60,15.17,1.42,-8.51,0.274,286,45.1,tighter,1.5,True,atr_trail,60,23.09,3.3,-13.52,0.459,233,42.92,False
tighter_1.5x_atrtrail_no_target_60d,tighter,1.5,False,atr_trail,60,15.17,1.42,-8.51,0.274,286,45.1,tighter,1.5,False,atr_trail,60,23.09,3.3,-13.52,0.459,233,42.92,False
wider_1.5x_atrtrail_target_60d,wider,1.5,True,atr_trail,60,15.17,1.42,-8.51,0.274,286,45.1,wider,1.5,True,atr_trail,60,23.01,3.29,-13.57,0.458,233,42.92,False
wider_1.5x_atrtrail_no_target_60d,wider,1.5,False,atr_trail,60,15.17,1.42,-8.51,0.274,286,45.1,wider,1.5,False,atr_trail,60,23.01,3.29,-13.57,0.458,233,42.92,False
