Date,Equity,Cash,PositionValue,OpenPositions,OpenWatches
2010-01-04,100000.0,100000.0,0.0,0,3
2010-01-05,100000.0,100000.0,0.0,0,3
2010-01-06,100000.0,100000.0,0.0,0,3
2010-01-07,100000.0,100000.0,0.0,0,0
2010-01-08,100000.0,100000.0,0.0,0,0
2010-01-11,100000.0,100000.0,0.0,0,3
2010-01-12,100000.0,100000.0,0.0,0,3
2010-01-13,100000.0,100000.0,0.0,0,3
2010-01-14,100000.0,100000.0,0.0,0,0
2010-01-15,100000.0,100000.0,0.0,0,0
2010-01-19,100350.07013123026,66666.66666666666,33683.40346456359,1,2
2010-01-20,100374.05201072985,66666.66666666666,33707.38534406319,1,2
2010-01-21,99966.48225989666,66666.66666666666,33299.81559323,1,2
2010-01-22,99337.1794117284,66666.66666666666,32670.512745061747,1,0
2010-01-25,99451.04666548832,66666.66666666666,32784.37999882166,1,2
2010-01-26,99319.21252026467,66666.66666666666,32652.545853598007,1,2
2010-01-27,98971.57540417243,66666.66666666666,32304.90873750577,1,2
2010-01-28,99001.53493261736,66666.66666666666,32334.868265950696,1,0
2010-01-29,98396.21056948592,66666.66666666666,31729.54390281926,1,0
2010-02-01,98635.93431952415,66666.66666666666,31969.267652857496,1,2
2010-02-02,99295.22385183952,66666.66666666666,32628.557185172867,1,2
2010-02-03,99421.08713704339,66666.66666666666,32754.42047037674,1,2
2010-02-04,98923.6320119499,66666.66666666666,32256.965345283235,1,0
2010-02-05,99013.53096406131,66666.66666666666,32346.864297394655,1,0
2010-02-08,98641.94251863446,66666.66666666666,31975.275851967795,1,2
2010-02-09,98641.94251863446,66666.66666666666,31975.275851967795,1,2
2010-02-10,98587.99092730161,66666.66666666666,31921.324260634956,1,2
2010-02-11,98755.80298346882,66666.66666666666,32089.13631680216,1,0
2010-02-12,98989.5524790245,66666.66666666666,32322.885812357836,1,0
2010-02-16,99385.11940948816,66666.66666666666,32718.45274282151,1,2
2010-02-17,99481.02316624712,66666.66666666666,32814.356499580455,1,2
2010-02-18,99612.87767824742,66666.66666666666,32946.21101158076,1,2
