Symbol,SignalDate,EntryDate,ExitDate,EntryPrice,ExitPrice,Shares,PnL,ReturnPct,ExitReason,Score,BreakoutLevel,Target,Stop,HoldingDays
EQIX,2021-08-27,2021-08-31,2021-09-28,767.19,717.4676,72.996723,-3629.57,-6.48,stop,85.61,767.19,1003.98,717.4676,28
UDR,2021-07-16,2021-07-20,2021-10-12,44.13,44.6467,1279.117221,660.88,1.17,time_stop,67.9,44.13,62.02,41.189,84
PAYC,2021-10-29,2021-11-01,2021-11-03,535.14,498.3662,100.657214,-3701.55,-6.87,stop,76.66,535.14,730.89,498.3662,2
HII,2021-10-08,2021-10-11,2021-11-04,188.29,174.2605,287.811051,-4037.83,-7.45,stop,74.9,188.29,254.05,174.2605,24
ZION,2021-11-12,2021-11-16,2021-12-03,56.74,52.2858,925.574827,-4122.72,-7.85,stop,70.1,56.74,73.89,52.2858,17
SBAC,2021-12-24,2021-12-27,2022-01-05,353.48,324.6307,151.179448,-4361.42,-8.16,stop,66.08,353.48,474.17,324.6307,9
CF,2021-11-05,2021-11-09,2022-02-03,57.38,66.9309,903.874266,8632.83,16.65,time_stop,56.04,57.38,75.68,50.9605,86
PSX,2022-02-04,2022-02-09,2022-03-15,76.26,66.1099,695.904684,-7063.53,-13.31,stop,77.93,76.26,101.39,66.1099,34
EOG,2022-01-14,2022-01-18,2022-04-12,87.34,103.5061,577.605011,9337.64,18.51,time_stop,60.57,87.34,115.85,78.2082,84
VRTX,2022-03-25,2022-03-28,2022-05-09,254.93,235.6,204.285032,-3948.83,-7.58,stop,69.9,254.93,333.5,235.6,42
TMUS,2022-07-29,2022-08-03,2022-09-23,137.2,124.914,374.312152,-4598.8,-8.95,stop,74.94,137.2,183.76,124.914,51
LW,2022-07-29,2022-08-03,2022-10-26,75.05,77.9155,684.650365,1961.89,3.82,time_stop,71.7,75.05,103.58,68.7301,84
CI,2022-08-05,2022-08-09,2022-11-01,265.87,305.0619,192.889509,7559.71,14.74,time_stop,79.46,265.87,353.05,249.0393,84
A,2022-12-09,2022-12-13,2023-01-06,153.41,141.0766,343.409639,-4235.39,-8.04,stop,82.91,153.41,201.6,141.0766,24
KEYS,2022-11-18,2022-11-23,2023-02-21,177.73,182.98,298.185797,1565.47,2.95,time_stop,73.69,177.73,232.29,160.376,90
IT,2022-11-25,2022-11-30,2023-02-27,346.35,327.39,153.921324,-2918.35,-5.47,time_stop,83.34,346.35,471.31,318.58,89
ITW,2023-01-06,2023-01-11,2023-04-06,213.45,212.1877,226.971555,-286.51,-0.59,time_stop,84.74,213.45,277.91,199.6744,85
DRI,2023-03-17,2023-03-21,2023-06-14,136.86,152.0604,376.103657,5716.93,11.11,time_stop,84.68,136.86,179.7,126.5607,85
FTNT,2023-03-24,2023-03-27,2023-06-21,63.95,71.11,805.177376,5765.07,11.2,time_stop,88.18,63.95,84.9,57.4675,86
HCA,2023-04-07,2023-04-11,2023-07-06,266.25,288.2506,188.357832,4143.99,8.26,time_stop,83.76,266.25,369.0,251.4141,86
UAL,2023-06-09,2023-06-14,2023-09-08,50.9,47.44,1093.886129,-3784.85,-6.8,time_stop,84.44,50.9,66.18,46.2275,86
JPM,2023-06-16,2023-06-21,2023-09-14,134.46,140.3472,420.186393,2473.71,4.38,time_stop,84.52,134.46,175.19,126.769,85
MA,2023-07-07,2023-07-11,2023-10-03,388.35,384.7899,145.651704,-518.54,-0.92,time_stop,85.04,388.35,507.1,368.618,84
PGR,2023-11-10,2023-11-13,2023-12-15,148.0,139.5555,375.926206,-3174.51,-5.71,stop,77.1,148.0,193.45,139.5555,32
MU,2023-11-10,2023-11-14,2024-02-09,75.4,84.8821,734.557469,6965.14,12.58,time_stop,74.98,75.4,101.62,67.7638,87
AMZN,2023-11-10,2023-11-14,2024-02-09,143.65,174.45,387.359864,11930.68,21.44,time_stop,74.8,143.65,196.7,130.7725,87
GPN,2024-02-09,2024-02-12,2024-03-04,134.42,125.249,447.018426,-4099.62,-6.82,stop,83.1,134.42,175.04,125.249,21
LYV,2023-12-15,2023-12-19,2024-03-15,93.71,103.77,562.446326,5658.21,10.74,time_stop,76.07,93.71,124.27,85.3875,87
HCA,2024-03-15,2024-03-18,2024-04-18,323.28,303.0866,190.479343,-3846.43,-6.25,stop,79.8,323.28,420.99,303.0866,31
SYF,2024-03-01,2024-03-05,2024-05-29,39.7,40.8878,1520.220908,1805.69,2.99,time_stop,82.82,39.7,52.78,36.8396,85
TSCO,2024-04-26,2024-04-29,2024-07-24,52.72,50.5831,1170.908552,-2502.08,-4.05,time_stop,75.84,52.72,69.0,48.1337,86
T,2024-05-24,2024-05-30,2024-08-23,16.04,18.2377,3819.046892,8393.26,13.7,time_stop,75.61,16.04,21.01,15.2727,85
EXR,2024-06-14,2024-06-18,2024-09-12,146.6,164.2537,403.564665,7124.4,12.04,time_stop,79.0,146.6,201.25,133.5889,86
ES,2024-08-30,2024-09-05,2024-10-04,62.67,59.8839,1051.330031,-2929.07,-4.45,stop,83.38,62.67,81.49,59.8839,29
NEM,2024-07-26,2024-07-31,2024-10-23,47.43,56.1962,1248.750238,10946.79,18.48,time_stop,79.76,47.43,62.26,43.0812,84
MTCH,2024-10-04,2024-10-07,2024-11-07,36.84,34.2516,1767.511258,-4574.94,-7.03,stop,81.86,36.84,48.67,34.2516,31
ADSK,2024-09-27,2024-09-30,2024-12-23,275.68,297.49,242.986308,5299.53,7.91,time_stop,87.22,275.68,359.89,259.0675,84
PODD,2024-11-08,2024-11-11,2025-02-07,275.52,283.08,251.516236,1901.46,2.74,time_stop,75.71,275.52,359.31,245.21,88
JBL,2024-12-13,2024-12-18,2025-03-18,138.81,135.3783,448.991649,-1540.83,-2.47,time_stop,82.86,138.81,184.15,127.6527,90
PAYC,2025-02-21,2025-02-24,2025-04-07,215.2,190.8476,332.702056,-8102.09,-11.32,stop,80.81,215.2,290.55,190.8476,42
HCA,2025-06-27,2025-07-01,2025-07-16,386.74,353.6173,159.345731,-5277.96,-8.56,stop,79.11,386.74,504.26,353.6173,15
DLR,2025-07-18,2025-07-22,2025-08-11,174.99,165.2009,322.003569,-3152.13,-5.59,stop,86.93,174.99,229.62,165.2009,20
DG,2025-05-16,2025-05-19,2025-08-13,94.97,114.0641,688.52207,13146.74,20.11,time_stop,65.88,94.97,125.25,85.0539,86
NKE,2025-08-22,2025-08-25,2025-09-09,78.55,72.1989,908.697813,-5771.22,-8.09,stop,83.57,78.55,106.34,72.1989,15
NEM,2025-06-13,2025-06-16,2025-09-10,57.55,77.863,1201.607538,24408.22,35.3,time_stop,72.7,57.55,77.76,51.9397,86
AMZN,2025-09-05,2025-09-09,2025-09-24,236.53,219.715,303.323045,-5100.38,-7.11,stop,83.25,236.53,311.68,219.715,15
META,2025-08-08,2025-08-12,2025-10-06,782.91,704.6214,67.945586,-5319.36,-10.0,stop,85.65,782.91,1050.75,704.6214,55
USB,2025-09-05,2025-09-10,2025-10-10,48.0,45.0467,1495.962465,-4418.09,-6.15,stop,82.0,48.0,62.71,45.0467,30
MLM,2025-10-03,2025-10-06,2025-11-17,635.73,590.9423,105.368357,-4719.21,-7.05,stop,88.38,635.73,826.78,590.9423,42
A,2025-11-21,2025-11-24,2025-12-16,152.05,138.4006,467.040411,-6374.82,-8.98,stop,81.89,152.05,205.3,138.4006,22
HCA,2025-09-26,2025-09-29,2025-12-22,421.21,471.3289,166.920789,8365.89,11.9,time_stop,85.39,421.21,547.82,384.7779,84
TMO,2026-01-02,2026-01-05,2026-02-03,601.27,566.1173,111.959969,-3935.7,-5.85,stop,84.77,601.27,825.04,566.1173,29
HAL,2026-01-02,2026-01-05,2026-03-31,29.75,38.99,2274.495148,21016.34,31.06,time_stop,82.86,29.75,41.25,26.6799,85
BG,2026-01-09,2026-01-12,2026-04-08,98.95,126.39,676.807582,18571.61,27.73,time_stop,90.48,98.95,129.56,90.806,86
HUBB,2026-01-30,2026-02-03,2026-04-29,498.46,544.2943,127.156582,5828.13,9.2,time_stop,78.65,498.46,667.6,448.3278,85
EMN,2026-05-01,2026-05-04,2026-05-19,77.77,69.07,1043.39671,-9077.56,-11.19,stop,84.02,77.77,102.4,69.07,15
