Symbol,SignalDate,EntryDate,ExitDate,EntryPrice,ExitPrice,Shares,PnL,ReturnPct,ExitReason,Score,BreakoutLevel,Target,Stop,HoldingDays
C,2012-12-14,2012-12-17,2013-03-14,28.34,34.9498,1585.50846,10479.86,23.32,time_stop,83.48,28.34,38.36,25.927,87
MUR,2012-12-14,2012-12-17,2013-03-14,32.22,33.5746,1402.507239,1899.82,4.2,time_stop,82.33,32.22,42.74,30.2781,87
HIG,2012-12-28,2013-01-02,2013-03-28,17.45,19.7551,2560.334456,5901.92,13.21,time_stop,81.27,17.45,23.11,16.0641,85
EQT,2013-03-22,2013-03-25,2013-06-18,33.88,41.4989,1510.16548,11505.87,22.49,time_stop,81.66,33.88,44.44,31.4268,85
JEF,2013-03-29,2013-04-01,2013-06-20,18.27,17.0705,2784.241101,-3339.56,-6.57,stop,87.22,18.27,24.06,17.0705,80
AET,2013-04-05,2013-04-09,2013-07-02,52.19,58.7996,978.138125,6465.09,12.66,time_stop,81.07,52.19,67.97,47.9152,84
BWA,2013-06-14,2013-06-18,2013-09-11,31.55,36.6646,1807.378448,9244.05,16.21,time_stop,85.14,31.55,41.44,29.0427,85
DLTR,2013-06-28,2013-07-01,2013-09-24,51.29,58.14,1036.77146,7101.88,13.36,time_stop,84.78,51.29,66.82,47.3,85
ADM,2013-06-28,2013-07-02,2013-09-25,24.26,25.5225,2305.39608,2910.63,5.2,time_stop,78.34,24.26,31.84,22.5965,85
DLTR,2013-09-27,2013-10-02,2013-12-03,58.69,55.0625,1061.904286,-3852.06,-6.18,stop,87.03,58.69,77.8,55.0625,62
LRCX,2013-10-11,2013-10-14,2014-01-08,4.49,4.5998,13893.839048,1526.08,2.45,time_stop,69.56,4.49,6.17,4.1612,86
FCX,2013-10-18,2013-10-21,2014-01-15,29.72,31.2024,2094.986129,3105.58,4.99,time_stop,83.86,29.72,38.9,27.6187,86
ATI,2013-12-20,2013-12-24,2014-02-03,32.19,29.3229,1816.436848,-5207.94,-8.91,stop,81.01,32.19,42.03,29.3229,41
PHM,2014-02-21,2014-02-25,2014-03-24,17.85,16.1473,3468.930299,-5906.59,-9.54,stop,78.5,17.85,24.09,16.1473,27
EXPE,2014-02-07,2014-02-11,2014-04-28,70.24,62.5315,866.273504,-6677.68,-10.97,stop,71.74,70.24,95.09,62.5315,76
MPC,2014-05-02,2014-05-06,2014-05-13,33.89,30.6763,1651.682258,-5307.98,-9.48,stop,73.2,33.89,45.8,30.6763,7
EW,2014-05-09,2014-05-13,2014-05-23,14.25,13.3817,3555.616378,-3087.46,-6.09,stop,72.43,14.25,18.94,13.3817,10
AAPL,2014-04-25,2014-04-28,2014-07-22,17.81,20.7659,3180.925994,9402.52,16.6,time_stop,78.58,17.81,23.88,16.563,85
CNX,2014-04-25,2014-04-29,2014-07-23,36.01,33.5745,1592.031996,-3877.33,-6.76,time_stop,68.23,36.01,48.37,32.8394,85
ANDV,2014-06-13,2014-06-17,2014-09-10,53.56,57.6298,888.350864,3615.39,7.6,time_stop,85.94,53.56,70.17,49.5049,85
JBL,2014-08-15,2014-08-20,2014-10-01,19.24,18.0956,3078.046022,-3522.49,-5.95,stop,62.19,19.24,27.03,18.0956,42
EW,2014-07-25,2014-07-30,2014-10-22,14.73,17.5433,3791.983216,10668.11,19.1,time_stop,74.86,14.73,19.43,13.6271,84
VRTX,2014-09-19,2014-09-23,2014-12-16,105.53,110.86,527.096509,2809.42,5.05,time_stop,62.97,105.53,145.48,94.375,84
IRM,2014-10-24,2014-10-28,2015-01-23,18.61,21.6884,3266.147911,10054.6,16.54,time_stop,79.37,18.61,24.49,17.0003,87
ISRG,2014-10-31,2014-11-05,2015-02-02,56.19,56.3478,1078.766377,170.21,0.28,time_stop,74.7,56.19,74.04,50.6986,89
VLO,2015-03-20,2015-03-25,2015-04-13,40.88,37.2589,1584.263087,-5736.75,-8.86,stop,73.22,40.88,54.48,37.2589,19
TSCO,2015-01-23,2015-01-26,2015-04-21,13.75,15.3086,4667.771117,7275.35,11.34,time_stop,81.31,13.75,17.91,12.3473,85
WMB,2015-04-10,2015-04-13,2015-06-12,27.59,25.8115,2293.201786,-4078.39,-6.45,stop,76.01,27.59,36.24,25.8115,60
GT,2015-04-17,2015-04-21,2015-07-15,25.08,26.9437,2563.910311,4778.25,7.43,time_stop,81.2,25.08,33.35,23.4906,85
VLO,2015-05-15,2015-05-18,2015-08-11,39.49,46.367,1642.141172,11292.96,17.41,time_stop,84.15,39.49,51.7,36.2228,85
FSLR,2015-11-27,2015-12-02,2015-12-10,59.85,54.0175,1170.911623,-6829.34,-9.75,stop,67.3,59.85,80.56,54.0175,8
TRIP,2015-12-11,2015-12-15,2016-01-06,76.66,71.1532,869.296262,-4787.08,-7.18,stop,62.99,76.66,102.89,71.1532,22
VLO,2015-10-30,2015-11-02,2016-01-28,43.79,42.7922,1556.011942,-1552.66,-2.28,time_stop,74.13,43.79,57.62,39.4301,87
FSLR,2015-12-11,2015-12-16,2016-03-14,62.05,70.89,1012.182607,8947.69,14.25,time_stop,62.51,62.05,82.76,51.9975,89
LUV,2016-04-08,2016-04-13,2016-05-04,40.25,37.3034,1685.671846,-4966.97,-7.32,stop,69.35,40.25,52.84,37.3034,21
KLAC,2016-03-11,2016-03-14,2016-06-07,58.44,61.8886,1141.865736,3937.88,5.9,time_stop,78.57,58.44,78.61,55.6995,85
RF,2016-05-20,2016-05-25,2016-06-24,6.77,6.1314,9288.231364,-5931.17,-9.43,stop,81.12,6.77,9.0,6.1314,30
NAVI,2016-04-08,2016-04-13,2016-07-07,7.88,7.6914,8326.519727,-1570.04,-2.39,time_stop,68.41,7.88,11.24,6.9337,85
TPR,2016-07-08,2016-07-11,2016-08-31,31.85,29.0287,2010.767088,-5673.03,-8.86,stop,84.7,31.85,43.52,29.0287,51
ETR,2016-06-10,2016-06-13,2016-09-06,27.11,27.4946,2446.216279,940.91,1.42,time_stop,81.79,27.11,35.71,25.9272,85
YUM,2016-08-26,2016-08-31,2016-09-09,54.65,52.5422,1068.067713,-2251.24,-3.86,stop,83.1,54.65,71.15,52.5422,9
DHI,2016-07-01,2016-07-06,2016-09-28,28.71,27.1847,2135.205355,-3256.79,-5.31,time_stop,84.07,28.71,37.55,26.2281,84
FFIV,2016-09-30,2016-10-05,2016-10-12,125.77,119.0425,480.828632,-3234.78,-5.35,stop,87.96,125.77,165.02,119.0425,7
ADI,2016-09-30,2016-10-05,2016-10-12,54.41,51.207,1110.651397,-3557.37,-5.89,stop,86.0,54.41,71.37,51.207,7
FITB,2016-10-21,2016-10-24,2017-01-19,15.18,18.6651,3834.635597,13364.05,22.96,time_stop,81.19,15.18,20.53,14.0439,87
FFIV,2016-11-04,2016-11-09,2017-02-06,139.08,136.68,429.735276,-1031.37,-1.73,time_stop,84.22,139.08,181.05,125.1175,89
DGX,2016-11-18,2016-11-21,2017-02-16,71.23,79.2831,795.338405,6404.94,11.31,time_stop,85.91,71.23,93.93,66.3579,87
VLO,2017-02-10,2017-02-15,2017-05-11,47.34,46.3121,1361.966413,-1400.02,-2.17,time_stop,80.86,47.34,63.68,43.8475,85
ILMN,2017-03-24,2017-03-27,2017-06-20,167.3,170.5253,382.253088,1232.88,1.93,time_stop,74.89,167.3,228.87,155.5126,85
CNC,2017-04-21,2017-04-25,2017-07-19,36.62,42.325,1773.361377,10117.03,15.58,time_stop,76.34,36.62,49.4,34.1887,85
RCL,2017-05-26,2017-05-31,2017-08-23,101.42,110.2419,621.923408,5486.55,8.7,time_stop,81.67,101.42,135.21,95.7631,84
VLO,2017-06-30,2017-07-03,2017-09-26,48.24,53.4248,1351.240093,7005.91,10.75,time_stop,80.5,48.24,64.58,44.8716,85
BWA,2017-07-14,2017-07-19,2017-10-11,35.75,40.1587,1901.023477,8381.0,12.33,time_stop,78.64,35.75,48.25,33.1542,84
CF,2017-10-13,2017-10-16,2017-11-15,29.72,27.1959,2551.921359,-6441.18,-8.49,stop,89.33,29.72,38.64,27.1959,30
AMG,2017-09-22,2017-09-25,2017-12-18,181.57,195.867,407.791141,5830.19,7.87,time_stop,80.21,181.57,236.83,172.6578,84
TDG,2017-10-20,2017-10-25,2018-01-22,201.53,220.3259,368.702091,6930.07,9.33,time_stop,78.65,201.53,263.89,192.1837,89
TSCO,2017-12-15,2017-12-20,2018-02-06,12.33,11.3062,6113.016657,-6258.41,-8.3,stop,80.47,12.33,16.3,11.3062,48
STX,2017-12-08,2017-12-11,2018-03-08,29.1,42.785,2384.945638,32638.04,47.03,time_stop,86.0,29.1,38.09,26.2933,87
TGT,2018-02-23,2018-02-27,2018-03-08,61.75,55.2151,1330.49143,-8694.57,-10.58,stop,76.16,61.75,86.21,55.2151,9
AKAM,2018-03-02,2018-03-05,2018-05-29,69.5,75.82,1045.91612,6610.19,9.09,time_stop,85.3,69.5,95.73,64.2575,85
RL,2018-03-16,2018-03-21,2018-06-14,95.47,119.2874,880.775864,20977.78,24.95,time_stop,75.03,95.47,135.52,88.4247,85
AAP,2018-05-25,2018-05-30,2018-08-22,110.51,140.7671,825.513313,24977.66,27.38,time_stop,67.47,110.51,146.68,98.0878,84
DVN,2018-06-08,2018-06-12,2018-09-05,30.37,29.5917,2617.367261,-2037.05,-2.56,time_stop,76.76,30.37,39.56,26.8488,85
KIM,2018-08-31,2018-09-06,2018-09-20,12.15,11.4312,8568.117959,-6158.91,-5.92,stop,80.87,12.15,15.86,11.4312,14
TSCO,2018-07-13,2018-07-17,2018-10-09,13.92,15.7338,6904.666378,12523.48,13.03,time_stop,82.55,13.92,18.14,13.0633,84
FLR,2018-09-14,2018-09-18,2018-10-11,56.08,52.4324,1756.551245,-6407.19,-6.5,stop,78.38,56.08,73.14,52.4324,23
BIIB,2018-09-28,2018-10-01,2018-10-11,357.5,335.32,273.96846,-6076.63,-6.2,stop,78.53,357.5,478.9,335.32,10
GM,2019-03-01,2019-03-04,2019-03-07,37.18,34.8438,2659.337921,-6212.73,-6.28,stop,72.62,37.18,49.78,34.8438,3
AZO,2019-02-08,2019-02-12,2019-05-08,896.03,1005.6,108.851913,11926.9,12.23,time_stop,64.28,896.03,1195.06,834.96,85
SEE,2019-03-01,2019-03-05,2019-05-15,39.07,36.9233,2462.118623,-5285.45,-5.49,stop,78.56,39.07,51.93,36.9233,71
AVGO,2019-03-15,2019-03-19,2019-05-20,24.77,22.4592,3740.874289,-8644.48,-9.33,stop,78.53,24.77,32.43,22.4592,62
SYF,2019-05-10,2019-05-14,2019-08-07,29.51,29.1835,3329.259179,-1087.13,-1.11,time_stop,84.3,29.51,39.51,27.4635,85
KMX,2019-05-31,2019-06-04,2019-08-27,79.61,79.53,1178.161018,-94.25,-0.1,time_stop,83.27,79.61,103.98,74.215,84
CPRT,2019-05-31,2019-06-05,2019-08-28,18.15,18.7525,5088.051753,3065.55,3.32,time_stop,79.27,18.15,23.88,16.6319,84
TROW,2019-09-06,2019-09-09,2019-10-03,88.14,82.112,1082.641808,-6526.13,-6.84,stop,83.86,88.14,115.79,82.112,24
DGX,2019-09-06,2019-09-09,2019-12-02,91.7,93.5735,1044.907087,1957.62,2.04,time_stop,80.59,91.7,119.98,86.9662,84
MAS,2019-09-06,2019-09-11,2019-12-04,37.99,40.7877,2501.450853,6998.29,7.36,time_stop,81.37,37.99,49.83,34.6756,84
