period_end,filing_date,form,source_type,series,accession,source_url,security_name,ticker_guess,cusip,shares,market_value_usd,pct_value
2018-12-31,2019-02-26,N-Q,SEC shareholder/N-Q report,VanEck/Market Vectors Semiconductor ETF,0000930413-19-000692,https://www.sec.gov/Archives/edgar/data/1137360/000093041319000692/c93007_nq.htm,"Teradyne, Inc.",TER,,219277.0,6880912.0,
2018-12-31,2019-02-26,N-Q,SEC shareholder/N-Q report,VanEck/Market Vectors Semiconductor ETF,0000930413-19-000692,https://www.sec.gov/Archives/edgar/data/1137360/000093041319000692/c93007_nq.htm,Universal Display Corp.,OLED,,60929.0,5701127.0,
2019-03-31,2019-06-07,N-CSRS,SEC shareholder/N-Q report,VanEck/Market Vectors Semiconductor ETF,0000930413-19-001831,https://www.sec.gov/Archives/edgar/data/1137360/000093041319001831/c93648.htm,Intel Corp.,INTC,,2221031.0,119269365.0,
2019-03-31,2019-06-07,N-CSRS,SEC shareholder/N-Q report,VanEck/Market Vectors Semiconductor ETF,0000930413-19-001831,https://www.sec.gov/Archives/edgar/data/1137360/000093041319001831/c93648.htm,Taiwan Semiconductor Manufacturing Co. Ltd.,TSM,,2035897.0,83390341.0,
2019-03-31,2019-06-07,N-CSRS,SEC shareholder/N-Q report,VanEck/Market Vectors Semiconductor ETF,0000930413-19-001831,https://www.sec.gov/Archives/edgar/data/1137360/000093041319001831/c93648.htm,NVIDIA Corp.,NVDA,,299275.0,53737819.0,
2019-03-31,2019-06-07,N-CSRS,SEC shareholder/N-Q report,VanEck/Market Vectors Semiconductor ETF,0000930413-19-001831,https://www.sec.gov/Archives/edgar/data/1137360/000093041319001831/c93648.htm,"Texas Instruments, Inc.",TXN,,469447.0,49794243.0,
2019-03-31,2019-06-07,N-CSRS,SEC shareholder/N-Q report,VanEck/Market Vectors Semiconductor ETF,0000930413-19-001831,https://www.sec.gov/Archives/edgar/data/1137360/000093041319001831/c93648.htm,"Broadcom, Inc.",AVGO,,155492.0,46757999.0,
2019-03-31,2019-06-07,N-CSRS,SEC shareholder/N-Q report,VanEck/Market Vectors Semiconductor ETF,0000930413-19-001831,https://www.sec.gov/Archives/edgar/data/1137360/000093041319001831/c93648.htm,"Qualcomm, Inc.",QCOM,,761338.0,43419106.0,
2019-03-31,2019-06-07,N-CSRS,SEC shareholder/N-Q report,VanEck/Market Vectors Semiconductor ETF,0000930413-19-001831,https://www.sec.gov/Archives/edgar/data/1137360/000093041319001831/c93648.htm,ASML Holding NV,ASML,,230288.0,43305658.0,
2019-03-31,2019-06-07,N-CSRS,SEC shareholder/N-Q report,VanEck/Market Vectors Semiconductor ETF,0000930413-19-001831,https://www.sec.gov/Archives/edgar/data/1137360/000093041319001831/c93648.htm,"Micron Technology, Inc.",MU,,989975.0,40915667.0,
2019-03-31,2019-06-07,N-CSRS,SEC shareholder/N-Q report,VanEck/Market Vectors Semiconductor ETF,0000930413-19-001831,https://www.sec.gov/Archives/edgar/data/1137360/000093041319001831/c93648.htm,"Xilinx, Inc.",XLNX,,309363.0,39224135.0,
2019-03-31,2019-06-07,N-CSRS,SEC shareholder/N-Q report,VanEck/Market Vectors Semiconductor ETF,0000930413-19-001831,https://www.sec.gov/Archives/edgar/data/1137360/000093041319001831/c93648.htm,"Applied Materials, Inc.",AMAT,,986311.0,39117094.0,
2019-03-31,2019-06-07,N-CSRS,SEC shareholder/N-Q report,VanEck/Market Vectors Semiconductor ETF,0000930413-19-001831,https://www.sec.gov/Archives/edgar/data/1137360/000093041319001831/c93648.htm,Lam Research Corp.,LRCX,,207722.0,37184315.0,
2019-03-31,2019-06-07,N-CSRS,SEC shareholder/N-Q report,VanEck/Market Vectors Semiconductor ETF,0000930413-19-001831,https://www.sec.gov/Archives/edgar/data/1137360/000093041319001831/c93648.htm,"Analog Devices, Inc.",ADI,,351595.0,37012406.0,
2019-03-31,2019-06-07,N-CSRS,SEC shareholder/N-Q report,VanEck/Market Vectors Semiconductor ETF,0000930413-19-001831,https://www.sec.gov/Archives/edgar/data/1137360/000093041319001831/c93648.htm,NXP Semiconductors NV,NXPI,,408669.0,36122253.0,
2019-03-31,2019-06-07,N-CSRS,SEC shareholder/N-Q report,VanEck/Market Vectors Semiconductor ETF,0000930413-19-001831,https://www.sec.gov/Archives/edgar/data/1137360/000093041319001831/c93648.htm,"Advanced Micro Devices, Inc.",AMD,,1334416.0,34054296.0,
2019-03-31,2019-06-07,N-CSRS,SEC shareholder/N-Q report,VanEck/Market Vectors Semiconductor ETF,0000930413-19-001831,https://www.sec.gov/Archives/edgar/data/1137360/000093041319001831/c93648.htm,KLA-Tencor Corp.,KLAC,,186602.0,22282145.0,
2019-03-31,2019-06-07,N-CSRS,SEC shareholder/N-Q report,VanEck/Market Vectors Semiconductor ETF,0000930413-19-001831,https://www.sec.gov/Archives/edgar/data/1137360/000093041319001831/c93648.htm,"Cadence Design Systems, Inc.",CDNS,,348323.0,22121994.0,
2019-03-31,2019-06-07,N-CSRS,SEC shareholder/N-Q report,VanEck/Market Vectors Semiconductor ETF,0000930413-19-001831,https://www.sec.gov/Archives/edgar/data/1137360/000093041319001831/c93648.htm,"Microchip Technology, Inc.",MCHP,,262119.0,21745392.0,
2019-03-31,2019-06-07,N-CSRS,SEC shareholder/N-Q report,VanEck/Market Vectors Semiconductor ETF,0000930413-19-001831,https://www.sec.gov/Archives/edgar/data/1137360/000093041319001831/c93648.htm,"Skyworks Solutions, Inc.",SWKS,,225138.0,18569382.0,
2019-03-31,2019-06-07,N-CSRS,SEC shareholder/N-Q report,VanEck/Market Vectors Semiconductor ETF,0000930413-19-001831,https://www.sec.gov/Archives/edgar/data/1137360/000093041319001831/c93648.htm,"Maxim Integrated Products, Inc.",MXIM,,321017.0,17068474.0,
2019-03-31,2019-06-07,N-CSRS,SEC shareholder/N-Q report,VanEck/Market Vectors Semiconductor ETF,0000930413-19-001831,https://www.sec.gov/Archives/edgar/data/1137360/000093041319001831/c93648.htm,Marvell Technology Group Ltd.,MRVL,,783096.0,15575779.0,
2019-03-31,2019-06-07,N-CSRS,SEC shareholder/N-Q report,VanEck/Market Vectors Semiconductor ETF,0000930413-19-001831,https://www.sec.gov/Archives/edgar/data/1137360/000093041319001831/c93648.htm,STMicroelectronics NV,STM,,883843.0,13125069.0,
2019-03-31,2019-06-07,N-CSRS,SEC shareholder/N-Q report,VanEck/Market Vectors Semiconductor ETF,0000930413-19-001831,https://www.sec.gov/Archives/edgar/data/1137360/000093041319001831/c93648.htm,ON Semiconductor Corp.,ON,,495008.0,10182315.0,
2019-03-31,2019-06-07,N-CSRS,SEC shareholder/N-Q report,VanEck/Market Vectors Semiconductor ETF,0000930413-19-001831,https://www.sec.gov/Archives/edgar/data/1137360/000093041319001831/c93648.htm,"Qorvo, Inc.",QRVO,,121186.0,8692672.0,
2019-03-31,2019-06-07,N-CSRS,SEC shareholder/N-Q report,VanEck/Market Vectors Semiconductor ETF,0000930413-19-001831,https://www.sec.gov/Archives/edgar/data/1137360/000093041319001831/c93648.htm,Universal Display Corp.,OLED,,56118.0,8577636.0,
2019-03-31,2019-06-07,N-CSRS,SEC shareholder/N-Q report,VanEck/Market Vectors Semiconductor ETF,0000930413-19-001831,https://www.sec.gov/Archives/edgar/data/1137360/000093041319001831/c93648.htm,"Teradyne, Inc.",TER,,192084.0,7652627.0,
2019-09-30,2019-11-19,NPORT-P,SEC N-PORT,VanEck Vectors Semiconductor ETF,0001752724-19-167594,https://www.sec.gov/Archives/edgar/data/1137360/000175272419167594/primary_doc.xml,TAIWAN SEMICONDUCTOR MANUFACTURING CO LTD,TSM,874039100,3787948.0,176063823.04,12.93886160045
2019-09-30,2019-11-19,NPORT-P,SEC N-PORT,VanEck Vectors Semiconductor ETF,0001752724-19-167594,https://www.sec.gov/Archives/edgar/data/1137360/000175272419167594/primary_doc.xml,INTEL CORP,INTC,458140100,3040780.0,156691393.4,11.51518931134
2019-09-30,2019-11-19,NPORT-P,SEC N-PORT,VanEck Vectors Semiconductor ETF,0001752724-19-167594,https://www.sec.gov/Archives/edgar/data/1137360/000175272419167594/primary_doc.xml,TEXAS INSTRUMENTS INC,TXN,882508104,640872.0,82826297.28,6.086872242576
2019-09-30,2019-11-19,NPORT-P,SEC N-PORT,VanEck Vectors Semiconductor ETF,0001752724-19-167594,https://www.sec.gov/Archives/edgar/data/1137360/000175272419167594/primary_doc.xml,NVIDIA CORP,NVDA,67066G104,418016.0,72764045.12,5.347401260752
2019-09-30,2019-11-19,NPORT-P,SEC N-PORT,VanEck Vectors Semiconductor ETF,0001752724-19-167594,https://www.sec.gov/Archives/edgar/data/1137360/000175272419167594/primary_doc.xml,ASML HOLDING NV,ASML,000000000,283958.0,70540846.36,5.184019252062
2019-09-30,2019-11-19,NPORT-P,SEC N-PORT,VanEck Vectors Semiconductor ETF,0001752724-19-167594,https://www.sec.gov/Archives/edgar/data/1137360/000175272419167594/primary_doc.xml,QUALCOMM INC,QCOM,747525103,871597.0,66485419.16,4.88598749082
2019-09-30,2019-11-19,NPORT-P,SEC N-PORT,VanEck Vectors Semiconductor ETF,0001752724-19-167594,https://www.sec.gov/Archives/edgar/data/1137360/000175272419167594/primary_doc.xml,BROADCOM INC,AVGO,11135F101,233680.0,64512037.6,4.740964450602
2019-09-30,2019-11-19,NPORT-P,SEC N-PORT,VanEck Vectors Semiconductor ETF,0001752724-19-167594,https://www.sec.gov/Archives/edgar/data/1137360/000175272419167594/primary_doc.xml,NXP SEMICONDUCTORS NV,NXPI,000000000,569764.0,62172647.68,4.569043598937
2019-09-30,2019-11-19,NPORT-P,SEC N-PORT,VanEck Vectors Semiconductor ETF,0001752724-19-167594,https://www.sec.gov/Archives/edgar/data/1137360/000175272419167594/primary_doc.xml,ANALOG DEVICES INC,ADI,032654105,544816.0,60872291.68,4.4734809443
2019-09-30,2019-11-19,NPORT-P,SEC N-PORT,VanEck Vectors Semiconductor ETF,0001752724-19-167594,https://www.sec.gov/Archives/edgar/data/1137360/000175272419167594/primary_doc.xml,LAM RESEARCH CORP,LRCX,512807108,262595.0,60688330.45,4.459961705346
2019-09-30,2019-11-19,NPORT-P,SEC N-PORT,VanEck Vectors Semiconductor ETF,0001752724-19-167594,https://www.sec.gov/Archives/edgar/data/1137360/000175272419167594/primary_doc.xml,APPLIED MATERIALS INC,AMAT,038222105,1215605.0,60658689.5,4.457783403506
2019-09-30,2019-11-19,NPORT-P,SEC N-PORT,VanEck Vectors Semiconductor ETF,0001752724-19-167594,https://www.sec.gov/Archives/edgar/data/1137360/000175272419167594/primary_doc.xml,ADVANCED MICRO DEVICES INC,AMD,007903107,2080201.0,60305026.99,4.431792883755
2019-09-30,2019-11-19,NPORT-P,SEC N-PORT,VanEck Vectors Semiconductor ETF,0001752724-19-167594,https://www.sec.gov/Archives/edgar/data/1137360/000175272419167594/primary_doc.xml,MICRON TECHNOLOGY INC,MU,595112103,1241629.0,53203802.65,3.90992668011
2019-09-30,2019-11-19,NPORT-P,SEC N-PORT,VanEck Vectors Semiconductor ETF,0001752724-19-167594,https://www.sec.gov/Archives/edgar/data/1137360/000175272419167594/primary_doc.xml,XILINX INC,XLNX,983919101,502928.0,48230795.2,3.54446230462
2019-09-30,2019-11-19,NPORT-P,SEC N-PORT,VanEck Vectors Semiconductor ETF,0001752724-19-167594,https://www.sec.gov/Archives/edgar/data/1137360/000175272419167594/primary_doc.xml,KLA-TENCOR CORP,KLAC,482480100,265576.0,42346093.2,3.111997852678
2019-09-30,2019-11-19,NPORT-P,SEC N-PORT,VanEck Vectors Semiconductor ETF,0001752724-19-167594,https://www.sec.gov/Archives/edgar/data/1137360/000175272419167594/primary_doc.xml,MICROCHIP TECHNOLOGY INC,MCHP,595017104,361364.0,33574329.24,2.467364344722
2019-09-30,2019-11-19,NPORT-P,SEC N-PORT,VanEck Vectors Semiconductor ETF,0001752724-19-167594,https://www.sec.gov/Archives/edgar/data/1137360/000175272419167594/primary_doc.xml,CADENCE DESIGN SYSTEMS INC,CDNS,127387108,467129.0,30867884.32,2.268468764447
2019-09-30,2019-11-19,NPORT-P,SEC N-PORT,VanEck Vectors Semiconductor ETF,0001752724-19-167594,https://www.sec.gov/Archives/edgar/data/1137360/000175272419167594/primary_doc.xml,STMicroelectronics NV,STM,861012102,1428584.0,27628814.56,2.030430792675
2019-09-30,2019-11-19,NPORT-P,SEC N-PORT,VanEck Vectors Semiconductor ETF,0001752724-19-167594,https://www.sec.gov/Archives/edgar/data/1137360/000175272419167594/primary_doc.xml,MAXIM INTEGRATED PRODUCTS INC,MXIM,57772K101,452309.0,26193214.19,1.9249290821
2019-09-30,2019-11-19,NPORT-P,SEC N-PORT,VanEck Vectors Semiconductor ETF,0001752724-19-167594,https://www.sec.gov/Archives/edgar/data/1137360/000175272419167594/primary_doc.xml,SKYWORKS SOLUTIONS INC,SWKS,83088M102,324768.0,25737864.0,1.891465574456
2019-09-30,2019-11-19,NPORT-P,SEC N-PORT,VanEck Vectors Semiconductor ETF,0001752724-19-167594,https://www.sec.gov/Archives/edgar/data/1137360/000175272419167594/primary_doc.xml,MARVELL TECHNOLOGY GROUP LTD,MRVL,000000000,912966.0,22796761.02,1.675325064987
2019-09-30,2019-11-19,NPORT-P,SEC N-PORT,VanEck Vectors Semiconductor ETF,0001752724-19-167594,https://www.sec.gov/Archives/edgar/data/1137360/000175272419167594/primary_doc.xml,TERADYNE INC,TER,880770102,291844.0,16900686.04,1.242024817185
2019-09-30,2019-11-19,NPORT-P,SEC N-PORT,VanEck Vectors Semiconductor ETF,0001752724-19-167594,https://www.sec.gov/Archives/edgar/data/1137360/000175272419167594/primary_doc.xml,ON SEMICONDUCTOR CORP,ON,682189105,704870.0,13540552.7,0.995089930196
2019-09-30,2019-11-19,NPORT-P,SEC N-PORT,VanEck Vectors Semiconductor ETF,0001752724-19-167594,https://www.sec.gov/Archives/edgar/data/1137360/000175272419167594/primary_doc.xml,UNIVERSAL DISPLAY CORP,OLED,91347P105,78549.0,13188377.1,0.96920868288
2019-09-30,2019-11-19,NPORT-P,SEC N-PORT,VanEck Vectors Semiconductor ETF,0001752724-19-167594,https://www.sec.gov/Archives/edgar/data/1137360/000175272419167594/primary_doc.xml,QORVO INC,QRVO,74736K101,158287.0,11735398.18,0.862429829453
2019-12-31,2020-02-25,NPORT-P,SEC N-PORT,VanEck Vectors Semiconductor ETF,0001752724-20-035152,https://www.sec.gov/Archives/edgar/data/1137360/000175272420035152/primary_doc.xml,Taiwan Semiconductor Manufacturing Co Ltd,TSM,874039100,3402426.0,197680950.6,13.27545581859
2019-12-31,2020-02-25,NPORT-P,SEC N-PORT,VanEck Vectors Semiconductor ETF,0001752724-20-035152,https://www.sec.gov/Archives/edgar/data/1137360/000175272420035152/primary_doc.xml,Intel Corp,INTC,458140100,2647587.0,158458081.95,10.64140606184
2019-12-31,2020-02-25,NPORT-P,SEC N-PORT,VanEck Vectors Semiconductor ETF,0001752724-20-035152,https://www.sec.gov/Archives/edgar/data/1137360/000175272420035152/primary_doc.xml,NVIDIA Corp,NVDA,67066G104,382148.0,89919424.4,6.038626090337
2019-12-31,2020-02-25,NPORT-P,SEC N-PORT,VanEck Vectors Semiconductor ETF,0001752724-20-035152,https://www.sec.gov/Archives/edgar/data/1137360/000175272420035152/primary_doc.xml,Advanced Micro Devices Inc,AMD,007903107,1614577.0,74044501.22,4.972530239117
2019-12-31,2020-02-25,NPORT-P,SEC N-PORT,VanEck Vectors Semiconductor ETF,0001752724-20-035152,https://www.sec.gov/Archives/edgar/data/1137360/000175272420035152/primary_doc.xml,Texas Instruments Inc,TXN,882508104,576322.0,73936349.38,4.965267197488
2019-12-31,2020-02-25,NPORT-P,SEC N-PORT,VanEck Vectors Semiconductor ETF,0001752724-20-035152,https://www.sec.gov/Archives/edgar/data/1137360/000175272420035152/primary_doc.xml,ASML Holding NV,ASML,000000000,249292.0,73775474.48,4.954463487667
2019-12-31,2020-02-25,NPORT-P,SEC N-PORT,VanEck Vectors Semiconductor ETF,0001752724-20-035152,https://www.sec.gov/Archives/edgar/data/1137360/000175272420035152/primary_doc.xml,QUALCOMM Inc,QCOM,747525103,813987.0,71818073.01,4.823012294948
2019-12-31,2020-02-25,NPORT-P,SEC N-PORT,VanEck Vectors Semiconductor ETF,0001752724-20-035152,https://www.sec.gov/Archives/edgar/data/1137360/000175272420035152/primary_doc.xml,Broadcom Inc,AVGO,11135F101,221477.0,69991161.54,4.700324284642
2019-12-31,2020-02-25,NPORT-P,SEC N-PORT,VanEck Vectors Semiconductor ETF,0001752724-20-035152,https://www.sec.gov/Archives/edgar/data/1137360/000175272420035152/primary_doc.xml,Micron Technology Inc,MU,595112103,1293698.0,69575078.44,4.672381820818
2019-12-31,2020-02-25,NPORT-P,SEC N-PORT,VanEck Vectors Semiconductor ETF,0001752724-20-035152,https://www.sec.gov/Archives/edgar/data/1137360/000175272420035152/primary_doc.xml,Lam Research Corp,LRCX,512807108,231396.0,67660190.4,4.543785658692
2019-12-31,2020-02-25,NPORT-P,SEC N-PORT,VanEck Vectors Semiconductor ETF,0001752724-20-035152,https://www.sec.gov/Archives/edgar/data/1137360/000175272420035152/primary_doc.xml,NXP Semiconductors NV,NXPI,000000000,524935.0,66803228.1,4.486235524917
2019-12-31,2020-02-25,NPORT-P,SEC N-PORT,VanEck Vectors Semiconductor ETF,0001752724-20-035152,https://www.sec.gov/Archives/edgar/data/1137360/000175272420035152/primary_doc.xml,Applied Materials Inc,AMAT,038222105,1079393.0,65886148.72,4.424648170372
2019-12-31,2020-02-25,NPORT-P,SEC N-PORT,VanEck Vectors Semiconductor ETF,0001752724-20-035152,https://www.sec.gov/Archives/edgar/data/1137360/000175272420035152/primary_doc.xml,Analog Devices Inc,ADI,032654105,550096.0,65373408.64,4.390214613381
2019-12-31,2020-02-25,NPORT-P,SEC N-PORT,VanEck Vectors Semiconductor ETF,0001752724-20-035152,https://www.sec.gov/Archives/edgar/data/1137360/000175272420035152/primary_doc.xml,Xilinx Inc,XLNX,983919101,469414.0,45894606.78,3.082096796734
2019-12-31,2020-02-25,NPORT-P,SEC N-PORT,VanEck Vectors Semiconductor ETF,0001752724-20-035152,https://www.sec.gov/Archives/edgar/data/1137360/000175272420035152/primary_doc.xml,KLA Corp,KLAC,482480100,249807.0,44508113.19,2.988985475988
2019-12-31,2020-02-25,NPORT-P,SEC N-PORT,VanEck Vectors Semiconductor ETF,0001752724-20-035152,https://www.sec.gov/Archives/edgar/data/1137360/000175272420035152/primary_doc.xml,STMicroelectronics NV,STM,861012102,1356407.0,36500912.37,2.4512541448
2019-12-31,2020-02-25,NPORT-P,SEC N-PORT,VanEck Vectors Semiconductor ETF,0001752724-20-035152,https://www.sec.gov/Archives/edgar/data/1137360/000175272420035152/primary_doc.xml,Microchip Technology Inc,MCHP,595017104,344448.0,36070594.56,2.42235573523
2019-12-31,2020-02-25,NPORT-P,SEC N-PORT,VanEck Vectors Semiconductor ETF,0001752724-20-035152,https://www.sec.gov/Archives/edgar/data/1137360/000175272420035152/primary_doc.xml,Skyworks Solutions Inc,SWKS,83088M102,281794.0,34063258.72,2.2875511515
2019-12-31,2020-02-25,NPORT-P,SEC N-PORT,VanEck Vectors Semiconductor ETF,0001752724-20-035152,https://www.sec.gov/Archives/edgar/data/1137360/000175272420035152/primary_doc.xml,Cadence Design Systems Inc,CDNS,127387108,477365.0,33110036.4,2.223536582792
2019-12-31,2020-02-25,NPORT-P,SEC N-PORT,VanEck Vectors Semiconductor ETF,0001752724-20-035152,https://www.sec.gov/Archives/edgar/data/1137360/000175272420035152/primary_doc.xml,Maxim Integrated Products Inc,MXIM,57772K101,428402.0,26351007.02,1.769627414314
2019-12-31,2020-02-25,NPORT-P,SEC N-PORT,VanEck Vectors Semiconductor ETF,0001752724-20-035152,https://www.sec.gov/Archives/edgar/data/1137360/000175272420035152/primary_doc.xml,Marvell Technology Group Ltd,MRVL,000000000,744853.0,19783295.68,1.328566394227
2019-12-31,2020-02-25,NPORT-P,SEC N-PORT,VanEck Vectors Semiconductor ETF,0001752724-20-035152,https://www.sec.gov/Archives/edgar/data/1137360/000175272420035152/primary_doc.xml,Teradyne Inc,TER,880770102,273231.0,18631621.89,1.251224624723
2019-12-31,2020-02-25,NPORT-P,SEC N-PORT,VanEck Vectors Semiconductor ETF,0001752724-20-035152,https://www.sec.gov/Archives/edgar/data/1137360/000175272420035152/primary_doc.xml,Qorvo Inc,QRVO,74736K101,153737.0,17868851.51,1.200000040621
2019-12-31,2020-02-25,NPORT-P,SEC N-PORT,VanEck Vectors Semiconductor ETF,0001752724-20-035152,https://www.sec.gov/Archives/edgar/data/1137360/000175272420035152/primary_doc.xml,ON Semiconductor Corp,ON,682189105,650243.0,15852924.34,1.064618497798
2019-12-31,2020-02-25,NPORT-P,SEC N-PORT,VanEck Vectors Semiconductor ETF,0001752724-20-035152,https://www.sec.gov/Archives/edgar/data/1137360/000175272420035152/primary_doc.xml,Universal Display Corp,OLED,91347P105,74588.0,15370349.16,1.032210693901
2020-03-31,2020-05-22,NPORT-P,SEC N-PORT,VanEck Vectors Semiconductor ETF,0001752724-20-100662,https://www.sec.gov/Archives/edgar/data/1137360/000175272420100662/primary_doc.xml,Taiwan Semiconductor Manufacturing Co Ltd,TSM,874039100,4921568.0,235201734.72,12.38273587077
2020-03-31,2020-05-22,NPORT-P,SEC N-PORT,VanEck Vectors Semiconductor ETF,0001752724-20-100662,https://www.sec.gov/Archives/edgar/data/1137360/000175272420100662/primary_doc.xml,Intel Corp,INTC,458140100,3860846.0,208948985.52,11.00059955442
2020-03-31,2020-05-22,NPORT-P,SEC N-PORT,VanEck Vectors Semiconductor ETF,0001752724-20-100662,https://www.sec.gov/Archives/edgar/data/1137360/000175272420100662/primary_doc.xml,NVIDIA Corp,NVDA,67066G104,552474.0,145632146.4,7.667139042626
2020-03-31,2020-05-22,NPORT-P,SEC N-PORT,VanEck Vectors Semiconductor ETF,0001752724-20-100662,https://www.sec.gov/Archives/edgar/data/1137360/000175272420100662/primary_doc.xml,ASML Holding NV,ASML,000000000,373987.0,97849958.68,5.151535955902
2020-03-31,2020-05-22,NPORT-P,SEC N-PORT,VanEck Vectors Semiconductor ETF,0001752724-20-100662,https://www.sec.gov/Archives/edgar/data/1137360/000175272420100662/primary_doc.xml,Broadcom Inc,AVGO,11135F101,401609.0,95221493.9,5.013154386756
2020-03-31,2020-05-22,NPORT-P,SEC N-PORT,VanEck Vectors Semiconductor ETF,0001752724-20-100662,https://www.sec.gov/Archives/edgar/data/1137360/000175272420100662/primary_doc.xml,Texas Instruments Inc,TXN,882508104,927559.0,92690970.87,4.879929186131
2020-03-31,2020-05-22,NPORT-P,SEC N-PORT,VanEck Vectors Semiconductor ETF,0001752724-20-100662,https://www.sec.gov/Archives/edgar/data/1137360/000175272420100662/primary_doc.xml,QUALCOMM Inc,QCOM,747525103,1323864.0,89559399.6,4.715060419567
2020-03-31,2020-05-22,NPORT-P,SEC N-PORT,VanEck Vectors Semiconductor ETF,0001752724-20-100662,https://www.sec.gov/Archives/edgar/data/1137360/000175272420100662/primary_doc.xml,Advanced Micro Devices Inc,AMD,007903107,1945452.0,88479156.96,4.658188563144
2020-03-31,2020-05-22,NPORT-P,SEC N-PORT,VanEck Vectors Semiconductor ETF,0001752724-20-100662,https://www.sec.gov/Archives/edgar/data/1137360/000175272420100662/primary_doc.xml,Micron Technology Inc,MU,595112103,2033571.0,85531996.26,4.503028514855
2020-03-31,2020-05-22,NPORT-P,SEC N-PORT,VanEck Vectors Semiconductor ETF,0001752724-20-100662,https://www.sec.gov/Archives/edgar/data/1137360/000175272420100662/primary_doc.xml,Analog Devices Inc,ADI,032654105,941731.0,84426184.15,4.44481049492
2020-03-31,2020-05-22,NPORT-P,SEC N-PORT,VanEck Vectors Semiconductor ETF,0001752724-20-100662,https://www.sec.gov/Archives/edgar/data/1137360/000175272420100662/primary_doc.xml,Applied Materials Inc,AMAT,038222105,1693781.0,77609045.42,4.085906559162
2020-03-31,2020-05-22,NPORT-P,SEC N-PORT,VanEck Vectors Semiconductor ETF,0001752724-20-100662,https://www.sec.gov/Archives/edgar/data/1137360/000175272420100662/primary_doc.xml,Lam Research Corp,LRCX,512807108,321399.0,77135760.0,4.06098936051
2020-03-31,2020-05-22,NPORT-P,SEC N-PORT,VanEck Vectors Semiconductor ETF,0001752724-20-100662,https://www.sec.gov/Archives/edgar/data/1137360/000175272420100662/primary_doc.xml,NXP Semiconductors NV,NXPI,000000000,870613.0,72199936.09,3.801131567135
2020-03-31,2020-05-22,NPORT-P,SEC N-PORT,VanEck Vectors Semiconductor ETF,0001752724-20-100662,https://www.sec.gov/Archives/edgar/data/1137360/000175272420100662/primary_doc.xml,KLA Corp,KLAC,482480100,419971.0,60366631.54,3.178140053508
2020-03-31,2020-05-22,NPORT-P,SEC N-PORT,VanEck Vectors Semiconductor ETF,0001752724-20-100662,https://www.sec.gov/Archives/edgar/data/1137360/000175272420100662/primary_doc.xml,Xilinx Inc,XLNX,983919101,754787.0,58828098.78,3.097140460463
2020-03-31,2020-05-22,NPORT-P,SEC N-PORT,VanEck Vectors Semiconductor ETF,0001752724-20-100662,https://www.sec.gov/Archives/edgar/data/1137360/000175272420100662/primary_doc.xml,Cadence Design Systems Inc,CDNS,127387108,783626.0,51750661.04,2.724532485099
2020-03-31,2020-05-22,NPORT-P,SEC N-PORT,VanEck Vectors Semiconductor ETF,0001752724-20-100662,https://www.sec.gov/Archives/edgar/data/1137360/000175272420100662/primary_doc.xml,STMicroelectronics NV,STM,861012102,2261365.0,48325370.05,2.544200168842
2020-03-31,2020-05-22,NPORT-P,SEC N-PORT,VanEck Vectors Semiconductor ETF,0001752724-20-100662,https://www.sec.gov/Archives/edgar/data/1137360/000175272420100662/primary_doc.xml,Skyworks Solutions Inc,SWKS,83088M102,509431.0,45532942.78,2.397186417587
2020-03-31,2020-05-22,NPORT-P,SEC N-PORT,VanEck Vectors Semiconductor ETF,0001752724-20-100662,https://www.sec.gov/Archives/edgar/data/1137360/000175272420100662/primary_doc.xml,Microchip Technology Inc,MCHP,595017104,585038.0,39665576.4,2.088285429986
2020-03-31,2020-05-22,NPORT-P,SEC N-PORT,VanEck Vectors Semiconductor ETF,0001752724-20-100662,https://www.sec.gov/Archives/edgar/data/1137360/000175272420100662/primary_doc.xml,Maxim Integrated Products Inc,MXIM,57772K101,721639.0,35078871.79,1.846807824514
2020-03-31,2020-05-22,NPORT-P,SEC N-PORT,VanEck Vectors Semiconductor ETF,0001752724-20-100662,https://www.sec.gov/Archives/edgar/data/1137360/000175272420100662/primary_doc.xml,Marvell Technology Group Ltd,MRVL,000000000,1294656.0,29298065.28,1.542463980203
2020-03-31,2020-05-22,NPORT-P,SEC N-PORT,VanEck Vectors Semiconductor ETF,0001752724-20-100662,https://www.sec.gov/Archives/edgar/data/1137360/000175272420100662/primary_doc.xml,Teradyne Inc,TER,880770102,446788.0,24202505.96,1.274196549061
2020-03-31,2020-05-22,NPORT-P,SEC N-PORT,VanEck Vectors Semiconductor ETF,0001752724-20-100662,https://www.sec.gov/Archives/edgar/data/1137360/000175272420100662/primary_doc.xml,Qorvo Inc,QRVO,74736K101,291671.0,23517432.73,1.238129294416
2020-03-31,2020-05-22,NPORT-P,SEC N-PORT,VanEck Vectors Semiconductor ETF,0001752724-20-100662,https://www.sec.gov/Archives/edgar/data/1137360/000175272420100662/primary_doc.xml,Universal Display Corp,OLED,91347P105,130130.0,17148531.4,0.902823846731
2020-03-31,2020-05-22,NPORT-P,SEC N-PORT,VanEck Vectors Semiconductor ETF,0001752724-20-100662,https://www.sec.gov/Archives/edgar/data/1137360/000175272420100662/primary_doc.xml,ON Semiconductor Corp,ON,682189105,1068756.0,13295324.64,0.699962921316
