period_end,filing_date,form,source_type,series,accession,source_url,security_name,ticker_guess,cusip,shares,market_value_usd,pct_value
2013-12-31,2014-02-25,N-Q,SEC shareholder/N-Q report,VanEck/Market Vectors Semiconductor ETF,0000930413-14-000847,https://www.sec.gov/Archives/edgar/data/1137360/000093041314000847/c76524_nq.htm,"Applied Materials, Inc.",AMAT,,779803.0,13794715.0,
2013-12-31,2014-02-25,N-Q,SEC shareholder/N-Q report,VanEck/Market Vectors Semiconductor ETF,0000930413-14-000847,https://www.sec.gov/Archives/edgar/data/1137360/000093041314000847/c76524_nq.htm,"Analog Devices, Inc.",ADI,,263548.0,13422500.0,
2013-12-31,2014-02-25,N-Q,SEC shareholder/N-Q report,VanEck/Market Vectors Semiconductor ETF,0000930413-14-000847,https://www.sec.gov/Archives/edgar/data/1137360/000093041314000847/c76524_nq.htm,Broadcom Corp.,BRCM,,383521.0,11371398.0,
2013-12-31,2014-02-25,N-Q,SEC shareholder/N-Q report,VanEck/Market Vectors Semiconductor ETF,0000930413-14-000847,https://www.sec.gov/Archives/edgar/data/1137360/000093041314000847/c76524_nq.htm,"Xilinx, Inc.",XLNX,,227278.0,10436606.0,
2013-12-31,2014-02-25,N-Q,SEC shareholder/N-Q report,VanEck/Market Vectors Semiconductor ETF,0000930413-14-000847,https://www.sec.gov/Archives/edgar/data/1137360/000093041314000847/c76524_nq.htm,KLA-Tencor Corp.,KLAC,,141169.0,9099754.0,
2013-12-31,2014-02-25,N-Q,SEC shareholder/N-Q report,VanEck/Market Vectors Semiconductor ETF,0000930413-14-000847,https://www.sec.gov/Archives/edgar/data/1137360/000093041314000847/c76524_nq.htm,Linear Technology Corp.,LLTC,,198374.0,9035936.0,
2013-12-31,2014-02-25,N-Q,SEC shareholder/N-Q report,VanEck/Market Vectors Semiconductor ETF,0000930413-14-000847,https://www.sec.gov/Archives/edgar/data/1137360/000093041314000847/c76524_nq.htm,Altera Corp.,ALTR,,272036.0,8849331.0,
2013-12-31,2014-02-25,N-Q,SEC shareholder/N-Q report,VanEck/Market Vectors Semiconductor ETF,0000930413-14-000847,https://www.sec.gov/Archives/edgar/data/1137360/000093041314000847/c76524_nq.htm,Avago Technologies Ltd.,AVGO,,159460.0,8433839.0,
2013-12-31,2014-02-25,N-Q,SEC shareholder/N-Q report,VanEck/Market Vectors Semiconductor ETF,0000930413-14-000847,https://www.sec.gov/Archives/edgar/data/1137360/000093041314000847/c76524_nq.htm,NVIDIA Corp.,NVDA,,482134.0,7723787.0,
2013-12-31,2014-02-25,N-Q,SEC shareholder/N-Q report,VanEck/Market Vectors Semiconductor ETF,0000930413-14-000847,https://www.sec.gov/Archives/edgar/data/1137360/000093041314000847/c76524_nq.htm,"Microchip Technology, Inc.",MCHP,,168047.0,7520103.0,
2013-12-31,2014-02-25,N-Q,SEC shareholder/N-Q report,VanEck/Market Vectors Semiconductor ETF,0000930413-14-000847,https://www.sec.gov/Archives/edgar/data/1137360/000093041314000847/c76524_nq.htm,Lam Research Corp.,LRCX,,137636.0,7494280.0,
2013-12-31,2014-02-25,N-Q,SEC shareholder/N-Q report,VanEck/Market Vectors Semiconductor ETF,0000930413-14-000847,https://www.sec.gov/Archives/edgar/data/1137360/000093041314000847/c76524_nq.htm,"Maxim Integrated Products, Inc.",MXIM,,239534.0,6685394.0,
2013-12-31,2014-02-25,N-Q,SEC shareholder/N-Q report,VanEck/Market Vectors Semiconductor ETF,0000930413-14-000847,https://www.sec.gov/Archives/edgar/data/1137360/000093041314000847/c76524_nq.htm,"Cree, Inc.",CREE,,102242.0,6397282.0,
2013-12-31,2014-02-25,N-Q,SEC shareholder/N-Q report,VanEck/Market Vectors Semiconductor ETF,0000930413-14-000847,https://www.sec.gov/Archives/edgar/data/1137360/000093041314000847/c76524_nq.htm,"Skyworks Solutions, Inc.",SWKS,,159630.0,4559033.0,
2013-12-31,2014-02-25,N-Q,SEC shareholder/N-Q report,VanEck/Market Vectors Semiconductor ETF,0000930413-14-000847,https://www.sec.gov/Archives/edgar/data/1137360/000093041314000847/c76524_nq.htm,Marvell Technology Group Ltd.,MRVL,,291887.0,4197335.0,
2013-12-31,2014-02-25,N-Q,SEC shareholder/N-Q report,VanEck/Market Vectors Semiconductor ETF,0000930413-14-000847,https://www.sec.gov/Archives/edgar/data/1137360/000093041314000847/c76524_nq.htm,ON Semiconductor Corp.,ON,,376794.0,3104783.0,
2013-12-31,2014-02-25,N-Q,SEC shareholder/N-Q report,VanEck/Market Vectors Semiconductor ETF,0000930413-14-000847,https://www.sec.gov/Archives/edgar/data/1137360/000093041314000847/c76524_nq.htm,"Teradyne, Inc.",TER,,162354.0,2860677.0,
2013-12-31,2014-02-25,N-Q,SEC shareholder/N-Q report,VanEck/Market Vectors Semiconductor ETF,0000930413-14-000847,https://www.sec.gov/Archives/edgar/data/1137360/000093041314000847/c76524_nq.htm,Atmel Corp.,ATML,,360919.0,2825996.0,
2013-12-31,2014-02-25,N-Q,SEC shareholder/N-Q report,VanEck/Market Vectors Semiconductor ETF,0000930413-14-000847,https://www.sec.gov/Archives/edgar/data/1137360/000093041314000847/c76524_nq.htm,"Advanced Micro Devices, Inc. *",AMD,,486066.0,1881075.0,
2014-03-31,2014-06-05,N-CSRS,SEC shareholder/N-Q report,VanEck/Market Vectors Semiconductor ETF,0000930413-14-002765,https://www.sec.gov/Archives/edgar/data/1137360/000093041314002765/c77036_ncsrs.htm,Intel Corp.,INTC,,2328980.0,60110974.0,
2014-03-31,2014-06-05,N-CSRS,SEC shareholder/N-Q report,VanEck/Market Vectors Semiconductor ETF,0000930413-14-002765,https://www.sec.gov/Archives/edgar/data/1137360/000093041314002765/c77036_ncsrs.htm,Taiwan Semiconductor Manufacturing Co. Ltd.,TSM,,2132187.0,42686384.0,
2014-03-31,2014-06-05,N-CSRS,SEC shareholder/N-Q report,VanEck/Market Vectors Semiconductor ETF,0000930413-14-002765,https://www.sec.gov/Archives/edgar/data/1137360/000093041314002765/c77036_ncsrs.htm,ARM Holdings Plc,ARMH,,336348.0,17143658.0,
2014-03-31,2014-06-05,N-CSRS,SEC shareholder/N-Q report,VanEck/Market Vectors Semiconductor ETF,0000930413-14-002765,https://www.sec.gov/Archives/edgar/data/1137360/000093041314002765/c77036_ncsrs.htm,"Texas Instruments, Inc.",TXN,,361153.0,17028364.0,
2014-03-31,2014-06-05,N-CSRS,SEC shareholder/N-Q report,VanEck/Market Vectors Semiconductor ETF,0000930413-14-002765,https://www.sec.gov/Archives/edgar/data/1137360/000093041314002765/c77036_ncsrs.htm,ASML Holding N.V.,ASML,,182001.0,16991613.0,
2014-03-31,2014-06-05,N-CSRS,SEC shareholder/N-Q report,VanEck/Market Vectors Semiconductor ETF,0000930413-14-002765,https://www.sec.gov/Archives/edgar/data/1137360/000093041314002765/c77036_ncsrs.htm,"Micron Technology, Inc.",MU,,666335.0,15765486.0,
2014-03-31,2014-06-05,N-CSRS,SEC shareholder/N-Q report,VanEck/Market Vectors Semiconductor ETF,0000930413-14-002765,https://www.sec.gov/Archives/edgar/data/1137360/000093041314002765/c77036_ncsrs.htm,"Applied Materials, Inc.",AMAT,,763539.0,15591466.0,
2014-03-31,2014-06-05,N-CSRS,SEC shareholder/N-Q report,VanEck/Market Vectors Semiconductor ETF,0000930413-14-002765,https://www.sec.gov/Archives/edgar/data/1137360/000093041314002765/c77036_ncsrs.htm,Broadcom Corp.,BRCM,,486658.0,15319994.0,
2014-03-31,2014-06-05,N-CSRS,SEC shareholder/N-Q report,VanEck/Market Vectors Semiconductor ETF,0000930413-14-002765,https://www.sec.gov/Archives/edgar/data/1137360/000093041314002765/c77036_ncsrs.htm,"Analog Devices, Inc.",ADI,,287965.0,15302460.0,
2014-03-31,2014-06-05,N-CSRS,SEC shareholder/N-Q report,VanEck/Market Vectors Semiconductor ETF,0000930413-14-002765,https://www.sec.gov/Archives/edgar/data/1137360/000093041314002765/c77036_ncsrs.htm,"Xilinx, Inc.",XLNX,,255586.0,13870652.0,
2014-03-31,2014-06-05,N-CSRS,SEC shareholder/N-Q report,VanEck/Market Vectors Semiconductor ETF,0000930413-14-002765,https://www.sec.gov/Archives/edgar/data/1137360/000093041314002765/c77036_ncsrs.htm,Avago Technologies Ltd.,AVGO,,186010.0,11980904.0,
2014-03-31,2014-06-05,N-CSRS,SEC shareholder/N-Q report,VanEck/Market Vectors Semiconductor ETF,0000930413-14-002765,https://www.sec.gov/Archives/edgar/data/1137360/000093041314002765/c77036_ncsrs.htm,NXP Semiconductor NV,NXPI,,199456.0,11730007.0,
2014-03-31,2014-06-05,N-CSRS,SEC shareholder/N-Q report,VanEck/Market Vectors Semiconductor ETF,0000930413-14-002765,https://www.sec.gov/Archives/edgar/data/1137360/000093041314002765/c77036_ncsrs.htm,Altera Corp.,ALTR,,289137.0,10478325.0,
2014-03-31,2014-06-05,N-CSRS,SEC shareholder/N-Q report,VanEck/Market Vectors Semiconductor ETF,0000930413-14-002765,https://www.sec.gov/Archives/edgar/data/1137360/000093041314002765/c77036_ncsrs.htm,KLA-Tencor Corp.,KLAC,,133935.0,9260266.0,
2014-03-31,2014-06-05,N-CSRS,SEC shareholder/N-Q report,VanEck/Market Vectors Semiconductor ETF,0000930413-14-002765,https://www.sec.gov/Archives/edgar/data/1137360/000093041314002765/c77036_ncsrs.htm,NVIDIA Corp.,NVDA,,504212.0,9030437.0,
2014-03-31,2014-06-05,N-CSRS,SEC shareholder/N-Q report,VanEck/Market Vectors Semiconductor ETF,0000930413-14-002765,https://www.sec.gov/Archives/edgar/data/1137360/000093041314002765/c77036_ncsrs.htm,Lam Research Corp.,LRCX,,149705.0,8233775.0,
2014-03-31,2014-06-05,N-CSRS,SEC shareholder/N-Q report,VanEck/Market Vectors Semiconductor ETF,0000930413-14-002765,https://www.sec.gov/Archives/edgar/data/1137360/000093041314002765/c77036_ncsrs.htm,"Microchip Technology, Inc.",MCHP,,169530.0,8096753.0,
2014-03-31,2014-06-05,N-CSRS,SEC shareholder/N-Q report,VanEck/Market Vectors Semiconductor ETF,0000930413-14-002765,https://www.sec.gov/Archives/edgar/data/1137360/000093041314002765/c77036_ncsrs.htm,Linear Technology Corp.,LLTC,,147849.0,7198768.0,
2014-03-31,2014-06-05,N-CSRS,SEC shareholder/N-Q report,VanEck/Market Vectors Semiconductor ETF,0000930413-14-002765,https://www.sec.gov/Archives/edgar/data/1137360/000093041314002765/c77036_ncsrs.htm,"Maxim Integrated Products, Inc.",MXIM,,190122.0,6296841.0,
2014-03-31,2014-06-05,N-CSRS,SEC shareholder/N-Q report,VanEck/Market Vectors Semiconductor ETF,0000930413-14-002765,https://www.sec.gov/Archives/edgar/data/1137360/000093041314002765/c77036_ncsrs.htm,"Skyworks Solutions, Inc.",SWKS,,163088.0,6119062.0,
2014-03-31,2014-06-05,N-CSRS,SEC shareholder/N-Q report,VanEck/Market Vectors Semiconductor ETF,0000930413-14-002765,https://www.sec.gov/Archives/edgar/data/1137360/000093041314002765/c77036_ncsrs.htm,Marvell Technology Group Ltd.,MRVL,,372411.0,5865473.0,
2014-03-31,2014-06-05,N-CSRS,SEC shareholder/N-Q report,VanEck/Market Vectors Semiconductor ETF,0000930413-14-002765,https://www.sec.gov/Archives/edgar/data/1137360/000093041314002765/c77036_ncsrs.htm,"Cree, Inc.",CREE,,84887.0,4801209.0,
2014-03-31,2014-06-05,N-CSRS,SEC shareholder/N-Q report,VanEck/Market Vectors Semiconductor ETF,0000930413-14-002765,https://www.sec.gov/Archives/edgar/data/1137360/000093041314002765/c77036_ncsrs.htm,ON Semiconductor Corp.,ON,,385373.0,3622506.0,
2014-03-31,2014-06-05,N-CSRS,SEC shareholder/N-Q report,VanEck/Market Vectors Semiconductor ETF,0000930413-14-002765,https://www.sec.gov/Archives/edgar/data/1137360/000093041314002765/c77036_ncsrs.htm,"Teradyne, Inc. *",TER,,149089.0,2965380.0,
2014-03-31,2014-06-05,N-CSRS,SEC shareholder/N-Q report,VanEck/Market Vectors Semiconductor ETF,0000930413-14-002765,https://www.sec.gov/Archives/edgar/data/1137360/000093041314002765/c77036_ncsrs.htm,"Advanced Micro Devices, Inc. *",AMD,,711367.0,2852582.0,
2014-06-30,2014-08-27,N-Q,SEC shareholder/N-Q report,VanEck/Market Vectors Semiconductor ETF,0000930413-14-003837,https://www.sec.gov/Archives/edgar/data/1137360/000093041314003837/c78448_nq.htm,Intel Corp.,INTC,,2564165.0,79232699.0,
2014-06-30,2014-08-27,N-Q,SEC shareholder/N-Q report,VanEck/Market Vectors Semiconductor ETF,0000930413-14-003837,https://www.sec.gov/Archives/edgar/data/1137360/000093041314003837/c78448_nq.htm,Taiwan Semiconductor Manufacturing Co. Ltd.,TSM,,2990811.0,63973447.0,
2014-06-30,2014-08-27,N-Q,SEC shareholder/N-Q report,VanEck/Market Vectors Semiconductor ETF,0000930413-14-003837,https://www.sec.gov/Archives/edgar/data/1137360/000093041314003837/c78448_nq.htm,ASML Holding N.V.,ASML,,218009.0,20333699.0,
2014-06-30,2014-08-27,N-Q,SEC shareholder/N-Q report,VanEck/Market Vectors Semiconductor ETF,0000930413-14-003837,https://www.sec.gov/Archives/edgar/data/1137360/000093041314003837/c78448_nq.htm,"Micron Technology, Inc.",MU,,616478.0,20312950.0,
2014-06-30,2014-08-27,N-Q,SEC shareholder/N-Q report,VanEck/Market Vectors Semiconductor ETF,0000930413-14-003837,https://www.sec.gov/Archives/edgar/data/1137360/000093041314003837/c78448_nq.htm,"Texas Instruments, Inc.",TXN,,400032.0,19117529.0,
2014-06-30,2014-08-27,N-Q,SEC shareholder/N-Q report,VanEck/Market Vectors Semiconductor ETF,0000930413-14-003837,https://www.sec.gov/Archives/edgar/data/1137360/000093041314003837/c78448_nq.htm,"Applied Materials, Inc.",AMAT,,790825.0,17833104.0,
2014-06-30,2014-08-27,N-Q,SEC shareholder/N-Q report,VanEck/Market Vectors Semiconductor ETF,0000930413-14-003837,https://www.sec.gov/Archives/edgar/data/1137360/000093041314003837/c78448_nq.htm,ARM Holdings Plc,ARMH,,380129.0,17197036.0,
2014-06-30,2014-08-27,N-Q,SEC shareholder/N-Q report,VanEck/Market Vectors Semiconductor ETF,0000930413-14-003837,https://www.sec.gov/Archives/edgar/data/1137360/000093041314003837/c78448_nq.htm,Broadcom Corp.,BRCM,,452587.0,16800029.0,
2014-06-30,2014-08-27,N-Q,SEC shareholder/N-Q report,VanEck/Market Vectors Semiconductor ETF,0000930413-14-003837,https://www.sec.gov/Archives/edgar/data/1137360/000093041314003837/c78448_nq.htm,"Analog Devices, Inc.",ADI,,292762.0,15829641.0,
2014-06-30,2014-08-27,N-Q,SEC shareholder/N-Q report,VanEck/Market Vectors Semiconductor ETF,0000930413-14-003837,https://www.sec.gov/Archives/edgar/data/1137360/000093041314003837/c78448_nq.htm,NXP Semiconductor NV,NXPI,,214266.0,14180124.0,
2014-06-30,2014-08-27,N-Q,SEC shareholder/N-Q report,VanEck/Market Vectors Semiconductor ETF,0000930413-14-003837,https://www.sec.gov/Archives/edgar/data/1137360/000093041314003837/c78448_nq.htm,Avago Technologies Ltd.,AVGO,,186987.0,13476153.0,
2014-06-30,2014-08-27,N-Q,SEC shareholder/N-Q report,VanEck/Market Vectors Semiconductor ETF,0000930413-14-003837,https://www.sec.gov/Archives/edgar/data/1137360/000093041314003837/c78448_nq.htm,"Xilinx, Inc.",XLNX,,252944.0,11966781.0,
2014-06-30,2014-08-27,N-Q,SEC shareholder/N-Q report,VanEck/Market Vectors Semiconductor ETF,0000930413-14-003837,https://www.sec.gov/Archives/edgar/data/1137360/000093041314003837/c78448_nq.htm,Lam Research Corp.,LRCX,,147066.0,9938720.0,
2014-06-30,2014-08-27,N-Q,SEC shareholder/N-Q report,VanEck/Market Vectors Semiconductor ETF,0000930413-14-003837,https://www.sec.gov/Archives/edgar/data/1137360/000093041314003837/c78448_nq.htm,KLA-Tencor Corp.,KLAC,,128825.0,9357848.0,
2014-06-30,2014-08-27,N-Q,SEC shareholder/N-Q report,VanEck/Market Vectors Semiconductor ETF,0000930413-14-003837,https://www.sec.gov/Archives/edgar/data/1137360/000093041314003837/c78448_nq.htm,Altera Corp.,ALTR,,264966.0,9210218.0,
2014-06-30,2014-08-27,N-Q,SEC shareholder/N-Q report,VanEck/Market Vectors Semiconductor ETF,0000930413-14-003837,https://www.sec.gov/Archives/edgar/data/1137360/000093041314003837/c78448_nq.htm,"Microchip Technology, Inc.",MCHP,,184777.0,9018965.0,
2014-06-30,2014-08-27,N-Q,SEC shareholder/N-Q report,VanEck/Market Vectors Semiconductor ETF,0000930413-14-003837,https://www.sec.gov/Archives/edgar/data/1137360/000093041314003837/c78448_nq.htm,"Skyworks Solutions, Inc.",SWKS,,163177.0,7662792.0,
2014-06-30,2014-08-27,N-Q,SEC shareholder/N-Q report,VanEck/Market Vectors Semiconductor ETF,0000930413-14-003837,https://www.sec.gov/Archives/edgar/data/1137360/000093041314003837/c78448_nq.htm,NVIDIA Corp.,NVDA,,410766.0,7615602.0,
2014-06-30,2014-08-27,N-Q,SEC shareholder/N-Q report,VanEck/Market Vectors Semiconductor ETF,0000930413-14-003837,https://www.sec.gov/Archives/edgar/data/1137360/000093041314003837/c78448_nq.htm,Linear Technology Corp.,LLTC,,147800.0,6956946.0,
2014-06-30,2014-08-27,N-Q,SEC shareholder/N-Q report,VanEck/Market Vectors Semiconductor ETF,0000930413-14-003837,https://www.sec.gov/Archives/edgar/data/1137360/000093041314003837/c78448_nq.htm,"Maxim Integrated Products, Inc.",MXIM,,189966.0,6422751.0,
2014-06-30,2014-08-27,N-Q,SEC shareholder/N-Q report,VanEck/Market Vectors Semiconductor ETF,0000930413-14-003837,https://www.sec.gov/Archives/edgar/data/1137360/000093041314003837/c78448_nq.htm,Marvell Technology Group Ltd.,MRVL,,383903.0,5501330.0,
2014-06-30,2014-08-27,N-Q,SEC shareholder/N-Q report,VanEck/Market Vectors Semiconductor ETF,0000930413-14-003837,https://www.sec.gov/Archives/edgar/data/1137360/000093041314003837/c78448_nq.htm,"Cree, Inc.",CREE,,75839.0,3788158.0,
2014-06-30,2014-08-27,N-Q,SEC shareholder/N-Q report,VanEck/Market Vectors Semiconductor ETF,0000930413-14-003837,https://www.sec.gov/Archives/edgar/data/1137360/000093041314003837/c78448_nq.htm,ON Semiconductor Corp.,ON,,390101.0,3565523.0,
2014-06-30,2014-08-27,N-Q,SEC shareholder/N-Q report,VanEck/Market Vectors Semiconductor ETF,0000930413-14-003837,https://www.sec.gov/Archives/edgar/data/1137360/000093041314003837/c78448_nq.htm,"Advanced Micro Devices, Inc. *",AMD,,728366.0,3051854.0,
2014-06-30,2014-08-27,N-Q,SEC shareholder/N-Q report,VanEck/Market Vectors Semiconductor ETF,0000930413-14-003837,https://www.sec.gov/Archives/edgar/data/1137360/000093041314003837/c78448_nq.htm,"Teradyne, Inc.",TER,,146450.0,2870420.0,
2014-09-30,2014-12-04,N-CSR,SEC shareholder/N-Q report,VanEck/Market Vectors Semiconductor ETF,0000930413-14-004754,https://www.sec.gov/Archives/edgar/data/1137360/000093041314004754/c79385_ncsr.htm,Intel Corp.,INTC,,2394888.0,83390000.0,
2014-09-30,2014-12-04,N-CSR,SEC shareholder/N-Q report,VanEck/Market Vectors Semiconductor ETF,0000930413-14-004754,https://www.sec.gov/Archives/edgar/data/1137360/000093041314004754/c79385_ncsr.htm,Taiwan Semiconductor Manufacturing Co. Ltd.,TSM,,2996979.0,60479036.0,
2014-09-30,2014-12-04,N-CSR,SEC shareholder/N-Q report,VanEck/Market Vectors Semiconductor ETF,0000930413-14-004754,https://www.sec.gov/Archives/edgar/data/1137360/000093041314004754/c79385_ncsr.htm,"Micron Technology, Inc.",MU,,655376.0,22453182.0,
2014-09-30,2014-12-04,N-CSR,SEC shareholder/N-Q report,VanEck/Market Vectors Semiconductor ETF,0000930413-14-004754,https://www.sec.gov/Archives/edgar/data/1137360/000093041314004754/c79385_ncsr.htm,ASML Holding NV,ASML,,215380.0,21283852.0,
2014-09-30,2014-12-04,N-CSR,SEC shareholder/N-Q report,VanEck/Market Vectors Semiconductor ETF,0000930413-14-004754,https://www.sec.gov/Archives/edgar/data/1137360/000093041314004754/c79385_ncsr.htm,"Texas Instruments, Inc.",TXN,,438609.0,20917263.0,
2014-09-30,2014-12-04,N-CSR,SEC shareholder/N-Q report,VanEck/Market Vectors Semiconductor ETF,0000930413-14-004754,https://www.sec.gov/Archives/edgar/data/1137360/000093041314004754/c79385_ncsr.htm,Broadcom Corp.,BRCM,,465609.0,18819916.0,
2014-09-30,2014-12-04,N-CSR,SEC shareholder/N-Q report,VanEck/Market Vectors Semiconductor ETF,0000930413-14-004754,https://www.sec.gov/Archives/edgar/data/1137360/000093041314004754/c79385_ncsr.htm,"Applied Materials, Inc.",AMAT,,846352.0,18289667.0,
2014-09-30,2014-12-04,N-CSR,SEC shareholder/N-Q report,VanEck/Market Vectors Semiconductor ETF,0000930413-14-004754,https://www.sec.gov/Archives/edgar/data/1137360/000093041314004754/c79385_ncsr.htm,ARM Holdings Plc,ARMH,,407642.0,17809879.0,
2014-09-30,2014-12-04,N-CSR,SEC shareholder/N-Q report,VanEck/Market Vectors Semiconductor ETF,0000930413-14-004754,https://www.sec.gov/Archives/edgar/data/1137360/000093041314004754/c79385_ncsr.htm,Avago Technologies Ltd.,AVGO,,181573.0,15796851.0,
2014-09-30,2014-12-04,N-CSR,SEC shareholder/N-Q report,VanEck/Market Vectors Semiconductor ETF,0000930413-14-004754,https://www.sec.gov/Archives/edgar/data/1137360/000093041314004754/c79385_ncsr.htm,NXP Semiconductor NV,NXPI,,229952.0,15735615.0,
2014-09-30,2014-12-04,N-CSR,SEC shareholder/N-Q report,VanEck/Market Vectors Semiconductor ETF,0000930413-14-004754,https://www.sec.gov/Archives/edgar/data/1137360/000093041314004754/c79385_ncsr.htm,"Analog Devices, Inc.",ADI,,314907.0,15584747.0,
2014-09-30,2014-12-04,N-CSR,SEC shareholder/N-Q report,VanEck/Market Vectors Semiconductor ETF,0000930413-14-004754,https://www.sec.gov/Archives/edgar/data/1137360/000093041314004754/c79385_ncsr.htm,Lam Research Corp.,LRCX,,158323.0,11826728.0,
2014-09-30,2014-12-04,N-CSR,SEC shareholder/N-Q report,VanEck/Market Vectors Semiconductor ETF,0000930413-14-004754,https://www.sec.gov/Archives/edgar/data/1137360/000093041314004754/c79385_ncsr.htm,"Xilinx, Inc.",XLNX,,272489.0,11539909.0,
2014-09-30,2014-12-04,N-CSR,SEC shareholder/N-Q report,VanEck/Market Vectors Semiconductor ETF,0000930413-14-004754,https://www.sec.gov/Archives/edgar/data/1137360/000093041314004754/c79385_ncsr.htm,KLA-Tencor Corp.,KLAC,,138463.0,10908115.0,
2014-09-30,2014-12-04,N-CSR,SEC shareholder/N-Q report,VanEck/Market Vectors Semiconductor ETF,0000930413-14-004754,https://www.sec.gov/Archives/edgar/data/1137360/000093041314004754/c79385_ncsr.htm,"Skyworks Solutions, Inc.",SWKS,,175524.0,10189168.0,
2014-09-30,2014-12-04,N-CSR,SEC shareholder/N-Q report,VanEck/Market Vectors Semiconductor ETF,0000930413-14-004754,https://www.sec.gov/Archives/edgar/data/1137360/000093041314004754/c79385_ncsr.htm,Altera Corp.,ALTR,,282137.0,10094862.0,
2014-09-30,2014-12-04,N-CSR,SEC shareholder/N-Q report,VanEck/Market Vectors Semiconductor ETF,0000930413-14-004754,https://www.sec.gov/Archives/edgar/data/1137360/000093041314004754/c79385_ncsr.htm,"Microchip Technology, Inc.",MCHP,,198303.0,9365851.0,
2014-09-30,2014-12-04,N-CSR,SEC shareholder/N-Q report,VanEck/Market Vectors Semiconductor ETF,0000930413-14-004754,https://www.sec.gov/Archives/edgar/data/1137360/000093041314004754/c79385_ncsr.htm,NVIDIA Corp.,NVDA,,432818.0,7985492.0,
2014-09-30,2014-12-04,N-CSR,SEC shareholder/N-Q report,VanEck/Market Vectors Semiconductor ETF,0000930413-14-004754,https://www.sec.gov/Archives/edgar/data/1137360/000093041314004754/c79385_ncsr.htm,Linear Technology Corp.,LLTC,,160417.0,7120911.0,
2014-09-30,2014-12-04,N-CSR,SEC shareholder/N-Q report,VanEck/Market Vectors Semiconductor ETF,0000930413-14-004754,https://www.sec.gov/Archives/edgar/data/1137360/000093041314004754/c79385_ncsr.htm,"Maxim Integrated Products, Inc.",MXIM,,205333.0,6209270.0,
2014-09-30,2014-12-04,N-CSR,SEC shareholder/N-Q report,VanEck/Market Vectors Semiconductor ETF,0000930413-14-004754,https://www.sec.gov/Archives/edgar/data/1137360/000093041314004754/c79385_ncsr.htm,Marvell Technology Group Ltd.,MRVL,,424453.0,5721627.0,
2014-09-30,2014-12-04,N-CSR,SEC shareholder/N-Q report,VanEck/Market Vectors Semiconductor ETF,0000930413-14-004754,https://www.sec.gov/Archives/edgar/data/1137360/000093041314004754/c79385_ncsr.htm,ON Semiconductor Corp.,ON,,419745.0,3752520.0,
2014-09-30,2014-12-04,N-CSR,SEC shareholder/N-Q report,VanEck/Market Vectors Semiconductor ETF,0000930413-14-004754,https://www.sec.gov/Archives/edgar/data/1137360/000093041314004754/c79385_ncsr.htm,"Cree, Inc.",CREE,,80298.0,3288203.0,
2014-09-30,2014-12-04,N-CSR,SEC shareholder/N-Q report,VanEck/Market Vectors Semiconductor ETF,0000930413-14-004754,https://www.sec.gov/Archives/edgar/data/1137360/000093041314004754/c79385_ncsr.htm,"Teradyne, Inc.",TER,,166374.0,3225992.0,
2014-09-30,2014-12-04,N-CSR,SEC shareholder/N-Q report,VanEck/Market Vectors Semiconductor ETF,0000930413-14-004754,https://www.sec.gov/Archives/edgar/data/1137360/000093041314004754/c79385_ncsr.htm,"Advanced Micro Devices, Inc. *",AMD,,786718.0,2682708.0,
2014-12-31,2015-02-25,N-Q,SEC shareholder/N-Q report,VanEck/Market Vectors Semiconductor ETF,0000930413-15-000809,https://www.sec.gov/Archives/edgar/data/1137360/000093041315000809/c80352_nq.htm,Intel Corp.,INTC,,2205328.0,80031353.0,
2014-12-31,2015-02-25,N-Q,SEC shareholder/N-Q report,VanEck/Market Vectors Semiconductor ETF,0000930413-15-000809,https://www.sec.gov/Archives/edgar/data/1137360/000093041315000809/c80352_nq.htm,Taiwan Semiconductor Manufacturing Co. Ltd.,TSM,,2663102.0,59600223.0,
2014-12-31,2015-02-25,N-Q,SEC shareholder/N-Q report,VanEck/Market Vectors Semiconductor ETF,0000930413-15-000809,https://www.sec.gov/Archives/edgar/data/1137360/000093041315000809/c80352_nq.htm,ASML Holding NV,ASML,,200973.0,21670919.0,
2014-12-31,2015-02-25,N-Q,SEC shareholder/N-Q report,VanEck/Market Vectors Semiconductor ETF,0000930413-15-000809,https://www.sec.gov/Archives/edgar/data/1137360/000093041315000809/c80352_nq.htm,"Micron Technology, Inc.",MU,,579648.0,20293477.0,
2014-12-31,2015-02-25,N-Q,SEC shareholder/N-Q report,VanEck/Market Vectors Semiconductor ETF,0000930413-15-000809,https://www.sec.gov/Archives/edgar/data/1137360/000093041315000809/c80352_nq.htm,"Texas Instruments, Inc.",TXN,,375626.0,20082844.0,
2014-12-31,2015-02-25,N-Q,SEC shareholder/N-Q report,VanEck/Market Vectors Semiconductor ETF,0000930413-15-000809,https://www.sec.gov/Archives/edgar/data/1137360/000093041315000809/c80352_nq.htm,"Applied Materials, Inc.",AMAT,,762359.0,18997986.0,
2014-12-31,2015-02-25,N-Q,SEC shareholder/N-Q report,VanEck/Market Vectors Semiconductor ETF,0000930413-15-000809,https://www.sec.gov/Archives/edgar/data/1137360/000093041315000809/c80352_nq.htm,ARM Holdings Plc,ARMH,,397535.0,18405871.0,
