Symbol,SignalDate,TradeStartDate,ExpireDate,Score,BreakoutLevel,Target,TargetReturnPct,Stop,CupLowDate,LeftRimDate,RightRimDate,HandleLowDate,CupDepthPct,HandleDepthPctOfCup,CupWidthDays,HandleWidthDays,VolumeNote,CandidateJson
UAL,2016-10-04,2016-10-05,2016-10-07,74.9,55.25,79.23,43.4,49.28,2016-06-27,2016-03-31,2016-09-07,2016-09-26,39.06,21.89,111,19,volume condition PASS: handle avg volume 0.93x cup avg; handle avg 0.93x cup avg; latest day 1.11x handle avg,"{""score"": 74.9, ""status"": ""near breakout"", ""scanner_bucket"": ""Cup and Handle Pattern in Force"", ""left_rim_idx"": 2075, ""bottom_idx"": 2136, ""right_rim_idx"": 2186, ""handle_low_idx"": 2199, ""last_idx"": 2205, ""left_rim_date"": ""2016-03-31"", ""bottom_date"": ""2016-06-27"", ""right_rim_date"": ""2016-09-07"", ""handle_low_date"": ""2016-09-26"", ""last_date"": ""2016-10-04"", ""left_rim_price"": 61.39, ""bottom_price"": 37.41, ""right_rim_price"": 54.53, ""handle_low_price"": 49.28, ""last_close"": 53.73, ""cup_depth_pct"": 39.06, ""handle_depth_pct_of_cup"": 21.89, ""right_rim_gap_pct"": 11.17, ""cup_width_weeks"": 111, ""handle_width_weeks"": 19, ""breakout_level"": 55.25, ""projected_target"": 79.23, ""volume_note"": ""volume condition PASS: handle avg volume 0.93x cup avg; handle avg 0.93x cup avg; latest day 1.11x handle avg"", ""notes"": [""daily cup has a declining left side, rising right side, and rounded U-shape fit"", ""daily handle remains in the upper half of the cup"", ""right rim is below the left rim"", ""handle avg volume 0.93x cup avg"", ""no daily close above the handle/rim resistance yet""]}"
UAL,2016-10-04,2016-10-05,2016-10-07,73.83,55.25,79.02,43.02,49.28,2016-07-06,2016-03-21,2016-09-07,2016-09-26,38.71,22.09,118,19,volume condition PASS: handle avg volume 0.95x cup avg; handle avg 0.95x cup avg; latest day 1.11x handle avg,"{""score"": 73.83, ""status"": ""near breakout"", ""scanner_bucket"": ""Cup and Handle Pattern in Force"", ""left_rim_idx"": 2068, ""bottom_idx"": 2142, ""right_rim_idx"": 2186, ""handle_low_idx"": 2199, ""last_idx"": 2205, ""left_rim_date"": ""2016-03-21"", ""bottom_date"": ""2016-07-06"", ""right_rim_date"": ""2016-09-07"", ""handle_low_date"": ""2016-09-26"", ""last_date"": ""2016-10-04"", ""left_rim_price"": 61.41, ""bottom_price"": 37.64, ""right_rim_price"": 54.53, ""handle_low_price"": 49.28, ""last_close"": 53.73, ""cup_depth_pct"": 38.71, ""handle_depth_pct_of_cup"": 22.09, ""right_rim_gap_pct"": 11.2, ""cup_width_weeks"": 118, ""handle_width_weeks"": 19, ""breakout_level"": 55.25, ""projected_target"": 79.02, ""volume_note"": ""volume condition PASS: handle avg volume 0.95x cup avg; handle avg 0.95x cup avg; latest day 1.11x handle avg"", ""notes"": [""daily cup has a declining left side, rising right side, and rounded U-shape fit"", ""daily handle remains in the upper half of the cup"", ""right rim is below the left rim"", ""handle avg volume 0.95x cup avg"", ""no daily close above the handle/rim resistance yet""]}"
KSS,2016-10-04,2016-10-05,2016-10-07,73.65,27.42,37.0,34.94,25.24,2016-05-12,2016-03-11,2016-08-29,2016-09-15,32.21,22.76,118,25,volume condition PASS: handle avg volume 0.87x cup avg; handle avg 0.87x cup avg; latest day 0.77x handle avg,"{""score"": 73.65, ""status"": ""awaiting breakout"", ""scanner_bucket"": ""Cup and Handle Pattern in Force"", ""left_rim_idx"": 2062, ""bottom_idx"": 2105, ""right_rim_idx"": 2180, ""handle_low_idx"": 2192, ""last_idx"": 2205, ""left_rim_date"": ""2016-03-11"", ""bottom_date"": ""2016-05-12"", ""right_rim_date"": ""2016-08-29"", ""handle_low_date"": ""2016-09-15"", ""last_date"": ""2016-10-04"", ""left_rim_price"": 29.73, ""bottom_price"": 20.15, ""right_rim_price"": 27.42, ""handle_low_price"": 25.24, ""last_close"": 26.39, ""cup_depth_pct"": 32.21, ""handle_depth_pct_of_cup"": 22.76, ""right_rim_gap_pct"": 7.76, ""cup_width_weeks"": 118, ""handle_width_weeks"": 25, ""breakout_level"": 27.42, ""projected_target"": 37.0, ""volume_note"": ""volume condition PASS: handle avg volume 0.87x cup avg; handle avg 0.87x cup avg; latest day 0.77x handle avg"", ""notes"": [""daily cup has a declining left side, rising right side, and rounded U-shape fit"", ""daily handle remains in the upper half of the cup"", ""right rim is below the left rim"", ""handle avg volume 0.87x cup avg"", ""no daily close above the handle/rim resistance yet""]}"
KSS,2016-10-04,2016-10-05,2016-10-07,73.19,27.23,37.06,36.1,25.24,2016-05-19,2016-02-03,2016-09-07,2016-09-15,32.47,17.69,150,19,volume condition PASS: handle avg volume 0.87x cup avg; handle avg 0.87x cup avg; latest day 0.76x handle avg,"{""score"": 73.19, ""status"": ""awaiting breakout"", ""scanner_bucket"": ""Cup and Handle Pattern in Force"", ""left_rim_idx"": 2036, ""bottom_idx"": 2110, ""right_rim_idx"": 2186, ""handle_low_idx"": 2192, ""last_idx"": 2205, ""left_rim_date"": ""2016-02-03"", ""bottom_date"": ""2016-05-19"", ""right_rim_date"": ""2016-09-07"", ""handle_low_date"": ""2016-09-15"", ""last_date"": ""2016-10-04"", ""left_rim_price"": 30.26, ""bottom_price"": 20.43, ""right_rim_price"": 26.98, ""handle_low_price"": 25.24, ""last_close"": 26.39, ""cup_depth_pct"": 32.47, ""handle_depth_pct_of_cup"": 17.69, ""right_rim_gap_pct"": 10.82, ""cup_width_weeks"": 150, ""handle_width_weeks"": 19, ""breakout_level"": 27.23, ""projected_target"": 37.06, ""volume_note"": ""volume condition PASS: handle avg volume 0.87x cup avg; handle avg 0.87x cup avg; latest day 0.76x handle avg"", ""notes"": [""daily cup has a declining left side, rising right side, and rounded U-shape fit"", ""daily handle remains in the upper half of the cup"", ""right rim is below the left rim"", ""handle avg volume 0.87x cup avg"", ""no daily close above the handle/rim resistance yet""]}"
KSS,2016-10-04,2016-10-05,2016-10-07,72.83,27.42,37.92,38.29,25.24,2016-05-12,2016-01-07,2016-08-29,2016-09-15,34.25,20.75,162,25,volume condition PASS: handle avg volume 0.84x cup avg; handle avg 0.84x cup avg; latest day 0.77x handle avg,"{""score"": 72.83, ""status"": ""awaiting breakout"", ""scanner_bucket"": ""Cup and Handle Pattern in Force"", ""left_rim_idx"": 2018, ""bottom_idx"": 2105, ""right_rim_idx"": 2180, ""handle_low_idx"": 2192, ""last_idx"": 2205, ""left_rim_date"": ""2016-01-07"", ""bottom_date"": ""2016-05-12"", ""right_rim_date"": ""2016-08-29"", ""handle_low_date"": ""2016-09-15"", ""last_date"": ""2016-10-04"", ""left_rim_price"": 30.65, ""bottom_price"": 20.15, ""right_rim_price"": 27.42, ""handle_low_price"": 25.24, ""last_close"": 26.39, ""cup_depth_pct"": 34.25, ""handle_depth_pct_of_cup"": 20.75, ""right_rim_gap_pct"": 10.53, ""cup_width_weeks"": 162, ""handle_width_weeks"": 25, ""breakout_level"": 27.42, ""projected_target"": 37.92, ""volume_note"": ""volume condition PASS: handle avg volume 0.84x cup avg; handle avg 0.84x cup avg; latest day 0.77x handle avg"", ""notes"": [""daily cup has a declining left side, rising right side, and rounded U-shape fit"", ""daily handle remains in the upper half of the cup"", ""right rim is below the left rim"", ""handle avg volume 0.84x cup avg"", ""no daily close above the handle/rim resistance yet""]}"
KSS,2016-10-11,2016-10-12,2016-10-14,80.74,28.34,37.63,32.78,25.24,2016-05-19,2016-03-11,2016-08-29,2016-09-15,31.26,23.44,118,30,volume condition PASS: handle avg volume 0.88x cup avg; handle avg 0.88x cup avg; latest day 0.73x handle avg,"{""score"": 80.74, ""status"": ""near breakout"", ""scanner_bucket"": ""Cup and Handle Pattern in Force"", ""left_rim_idx"": 2062, ""bottom_idx"": 2110, ""right_rim_idx"": 2180, ""handle_low_idx"": 2192, ""last_idx"": 2210, ""left_rim_date"": ""2016-03-11"", ""bottom_date"": ""2016-05-19"", ""right_rim_date"": ""2016-08-29"", ""handle_low_date"": ""2016-09-15"", ""last_date"": ""2016-10-11"", ""left_rim_price"": 29.73, ""bottom_price"": 20.43, ""right_rim_price"": 27.42, ""handle_low_price"": 25.24, ""last_close"": 28.0, ""cup_depth_pct"": 31.26, ""handle_depth_pct_of_cup"": 23.44, ""right_rim_gap_pct"": 7.76, ""cup_width_weeks"": 118, ""handle_width_weeks"": 30, ""breakout_level"": 28.34, ""projected_target"": 37.63, ""volume_note"": ""volume condition PASS: handle avg volume 0.88x cup avg; handle avg 0.88x cup avg; latest day 0.73x handle avg"", ""notes"": [""daily cup has a declining left side, rising right side, and rounded U-shape fit"", ""daily handle remains in the upper half of the cup"", ""right rim is below the left rim"", ""handle avg volume 0.88x cup avg"", ""no daily close above the handle/rim resistance yet""]}"
KSS,2016-10-11,2016-10-12,2016-10-14,80.47,28.34,38.16,34.65,25.24,2016-05-19,2016-02-03,2016-08-29,2016-09-15,32.47,22.18,144,30,volume condition PASS: handle avg volume 0.86x cup avg; handle avg 0.86x cup avg; latest day 0.73x handle avg,"{""score"": 80.47, ""status"": ""near breakout"", ""scanner_bucket"": ""Cup and Handle Pattern in Force"", ""left_rim_idx"": 2036, ""bottom_idx"": 2110, ""right_rim_idx"": 2180, ""handle_low_idx"": 2192, ""last_idx"": 2210, ""left_rim_date"": ""2016-02-03"", ""bottom_date"": ""2016-05-19"", ""right_rim_date"": ""2016-08-29"", ""handle_low_date"": ""2016-09-15"", ""last_date"": ""2016-10-11"", ""left_rim_price"": 30.26, ""bottom_price"": 20.43, ""right_rim_price"": 27.42, ""handle_low_price"": 25.24, ""last_close"": 28.0, ""cup_depth_pct"": 32.47, ""handle_depth_pct_of_cup"": 22.18, ""right_rim_gap_pct"": 9.37, ""cup_width_weeks"": 144, ""handle_width_weeks"": 30, ""breakout_level"": 28.34, ""projected_target"": 38.16, ""volume_note"": ""volume condition PASS: handle avg volume 0.86x cup avg; handle avg 0.86x cup avg; latest day 0.73x handle avg"", ""notes"": [""daily cup has a declining left side, rising right side, and rounded U-shape fit"", ""daily handle remains in the upper half of the cup"", ""right rim is below the left rim"", ""handle avg volume 0.86x cup avg"", ""no daily close above the handle/rim resistance yet""]}"
KSS,2016-10-11,2016-10-12,2016-10-14,79.56,28.34,38.44,35.64,25.24,2016-05-12,2016-02-03,2016-08-29,2016-09-15,33.39,21.57,144,30,volume condition PASS: handle avg volume 0.86x cup avg; handle avg 0.86x cup avg; latest day 0.73x handle avg,"{""score"": 79.56, ""status"": ""near breakout"", ""scanner_bucket"": ""Cup and Handle Pattern in Force"", ""left_rim_idx"": 2036, ""bottom_idx"": 2105, ""right_rim_idx"": 2180, ""handle_low_idx"": 2192, ""last_idx"": 2210, ""left_rim_date"": ""2016-02-03"", ""bottom_date"": ""2016-05-12"", ""right_rim_date"": ""2016-08-29"", ""handle_low_date"": ""2016-09-15"", ""last_date"": ""2016-10-11"", ""left_rim_price"": 30.26, ""bottom_price"": 20.15, ""right_rim_price"": 27.42, ""handle_low_price"": 25.24, ""last_close"": 28.0, ""cup_depth_pct"": 33.39, ""handle_depth_pct_of_cup"": 21.57, ""right_rim_gap_pct"": 9.37, ""cup_width_weeks"": 144, ""handle_width_weeks"": 30, ""breakout_level"": 28.34, ""projected_target"": 38.44, ""volume_note"": ""volume condition PASS: handle avg volume 0.86x cup avg; handle avg 0.86x cup avg; latest day 0.73x handle avg"", ""notes"": [""daily cup has a declining left side, rising right side, and rounded U-shape fit"", ""daily handle remains in the upper half of the cup"", ""right rim is below the left rim"", ""handle avg volume 0.86x cup avg"", ""no daily close above the handle/rim resistance yet""]}"
KSS,2016-10-11,2016-10-12,2016-10-14,78.05,28.34,37.91,33.77,25.24,2016-05-12,2016-03-11,2016-08-29,2016-09-15,32.21,22.76,118,30,volume condition PASS: handle avg volume 0.88x cup avg; handle avg 0.88x cup avg; latest day 0.73x handle avg,"{""score"": 78.05, ""status"": ""near breakout"", ""scanner_bucket"": ""Cup and Handle Pattern in Force"", ""left_rim_idx"": 2062, ""bottom_idx"": 2105, ""right_rim_idx"": 2180, ""handle_low_idx"": 2192, ""last_idx"": 2210, ""left_rim_date"": ""2016-03-11"", ""bottom_date"": ""2016-05-12"", ""right_rim_date"": ""2016-08-29"", ""handle_low_date"": ""2016-09-15"", ""last_date"": ""2016-10-11"", ""left_rim_price"": 29.73, ""bottom_price"": 20.15, ""right_rim_price"": 27.42, ""handle_low_price"": 25.24, ""last_close"": 28.0, ""cup_depth_pct"": 32.21, ""handle_depth_pct_of_cup"": 22.76, ""right_rim_gap_pct"": 7.76, ""cup_width_weeks"": 118, ""handle_width_weeks"": 30, ""breakout_level"": 28.34, ""projected_target"": 37.91, ""volume_note"": ""volume condition PASS: handle avg volume 0.88x cup avg; handle avg 0.88x cup avg; latest day 0.73x handle avg"", ""notes"": [""daily cup has a declining left side, rising right side, and rounded U-shape fit"", ""daily handle remains in the upper half of the cup"", ""right rim is below the left rim"", ""handle avg volume 0.88x cup avg"", ""no daily close above the handle/rim resistance yet""]}"
KSS,2016-10-11,2016-10-12,2016-10-14,77.22,28.34,38.84,37.05,25.24,2016-05-12,2016-01-07,2016-08-29,2016-09-15,34.25,20.75,162,30,volume condition PASS: handle avg volume 0.85x cup avg; handle avg 0.85x cup avg; latest day 0.73x handle avg,"{""score"": 77.22, ""status"": ""near breakout"", ""scanner_bucket"": ""Cup and Handle Pattern in Force"", ""left_rim_idx"": 2018, ""bottom_idx"": 2105, ""right_rim_idx"": 2180, ""handle_low_idx"": 2192, ""last_idx"": 2210, ""left_rim_date"": ""2016-01-07"", ""bottom_date"": ""2016-05-12"", ""right_rim_date"": ""2016-08-29"", ""handle_low_date"": ""2016-09-15"", ""last_date"": ""2016-10-11"", ""left_rim_price"": 30.65, ""bottom_price"": 20.15, ""right_rim_price"": 27.42, ""handle_low_price"": 25.24, ""last_close"": 28.0, ""cup_depth_pct"": 34.25, ""handle_depth_pct_of_cup"": 20.75, ""right_rim_gap_pct"": 10.53, ""cup_width_weeks"": 162, ""handle_width_weeks"": 30, ""breakout_level"": 28.34, ""projected_target"": 38.84, ""volume_note"": ""volume condition PASS: handle avg volume 0.85x cup avg; handle avg 0.85x cup avg; latest day 0.73x handle avg"", ""notes"": [""daily cup has a declining left side, rising right side, and rounded U-shape fit"", ""daily handle remains in the upper half of the cup"", ""right rim is below the left rim"", ""handle avg volume 0.85x cup avg"", ""no daily close above the handle/rim resistance yet""]}"
KSS,2016-10-11,2016-10-12,2016-10-14,76.98,28.34,38.16,34.65,25.24,2016-05-19,2016-02-03,2016-09-07,2016-09-15,32.47,17.69,150,24,volume condition PASS: handle avg volume 0.88x cup avg; handle avg 0.88x cup avg; latest day 0.72x handle avg,"{""score"": 76.98, ""status"": ""near breakout"", ""scanner_bucket"": ""Cup and Handle Pattern in Force"", ""left_rim_idx"": 2036, ""bottom_idx"": 2110, ""right_rim_idx"": 2186, ""handle_low_idx"": 2192, ""last_idx"": 2210, ""left_rim_date"": ""2016-02-03"", ""bottom_date"": ""2016-05-19"", ""right_rim_date"": ""2016-09-07"", ""handle_low_date"": ""2016-09-15"", ""last_date"": ""2016-10-11"", ""left_rim_price"": 30.26, ""bottom_price"": 20.43, ""right_rim_price"": 26.98, ""handle_low_price"": 25.24, ""last_close"": 28.0, ""cup_depth_pct"": 32.47, ""handle_depth_pct_of_cup"": 17.69, ""right_rim_gap_pct"": 10.82, ""cup_width_weeks"": 150, ""handle_width_weeks"": 24, ""breakout_level"": 28.34, ""projected_target"": 38.16, ""volume_note"": ""volume condition PASS: handle avg volume 0.88x cup avg; handle avg 0.88x cup avg; latest day 0.72x handle avg"", ""notes"": [""daily cup has a declining left side, rising right side, and rounded U-shape fit"", ""daily handle remains in the upper half of the cup"", ""right rim is below the left rim"", ""handle avg volume 0.88x cup avg"", ""no daily close above the handle/rim resistance yet""]}"
KSS,2016-10-11,2016-10-12,2016-10-14,76.2,28.34,38.56,36.06,25.24,2016-05-19,2016-01-07,2016-08-29,2016-09-15,33.34,21.32,162,30,volume condition PASS: handle avg volume 0.85x cup avg; handle avg 0.85x cup avg; latest day 0.73x handle avg,"{""score"": 76.2, ""status"": ""near breakout"", ""scanner_bucket"": ""Cup and Handle Pattern in Force"", ""left_rim_idx"": 2018, ""bottom_idx"": 2110, ""right_rim_idx"": 2180, ""handle_low_idx"": 2192, ""last_idx"": 2210, ""left_rim_date"": ""2016-01-07"", ""bottom_date"": ""2016-05-19"", ""right_rim_date"": ""2016-08-29"", ""handle_low_date"": ""2016-09-15"", ""last_date"": ""2016-10-11"", ""left_rim_price"": 30.65, ""bottom_price"": 20.43, ""right_rim_price"": 27.42, ""handle_low_price"": 25.24, ""last_close"": 28.0, ""cup_depth_pct"": 33.34, ""handle_depth_pct_of_cup"": 21.32, ""right_rim_gap_pct"": 10.53, ""cup_width_weeks"": 162, ""handle_width_weeks"": 30, ""breakout_level"": 28.34, ""projected_target"": 38.56, ""volume_note"": ""volume condition PASS: handle avg volume 0.85x cup avg; handle avg 0.85x cup avg; latest day 0.73x handle avg"", ""notes"": [""daily cup has a declining left side, rising right side, and rounded U-shape fit"", ""daily handle remains in the upper half of the cup"", ""right rim is below the left rim"", ""handle avg volume 0.85x cup avg"", ""no daily close above the handle/rim resistance yet""]}"
KSS,2016-10-11,2016-10-12,2016-10-14,75.57,28.34,37.63,32.78,25.24,2016-05-19,2016-03-11,2016-09-07,2016-09-15,31.26,18.7,124,24,volume condition PASS: handle avg volume 0.90x cup avg; handle avg 0.90x cup avg; latest day 0.72x handle avg,"{""score"": 75.57, ""status"": ""near breakout"", ""scanner_bucket"": ""Cup and Handle Pattern in Force"", ""left_rim_idx"": 2062, ""bottom_idx"": 2110, ""right_rim_idx"": 2186, ""handle_low_idx"": 2192, ""last_idx"": 2210, ""left_rim_date"": ""2016-03-11"", ""bottom_date"": ""2016-05-19"", ""right_rim_date"": ""2016-09-07"", ""handle_low_date"": ""2016-09-15"", ""last_date"": ""2016-10-11"", ""left_rim_price"": 29.73, ""bottom_price"": 20.43, ""right_rim_price"": 26.98, ""handle_low_price"": 25.24, ""last_close"": 28.0, ""cup_depth_pct"": 31.26, ""handle_depth_pct_of_cup"": 18.7, ""right_rim_gap_pct"": 9.24, ""cup_width_weeks"": 124, ""handle_width_weeks"": 24, ""breakout_level"": 28.34, ""projected_target"": 37.63, ""volume_note"": ""volume condition PASS: handle avg volume 0.90x cup avg; handle avg 0.90x cup avg; latest day 0.72x handle avg"", ""notes"": [""daily cup has a declining left side, rising right side, and rounded U-shape fit"", ""daily handle remains in the upper half of the cup"", ""right rim is below the left rim"", ""handle avg volume 0.90x cup avg"", ""no daily close above the handle/rim resistance yet""]}"
KSS,2016-10-11,2016-10-12,2016-10-14,75.39,28.34,38.16,34.65,25.6,2016-05-19,2016-02-03,2016-09-22,2016-09-28,32.47,16.64,161,13,volume condition PASS: handle avg volume 0.82x cup avg; handle avg 0.82x cup avg; latest day 0.78x handle avg,"{""score"": 75.39, ""status"": ""near breakout"", ""scanner_bucket"": ""Cup and Handle Pattern in Force"", ""left_rim_idx"": 2036, ""bottom_idx"": 2110, ""right_rim_idx"": 2197, ""handle_low_idx"": 2201, ""last_idx"": 2210, ""left_rim_date"": ""2016-02-03"", ""bottom_date"": ""2016-05-19"", ""right_rim_date"": ""2016-09-22"", ""handle_low_date"": ""2016-09-28"", ""last_date"": ""2016-10-11"", ""left_rim_price"": 30.26, ""bottom_price"": 20.43, ""right_rim_price"": 27.23, ""handle_low_price"": 25.6, ""last_close"": 28.0, ""cup_depth_pct"": 32.47, ""handle_depth_pct_of_cup"": 16.64, ""right_rim_gap_pct"": 10.0, ""cup_width_weeks"": 161, ""handle_width_weeks"": 13, ""breakout_level"": 28.34, ""projected_target"": 38.16, ""volume_note"": ""volume condition PASS: handle avg volume 0.82x cup avg; handle avg 0.82x cup avg; latest day 0.78x handle avg"", ""notes"": [""daily cup has a declining left side, rising right side, and rounded U-shape fit"", ""daily handle remains in the upper half of the cup"", ""right rim is below the left rim"", ""handle avg volume 0.82x cup avg"", ""no daily close above the handle/rim resistance yet""]}"
KSS,2016-10-11,2016-10-12,2016-10-14,75.28,28.34,38.56,36.06,25.6,2016-05-19,2016-01-07,2016-09-22,2016-09-28,33.34,16.0,179,13,volume condition PASS: handle avg volume 0.80x cup avg; handle avg 0.80x cup avg; latest day 0.78x handle avg,"{""score"": 75.28, ""status"": ""near breakout"", ""scanner_bucket"": ""Cup and Handle Pattern in Force"", ""left_rim_idx"": 2018, ""bottom_idx"": 2110, ""right_rim_idx"": 2197, ""handle_low_idx"": 2201, ""last_idx"": 2210, ""left_rim_date"": ""2016-01-07"", ""bottom_date"": ""2016-05-19"", ""right_rim_date"": ""2016-09-22"", ""handle_low_date"": ""2016-09-28"", ""last_date"": ""2016-10-11"", ""left_rim_price"": 30.65, ""bottom_price"": 20.43, ""right_rim_price"": 27.23, ""handle_low_price"": 25.6, ""last_close"": 28.0, ""cup_depth_pct"": 33.34, ""handle_depth_pct_of_cup"": 16.0, ""right_rim_gap_pct"": 11.16, ""cup_width_weeks"": 179, ""handle_width_weeks"": 13, ""breakout_level"": 28.34, ""projected_target"": 38.56, ""volume_note"": ""volume condition PASS: handle avg volume 0.80x cup avg; handle avg 0.80x cup avg; latest day 0.78x handle avg"", ""notes"": [""daily cup has a declining left side, rising right side, and rounded U-shape fit"", ""daily handle remains in the upper half of the cup"", ""right rim is below the left rim"", ""handle avg volume 0.80x cup avg"", ""no daily close above the handle/rim resistance yet""]}"
SWKS,2016-10-18,2016-10-19,2016-10-21,79.21,66.27,86.67,30.78,61.37,2016-07-06,2016-04-04,2016-10-11,2016-10-13,30.79,24.0,133,5,volume condition PASS: handle avg volume 0.79x cup avg; handle avg 0.79x cup avg; latest day 0.47x handle avg,"{""score"": 79.21, ""status"": ""awaiting breakout"", ""scanner_bucket"": ""Cup and Handle Pattern in Force"", ""left_rim_idx"": 2077, ""bottom_idx"": 2142, ""right_rim_idx"": 2210, ""handle_low_idx"": 2212, ""last_idx"": 2215, ""left_rim_date"": ""2016-04-04"", ""bottom_date"": ""2016-07-06"", ""right_rim_date"": ""2016-10-11"", ""handle_low_date"": ""2016-10-13"", ""last_date"": ""2016-10-18"", ""left_rim_price"": 62.67, ""bottom_price"": 45.87, ""right_rim_price"": 66.27, ""handle_low_price"": 61.37, ""last_close"": 62.54, ""cup_depth_pct"": 30.79, ""handle_depth_pct_of_cup"": 24.0, ""right_rim_gap_pct"": 5.43, ""cup_width_weeks"": 133, ""handle_width_weeks"": 5, ""breakout_level"": 66.27, ""projected_target"": 86.67, ""volume_note"": ""volume condition PASS: handle avg volume 0.79x cup avg; handle avg 0.79x cup avg; latest day 0.47x handle avg"", ""notes"": [""daily cup has a declining left side, rising right side, and rounded U-shape fit"", ""daily handle remains in the upper half of the cup"", ""handle avg volume 0.79x cup avg"", ""no daily close above the handle/rim resistance yet""]}"
SWKS,2016-10-18,2016-10-19,2016-10-21,77.33,66.27,86.74,30.89,61.37,2016-06-27,2016-03-21,2016-10-11,2016-10-13,30.88,23.93,142,5,volume condition PASS: handle avg volume 0.79x cup avg; handle avg 0.79x cup avg; latest day 0.47x handle avg,"{""score"": 77.33, ""status"": ""awaiting breakout"", ""scanner_bucket"": ""Cup and Handle Pattern in Force"", ""left_rim_idx"": 2068, ""bottom_idx"": 2136, ""right_rim_idx"": 2210, ""handle_low_idx"": 2212, ""last_idx"": 2215, ""left_rim_date"": ""2016-03-21"", ""bottom_date"": ""2016-06-27"", ""right_rim_date"": ""2016-10-11"", ""handle_low_date"": ""2016-10-13"", ""last_date"": ""2016-10-18"", ""left_rim_price"": 61.7, ""bottom_price"": 45.8, ""right_rim_price"": 66.27, ""handle_low_price"": 61.37, ""last_close"": 62.54, ""cup_depth_pct"": 30.88, ""handle_depth_pct_of_cup"": 23.93, ""right_rim_gap_pct"": 6.9, ""cup_width_weeks"": 142, ""handle_width_weeks"": 5, ""breakout_level"": 66.27, ""projected_target"": 86.74, ""volume_note"": ""volume condition PASS: handle avg volume 0.79x cup avg; handle avg 0.79x cup avg; latest day 0.47x handle avg"", ""notes"": [""daily cup has a declining left side, rising right side, and rounded U-shape fit"", ""daily handle remains in the upper half of the cup"", ""handle avg volume 0.79x cup avg"", ""no daily close above the handle/rim resistance yet""]}"
SWKS,2016-10-18,2016-10-19,2016-10-21,77.22,66.27,86.74,30.89,61.37,2016-06-27,2016-04-04,2016-10-11,2016-10-13,30.88,23.93,133,5,volume condition PASS: handle avg volume 0.79x cup avg; handle avg 0.79x cup avg; latest day 0.47x handle avg,"{""score"": 77.22, ""status"": ""awaiting breakout"", ""scanner_bucket"": ""Cup and Handle Pattern in Force"", ""left_rim_idx"": 2077, ""bottom_idx"": 2136, ""right_rim_idx"": 2210, ""handle_low_idx"": 2212, ""last_idx"": 2215, ""left_rim_date"": ""2016-04-04"", ""bottom_date"": ""2016-06-27"", ""right_rim_date"": ""2016-10-11"", ""handle_low_date"": ""2016-10-13"", ""last_date"": ""2016-10-18"", ""left_rim_price"": 62.67, ""bottom_price"": 45.8, ""right_rim_price"": 66.27, ""handle_low_price"": 61.37, ""last_close"": 62.54, ""cup_depth_pct"": 30.88, ""handle_depth_pct_of_cup"": 23.93, ""right_rim_gap_pct"": 5.43, ""cup_width_weeks"": 133, ""handle_width_weeks"": 5, ""breakout_level"": 66.27, ""projected_target"": 86.74, ""volume_note"": ""volume condition PASS: handle avg volume 0.79x cup avg; handle avg 0.79x cup avg; latest day 0.47x handle avg"", ""notes"": [""daily cup has a declining left side, rising right side, and rounded U-shape fit"", ""daily handle remains in the upper half of the cup"", ""handle avg volume 0.79x cup avg"", ""no daily close above the handle/rim resistance yet""]}"
SWKS,2016-10-18,2016-10-19,2016-10-21,77.19,66.27,86.67,30.78,61.37,2016-07-06,2016-03-21,2016-10-11,2016-10-13,30.79,24.0,142,5,volume condition PASS: handle avg volume 0.79x cup avg; handle avg 0.79x cup avg; latest day 0.47x handle avg,"{""score"": 77.19, ""status"": ""awaiting breakout"", ""scanner_bucket"": ""Cup and Handle Pattern in Force"", ""left_rim_idx"": 2068, ""bottom_idx"": 2142, ""right_rim_idx"": 2210, ""handle_low_idx"": 2212, ""last_idx"": 2215, ""left_rim_date"": ""2016-03-21"", ""bottom_date"": ""2016-07-06"", ""right_rim_date"": ""2016-10-11"", ""handle_low_date"": ""2016-10-13"", ""last_date"": ""2016-10-18"", ""left_rim_price"": 61.7, ""bottom_price"": 45.87, ""right_rim_price"": 66.27, ""handle_low_price"": 61.37, ""last_close"": 62.54, ""cup_depth_pct"": 30.79, ""handle_depth_pct_of_cup"": 24.0, ""right_rim_gap_pct"": 6.9, ""cup_width_weeks"": 142, ""handle_width_weeks"": 5, ""breakout_level"": 66.27, ""projected_target"": 86.67, ""volume_note"": ""volume condition PASS: handle avg volume 0.79x cup avg; handle avg 0.79x cup avg; latest day 0.47x handle avg"", ""notes"": [""daily cup has a declining left side, rising right side, and rounded U-shape fit"", ""daily handle remains in the upper half of the cup"", ""handle avg volume 0.79x cup avg"", ""no daily close above the handle/rim resistance yet""]}"
