Symbol,SignalDate,EntryDate,ExitDate,EntryPrice,ExitPrice,Shares,PnL,ReturnPct,ExitReason,Score,BreakoutLevel,Target,Stop,HoldingDays
EA,2011-04-15,2011-04-20,2011-07-15,19.91,22.9028,2153.681195,6445.51,15.03,time_stop,77.85,19.91,26.7,17.54,86
ISRG,2011-06-24,2011-06-28,2011-08-08,40.37,37.34,1183.154917,-3584.96,-7.51,stop,84.63,40.37,52.8,37.34,41
EXPE,2011-06-24,2011-06-29,2011-08-08,38.13,35.32,1269.267819,-3566.64,-7.37,stop,79.63,38.13,49.79,35.32,40
FFIV,2011-12-02,2011-12-05,2012-03-01,113.6,127.33,405.912101,5573.17,12.09,time_stop,77.84,113.6,159.49,97.59,87
JBL,2011-12-02,2011-12-05,2012-03-01,18.53,22.7528,2503.526254,10571.98,22.79,time_stop,74.03,18.53,25.36,15.79,87
INTU,2012-01-06,2012-01-10,2012-04-04,48.28,52.47,945.25484,3960.57,8.68,time_stop,82.95,48.28,62.79,44.84,85
SNA,2012-04-20,2012-04-25,2012-06-04,45.59,41.99,1154.997621,-4157.99,-7.9,stop,85.23,45.59,61.02,41.99,40
MAR,2012-03-09,2012-03-12,2012-06-05,32.57,31.7174,1615.042206,-1376.97,-2.62,time_stop,84.88,32.57,43.2,29.3,85
WFC,2012-03-09,2012-03-13,2012-06-06,21.42,20.993,2482.83404,-1060.08,-1.99,time_stop,85.12,21.42,28.1,19.24,85
FIS,2012-06-29,2012-07-02,2012-08-01,26.67,24.08,1904.034818,-4931.45,-9.71,stop,89.11,26.67,35.26,24.08,30
DIS,2012-06-08,2012-06-11,2012-09-04,40.46,43.4398,1250.992955,3727.69,7.36,time_stop,81.7,40.46,55.13,35.76,85
EW,2012-06-08,2012-06-11,2012-09-04,14.85,17.3733,3397.288977,8572.49,16.99,time_stop,80.93,14.85,19.64,13.6,85
KLAC,2012-08-03,2012-08-06,2012-10-31,31.61,28.2966,1450.463727,-4806.01,-10.48,time_stop,81.0,31.61,42.26,27.01,86
GE,2012-09-07,2012-09-10,2012-12-05,81.2,80.4564,654.201188,-486.49,-0.92,time_stop,75.95,81.2,108.4,72.55,86
PLD,2012-09-07,2012-09-11,2012-12-06,23.82,23.3411,2225.916124,-1066.1,-2.01,time_stop,75.9,23.82,32.9,20.59,86
BAC,2012-11-30,2012-12-05,2013-03-04,7.78,8.9193,6510.189157,7417.05,14.64,time_stop,84.52,7.78,10.26,6.96,89
C,2012-12-14,2012-12-17,2013-03-14,28.34,34.9498,1859.984692,12294.1,23.32,time_stop,83.48,28.34,38.36,25.06,87
MUR,2012-12-14,2012-12-17,2013-03-14,32.22,33.5746,1536.139722,2080.86,4.2,time_stop,82.33,32.22,42.74,29.98,87
EQT,2013-03-01,2013-03-04,2013-05-28,31.71,40.0951,1759.461631,14753.35,26.44,time_stop,83.59,31.71,41.63,28.69,85
JEF,2013-03-29,2013-04-01,2013-06-20,18.27,16.86,3245.934752,-4576.77,-7.72,stop,87.22,18.27,24.06,16.86,80
AET,2013-04-05,2013-04-09,2013-07-02,52.19,58.7996,1141.059729,7541.94,12.66,time_stop,81.07,52.19,67.97,43.21,84
BWA,2013-06-14,2013-06-17,2013-09-10,31.55,36.6462,2076.445873,10582.0,16.15,time_stop,85.14,31.55,41.44,28.81,85
DLTR,2013-06-28,2013-07-01,2013-09-24,51.29,58.14,1165.148579,7981.27,13.36,time_stop,84.78,51.29,66.82,47.7,85
ADM,2013-06-28,2013-07-02,2013-09-25,24.26,25.5225,2644.048458,3338.19,5.2,time_stop,78.34,24.26,31.84,22.09,85
JEF,2013-09-06,2013-09-10,2013-12-03,18.62,18.5376,3737.724368,-308.03,-0.44,time_stop,77.56,18.62,24.48,16.5,84
DLTR,2013-09-27,2013-10-02,2013-12-26,58.69,56.58,1214.205542,-2561.97,-3.6,time_stop,87.03,58.69,77.8,50.33,85
FCX,2013-10-18,2013-10-21,2014-01-15,29.72,31.2024,2439.650691,3616.51,4.99,time_stop,83.86,29.72,38.9,27.06,86
ATI,2013-12-20,2013-12-24,2014-01-27,32.19,29.7,2180.536978,-5429.54,-7.74,stop,81.01,32.19,42.03,29.7,34
PHM,2014-02-21,2014-02-25,2014-04-29,17.85,15.64,3982.852416,-8802.1,-12.38,stop,78.5,17.85,24.09,15.64,63
EXPE,2014-02-07,2014-02-11,2014-05-07,70.24,64.3652,994.611946,-5843.17,-8.36,time_stop,71.74,70.24,95.09,58.43,85
MPC,2014-05-02,2014-05-06,2014-06-25,33.89,28.8,1946.822391,-9909.33,-15.02,stop,73.2,33.89,45.8,28.8,50
AAPL,2014-04-25,2014-04-28,2014-07-22,17.81,20.7659,3646.44422,10778.56,16.6,time_stop,78.58,17.81,23.88,15.93,85
DHI,2014-06-27,2014-07-01,2014-07-24,21.75,20.03,2577.861373,-4433.92,-7.91,stop,82.34,21.75,28.64,20.03,23
EW,2014-05-09,2014-05-12,2014-08-05,14.25,15.635,4492.517749,6222.14,9.72,time_stop,72.43,14.25,18.94,12.86,85
JBL,2014-08-15,2014-08-20,2014-10-02,19.24,17.68,3423.368258,-5340.45,-8.11,stop,62.19,19.24,27.03,17.68,43
ANDV,2014-08-08,2014-08-11,2014-10-15,57.78,51.41,1139.937786,-7261.4,-11.02,stop,74.99,57.78,78.32,51.41,65
EW,2014-08-01,2014-08-05,2014-10-28,15.75,19.7133,4181.943192,16574.43,25.16,time_stop,73.22,15.75,20.7,13.02,84
IRM,2014-10-17,2014-10-22,2015-01-16,17.92,21.4649,3580.628248,12692.92,19.78,time_stop,72.17,17.92,23.8,16.25,86
AIV,2014-10-31,2014-11-03,2015-01-29,1.45,1.6675,47340.94683,10295.67,15.0,time_stop,71.08,1.45,1.89,1.28,87
ISRG,2014-10-31,2014-11-05,2015-02-02,56.19,56.3478,1222.447673,192.88,0.28,time_stop,74.7,56.19,74.04,49.93,89
TSCO,2015-01-23,2015-01-26,2015-04-21,13.75,15.3086,5499.370653,8571.52,11.34,time_stop,81.31,13.75,17.91,12.54,85
VLO,2015-03-20,2015-03-25,2015-04-30,40.88,36.58,1865.386023,-8021.16,-10.52,stop,73.22,40.88,54.48,36.58,36
WMB,2015-04-17,2015-04-22,2015-06-05,28.28,26.04,2695.34199,-6037.57,-7.92,stop,75.08,28.28,36.93,26.04,44
GT,2015-04-17,2015-04-21,2015-07-15,25.08,26.9437,3027.248558,5641.74,7.43,time_stop,81.2,25.08,33.35,22.49,85
VLO,2015-05-15,2015-05-18,2015-08-11,39.49,46.367,1852.457596,12739.3,17.41,time_stop,84.15,39.49,51.7,36.45,85
GME,2015-10-09,2015-10-12,2015-11-13,8.49,7.57,9375.178888,-8625.16,-10.84,stop,81.87,8.49,11.13,7.57,32
VLO,2015-10-02,2015-10-05,2015-12-29,41.86,47.135,1892.376918,9982.34,12.6,time_stop,73.94,41.86,55.7,37.95,85
TRIP,2015-12-11,2015-12-15,2016-01-05,76.66,72.72,911.641093,-3591.87,-5.14,stop,62.99,76.66,102.89,72.72,21
AMAT,2015-12-25,2015-12-29,2016-01-06,17.17,15.82,4814.769122,-6499.94,-7.86,stop,84.27,17.17,22.52,15.82,8
FSLR,2015-11-27,2015-12-02,2016-02-29,59.85,71.87,1335.308685,16050.41,20.08,time_stop,67.3,59.85,80.56,52.16,89
FSLR,2016-02-26,2016-02-29,2016-04-28,73.37,58.08,1110.393874,-16977.92,-20.84,stop,63.23,73.37,102.89,58.08,59
LUV,2016-04-08,2016-04-11,2016-05-03,40.25,38.21,1944.697584,-3967.18,-5.07,stop,69.35,40.25,52.84,38.21,22
KLAC,2016-02-26,2016-02-29,2016-05-23,57.42,59.1657,1422.03921,2482.5,3.04,time_stop,78.43,57.42,77.59,52.48,84
RF,2016-05-20,2016-05-25,2016-06-16,6.77,6.2,11152.036666,-6356.66,-8.42,stop,81.12,6.77,9.0,6.2,22
ETR,2016-06-03,2016-06-06,2016-08-29,27.07,27.0662,2812.930589,-10.78,-0.01,time_stop,81.27,27.07,35.67,24.76,84
TPR,2016-07-08,2016-07-11,2016-09-13,31.85,27.7,2188.472839,-9082.16,-13.03,stop,84.7,31.85,43.52,27.7,64
DHI,2016-07-01,2016-07-06,2016-09-28,28.71,27.1847,2587.680697,-3946.94,-5.31,time_stop,84.07,28.71,37.55,26.06,84
FFIV,2016-09-30,2016-10-05,2016-10-13,125.77,115.63,544.169728,-5517.88,-8.06,stop,87.96,125.77,165.02,115.63,8
YUM,2016-08-26,2016-08-29,2016-11-01,54.65,51.15,1311.813181,-4591.35,-6.4,stop,83.1,54.65,71.15,51.15,64
ADI,2016-09-30,2016-10-05,2016-12-29,54.41,61.8824,1230.849199,9197.42,13.73,time_stop,86.0,54.41,71.37,49.35,85
FITB,2016-10-21,2016-10-24,2017-01-19,15.18,18.6651,4145.082058,14445.96,22.96,time_stop,81.19,15.18,20.53,13.98,87
FFIV,2016-10-28,2016-11-01,2017-01-27,135.92,135.54,483.817149,-183.85,-0.28,time_stop,85.91,135.92,177.89,114.45,87
DAL,2017-02-24,2017-03-01,2017-03-14,46.49,41.55,1544.402397,-7629.35,-10.63,stop,83.72,46.49,64.12,41.55,13
VLO,2016-12-23,2016-12-29,2017-03-27,47.86,46.2283,1582.342421,-2581.91,-3.41,time_stop,84.59,47.86,64.19,42.59,88
GT,2017-02-10,2017-02-13,2017-05-09,31.31,32.8048,2329.014527,3481.33,4.77,time_stop,78.6,31.31,41.2,27.64,85
CNC,2017-04-21,2017-04-25,2017-07-19,36.62,42.325,1950.299163,11126.46,15.58,time_stop,76.34,36.62,49.4,32.51,85
RCL,2017-05-26,2017-05-31,2017-08-23,101.42,110.2419,700.476055,6179.54,8.7,time_stop,81.67,101.42,135.21,85.41,84
VLO,2017-06-23,2017-06-27,2017-09-20,47.25,52.1562,1508.13654,7399.2,10.38,time_stop,80.04,47.25,63.59,42.81,85
BWA,2017-07-14,2017-07-19,2017-10-11,35.75,40.1587,2116.404023,9330.53,12.33,time_stop,78.64,35.75,48.25,30.53,84
AMG,2017-09-22,2017-09-25,2017-12-18,181.57,195.867,450.312766,6438.12,7.87,time_stop,80.21,181.57,236.83,164.94,84
CF,2017-10-13,2017-10-16,2018-01-10,29.72,34.3475,2820.150808,13050.11,15.57,time_stop,89.33,29.72,38.64,26.76,86
TDG,2017-10-20,2017-10-25,2018-01-22,201.53,220.3259,407.776779,7664.52,9.33,time_stop,78.65,201.53,263.89,182.66,89
TSCO,2017-12-15,2017-12-20,2018-02-06,12.33,11.18,7128.874738,-8198.21,-9.33,stop,80.47,12.33,16.3,11.18,48
AZO,2018-01-12,2018-01-16,2018-02-09,789.78,685.21,120.150401,-12564.13,-13.24,stop,83.26,789.78,1061.95,685.21,24
PRGO,2018-01-19,2018-01-22,2018-03-01,72.25,63.31,1275.000112,-11398.5,-12.37,stop,81.63,72.25,94.99,63.31,38
TGT,2018-02-23,2018-02-27,2018-03-23,61.75,53.66,1314.25994,-10632.36,-13.1,stop,76.16,61.75,86.21,53.66,24
FLR,2018-04-20,2018-04-23,2018-05-04,56.66,51.83,1312.395238,-6338.87,-8.52,stop,79.79,56.66,78.67,51.83,11
AKAM,2018-03-02,2018-03-05,2018-05-29,69.5,75.82,1149.716319,7266.21,9.09,time_stop,85.3,69.5,95.73,61.0,85
RL,2018-03-23,2018-03-27,2018-06-20,95.55,118.7814,814.77103,18928.29,24.31,time_stop,72.31,95.55,135.59,87.52,85
AAP,2018-05-25,2018-05-30,2018-08-22,110.51,140.7671,755.413614,22856.59,27.38,time_stop,67.47,110.51,146.68,89.42,84
DVN,2018-06-08,2018-06-12,2018-09-05,30.37,29.5917,2361.283428,-1837.75,-2.56,time_stop,76.76,30.37,39.56,27.24,85
KIM,2018-08-31,2018-09-06,2018-10-04,12.15,11.05,7829.984046,-8612.98,-9.05,stop,80.87,12.15,15.86,11.05,28
TSCO,2018-07-13,2018-07-17,2018-10-09,13.92,15.7338,6308.244194,11441.71,13.03,time_stop,82.55,13.92,18.14,13.19,84
FLR,2018-09-14,2018-09-18,2018-10-11,56.08,53.14,1605.677209,-4720.69,-5.24,stop,78.38,56.08,73.14,53.14,23
ULTA,2018-11-02,2018-11-06,2018-12-07,290.3,263.01,313.463318,-8554.41,-9.4,stop,69.52,290.3,413.46,263.01,31
BIIB,2018-11-23,2018-11-28,2018-12-18,331.88,310.0,270.382617,-5915.97,-6.59,stop,77.68,331.88,431.55,310.0,20
WELL,2018-10-26,2018-10-30,2019-01-28,53.08,59.9188,1702.458404,11642.81,12.88,time_stop,72.32,53.08,71.25,47.77,90
WELL,2019-01-25,2019-01-28,2019-04-23,59.55,58.3979,1501.661887,-1730.0,-1.93,time_stop,77.41,59.55,81.16,52.36,85
AZO,2019-02-08,2019-02-12,2019-05-08,896.03,1005.6,100.534082,11015.52,12.23,time_stop,64.28,896.03,1195.06,798.41,85
RL,2019-04-19,2019-04-24,2019-05-13,116.7,103.92,751.447891,-9603.5,-10.95,stop,82.24,116.7,154.73,103.92,19
SEE,2019-03-01,2019-03-05,2019-05-29,39.07,36.1057,2271.983048,-6734.94,-7.59,time_stop,78.56,39.07,51.93,34.9,85
SYF,2019-05-10,2019-05-14,2019-08-07,29.51,29.1835,2972.967453,-970.82,-1.11,time_stop,84.3,29.51,39.51,26.07,85
KMX,2019-05-31,2019-06-03,2019-08-26,79.61,80.61,1075.78351,1075.78,1.26,time_stop,83.27,79.61,103.98,75.1,84
CPRT,2019-05-31,2019-06-05,2019-08-28,18.15,18.7525,4762.560305,2869.45,3.32,time_stop,79.27,18.15,23.88,16.17,84
NEM,2019-08-23,2019-08-28,2019-11-20,33.45,32.0245,2632.719295,-3753.0,-4.26,time_stop,75.95,33.45,43.67,29.57,84
TROW,2019-09-06,2019-09-09,2019-12-02,88.14,93.2631,980.394065,5022.66,5.81,time_stop,83.86,88.14,115.79,79.39,84
MAS,2019-09-06,2019-09-11,2019-12-04,37.99,40.7877,2314.817077,6476.18,7.36,time_stop,81.37,37.99,49.83,33.31,84
STX,2019-11-15,2019-11-20,2020-02-18,47.33,43.6022,1818.900292,-6780.56,-7.88,time_stop,81.97,47.33,65.25,40.57,90
CI,2019-12-20,2019-12-23,2020-02-26,187.61,171.74,485.467701,-7704.37,-8.46,stop,79.85,187.61,252.66,171.74,65
KR,2020-02-14,2020-02-18,2020-05-12,25.45,29.3903,3563.776299,14042.21,15.48,time_stop,85.94,25.45,33.28,23.28,84
ADSK,2020-05-15,2020-05-18,2020-07-09,189.86,250.02,476.660872,28675.92,31.69,target,61.62,189.86,250.02,170.57,52
NFLX,2020-05-15,2020-05-18,2020-08-11,45.5,46.693,1989.82345,2373.86,2.62,time_stop,51.78,45.5,65.22,36.77,85
CAG,2020-07-10,2020-07-13,2020-10-05,27.49,28.1114,3809.878394,2367.35,2.26,time_stop,87.2,27.49,36.9,23.9,84
JBHT,2020-07-10,2020-07-13,2020-10-05,121.03,123.9289,858.652456,2489.16,2.4,time_stop,81.86,121.03,165.84,104.48,84
EXPD,2020-08-14,2020-08-19,2020-11-11,82.29,83.1935,1140.965057,1030.83,1.1,time_stop,82.08,82.29,109.42,67.54,84
AOS,2020-10-02,2020-10-05,2020-12-29,48.99,49.4654,2116.69222,1006.28,0.97,time_stop,78.57,48.99,66.99,42.42,85
XYL,2020-10-02,2020-10-06,2020-12-30,81.85,94.3908,1252.526644,15707.66,15.32,time_stop,77.37,81.85,111.93,75.6,85
MTB,2021-01-01,2021-01-06,2021-04-01,110.13,130.705,984.132568,20248.48,18.68,time_stop,81.49,110.13,145.97,101.59,85
RJF,2021-01-01,2021-01-06,2021-04-01,59.7,78.5457,1861.262857,35076.83,31.57,time_stop,78.8,59.7,79.7,45.18,85
MSI,2021-01-08,2021-01-12,2021-04-08,164.21,179.4623,643.369143,9812.85,9.29,time_stop,85.14,164.21,219.27,153.13,86
WU,2021-04-09,2021-04-14,2021-06-17,17.39,16.32,7481.03738,-8004.71,-6.15,stop,71.15,17.39,23.92,16.32,64
ESS,2021-04-16,2021-04-20,2021-07-14,244.62,274.0147,535.154295,15730.69,12.02,time_stop,72.91,244.62,335.99,225.87,85
KMI,2021-04-23,2021-04-26,2021-07-20,12.67,13.2517,10203.712427,5935.98,4.59,time_stop,77.08,12.67,17.1,12.17,85
IFF,2021-06-18,2021-06-22,2021-09-15,130.09,126.8496,938.508187,-3041.15,-2.49,time_stop,80.31,130.09,172.72,118.29,85
EQIX,2021-08-27,2021-08-31,2021-10-01,767.19,710.85,177.506726,-10000.73,-7.34,stop,85.61,767.19,1003.98,710.85,31
UDR,2021-07-16,2021-07-20,2021-10-12,44.13,44.6467,3024.983738,1562.9,1.17,time_stop,67.9,44.13,62.02,39.6,84
HII,2021-10-08,2021-10-11,2021-11-11,188.29,170.46,691.627657,-12331.72,-9.47,stop,74.9,188.29,254.05,170.46,31
PAYC,2021-10-29,2021-11-01,2021-11-22,535.14,449.52,241.8675,-20708.7,-16.0,stop,76.66,535.14,730.89,449.52,21
ZION,2021-11-12,2021-11-16,2021-12-03,56.74,52.83,2145.998717,-8390.85,-6.89,stop,70.1,56.74,73.89,52.83,17
REGN,2021-12-10,2021-12-14,2021-12-17,666.94,617.39,175.816715,-8711.72,-7.43,stop,88.31,666.94,878.24,617.39,3
SBAC,2021-12-03,2021-12-08,2022-01-13,335.02,310.84,349.270124,-8445.35,-7.22,stop,62.1,335.02,455.71,310.84,36
HPQ,2021-12-24,2021-12-28,2022-01-24,32.58,29.34,3580.347355,-11600.33,-9.94,stop,65.58,32.58,42.5,29.34,27
PSX,2022-02-04,2022-02-07,2022-03-09,76.26,67.47,1448.23993,-12730.03,-11.53,stop,77.93,76.26,101.39,67.47,30
EOG,2022-01-14,2022-01-18,2022-04-12,87.34,103.5061,1267.260963,20486.69,18.51,time_stop,60.57,87.34,115.85,65.97,84
PWR,2022-04-15,2022-04-19,2022-04-21,136.81,125.44,808.382599,-9191.31,-8.31,stop,73.39,136.81,180.33,125.44,2
FCX,2022-03-18,2022-03-22,2022-04-22,47.47,40.45,2289.857314,-16074.8,-14.79,stop,60.42,47.47,66.85,40.45,31
PSX,2022-04-15,2022-04-19,2022-04-25,76.07,68.74,1449.356182,-10623.78,-9.64,stop,74.76,76.07,99.15,68.74,6
PSX,2022-04-29,2022-05-03,2022-07-06,77.71,66.95,1261.728685,-13576.2,-13.85,stop,68.67,77.71,102.84,66.95,64
TMUS,2022-07-22,2022-07-27,2022-09-23,132.73,124.81,702.597083,-5564.57,-5.97,stop,66.18,132.73,179.3,124.81,58
CI,2022-07-01,2022-07-06,2022-09-28,254.59,265.1183,367.349605,3867.55,4.14,time_stop,78.29,254.59,332.48,224.42,84
LW,2022-07-22,2022-07-27,2022-10-19,70.45,77.7764,1331.31811,9753.83,10.4,time_stop,73.01,70.45,98.99,65.63,84
MOH,2022-10-21,2022-10-24,2022-11-11,362.75,320.28,265.221609,-11263.96,-11.71,stop,76.27,362.75,474.22,320.28,18
TMUS,2022-10-21,2022-10-26,2023-01-23,136.45,138.0601,709.285587,1142.05,1.18,time_stop,73.45,136.45,181.58,123.89,89
LW,2022-10-28,2022-10-31,2023-01-26,80.2,91.8365,1192.472058,13876.15,14.51,time_stop,78.34,80.2,111.35,69.47,87
KEYS,2022-11-18,2022-11-23,2023-02-21,177.73,182.98,477.945068,2509.21,2.95,time_stop,73.69,177.73,232.29,159.38,90
VTRS,2023-01-27,2023-01-31,2023-02-27,10.46,9.66,9456.967767,-7565.57,-7.65,stop,87.8,10.46,13.77,9.66,27
AMP,2023-01-20,2023-01-23,2023-03-10,321.36,289.76,301.659515,-9532.44,-9.83,stop,85.56,321.36,431.23,289.76,46
DRI,2023-03-17,2023-03-21,2023-06-14,136.86,152.0604,676.586399,10284.41,11.11,time_stop,84.68,136.86,179.7,127.56,85
FTNT,2023-03-17,2023-03-22,2023-06-15,63.02,73.59,1466.005304,15495.67,16.77,time_stop,85.99,63.02,83.97,57.63,85
SNPS,2023-03-17,2023-03-22,2023-06-15,379.76,446.37,240.949979,16049.68,17.54,time_stop,83.64,379.76,501.05,347.97,85
UAL,2023-06-09,2023-06-14,2023-09-08,50.9,47.44,2046.884799,-7082.22,-6.8,time_stop,84.44,50.9,66.18,41.24,86
JPM,2023-06-16,2023-06-21,2023-09-14,134.46,140.3472,802.255998,4723.03,4.38,time_stop,84.52,134.46,175.19,123.1,85
CHD,2023-06-23,2023-06-27,2023-09-20,94.6,92.0257,1137.048883,-2927.07,-2.72,time_stop,81.16,94.6,125.21,88.23,85
VLO,2023-09-15,2023-09-18,2023-10-06,136.44,116.52,768.055141,-15299.66,-14.6,stop,80.9,136.44,177.44,116.52,18
HAL,2023-10-13,2023-10-17,2023-11-07,40.78,35.67,2319.822697,-11854.29,-12.53,stop,83.15,40.78,55.45,35.67,21
PGR,2023-11-10,2023-11-13,2023-12-15,148.0,138.69,559.108619,-5205.3,-6.29,stop,77.1,148.0,193.45,138.69,32
AIZ,2023-09-22,2023-09-25,2023-12-18,140.22,159.9473,745.462493,14705.93,14.07,time_stop,80.68,140.22,187.08,127.35,84
NRG,2023-10-06,2023-10-11,2024-01-05,38.1,49.5637,2622.193196,30059.97,30.09,time_stop,79.92,38.1,50.01,34.76,86
MOH,2024-01-12,2024-01-17,2024-01-25,386.34,351.04,279.796834,-9876.83,-9.14,stop,86.58,386.34,504.71,351.04,8
AMZN,2023-12-15,2023-12-18,2024-03-14,150.57,178.75,709.775699,20001.48,18.72,time_stop,74.62,150.57,203.62,118.35,87
LYV,2023-12-15,2023-12-19,2024-03-15,93.71,103.77,959.412267,9651.68,10.74,time_stop,76.07,93.71,124.27,81.38,87
MOH,2024-02-09,2024-02-12,2024-04-25,391.21,346.35,279.712381,-12547.9,-11.47,stop,85.19,391.21,509.58,346.35,73
HCA,2024-03-15,2024-03-18,2024-06-11,323.28,331.4064,362.81553,2948.39,2.51,time_stop,79.8,323.28,420.99,276.93,85
TSCO,2024-04-26,2024-04-29,2024-07-24,52.72,50.5831,2073.982061,-4431.81,-4.05,time_stop,75.84,52.72,69.0,46.36,86
T,2024-05-24,2024-05-30,2024-08-23,16.04,18.2377,6692.024973,14707.33,13.7,time_stop,75.61,16.04,21.01,14.52,85
EXR,2024-06-14,2024-06-18,2024-09-12,146.6,164.2536,787.006696,13893.53,12.04,time_stop,79.0,146.6,201.25,126.14,86
NEM,2024-07-26,2024-07-31,2024-10-23,47.43,56.1962,2314.41551,20288.63,18.48,time_stop,79.76,47.43,62.26,38.8,84
ES,2024-08-30,2024-09-05,2024-11-04,62.67,58.16,1944.458847,-8769.51,-7.2,stop,83.38,62.67,81.49,58.16,60
SBUX,2024-11-08,2024-11-11,2024-12-18,95.44,86.46,1244.101617,-11172.03,-9.41,stop,74.78,95.44,128.67,86.46,37
ADSK,2024-09-27,2024-09-30,2024-12-23,275.68,297.49,449.586539,9805.48,7.91,time_stop,87.22,275.68,359.89,249.61,84
PODD,2024-11-08,2024-11-11,2025-02-07,275.52,283.08,471.576988,3565.12,2.74,time_stop,75.71,275.52,359.31,225.37,88
DIS,2025-01-31,2025-02-05,2025-03-06,116.81,105.0,1125.789093,-13295.57,-10.11,stop,80.63,116.81,155.48,105.0,29
JBL,2024-12-13,2024-12-18,2025-03-18,138.81,135.3782,774.908333,-2659.3,-2.47,time_stop,82.86,138.81,184.15,125.78,90
PAYC,2025-02-21,2025-02-24,2025-04-04,215.2,194.66,592.665171,-12173.34,-9.54,stop,80.81,215.2,290.55,194.66,39
HCA,2025-06-27,2025-07-01,2025-07-22,386.74,349.07,281.934694,-10620.48,-9.74,stop,79.11,386.74,504.26,349.07,21
DG,2025-05-16,2025-05-19,2025-08-13,94.97,114.0642,1216.799386,23233.76,20.11,time_stop,65.88,94.97,125.25,84.53,86
DLR,2025-07-18,2025-07-22,2025-08-21,174.99,160.11,562.403244,-8368.56,-8.5,stop,86.93,174.99,229.62,160.11,30
EXPE,2025-06-06,2025-06-09,2025-09-03,175.4,211.2778,696.028801,24972.02,20.45,time_stop,71.35,175.4,238.44,154.46,86
NKE,2025-08-22,2025-08-25,2025-09-12,78.55,71.22,1316.181999,-9647.61,-9.33,stop,83.57,78.55,106.34,71.22,18
META,2025-08-08,2025-08-13,2025-10-06,782.91,689.58,160.239979,-14955.2,-11.92,stop,85.65,782.91,1050.75,689.58,54
MLM,2025-10-03,2025-10-06,2025-11-06,635.73,598.47,173.81323,-6476.28,-5.86,stop,88.38,635.73,826.78,598.47,31
USB,2025-08-29,2025-09-04,2025-11-26,47.58,47.9858,2554.528793,1036.72,0.85,time_stop,82.88,47.58,62.29,42.15,83
BKR,2025-09-12,2025-09-16,2025-12-09,46.76,47.3524,2550.24527,1510.83,1.27,time_stop,82.44,46.76,61.03,41.47,84
A,2025-11-21,2025-11-26,2025-12-09,152.05,139.67,771.725813,-9553.97,-8.14,stop,81.89,152.05,205.3,139.67,13
TMO,2026-01-02,2026-01-05,2026-02-05,601.27,553.98,185.347428,-8765.08,-7.87,stop,84.77,601.27,825.04,553.98,31
CSX,2025-12-05,2025-12-10,2026-03-09,36.82,40.4759,3058.206906,11180.56,9.93,time_stop,79.74,36.82,47.89,33.29,89
PHM,2026-02-13,2026-02-17,2026-03-19,143.35,115.8,731.481272,-20152.31,-19.22,stop,80.7,143.35,189.8,115.8,30
BG,2026-01-09,2026-01-12,2026-03-27,98.95,129.56,1127.674951,34518.13,30.93,target,90.48,98.95,129.56,87.21,74
EMN,2026-05-01,2026-05-04,2026-05-19,77.77,69.91,1511.317677,-11878.96,-10.11,stop,84.02,77.77,102.4,69.91,15
