Date,Equity,Cash,PositionValue,OpenPositions,OpenWatches
2010-01-04,100000.0,100000.0,0.0,0,3
2010-01-05,100000.0,100000.0,0.0,0,3
2010-01-06,100000.0,100000.0,0.0,0,3
2010-01-07,100000.0,100000.0,0.0,0,0
2010-01-08,100000.0,100000.0,0.0,0,0
2010-01-11,100061.81275844744,30.673906762807746,100031.13885168463,3,0
2010-01-12,99498.80134484063,30.673906762807746,99468.12743807782,3,0
2010-01-13,100452.7296546274,30.673906762807746,100422.0557478646,3,0
2010-01-14,100709.31060690555,30.673906762807746,100678.63670014274,3,0
2010-01-15,100596.86179908589,30.673906762807746,100566.18789232308,3,0
2010-01-19,101521.78655961688,30.673906762807746,101491.11265285408,3,0
2010-01-20,101329.18620765023,30.673906762807746,101298.51230088742,3,0
2010-01-21,100050.39402983915,30.673906762807746,100019.72012307635,3,0
2010-01-22,98330.10112856352,30.673906762807746,98299.42722180071,3,0
2010-01-25,98705.5368121452,30.673906762807746,98674.8629053824,3,0
2010-01-26,98654.2584763837,30.673906762807746,98623.58456962089,3,0
2010-01-27,98388.81244605275,30.673906762807746,98358.13853928994,3,0
2010-01-28,98145.63323616926,30.673906762807746,98114.95932940645,3,0
2010-01-29,97101.4865296036,30.673906762807746,97070.8126228408,3,0
2010-02-01,97737.95194135167,30.673906762807746,97707.27803458886,3,0
2010-02-02,99064.48685382694,30.673906762807746,99033.81294706413,3,0
2010-02-03,98697.3790749907,30.673906762807746,98666.7051682279,3,0
2010-02-04,96910.76772522893,30.673906762807746,96880.09381846612,3,0
2010-02-05,97296.31864848608,30.673906762807746,97265.64474172327,3,0
2010-02-08,96703.980737047,30.673906762807746,96673.30683028419,3,0
2010-02-09,97465.4999885898,30.673906762807746,97434.82608182699,3,0
2010-02-10,97074.49267945204,30.673906762807746,97043.81877268924,3,0
2010-02-11,97177.60457308232,30.673906762807746,97146.93066631952,3,0
2010-02-12,96904.46613282405,30.673906762807746,96873.79222606124,3,0
2010-02-16,97750.21229524964,30.673906762807746,97719.53838848684,3,0
