Symbol,Watchlist Source,Asset Type,Watchlist Note,Dashboard Trading Score,Dashboard Near-Term Score,Dashboard Flag,Dashboard Risk,Next Earnings,Latest Date,Last,Chg%,Trading Score,Trading View,Technical Label,RSI14,MACD,MACD Signal,ADX14,ATR%,EMA8,SMA20,SMA50,SMA200,Nearest Support,Nearest Resistance,Entry Plan,Entry Zone,Entry Trigger,Stop,Target 1,Target 2,Score Error,Investment Score,Investment View,Investment Note
EUV,local,ETF,Added manually to dashboard watchlist.,68.5,64.7,HOLD,Medium-high,,,,,,,,,,,,,,,,,,,,,,,,,RuntimeError: Only 0 indicator-ready rows,55.0,Hold / watch,"Final stance: HOLD. EUV closed at 29.39 on 2026 06 02, with a one day return of 8.09% and a 30 calendar day TradingAgents window return of 10.95%."
MSFT,local,,Added from dashboard on-demand runner.,78.5,78.3,HOLD,Medium,2026-06-10,2026-06-05,416.6700,-2.66,41.0,Avoid short-term,Bearish,47.7,5.78,6.40,18.6,3.09,428.74,422.18,407.67,454.44,409.47,428.48,Reclaim entry,422.18-428.62,Wait for a daily close back above SMA20/SMA50 with MACD above signal before considering a long.,402.86,460.82,486.58,,78.0,Buy / accumulate,"Final stance: HOLD. MSFT closed at 441.31 on 2026 06 02, with a one day return of 4.17% and a 30 calendar day TradingAgents window return of 6.92%."
MRVL,local,,Added from dashboard on-demand runner.,80.0,74.4,HOLD,Medium-high,2026-08-27,2026-06-05,263.4700,-16.74,93.0,Strong trade,Bullish,65.0,33.51,24.41,51.2,8.76,257.95,208.52,165.34,103.42,213.49,301.81,Pullback entry,206.92-224.22,Buy only after price holds the zone and closes back above the prior day's high or EMA8.,142.26,362.19,435.51,,60.0,Hold / watch,"Final stance: HOLD. MRVL closed at 290.79 on 2026 06 02, with a one day return of 32.52% and a 30 calendar day TradingAgents window return of 77.68%."
AMD,local,,Added from dashboard watchlist button.,74.0,74.0,HOLD,Medium-high,2026-08-04,2026-06-05,466.3800,-10.86,65.0,Watch / constructive,Neutral,54.5,43.42,47.59,43.3,6.31,501.00,473.93,358.72,245.97,467.29,469.22,Pullback entry,449.25-471.31,Buy only after price holds the zone and closes back above the prior day's high or EMA8.,329.31,722.21,853.17,,78.0,Buy / accumulate,"Selective trade / watch entry; 3-10 trading days; risk Medium-high. Trading score 74.0, investment score 78.0."
CRM,local,,Added from dashboard on-demand runner.,79.1,78.8,HOLD,Medium,2026-06-10,2026-06-05,185.6600,-1.64,48.0,Weak / neutral,Neutral,51.0,3.01,1.76,14.6,5.17,188.93,181.61,181.22,219.47,181.79,189.95,Pullback entry,180.12-187.32,Buy only after price holds the zone and closes back above the prior day's high or EMA8.,171.62,207.91,220.00,,78.0,Buy / accumulate,"Final stance: HOLD. CRM closed at 200.84 on 2026 06 02, with a one day return of 4.18% and a 30 calendar day TradingAgents window return of 8.28%."
IREN,local,Stock,Added manually to dashboard watchlist.,95.0,85.2,BUY,High,2026-08-27,2026-06-05,54.3500,-12.14,51.0,Weak / neutral,Neutral,46.9,3.29,3.78,25.9,10.29,61.08,58.70,49.89,46.77,49.89,54.14,Pullback entry,47.09-51.29,Buy only after price holds the zone and closes back above the prior day's high or EMA8.,44.29,60.38,65.97,,60.0,Hold / watch,"Final stance: BUY. IREN closed at 66.60 on 2026 06 02, with a one day return of 1.94% and a 30 calendar day TradingAgents window return of 34.6%."
FIGR,local,Stock,Added manually to dashboard watchlist.,44.5,51.7,SELL,High,2026-08-13,,,,,,,,,,,,,,,,,,,,,,,,RuntimeError: Only 0 indicator-ready rows,70.0,Buy / accumulate,"Final stance: SELL. FIGR closed at 32.09 on 2026 06 02, with a one day return of 3.95% and a 30 calendar day TradingAgents window return of 10.96%."
APLD,local,,Added from dashboard watchlist button.,95.0,79.9,BUY,High,2026-07-29,2026-06-05,39.6200,-10.26,51.0,Weak / neutral,Neutral,45.7,2.18,3.08,26.0,10.27,44.48,44.45,36.16,29.99,37.11,39.34,Pullback entry,35.07-38.12,Buy only after price holds the zone and closes back above the prior day's high or EMA8.,32.09,45.60,50.11,,41.0,Speculative / avoid new,"Final stance: BUY. APLD closed at 47.86 on 2026 06 02, with a one day return of 0.17% and a 30 calendar day TradingAgents window return of 34.33%."
TSSI,local,,Added from dashboard watchlist button.,86.8,80.2,BUY,High,2026-08-06,2026-06-05,13.3800,-7.66,62.0,Weak / neutral,Neutral,49.3,0.26,0.05,24.7,10.56,14.00,12.72,13.69,12.64,11.67,14.36,Pullback entry,12.01-13.07,Buy only after price holds the zone and closes back above the prior day's high or EMA8.,11.31,15.37,16.78,,63.0,Hold / watch,"Final stance: BUY. TSSI closed at 15.09 on 2026 06 02, with a one day return of 3.64% and a 30 calendar day TradingAgents window return of 3.64%."
CRDO,local,Stock,Added from technical-analysis dashboard.,95.0,85.2,BUY,High,2026-09-02,2026-06-05,206.8900,-4.88,79.0,Watch / constructive,Neutral,53.7,13.40,14.45,30.8,10.02,215.47,202.94,170.54,147.80,202.28,210.97,Pullback entry,193.53-209.09,Buy only after price holds the zone and closes back above the prior day's high or EMA8.,149.80,304.33,355.84,,60.0,Hold / watch,"Final stance: BUY. CRDO closed at 229.00 on 2026 06 02, with a one day return of 1.28% and a 30 calendar day TradingAgents window return of 27.18%."
