Symbol,Watchlist Source,Asset Type,Watchlist Note,Dashboard Trading Score,Dashboard Near-Term Score,Dashboard Flag,Dashboard Risk,Next Earnings,Latest Date,Last,Chg%,Trading Score,Trading View,Technical Label,RSI14,MACD,MACD Signal,ADX14,ATR%,EMA8,SMA20,SMA50,SMA200,Nearest Support,Nearest Resistance,Entry Plan,Entry Zone,Entry Trigger,Stop,Target 1,Target 2,Score Error,Investment Score,Investment View,Investment Note
RKLB,etrade,,,87.0,74.1,HOLD,High,2026-08-06,2026-07-07,83.4100,-10.40,32.0,Avoid short-term,Bearish,38.5,-5.46,-4.49,23.1,11.86,93.73,99.80,106.97,76.28,80.66,91.49,Reclaim entry,106.97-111.91,Wait for a daily close back above SMA20/SMA50 with MACD above signal before considering a long.,92.13,136.65,156.43,,41.0,Speculative / avoid new,"Final stance: HOLD. RKLB closed at 123.32 on 2026 06 02, with a one day return of 0.76% and a 30 calendar day TradingAgents window return of 53.55%."
RKT,etrade,,,63.1,60.8,HOLD,Medium,2026-07-30,2026-07-07,14.6300,-5.92,56.0,Weak / neutral,Neutral,51.2,0.43,0.28,18.4,6.15,15.13,14.22,14.19,16.94,13.99,14.64,Pullback entry,14.14-14.81,Buy only after price holds the zone and closes back above the prior day's high or EMA8.,13.29,16.85,18.04,,55.0,Hold / watch,"Final stance: HOLD. RKT closed at 14.03 on 2026 06 02, with a one day return of 1.06% and a 30 calendar day TradingAgents window return of 0.14%."
SHLD,etrade,,,55.6,57.7,HOLD,Medium,,2026-07-07,63.7900,-1.62,46.0,Weak / neutral,Neutral,54.3,-0.59,-1.19,26.4,2.31,62.25,61.84,64.00,68.44,64.00,64.97,Pullback entry,61.52-62.62,Buy only after price holds the zone and closes back above the prior day's high or EMA8.,60.78,65.02,66.49,,63.0,Hold / watch,"Final stance: HOLD. SHLD closed at 64.86 on 2026 06 02, with a one day return of 1.16% and a 30 calendar day TradingAgents window return of 4.73%."
SMH,etrade,,,57.8,57.8,HOLD,Medium,,2026-07-07,581.4500,-3.78,52.0,Avoid short-term,Bearish,45.4,6.51,14.95,16.1,5.36,610.18,619.06,584.05,428.61,584.05,581.17,Reclaim entry,619.06-634.63,Wait for a daily close back above SMA20/SMA50 with MACD above signal before considering a long.,572.35,712.48,774.76,,84.0,Buy / accumulate,"Long-term buy, wait for better short-term setup; Watch for pullback; risk Medium. Trading score 57.8, investment score 84.0."
SNDK,etrade,,,23.7,3.7,HOLD,High,2026-08-24,2026-07-07,1617.7000,-7.26,43.0,Avoid short-term,Bearish,43.8,61.71,134.00,31.3,12.88,1881.60,1953.87,1639.47,719.24,1501.32,1861.00,Reclaim entry,1953.87-2058.08,Wait for a daily close back above SMA20/SMA50 with MACD above signal before considering a long.,1641.21,2579.18,2996.05,,70.0,Buy / accumulate,"Avoid near-term trade; No short-term entry; risk High. Trading score 23.7, investment score 70.0."
SOFI,etrade,,,79.8,72.8,HOLD,Medium,2026-07-28,2026-07-07,17.7500,-4.62,71.0,Trade candidate,Bullish,52.7,0.39,0.32,26.3,5.39,18.00,17.41,16.85,22.24,17.64,17.85,Pullback entry,17.16-17.88,Buy only after price holds the zone and closes back above the prior day's high or EMA8.,15.90,20.76,22.39,,55.0,Hold / watch,"Final stance: HOLD. SOFI closed at 17.74 on 2026 06 02, with a one day return of 4.52% and a 30 calendar day TradingAgents window return of 9.51%."
TSLA,etrade,,,81.0,70.9,HOLD,Medium,2026-07-22,2026-07-07,402.9000,-4.02,55.0,Weak / neutral,Neutral,49.6,-0.16,-2.14,14.4,5.00,405.41,399.82,407.65,418.48,403.00,414.23,Pullback entry,389.74-404.86,Buy only after price holds the zone and closes back above the prior day's high or EMA8.,379.67,437.60,457.75,,45.0,Speculative / avoid new,"Final stance: HOLD. TSLA closed at 423.74 on 2026 06 02, with a one day return of 1.89% and a 30 calendar day TradingAgents window return of 7.96%."
URA,etrade,,,83.8,75.7,BUY,Medium,,2026-07-07,41.7500,-4.85,19.0,Avoid short-term,Bearish,34.4,-1.76,-1.65,21.4,4.91,43.54,44.89,49.39,49.32,41.44,44.95,Reclaim entry,49.39-50.41,Wait for a daily close back above SMA20/SMA50 with MACD above signal before considering a long.,46.31,55.54,59.65,,55.0,Hold / watch,"Final stance: BUY. URA closed at 53.42 on 2026 06 02, with a one day return of 5.7% and a 30 calendar day TradingAgents window return of 2.46%."
VRSN,etrade,,,81.4,80.4,HOLD,Medium,2026-07-23,2026-07-07,266.7800,2.95,55.0,Weak / neutral,Neutral,49.3,-7.02,-7.87,29.4,3.08,258.89,264.35,278.73,255.86,264.69,269.34,Pullback entry,260.93-267.09,Buy only after price holds the zone and closes back above the prior day's high or EMA8.,256.82,280.44,288.66,,78.0,Buy / accumulate,"Final stance: HOLD. VRSN closed at 297.41 on 2026 06 02, with a one day return of 0.28% and a 30 calendar day TradingAgents window return of 8.77%."
POWL,local,Stock,Added manually to dashboard watchlist.,68.7,68.7,HOLD,High,2026-06-16,2026-07-07,234.0500,-5.64,31.0,Avoid short-term,Bearish,34.4,-8.41,-1.06,22.4,8.77,261.88,282.78,284.64,179.21,224.97,237.71,Reclaim entry,284.64-294.90,Wait for a daily close back above SMA20/SMA50 with MACD above signal before considering a long.,253.86,346.20,387.25,,79.0,Buy / accumulate,"Selective trade / watch entry; 3-10 trading days; risk High. Trading score 68.7, investment score 79.0."
EUV,local,ETF,Added manually to dashboard watchlist.,68.5,64.7,HOLD,Medium-high,,,,,,,,,,,,,,,,,,,,,,,,,RuntimeError: Only 0 indicator-ready rows,55.0,Hold / watch,"Final stance: HOLD. EUV closed at 29.39 on 2026 06 02, with a one day return of 8.09% and a 30 calendar day TradingAgents window return of 10.95%."
MSFT,local,,Added from dashboard on-demand runner.,78.5,78.3,HOLD,Medium,2026-06-10,2026-07-07,388.8400,0.54,44.0,Avoid short-term,Bearish,49.2,-7.35,-9.78,19.4,3.22,382.32,383.50,405.79,442.60,387.02,395.57,Reclaim entry,405.79-412.05,Wait for a daily close back above SMA20/SMA50 with MACD above signal before considering a long.,387.03,443.32,468.34,,78.0,Buy / accumulate,"Final stance: HOLD. MSFT closed at 441.31 on 2026 06 02, with a one day return of 4.17% and a 30 calendar day TradingAgents window return of 6.92%."
MRVL,local,,Added from dashboard on-demand runner.,80.0,74.4,HOLD,Medium-high,2026-08-27,2026-07-07,230.7000,-7.45,51.0,Weak / neutral,Neutral,43.5,6.11,16.11,26.3,11.51,259.79,277.05,226.77,124.27,228.05,300.00,Pullback entry,214.77-234.69,Buy only after price holds the zone and closes back above the prior day's high or EMA8.,200.21,300.00,304.41,,60.0,Hold / watch,"Final stance: HOLD. MRVL closed at 290.79 on 2026 06 02, with a one day return of 32.52% and a 30 calendar day TradingAgents window return of 77.68%."
AMD,local,,Added from dashboard watchlist button.,74.0,74.0,HOLD,Medium-high,2026-08-04,2026-07-07,516.1100,-6.51,65.0,Watch / constructive,Neutral,51.2,20.14,24.85,23.5,7.37,533.44,520.76,469.57,281.93,509.64,548.75,Pullback entry,490.61-519.15,Buy only after price holds the zone and closes back above the prior day's high or EMA8.,431.52,651.61,724.97,,78.0,Buy / accumulate,"Selective trade / watch entry; 3-10 trading days; risk Medium-high. Trading score 74.0, investment score 78.0."
CRM,local,,Added from dashboard on-demand runner.,79.1,78.8,HOLD,Medium,2026-06-10,2026-07-07,169.5200,2.34,34.0,Avoid short-term,Bearish,53.4,-3.38,-5.31,15.8,4.08,163.07,161.84,173.53,210.51,163.37,172.38,Reclaim entry,173.53-176.98,Wait for a daily close back above SMA20/SMA50 with MACD above signal before considering a long.,163.15,194.28,208.12,,78.0,Buy / accumulate,"Final stance: HOLD. CRM closed at 200.84 on 2026 06 02, with a one day return of 4.18% and a 30 calendar day TradingAgents window return of 8.28%."
IREN,local,Stock,Added manually to dashboard watchlist.,95.0,85.2,BUY,High,2026-08-27,2026-07-07,39.8150,-9.33,24.0,Avoid short-term,Bearish,35.5,-4.06,-2.39,26.2,12.47,44.45,51.68,54.14,49.16,37.79,45.97,Reclaim entry,54.14-56.63,Wait for a daily close back above SMA20/SMA50 with MACD above signal before considering a long.,46.70,69.04,78.97,,60.0,Hold / watch,"Final stance: BUY. IREN closed at 66.60 on 2026 06 02, with a one day return of 1.94% and a 30 calendar day TradingAgents window return of 34.6%."
FIGR,local,Stock,Added manually to dashboard watchlist.,44.5,51.7,SELL,High,2026-08-13,,,,,,,,,,,,,,,,,,,,,,,,RuntimeError: Only 6 indicator-ready rows,70.0,Buy / accumulate,"Final stance: SELL. FIGR closed at 32.09 on 2026 06 02, with a one day return of 3.95% and a 30 calendar day TradingAgents window return of 10.96%."
APLD,local,,Added from dashboard watchlist button.,95.0,79.9,BUY,High,2026-07-29,2026-07-07,30.7100,-8.33,16.0,Avoid short-term,Bearish,29.9,-2.39,-0.91,22.0,12.14,35.62,40.56,41.26,32.40,29.59,31.80,Reclaim entry,41.26-43.12,Wait for a daily close back above SMA20/SMA50 with MACD above signal before considering a long.,35.66,52.44,59.90,,41.0,Speculative / avoid new,"Final stance: BUY. APLD closed at 47.86 on 2026 06 02, with a one day return of 0.17% and a 30 calendar day TradingAgents window return of 34.33%."
TSSI,local,,Added from dashboard watchlist button.,86.8,80.2,BUY,High,2026-08-06,2026-07-07,11.1800,-4.20,20.0,Avoid short-term,Bearish,41.9,-0.47,-0.36,14.9,9.18,11.71,12.30,13.09,12.40,10.44,12.61,Reclaim entry,13.09-13.60,Wait for a daily close back above SMA20/SMA50 with MACD above signal before considering a long.,11.55,16.17,18.22,,63.0,Hold / watch,"Final stance: BUY. TSSI closed at 15.09 on 2026 06 02, with a one day return of 3.64% and a 30 calendar day TradingAgents window return of 3.64%."
CRDO,local,Stock,Added from technical-analysis dashboard.,95.0,85.2,BUY,High,2026-09-02,2026-07-07,246.4000,-7.21,58.0,Weak / neutral,Neutral,50.7,10.59,14.50,27.4,11.52,255.36,255.49,220.09,159.63,247.82,245.95,Pullback entry,207.28-228.56,Buy only after price holds the zone and closes back above the prior day's high or EMA8.,191.71,281.01,303.06,,60.0,Hold / watch,"Final stance: BUY. CRDO closed at 229.00 on 2026 06 02, with a one day return of 1.28% and a 30 calendar day TradingAgents window return of 27.18%."
