Symbol,SignalDate,EntryDate,ExitDate,EntryPrice,ExitPrice,Shares,PnL,ReturnPct,ExitReason,Score,BreakoutLevel,Target,Stop,HoldingDays
ON,2013-01-25,2013-01-30,2013-04-18,7.99,7.35,4136.955607,-2647.65,-8.01,stop,60.71,7.99,11.12,7.35,78
AMD,2013-07-03,2013-07-11,2013-07-23,4.21,3.745,7875.275715,-3662.0,-11.05,stop,60.63,4.21,6.57,3.745,12
MRVL,2013-04-23,2013-05-02,2013-07-26,9.26,10.4199,3425.528374,3973.33,12.53,time_stop,80.82,9.26,12.94,8.275,85
ON,2014-03-28,2014-04-03,2014-05-02,9.75,8.955,3260.339008,-2591.97,-8.15,stop,67.54,9.75,12.7,8.955,29
MRVL,2014-02-13,2014-02-21,2014-05-16,13.99,13.612,2274.779715,-859.77,-2.7,time_stop,68.25,13.99,18.41,12.6898,84
AMD,2014-02-28,2014-03-07,2014-06-02,3.77,3.97,8450.936631,1690.19,5.31,time_stop,64.58,3.77,4.94,3.465,87
ON,2014-12-29,2015-01-08,2015-04-06,10.44,11.54,2992.048422,3291.25,10.54,time_stop,81.68,10.44,14.12,9.615,88
NXPI,2015-01-05,2015-01-09,2015-04-07,69.26,88.7424,449.858464,8764.3,28.13,time_stop,76.95,69.26,90.94,62.4836,88
SWKS,2015-01-13,2015-01-22,2015-04-17,59.08,74.4124,525.099746,8051.06,25.95,time_stop,61.84,59.08,80.45,51.9918,85
NXPI,2015-10-20,2015-10-22,2015-10-29,84.13,74.0494,450.959116,-4545.92,-11.98,stop,50.76,84.13,121.21,74.0494,7
AMD,2015-12-03,2015-12-10,2016-01-15,2.4,2.0025,15931.283322,-6332.68,-16.56,stop,61.71,2.4,3.64,2.0025,36
NVDA,2015-10-28,2015-11-06,2016-02-03,0.7,0.6878,52034.119689,-633.07,-1.74,time_stop,69.26,0.7,0.92,0.6238,89
AMAT,2016-04-07,2016-04-14,2016-05-04,19.16,17.7561,1779.852052,-2498.7,-7.33,stop,67.15,19.16,25.2,17.7561,20
NXPI,2016-05-18,2016-05-24,2016-06-24,80.61,73.4756,443.451171,-3163.76,-8.85,stop,78.85,80.61,110.27,73.4756,31
QRVO,2016-07-14,2016-07-22,2016-08-04,59.48,52.6478,442.693847,-3024.59,-11.49,stop,87.28,59.48,82.68,52.6478,13
NVDA,2016-05-05,2016-05-16,2016-08-09,0.91,1.4454,36559.413694,19573.11,58.83,time_stop,72.42,0.91,1.22,0.7975,85
QCOM,2016-07-18,2016-07-21,2016-10-13,42.51,50.6181,871.393731,7065.36,19.07,time_stop,85.94,42.51,55.39,39.393,84
MU,2016-08-29,2016-09-08,2016-12-01,16.82,18.0233,2343.173252,2819.57,7.15,time_stop,80.36,16.82,22.41,14.7353,84
TER,2017-01-13,2017-01-25,2017-04-20,25.37,30.8367,1617.092131,8840.12,21.55,time_stop,61.25,25.37,33.11,23.5994,85
CAVM,2017-01-23,2017-02-01,2017-04-27,66.14,73.44,635.18601,4636.86,11.04,time_stop,70.36,66.14,96.29,60.4675,85
QRVO,2017-05-08,2017-05-16,2017-06-27,72.42,65.576,628.527413,-4301.64,-9.45,stop,73.51,72.42,95.31,65.576,42
AMD,2017-07-21,2017-07-26,2017-08-10,14.49,12.24,3042.379184,-6845.35,-15.53,stop,84.95,14.49,19.32,12.24,15
CAVM,2018-01-11,2018-01-23,2018-02-05,88.88,84.7988,470.322795,-1919.5,-4.59,stop,71.33,88.88,118.34,84.7988,13
MU,2018-05-15,2018-05-22,2018-08-15,52.93,46.3164,777.677218,-5143.26,-12.5,time_stop,71.69,52.93,69.26,45.7007,85
AMD,2018-07-19,2018-07-26,2018-10-18,17.34,26.62,2366.390723,21960.11,53.52,time_stop,70.7,17.34,25.64,14.9725,84
KLAC,2019-02-15,2019-02-19,2019-05-14,98.99,100.666,472.452474,791.84,1.69,time_stop,70.42,98.99,132.27,91.6571,84
ADI,2019-03-11,2019-03-15,2019-05-17,96.51,90.8038,501.158965,-2859.71,-5.91,stop,74.98,96.51,126.18,90.8038,63
MRVL,2019-04-01,2019-04-10,2019-07-05,20.2,23.467,2236.103423,7305.25,16.17,time_stop,83.14,20.2,27.38,18.2499,86
STM,2019-07-18,2019-07-24,2019-08-02,17.71,16.4946,2739.348559,-3329.43,-6.86,stop,64.36,17.71,24.28,16.4946,9
OLED,2019-08-29,2019-09-05,2019-09-10,206.58,183.8078,232.309822,-5290.21,-11.02,stop,62.84,206.58,277.38,183.8078,5
NVDA,2019-08-29,2019-09-05,2019-11-27,4.31,5.4314,10998.620165,12334.33,26.02,time_stop,79.72,4.31,5.61,3.7275,83
