Symbol,SignalDate,TradeStartDate,ExpireDate,Score,BreakoutLevel,Target,TargetReturnPct,Stop,CupLowDate,LeftRimDate,RightRimDate,HandleLowDate,CupDepthPct,HandleDepthPctOfCup,CupWidthDays,HandleWidthDays,VolumeNote,CandidateJson
AMD,2012-03-16,2012-03-19,2012-03-21,85.95,8.33,11.67,40.1,6.76,2011-10-20,2011-06-14,2012-03-01,2012-03-06,42.88,28.14,180,11,volume condition PASS: handle avg volume 0.90x cup avg; handle avg 0.90x cup avg; latest day 0.76x handle avg,"{""score"": 85.95, ""status"": ""near breakout"", ""scanner_bucket"": ""Cup and Handle Pattern in Force"", ""left_rim_idx"": 638, ""bottom_idx"": 728, ""right_rim_idx"": 818, ""handle_low_idx"": 821, ""last_idx"": 829, ""left_rim_date"": ""2011-06-14"", ""bottom_date"": ""2011-10-20"", ""right_rim_date"": ""2012-03-01"", ""handle_low_date"": ""2012-03-06"", ""last_date"": ""2012-03-16"", ""left_rim_price"": 7.79, ""bottom_price"": 4.45, ""right_rim_price"": 7.7, ""handle_low_price"": 6.76, ""last_close"": 8.2, ""cup_depth_pct"": 42.88, ""handle_depth_pct_of_cup"": 28.14, ""right_rim_gap_pct"": 1.16, ""cup_width_weeks"": 180, ""handle_width_weeks"": 11, ""breakout_level"": 8.33, ""projected_target"": 11.67, ""volume_note"": ""volume condition PASS: handle avg volume 0.90x cup avg; handle avg 0.90x cup avg; latest day 0.76x handle avg"", ""notes"": [""daily cup has a declining left side, rising right side, and rounded U-shape fit"", ""daily handle remains in the upper half of the cup"", ""right rim is below the left rim"", ""prior uptrend is not strong, so continuation quality is weaker"", ""handle avg volume 0.90x cup avg"", ""no daily close above the handle/rim resistance yet""]}"
ON,2012-03-16,2012-03-19,2012-03-21,82.31,9.3,12.17,30.86,8.29,2011-10-21,2011-07-20,2012-02-29,2012-03-06,30.5,35.19,154,12,volume condition PASS: handle avg volume 0.76x cup avg; handle avg 0.76x cup avg; latest day 0.58x handle avg,"{""score"": 82.31, ""status"": ""near breakout"", ""scanner_bucket"": ""Cup and Handle Pattern in Force"", ""left_rim_idx"": 663, ""bottom_idx"": 729, ""right_rim_idx"": 817, ""handle_low_idx"": 821, ""last_idx"": 829, ""left_rim_date"": ""2011-07-20"", ""bottom_date"": ""2011-10-21"", ""right_rim_date"": ""2012-02-29"", ""handle_low_date"": ""2012-03-06"", ""last_date"": ""2012-03-16"", ""left_rim_price"": 9.41, ""bottom_price"": 6.54, ""right_rim_price"": 9.3, ""handle_low_price"": 8.29, ""last_close"": 9.09, ""cup_depth_pct"": 30.5, ""handle_depth_pct_of_cup"": 35.19, ""right_rim_gap_pct"": 1.17, ""cup_width_weeks"": 154, ""handle_width_weeks"": 12, ""breakout_level"": 9.3, ""projected_target"": 12.17, ""volume_note"": ""volume condition PASS: handle avg volume 0.76x cup avg; handle avg 0.76x cup avg; latest day 0.58x handle avg"", ""notes"": [""daily cup has a declining left side, rising right side, and rounded U-shape fit"", ""daily handle remains in the upper half of the cup"", ""right rim is below the left rim"", ""prior uptrend is not strong, so continuation quality is weaker"", ""handle avg volume 0.76x cup avg"", ""no daily close above the handle/rim resistance yet""]}"
TER,2012-03-16,2012-03-19,2012-03-21,81.54,16.09,22.3,38.6,13.85,2011-10-04,2011-05-31,2012-02-03,2012-03-06,39.46,30.62,172,29,volume condition PASS: handle avg volume 0.83x cup avg; handle avg 0.83x cup avg; latest day 1.24x handle avg,"{""score"": 81.54, ""status"": ""near breakout"", ""scanner_bucket"": ""Cup and Handle Pattern in Force"", ""left_rim_idx"": 628, ""bottom_idx"": 716, ""right_rim_idx"": 800, ""handle_low_idx"": 821, ""last_idx"": 829, ""left_rim_date"": ""2011-05-31"", ""bottom_date"": ""2011-10-04"", ""right_rim_date"": ""2012-02-03"", ""handle_low_date"": ""2012-03-06"", ""last_date"": ""2012-03-16"", ""left_rim_price"": 14.73, ""bottom_price"": 9.54, ""right_rim_price"": 15.76, ""handle_low_price"": 13.85, ""last_close"": 15.68, ""cup_depth_pct"": 39.46, ""handle_depth_pct_of_cup"": 30.62, ""right_rim_gap_pct"": 6.54, ""cup_width_weeks"": 172, ""handle_width_weeks"": 29, ""breakout_level"": 16.09, ""projected_target"": 22.3, ""volume_note"": ""volume condition PASS: handle avg volume 0.83x cup avg; handle avg 0.83x cup avg; latest day 1.24x handle avg"", ""notes"": [""daily cup has a declining left side, rising right side, and rounded U-shape fit"", ""daily handle remains in the upper half of the cup"", ""prior uptrend is not strong, so continuation quality is weaker"", ""handle avg volume 0.83x cup avg"", ""no daily close above the handle/rim resistance yet""]}"
SWKS,2012-03-16,2012-03-19,2012-03-21,78.81,22.3,33.32,49.42,19.48,2011-11-29,2011-07-26,2012-03-02,2012-03-06,50.0,23.22,152,10,volume condition PASS: handle avg volume 0.99x cup avg; handle avg 0.99x cup avg; latest day 0.89x handle avg,"{""score"": 78.81, ""status"": ""near breakout"", ""scanner_bucket"": ""Cup and Handle Pattern in Force"", ""left_rim_idx"": 667, ""bottom_idx"": 755, ""right_rim_idx"": 819, ""handle_low_idx"": 821, ""last_idx"": 829, ""left_rim_date"": ""2011-07-26"", ""bottom_date"": ""2011-11-29"", ""right_rim_date"": ""2012-03-02"", ""handle_low_date"": ""2012-03-06"", ""last_date"": ""2012-03-16"", ""left_rim_price"": 21.41, ""bottom_price"": 11.02, ""right_rim_price"": 22.04, ""handle_low_price"": 19.48, ""last_close"": 21.95, ""cup_depth_pct"": 50.0, ""handle_depth_pct_of_cup"": 23.22, ""right_rim_gap_pct"": 2.84, ""cup_width_weeks"": 152, ""handle_width_weeks"": 10, ""breakout_level"": 22.3, ""projected_target"": 33.32, ""volume_note"": ""volume condition PASS: handle avg volume 0.99x cup avg; handle avg 0.99x cup avg; latest day 0.89x handle avg"", ""notes"": [""daily cup has a declining left side, rising right side, and rounded U-shape fit"", ""daily handle remains in the upper half of the cup"", ""handle avg volume 0.99x cup avg"", ""no daily close above the handle/rim resistance yet""]}"
TXN,2012-03-16,2012-03-19,2012-03-21,77.27,23.22,30.47,31.22,21.49,2011-09-06,2011-05-31,2012-02-03,2012-03-06,30.75,22.72,172,29,volume condition PASS: handle avg volume 0.65x cup avg; handle avg 0.65x cup avg; latest day 1.52x handle avg,"{""score"": 77.27, ""status"": ""awaiting breakout"", ""scanner_bucket"": ""Cup and Handle Pattern in Force"", ""left_rim_idx"": 628, ""bottom_idx"": 696, ""right_rim_idx"": 800, ""handle_low_idx"": 821, ""last_idx"": 829, ""left_rim_date"": ""2011-05-31"", ""bottom_date"": ""2011-09-06"", ""right_rim_date"": ""2012-02-03"", ""handle_low_date"": ""2012-03-06"", ""last_date"": ""2012-03-16"", ""left_rim_price"": 23.6, ""bottom_price"": 16.34, ""right_rim_price"": 23.14, ""handle_low_price"": 21.49, ""last_close"": 22.41, ""cup_depth_pct"": 30.75, ""handle_depth_pct_of_cup"": 22.72, ""right_rim_gap_pct"": 1.96, ""cup_width_weeks"": 172, ""handle_width_weeks"": 29, ""breakout_level"": 23.22, ""projected_target"": 30.47, ""volume_note"": ""volume condition PASS: handle avg volume 0.65x cup avg; handle avg 0.65x cup avg; latest day 1.52x handle avg"", ""notes"": [""daily cup has a declining left side, rising right side, and rounded U-shape fit"", ""daily handle remains in the upper half of the cup"", ""right rim is below the left rim"", ""prior uptrend is not strong, so continuation quality is weaker"", ""handle avg volume 0.65x cup avg"", ""no daily close above the handle/rim resistance yet""]}"
AMAT,2012-03-16,2012-03-19,2012-03-21,68.87,11.24,14.71,30.87,9.67,2011-10-04,2011-07-07,2012-02-17,2012-03-05,30.91,45.16,156,19,volume condition PASS: handle avg volume 1.02x cup avg; handle avg 1.02x cup avg; latest day 0.98x handle avg,"{""score"": 68.87, ""status"": ""awaiting breakout"", ""scanner_bucket"": ""Cup and Handle Pattern in Force"", ""left_rim_idx"": 654, ""bottom_idx"": 716, ""right_rim_idx"": 810, ""handle_low_idx"": 820, ""last_idx"": 829, ""left_rim_date"": ""2011-07-07"", ""bottom_date"": ""2011-10-04"", ""right_rim_date"": ""2012-02-17"", ""handle_low_date"": ""2012-03-05"", ""last_date"": ""2012-03-16"", ""left_rim_price"": 10.74, ""bottom_price"": 7.76, ""right_rim_price"": 11.24, ""handle_low_price"": 9.67, ""last_close"": 10.4, ""cup_depth_pct"": 30.91, ""handle_depth_pct_of_cup"": 45.16, ""right_rim_gap_pct"": 4.4, ""cup_width_weeks"": 156, ""handle_width_weeks"": 19, ""breakout_level"": 11.24, ""projected_target"": 14.71, ""volume_note"": ""volume condition PASS: handle avg volume 1.02x cup avg; handle avg 1.02x cup avg; latest day 0.98x handle avg"", ""notes"": [""daily cup has a declining left side, rising right side, and rounded U-shape fit"", ""daily handle remains in the upper half of the cup"", ""prior uptrend is not strong, so continuation quality is weaker"", ""handle avg volume 1.02x cup avg"", ""no daily close above the handle/rim resistance yet""]}"
NVDA,2012-03-16,2012-03-19,2012-03-21,68.54,0.39,0.51,30.77,0.33,2011-10-04,2011-06-23,2012-02-08,2012-03-14,30.99,44.66,158,26,volume condition PASS: handle avg volume 0.83x cup avg; handle avg 0.83x cup avg; latest day 0.70x handle avg,"{""score"": 68.54, ""status"": ""awaiting breakout"", ""scanner_bucket"": ""Cup and Handle Pattern in Force"", ""left_rim_idx"": 645, ""bottom_idx"": 716, ""right_rim_idx"": 803, ""handle_low_idx"": 827, ""last_idx"": 829, ""left_rim_date"": ""2011-06-23"", ""bottom_date"": ""2011-10-04"", ""right_rim_date"": ""2012-02-08"", ""handle_low_date"": ""2012-03-14"", ""last_date"": ""2012-03-16"", ""left_rim_price"": 0.37, ""bottom_price"": 0.26, ""right_rim_price"": 0.38, ""handle_low_price"": 0.33, ""last_close"": 0.33, ""cup_depth_pct"": 30.99, ""handle_depth_pct_of_cup"": 44.66, ""right_rim_gap_pct"": 1.81, ""cup_width_weeks"": 158, ""handle_width_weeks"": 26, ""breakout_level"": 0.39, ""projected_target"": 0.51, ""volume_note"": ""volume condition PASS: handle avg volume 0.83x cup avg; handle avg 0.83x cup avg; latest day 0.70x handle avg"", ""notes"": [""daily cup has a declining left side, rising right side, and rounded U-shape fit"", ""daily handle remains in the upper half of the cup"", ""prior uptrend is not strong, so continuation quality is weaker"", ""handle avg volume 0.83x cup avg"", ""no daily close above the handle/rim resistance yet""]}"
MU,2012-03-16,2012-03-19,2012-03-21,67.84,8.93,14.0,56.77,7.59,2011-10-04,2011-06-23,2012-02-28,2012-03-06,56.66,26.59,171,13,volume condition PASS: handle avg volume 0.95x cup avg; handle avg 0.95x cup avg; latest day 0.97x handle avg,"{""score"": 67.84, ""status"": ""awaiting breakout"", ""scanner_bucket"": ""Cup and Handle Pattern in Force"", ""left_rim_idx"": 645, ""bottom_idx"": 716, ""right_rim_idx"": 816, ""handle_low_idx"": 821, ""last_idx"": 829, ""left_rim_date"": ""2011-06-23"", ""bottom_date"": ""2011-10-04"", ""right_rim_date"": ""2012-02-28"", ""handle_low_date"": ""2012-03-06"", ""last_date"": ""2012-03-16"", ""left_rim_price"": 8.24, ""bottom_price"": 3.87, ""right_rim_price"": 8.93, ""handle_low_price"": 7.59, ""last_close"": 8.6, ""cup_depth_pct"": 56.66, ""handle_depth_pct_of_cup"": 26.59, ""right_rim_gap_pct"": 7.75, ""cup_width_weeks"": 171, ""handle_width_weeks"": 13, ""breakout_level"": 8.93, ""projected_target"": 14.0, ""volume_note"": ""volume condition PASS: handle avg volume 0.95x cup avg; handle avg 0.95x cup avg; latest day 0.97x handle avg"", ""notes"": [""daily cup has a declining left side, rising right side, and rounded U-shape fit"", ""daily handle remains in the upper half of the cup"", ""prior uptrend is not strong, so continuation quality is weaker"", ""handle avg volume 0.95x cup avg"", ""no daily close above the handle/rim resistance yet""]}"
AMD,2012-03-23,2012-03-26,2012-03-28,85.11,8.33,11.67,40.1,6.76,2011-10-20,2011-06-14,2012-03-01,2012-03-06,42.88,28.14,180,16,volume condition PASS: handle avg volume 0.79x cup avg; handle avg 0.79x cup avg; latest day 0.50x handle avg,"{""score"": 85.11, ""status"": ""near breakout"", ""scanner_bucket"": ""Cup and Handle Pattern in Force"", ""left_rim_idx"": 638, ""bottom_idx"": 728, ""right_rim_idx"": 818, ""handle_low_idx"": 821, ""last_idx"": 834, ""left_rim_date"": ""2011-06-14"", ""bottom_date"": ""2011-10-20"", ""right_rim_date"": ""2012-03-01"", ""handle_low_date"": ""2012-03-06"", ""last_date"": ""2012-03-23"", ""left_rim_price"": 7.79, ""bottom_price"": 4.45, ""right_rim_price"": 7.7, ""handle_low_price"": 6.76, ""last_close"": 8.09, ""cup_depth_pct"": 42.88, ""handle_depth_pct_of_cup"": 28.14, ""right_rim_gap_pct"": 1.16, ""cup_width_weeks"": 180, ""handle_width_weeks"": 16, ""breakout_level"": 8.33, ""projected_target"": 11.67, ""volume_note"": ""volume condition PASS: handle avg volume 0.79x cup avg; handle avg 0.79x cup avg; latest day 0.50x handle avg"", ""notes"": [""daily cup has a declining left side, rising right side, and rounded U-shape fit"", ""daily handle remains in the upper half of the cup"", ""right rim is below the left rim"", ""prior uptrend is not strong, so continuation quality is weaker"", ""handle avg volume 0.79x cup avg"", ""no daily close above the handle/rim resistance yet""]}"
ON,2012-03-23,2012-03-26,2012-03-28,80.52,9.3,12.17,30.86,8.29,2011-10-21,2011-07-20,2012-02-29,2012-03-06,30.5,35.19,154,17,volume condition PASS: handle avg volume 0.67x cup avg; handle avg 0.67x cup avg; latest day 0.67x handle avg,"{""score"": 80.52, ""status"": ""awaiting breakout"", ""scanner_bucket"": ""Cup and Handle Pattern in Force"", ""left_rim_idx"": 663, ""bottom_idx"": 729, ""right_rim_idx"": 817, ""handle_low_idx"": 821, ""last_idx"": 834, ""left_rim_date"": ""2011-07-20"", ""bottom_date"": ""2011-10-21"", ""right_rim_date"": ""2012-02-29"", ""handle_low_date"": ""2012-03-06"", ""last_date"": ""2012-03-23"", ""left_rim_price"": 9.41, ""bottom_price"": 6.54, ""right_rim_price"": 9.3, ""handle_low_price"": 8.29, ""last_close"": 8.94, ""cup_depth_pct"": 30.5, ""handle_depth_pct_of_cup"": 35.19, ""right_rim_gap_pct"": 1.17, ""cup_width_weeks"": 154, ""handle_width_weeks"": 17, ""breakout_level"": 9.3, ""projected_target"": 12.17, ""volume_note"": ""volume condition PASS: handle avg volume 0.67x cup avg; handle avg 0.67x cup avg; latest day 0.67x handle avg"", ""notes"": [""daily cup has a declining left side, rising right side, and rounded U-shape fit"", ""daily handle remains in the upper half of the cup"", ""right rim is below the left rim"", ""prior uptrend is not strong, so continuation quality is weaker"", ""handle avg volume 0.67x cup avg"", ""no daily close above the handle/rim resistance yet""]}"
SWKS,2012-03-23,2012-03-26,2012-03-28,77.83,22.7,33.72,48.55,19.48,2011-11-29,2011-07-26,2012-03-02,2012-03-06,50.0,23.22,152,15,volume condition PASS: handle avg volume 0.94x cup avg; handle avg 0.94x cup avg; latest day 0.99x handle avg,"{""score"": 77.83, ""status"": ""near breakout"", ""scanner_bucket"": ""Cup and Handle Pattern in Force"", ""left_rim_idx"": 667, ""bottom_idx"": 755, ""right_rim_idx"": 819, ""handle_low_idx"": 821, ""last_idx"": 834, ""left_rim_date"": ""2011-07-26"", ""bottom_date"": ""2011-11-29"", ""right_rim_date"": ""2012-03-02"", ""handle_low_date"": ""2012-03-06"", ""last_date"": ""2012-03-23"", ""left_rim_price"": 21.41, ""bottom_price"": 11.02, ""right_rim_price"": 22.04, ""handle_low_price"": 19.48, ""last_close"": 22.04, ""cup_depth_pct"": 50.0, ""handle_depth_pct_of_cup"": 23.22, ""right_rim_gap_pct"": 2.84, ""cup_width_weeks"": 152, ""handle_width_weeks"": 15, ""breakout_level"": 22.7, ""projected_target"": 33.72, ""volume_note"": ""volume condition PASS: handle avg volume 0.94x cup avg; handle avg 0.94x cup avg; latest day 0.99x handle avg"", ""notes"": [""daily cup has a declining left side, rising right side, and rounded U-shape fit"", ""daily handle remains in the upper half of the cup"", ""handle avg volume 0.94x cup avg"", ""no daily close above the handle/rim resistance yet""]}"
TER,2012-03-23,2012-03-26,2012-03-28,74.67,15.77,21.86,38.62,13.85,2011-10-04,2011-07-07,2012-02-28,2012-03-06,38.96,29.15,162,18,volume condition PASS: handle avg volume 0.73x cup avg; handle avg 0.73x cup avg; latest day 0.41x handle avg,"{""score"": 74.67, ""status"": ""near breakout"", ""scanner_bucket"": ""Cup and Handle Pattern in Force"", ""left_rim_idx"": 654, ""bottom_idx"": 716, ""right_rim_idx"": 816, ""handle_low_idx"": 821, ""last_idx"": 834, ""left_rim_date"": ""2011-07-07"", ""bottom_date"": ""2011-10-04"", ""right_rim_date"": ""2012-02-28"", ""handle_low_date"": ""2012-03-06"", ""last_date"": ""2012-03-23"", ""left_rim_price"": 14.07, ""bottom_price"": 9.54, ""right_rim_price"": 15.63, ""handle_low_price"": 13.85, ""last_close"": 15.47, ""cup_depth_pct"": 38.96, ""handle_depth_pct_of_cup"": 29.15, ""right_rim_gap_pct"": 9.95, ""cup_width_weeks"": 162, ""handle_width_weeks"": 18, ""breakout_level"": 15.77, ""projected_target"": 21.86, ""volume_note"": ""volume condition PASS: handle avg volume 0.73x cup avg; handle avg 0.73x cup avg; latest day 0.41x handle avg"", ""notes"": [""daily cup has a declining left side, rising right side, and rounded U-shape fit"", ""daily handle remains in the upper half of the cup"", ""handle avg volume 0.73x cup avg"", ""no daily close above the handle/rim resistance yet""]}"
AMAT,2012-03-23,2012-03-26,2012-03-28,68.06,11.24,14.71,30.87,9.67,2011-10-04,2011-07-07,2012-02-17,2012-03-05,30.91,45.16,156,24,volume condition PASS: handle avg volume 0.96x cup avg; handle avg 0.96x cup avg; latest day 0.71x handle avg,"{""score"": 68.06, ""status"": ""awaiting breakout"", ""scanner_bucket"": ""Cup and Handle Pattern in Force"", ""left_rim_idx"": 654, ""bottom_idx"": 716, ""right_rim_idx"": 810, ""handle_low_idx"": 820, ""last_idx"": 834, ""left_rim_date"": ""2011-07-07"", ""bottom_date"": ""2011-10-04"", ""right_rim_date"": ""2012-02-17"", ""handle_low_date"": ""2012-03-05"", ""last_date"": ""2012-03-23"", ""left_rim_price"": 10.74, ""bottom_price"": 7.76, ""right_rim_price"": 11.24, ""handle_low_price"": 9.67, ""last_close"": 10.29, ""cup_depth_pct"": 30.91, ""handle_depth_pct_of_cup"": 45.16, ""right_rim_gap_pct"": 4.4, ""cup_width_weeks"": 156, ""handle_width_weeks"": 24, ""breakout_level"": 11.24, ""projected_target"": 14.71, ""volume_note"": ""volume condition PASS: handle avg volume 0.96x cup avg; handle avg 0.96x cup avg; latest day 0.71x handle avg"", ""notes"": [""daily cup has a declining left side, rising right side, and rounded U-shape fit"", ""daily handle remains in the upper half of the cup"", ""prior uptrend is not strong, so continuation quality is weaker"", ""handle avg volume 0.96x cup avg"", ""no daily close above the handle/rim resistance yet""]}"
NVDA,2012-03-23,2012-03-26,2012-03-28,64.6,0.39,0.51,30.77,0.33,2011-10-04,2011-06-23,2012-02-15,2012-03-21,32.13,48.99,163,26,volume condition PASS: handle avg volume 0.79x cup avg; handle avg 0.79x cup avg; latest day 0.54x handle avg,"{""score"": 64.6, ""status"": ""awaiting breakout"", ""scanner_bucket"": ""Cup and Handle Pattern in Force"", ""left_rim_idx"": 645, ""bottom_idx"": 716, ""right_rim_idx"": 808, ""handle_low_idx"": 832, ""last_idx"": 834, ""left_rim_date"": ""2011-06-23"", ""bottom_date"": ""2011-10-04"", ""right_rim_date"": ""2012-02-15"", ""handle_low_date"": ""2012-03-21"", ""last_date"": ""2012-03-23"", ""left_rim_price"": 0.37, ""bottom_price"": 0.26, ""right_rim_price"": 0.39, ""handle_low_price"": 0.33, ""last_close"": 0.33, ""cup_depth_pct"": 32.13, ""handle_depth_pct_of_cup"": 48.99, ""right_rim_gap_pct"": 3.43, ""cup_width_weeks"": 163, ""handle_width_weeks"": 26, ""breakout_level"": 0.39, ""projected_target"": 0.51, ""volume_note"": ""volume condition PASS: handle avg volume 0.79x cup avg; handle avg 0.79x cup avg; latest day 0.54x handle avg"", ""notes"": [""daily cup has a declining left side, rising right side, and rounded U-shape fit"", ""daily handle remains in the upper half of the cup"", ""prior uptrend is not strong, so continuation quality is weaker"", ""handle avg volume 0.79x cup avg"", ""no daily close above the handle/rim resistance yet""]}"
MU,2012-03-23,2012-03-26,2012-03-28,64.19,8.93,14.0,56.77,7.59,2011-10-04,2011-06-23,2012-02-28,2012-03-06,56.66,26.59,171,18,volume condition PASS: handle avg volume 0.93x cup avg; handle avg 0.93x cup avg; latest day 1.44x handle avg,"{""score"": 64.19, ""status"": ""awaiting breakout"", ""scanner_bucket"": ""Cup and Handle Pattern in Force"", ""left_rim_idx"": 645, ""bottom_idx"": 716, ""right_rim_idx"": 816, ""handle_low_idx"": 821, ""last_idx"": 834, ""left_rim_date"": ""2011-06-23"", ""bottom_date"": ""2011-10-04"", ""right_rim_date"": ""2012-02-28"", ""handle_low_date"": ""2012-03-06"", ""last_date"": ""2012-03-23"", ""left_rim_price"": 8.24, ""bottom_price"": 3.87, ""right_rim_price"": 8.93, ""handle_low_price"": 7.59, ""last_close"": 8.19, ""cup_depth_pct"": 56.66, ""handle_depth_pct_of_cup"": 26.59, ""right_rim_gap_pct"": 7.75, ""cup_width_weeks"": 171, ""handle_width_weeks"": 18, ""breakout_level"": 8.93, ""projected_target"": 14.0, ""volume_note"": ""volume condition PASS: handle avg volume 0.93x cup avg; handle avg 0.93x cup avg; latest day 1.44x handle avg"", ""notes"": [""daily cup has a declining left side, rising right side, and rounded U-shape fit"", ""daily handle remains in the upper half of the cup"", ""prior uptrend is not strong, so continuation quality is weaker"", ""handle avg volume 0.93x cup avg"", ""no daily close above the handle/rim resistance yet""]}"
AMD,2012-03-30,2012-04-02,2012-04-04,84.45,8.35,11.69,40.0,6.76,2011-10-20,2011-06-14,2012-03-01,2012-03-06,42.88,28.14,180,21,volume condition PASS: handle avg volume 0.75x cup avg; handle avg 0.75x cup avg; latest day 0.94x handle avg,"{""score"": 84.45, ""status"": ""awaiting breakout"", ""scanner_bucket"": ""Cup and Handle Pattern in Force"", ""left_rim_idx"": 638, ""bottom_idx"": 728, ""right_rim_idx"": 818, ""handle_low_idx"": 821, ""last_idx"": 839, ""left_rim_date"": ""2011-06-14"", ""bottom_date"": ""2011-10-20"", ""right_rim_date"": ""2012-03-01"", ""handle_low_date"": ""2012-03-06"", ""last_date"": ""2012-03-30"", ""left_rim_price"": 7.79, ""bottom_price"": 4.45, ""right_rim_price"": 7.7, ""handle_low_price"": 6.76, ""last_close"": 8.02, ""cup_depth_pct"": 42.88, ""handle_depth_pct_of_cup"": 28.14, ""right_rim_gap_pct"": 1.16, ""cup_width_weeks"": 180, ""handle_width_weeks"": 21, ""breakout_level"": 8.35, ""projected_target"": 11.69, ""volume_note"": ""volume condition PASS: handle avg volume 0.75x cup avg; handle avg 0.75x cup avg; latest day 0.94x handle avg"", ""notes"": [""daily cup has a declining left side, rising right side, and rounded U-shape fit"", ""daily handle remains in the upper half of the cup"", ""right rim is below the left rim"", ""prior uptrend is not strong, so continuation quality is weaker"", ""handle avg volume 0.75x cup avg"", ""no daily close above the handle/rim resistance yet""]}"
ON,2012-03-30,2012-04-02,2012-04-04,81.27,9.31,12.18,30.83,8.29,2011-10-21,2011-07-20,2012-02-29,2012-03-06,30.5,35.19,154,22,volume condition PASS: handle avg volume 0.66x cup avg; handle avg 0.66x cup avg; latest day 0.66x handle avg,"{""score"": 81.27, ""status"": ""awaiting breakout"", ""scanner_bucket"": ""Cup and Handle Pattern in Force"", ""left_rim_idx"": 663, ""bottom_idx"": 729, ""right_rim_idx"": 817, ""handle_low_idx"": 821, ""last_idx"": 839, ""left_rim_date"": ""2011-07-20"", ""bottom_date"": ""2011-10-21"", ""right_rim_date"": ""2012-02-29"", ""handle_low_date"": ""2012-03-06"", ""last_date"": ""2012-03-30"", ""left_rim_price"": 9.41, ""bottom_price"": 6.54, ""right_rim_price"": 9.3, ""handle_low_price"": 8.29, ""last_close"": 9.01, ""cup_depth_pct"": 30.5, ""handle_depth_pct_of_cup"": 35.19, ""right_rim_gap_pct"": 1.17, ""cup_width_weeks"": 154, ""handle_width_weeks"": 22, ""breakout_level"": 9.31, ""projected_target"": 12.18, ""volume_note"": ""volume condition PASS: handle avg volume 0.66x cup avg; handle avg 0.66x cup avg; latest day 0.66x handle avg"", ""notes"": [""daily cup has a declining left side, rising right side, and rounded U-shape fit"", ""daily handle remains in the upper half of the cup"", ""right rim is below the left rim"", ""prior uptrend is not strong, so continuation quality is weaker"", ""handle avg volume 0.66x cup avg"", ""no daily close above the handle/rim resistance yet""]}"
SWKS,2012-03-30,2012-04-02,2012-04-04,76.34,22.7,33.72,48.55,19.48,2011-11-29,2011-07-26,2012-03-02,2012-03-06,50.0,23.22,152,20,volume condition PASS: handle avg volume 0.88x cup avg; handle avg 0.88x cup avg; latest day 0.59x handle avg,"{""score"": 76.34, ""status"": ""awaiting breakout"", ""scanner_bucket"": ""Cup and Handle Pattern in Force"", ""left_rim_idx"": 667, ""bottom_idx"": 755, ""right_rim_idx"": 819, ""handle_low_idx"": 821, ""last_idx"": 839, ""left_rim_date"": ""2011-07-26"", ""bottom_date"": ""2011-11-29"", ""right_rim_date"": ""2012-03-02"", ""handle_low_date"": ""2012-03-06"", ""last_date"": ""2012-03-30"", ""left_rim_price"": 21.41, ""bottom_price"": 11.02, ""right_rim_price"": 22.04, ""handle_low_price"": 19.48, ""last_close"": 21.64, ""cup_depth_pct"": 50.0, ""handle_depth_pct_of_cup"": 23.22, ""right_rim_gap_pct"": 2.84, ""cup_width_weeks"": 152, ""handle_width_weeks"": 20, ""breakout_level"": 22.7, ""projected_target"": 33.72, ""volume_note"": ""volume condition PASS: handle avg volume 0.88x cup avg; handle avg 0.88x cup avg; latest day 0.59x handle avg"", ""notes"": [""daily cup has a declining left side, rising right side, and rounded U-shape fit"", ""daily handle remains in the upper half of the cup"", ""handle avg volume 0.88x cup avg"", ""no daily close above the handle/rim resistance yet""]}"
TER,2012-03-30,2012-04-02,2012-04-04,70.22,16.09,22.64,40.71,13.85,2011-10-04,2011-07-07,2012-02-17,2012-03-06,40.71,34.13,156,29,volume condition PASS: handle avg volume 0.70x cup avg; handle avg 0.70x cup avg; latest day 0.85x handle avg,"{""score"": 70.22, ""status"": ""awaiting breakout"", ""scanner_bucket"": ""Cup and Handle Pattern in Force"", ""left_rim_idx"": 654, ""bottom_idx"": 716, ""right_rim_idx"": 810, ""handle_low_idx"": 821, ""last_idx"": 839, ""left_rim_date"": ""2011-07-07"", ""bottom_date"": ""2011-10-04"", ""right_rim_date"": ""2012-02-17"", ""handle_low_date"": ""2012-03-06"", ""last_date"": ""2012-03-30"", ""left_rim_price"": 14.07, ""bottom_price"": 9.54, ""right_rim_price"": 16.09, ""handle_low_price"": 13.85, ""last_close"": 15.53, ""cup_depth_pct"": 40.71, ""handle_depth_pct_of_cup"": 34.13, ""right_rim_gap_pct"": 12.52, ""cup_width_weeks"": 156, ""handle_width_weeks"": 29, ""breakout_level"": 16.09, ""projected_target"": 22.64, ""volume_note"": ""volume condition PASS: handle avg volume 0.70x cup avg; handle avg 0.70x cup avg; latest day 0.85x handle avg"", ""notes"": [""daily cup has a declining left side, rising right side, and rounded U-shape fit"", ""daily handle remains in the upper half of the cup"", ""handle avg volume 0.70x cup avg"", ""no daily close above the handle/rim resistance yet""]}"
