oos_sharpe_rank,is_selection_rank,variant,is_return_pct,is_max_drawdown_pct,is_sharpe,is_cash_days_pct,oos_return_pct,oos_max_drawdown_pct,oos_sharpe,oos_cash_days_pct,full_return_pct,full_max_drawdown_pct,full_sharpe,avg_exposure,days_above_1x_pct,trade_events
1,9,"cash=none SMA75 exit=0% reentry=0%; unit=0.67, cap=1.00, add=5%/15%, sell=extra_profit 12%, max_days=10, trend_sma=75, trend_exp=0.2",1995.09,-46.08,1.015,0.0,3270.23,-54.31,1.263,0.0,73459.7,-54.31,1.123,0.672,0.0,813
2,8,"cash=none SMA75 exit=0% reentry=0%; unit=0.60, cap=1.00, add=5%/15%, sell=extra_profit 12%, max_days=10, trend_sma=75, trend_exp=0.2",1921.04,-46.04,1.018,0.0,3021.84,-54.01,1.255,0.0,65354.81,-54.01,1.121,0.647,0.0,813
3,3,"cash=none SMA75 exit=0% reentry=0%; unit=0.60, cap=1.00, add=5%/15%, sell=extra_profit 12%, max_days=10, trend_sma=none, trend_exp=none",5583.03,-51.59,1.09,0.0,5939.38,-74.43,1.232,0.0,355963.28,-74.43,1.142,0.831,0.0,813
4,1,"cash=none SMA75 exit=0% reentry=0%; unit=0.67, cap=1.00, add=5%/15%, sell=extra_profit 12%, max_days=10, trend_sma=none, trend_exp=none",5940.58,-52.36,1.092,0.0,6200.12,-75.07,1.229,0.0,396366.72,-75.07,1.141,0.861,0.0,813
5,2,"cash=none SMA75 exit=0% reentry=0%; unit=0.75, cap=1.00, add=5%/15%, sell=extra_profit 12%, max_days=10, trend_sma=none, trend_exp=none",6334.75,-53.23,1.092,0.0,6428.1,-75.82,1.224,0.0,439615.52,-75.82,1.139,0.895,0.0,813
6,7,"cash=none SMA75 exit=0% reentry=0%; unit=0.67, cap=1.50, add=8%/20%, sell=rebound_from_low 5%, max_days=10, trend_sma=none, trend_exp=none",7171.95,-61.7,1.039,0.0,3981.97,-88.45,1.096,0.0,309142.35,-88.45,1.048,0.923,35.58,975
7,4,"cash=none SMA75 exit=0% reentry=0%; unit=0.75, cap=1.50, add=8%/20%, sell=rebound_from_low 5%, max_days=10, trend_sma=none, trend_exp=none",9828.54,-67.34,1.058,0.0,4034.47,-90.91,1.091,0.0,429593.22,-90.91,1.056,1.017,35.58,975
8,5,"cash=none SMA75 exit=0% reentry=0%; unit=0.67, cap=1.50, add=8%/20%, sell=rebound_from_low 5%, max_days=10, trend_sma=75, trend_exp=0.2",2731.09,-56.69,1.052,0.0,2002.41,-61.82,1.065,0.0,61908.12,-61.82,1.038,0.67,18.12,975
9,6,"cash=none SMA75 exit=0% reentry=0%; unit=0.75, cap=1.50, add=8%/20%, sell=rebound_from_low 5%, max_days=10, trend_sma=75, trend_exp=0.2",3603.39,-60.03,1.052,0.0,2330.66,-64.6,1.065,0.0,94127.52,-64.6,1.04,0.742,18.12,975
10,10,"cash=selected_and_qqq SMA200 exit=0% reentry=2%; unit=0.75, cap=1.50, add=8%/20%, sell=rebound_from_low 5%, max_days=10, trend_sma=none, trend_exp=none",3788.0,-64.33,1.013,18.36,2461.51,-62.31,1.059,25.44,104149.87,-64.33,1.021,0.756,22.07,631
