is_return_rank_dd50,variant,is_return_pct,is_max_drawdown_pct,is_sharpe,is_cash_days_pct,oos_return_pct,oos_max_drawdown_pct,oos_sharpe,oos_cash_days_pct,full_return_pct,full_max_drawdown_pct,full_sharpe,avg_exposure,days_above_1x_pct,max_exposure_used,trade_events
1,"cash=selected_or_qqq SMA150 exit=0% reentry=0%; unit=1.00, cap=1.00, add=10%/20%, sell=rebound_from_low 5%, max_days=5, trend_sma=200, trend_exp=0.5, vol_target=none",2778.89,-49.04,0.983,12.27,6837.85,-54.1,1.337,20.07,212090.06,-54.1,1.145,0.823,0.0,1.0,654
2,"cash=selected SMA200 exit=3% reentry=4%; unit=1.00, cap=1.00, add=5%/15%, sell=extra_profit 15%, max_days=10, trend_sma=200, trend_exp=0.5, vol_target=none",2648.78,-48.73,0.976,16.9,4544.73,-54.77,1.248,24.44,135536.35,-54.77,1.099,0.798,0.0,1.0,575
3,"cash=selected_and_qqq SMA200 exit=0% reentry=2%; unit=1.00, cap=2.00, add=5%/15%, sell=extra_profit 15%, max_days=10, trend_sma=none, trend_exp=none, vol_target=50%/20d",2588.12,-47.72,0.996,18.36,1906.7,-38.09,1.274,25.44,57206.58,-47.72,1.116,0.728,16.98,2.0,549
4,"cash=selected SMA200 exit=5% reentry=5%; unit=1.00, cap=1.00, add=8%/20%, sell=extra_profit 10%, max_days=20, trend_sma=200, trend_exp=0.5, vol_target=none",2566.11,-49.1,0.97,16.65,5255.82,-55.08,1.28,23.63,151597.89,-55.08,1.111,0.8,0.0,1.0,374
5,"cash=selected_or_qqq SMA150 exit=0% reentry=0%; unit=1.00, cap=2.00, add=5%/15%, sell=extra_profit 12%, max_days=10, trend_sma=200, trend_exp=0.5, vol_target=50%/20d",2514.48,-48.29,0.975,12.27,2712.13,-39.95,1.373,20.07,78007.97,-48.29,1.142,0.757,16.35,2.0,629
6,"cash=qqq SMA150 exit=0% reentry=0%; unit=1.00, cap=1.00, add=8%/20%, sell=extra_profit 15%, max_days=10, trend_sma=200, trend_exp=0.5, vol_target=none",2484.46,-49.04,0.963,12.9,5342.72,-54.1,1.298,21.51,149337.82,-54.1,1.116,0.815,0.0,1.0,477
7,"cash=selected_and_qqq SMA200 exit=3% reentry=4%; unit=1.00, cap=2.00, add=5%/15%, sell=extra_profit 12%, max_days=10, trend_sma=none, trend_exp=none, vol_target=50%/20d",2473.38,-45.62,0.987,20.87,1584.09,-40.19,1.217,26.31,45940.92,-45.62,1.087,0.712,16.68,2.0,566
8,"cash=selected SMA200 exit=0% reentry=2%; unit=1.00, cap=2.00, add=5%/15%, sell=extra_profit 15%, max_days=10, trend_sma=none, trend_exp=none, vol_target=50%/20d",2377.54,-47.72,0.967,17.4,1956.24,-39.53,1.276,24.38,54021.4,-47.72,1.098,0.735,17.1,2.0,559
9,"cash=selected SMA200 exit=5% reentry=5%; unit=1.00, cap=2.00, add=5%/15%, sell=extra_profit 15%, max_days=10, trend_sma=200, trend_exp=0.5, vol_target=50%/20d",2317.68,-49.86,0.957,16.65,2282.11,-39.78,1.322,23.63,61083.57,-49.86,1.11,0.739,17.5,2.0,576
10,"cash=selected SMA200 exit=5% reentry=5%; unit=1.00, cap=2.00, add=5%/15%, sell=extra_profit 10%, max_days=10, trend_sma=200, trend_exp=0.5, vol_target=50%/20d",2250.63,-49.86,0.952,16.65,2213.51,-39.78,1.315,23.63,57673.68,-49.86,1.104,0.733,16.05,2.0,601
