Strategy,Variant,Period,Start equity,End equity,Cumulative return %,CAGR %,Max drawdown %,Sharpe ratio,DCA trade events,Rotation resets,Max exposure used,Avg exposure,Days above 1x %,Max abs diff vs saved curve,Max rel diff vs saved curve
Advanced DCA: best Calmar/raw return,"unit=1.00, cap=2.00, anchor=rolling_high, add=5%/20%, sell=extra_profit 15%, max_days=20, trend_sma=100, dd_guard=none",2010-06-25 to 2026-05-20,1.0,249913595.384826,24991359438.48,237.38,-82.46,1.71,447,123,2.0,1.448,44.88,172.7825356721878,4.296916260138062e-06
