rank_by_is_return,variant,is_return_pct,is_max_drawdown_pct,is_sharpe,oos_return_pct,oos_max_drawdown_pct,oos_sharpe,full_return_pct,full_max_drawdown_pct,avg_exposure,trade_events
1,"cash=selected_or_qqq SMA150 exit=0% reentry=0%; unit=1.00, cap=1.00, add=10%/20%, sell=rebound_from_low 5%, max_days=5, trend_sma=200, trend_exp=0.5, vol_target=none",2778.89,-49.04,0.983,6837.85,-54.1,1.337,212090.06,-54.1,0.823,654
2,"cash=selected SMA200 exit=3% reentry=4%; unit=1.00, cap=1.00, add=5%/15%, sell=extra_profit 15%, max_days=10, trend_sma=200, trend_exp=0.5, vol_target=none",2648.78,-48.73,0.976,4544.73,-54.77,1.248,135536.35,-54.77,0.798,575
3,"cash=selected_and_qqq SMA200 exit=0% reentry=2%; unit=1.00, cap=2.00, add=5%/15%, sell=extra_profit 15%, max_days=10, trend_sma=none, trend_exp=none, vol_target=50%/20d",2588.12,-47.72,0.996,1906.7,-38.09,1.274,57206.58,-47.72,0.728,549
4,"cash=selected SMA200 exit=5% reentry=5%; unit=1.00, cap=1.00, add=8%/20%, sell=extra_profit 10%, max_days=20, trend_sma=200, trend_exp=0.5, vol_target=none",2566.11,-49.1,0.97,5255.82,-55.08,1.28,151597.89,-55.08,0.8,374
5,"cash=selected SMA200 exit=5% reentry=5%; unit=1.00, cap=1.00, add=15%/30%, sell=rebound_from_low 5%, max_days=5, trend_sma=200, trend_exp=0.5, vol_target=none",2566.11,-49.1,0.97,5255.82,-55.08,1.28,151597.89,-55.08,0.8,387
