date,same_close_equity,next_day_equity,same_exposure,next_exposure,allocation
2018-01-24,16082.434305350907,39.126088333130696,0.75,0.75,TQQQ
2018-01-25,16067.221646885208,39.08907827559776,0.75,0.75,TQQQ
2018-01-26,16605.37645149408,40.398326118445766,0.75,0.75,TQQQ
2018-01-29,16440.452852032744,39.99709237495737,0.75,0.75,TQQQ
2018-01-30,16125.295167753766,39.23036221708186,0.75,0.75,TQQQ
2018-01-31,16274.578326780837,39.593545175323364,0.75,0.75,TQQQ
2018-02-01,15969.344340171785,38.8509578470875,0.75,0.75,TQQQ
2018-02-02,14506.19364040756,35.291337304778814,1.5,1.5,TQQQ
2018-02-05,14171.2909072042,29.180586124236847,0.2,1.5,TQQQ
2018-02-06,16356.509497831557,29.630551901537125,2.0,0.2,TQQQ
2018-02-07,15062.888186367665,27.287098769599222,2.0,2.0,TQQQ
2018-02-08,14689.563378288707,20.524152125401404,0.2,2.0,TQQQ
2018-02-09,14957.169870116266,20.71738027041465,0.2,0.2,SOXL
2018-02-12,15124.618450105947,20.949315585551926,0.2,0.2,TQQQ
2018-02-13,15161.444298361574,21.00032357093402,0.2,0.2,TQQQ
2018-02-14,15827.296270655437,21.246265080521855,0.75,0.2,TQQQ
2018-02-15,16447.717912361797,22.079107433124133,0.75,0.75,TQQQ
2018-02-16,16309.951272581306,21.89417208485142,0.75,0.75,TQQQ
2018-02-20,16371.015709148307,21.976143836950396,0.75,0.75,TQQQ
2018-02-21,16260.475232427996,21.827756378324167,0.75,0.75,TQQQ
2018-02-22,16262.768692139265,21.830835075540914,0.75,0.75,TQQQ
2018-02-23,16989.364954654116,22.806204243838394,0.75,0.75,TQQQ
2018-02-26,17500.85146903168,23.492814128669206,0.75,0.75,TQQQ
2018-02-27,17030.856898618596,22.861902249682256,0.75,0.75,TQQQ
2018-02-28,16774.096842510906,22.517232375506218,0.75,0.75,TQQQ
2018-03-01,15563.195179776729,20.89174073922502,1.5,1.5,TQQQ
2018-03-02,16204.97695389889,21.753256532173676,1.5,1.5,TQQQ
2018-03-05,16967.488097911915,22.77683716246675,1.5,1.5,TQQQ
2018-03-06,17289.265968514905,23.208785728979173,1.5,1.5,TQQQ
2018-03-07,17483.235710108293,23.4691670649332,1.5,1.5,TQQQ
2018-03-08,17874.14840576321,23.993920921384632,1.5,1.5,TQQQ
2018-03-09,19435.380006255098,26.089688882564296,1.5,1.5,TQQQ
2018-03-12,19871.733034486373,26.382564935048343,1.5,0.75,TQQQ
2018-03-13,19330.663889821397,25.664218335951944,0.75,0.75,TQQQ
2018-03-14,19281.45228785155,25.59888290283828,0.75,0.75,TQQQ
2018-03-15,19216.857352603976,25.513123896782453,0.75,0.75,TQQQ
2018-03-16,19121.47365271117,25.386488406470665,0.75,0.75,TQQQ
2018-03-19,17320.739339609983,22.99575631160435,1.5,1.5,TQQQ
2018-03-20,17511.6875485083,23.249267342159577,1.5,1.5,TQQQ
2018-03-21,17131.543886988016,22.744572315444955,1.5,1.5,TQQQ
2018-03-22,16881.223390087973,20.252050619207694,0.2,1.5,TQQQ
2018-03-23,16608.48926688464,19.92485719601407,0.2,0.2,TQQQ
2018-03-26,16982.245645989588,20.373244906665988,0.2,0.2,TQQQ
2018-03-27,16656.558664520537,19.982525046954812,0.2,0.2,TQQQ
2018-03-28,16541.69379492851,19.844724065379488,0.2,0.2,TQQQ
2018-03-29,16724.857056900546,20.064461199787345,0.2,0.2,TQQQ
2018-04-02,16427.82629725758,19.708119610037212,0.2,0.2,TQQQ
2018-04-03,16616.03147904414,19.84036835015753,0.2,0.2,SOXL
2018-04-04,16742.80875759703,19.991746728809023,0.2,0.2,SOXL
2018-04-05,16639.852370227163,19.868811679486573,0.2,0.2,SOXL
2018-04-06,16336.111247914821,19.506129666193118,0.2,0.2,SOXL
2018-04-09,16395.88745164086,19.577505427727658,0.2,0.2,SOXL
2018-04-10,16711.18381869109,19.95398497819267,0.2,0.2,SOXL
2018-04-11,16712.559018872587,19.955627035635235,0.2,0.2,SOXL
2018-04-12,16902.976689248837,20.182995208679944,0.2,0.2,SOXL
2018-04-13,16823.602718047456,20.088218737653374,0.2,0.2,SOXL
2018-04-16,16845.280239168413,20.114102776480607,0.2,0.2,SOXL
2018-04-17,17035.155776959444,20.340823616243664,0.2,0.2,SOXL
2018-04-18,16929.584245219794,20.21476595442191,0.2,0.2,SOXL
2018-04-19,16492.346450355635,19.692682271705237,0.2,0.2,SOXL
2018-04-20,16373.916497880535,19.55127101572868,0.2,0.2,SOXL
2018-04-23,16242.150033568765,19.39393530103408,0.2,0.2,SOXL
2018-04-24,16163.14204827035,19.299595835386018,0.2,0.2,SOXL
2018-04-25,16151.74401242329,19.285986013452355,0.2,0.2,SOXL
2018-04-26,16352.055700381461,19.521504888699457,0.2,0.2,TQQQ
2018-04-27,16279.76931859797,19.435207545953745,0.2,0.2,SOXL
2018-04-30,16171.831843313119,19.306349010363142,0.2,0.2,SOXL
2018-05-01,16331.811970155966,19.497337402616758,0.2,0.2,SOXL
2018-05-02,16274.860168944035,19.443693890631238,0.2,0.2,TQQQ
2018-05-03,16275.083541817065,19.443960755828332,0.2,0.2,TQQQ
2018-05-04,16458.206181977188,19.662738706775773,0.2,0.2,TQQQ
2018-05-07,16751.569054760756,19.756200775890434,0.75,0.2,TQQQ
2018-05-08,16740.48815590613,19.70719421824343,0.2,0.75,TQQQ
2018-05-09,17161.11031804671,19.839237880922845,0.75,0.2,TQQQ
2018-05-10,17561.633866585937,20.30226631026782,0.75,0.75,TQQQ
2018-05-11,17522.20102477629,20.25667966030848,0.75,0.75,TQQQ
2018-05-14,17580.608134087215,20.32420166291096,0.75,0.75,TQQQ
2018-05-15,17154.074506936126,19.831104075608316,0.75,0.75,TQQQ
2018-05-16,17390.988962436357,20.10499091352204,0.75,0.75,TQQQ
2018-05-17,17243.782753034502,19.934812005995227,0.75,0.75,TQQQ
2018-05-18,17036.635200150955,19.69533743226756,0.75,0.75,TQQQ
2018-05-21,17259.768967662123,19.953292996381926,0.75,0.75,TQQQ
2018-05-22,17192.32314078846,19.875321712553337,0.75,0.75,TQQQ
2018-05-23,17516.485102346836,20.25007172278666,0.75,0.75,TQQQ
2018-05-24,17505.43036240464,20.23729180287703,0.75,0.75,TQQQ
2018-05-25,17538.604409679214,20.275642923705217,0.75,0.75,TQQQ
2018-05-29,17370.477984618614,20.081279034712626,0.75,0.75,TQQQ
2018-05-30,17648.42519014839,20.402602109190166,0.75,0.75,TQQQ
2018-05-31,17620.068356028336,20.369819965888748,0.75,0.75,TQQQ
2018-06-01,18234.83215862593,21.08052254248652,0.75,0.75,TQQQ
2018-06-04,18585.561250323313,21.4859856945197,0.75,0.75,TQQQ
2018-06-05,18729.62244313923,21.652528780643852,0.75,0.75,TQQQ
2018-06-06,18961.386940575176,21.92046196863513,0.75,0.75,TQQQ
2018-06-07,18631.30666172365,21.538870040690338,0.75,0.75,TQQQ
2018-06-08,18622.023125648528,21.52813773507857,0.75,0.75,TQQQ
2018-06-11,18731.170670177686,21.65431862080806,0.75,0.75,TQQQ
2018-06-12,18953.682608442166,21.91155531428307,0.75,0.75,TQQQ
2018-06-13,18937.520581296954,21.892871074439068,0.75,0.75,TQQQ
2018-06-14,19369.38790944828,22.392134729144594,0.75,0.75,TQQQ
2018-06-15,19224.966255108844,22.225174928613306,0.75,0.75,TQQQ
2018-06-18,19192.791885514194,22.187979493106678,0.75,0.75,TQQQ
2018-06-19,19064.024292292816,22.03911669425931,0.75,0.75,TQQQ
2018-06-20,19363.627363565458,22.385475204325083,0.75,0.75,TQQQ
2018-06-21,18987.60470661535,21.950771225293792,0.75,0.75,TQQQ
2018-06-22,18844.505239341874,21.785339949621243,0.75,0.75,TQQQ
2018-06-25,17942.07882050345,20.74208272083125,0.75,0.75,TQQQ
2018-06-26,18238.603918739238,21.08488291572175,1.5,1.5,TQQQ
2018-06-27,17140.692228088064,19.815633385860675,1.5,1.5,TQQQ
2018-06-28,17770.838838688775,20.54411937982448,1.5,1.5,TQQQ
2018-06-29,17892.751930288574,20.685057977632088,1.5,1.5,TQQQ
2018-07-02,18494.293253810723,21.380474602278518,1.5,1.5,TQQQ
2018-07-03,17539.329424580174,20.27648108293971,1.5,1.5,TQQQ
2018-07-05,18505.270894267018,21.393165390715126,1.5,1.5,TQQQ
2018-07-06,19754.25674986211,22.83706540882767,1.5,1.5,TQQQ
2018-07-09,20578.96469382677,23.79047557748067,1.5,1.5,TQQQ
2018-07-10,20652.72116769553,23.875742334888646,1.5,1.5,TQQQ
2018-07-11,20426.271439350825,23.352164320944347,0.75,1.5,TQQQ
2018-07-12,21182.252747116734,24.21643364072349,0.75,0.75,TQQQ
2018-07-13,21228.640560113352,24.269466120723703,0.75,0.75,TQQQ
2018-07-16,21121.29608760718,24.146745448556388,0.75,0.75,TQQQ
2018-07-17,21414.55454210074,24.48201072877032,0.75,0.75,TQQQ
2018-07-18,21312.375860833934,24.365195804317533,0.75,0.75,TQQQ
2018-07-19,21076.027288788133,24.094992272174053,0.75,0.75,TQQQ
2018-07-20,21054.01711225477,24.069829321575543,0.75,0.75,TQQQ
2018-07-23,21191.025004618183,24.226462450888267,0.75,0.75,TQQQ
2018-07-24,21393.659533525137,24.45812268463099,0.75,0.75,TQQQ
2018-07-25,22062.92184539884,25.223251236216836,0.75,0.75,TQQQ
2018-07-26,21340.12520759816,24.39692001337649,0.75,0.75,TQQQ
2018-07-27,20672.43369982257,23.633587270464,0.75,0.75,TQQQ
2018-07-30,19337.301368448025,22.107208377231455,1.5,1.5,TQQQ
2018-07-31,19915.20433452627,22.76789111933102,1.5,1.5,TQQQ
2018-08-01,20323.687751840305,23.2348863764841,1.5,1.5,TQQQ
2018-08-02,21537.81981102568,24.62293271854938,1.5,1.5,TQQQ
2018-08-03,21827.211477594585,24.953777325745286,1.5,1.5,TQQQ
2018-08-06,22428.605305281173,25.641315799295757,1.5,1.5,TQQQ
2018-08-07,22757.293564858377,26.017085908432033,1.5,1.5,TQQQ
2018-08-08,22848.75307236271,26.121646226955914,1.5,1.5,TQQQ
2018-08-09,22818.22855325989,26.086749325285762,1.5,1.5,TQQQ
2018-08-10,22019.760579136087,25.173907478837492,1.5,1.5,TQQQ
2018-08-13,21972.021871770357,25.06475372141445,0.75,1.5,TQQQ
2018-08-14,22276.262614206975,25.41181869912557,0.75,0.75,TQQQ
2018-08-15,21668.039412712173,24.717983382462965,0.75,0.75,TQQQ
2018-08-16,21966.183086720906,25.05809308225476,1.5,1.5,TQQQ
2018-08-17,21961.106217926474,25.052301604950078,1.5,1.5,TQQQ
2018-08-20,21895.12013462713,24.97702747057177,1.5,1.5,TQQQ
2018-08-21,22234.850032659015,25.3645769767422,1.5,1.5,TQQQ
2018-08-22,22622.197187230464,25.806446236234326,1.5,1.5,TQQQ
2018-08-23,22453.041819876627,25.613480943912883,1.5,1.5,TQQQ
2018-08-24,23388.725231662735,26.680869025651667,1.5,1.5,TQQQ
2018-08-27,24445.886977738584,27.88683445585796,1.5,1.5,TQQQ
2018-08-28,24608.88293885789,28.072773357925488,1.5,1.5,TQQQ
2018-08-29,25899.931300546406,29.545546752063338,1.5,1.5,TQQQ
2018-08-30,25790.076066366055,29.294910337644275,0.75,1.5,TQQQ
2018-08-31,25846.421920299123,29.35891351214518,0.75,0.75,TQQQ
2018-09-04,25615.843367880596,29.096999665846223,0.75,0.75,TQQQ
2018-09-05,24852.098087444643,28.2294624994728,0.75,0.75,TQQQ
2018-09-06,23835.925236305833,27.075193218333208,1.5,1.5,TQQQ
2018-09-07,23482.288233816966,26.673497455462027,1.5,1.5,TQQQ
2018-09-10,23791.500842386155,27.024731613127692,1.5,1.5,TQQQ
2018-09-11,24583.95504006285,27.924879197333702,1.5,1.5,TQQQ
2018-09-12,24264.612677791763,27.562138666996788,1.5,1.5,TQQQ
2018-09-13,25342.40783745649,28.786404639825847,1.5,1.5,TQQQ
2018-09-14,25052.682649329134,28.457306215032254,1.5,1.5,TQQQ
2018-09-17,23468.05922519506,26.657334745018687,1.5,1.5,TQQQ
2018-09-18,24304.179125590614,27.607082138185614,1.5,1.5,TQQQ
2018-09-19,24223.368023085608,27.51528892299391,1.5,1.5,TQQQ
2018-09-20,25364.209501818215,28.811169119040436,1.5,1.5,TQQQ
2018-09-21,24757.78826219343,28.46675261177741,1.5,0.75,TQQQ
2018-09-24,25077.520229837606,28.834383626656976,1.5,1.5,TQQQ
2018-09-25,25229.9008489115,29.00959238682842,1.5,1.5,TQQQ
2018-09-26,25191.721206653703,28.965693052225152,1.5,1.5,TQQQ
2018-09-27,26238.19295457812,30.168936736511327,1.5,1.5,TQQQ
2018-09-28,26177.4332319032,30.099074599561543,1.5,1.5,TQQQ
2018-10-01,26403.725405057423,30.35926760399885,1.5,1.5,TQQQ
2018-10-02,26176.78490345084,30.098329145021378,1.5,1.5,TQQQ
2018-10-03,26292.69823225893,30.231607450039693,1.5,1.5,TQQQ
2018-10-04,25167.840784619093,27.644862758117718,0.75,1.5,TQQQ
2018-10-05,24978.558310006727,26.085525165963116,0.2,1.5,TQQQ
2018-10-08,24889.059783067834,25.992060361157073,0.2,0.2,TQQQ
2018-10-09,24927.416381944466,26.032116797275577,0.2,0.2,TQQQ
2018-10-10,24280.891188474263,25.356939751611584,0.2,0.2,TQQQ
2018-10-11,24084.101020999213,25.15142849662342,0.2,0.2,TQQQ
2018-10-12,24490.979349694342,25.576338323321057,0.2,0.2,TQQQ
2018-10-15,24306.125242252616,25.38329209495763,0.2,0.2,TQQQ
2018-10-16,24724.867193795348,25.820591300918466,0.2,0.2,TQQQ
2018-10-17,24741.17414272427,25.837620919737383,0.2,0.2,TQQQ
2018-10-18,24398.00857469304,25.47924739193516,0.2,0.2,TQQQ
2018-10-19,24378.191282820673,25.458551863416574,0.2,0.2,TQQQ
2018-10-22,24451.671360142165,25.535288334047817,0.2,0.2,TQQQ
2018-10-23,24397.856200845243,25.479088265383815,0.2,0.2,TQQQ
2018-10-24,23734.261922963495,24.78608569010153,0.2,0.2,TQQQ
2018-10-25,24221.36751520543,25.294778186570312,0.2,0.2,TQQQ
2018-10-26,23845.069726260455,24.90180412771568,0.2,0.2,TQQQ
2018-10-29,23590.083452731647,24.635517708277042,0.2,0.2,TQQQ
2018-10-30,23772.43219169075,24.82594753853645,0.2,0.2,TQQQ
2018-10-31,24093.22116492569,25.160952815079217,0.2,0.2,TQQQ
2018-11-01,24303.650357668244,25.380707531697116,0.2,0.2,TQQQ
2018-11-02,24085.992182540547,25.153403468171696,0.2,0.2,TQQQ
2018-11-05,24038.792294373372,25.104111837512523,0.2,0.2,TQQQ
2018-11-06,24140.46965149045,25.210295197855768,0.2,0.2,TQQQ
2018-11-07,24584.47517910993,25.67397757779139,0.2,0.2,TQQQ
2018-11-08,24500.630176790826,25.5864168430648,0.2,0.2,TQQQ
2018-11-09,24251.676757003763,25.326430633436104,0.2,0.2,TQQQ
2018-11-12,23825.621835180056,24.88149437060694,0.2,0.2,TQQQ
2018-11-13,23823.67264082129,24.87945879441924,0.2,0.2,TQQQ
2018-11-14,23702.8259319086,24.753256560189296,0.2,0.2,TQQQ
2018-11-15,23956.51725727669,25.01819064365979,0.2,0.2,TQQQ
2018-11-16,23904.02231464538,24.96336929928515,0.2,0.2,TQQQ
2018-11-19,23445.680912663072,24.484715726583858,0.2,0.2,TQQQ
2018-11-20,23185.57977111322,24.213087765138372,0.2,0.2,TQQQ
2018-11-21,23240.819299190494,24.321590616298796,0.2,0.2,SOXL
2018-11-23,23137.88371839928,24.21386820670448,0.2,0.2,TQQQ
2018-11-26,23455.559005997045,24.546316396004627,0.2,0.2,TQQQ
2018-11-27,23504.23087294527,24.597251658105606,0.2,0.2,TQQQ
2018-11-28,23949.97383111515,25.063723068133882,0.2,0.2,TQQQ
2018-11-29,23906.002485847068,25.01770691678007,0.2,0.2,TQQQ
2018-11-30,24006.15210160198,25.122513805186774,0.2,0.2,TQQQ
2018-12-03,24252.418160818677,25.38023201201291,0.2,0.2,TQQQ
2018-12-04,23544.977273545475,24.822047064558635,0.2,0.2,SOXL
2018-12-06,23613.48359384828,24.89426913922959,0.2,0.2,TQQQ
2018-12-07,23084.575814678494,24.406936907651673,0.2,0.2,SOXL
2018-12-10,23229.220583141145,24.559867408356176,0.2,0.2,TQQQ
2018-12-11,23311.443771635495,24.612530543025716,0.2,0.2,SOXL
2018-12-12,23517.965902985896,24.83057933980841,0.2,0.2,SOXL
2018-12-13,23465.74703461488,24.775445968177962,0.2,0.2,SOXL
2018-12-14,23265.435580615886,24.56395448665647,0.2,0.2,SOXL
2018-12-17,23090.926116990762,24.379705087709052,0.2,0.2,SOXL
2018-12-18,23273.530531518252,24.57250124284543,0.2,0.2,SOXL
2018-12-19,22685.258444209387,23.95139579530913,0.2,0.2,SOXL
2018-12-20,22503.05809493586,23.828926608369045,0.2,0.2,TQQQ
2018-12-21,22296.703217968796,23.610413409061536,0.2,0.2,SOXL
2018-12-24,21909.410700111992,23.20030181689278,0.2,0.2,SOXL
2018-12-26,22705.107176528927,23.997854287041246,0.2,0.2,TQQQ
2018-12-27,22806.738374341563,24.10527199959212,0.2,0.2,SOXL
2018-12-28,22902.9994765772,24.207013862645237,0.2,0.2,SOXL
2018-12-31,22989.828553217067,24.298786674501237,0.2,0.2,SOXL
2019-01-02,23111.786012706118,24.427687952935255,0.2,0.2,SOXL
2019-01-03,22663.945846867366,23.559452178831215,0.2,0.2,TQQQ
2019-01-04,23243.736764443653,24.162152012684167,0.2,0.2,TQQQ
2019-01-07,23391.93182528292,24.316202612371082,0.2,0.2,TQQQ
2019-01-08,23526.98861451261,24.456595816131017,0.2,0.2,TQQQ
2019-01-09,23638.16711673561,24.57216724504876,0.2,0.2,TQQQ
2019-01-10,23683.63614336809,24.619432860921822,0.2,0.2,TQQQ
2019-01-11,23627.23311505258,24.560801214988718,0.2,0.2,TQQQ
2019-01-14,23504.22718323831,24.432935026643964,0.2,0.2,TQQQ
2019-01-15,23764.803856351187,24.703807703034972,0.2,0.2,TQQQ
2019-01-16,23771.491156256827,24.710759234043604,0.2,0.2,TQQQ
2019-01-17,23882.806494153458,24.826472905337454,0.2,0.2,TQQQ
2019-01-18,24013.94132087058,24.96278918053048,0.2,0.2,TQQQ
2019-01-22,23748.723946296184,24.687092437540585,0.2,0.2,TQQQ
2019-01-23,23753.20163228923,24.691747047542645,0.2,0.2,TQQQ
2019-01-24,23837.09498613873,24.77895522706679,0.2,0.2,TQQQ
2019-01-25,24006.965500205642,24.95553772862205,0.2,0.2,TQQQ
2019-01-28,23829.97101118808,24.771549766944926,0.2,0.2,TQQQ
2019-01-29,23695.095471006498,24.63134497381349,0.2,0.2,TQQQ
2019-01-30,24050.323237537028,25.000608633138985,0.2,0.2,TQQQ
2019-01-31,25636.58371495256,25.220466952682262,1.5,0.2,TQQQ
2019-02-01,25145.775531970656,24.737625256743602,1.5,1.5,TQQQ
2019-02-04,26527.41335877882,26.09683721489805,1.5,1.5,TQQQ
2019-02-05,27052.61381743822,26.613512952914864,0.75,0.75,TQQQ
2019-02-06,26892.370300731676,26.45587040730837,0.75,0.75,TQQQ
2019-02-07,26068.969927420825,25.64583494646807,0.75,0.75,TQQQ
2019-02-08,26168.82228961344,25.744066568466806,0.75,0.75,TQQQ
2019-02-11,26123.115035821425,25.69910120582034,0.75,0.75,TQQQ
2019-02-12,26971.33812744758,26.533556478360502,0.75,0.75,TQQQ
2019-02-13,27012.484446911618,26.574034936871413,0.75,0.75,TQQQ
2019-02-14,27086.516482080762,26.64686533101376,0.75,0.75,TQQQ
2019-02-15,27328.94868410726,26.885362527342973,0.75,0.75,TQQQ
2019-02-19,27451.852560515308,27.006271506002943,0.75,0.75,TQQQ
2019-02-20,27435.489578078286,26.99017411711569,0.75,0.75,TQQQ
2019-02-21,27202.272348462382,26.760742321611147,0.75,0.75,TQQQ
2019-02-22,27645.425538878768,27.196702530589906,0.75,0.75,TQQQ
2019-02-25,27873.993140359762,27.421560167773563,0.75,0.75,TQQQ
2019-02-26,27939.11876041326,27.485628710079933,0.75,0.75,TQQQ
2019-02-27,27874.043703317504,27.421609910025456,0.75,0.75,TQQQ
2019-02-28,27743.793853778923,27.29347419341031,0.75,0.75,TQQQ
2019-03-01,28159.619538812938,27.702550459736706,0.75,0.75,TQQQ
2019-03-04,28169.365584431573,27.706544572965637,0.75,0.75,SOXL
2019-03-05,27867.34784057129,27.40948896278476,0.75,0.75,SOXL
2019-03-06,26845.540284178725,26.40446964414486,0.75,0.75,SOXL
2019-03-07,25475.525179667115,25.73071672548194,1.5,0.75,SOXL
2019-03-08,25413.918126815282,25.668492547018783,1.5,1.5,SOXL
2019-03-11,28132.662052954394,28.414470473646325,1.5,1.5,SOXL
2019-03-12,28624.867229366995,28.911606131332263,1.5,1.5,SOXL
2019-03-13,29150.21794584322,29.442219352133208,1.5,1.5,SOXL
2019-03-14,28404.863530056966,28.689398627244277,1.5,1.5,SOXL
2019-03-15,32075.82944761408,32.39713707296433,1.5,1.5,SOXL
2019-03-18,31918.698061296214,32.238431681750086,0.75,0.75,SOXL
2019-03-19,32888.019305031434,33.2174627385249,0.75,0.75,SOXL
2019-03-20,32185.403909077315,32.50780915561517,0.75,0.75,SOXL
2019-03-21,34687.90068880832,35.035373760920415,0.75,0.75,SOXL
2019-03-22,32474.542536632198,32.79984412123571,0.75,0.75,SOXL
2019-03-25,30616.60650121517,30.923296906439283,1.5,1.5,SOXL
2019-03-26,32013.248471315754,32.333929215140785,1.5,1.5,SOXL
2019-03-27,29908.20836436953,30.207802656193856,1.5,1.5,SOXL
2019-03-28,29674.022222094864,29.971270641822972,1.5,1.5,SOXL
2019-03-29,31722.02559230889,32.03978911985884,1.5,1.5,SOXL
2019-04-01,35226.5787633935,35.57944784165583,1.5,1.5,SOXL
2019-04-02,35394.77117022768,35.74932505302265,1.5,1.5,SOXL
2019-04-03,39010.92494156694,39.401702292349476,1.5,1.5,SOXL
2019-04-04,39121.87453725363,39.513763284116564,0.75,0.75,SOXL
2019-04-05,39792.45082488066,40.19105681891395,0.75,0.75,SOXL
2019-04-08,40007.392734800655,40.40815182902976,0.75,0.75,SOXL
2019-04-09,38995.164473669975,39.385783949859665,0.75,0.75,SOXL
2019-04-10,39746.163828482604,40.1443061598405,0.75,0.75,SOXL
2019-04-11,39672.634312831375,40.07004008976576,0.75,0.75,SOXL
2019-04-12,40910.48487903433,41.32029036106799,0.75,0.75,SOXL
2019-04-15,40256.77575540243,40.66003295077285,0.75,0.75,SOXL
2019-04-16,43133.04000547734,43.5651091022697,0.75,0.75,SOXL
2019-04-17,44605.27374818989,45.0520903958945,0.75,0.75,SOXL
2019-04-18,44669.04556697512,45.116501025024185,0.75,0.75,SOXL
2019-04-22,44683.21647265339,45.13081388245027,0.75,0.75,SOXL
2019-04-23,45688.87133813771,46.146542519441525,0.75,0.75,SOXL
2019-04-24,46681.92762784939,47.14954637913912,0.75,0.75,SOXL
2019-04-25,44776.115480694636,45.224643471560974,0.75,0.75,SOXL
2019-04-26,43094.27682053293,43.52595762161727,1.5,1.5,SOXL
2019-04-29,42755.235841866954,43.183520426746526,1.5,1.5,SOXL
2019-04-30,44177.532497263994,44.62006440695977,1.5,1.5,SOXL
2019-05-01,42553.02814258351,42.97928718745982,1.5,1.5,SOXL
2019-05-02,44679.07179356308,45.126627685587266,1.5,1.5,SOXL
2019-05-03,46022.6117361611,46.48362603708549,1.5,1.5,SOXL
2019-05-06,42630.72919162573,43.05776657770115,1.5,1.5,SOXL
2019-05-07,37963.02949621144,38.34330994627587,1.5,1.5,SOXL
2019-05-08,36140.927467517,36.50295569196271,2.0,2.0,SOXL
2019-05-09,33568.46756925463,33.90472713875194,2.0,2.0,SOXL
2019-05-10,33715.97201237022,34.103369823697065,1.5,2.0,SOXL
2019-05-13,32764.154423952477,30.493042289917188,0.2,0.75,SOXL
2019-05-14,37454.24772320208,30.929541310972716,2.0,0.2,SOXL
2019-05-15,39290.63299393276,32.4460196157483,2.0,2.0,SOXL
2019-05-16,38891.76962617456,29.15222471652013,0.2,2.0,SOXL
2019-05-17,38432.092856728465,28.80766337079937,0.2,0.2,SOXL
2019-05-20,37510.78866862516,28.11707852516193,0.2,0.2,SOXL
2019-05-21,37982.62329569115,28.470753074031155,0.2,0.2,SOXL
2019-05-22,37507.353402292676,28.11450354189302,0.2,0.2,SOXL
2019-05-23,37127.923421168016,27.830093030870994,0.2,0.2,SOXL
2019-05-24,37116.95059954698,27.685527551739167,0.2,0.2,TQQQ
2019-05-28,36914.948781356754,27.534854427663205,0.2,0.2,SOXL
2019-05-29,37015.101653296275,27.609558438921642,0.2,0.2,SOXL
2019-05-30,37183.8793637859,27.735449706345346,0.2,0.2,SOXL
2019-05-31,36861.0671084585,27.49466409641394,0.2,0.2,SOXL
2019-06-03,36932.00747874365,27.547578507332283,0.2,0.2,SOXL
2019-06-04,37530.65078782039,28.246692542204393,0.2,0.2,TQQQ
2019-06-05,37696.07472611516,28.371195555769226,0.2,0.2,TQQQ
2019-06-06,37870.258194862625,28.502291254467874,0.2,0.2,TQQQ
2019-06-07,38302.12441958064,28.827326717826566,0.2,0.2,TQQQ
2019-06-10,39350.541934259854,29.03774550226975,0.75,0.2,TQQQ
2019-06-11,39462.05838534415,29.12003627049632,0.75,0.75,TQQQ
2019-06-12,39328.35837469848,28.750059134355563,0.2,0.75,TQQQ
2019-06-13,39810.979227238306,28.844141393728787,0.75,0.2,TQQQ
2019-06-14,39707.344966704164,28.5625694515688,0.2,0.75,TQQQ
2019-06-17,40249.93127264228,28.666648661161368,0.75,0.2,TQQQ
2019-06-18,41556.614282011666,29.597289324554534,0.75,0.75,TQQQ
2019-06-19,41923.17174073926,29.85835744445501,0.75,0.75,TQQQ
2019-06-20,42786.1357764739,30.472974315526223,0.75,0.75,TQQQ
2019-06-21,42639.90590051807,30.368827045077584,0.75,0.75,TQQQ
2019-06-24,42629.81531248259,30.36164036592432,0.75,0.75,TQQQ
2019-06-25,40994.08522969018,29.196647082574938,0.75,0.75,TQQQ
2019-06-26,41771.81845751129,29.75056120091314,1.5,1.5,TQQQ
2019-06-27,42451.4134765105,30.234579707915344,1.5,1.5,TQQQ
2019-06-28,42720.57126571178,30.42627821604901,1.5,1.5,TQQQ
2019-07-01,45272.62065838431,32.24388885518566,1.5,1.5,TQQQ
2019-07-02,46097.28489261943,32.83122799139711,1.5,1.5,TQQQ
2019-07-03,47628.89835330967,33.92206774128149,1.5,1.5,TQQQ
2019-07-05,47166.58650144732,33.59280180193225,1.5,1.5,TQQQ
2019-07-08,45676.990822059335,32.53188779194427,1.5,1.5,TQQQ
2019-07-09,46705.301649196605,33.264267308230515,1.5,1.5,TQQQ
2019-07-10,48777.14977759868,34.73987088066583,1.5,1.5,TQQQ
2019-07-11,48679.65833423592,34.60100093152636,0.75,1.5,TQQQ
2019-07-12,49292.1100310247,35.036325304298295,0.75,0.75,TQQQ
2019-07-15,49605.203159385404,35.25886868271893,0.75,0.75,TQQQ
2019-07-16,49077.32482837064,34.88365818929752,0.75,0.75,TQQQ
2019-07-17,48531.3442253095,34.49558078691716,0.75,0.75,TQQQ
2019-07-18,48688.71003949765,34.60743479061474,0.75,0.75,TQQQ
2019-07-19,47805.18920232569,33.97943725825511,0.75,0.75,TQQQ
2019-07-22,48650.54966338773,34.58031078739637,0.75,0.75,TQQQ
2019-07-23,49355.463996946644,35.08135665227592,0.75,0.75,TQQQ
2019-07-24,50143.41168814656,35.64142177454955,0.75,0.75,TQQQ
2019-07-25,49069.663691519345,34.878212731946356,0.75,0.75,TQQQ
2019-07-26,50162.10486324968,35.654708691329354,0.75,0.75,TQQQ
2019-07-29,49813.11284796743,35.4066487529673,0.75,0.75,TQQQ
