date,same_close_equity,next_day_equity,same_exposure,next_exposure,allocation
2014-02-24,73.04230822731155,4.9021135053939275,1.5,0.75,TQQQ
2014-02-25,72.84477753076403,4.8888565599498985,0.75,0.75,TQQQ
2014-02-26,72.6635088653791,4.876691013785574,0.75,0.75,TQQQ
2014-02-27,73.7353636159146,4.948626769595328,0.75,0.75,TQQQ
2014-02-28,73.4563713569028,4.92990266634621,0.75,0.75,TQQQ
2014-03-03,72.24870452432296,4.848852107653812,0.75,0.75,TQQQ
2014-03-04,75.05823684251365,4.9952270154662095,0.75,0.75,SOXL
2014-03-05,75.4119044958355,5.0187640753638005,0.75,0.75,SOXL
2014-03-06,76.7020840049927,5.104627263869883,0.75,0.75,SOXL
2014-03-07,76.43201354572406,5.086653710120563,0.75,0.75,SOXL
2014-03-10,76.06693906975173,5.062357510772576,0.75,0.75,SOXL
2014-03-11,75.15950749267832,5.0019667139837445,0.75,0.75,SOXL
2014-03-12,76.58051467798457,5.096536660998445,0.75,0.75,SOXL
2014-03-13,73.70871696258752,4.905414645156204,0.75,0.75,SOXL
2014-03-14,71.95616968711856,4.7887802574517275,1.5,1.5,SOXL
2014-03-17,75.82696366436292,5.046386823497296,1.5,1.5,SOXL
2014-03-18,80.67669290117215,5.369142852955267,1.5,1.5,SOXL
2014-03-19,80.40876519847644,5.351311902549312,1.5,1.5,SOXL
2014-03-20,87.19718671898922,5.803090521367477,1.5,1.5,SOXL
2014-03-21,85.47656316280528,5.688580700289062,0.75,0.75,SOXL
2014-03-24,84.68320668032358,5.635781755084648,0.75,0.75,SOXL
2014-03-25,85.99740699402238,5.723243560569054,0.75,0.75,SOXL
2014-03-26,84.04337724989307,5.5932002425068506,0.75,0.75,SOXL
2014-03-27,82.4840408672406,5.48942430061831,0.75,0.75,SOXL
2014-03-28,85.1510139247897,5.666914958899321,1.5,1.5,SOXL
2014-03-31,91.30055574864741,6.076175271204902,1.5,1.5,SOXL
2014-04-01,97.69801206175289,6.501934627536981,1.5,1.5,SOXL
2014-04-02,97.23865258901466,6.440792641139223,0.75,1.5,SOXL
2014-04-03,97.67531553981375,6.498639093044555,0.75,1.5,SOXL
2014-04-04,91.51613854451581,5.679061123290085,0.75,1.5,SOXL
2014-04-07,87.7246221560535,5.443777449148177,1.5,1.5,SOXL
2014-04-08,92.65577568321301,5.749781643976004,1.5,1.5,SOXL
2014-04-09,97.13240814973702,6.027580399564104,1.5,1.5,SOXL
2014-04-10,83.70409749070481,5.1942825984546666,1.5,1.5,SOXL
2014-04-11,77.70828265327239,4.822210530213443,1.5,1.5,SOXL
2014-04-14,81.35481002188956,4.907067906779,2.0,0.75,SOXL
2014-04-15,84.71594750116752,5.059117888676806,2.0,1.5,SOXL
2014-04-16,83.73328661969376,5.01510553866533,2.0,1.5,SOXL
2014-04-17,93.39956634554699,5.449318277843896,2.0,1.5,SOXL
2014-04-21,98.33208541435289,5.665156000939002,2.0,1.5,SOXL
2014-04-22,102.54817082413828,5.908055167157954,1.5,1.5,SOXL
2014-04-23,101.91559862462492,5.871611109483395,1.5,1.5,SOXL
2014-04-24,104.28737334691733,6.008254950039116,1.5,1.5,SOXL
2014-04-25,89.15674100636116,5.572398269887838,1.5,0.75,SOXL
2014-04-28,86.71570243711503,5.419830567811041,1.5,1.5,SOXL
2014-04-29,89.0856787089282,5.567956795033554,1.5,1.5,SOXL
2014-04-30,91.78580019783966,5.736717475868935,1.5,1.5,SOXL
2014-05-01,90.42238918785769,5.651502728588889,1.5,1.5,SOXL
2014-05-02,91.23956956857761,5.7025774368869975,1.5,1.5,SOXL
2014-05-05,91.8954260893019,5.743569219450224,1.5,1.5,SOXL
2014-05-06,90.25205562285245,5.640856685987675,1.5,1.5,SOXL
2014-05-07,90.5134450630225,5.657193824915471,1.5,1.5,SOXL
2014-05-08,93.29289071038045,5.8309123563664995,1.5,1.5,SOXL
2014-05-09,92.15340309603577,5.7596930773859025,1.5,1.5,SOXL
2014-05-12,99.63649857706844,6.227395102395282,1.5,1.5,SOXL
2014-05-13,96.33023597992154,6.124072505762787,1.5,0.75,SOXL
2014-05-14,92.64451960169262,5.889757764328373,1.5,1.5,SOXL
2014-05-15,91.99490689690721,5.580020489398433,0.2,1.5,SOXL
2014-05-16,96.07700905270424,5.6130342209008965,1.5,0.2,SOXL
2014-05-19,100.69868460180874,5.883042865745303,1.5,1.5,SOXL
2014-05-20,98.570039952608,5.758682674083351,1.5,1.5,SOXL
2014-05-21,100.70080505314156,5.883166747265057,1.5,1.5,SOXL
2014-05-22,102.91654690839565,6.0126153529288855,1.5,1.5,SOXL
2014-05-23,107.06363591834825,6.254897588392905,1.5,1.5,SOXL
2014-05-27,113.2054812413078,6.613717958814102,1.5,1.5,SOXL
2014-05-28,113.74938931083238,6.6454942873797735,1.5,1.5,SOXL
2014-05-29,114.80265884726262,6.707028654551552,1.5,1.5,SOXL
2014-05-30,115.51305351441027,6.727780078936848,1.5,0.75,SOXL
2014-06-02,118.32378481793785,6.809632222464324,1.5,0.75,SOXL
2014-06-03,123.32816781111654,6.953635424087468,1.5,0.75,SOXL
2014-06-04,124.58706506863516,7.024616066389517,0.75,0.75,SOXL
2014-06-05,125.87886104828064,7.097451643566939,0.75,0.75,SOXL
2014-06-06,127.2867555589495,7.176833226189322,0.75,0.75,SOXL
2014-06-09,127.96961329515611,7.215334923152588,0.75,0.75,SOXL
2014-06-10,128.92761086672098,7.26934988151981,0.75,0.75,SOXL
2014-06-11,130.33352020041198,7.34861953353298,0.75,0.75,SOXL
2014-06-12,129.31719673665762,7.2913159753489545,0.75,0.75,SOXL
2014-06-13,132.071229751605,7.446597139998822,0.75,0.75,SOXL
2014-06-16,133.92196848129532,7.55094769202531,0.75,0.75,SOXL
2014-06-17,136.18163419123883,7.678354851363995,0.75,0.75,SOXL
2014-06-18,134.95421546793688,7.609149069213622,0.75,0.75,SOXL
2014-06-19,135.2348615292215,7.624972789195972,0.75,0.75,SOXL
2014-06-20,136.12137644514993,7.6749573274632015,0.75,0.75,SOXL
2014-06-23,134.9930655426136,7.611339560326037,0.75,0.75,SOXL
2014-06-24,132.73915360182454,7.48425681684242,0.75,0.75,SOXL
2014-06-25,133.8133241479034,7.544821978016021,0.75,0.75,SOXL
2014-06-26,132.5331687271926,7.472642732675851,0.75,0.75,SOXL
2014-06-27,133.0068253829298,7.4993490055301875,0.75,0.75,SOXL
2014-06-30,136.12732639091575,7.67529280438127,0.75,0.75,SOXL
2014-07-01,140.3345987155418,7.912512236037056,0.75,0.75,SOXL
2014-07-02,141.1302300921891,7.9573724705103634,0.75,0.75,SOXL
2014-07-03,143.26270177529764,8.077608024964052,0.75,0.75,SOXL
2014-07-07,141.0164272207474,7.950955901674023,0.75,0.75,SOXL
2014-07-08,139.41873532543104,7.860872937196156,0.75,0.75,SOXL
2014-07-09,141.23761916445187,7.963427408893865,0.75,0.75,SOXL
2014-07-10,139.711982176736,7.877407129906772,0.75,0.75,SOXL
2014-07-11,139.91795805456584,7.889020706804945,0.75,0.75,SOXL
2014-07-14,141.33202600177668,7.968750367468124,0.75,0.75,SOXL
2014-07-15,140.49352490135252,7.921473001246518,0.75,0.75,SOXL
2014-07-16,144.14026299927403,8.127087725523568,0.75,0.75,SOXL
2014-07-17,135.79103419960396,7.656331578119229,0.75,0.75,SOXL
2014-07-18,143.77204076060644,8.106326181359082,1.5,1.5,SOXL
2014-07-21,145.54211211945682,8.206128449750157,1.5,1.5,SOXL
2014-07-22,149.70766368418649,8.440995531905546,1.5,1.5,SOXL
2014-07-23,134.197540008367,7.566485293584837,1.5,1.5,SOXL
2014-07-24,129.10522205266798,7.279364166627873,1.5,1.5,SOXL
2014-07-25,117.45460976239869,6.622465489125401,1.5,1.5,SOXL
2014-07-28,116.69812831165068,6.579812652332731,2.0,2.0,SOXL
2014-07-29,115.62429030382488,6.51926624072638,2.0,2.0,SOXL
2014-07-30,122.44713594246518,6.903960037512466,2.0,2.0,SOXL
2014-07-31,120.78611564819073,5.967423821707765,0.2,2.0,SOXL
2014-08-01,121.14756542811514,5.985281205526236,0.2,0.2,SOXL
2014-08-04,123.0084364483329,6.000268003691011,0.75,0.2,TQQQ
2014-08-05,120.84829997055759,5.894898013099795,0.75,0.75,TQQQ
2014-08-06,120.69310988058999,5.887327945889701,0.75,0.75,TQQQ
2014-08-07,119.82114070819391,5.844793881752314,0.75,0.75,TQQQ
2014-08-08,121.7369688666756,5.9382466784207475,0.75,0.75,TQQQ
2014-08-11,123.39266655865468,6.019010487569236,0.75,0.75,TQQQ
2014-08-12,123.17920233336775,6.008597847608075,0.75,0.75,TQQQ
2014-08-13,126.1812065049818,6.155033572652419,0.75,0.75,TQQQ
2014-08-14,127.64092454242169,6.226237627328296,0.75,0.75,TQQQ
2014-08-15,128.94267198696443,6.289735983749217,0.75,0.75,TQQQ
2014-08-18,131.28029729043772,6.4037637587379725,0.75,0.75,TQQQ
2014-08-19,132.97664986632614,6.486510685517725,0.75,0.75,TQQQ
2014-08-20,132.97664986632614,6.486510685517725,0.75,0.75,TQQQ
2014-08-21,133.54360636670594,6.514166438626518,0.75,0.75,TQQQ
2014-08-22,133.93642191851424,6.533327714510692,0.75,0.75,TQQQ
2014-08-25,135.05599645529355,6.5879398001915455,0.75,0.75,TQQQ
2014-08-26,135.4013207724411,6.604784485896881,0.75,0.75,TQQQ
2014-08-27,135.41284689751598,6.605346722451465,0.75,0.75,TQQQ
2014-08-28,134.9988366403331,6.585151583230932,0.75,0.75,TQQQ
2014-08-29,136.184574854624,6.642991088173763,0.75,0.75,TQQQ
2014-09-02,137.03401798118668,6.684426347091228,0.75,0.75,TQQQ
2014-09-03,135.26988262844398,6.598373022482974,0.75,0.75,TQQQ
2014-09-04,134.94776482920335,6.582660334963246,0.75,0.75,TQQQ
2014-09-05,136.51369150804658,6.659045175048061,0.75,0.75,TQQQ
2014-09-08,137.0298537803032,6.684223220199743,0.75,0.75,TQQQ
2014-09-09,134.5324905170411,6.562403535999149,0.75,0.75,TQQQ
2014-09-10,136.87249713548582,6.6765474699152305,0.75,0.75,TQQQ
2014-09-11,136.79228465179284,6.672634759427266,0.75,0.75,TQQQ
2014-09-12,135.1758186120708,6.593784643636458,0.75,0.75,TQQQ
2014-09-15,132.12563297749648,6.444998659545509,0.75,0.75,TQQQ
2014-09-16,134.80508869470984,6.575700690003845,0.75,0.75,TQQQ
2014-09-17,135.30057183403508,6.599870021092857,0.75,0.75,TQQQ
2014-09-18,137.4873087085654,6.70653756097535,0.75,0.75,TQQQ
2014-09-19,137.25835716459545,6.695369460125165,0.75,0.75,TQQQ
2014-09-22,134.4633660452619,6.55903169120326,0.75,0.75,TQQQ
2014-09-23,133.58675936123632,6.5162714123975904,0.75,0.75,TQQQ
2014-09-24,136.83511373742576,6.674723933142262,0.75,0.75,TQQQ
2014-09-25,130.32058058573398,6.356949429557713,0.75,0.75,TQQQ
2014-09-26,136.57231325425823,6.661904704022421,1.5,1.5,TQQQ
2014-09-29,135.88531952177593,6.628393616240395,1.5,1.5,TQQQ
2014-09-30,136.6420900529292,6.665308368881142,1.5,1.5,TQQQ
2014-10-01,126.83345249236413,6.186849689023187,1.5,1.5,TQQQ
2014-10-02,126.74095710685948,6.182337826925292,1.5,1.5,TQQQ
2014-10-03,132.46767603093468,6.461683287435175,1.5,1.5,TQQQ
2014-10-06,131.10878306349628,6.395397411210855,1.5,1.5,TQQQ
2014-10-07,130.0005114094074,5.989941870674393,0.2,1.5,TQQQ
2014-10-08,141.26496774350093,6.059145125250808,1.5,0.2,TQQQ
2014-10-09,139.85779314993982,5.60647052295129,0.2,1.5,TQQQ
2014-10-10,137.7637082724864,5.5225250746957615,0.2,0.2,TQQQ
2014-10-13,136.4744044149233,5.470840832368232,0.2,0.2,TQQQ
2014-10-14,136.5240541860701,5.472831139609154,0.2,0.2,TQQQ
2014-10-15,135.940823784222,5.449451219317227,0.2,0.2,TQQQ
2014-10-16,135.51805613588778,5.4325037592933,0.2,0.2,TQQQ
2014-10-17,136.57848321707476,5.475013032738222,0.2,0.2,TQQQ
2014-10-20,137.75551726535977,5.52219672231028,0.2,0.2,TQQQ
2014-10-21,139.91025552142048,5.608573578724198,0.2,0.2,TQQQ
2014-10-22,139.47657308215506,5.591188578165405,0.2,0.2,TQQQ
2014-10-23,152.2296425085597,5.642311727048238,2.0,0.2,TQQQ
2014-10-24,157.48234720751606,5.837000467251884,1.5,1.5,TQQQ
2014-10-27,158.37233621823637,5.86998744238617,1.5,1.5,TQQQ
2014-10-28,168.98810588871658,6.263455368319358,1.5,1.5,TQQQ
2014-10-29,165.94294645607567,6.150588133696802,1.5,1.5,TQQQ
2014-10-30,167.49874087880784,6.20825283665217,1.5,1.5,TQQQ
2014-10-31,177.85499428184832,6.592101928467339,1.5,1.5,TQQQ
2014-11-03,180.6038912225829,6.693988349466334,1.5,1.5,TQQQ
2014-11-04,179.16432305684748,6.640631511668088,0.75,0.75,TQQQ
2014-11-05,179.1497629012205,6.640091847148827,0.75,0.75,TQQQ
2014-11-06,180.30159609817835,6.68278393948842,0.75,0.75,TQQQ
2014-11-07,179.96694327274264,6.670380208320625,0.75,0.75,TQQQ
2014-11-10,181.35004439235544,6.721644124718814,0.75,0.75,TQQQ
2014-11-11,182.64251437408308,6.769548845603576,0.75,0.75,TQQQ
2014-11-12,183.39589239630527,6.7974724062165865,0.75,0.75,TQQQ
2014-11-13,185.1609967569254,6.862895072060599,0.75,0.75,TQQQ
2014-11-14,186.44451396666378,6.91046796315484,0.75,0.75,TQQQ
2014-11-17,185.13512799585837,6.861936260021579,0.75,0.75,TQQQ
2014-11-18,188.25053733916033,6.977407270677602,0.75,0.75,TQQQ
2014-11-19,186.45749933855998,6.910949259142419,0.75,0.75,TQQQ
2014-11-20,188.31382694419958,6.979753066639732,0.75,0.75,TQQQ
2014-11-21,189.33223586639065,7.017499858328388,0.75,0.75,TQQQ
2014-11-24,192.53930035536288,7.1363680188084375,0.75,0.75,TQQQ
2014-11-25,193.00918514336166,7.153784051625687,0.75,0.75,TQQQ
2014-11-26,195.96827719862472,7.263461244120488,0.75,0.75,TQQQ
2014-11-28,198.1624096840093,7.3447856120226644,0.75,0.75,TQQQ
2014-12-01,192.67616167653082,7.141440711778612,0.75,0.75,TQQQ
2014-12-02,194.22815266919258,7.19896444259652,0.75,0.75,TQQQ
2014-12-03,195.54878396033823,7.247912947620558,0.75,0.75,TQQQ
2014-12-04,195.10959064626206,7.23163447816075,0.75,0.75,TQQQ
2014-12-05,195.20883670015144,7.235312981010099,0.75,0.75,TQQQ
2014-12-08,192.04736050220205,7.118134526587396,0.75,0.75,TQQQ
2014-12-09,193.44444036788607,7.1699165578651,0.75,0.75,TQQQ
2014-12-10,186.41916568136944,6.909528442276907,0.75,0.75,TQQQ
2014-12-11,190.79750602198425,7.071809326878409,1.5,1.5,TQQQ
2014-12-12,181.33492919911492,6.721083888021989,1.5,1.5,TQQQ
2014-12-15,173.1754828644151,6.418658296121194,1.5,1.5,TQQQ
2014-12-16,171.45646361070663,5.940799204370599,0.2,1.5,TQQQ
2014-12-17,189.87201341691588,6.004607287969695,2.0,0.2,TQQQ
2014-12-18,217.71403914714955,6.885097401299408,2.0,2.0,TQQQ
2014-12-19,222.57646632361445,7.038869224411186,2.0,2.0,TQQQ
2014-12-22,226.68306071056907,7.168738214268572,2.0,2.0,TQQQ
2014-12-23,222.34682003797369,7.031606775693238,2.0,2.0,TQQQ
2014-12-24,223.27645223790051,7.061005928218971,2.0,2.0,TQQQ
2014-12-26,226.67015556682466,7.347203707805297,0.75,2.0,TQQQ
2014-12-29,226.70330998077,7.3482783628804675,0.75,0.75,TQQQ
2014-12-30,223.19417180027435,7.23453443842572,0.75,0.75,TQQQ
2014-12-31,217.95259954798095,7.064636028154298,0.75,0.75,TQQQ
2015-01-02,215.26888518524044,6.977647090120925,1.5,1.5,TQQQ
2015-01-05,200.73576642197082,6.506575881842736,1.5,1.5,TQQQ
2015-01-06,199.14379048108788,6.119562927721927,0.2,1.5,TQQQ
2015-01-07,214.46592923502715,6.166646892562358,2.0,0.2,TQQQ
2015-01-08,238.9296578110768,6.870064803006601,2.0,2.0,TQQQ
2015-01-09,229.25479540735193,6.591878610958739,2.0,2.0,TQQQ
2015-01-12,215.16228950797836,6.186669690256217,2.0,2.0,TQQQ
2015-01-13,214.7895960246407,6.175953446799272,2.0,2.0,TQQQ
2015-01-14,214.1288557330404,5.9859674625209705,0.2,2.0,TQQQ
2015-01-15,212.42808132024302,5.938422351138196,0.2,0.2,TQQQ
2015-01-16,213.94176054919072,5.980737220762639,0.2,0.2,TQQQ
2015-01-20,221.04167582106652,6.007200950843053,1.5,0.2,TQQQ
2015-01-21,226.13705704836246,6.145677004464263,1.5,1.5,TQQQ
2015-01-22,245.01002955917753,6.658583622598932,1.5,1.5,TQQQ
2015-01-23,247.45904189992763,6.725139891715755,1.5,1.5,TQQQ
2015-01-26,246.64001744302152,6.702881444398007,1.5,1.5,TQQQ
2015-01-27,242.82190013322233,5.924650443999822,0.2,1.5,TQQQ
2015-01-28,241.98587726444947,5.904252188084884,0.2,0.2,TQQQ
2015-01-29,243.38628364336628,5.938420927684062,0.2,0.2,TQQQ
2015-01-30,242.2691326867962,5.911163382515251,0.2,0.2,TQQQ
2015-02-02,243.54084851229996,5.942192180684109,0.2,0.2,TQQQ
2015-02-03,253.39669544448782,5.974629938573472,0.75,0.2,SOXL
2015-02-04,255.66950991834076,6.028218740812922,0.75,0.75,SOXL
2015-02-05,260.9157712610843,6.151915973837031,0.75,0.75,SOXL
2015-02-06,257.9555111963391,6.082118463740202,0.75,0.75,SOXL
2015-02-09,256.2674415429154,5.932862499607786,0.2,0.75,SOXL
2015-02-10,275.74012331167347,6.053079350917074,0.75,0.2,SOXL
2015-02-11,277.82139918832786,6.098767761733873,0.75,0.75,SOXL
2015-02-12,287.8755758934632,6.319478221544383,0.75,0.75,SOXL
2015-02-13,292.4696639065059,6.420328177488633,0.75,0.75,SOXL
2015-02-17,294.66333629617066,6.468483929669638,0.75,0.75,SOXL
2015-02-18,292.49028696426114,6.420780897258073,0.75,0.75,SOXL
2015-02-19,294.50119540424606,6.464924593897025,0.75,0.75,SOXL
2015-02-20,298.4378277926523,6.551342007279694,0.75,0.75,SOXL
2015-02-23,293.9887088483793,6.4536744292431365,0.75,0.75,SOXL
2015-02-24,302.91666449872497,6.649661953089735,0.75,0.75,SOXL
2015-02-25,299.1060673199339,6.56601127933004,0.75,0.75,SOXL
2015-02-26,303.6590528250715,6.665958948226315,0.75,0.75,SOXL
2015-02-27,302.01845835642337,6.629944427081788,0.75,0.75,SOXL
2015-03-02,320.83560182758026,7.043020555504922,0.75,0.75,SOXL
2015-03-03,306.9343131941538,6.737857845894392,0.75,0.75,SOXL
2015-03-04,306.1833317612484,6.721372213880281,1.5,1.5,SOXL
2015-03-05,306.60332649655675,6.730591987300471,1.5,1.5,SOXL
2015-03-06,292.73419578220995,6.42613521208067,1.5,1.5,SOXL
2015-03-09,296.5761505127083,6.510474250473177,1.5,1.5,SOXL
2015-03-10,271.4656770613261,5.9592462082324404,1.5,1.5,SOXL
2015-03-11,274.8920381016664,6.03446208546126,1.5,1.5,SOXL
2015-03-12,274.37166037433144,6.023038692890829,1.5,1.5,SOXL
2015-03-13,282.86695907686436,6.209528480951345,1.5,1.5,SOXL
2015-03-16,301.5471587721487,6.619598403632583,1.5,1.5,SOXL
2015-03-17,291.92083023836244,6.408280116786301,1.5,1.5,SOXL
2015-03-18,301.5307757585817,6.619238761807747,1.5,1.5,SOXL
2015-03-19,304.8381505714258,6.655540700649525,1.5,0.75,SOXL
2015-03-20,324.9033018846841,7.093623765317612,1.5,1.5,SOXL
2015-03-23,311.25556661600746,6.795652342180126,1.5,1.5,SOXL
2015-03-24,299.3090979181224,6.534824724315478,1.5,1.5,SOXL
2015-03-25,291.1086678517768,5.192022913737834,0.2,1.5,SOXL
2015-03-26,288.7078538845333,5.149203573381068,0.2,0.2,SOXL
2015-03-27,293.4484934086942,5.233754504883208,0.2,0.2,SOXL
2015-03-30,317.9026225639675,5.277369282775817,2.0,0.2,SOXL
2015-03-31,315.6660187585953,4.906079982769004,0.2,2.0,SOXL
2015-04-01,314.47799828241045,4.88761577334839,0.2,0.2,SOXL
2015-04-02,314.8740638715301,4.877802198115814,0.75,0.2,TQQQ
2015-04-06,320.555548752009,4.96581566959014,0.75,0.75,TQQQ
2015-04-07,319.44436330940744,4.948601985084681,0.75,0.75,TQQQ
2015-04-08,325.14544821555313,5.036919086039012,0.75,0.75,TQQQ
2015-04-09,329.6843788172939,5.107232929592985,0.75,0.75,TQQQ
2015-04-10,332.6431242272684,5.153067682341394,0.75,0.75,TQQQ
2015-04-13,330.7908292812917,5.124373263220452,0.75,0.75,TQQQ
2015-04-14,328.6601381818724,5.091366131415231,0.75,0.75,TQQQ
2015-04-15,333.02249061653464,5.158944553191605,0.75,0.75,TQQQ
2015-04-16,332.1537198251596,5.145486181855067,0.75,0.75,TQQQ
2015-04-17,320.5079992535778,4.965079067009681,0.75,0.75,TQQQ
2015-04-20,342.00066275328805,5.298027929082436,1.5,1.5,TQQQ
2015-04-21,348.5770188745283,5.399904101255403,1.5,1.5,TQQQ
2015-04-22,357.05186375411466,5.531190293817784,1.5,1.5,TQQQ
2015-04-23,363.4826862071248,5.630811963228395,1.5,1.5,TQQQ
2015-04-24,384.8202627371937,5.961358329674441,1.5,1.5,TQQQ
2015-04-27,382.9759025986572,5.904215332075624,0.75,1.5,TQQQ
2015-04-28,381.10400077256446,5.846498324886587,0.75,1.5,TQQQ
2015-04-29,375.65128284906103,5.679198552954427,0.75,1.5,TQQQ
2015-04-30,362.41230340196114,5.278897548531804,0.75,1.5,TQQQ
2015-05-01,384.39797138492355,5.599140784560602,1.5,1.5,TQQQ
2015-05-04,386.44474125571355,5.628954034143739,1.5,1.5,TQQQ
2015-05-05,358.9686320209696,5.428845532968476,1.5,0.75,TQQQ
2015-05-06,357.4356997071915,5.2549712999231355,0.2,1.5,TQQQ
2015-05-07,366.64123209281354,5.273016432153105,1.5,0.2,TQQQ
2015-05-08,386.7972855799331,5.5628998166220756,1.5,1.5,TQQQ
2015-05-11,380.4296322736963,5.471320535354712,1.5,1.5,TQQQ
2015-05-12,373.0590600245765,5.365317322453273,1.5,1.5,TQQQ
2015-05-13,375.94670438625326,5.406847283724735,1.5,1.5,TQQQ
2015-05-14,400.91690176181356,5.765967452298969,1.5,1.5,TQQQ
2015-05-15,400.89050105957614,5.765208065058621,0.75,1.5,TQQQ
2015-05-18,404.5860466259766,5.871499379259838,0.75,1.5,TQQQ
2015-05-19,403.7176069478072,5.846293156386759,0.75,1.5,TQQQ
2015-05-20,404.2180991042648,5.860788555243622,0.75,1.5,TQQQ
2015-05-21,408.9828871463459,5.9298735746602995,0.75,0.75,TQQQ
2015-05-22,408.1438336499156,5.917708075045085,0.75,0.75,TQQQ
2015-05-26,397.54221568953255,5.763994420592291,0.75,0.75,TQQQ
2015-05-27,411.8926509406367,5.972062458289787,0.75,0.75,TQQQ
2015-05-28,409.61565615950855,5.939048140071089,0.75,0.75,TQQQ
2015-05-29,404.42371138000055,5.863769743060597,0.75,0.75,TQQQ
2015-06-01,407.0835638516968,5.902335143668086,0.75,0.75,TQQQ
2015-06-02,404.2982143200337,5.8619501517696575,0.75,0.75,TQQQ
2015-06-03,406.95830039240326,5.900518939370841,0.75,0.75,TQQQ
2015-06-04,400.3094014497605,5.804116054605504,0.75,0.75,TQQQ
2015-06-05,398.03661732440713,5.7711627870008915,0.75,0.75,TQQQ
2015-06-08,395.60076532515825,5.638721783451999,0.2,0.75,TQQQ
2015-06-09,395.2098577195242,5.633149955931914,0.2,0.2,TQQQ
2015-06-10,418.70231030868723,5.677796787037796,1.5,0.2,TQQQ
2015-06-11,422.14608979729724,5.724496028083973,1.5,1.5,TQQQ
2015-06-12,406.04951013492337,5.506218970520223,1.5,1.5,TQQQ
2015-06-15,404.9281173909632,5.392169442456294,0.2,1.5,TQQQ
2015-06-16,414.21109266682794,5.408651503828935,1.5,0.2,TQQQ
2015-06-17,419.41946771093427,5.476660994674391,1.5,1.5,TQQQ
2015-06-18,446.0198893365935,5.824001790165423,1.5,1.5,TQQQ
2015-06-19,435.8065637404846,5.690639068059567,1.5,1.5,TQQQ
2015-06-22,451.5773891467414,5.896570053637456,1.5,1.5,TQQQ
2015-06-23,452.4125589178329,5.918380875792332,0.75,1.5,TQQQ
2015-06-24,447.2025847202653,5.850224917151371,0.75,0.75,TQQQ
2015-06-25,445.0064491145132,5.821495460566832,0.75,0.75,TQQQ
2015-06-26,438.8124271187609,5.740466363117406,0.75,0.75,TQQQ
2015-06-29,432.60849039643097,5.436120862575622,0.2,0.75,TQQQ
2015-06-30,433.59572324057234,5.448526345083233,0.2,0.2,TQQQ
2015-07-01,435.37295708016114,5.470858911751564,0.2,0.2,TQQQ
2015-07-02,435.70187066541865,5.474992011407478,0.2,0.2,TQQQ
2015-07-06,434.96605711117803,5.465745841944858,0.2,0.2,TQQQ
2015-07-07,435.4089578324008,5.47131129408955,0.2,0.2,TQQQ
2015-07-08,431.04642559059664,5.4164920913697925,0.2,0.2,TQQQ
2015-07-09,430.7956801316783,5.413341245626629,0.2,0.2,TQQQ
2015-07-10,434.80001199622205,5.463659333395954,0.2,0.2,TQQQ
2015-07-13,468.127935821555,5.519498774379401,1.5,0.2,TQQQ
2015-07-14,482.2178444828455,5.685626936439688,1.5,1.5,TQQQ
2015-07-15,483.94152466876665,5.726273306568901,0.75,1.5,TQQQ
2015-07-16,498.12157082821676,5.894059734617931,0.75,0.75,TQQQ
2015-07-17,515.2074499289682,6.0962296423993765,0.75,0.75,TQQQ
2015-07-20,519.5317696403374,6.147397470060438,0.75,0.75,TQQQ
2015-07-21,518.4613373048546,6.1347315015565815,0.75,0.75,TQQQ
2015-07-22,505.6987658030088,5.983717445541823,0.75,0.75,TQQQ
2015-07-23,501.161537375295,5.930030360001465,0.75,0.75,TQQQ
2015-07-24,490.4807111397548,5.803648706336725,0.75,0.75,TQQQ
2015-07-27,471.58249493894493,5.580034187936937,1.5,1.5,TQQQ
2015-07-28,490.23159619083884,5.800701035575839,1.5,1.5,TQQQ
2015-07-29,498.4602024161089,5.898066617523538,1.5,1.5,TQQQ
2015-07-30,508.8656592576973,6.021189942795997,1.5,1.5,TQQQ
2015-07-31,506.5305705222994,5.993559835412403,1.5,1.5,TQQQ
2015-08-03,499.53567417269005,5.910792215344255,1.5,1.5,TQQQ
2015-08-04,494.7056748385861,5.853640896749399,1.5,1.5,TQQQ
2015-08-05,512.0867356886835,6.05930356406005,1.5,1.5,TQQQ
2015-08-06,475.22018612056746,5.6230774335545215,1.5,1.5,TQQQ
2015-08-07,472.3842432478511,5.589520933144467,1.5,1.5,TQQQ
2015-08-10,496.31523568405515,5.872686142579494,1.5,1.5,TQQQ
2015-08-11,467.9296707955899,5.704749011513968,1.5,0.75,TQQQ
2015-08-12,474.1192806839346,5.780209434513339,1.5,1.5,TQQQ
2015-08-13,470.9184595102759,5.741186729679478,1.5,1.5,TQQQ
2015-08-14,474.72634082277915,5.787610387996616,1.5,1.5,TQQQ
2015-08-17,492.21427488167063,6.000813954178389,1.5,1.5,TQQQ
2015-08-18,480.4364993548686,5.857225595739567,1.5,1.5,TQQQ
2015-08-19,478.63162788842004,5.69219536753306,0.2,1.5,TQQQ
2015-08-20,470.7492528734972,5.598453090736505,0.2,0.2,TQQQ
2015-08-21,459.03657639693836,5.459158403765203,0.2,0.2,TQQQ
2015-08-24,448.159944235147,5.329806493865628,0.2,0.2,TQQQ
2015-08-25,445.2212275525147,5.315730149354699,0.2,0.2,SOXL
