date,action,symbol,units_after,price,drop_from_anchor_pct,from_symbol,to_symbol,units_before,reason
2011-12-01,SELL_EXTRAS,TQQQ,1.0,0.3546,,,,3.0,extra shares max holding days 10
2011-12-01,BUY_EXTRA_1,TQQQ,2.0,0.3546,-12.77,,,,
2011-12-08,BUY_EXTRA_2,TQQQ,3.0,0.3422,-15.83,,,,
2011-12-15,SELL_EXTRAS,TQQQ,1.0,0.3169,,,,3.0,extra shares max holding days 10
2011-12-15,BUY_EXTRA_1,TQQQ,2.0,0.3169,-22.06,,,,
2011-12-16,BUY_EXTRA_2,TQQQ,3.0,0.3209,-21.08,,,,
2011-12-30,BUY_EXTRA_1,TQQQ,2.0,0.3374,-17.01,,,,
2011-12-30,SELL_EXTRAS,TQQQ,1.0,0.3374,,,,3.0,extra shares max holding days 10
2012-01-10,SELL_EXTRAS,TQQQ,1.0,0.378,,,,2.0,extra shares profit >= 12%
2012-01-10,BUY_EXTRA_1,TQQQ,2.0,0.378,-7.02,,,,
2012-01-25,SELL_EXTRAS,TQQQ,1.0,0.4262,,,,2.0,extra shares max holding days 10
2012-03-06,BUY_EXTRA_1,TQQQ,2.0,0.4941,-6.18,,,,
2012-03-13,SELL_EXTRAS,TQQQ,1.0,0.5583,,,,2.0,extra shares profit >= 12%
2012-04-10,BUY_EXTRA_1,TQQQ,2.0,0.5557,-9.18,,,,
2012-04-24,SELL_EXTRAS,TQQQ,1.0,0.5191,,,,2.0,extra shares max holding days 10
2012-04-24,BUY_EXTRA_1,TQQQ,2.0,0.5191,-15.15,,,,
2012-05-04,BUY_EXTRA_2,TQQQ,3.0,0.5164,-15.6,,,,
2012-05-08,BUY_EXTRA_1,TQQQ,2.0,0.5114,-16.42,,,,
2012-05-08,SELL_EXTRAS,TQQQ,1.0,0.5114,,,,3.0,extra shares max holding days 10
2012-05-09,BUY_EXTRA_2,TQQQ,3.0,0.5086,-16.88,,,,
2012-05-22,SELL_EXTRAS,TQQQ,1.0,0.4614,,,,3.0,extra shares max holding days 10
2012-05-22,BUY_EXTRA_1,TQQQ,2.0,0.4614,-24.59,,,,
2012-05-23,BUY_EXTRA_2,TQQQ,3.0,0.464,-24.17,,,,
2012-06-06,SELL_EXTRAS,TQQQ,1.0,0.4607,,,,3.0,extra shares max holding days 10
2012-06-06,BUY_EXTRA_1,TQQQ,2.0,0.4607,-24.7,,,,
2012-06-07,BUY_EXTRA_2,TQQQ,3.0,0.4555,-25.55,,,,
2012-06-20,SELL_EXTRAS,TQQQ,1.0,0.5035,,,,3.0,extra shares max holding days 10
2012-06-20,BUY_EXTRA_1,TQQQ,2.0,0.5035,-17.71,,,,
2012-06-21,BUY_EXTRA_2,TQQQ,3.0,0.4658,-23.88,,,,
2012-07-05,SELL_EXTRAS,TQQQ,1.0,0.5139,,,,3.0,extra shares max holding days 10
