run_date,methodology,rank,ticker,price,market_cap,mb_research,ev_research,technical_research,mb_input_coverage,ev_input_coverage,official_mb,new_member
2026-09-06,MB25_RESEARCH_V1_20260906,1,ETN,410.8500061035156,159574147072,73.81742599959672,55.91924193876439,40.48268040445756,1.0,1.0,,True
2026-09-06,MB25_RESEARCH_V1_20260906,2,ZETA,31.350000381469727,7814226432,72.27293871254759,66.01693056798202,83.24687217044453,0.925,1.0,,False
2026-09-06,MB25_RESEARCH_V1_20260906,3,HUBB,460.7200012207031,24341022720,70.25309925232233,63.73183147681212,25.057414152616644,1.0,1.0,,True
2026-09-06,MB25_RESEARCH_V1_20260906,4,VST,149.3000030517578,50110337024,68.33640323257958,60.55301239331618,60.05627515243009,1.0,1.0,,True
2026-09-06,MB25_RESEARCH_V1_20260906,5,FIGR,35.959999084472656,8068627968,66.1902448640725,59.07533209575477,64.92602042885609,1.0,1.0,,False
2026-09-06,MB25_RESEARCH_V1_20260906,6,CRMD,8.430000305175781,657070656,65.90310729651831,67.2481677643295,76.59742656145417,0.925,1.0,,False
2026-09-06,MB25_RESEARCH_V1_20260906,7,AXTI,61.63999938964844,4041932800,63.170923685565576,51.90593600311274,33.14120938033789,1.0,1.0,,False
2026-09-06,MB25_RESEARCH_V1_20260906,8,KTOS,47.81999969482422,8976833536,62.09315798393596,45.607903960471646,13.055551883893084,1.0,1.0,,True
2026-09-06,MB25_RESEARCH_V1_20260906,9,EVLV,5.0,899357056,58.961169683588494,54.075996711949415,16.711316874913596,1.0,0.7,,False
2026-09-06,MB25_RESEARCH_V1_20260906,10,RKLB,64.26000213623047,41088552960,58.47354551263367,12.386935306665032,15.979714991822755,0.925,0.7,,False
2026-09-06,MB25_RESEARCH_V1_20260906,11,AVAV,144.64999389648438,7351491072,58.03644002226487,29.76852487844245,14.52573404503507,0.925,1.0,,True
2026-09-06,MB25_RESEARCH_V1_20260906,12,BKSY,20.5,838959360,57.46454203500005,45.18086632418509,8.185117264594231,1.0,0.7,,False
2026-09-06,MB25_RESEARCH_V1_20260906,13,GRRR,13.789999961853027,379356384,56.27153560624217,39.00907199945465,42.46159884398459,1.0,1.0,,False
2026-09-06,MB25_RESEARCH_V1_20260906,14,AMPX,9.890000343322754,1444737408,55.21469937913151,44.21034442813687,20.869918596675525,1.0,1.0,,False
2026-09-06,MB25_RESEARCH_V1_20260906,15,NBIS,226.38999938964844,61545304064,52.49337412462735,43.110315947527944,70.47405897564224,1.0,0.7,,False
2026-09-06,MB25_RESEARCH_V1_20260906,16,SSII,3.4100000858306885,683314368,52.240730769298054,30.095061240459106,27.64535933842643,1.0,0.7,,False
2026-09-06,MB25_RESEARCH_V1_20260906,17,IREN,44.68000030517578,17606541312,49.945542126080454,49.93769620949422,61.68458206734786,1.0,0.7,,False
2026-09-06,MB25_RESEARCH_V1_20260906,18,TSSI,8.420000076293945,237604576,49.69538443861515,44.147041375862656,20.3905795864556,1.0,1.0,,False
2026-09-06,MB25_RESEARCH_V1_20260906,19,SOUN,6.739999771118164,2993315840,49.31391094900899,23.92193781277483,26.07711359171761,0.925,0.7,,False
2026-09-06,MB25_RESEARCH_V1_20260906,20,POET,7.920000076293945,1370620032,47.5,,26.4525900324632,0.7,0,,False
2026-09-06,MB25_RESEARCH_V1_20260906,21,WULF,16.510000228881836,8237972992,45.55028263068127,17.63886304961562,44.23137433275646,1.0,1.0,,False
2026-09-06,MB25_RESEARCH_V1_20260906,22,APLD,26.3700008392334,7497091584,44.52357096801492,15.820086442215372,25.62322265524547,0.925,0.7,,False
2026-09-06,MB25_RESEARCH_V1_20260906,23,RR,1.75,393928384,41.27601739526702,23.7651159684468,48.66061605867152,1.0,0.7,,False
2026-09-06,MB25_RESEARCH_V1_20260906,24,RZLV,2.2100000381469727,921280271.6422863,40.13737894080806,51.84563424433586,17.75819237722261,0.925,0.7,,False
2026-09-06,MB25_RESEARCH_V1_20260906,25,SERV,4.945000171661377,428768608,31.563286298526336,0.0,43.78668988247342,0.925,0.7,,False
