rank,ticker,asset_type,price,market_cap,long_term_score,short_term_score,buy_now_score,valuation_score,quality_score,growth_score,revision_score,technical_score,relative_strength_score,rsi14,macd_hist,adx14,dist_20dma,dist_50dma,dist_200dma,rs_1m,rs_3m,rs_6m,rs_12m,forward_revenue_growth,forward_eps_growth,eps_revision_signal,forward_pe,ev_sales,ev_ebitda,fcf_yield,fcf_margin,roic_proxy,gross_margin,operating_margin,debt_to_equity,macd_hist_pct,volume_ratio_20d,as_of,scoring_version,universe_size,image_mentions,company_name,sector,scoring_fingerprint,data_retrieved_at,long_term_rating,entry_score,entry_quality,short_put_eligible
1,MU,Stock,1015.7999877929688,1147237564416,67.3,66.9,67.7,70.8,78.8,77.8,52.2,50.5,85.6,58.27683103012952,0.3656959599000124,9.881014291383169,0.058565504369882,0.0954891531186514,0.5871446973464689,0.0670670416800875,-0.0076863228481169,0.9132230423354352,4.692266952263036,0.8882,1.1308,0.5,6.489501,12.012,15.894,0.0066590390804444,0.0846256956244569,0.1419950783027513,0.72569,0.80370003,6.33,0.000360007840416,1.4229795744242526,2026-09-18,2.2-universe-normalization,27,1,"Micron Technology, Inc.",Technology,95acfecf52651414b4fb,2026-09-18T18:43:33.730793-04:00,STRONG BUY,66.9,GOOD,True
2,NVDA,Stock,222.2700042724609,5367153557504,69.7,60.7,66.3,64.7,88.1,65.2,65.2,46.8,67.9,54.3554448868134,-0.7054254863144278,12.988070218970934,0.0162376031452402,0.0383199043306965,0.1224546394145504,0.0058884993230521,0.1525434984399652,-0.1268997940820569,-0.3586989500561629,0.65949994,0.685,0.9121176720475784,14.173006,17.37,26.147,0.0077899531839449,0.1380000440194589,0.987441508009527,0.74674004,0.66236997,16.971,-0.0031737322749573,1.402365788616671,2026-09-18,2.2-universe-normalization,27,1,NVIDIA Corporation,Technology,95acfecf52651414b4fb,2026-09-18T18:43:33.730793-04:00,STRONG BUY,60.7,FAIR,True
3,META,Stock,665.75,1696002211840,57.7,63.8,61.6,71.4,81.0,27.0,30.4,88.3,60.1,65.8484151519613,7.796719534588512,26.92206020384863,0.0832072360340097,0.0961030983067345,0.0676821953214377,0.2023513927062654,0.2497738919683469,-0.2761899765876398,-0.8060223520639497,0.2044,0.0808,0.5048378522062733,19.043377,7.712,16.053,0.0127084887847029,0.0944311450553298,0.2415129639615413,0.81747,0.34827,42.997,0.0117111821773766,1.467442784986062,2026-09-18,2.2-universe-normalization,27,1,"Meta Platforms, Inc.",Communication Services,95acfecf52651414b4fb,2026-09-18T18:43:33.730793-04:00,BUY,63.8,FAIR,True
4,LITE,Stock,930.9099731445312,83502620672,60.7,65.7,59.7,44.2,70.6,64.3,75.2,44.7,82.1,54.02192533889419,-3.5116113237892783,10.381803386975928,0.0341326977881728,0.1058928532818106,0.3042927639970558,0.1079269427398081,0.1915889731317982,-0.1688978699631834,4.032146139937763,0.5219,0.8322,0.9912280701754386,23.448614,26.241,98.776,0.0026909335083341,0.074552087079407,0.2482192975114965,0.44244,0.27954,35.987,-0.0037722351517272,2.1190336568676003,2026-09-18,2.2-universe-normalization,27,1,Lumentum Holdings Inc.,Technology,95acfecf52651414b4fb,2026-09-18T18:43:33.730793-04:00,BUY,65.7,GOOD,True
5,AVGO,Stock,357.6099853515625,1707097718784,62.1,45.1,57.9,67.9,84.0,58.9,33.5,46.3,44.3,45.53845453560286,-0.3688838708954449,25.884029704873875,-0.0047534841028602,-0.0583144448919776,-0.0292522409232288,-0.0303391884710767,-0.03286639705779,-0.2523278445516826,-0.6264537634319037,0.6369,0.6628,0.1989412048463617,18.448807,19.004,32.402,0.0179231095673858,0.3433796440970187,0.1911656891495601,0.75515,0.54307,59.604,-0.0010315256452718,1.6364639182665397,2026-09-18,2.2-universe-normalization,27,1,Broadcom Inc.,Technology,95acfecf52651414b4fb,2026-09-18T18:43:33.730793-04:00,BUY,45.1,WAIT,True
6,ETN,Stock,424.7699890136719,164980670464,53.9,60.6,57.8,66.2,58.8,20.9,61.6,62.4,57.4,54.8899538452328,1.0356929907548622,12.675153964839042,0.0415879659104412,0.0224043111119074,0.1101885880538755,-0.0166684746837842,0.1059915043460585,-0.1892056784724908,-0.4849982260950415,0.120299995,0.1903,1.0,26.328268,5.985,27.069,0.0188272059221494,0.1034478457428904,0.1390297387412369,0.36022,0.16563,105.059,0.0024382442675853,2.2406638076180734,2026-09-18,2.2-universe-normalization,27,3,Eaton Corporation plc,Industrials,95acfecf52651414b4fb,2026-09-18T18:43:33.730793-04:00,HOLD,60.6,FAIR,False
7,MRVL,Stock,244.25,219508604928,56.2,61.8,56.3,45.5,67.8,52.2,64.1,55.7,69.4,58.02984590855718,1.6899136557721022,15.63124916192879,0.0737396462511406,0.1310708527411841,0.5423526202310742,0.0125140499766775,-0.1169733518454432,1.3556380696047607,1.7813715026396122,0.5107,0.6048,0.976911976911977,36.127113,22.483,74.545,0.0109701846120786,0.2548119968676348,0.0714111782009856,0.52216,0.16679001,28.525,0.006918786717593,1.0479692639701133,2026-09-18,2.2-universe-normalization,27,1,"Marvell Technology, Inc.",Technology,95acfecf52651414b4fb,2026-09-18T18:43:33.730793-04:00,BUY,61.8,FAIR,True
8,HUBB,Stock,446.9200134277344,23611934720,54.4,44.2,54.9,78.0,57.6,16.5,59.7,38.7,32.1,41.66468081632269,-0.4767435582351602,18.53525970967972,-0.0182587610517974,-0.0598985263854233,-0.0766976181463543,-0.0743740066928808,-0.0475490338734042,-0.4618153807626551,-0.6229563377108901,0.1008,0.1197,1.0,19.50494,4.594,18.865,0.0209983856841698,0.07966651163357,0.154830940906934,0.35338002,0.21666999,141.642,-0.0010667312805678,1.83170563569359,2026-09-18,2.2-universe-normalization,27,2,Hubbell Incorporated,Industrials,95acfecf52651414b4fb,2026-09-18T18:43:33.730793-04:00,HOLD,44.2,WAIT,False
9,SOXL,ETF,123.66999816894533,19311783936,46.7,56.3,54.3,,,,,65.6,60.3,51.70273683931202,1.7277138547627349,14.669415474431943,0.0847674546408181,-0.0410189958221463,0.1007619369146883,0.0073631288545363,-0.4607978614343401,0.8801578766688205,2.3928553741575262,,,,,,,,,,,,,0.0139703556266129,0.7901221394473703,2026-09-18,2.2-universe-normalization,27,0,Direxion Daily Semiconductor Bull 3X Shares,Thematic ETF,95acfecf52651414b4fb,2026-09-18T18:43:33.730793-04:00,HOLD,56.3,FAIR,False
10,AXTI,Stock,70.02999877929688,4592092160,52.1,64.2,52.1,27.6,33.5,82.2,88.8,68.2,58.1,54.32117316537195,0.6331033806926947,13.40297649648729,0.1023051755598527,0.1114320404293591,0.2264770319659539,-0.0632065158497517,-0.0755278218883998,-0.1689936758074758,16.10704092523004,1.1135,1.5922,1.0,31.124443,32.681,305.007,-0.0096724975136387,-0.3538949398051135,-0.073049061647768,0.32184,0.21902001,10.667,0.0090404596848266,1.9704365418118237,2026-09-18,2.2-universe-normalization,27,0,"AXT, Inc.",Technology,95acfecf52651414b4fb,2026-09-18T18:43:33.730793-04:00,HOLD,64.2,FAIR,False
