rank,ticker,asset_type,price,market_cap,long_term_score,short_term_score,buy_now_score,valuation_score,quality_score,growth_score,revision_score,technical_score,relative_strength_score,rsi14,macd_hist,adx14,dist_20dma,dist_50dma,dist_200dma,rs_1m,rs_3m,rs_6m,rs_12m,forward_revenue_growth,forward_eps_growth,eps_revision_signal,forward_pe,ev_sales,ev_ebitda,fcf_yield,fcf_margin,roic_proxy,gross_margin,operating_margin,debt_to_equity,macd_hist_pct,volume_ratio_20d,as_of,scoring_version,universe_size,image_mentions,company_name,sector,scoring_fingerprint,data_retrieved_at,long_term_rating,entry_score,entry_quality,short_put_eligible
1,MU,Stock,1096.1600341796875,1237995618304,67.3,66.3,67.5,70.8,78.8,77.8,52.2,48.7,85.4,66.06230682911632,10.13449111824116,12.584345478225844,0.1268717991568104,0.1764739052067381,0.6906868124851258,0.0614916910375393,0.0420856833806726,1.252124743320612,5.039752712526297,0.90569997,1.1617,0.5,6.8972793,12.843,16.994,0.0061708617244266,0.0846256956244569,0.1419950783027513,0.72569,0.80370003,6.33,0.0092454484767138,1.1467452099055413,2026-09-22,2.2-universe-normalization,27,1,"Micron Technology, Inc.",Technology,95acfecf52651414b4fb,2026-09-22T19:07:41.929496-04:00,STRONG BUY,66.3,GOOD,True
2,NVDA,Stock,228.8699951171875,5526523478016,70.3,63.5,67.4,64.7,88.1,67.2,66.3,55.3,67.9,59.51297442022353,0.4323348279984278,13.793846189822377,0.0384551242048276,0.0649502468766876,0.1529876787699184,-0.0052415739877151,0.1451217468048335,-0.1543085552857913,-0.4085554199649326,0.6589,0.685,0.9121176720475784,14.593853,18.009,27.11,0.0075653121008742,0.1380000440194589,0.987441508009527,0.74674004,0.66236997,16.971,0.0018889974099796,0.7006733727155737,2026-09-22,2.2-universe-normalization,27,1,NVIDIA Corporation,Technology,95acfecf52651414b4fb,2026-09-22T19:07:41.929496-04:00,STRONG BUY,63.5,FAIR,True
3,META,Stock,736.594970703125,1876480229376,58.1,58.3,59.7,68.2,81.0,30.9,37.4,57.6,66.8,76.10589355591972,11.803986347123672,32.263429246724456,0.1643647598057467,0.2076138140285741,0.1803787321494885,0.2682302488228772,0.310955303636788,-0.2388497942524922,-0.7569564110470424,0.2044,0.121199995,0.7333333333333333,21.142416,8.37,17.422,0.0114861988688084,0.0944311450553298,0.2415129639615413,0.81747,0.34827,42.997,0.0160250705158304,1.3187189033867714,2026-09-22,2.2-universe-normalization,27,1,"Meta Platforms, Inc.",Communication Services,95acfecf52651414b4fb,2026-09-22T19:07:41.929496-04:00,BUY,58.3,FAIR,True
4,LITE,Stock,945.6699829101562,84826595328,60.9,64.1,59.2,43.1,70.6,66.3,76.3,44.3,78.1,55.00262554811141,0.9961865601452048,11.551824928345884,0.0388002375410905,0.1146874806817315,0.3130664742976301,0.0187690904117545,0.1419442178123005,-0.163045831873258,3.897509329173962,0.5219,0.8322,0.9912280701754386,23.818148,28.053,105.596,0.0026489333814607,0.074552087079407,0.2482192975114965,0.44244,0.27954,35.987,0.0010534188227901,0.9722905644563122,2026-09-22,2.2-universe-normalization,27,1,Lumentum Holdings Inc.,Technology,95acfecf52651414b4fb,2026-09-22T19:07:41.929496-04:00,BUY,64.1,FAIR,True
5,ETN,Stock,442.489990234375,171818860544,53.8,64.3,58.8,66.2,58.8,20.9,61.6,70.5,60.4,60.514708053871615,4.029697993863884,13.584486026707536,0.078421914711144,0.0614900209368749,0.1532649299046222,-0.0167758472862524,0.0942196352164059,-0.2238890232277316,-0.5124032179980118,0.120699994,0.1917,1.0,27.39927,6.321,28.588,0.0180779051040474,0.1034478457428904,0.1390297387412369,0.36022,0.16563,105.059,0.0091068681389367,0.8926977711697047,2026-09-22,2.2-universe-normalization,27,3,Eaton Corporation plc,Industrials,95acfecf52651414b4fb,2026-09-22T19:07:41.929496-04:00,HOLD,64.3,FAIR,False
6,AVGO,Stock,364.5400085449219,1740179111936,62.8,43.2,57.7,67.9,84.0,60.9,34.6,45.0,40.0,50.12580992940599,1.6837525914911229,23.866740279598535,0.0161946992186501,-0.0354988308283248,-0.0082425939527265,-0.0811444097467446,-0.03959618727133,-0.3261781234726674,-0.6406219899349059,0.6369,0.6628,0.1989412048463617,18.80632,19.827,33.805,0.0175823851959471,0.3433796440970187,0.1911656891495601,0.75515,0.54307,59.604,0.0046188416964488,0.7489272622727374,2026-09-22,2.2-universe-normalization,27,1,Broadcom Inc.,Technology,95acfecf52651414b4fb,2026-09-22T19:07:41.929496-04:00,BUY,43.2,WAIT,True
7,QTUM,ETF,154.42999267578125,5561583104,59.1,54.4,57.0,,,,,60.7,56.8,61.09120284459742,0.8711022564317108,15.870294305982272,0.0474978773642855,0.0471462819856121,0.1621806862574668,-0.0460165179815605,-0.0532630516944229,-0.0595419809852942,-0.2243691996963028,,,,,,,,,,,,,0.0056407582577598,0.7643020829919073,2026-09-22,2.2-universe-normalization,27,0,Defiance Quantum ETF,Thematic ETF,95acfecf52651414b4fb,2026-09-22T19:07:41.929496-04:00,BUY,54.4,WAIT,True
8,MRVL,Stock,262.3599853515625,235784142848,55.9,62.2,56.0,44.2,67.8,52.2,64.1,50.5,74.6,63.95563650144256,3.7566643724114672,18.01525441010021,0.1399694755266931,0.2075086165985245,0.639784396157437,0.0344833849746453,-0.0598241928104945,1.451762423732979,1.8333936179668135,0.5107,0.6048,0.976911976911977,38.80577,24.026,79.658,0.010212942613161,0.2548119968676348,0.0714111782009856,0.52216,0.16679001,28.525,0.0143187398313715,0.8928743072027847,2026-09-22,2.2-universe-normalization,27,1,"Marvell Technology, Inc.",Technology,95acfecf52651414b4fb,2026-09-22T19:07:41.929496-04:00,BUY,62.2,FAIR,True
9,SOXL,ETF,151.9499969482422,19311783936,44.0,63.4,55.2,,,,,53.7,65.7,62.72892087934841,5.080494163531271,15.71283611820399,0.2974759040638288,0.1900398274677761,0.3403377003138237,0.1876162400332253,-0.3436812869481674,1.4050091104687636,2.8959679174790534,,,,,,,,,,,,,0.0334353028336144,1.148144531373491,2026-09-22,2.2-universe-normalization,27,0,Direxion Daily Semiconductor Bull 3X Shares,Thematic ETF,95acfecf52651414b4fb,2026-09-22T19:07:41.929496-04:00,AVOID,63.4,FAIR,False
10,DRAM,ETF,63.619998931884766,26017624064,52.5,54.5,54.4,,,,,58.6,50.0,62.42294197704358,0.5000935985337346,10.924051993513933,0.0995411128969869,0.1436891955261083,,0.0306479457735811,-0.0811811766910031,,,,,,,,,,,,,,,0.0078606351293586,1.076130807043953,2026-09-22,2.2-universe-normalization,27,0,Roundhill Memory ETF,Thematic ETF,95acfecf52651414b4fb,2026-09-22T19:07:41.929496-04:00,HOLD,54.5,WAIT,False
