Symbol,SignalDate,EntryDate,ExitDate,EntryPrice,ExitPrice,Shares,PnL,ReturnPct,ExitReason,Score,BreakoutLevel,Target,Stop,HoldingDays
EOG,2022-01-14,2022-01-18,2022-01-24,87.34,79.5128,593.504885,-4645.51,-8.96,stop,60.57,87.34,115.85,79.5128,6
CF,2021-11-05,2021-11-09,2022-02-03,57.38,66.9309,921.459655,8800.79,16.65,time_stop,56.04,57.38,75.68,51.8776,86
PSX,2022-02-04,2022-02-09,2022-03-09,76.26,67.5599,679.02676,-5907.62,-11.41,stop,77.93,76.26,101.39,67.5599,28
VRTX,2022-03-25,2022-03-28,2022-05-09,254.93,238.3614,195.40021,-3237.5,-6.5,stop,69.9,254.93,333.5,238.3614,42
LW,2022-07-29,2022-08-03,2022-09-14,75.05,69.633,649.70277,-3519.46,-7.22,stop,71.7,75.05,103.58,69.633,42
TMUS,2022-07-29,2022-08-03,2022-09-23,137.2,126.6691,355.205597,-3740.62,-7.68,stop,74.94,137.2,183.76,126.6691,51
CI,2022-08-05,2022-08-09,2022-11-01,265.87,305.0619,183.043572,7173.83,14.74,time_stop,79.46,265.87,353.05,251.4437,84
A,2022-12-09,2022-12-13,2022-12-19,153.41,142.8385,315.60394,-3336.39,-6.89,stop,82.91,153.41,201.6,142.8385,6
IT,2022-11-25,2022-11-30,2023-01-25,346.35,322.5471,141.458395,-3367.11,-6.87,stop,83.34,346.35,471.31,322.5471,56
KEYS,2022-11-18,2022-11-23,2023-02-21,177.73,182.98,274.041849,1438.72,2.95,time_stop,73.69,177.73,232.29,162.8551,90
AMP,2023-01-20,2023-01-25,2023-03-10,321.36,299.2531,141.980961,-3138.76,-6.88,stop,85.56,321.36,431.23,299.2531,44
ITW,2023-01-06,2023-01-11,2023-04-06,213.45,212.1877,211.198918,-266.6,-0.59,time_stop,84.74,213.45,277.91,201.6424,85
HCA,2023-04-07,2023-04-11,2023-05-31,266.25,253.5335,168.996772,-2149.04,-4.78,stop,83.76,266.25,369.0,253.5335,50
DRI,2023-03-17,2023-03-21,2023-06-14,136.86,152.0604,337.720339,5133.49,11.11,time_stop,84.68,136.86,179.7,128.032,85
FTNT,2023-03-24,2023-03-27,2023-06-21,63.95,71.11,722.915256,5176.07,11.2,time_stop,88.18,63.95,84.9,58.3936,86
CHD,2023-06-23,2023-06-27,2023-08-16,94.6,90.6532,522.545461,-2062.39,-4.17,stop,81.16,94.6,125.21,90.6532,50
UAL,2023-06-09,2023-06-13,2023-09-07,50.9,47.68,841.775061,-2710.52,-6.33,time_stop,84.44,50.9,66.18,46.7257,86
JPM,2023-06-16,2023-06-21,2023-09-14,134.46,140.3472,365.035966,2149.03,4.38,time_stop,84.52,134.46,175.19,127.8678,85
HAL,2023-09-08,2023-09-11,2023-10-04,39.24,36.9281,1200.634111,-2775.72,-5.89,stop,84.84,39.24,51.1,36.9281,23
PGR,2023-11-10,2023-11-13,2023-12-14,148.0,140.7618,315.781895,-2285.68,-4.89,stop,77.1,148.0,193.45,140.7618,31
MU,2023-11-10,2023-11-14,2024-02-09,75.4,84.8821,617.035858,5850.79,12.58,time_stop,74.98,75.4,101.62,68.8547,87
AMZN,2023-11-10,2023-11-14,2024-02-09,143.65,174.45,325.386285,10021.9,21.44,time_stop,74.8,143.65,196.7,132.6121,87
GPN,2024-02-09,2024-02-12,2024-02-29,134.42,126.5591,376.402319,-2958.86,-5.85,stop,83.1,134.42,175.04,126.5591,17
LYV,2023-12-15,2023-12-19,2024-03-15,93.71,103.77,476.525882,4793.85,10.74,time_stop,76.07,93.71,124.27,86.5764,87
HCA,2024-03-15,2024-03-18,2024-04-17,323.28,305.9713,160.942257,-2785.69,-5.35,stop,79.8,323.28,420.99,305.9713,30
SYF,2024-03-01,2024-03-05,2024-05-29,39.7,40.8878,1284.424156,1525.61,2.99,time_stop,82.82,39.7,52.78,37.2482,85
TSCO,2024-04-26,2024-04-29,2024-07-24,52.72,50.5831,992.27356,-2120.36,-4.05,time_stop,75.84,52.72,69.0,48.7889,86
NEM,2024-07-26,2024-07-31,2024-08-05,47.43,43.7025,1058.23964,-3944.62,-7.86,stop,79.76,47.43,62.26,43.7025,5
T,2024-05-24,2024-05-30,2024-08-23,16.04,18.2377,3236.570103,7113.13,13.7,time_stop,75.61,16.04,21.01,15.3823,85
EXR,2024-06-14,2024-06-18,2024-09-12,146.6,164.2537,342.031633,6038.12,12.04,time_stop,79.0,146.6,201.25,135.4476,86
ES,2024-08-30,2024-09-05,2024-10-04,62.67,60.2819,859.43358,-2052.38,-3.81,stop,83.38,62.67,81.49,60.2819,29
MTCH,2024-10-04,2024-10-07,2024-11-01,36.84,34.6214,1468.532509,-3258.07,-6.02,stop,81.86,36.84,48.67,34.6214,25
HAS,2024-08-16,2024-08-21,2024-11-13,62.26,59.2872,742.81535,-2208.27,-4.77,time_stop,76.27,62.26,81.86,58.0692,84
ADSK,2024-09-27,2024-09-30,2024-12-23,275.68,297.49,200.692444,4377.1,7.91,time_stop,87.22,275.68,359.89,261.4407,84
PODD,2024-11-08,2024-11-11,2025-02-07,275.52,283.08,196.6693,1486.82,2.74,time_stop,75.71,275.52,359.31,249.54,88
JBL,2024-12-13,2024-12-18,2025-03-18,138.81,135.3783,320.030417,-1098.26,-2.47,time_stop,82.86,138.81,184.15,129.2466,90
PAYC,2025-02-21,2025-02-24,2025-04-04,215.2,194.3265,257.439927,-5373.66,-9.7,stop,80.81,215.2,290.55,194.3265,39
HCA,2025-06-27,2025-07-01,2025-07-16,386.74,358.3491,124.548393,-3536.04,-7.34,stop,79.11,386.74,504.26,358.3491,15
DLR,2025-07-18,2025-07-22,2025-08-06,174.99,166.5993,255.053457,-2140.07,-4.79,stop,86.93,174.99,229.62,166.5993,15
DG,2025-05-16,2025-05-19,2025-08-13,94.97,114.0641,538.165136,10275.8,20.11,time_stop,65.88,94.97,125.25,86.4705,86
NKE,2025-08-22,2025-08-25,2025-09-02,78.55,73.1062,713.979031,-3886.75,-6.93,stop,83.57,78.55,106.34,73.1062,8
NEM,2025-06-13,2025-06-16,2025-09-10,57.55,77.863,939.204874,19078.04,35.3,time_stop,72.7,57.55,77.76,52.7411,86
META,2025-08-08,2025-08-12,2025-10-01,782.91,715.8055,54.274103,-3642.04,-8.57,stop,85.65,782.91,1050.75,715.8055,50
USB,2025-08-29,2025-09-04,2025-10-10,47.58,45.3291,1175.948613,-2646.89,-4.73,stop,82.88,47.58,62.29,45.3291,36
BKR,2025-09-12,2025-09-16,2025-10-14,46.76,43.6789,1226.460738,-3778.91,-6.59,stop,82.44,46.76,61.03,43.6789,28
J,2025-10-10,2025-10-14,2025-11-19,156.61,147.2793,345.894003,-3227.42,-5.96,stop,77.87,156.61,203.61,147.2793,36
A,2025-11-21,2025-11-24,2025-12-09,152.05,140.3505,373.282716,-4367.22,-7.69,stop,81.89,152.05,205.3,140.3505,15
HCA,2025-09-26,2025-10-01,2025-12-24,421.21,473.3559,133.369664,6954.68,12.38,time_stop,85.39,421.21,547.82,394.8592,84
TMO,2026-01-02,2026-01-05,2026-02-03,601.27,571.1391,90.03821,-2712.93,-5.01,stop,84.77,601.27,825.04,571.1391,29
HAL,2026-01-02,2026-01-05,2026-03-31,29.75,38.99,1829.149066,16901.34,31.06,time_stop,82.86,29.75,41.25,27.1185,85
BG,2026-01-09,2026-01-12,2026-04-08,98.95,126.39,544.288678,14935.29,27.73,time_stop,90.48,98.95,129.56,91.9695,86
HUBB,2026-01-30,2026-02-03,2026-04-29,498.46,544.2943,103.166433,4728.56,9.2,time_stop,78.65,498.46,667.6,455.4896,85
EMN,2026-05-01,2026-05-04,2026-05-18,77.77,70.3129,841.215873,-6273.07,-9.59,stop,84.02,77.77,102.4,70.3129,14
