Symbol,SignalDate,EntryDate,ExitDate,EntryPrice,ExitPrice,Shares,PnL,ReturnPct,ExitReason,Score,BreakoutLevel,Target,Stop,HoldingDays
ALGN,2020-01-03,2020-01-06,2020-01-27,284.14,257.43,117.313062,-3133.43,-9.4,stop,77.7,284.14,405.08,257.43,21
CI,2020-01-03,2020-01-07,2020-02-26,188.55,171.74,176.563779,-2968.04,-8.92,stop,78.32,188.55,253.61,171.74,50
KR,2020-02-14,2020-02-18,2020-05-12,25.45,29.3903,1299.582021,5120.7,15.48,time_stop,85.94,25.45,33.28,23.28,84
CAG,2020-06-26,2020-06-30,2020-09-23,26.5,25.6564,1245.524879,-1050.77,-3.18,time_stop,78.84,26.5,35.92,23.9,85
QCOM,2020-07-03,2020-07-06,2020-09-28,81.73,105.241,405.249838,9527.83,28.77,time_stop,80.69,81.73,112.29,73.43,84
JBHT,2020-07-10,2020-07-13,2020-10-05,121.03,123.9289,271.765259,787.82,2.4,time_stop,81.86,121.03,165.84,104.48,84
AOS,2020-10-02,2020-10-05,2020-12-29,48.99,49.4654,736.776956,350.26,0.97,time_stop,78.57,48.99,66.99,42.42,85
XYL,2020-10-02,2020-10-06,2020-12-30,81.85,94.3908,438.666493,5501.22,15.32,time_stop,77.37,81.85,111.93,75.6,85
MTB,2021-01-01,2021-01-06,2021-04-01,110.13,130.7049,345.457157,7107.75,18.68,time_stop,81.49,110.13,145.97,101.59,85
RJF,2021-01-01,2021-01-06,2021-04-01,59.7,78.5457,653.353605,12312.91,31.57,time_stop,78.8,59.7,79.7,45.18,85
MSI,2021-01-08,2021-01-12,2021-04-08,164.21,179.4623,225.839981,3444.58,9.29,time_stop,85.14,164.21,219.27,153.13,86
WU,2021-04-09,2021-04-14,2021-06-17,17.39,16.32,2626.046249,-2809.87,-6.15,stop,71.15,17.39,23.92,16.32,64
ESS,2021-04-16,2021-04-20,2021-07-14,244.62,274.0147,187.853624,5521.9,12.02,time_stop,72.91,244.62,335.99,225.87,85
KMI,2021-04-23,2021-04-26,2021-07-20,12.67,13.2517,3581.778622,2083.7,4.59,time_stop,77.08,12.67,17.1,12.17,85
IFF,2021-06-18,2021-06-22,2021-09-15,130.09,126.8496,329.441731,-1067.51,-2.49,time_stop,80.31,130.09,172.72,118.29,85
EQIX,2021-08-27,2021-08-31,2021-10-01,767.19,710.85,62.309658,-3510.53,-7.34,stop,85.61,767.19,1003.98,710.85,31
UDR,2021-07-16,2021-07-20,2021-10-12,44.13,44.6467,1061.851133,548.62,1.17,time_stop,67.9,44.13,62.02,39.6,84
HII,2021-10-08,2021-10-11,2021-11-11,188.29,170.46,242.780043,-4328.77,-9.47,stop,74.9,188.29,254.05,170.46,31
PAYC,2021-10-29,2021-11-01,2021-11-22,535.14,449.52,84.902042,-7269.31,-16.0,stop,76.66,535.14,730.89,449.52,21
ZION,2021-11-12,2021-11-16,2021-12-03,56.74,52.83,753.303645,-2945.42,-6.89,stop,70.1,56.74,73.89,52.83,17
REGN,2021-12-10,2021-12-14,2021-12-17,666.94,617.39,61.716422,-3058.05,-7.43,stop,88.31,666.94,878.24,617.39,3
SBAC,2021-12-03,2021-12-08,2022-01-13,335.02,310.84,122.603271,-2964.55,-7.22,stop,62.1,335.02,455.71,310.84,36
HPQ,2021-12-24,2021-12-28,2022-01-24,32.58,29.34,1256.798875,-4072.03,-9.94,stop,65.58,32.58,42.5,29.34,27
PSX,2022-02-04,2022-02-07,2022-03-09,76.26,67.47,508.371403,-4468.58,-11.53,stop,77.93,76.26,101.39,67.47,30
EOG,2022-01-14,2022-01-18,2022-04-12,87.34,103.5061,444.842896,7191.39,18.51,time_stop,60.57,87.34,115.85,65.97,84
FCX,2022-03-18,2022-03-22,2022-04-22,47.47,40.45,803.801878,-5642.69,-14.79,stop,60.42,47.47,66.85,40.45,31
MTD,2023-03-31,2023-04-05,2023-05-05,1532.04,1405.98,23.978733,-3022.76,-8.23,stop,86.05,1532.04,2023.79,1405.98,30
FTNT,2023-04-07,2023-04-10,2023-07-05,66.72,74.31,549.358082,4169.63,11.38,time_stop,88.42,66.72,87.67,57.63,86
HCA,2023-04-07,2023-04-11,2023-07-06,266.25,288.2506,138.029386,3036.73,8.26,time_stop,83.76,266.25,369.0,233.87,86
UAL,2023-05-05,2023-05-09,2023-08-03,46.3,52.16,729.651794,4275.76,12.66,time_stop,81.5,46.3,61.58,41.24,86
MA,2023-06-30,2023-07-05,2023-09-27,388.27,389.139,104.502884,90.82,0.22,time_stop,83.97,388.27,507.02,351.6,84
CHD,2023-06-30,2023-07-06,2023-09-28,96.86,88.9101,413.323578,-3285.86,-8.21,time_stop,82.64,96.86,127.47,88.23,84
HAL,2023-10-13,2023-10-17,2023-11-07,40.78,35.67,952.455342,-4867.05,-12.53,stop,83.15,40.78,55.45,35.67,21
PGR,2023-11-10,2023-11-13,2023-12-15,148.0,138.69,229.554608,-2137.15,-6.29,stop,77.1,148.0,193.45,138.69,32
AIZ,2023-09-22,2023-09-25,2023-12-18,140.22,159.9473,271.420892,5354.4,14.07,time_stop,80.68,140.22,187.08,127.35,84
NRG,2023-10-06,2023-10-11,2024-01-05,38.1,49.5637,1012.432561,11606.21,30.09,time_stop,79.92,38.1,50.01,34.76,86
MOH,2024-01-12,2024-01-17,2024-01-25,386.34,351.04,107.417066,-3791.82,-9.14,stop,86.58,386.34,504.71,351.04,8
AMZN,2023-12-15,2023-12-18,2024-03-14,150.57,178.75,272.437991,7677.3,18.72,time_stop,74.62,150.57,203.62,118.35,87
LYV,2023-12-15,2023-12-19,2024-03-15,93.71,103.77,365.264901,3674.56,10.74,time_stop,76.07,93.71,124.27,81.38,87
MOH,2024-02-09,2024-02-12,2024-04-25,391.21,346.35,107.385833,-4817.33,-11.47,stop,85.19,391.21,509.58,346.35,73
HCA,2024-03-15,2024-03-18,2024-06-11,323.28,331.4064,139.244883,1131.56,2.51,time_stop,79.8,323.28,420.99,276.93,85
TSCO,2024-04-26,2024-04-29,2024-07-24,52.72,50.5831,795.958897,-1700.86,-4.05,time_stop,75.84,52.72,69.0,46.36,86
T,2024-05-24,2024-05-30,2024-08-23,16.04,18.2377,2568.237208,5644.31,13.7,time_stop,75.61,16.04,21.01,14.52,85
EXR,2024-06-14,2024-06-18,2024-09-12,146.6,164.2537,302.039818,5332.11,12.04,time_stop,79.0,146.6,201.25,126.14,86
NEM,2024-07-26,2024-07-31,2024-10-23,47.43,56.1962,888.250223,7786.57,18.48,time_stop,79.76,47.43,62.26,38.8,84
ES,2024-08-30,2024-09-05,2024-11-04,62.67,58.16,746.250136,-3365.59,-7.2,stop,83.38,62.67,81.49,58.16,60
SBUX,2024-11-08,2024-11-11,2024-12-18,95.44,86.46,477.465551,-4287.64,-9.41,stop,74.78,95.44,128.67,86.46,37
ADSK,2024-09-27,2024-09-30,2024-12-23,275.68,297.49,172.543684,3763.18,7.91,time_stop,87.22,275.68,359.89,249.61,84
PODD,2024-11-08,2024-11-11,2025-02-07,275.52,283.08,180.983325,1368.23,2.74,time_stop,75.71,275.52,359.31,225.37,88
JBL,2025-01-03,2025-01-07,2025-04-03,150.6,125.78,311.398649,-7728.91,-16.48,stop,85.92,150.6,195.94,125.78,86
PAYC,2025-02-21,2025-02-24,2025-04-04,215.2,194.66,226.770486,-4657.87,-9.54,stop,80.81,215.2,290.55,194.66,39
DLR,2025-07-18,2025-07-21,2025-08-21,174.99,160.11,256.15661,-3811.61,-8.5,stop,86.93,174.99,229.62,160.11,31
EXPE,2025-06-06,2025-06-09,2025-09-03,175.4,211.2778,249.824529,8963.17,20.45,time_stop,71.35,175.4,238.44,154.46,86
NEM,2025-06-13,2025-06-16,2025-09-10,57.55,77.76,743.937441,15034.98,35.12,target,72.7,57.55,77.76,47.54,86
AMZN,2025-09-05,2025-09-08,2025-10-17,236.53,211.42,211.025332,-5298.85,-10.62,stop,83.25,236.53,311.68,211.42,39
LUV,2025-09-19,2025-09-24,2025-10-29,33.16,30.32,1486.596523,-4221.93,-8.56,stop,84.26,33.16,43.35,30.32,35
HUBB,2025-10-24,2025-10-29,2025-11-20,449.12,404.63,103.717267,-4614.38,-9.91,stop,82.58,449.12,606.07,404.63,22
USB,2025-09-05,2025-09-10,2025-12-03,48.0,49.9268,1043.998905,2011.62,4.01,time_stop,82.0,48.0,62.71,42.15,84
TMO,2026-01-02,2026-01-05,2026-02-05,601.27,553.98,77.803786,-3679.34,-7.87,stop,84.77,601.27,825.04,553.98,31
