rank,ticker,price,market_cap,long_term_score,short_term_score,buy_now_score,valuation_score,quality_score,growth_score,revision_score,technical_score,relative_strength_score,rsi14,macd_hist,adx14,dist_20dma,dist_50dma,dist_200dma,rs_1m,rs_3m,rs_6m,rs_12m,forward_revenue_growth,forward_eps_growth,eps_revision_signal,forward_pe,ev_sales,ev_ebitda,fcf_yield,fcf_margin,roic_proxy,gross_margin,operating_margin,debt_to_equity,as_of
1,MU,940.760009765625,1062487916544,68.4,70.3,70.0,75.5,77.1,62.7,69.1,56.1,80.3,52.16792769936262,15.85431617537713,14.385502528929532,0.05011534540710927,-0.022596498212793747,0.6800315150685705,0.06372001521581354,0.34578761911822864,1.0230610765558095,6.088409135022234,0.84860003,1.1106,0.9545454545454546,6.073746,12.44,16.461,0.007190199207958363,0.08462569562445695,0.1419950783027513,0.72569,0.80370003,6.33,2026-08-18
2,NVDA,219.74000549316406,5322322739200,67.2,59.1,65.1,69.7,90.4,31.4,64.5,69.0,46.5,56.61626116695931,1.2123719302227745,20.36151985965113,0.03600123613284767,0.061856787249787715,0.1272591759272581,0.05768636912271789,-0.04522219854839071,-0.1420585475417411,-0.48796579353690217,0.4267,0.42880002,1.0,17.121721,21.322,32.655,0.008705949506354957,0.18279099614571304,0.987441508009527,0.74144995,0.65596,6.555,2026-08-18
3,LITE,873.3099975585938,78335909888,60.3,68.6,60.8,46.8,62.5,65.9,81.8,71.1,65.5,53.24163891706762,16.50163953641671,12.558884093817499,0.07823170783928823,0.0724013002611621,0.35869186477916304,0.11747583635284946,-0.04795595534219565,0.12301462421677178,5.830310381796922,0.4952,3.0129998,1.0,26.453382,28.128,103.568,,,0.24821929751149654,0.44575,0.28292,35.987,2026-08-18
4,MRVL,216.0,193869594624,57.1,63.2,59.6,61.7,67.7,40.5,53.6,51.4,77.2,50.33581699946452,4.352043476329469,16.80663667207627,0.0542833943935761,-0.08272201797423628,0.5132362953618315,0.0847475044843589,0.24418243380146346,1.4043903437555163,1.133736524839509,0.45220003,0.5416,0.8906926406926406,34.56072,23.681,76.116,0.0117073546287749,0.2603732993390066,0.07141117820098565,0.51502997,0.14479999,28.97,2026-08-18
5,AXTI,82.30999755859375,5397330944,51.2,68.5,53.7,33.3,37.0,71.8,83.2,56.4,79.0,56.535837106319605,3.246071453992969,29.733629759833278,0.24915579722532066,0.19535159061437946,0.6116699241986747,0.6623582354243726,-0.257379741026765,2.214832346875877,38.44389807339965,1.1128,1.5645,1.0,36.97664,47.115,439.72,-0.008229437931608886,-0.35389493980511355,-0.07304906164776805,0.32184,0.21902001,10.667,2026-08-18
6,META,543.6699829101562,1385002696704,56.7,31.4,53.6,86.4,79.9,17.3,18.6,30.2,24.9,36.20089105504595,-3.1907882883802374,13.073136212239959,-0.07194965219323268,-0.08614902034233263,-0.12997904305191144,-0.18149582798294747,-0.14444697810463236,-0.4795390743648656,-1.0126815526254251,0.2014,0.066199996,-0.16133447823441638,15.584636,6.447,13.419,0.015562153878323024,0.09443114505532983,0.24151296396154137,0.81747,0.34827,42.997,2026-08-18
7,SPCX,143.33999633789062,1889476280320,51.7,55.4,48.7,24.1,45.2,85.0,69.5,59.1,53.4,62.77245565110666,4.28531309511472,26.912244760715094,0.14818966258162103,,,0.1727092557773114,,,,1.3632001,26.3375,0.6779761904761905,86.40405,164.678,643.521,,,-0.04493599233649743,0.51875,-0.01804,31.211,2026-08-18
8,IREN,42.0,15009904640,47.4,45.1,47.8,54.8,39.7,63.2,39.5,55.4,37.6,50.933166685737405,1.0393041032664003,19.55142361276175,0.06322385018557575,-0.05207279862166225,-0.10467137806565241,0.021490376938614587,-0.2024267711121701,-0.30634361476998206,0.4257412286053524,3.1471,-0.0301,0.1285714285714286,-44.68085,23.509,120.93,-0.15396795698763346,-3.052600407412758,0.009238890438027994,0.68397003,-0.64468,148.804,2026-08-18
9,NBIS,248.42999267578125,67536994304,42.3,57.7,47.8,48.2,41.5,54.1,25.5,53.9,79.1,56.583063867597424,8.760524902843338,16.552176984131613,0.17371364719407456,0.11487074235598316,0.6807674434821727,0.33708006051039235,0.2082508379582532,1.215993522291173,1.76140240307663,2.5053,-0.9768,-0.2714285714285714,-82.87907,55.971,293.975,-0.14236124167329955,-7.095159132872045,-0.0601264622993222,0.7426,-0.00223,98.596,2026-08-18
10,APLD,28.510000228881836,8207561728,47.4,36.2,46.0,60.6,22.8,73.6,52.3,36.5,21.7,44.22943966602584,0.5160040724027901,20.080617704138476,-0.014951925525864329,-0.15222989077519278,-0.11972414684401977,0.0004126557615649418,-0.3063583855646348,-0.4819607168090503,0.31609967839694614,1.4401,0.7378,0.3333333333333333,-114.04,23.919,-136.62,-0.6044960591735924,-8.116063533595051,-0.03174054663356408,0.25879,-0.48219,136.231,2026-08-18
11,RKLB,79.16000366210938,50615779328,42.7,44.5,42.7,38.9,36.2,34.5,42.3,60.9,34.8,51.256573914991236,1.9576806569425949,20.303444515450447,0.08160551263275129,-0.05945531085487121,0.007821931381986946,0.18085188360716248,-0.431231560687278,-0.1988468675298294,0.08079724701652928,0.42159998,0.7243,0.35714285714285715,1583.2001,61.034,-311.878,-0.004977966067996842,-0.3275888287027707,-0.20627118080234338,0.37264,-0.24572,3.828,2026-08-18
