rank,ticker,asset_type,price,market_cap,long_term_score,short_term_score,buy_now_score,valuation_score,quality_score,growth_score,revision_score,technical_score,relative_strength_score,rsi14,macd_hist,adx14,dist_20dma,dist_50dma,dist_200dma,rs_1m,rs_3m,rs_6m,rs_12m,forward_revenue_growth,forward_eps_growth,eps_revision_signal,forward_pe,ev_sales,ev_ebitda,fcf_yield,fcf_margin,roic_proxy,gross_margin,operating_margin,debt_to_equity,macd_hist_pct,volume_ratio_20d,as_of,scoring_version,universe_size,image_mentions,company_name,sector,scoring_fingerprint,data_retrieved_at,long_term_rating,entry_score,entry_quality,short_put_eligible
1,NVDA,Stock,224.5800018310547,5422933082112,71.8,61.1,67.7,66.1,88.1,71.1,68.5,48.2,66.0,54.844512964211,0.4206498828532143,13.312133401802466,0.0125917425683201,0.0424406431457975,0.1289542901010132,-0.0130488429302681,0.1751299594362904,-0.1655267310615834,-0.4036781266749,0.6589,0.685,0.9121176720475784,14.320303,17.779,26.764,0.0077098268245118,0.1380000440194589,0.987441508009527,0.74674004,0.66236997,16.971,0.0018730513822404,0.6042907277911681,2026-09-24,2.3-no-leverage-penalty,27,1,NVIDIA Corporation,Technology,2b1cdf0a1d18475acdb6,2026-09-24T19:57:26.764157-04:00,STRONG BUY,61.1,FAIR,True
2,MU,Stock,1080.530029296875,1220343234560,67.2,65.8,67.2,70.1,78.8,77.8,52.2,60.8,75.2,63.0212100604808,12.033283031381846,15.00179884040028,0.0949860337109393,0.1531390407457225,0.645150970562739,0.0898145298031042,-0.0829748386004994,1.4042859905988978,4.838262743314793,0.90800005,1.1628,0.5,6.7906094,13.277,17.568,0.0062601238402853,0.0846256956244569,0.1419950783027513,0.72569,0.80370003,6.33,0.0111364633144089,0.8639533881596195,2026-09-24,2.3-no-leverage-penalty,27,1,"Micron Technology, Inc.",Technology,2b1cdf0a1d18475acdb6,2026-09-24T19:57:26.764157-04:00,STRONG BUY,65.8,GOOD,True
3,SOXL,ETF,146.3300018310547,19311783936,61.2,63.5,62.2,,,,,60.0,62.5,59.69154638500246,5.529326704806539,16.79524654450415,0.2187732604531074,0.1557081524565742,0.280249144916554,0.1975467863502183,-0.3938399550266718,1.1417912891918998,2.6036398554425864,,,,,,,,,,,,,0.0377866919675872,1.1004426828863565,2026-09-24,2.3-no-leverage-penalty,27,0,Direxion Daily Semiconductor Bull 3X Shares,Thematic ETF,2b1cdf0a1d18475acdb6,2026-09-24T19:57:26.764157-04:00,BUY,63.5,FAIR,True
4,ETN,Stock,440.0,170852007936,54.0,63.0,58.3,64.8,58.8,22.8,62.7,67.2,59.5,59.80704743410364,4.397456760483045,13.53290205609103,0.0688276448370406,0.0544154678883073,0.1452805102194678,0.0083161791023627,0.1167042998856639,-0.2429753118474808,-0.4893037089820364,0.120699994,0.1903,1.0,27.27226,6.38,28.856,0.0181802080849031,0.1034478457428904,0.1390297387412369,0.36022,0.16563,105.059,0.0099942199101887,0.6539391619066887,2026-09-24,2.3-no-leverage-penalty,27,3,Eaton Corporation plc,Industrials,2b1cdf0a1d18475acdb6,2026-09-24T19:57:26.764157-04:00,HOLD,63.0,FAIR,False
5,META,Stock,777.5900268554688,1980915384320,56.1,57.7,58.2,66.9,81.0,27.0,30.4,55.5,70.6,80.55479280946115,13.45534371226962,37.32638488538208,0.1936557446419844,0.2673267587930843,0.2441658875571213,0.2968028105453163,0.4600070594191263,-0.1159239129171173,-0.632471637006351,0.2053,0.09,0.5048378522062733,22.262783,8.775,18.266,0.0108806389503602,0.0944311450553298,0.2415129639615413,0.81747,0.34827,42.997,0.0173039046895731,1.5471909581825607,2026-09-24,2.3-no-leverage-penalty,27,1,"Meta Platforms, Inc.",Communication Services,2b1cdf0a1d18475acdb6,2026-09-24T19:57:26.764157-04:00,BUY,57.7,FAIR,True
6,AVGO,Stock,350.3599853515625,1672488943616,64.1,40.5,57.8,69.2,84.0,64.8,36.7,41.0,34.9,42.34211004155286,1.2746015711600336,23.13881089273027,-0.0225591138095517,-0.0692428889251494,-0.0460388202342041,-0.0844428770267526,-0.0471561630669842,-0.3225781970417934,-0.623959375877799,0.6373,0.6624,0.1989412048463617,18.077171,19.416,33.104,0.0182939920606284,0.3433796440970187,0.1911656891495601,0.75515,0.54307,59.604,0.003637977007794,0.7545804097901414,2026-09-24,2.3-no-leverage-penalty,27,1,Broadcom Inc.,Technology,2b1cdf0a1d18475acdb6,2026-09-24T19:57:26.764157-04:00,BUY,40.5,WAIT,True
7,LITE,Stock,929.0399780273438,83334889472,59.2,60.2,57.1,42.9,70.6,58.5,72.0,46.6,68.8,53.17639771053789,0.3446671247279056,12.178738823762652,0.0182147116238957,0.0874141235845118,0.2792579049870121,-0.0192541837537069,0.1043179939493545,-0.2298693980569227,3.999884726985071,0.5219,0.593,0.9912280701754386,26.912804,27.295,102.745,0.0026963496492726,0.074552087079407,0.2482192975114965,0.44244,0.27954,35.987,0.0003709927805902,0.8335321401695427,2026-09-24,2.3-no-leverage-penalty,27,1,Lumentum Holdings Inc.,Technology,2b1cdf0a1d18475acdb6,2026-09-24T19:57:26.764157-04:00,BUY,60.2,FAIR,True
8,MRVL,Stock,258.95001220703125,232719581184,57.3,62.7,57.0,44.2,67.8,58.0,67.4,58.5,68.1,62.00123757831663,3.754403910097529,19.89590413630756,0.1168161220448835,0.1818977378656192,0.6022961542820993,0.0089056041449503,-0.0525866418514566,1.2069518621783812,1.812304492469473,0.5105,0.6046,0.976911976911977,38.321804,24.171,80.141,0.0103474314784713,0.2548119968676348,0.0714111782009856,0.52216,0.16679001,28.525,0.0144985662603324,0.6204685183115154,2026-09-24,2.3-no-leverage-penalty,27,1,"Marvell Technology, Inc.",Technology,2b1cdf0a1d18475acdb6,2026-09-24T19:57:26.764157-04:00,BUY,62.7,FAIR,True
9,QTUM,ETF,152.47000122070312,5561583104,58.9,54.3,56.2,,,,,56.5,57.9,58.02034292611464,0.8785074077230592,15.708302917711377,0.0336073296886916,0.0337664081967001,0.1457761000879254,-0.0307127083373154,-0.0198990432677688,-0.0425040835112452,-0.2165514091346998,,,,,,,,,,,,,0.0057618377430941,0.696785901625839,2026-09-24,2.3-no-leverage-penalty,27,0,Defiance Quantum ETF,Thematic ETF,2b1cdf0a1d18475acdb6,2026-09-24T19:57:26.764157-04:00,BUY,54.3,WAIT,True
10,HUBB,Stock,465.8800048828125,24617926656,55.5,45.0,55.9,79.3,57.6,18.5,60.8,49.3,25.2,52.90334532445564,3.0087921014772565,15.605030154209556,0.025841223895139,-0.0167102123938213,-0.0387793324201597,-0.0615962655774872,-0.1016846556788315,-0.4937889679956183,-0.5818558887126029,0.1008,0.1197,1.0,20.332413,4.786,19.655,0.0201403034028114,0.07966651163357,0.154830940906934,0.35338002,0.21666999,141.642,0.0064582984243637,0.7771981674817017,2026-09-24,2.3-no-leverage-penalty,27,2,Hubbell Incorporated,Industrials,2b1cdf0a1d18475acdb6,2026-09-24T19:57:26.764157-04:00,BUY,45.0,WAIT,True
11,PANW,Stock,389.9200134277344,318954569728,50.7,64.9,53.2,38.9,67.1,37.8,44.6,64.9,81.5,60.83148975341476,4.105482295181639,17.6109316306511,0.0844410928949115,0.0962145686357025,0.6015940912210542,0.0428527216027839,0.3934012109250579,1.0549658006684512,0.2076562158695808,0.1449,0.4025,0.7354471732195703,79.91688,27.74,204.135,0.0132953884298204,0.3693923960689105,0.0127375514577341,0.70383,0.05396,9.337,0.0105290371199233,0.5628117184020204,2026-09-24,2.3-no-leverage-penalty,27,2,"Palo Alto Networks, Inc.",Technology,2b1cdf0a1d18475acdb6,2026-09-24T19:57:26.764157-04:00,HOLD,64.9,FAIR,False
12,AXTI,Stock,75.9000015258789,4977007104,51.6,68.7,53.1,27.6,33.5,82.2,88.8,58.8,76.4,56.83059971894168,1.6675811797425113,16.565272355802264,0.1601602085380267,0.1718822633486472,0.2997265525899082,0.0569309492202317,0.1255522204490388,-0.2983347035839525,14.147161251062528,1.1135,1.5922,1.0,33.733334,36.849,343.912,-0.0089244397429736,-0.3538949398051135,-0.073049061647768,0.32184,0.21902001,10.667,0.0219707660898258,0.8642852441543049,2026-09-24,2.3-no-leverage-penalty,27,0,"AXT, Inc.",Technology,2b1cdf0a1d18475acdb6,2026-09-24T19:57:26.764157-04:00,HOLD,68.7,GOOD,False
13,AMZN,Stock,249.3800048828125,2689890779136,49.9,47.5,51.7,66.8,56.6,15.9,44.8,36.9,52.1,44.19518191314955,-0.3988031928418427,10.645854723444378,-0.0206392881037891,-0.0265415374575535,0.0359153950557762,-0.1130877530117004,0.1250498127491798,-0.2473514642216198,-0.5354394883048768,0.1443,-0.1858,0.95,24.005484,3.634,16.686,0.001196749331597,0.0041500681415152,0.1324511328950458,0.5077,0.13689,45.617,-0.0015991787033176,0.9234019170842662,2026-09-24,2.3-no-leverage-penalty,27,2,"Amazon.com, Inc.",Consumer Cyclical,2b1cdf0a1d18475acdb6,2026-09-24T19:57:26.764157-04:00,HOLD,47.5,WAIT,False
14,DRAM,ETF,60.720001220703125,26017624064,47.9,51.6,51.4,,,,,59.1,40.8,55.39315543395365,0.4245808547868421,11.696248646207192,0.0404386700499945,0.0899926244949789,,0.0113114874508622,-0.1837925568355298,,,,,,,,,,,,,,,0.0069924381793667,1.1116713319418787,2026-09-24,2.3-no-leverage-penalty,27,0,Roundhill Memory ETF,Thematic ETF,2b1cdf0a1d18475acdb6,2026-09-24T19:57:26.764157-04:00,HOLD,51.6,WAIT,False
15,SPCX,Stock,148.02999877929688,1950174937088,54.5,57.8,50.1,18.5,43.6,91.8,93.3,53.7,52.9,54.23105411225904,-0.3962429769285571,25.873953982220243,0.000168897746706,0.0918937334996625,,0.0047228597645915,-0.005975817904741,,,1.4167,27.292099,1.0,84.920975,167.115,653.043,,,-0.0449359923364974,0.51875,-0.01804,31.211,-0.002676774844262,0.8074626176320304,2026-09-24,2.3-no-leverage-penalty,27,0,Space Exploration Technologies Corp.,Industrials,2b1cdf0a1d18475acdb6,2026-09-24T19:57:26.764157-04:00,HOLD,57.8,FAIR,False
16,CRWD,Stock,259.6700134277344,265885171712,45.5,65.7,48.2,23.3,55.1,39.1,60.7,49.3,91.2,66.91780379729344,4.050581166746666,24.39460318188748,0.1488273115340788,0.2318428694872685,0.7441030093873773,0.2934633776338319,0.5698201196289934,1.217735581856163,0.4409194656635521,0.2259,0.2785,0.9894176931690928,161.6965,48.503,2449.25,0.0075046888066452,0.36977979942968,-0.1753753811214883,0.75185996,-0.02259,15.958,0.0155989562032118,0.6307247522502415,2026-09-24,2.3-no-leverage-penalty,27,2,"CrowdStrike Holdings, Inc.",Technology,2b1cdf0a1d18475acdb6,2026-09-24T19:57:26.764157-04:00,HOLD,65.7,GOOD,False
17,GEV,Stock,955.0399780273438,254359224320,45.4,37.8,45.8,63.4,57.7,10.5,8.8,44.0,41.3,51.21195207740705,6.638274914679055,10.672844686360982,0.0254818598182722,-0.0220529872430279,0.0534551253837995,-0.054611832795192,-0.0705091630023394,-0.3745715550820213,-0.1798430556496754,0.13949999,-0.1927,0.0952380952380952,38.010376,5.939,62.557,0.061810714174142,0.3800644396949709,0.1091123330714846,0.2057,0.07466,28.364,0.0069507822367714,0.7392336684623383,2026-09-24,2.3-no-leverage-penalty,27,3,GE Vernova Inc.,Industrials,2b1cdf0a1d18475acdb6,2026-09-24T19:57:26.764157-04:00,HOLD,37.8,WAIT,False
18,NBIS,Stock,243.47999572753903,61819129856,39.7,57.6,44.6,36.9,29.7,54.8,51.2,55.8,67.3,58.30119956464425,1.9179256316211064,12.290399494972323,0.1014727301593876,0.1363561895442184,0.4899117208604118,0.0285578538735037,-0.0247332708845802,0.6902782376605939,0.5932885451282027,2.7004,-1.2349,0.873015873015873,-69.67301,50.839,267.022,-0.1555287237202486,-7.095159132872045,-0.0601264622993222,0.7426,-0.00223,98.596,0.0078771384313942,1.575474791815994,2026-09-24,2.3-no-leverage-penalty,27,1,Nebius Group N.V.,Communication Services,2b1cdf0a1d18475acdb6,2026-09-24T19:57:26.764157-04:00,AVOID,57.6,FAIR,False
19,AAOI,Stock,101.02999877929688,8578082304,48.3,33.5,44.3,51.2,23.8,91.3,42.3,32.0,25.9,44.31131227758623,0.6796471292247634,11.80127915990499,-0.0269390514418506,-0.0953374583050723,-0.0526322336654883,-0.175461580681342,-0.2442442526151862,-0.5422313850091226,1.9351605173897164,1.5647999,5.7676,0.084090909090909,21.953497,14.001,-259.903,-0.1034089066254778,-1.4884140742229055,-0.0577443154291156,0.28916,-0.12884,17.994,0.0067271814058859,0.8288137624533802,2026-09-24,2.3-no-leverage-penalty,27,1,"Applied Optoelectronics, Inc.",Technology,2b1cdf0a1d18475acdb6,2026-09-24T19:57:26.764157-04:00,HOLD,33.5,WAIT,False
20,IREN,Stock,46.150001525878906,18185807872,38.8,53.4,42.6,34.8,24.6,59.7,46.7,69.1,49.7,56.046001502288966,0.4336192349312555,17.224456412620896,0.0706104457214187,0.1250417834506803,0.0119576885402381,0.0249957616181558,-0.0067975560939756,-0.311356392240798,-0.5604784667438333,1.6919,-0.16409999,0.6761904761904761,-11.587791,28.488,525.245,-0.2320104396624739,-5.967829771456173,-0.0489370746249191,0.68924004,-1.0247,187.297,0.0093958661017183,0.7493291089125886,2026-09-24,2.3-no-leverage-penalty,27,1,IREN Limited,Financial Services,2b1cdf0a1d18475acdb6,2026-09-24T19:57:26.764157-04:00,AVOID,53.4,WAIT,False
