rank,ticker,asset_type,price,market_cap,long_term_score,short_term_score,buy_now_score,valuation_score,quality_score,growth_score,revision_score,technical_score,relative_strength_score,rsi14,macd_hist,adx14,dist_20dma,dist_50dma,dist_200dma,rs_1m,rs_3m,rs_6m,rs_12m,forward_revenue_growth,forward_eps_growth,eps_revision_signal,forward_pe,ev_sales,ev_ebitda,fcf_yield,fcf_margin,roic_proxy,gross_margin,operating_margin,debt_to_equity,macd_hist_pct,volume_ratio_20d,as_of,scoring_version,universe_size,image_mentions,company_name,sector,scoring_fingerprint,data_retrieved_at,long_term_rating,entry_score,entry_quality,short_put_eligible
1,MU,Stock,977.4099731445312,1103880126464,66.6,70.0,68.1,70.1,78.8,75.9,51.1,54.3,91.1,53.2896372206945,6.08719654331375,10.349992306957034,0.0165095017581364,0.0512675886195137,0.581334020567496,0.1446503452553112,0.1010357519672623,1.013973224837038,5.569603238048658,0.8582,1.112,0.5,6.3048444,12.641,16.726,0.0069205881987124,0.0846256956244569,0.1419950783027513,0.72569,0.80370003,6.33,0.0062278846242278,0.9534417882558848,2026-09-10,2.2-universe-normalization,27,1,"Micron Technology, Inc.",Technology,95acfecf52651414b4fb,2026-09-10T19:18:59.986334-04:00,STRONG BUY,70.0,GOOD,True
2,NVDA,Stock,218.3600006103516,5272738725888,69.9,60.5,66.5,66.0,88.1,63.3,64.1,58.7,58.7,49.81002060615882,-0.1502108805272972,16.361889470335434,-0.0097635961288554,0.0291756938331559,0.1077228934064815,0.0232302274902197,0.0944807302431921,-0.1466572458189168,-0.3887650973910414,0.648,0.6674,0.907769845960622,14.026631,17.714,26.665,0.0079294418171571,0.1380000440194589,0.987441508009527,0.74674004,0.66236997,16.971,-0.0006879047449506,0.7880839766420008,2026-09-10,2.2-universe-normalization,27,1,NVIDIA Corporation,Technology,95acfecf52651414b4fb,2026-09-10T19:18:59.986334-04:00,STRONG BUY,60.5,FAIR,True
3,META,Stock,644.3800048828125,1641561980928,57.8,61.0,61.2,74.1,81.0,27.0,30.4,87.2,53.4,66.38340181315257,9.92123280307828,16.773041148969295,0.1037419565723947,0.0736091698533987,0.0354784991588661,0.0948203500038401,0.1345655778429607,-0.3360626089663627,-0.824907115400675,0.2035,0.08,0.5048378522062733,18.432102,7.393,15.388,0.0131299489988281,0.0944311450553298,0.2415129639615413,0.81747,0.34827,42.997,0.0153965559575092,1.1633361321470013,2026-09-10,2.2-universe-normalization,27,1,"Meta Platforms, Inc.",Communication Services,95acfecf52651414b4fb,2026-09-10T19:18:59.986334-04:00,BUY,61.0,FAIR,True
4,DRAM,ETF,58.560001373291016,26017624064,55.6,58.3,57.8,,,,,61.3,57.8,53.27064266116136,0.5259386136717692,11.211267733401996,0.0230608145012396,0.0408446405535645,,0.1699934757303417,0.0257112838077885,,,,,,,,,,,,,,,0.0089811919627387,0.8651792177083035,2026-09-10,2.2-universe-normalization,27,0,Roundhill Memory ETF,Thematic ETF,95acfecf52651414b4fb,2026-09-10T19:18:59.986334-04:00,BUY,58.3,FAIR,True
5,LITE,Stock,935.7000122070312,83932291072,56.8,68.5,57.7,39.4,70.6,50.2,70.2,55.9,84.5,54.70923064466515,3.99003859530648,11.170416233901856,0.0388364726628298,0.1356634264343694,0.344413905469761,0.1595532969371616,0.1015863723331053,0.0705962351539033,4.4976535463314455,0.5032,0.5387,0.9912280701754386,28.098085,29.079,109.46,0.0026771579463647,0.074552087079407,0.2482192975114965,0.44244,0.27954,35.987,0.0042642284313913,0.9346106856361422,2026-09-10,2.2-universe-normalization,27,1,Lumentum Holdings Inc.,Technology,95acfecf52651414b4fb,2026-09-10T19:18:59.986334-04:00,BUY,68.5,GOOD,True
6,AVGO,Stock,360.8299865722656,1716677640192,62.2,44.8,57.6,66.6,84.0,58.9,35.9,51.4,38.8,41.40152452286322,-0.1025289980058277,23.42886741708419,-0.0255357366448276,-0.0584569604595477,-0.0229863784727614,-0.1135107666351773,-0.0237841786511212,-0.2615364375189993,-0.5896076530852712,0.6375,0.66580003,0.3020833333333333,18.614923,19.888,34.04,0.0177652015952098,0.3422643731199353,0.1911656891495601,0.75515,0.54307,59.604,-0.0002841476646101,0.8472927439513892,2026-09-10,2.2-universe-normalization,27,1,Broadcom Inc.,Technology,95acfecf52651414b4fb,2026-09-10T19:18:59.986334-04:00,BUY,44.8,WAIT,True
7,ETN,Stock,409.1499938964844,158913855488,54.6,56.8,57.2,67.5,58.8,20.9,62.8,52.6,54.2,47.25077202830136,-0.3445536238293831,14.56238192745435,-0.019385815444752,-0.0140726458638525,0.07545895688092,-0.0898923273724114,0.0973797873027885,-0.1658232464958107,-0.4811805734211633,0.116000004,0.1903,1.0,25.36147,6.06,27.406,0.0195459675083809,0.1034478457428904,0.1390297387412369,0.36022,0.16563,105.059,-0.00084212056451,0.8725122863932111,2026-09-10,2.2-universe-normalization,27,3,Eaton Corporation plc,Industrials,95acfecf52651414b4fb,2026-09-10T19:18:59.986334-04:00,HOLD,56.8,FAIR,False
8,MRVL,Stock,226.9600067138672,203970002944,57.4,59.3,56.5,47.7,67.8,54.6,67.4,43.8,69.7,51.91636738847708,0.0256924970815477,14.461521707055896,-0.0003941554508775,0.0432183132813466,0.4740920849819556,0.0882791187683536,-0.0962783727752261,1.1895701456739858,1.7335842548128606,0.5128,0.5998,0.9686057677991842,33.774563,21.19,70.256,0.0118059022662324,0.2548119968676348,0.0714111782009856,0.52216,0.16679001,28.525,0.0001132027507997,0.6635097572480059,2026-09-10,2.2-universe-normalization,27,1,"Marvell Technology, Inc.",Technology,95acfecf52651414b4fb,2026-09-10T19:18:59.986334-04:00,BUY,59.3,FAIR,True
9,HUBB,Stock,452.4100036621094,23901984768,52.9,44.0,54.2,79.3,57.6,16.5,48.9,44.8,32.2,40.00419091987456,-0.6413358103113644,17.16275171636941,-0.0350686382211422,-0.0577874179863789,-0.0640494120928991,-0.107370316088907,-0.0244974375432739,-0.369504234949647,-0.6219030103064451,0.1008,0.1197,0.9615384615384616,19.74454,4.693,19.274,0.0207435707457982,0.07966651163357,0.154830940906934,0.35338002,0.21666999,141.642,-0.0014175986497203,1.2421489735236866,2026-09-10,2.2-universe-normalization,27,2,Hubbell Incorporated,Industrials,95acfecf52651414b4fb,2026-09-10T19:18:59.986334-04:00,HOLD,44.0,WAIT,False
10,SPCX,Stock,148.17999267578125,1953276100608,54.6,67.7,53.1,18.5,42.9,91.8,94.5,83.0,55.2,60.24488714136199,0.9122498470167076,22.410378744763022,0.0398778478767547,0.0959961380798999,,0.1309875089178219,,,,1.3211999,13.7161,1.0,88.69866,166.188,649.422,,,-0.0449359923364974,0.51875,-0.01804,31.211,0.0061563631536459,1.441891596034459,2026-09-10,2.2-universe-normalization,27,0,Space Exploration Technologies Corp.,Industrials,95acfecf52651414b4fb,2026-09-10T19:18:59.986334-04:00,HOLD,67.7,GOOD,False
