rank,ticker,asset_type,price,market_cap,long_term_score,short_term_score,buy_now_score,valuation_score,quality_score,growth_score,revision_score,technical_score,relative_strength_score,rsi14,macd_hist,adx14,dist_20dma,dist_50dma,dist_200dma,rs_1m,rs_3m,rs_6m,rs_12m,forward_revenue_growth,forward_eps_growth,eps_revision_signal,forward_pe,ev_sales,ev_ebitda,fcf_yield,fcf_margin,roic_proxy,gross_margin,operating_margin,debt_to_equity,macd_hist_pct,volume_ratio_20d,as_of,scoring_version,universe_size,image_mentions,company_name,sector,scoring_fingerprint,data_retrieved_at,long_term_rating,entry_score,entry_quality,short_put_eligible
1,MU,Stock,1000.260009765625,1129686761472,66.7,68.9,67.9,70.1,78.8,75.9,51.1,52.5,89.9,57.66265880256435,6.7932959481365,9.459594636454048,0.0526094332984403,0.0690822235850316,0.6392317002153172,0.1522518994977799,0.0798108430707,1.2050323964995484,5.898021393939549,0.8582,1.112,0.5,6.45224,12.501,16.541,0.0067624938492203,0.0846256956244569,0.1419950783027513,0.72569,0.80370003,6.33,0.0067915300839911,0.954361272638494,2026-09-08,2.2-universe-normalization,27,1,"Micron Technology, Inc.",Technology,95acfecf52651414b4fb,2026-09-08T18:50:52.550657-04:00,STRONG BUY,68.9,GOOD,True
2,NVDA,Stock,225.72999572753903,5450701996032,69.2,63.1,66.8,65.4,88.1,63.3,64.1,63.5,61.8,56.14653691357034,0.7000283448265598,17.66601266508747,0.0237605859315199,0.068643511012016,0.1473026831935693,0.0203485344287743,0.1078563335494746,-0.1283228721064256,-0.3749527581907098,0.648,0.6674,0.907769845960622,14.54534,18.246,27.466,0.0076705486695909,0.1380000440194589,0.987441508009527,0.74674004,0.66236997,16.971,0.003101175555204,0.9219561243039244,2026-09-08,2.2-universe-normalization,27,1,NVIDIA Corporation,Technology,95acfecf52651414b4fb,2026-09-08T18:50:52.550657-04:00,STRONG BUY,63.1,FAIR,True
3,DRAM,ETF,61.09999847412109,26017624064,58.4,60.3,60.8,,,,,68.3,57.8,59.41725859129938,0.555428373785549,11.783054403775951,0.0810810518936822,0.0761778654321334,,0.2199552744016308,0.035528500357027,,,,,,,,,,,,,,,0.0090904809763751,0.9911116611206668,2026-09-08,2.2-universe-normalization,27,0,Roundhill Memory ETF,Thematic ETF,95acfecf52651414b4fb,2026-09-08T18:50:52.550657-04:00,BUY,60.3,FAIR,True
4,META,Stock,613.47998046875,1562844069888,57.5,49.7,57.6,74.1,81.0,27.0,30.4,66.2,40.8,60.86507907260575,7.127341262661469,13.209049053612352,0.0617349056482794,0.0280244856083562,-0.0132113313597997,0.0485541618678204,0.0749012702868731,-0.4163804962874091,-0.9102853650380532,0.2016,0.081999995,0.5048378522062733,17.548225,6.981,14.53,0.0137912831505606,0.0944311450553298,0.2415129639615413,0.81747,0.34827,42.997,0.0116178872816935,1.131453751648791,2026-09-08,2.2-universe-normalization,27,1,"Meta Platforms, Inc.",Communication Services,95acfecf52651414b4fb,2026-09-08T18:50:52.550657-04:00,BUY,49.7,WAIT,True
5,ETN,Stock,422.1300048828125,163955294208,54.7,57.0,57.6,69.2,58.8,20.9,62.8,56.0,51.7,53.20539672661185,-1.412696427274526,16.17687814156402,0.0003495456216084,0.0168150625165948,0.1118585105531735,-0.046728162860717,0.0756263932087932,-0.1628166387841859,-0.5053456151318194,0.115,0.1857,1.0,26.166046,6.003,27.15,0.0189449512503051,0.1034478457428904,0.1390297387412369,0.36022,0.16563,105.059,-0.0033465908865367,1.164978479594148,2026-09-08,2.2-universe-normalization,27,3,Eaton Corporation plc,Industrials,95acfecf52651414b4fb,2026-09-08T18:50:52.550657-04:00,HOLD,57.0,FAIR,False
6,LITE,Stock,978.5349731445312,87774584832,56.9,65.8,57.1,40.5,70.6,50.2,70.2,51.0,80.9,59.3369704007703,0.5125343549119457,9.889810539895905,0.0968422988184654,0.193889617415405,0.4204755691641089,0.1117129332918001,0.1187916370836299,0.1616230695208042,4.818868357952746,0.5032,0.5387,0.9912280701754386,29.384375,25.873,97.391,0.0025599665373533,0.074552087079407,0.2482192975114965,0.44244,0.27954,35.987,0.0005237772475979,1.5717870892812542,2026-09-08,2.2-universe-normalization,27,1,Lumentum Holdings Inc.,Technology,95acfecf52651414b4fb,2026-09-08T18:50:52.550657-04:00,BUY,65.8,GOOD,True
7,AVGO,Stock,368.55999755859375,1753453821952,62.2,42.4,56.9,66.6,84.0,58.9,35.9,49.3,34.5,45.33914627125197,-0.5446901614367308,23.433658478289846,-0.0188256341222646,-0.0395390182002124,-0.001679158274365,-0.1259500005416516,-0.0432852477545609,-0.2957919866493647,-0.619663474926525,0.6367,0.6645,0.3020833333333333,19.009796,19.541,33.447,0.0173926019437738,0.3422643731199353,0.1911656891495601,0.75515,0.54307,59.604,-0.001477887359032,1.2316441288175397,2026-09-08,2.2-universe-normalization,27,1,Broadcom Inc.,Technology,95acfecf52651414b4fb,2026-09-08T18:50:52.550657-04:00,BUY,42.4,WAIT,True
8,MRVL,Stock,225.41000366210935,202577018880,57.7,52.2,54.7,49.0,67.8,54.6,67.4,30.7,61.5,51.8156652165857,-1.324511239943407,13.606024470724332,-4.656079674936198e-05,0.0253921427855083,0.4786321004876552,0.0430324496511846,-0.1934921644768475,1.0690468665621622,1.8386084253638917,0.5128,0.5998,0.9686057677991842,33.538914,20.887,69.25,0.0118870834081453,0.2548119968676348,0.0714111782009856,0.52216,0.16679001,28.525,-0.0058760091319143,0.830321866896272,2026-09-08,2.2-universe-normalization,27,1,"Marvell Technology, Inc.",Technology,95acfecf52651414b4fb,2026-09-08T18:50:52.550657-04:00,BUY,52.2,WAIT,True
9,HUBB,Stock,464.75,24553936896,53.0,41.3,53.4,79.3,57.6,16.5,48.9,35.6,32.2,45.4805580934696,-0.8382925087854165,16.83473491696241,-0.0214749577076187,-0.037193664652519,-0.0376154707131547,-0.0805521927281989,-0.0128976570191323,-0.4070411192484893,-0.6494208070044402,0.1008,0.1197,0.9615384615384616,20.283094,4.742,19.475,0.0201927908383918,0.07966651163357,0.154830940906934,0.35338002,0.21666999,141.642,-0.001803749346499,0.9221956259243024,2026-09-08,2.2-universe-normalization,27,2,Hubbell Incorporated,Industrials,95acfecf52651414b4fb,2026-09-08T18:50:52.550657-04:00,HOLD,41.3,WAIT,False
10,AMZN,Stock,256.9700012207031,2771758874624,51.2,49.8,52.9,65.5,56.6,18.3,52.8,45.1,47.9,48.12096671481429,-1.1203405336910743,16.32318035667074,-0.0159722052000695,0.0099632591315494,0.0738630350249256,-0.0513480010112318,0.0738610811635626,-0.1620282747318443,-0.6222114883017682,0.1429,-0.16520001,0.9905660377358492,24.707893,3.761,17.269,0.0011614015279149,0.0041500681415152,0.1324511328950458,0.5077,0.13689,45.617,-0.0043598105941123,0.8900409310757634,2026-09-08,2.2-universe-normalization,27,2,"Amazon.com, Inc.",Consumer Cyclical,95acfecf52651414b4fb,2026-09-08T18:50:52.550657-04:00,HOLD,49.8,WAIT,False
11,SPCX,Stock,153.47000122070312,2023007846400,54.6,65.7,52.5,18.5,42.9,91.8,94.5,74.9,56.3,65.75163882830017,1.4281432363833244,20.43791625039339,0.0831927801866534,0.1285587910581636,,0.1654015922428058,,,,1.3727001,13.4163,1.0,96.83627,166.646,651.21,,,-0.0449359923364974,0.51875,-0.01804,31.211,0.0093056833584664,1.018268278738366,2026-09-08,2.2-universe-normalization,27,0,Space Exploration Technologies Corp.,Industrials,95acfecf52651414b4fb,2026-09-08T18:50:52.550657-04:00,HOLD,65.7,GOOD,False
12,PANW,Stock,336.9800109863281,274638716928,54.9,51.2,51.6,40.0,71.4,51.1,47.6,27.4,73.6,44.88019975731478,-5.119525195697333,19.6156993954834,-0.0675189294401895,-0.0370893709094685,0.4416448334979166,-0.0614291129419052,0.291217435937753,0.6753748271705509,0.0046338387425153,0.1421,4.6985,0.5376984126984127,69.01368,23.667,145.998,0.0162742898379173,0.3893336132980131,0.0696256442440932,0.70488,0.050440002,9.094,-0.0151923705525223,0.981184838592618,2026-09-08,2.2-universe-normalization,27,2,"Palo Alto Networks, Inc.",Technology,95acfecf52651414b4fb,2026-09-08T18:50:52.550657-04:00,HOLD,51.2,WAIT,False
