rank,ticker,price,market_cap,long_term_score,short_term_score,buy_now_score,valuation_score,quality_score,growth_score,revision_score,technical_score,relative_strength_score,rsi14,macd_hist,adx14,dist_20dma,dist_50dma,dist_200dma,rs_1m,rs_3m,rs_6m,rs_12m,forward_revenue_growth,forward_eps_growth,eps_revision_signal,forward_pe,ev_sales,ev_ebitda,fcf_yield,fcf_margin,roic_proxy,gross_margin,operating_margin,debt_to_equity,as_of
1,MU,938.4000244140625,1059822567424,68.7,68.6,69.8,76.5,78.0,62.7,69.1,54.1,77.3,51.33878640581086,4.086003604492054,11.314965271090092,0.028557175997874218,-0.021355491159902207,0.6140606235425352,0.09301455788340038,0.06344190239487076,0.933328253131591,6.388973489437873,0.8527,1.112,0.9545454545454546,6.053208,11.519,15.243,0.0072082818490726555,0.08462569562445695,0.1419950783027513,0.72569,0.80370003,6.33,2026-08-26
2,NVDA,209.66000366210938,5078174924800,68.0,55.7,65.1,73.1,90.7,31.4,64.5,60.5,43.5,46.29839347146304,-1.5330152375263397,17.129094555840698,-0.02737281369476674,0.009190848559325726,0.07313779469754333,0.013573501000451703,0.03984665484905099,-0.1819315942532067,-0.5168729816134352,0.4449,0.45029998,1.0,15.970859,19.856,30.411,0.009124512981565892,0.18279099614571304,0.987441508009527,0.74144995,0.65596,6.555,2026-08-26
3,LITE,939.030029296875,84230995968,61.6,72.6,63.1,49.8,65.0,65.9,81.8,66.0,78.6,57.400024181418296,3.704819166384002,10.679442689111454,0.1024898600492945,0.15624029168276143,0.41721252058852354,0.3897482791573791,0.09322164993366386,0.04275656673422136,5.923976094081966,0.4952,3.0129998,1.0,28.444105,27.592,103.864,0.0026676640519051353,0.07455208707940705,0.24821929751149654,0.44244,0.27954,35.987,2026-08-26
4,MRVL,245.11000061035156,220281487360,56.0,74.3,61.6,57.0,67.7,40.5,53.6,73.2,89.8,57.809976232148685,3.817243032455785,18.229688216347302,0.11512731388716824,0.06228986160930483,0.6650088136758783,0.3542468688623396,0.2863986281477823,1.7759650244913665,1.682696628515615,0.4564,0.5396,0.8906926406926406,38.81172,24.762,79.593,0.010303635240535177,0.2603732993390066,0.07141117820098565,0.51502997,0.14479999,28.97,2026-08-26
5,META,576.1400146484375,1467720269824,56.7,40.1,55.8,83.6,80.5,17.3,18.6,64.3,21.9,48.647533689947494,0.15727438586838716,14.842352052347476,0.005303632011430137,-0.02764066535520815,-0.07447961399331948,-0.07973939829400127,-0.03969765920054362,-0.37240197355506754,-0.917106374611318,0.2014,0.0691,-0.16133447823441638,16.539118,6.525,13.582,0.01468510419262969,0.09443114505532983,0.24151296396154137,0.81747,0.34827,42.997,2026-08-26
6,AXTI,65.18000030517578,4274062080,52.4,62.4,52.7,34.7,35.9,71.8,83.2,51.7,67.0,46.752470937519206,-1.4199775614896368,23.748788118147743,-0.10246346234667336,-0.014678530245456844,0.2322141449912436,0.47368537719974746,-0.4165624559870328,0.33558023558057126,21.26627046398343,1.1128,1.5645,1.0,29.281221,31.366,292.738,-0.01039222153740921,-0.35389493980511355,-0.07304906164776805,0.32184,0.21902001,10.667,2026-08-26
7,SPCX,139.6300048828125,1839511764992,52.7,60.1,50.6,24.1,45.2,90.0,71.4,75.2,52.0,59.333413250263916,1.2091506502376062,20.494632525598362,0.06224115481599113,-0.002487493665662588,,0.14883091807637747,,,,1.3632001,26.3375,0.6779761904761905,87.1881,157.026,613.617,,,-0.04493599233649743,0.51875,-0.01804,31.211,2026-08-26
8,IREN,39.58000183105469,14145049600,47.6,43.3,47.7,57.2,38.9,63.2,39.5,47.3,38.7,46.48159720236339,0.07636057070838835,14.293276267187965,-0.035234137011832645,-0.06748589109845293,-0.14275469023481557,0.11588286208119544,-0.36404227118522886,-0.35640729746801836,0.027503170876340896,3.1176002,-0.0858,0.1285714285714286,-39.44864,20.998,108.011,-0.16338184858680171,-3.052600407412758,0.009238890438027994,0.68397003,-0.64468,148.804,2026-08-26
9,APLD,26.8700008392334,7639243776,46.3,41.8,47.4,62.5,22.5,68.6,50.5,43.9,30.7,41.88180193783644,-0.02547649410705255,20.353491353240614,-0.07691776340141265,-0.15807875403760208,-0.1664992636117959,-0.04124505112761072,-0.3988826494433633,-0.3313371276529249,0.00020500875170312294,1.274,0.7378,0.3333333333333333,-107.48,21.864,-124.883,-0.6494672595194847,-8.116063533595051,-0.024310373953859713,0.25879,-0.48219,136.231,2026-08-26
10,NBIS,213.92999267578125,54316437504,41.1,48.1,43.7,44.2,40.9,54.1,25.5,30.0,73.9,48.45164047982351,-1.6816997267580156,11.409103698197955,-0.02990374126531814,-0.0352319065926362,0.41868117366055935,0.21007416061765183,0.0792093592029833,0.7605853363460995,1.3708354023118003,2.5714998,-0.9907,-0.2714285714285714,-71.36948,44.862,235.629,-0.17701179992321758,-7.095159132872045,-0.0601264622993222,0.7426,-0.00223,98.596,2026-08-26
11,RKLB,66.18000030517578,42316222464,41.3,33.0,38.2,37.3,34.8,34.5,42.3,34.0,26.6,36.2700388843752,-0.7823499576086448,17.97840146502547,-0.11370027805602678,-0.16808712729473096,-0.1614300903314545,-0.014793616263773993,-0.5069493898290293,-0.3126048219030647,-0.28290981457476844,0.42330003,0.7246,0.35714285714285715,1323.6,48.665,-248.672,-0.005954303511244533,-0.3275888287027707,-0.20627118080234338,0.37264,-0.24572,3.828,2026-08-26
